#----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------#
#    r [Mpc/h]            Xi_L              E_0c_lin             E_0_lin             E_2_lin           E_0c_loop_22         E_0c_loop_13         E_0_loop_22         E_0_loop_13         E_2_loop            E_1_loop            E_3_loop            U10_lin             U10_loop            U20_loop            U11_loop            X10_loop            Y10_loop     #
#----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------#
 2.207974943E+02    -1.253808105E-04     1.075251633E+02     4.350953652E+00     4.593681941E+00     3.723247692E+00     1.931326039E+01    -1.178238219E-04    -2.773357136E-03     1.594149175E-02     1.594149175E-02    -3.076292127E+00    -1.959148799E+00    -3.656866318E-02     1.477561424E-05    -5.190920923E-06     4.903113929E-05     5.789009271E+00     1.580822516E-02
 2.220422129E+02    -1.233004000E-04     1.075251633E+02     4.305787345E+00     4.561647717E+00     3.723247692E+00     1.931326039E+01    -1.151941947E-04    -2.736603285E-03     1.563845219E-02     1.563845219E-02    -3.032032521E+00    -1.936399134E+00    -3.600591918E-02     1.475194962E-05    -5.006898074E-06     4.877751278E-05     5.789113788E+00     1.549271382E-02
 2.232939484E+02    -1.212150998E-04     1.075251633E+02     4.261065766E+00     4.529708187E+00     3.723247692E+00     1.931326039E+01    -1.126132833E-04    -2.699708086E-03     1.534034240E-02     1.534034240E-02    -2.988321947E+00    -1.913834337E+00    -3.545119393E-02     1.472148889E-05    -4.826166286E-06     4.851016618E-05     5.789216609E+00     1.518269700E-02
 2.245527403E+02    -1.191445144E-04     1.075251633E+02     4.216785335E+00     4.497865338E+00     3.723247692E+00     1.931326039E+01    -1.100787326E-04    -2.662689089E-03     1.504709475E-02     1.504709475E-02    -2.945156501E+00    -1.891454224E+00    -3.490441644E-02     1.468544149E-05    -4.649181484E-06     4.823099787E-05     5.789317759E+00     1.487809108E-02
 2.258186286E+02    -1.170935812E-04     1.075251633E+02     4.172942458E+00     4.466121132E+00     3.723247692E+00     1.931326039E+01    -1.075914254E-04    -2.625559336E-03     1.475864287E-02     1.475864287E-02    -2.902532279E+00    -1.869258576E+00    -3.436549843E-02     1.464233369E-05    -4.479415998E-06     4.793188697E-05     5.789417261E+00     1.457881238E-02
 2.270916532E+02    -1.150488198E-04     1.075251633E+02     4.129533544E+00     4.434477500E+00     3.723247692E+00     1.931326039E+01    -1.051519929E-04    -2.588344933E-03     1.447492803E-02     1.447492803E-02    -2.860445364E+00    -1.847247151E+00    -3.383435745E-02     1.458903725E-05    -4.320397789E-06     4.760874713E-05     5.789515135E+00     1.428478983E-02
 2.283718542E+02    -1.130008496E-04     1.075251633E+02     4.086554981E+00     4.402936357E+00     3.723247692E+00     1.931326039E+01    -1.027577789E-04    -2.551070358E-03     1.419589888E-02     1.419589888E-02    -2.818891809E+00    -1.825419705E+00    -3.331093133E-02     1.452473277E-05    -4.167529960E-06     4.725618701E-05     5.789611397E+00     1.399596294E-02
 2.296592723E+02    -1.109499631E-04     1.075251633E+02     4.044003106E+00     4.371499623E+00     3.723247692E+00     1.931326039E+01    -1.004087066E-04    -2.513762608E-03     1.392150534E-02     1.392150534E-02    -2.777867623E+00    -1.803775994E+00    -3.279516278E-02     1.444979330E-05    -4.016937235E-06     4.687402342E-05     5.789706064E+00     1.371226741E-02
 2.309539480E+02    -1.089041225E-04     1.075251633E+02     4.001874129E+00     4.340169220E+00     3.723247692E+00     1.931326039E+01    -9.810569353E-05    -2.476455750E-03     1.365169786E-02     1.365169786E-02    -2.737368766E+00    -1.782315758E+00    -3.228699150E-02     1.436426475E-05    -3.869202094E-06     4.646175333E-05     5.789799152E+00     1.343364066E-02
 2.322559223E+02    -1.068795493E-04     1.075251633E+02     3.960164324E+00     4.308947062E+00     3.723247692E+00     1.931326039E+01    -9.584767395E-05    -2.439172413E-03     1.338642908E-02     1.338642908E-02    -2.697391149E+00    -1.761038732E+00    -3.178633982E-02     1.426742937E-05    -3.726332011E-06     4.601588892E-05     5.789890675E+00     1.316002329E-02
 2.335652363E+02    -1.048830601E-04     1.075251633E+02     3.918869992E+00     4.277835027E+00     3.723247692E+00     1.931326039E+01    -9.363255235E-05    -2.401954192E-03     1.312565478E-02     1.312565478E-02    -2.657930631E+00    -1.739944659E+00    -3.129311359E-02     1.415887676E-05    -3.593104252E-06     4.553948380E-05     5.789980646E+00     1.289136294E-02
 2.348819314E+02    -1.029015119E-04     1.075251633E+02     3.877987439E+00     4.246834954E+00     3.723247692E+00     1.931326039E+01    -9.146117016E-05    -2.364819438E-03     1.286932833E-02     1.286932833E-02    -2.618983020E+00    -1.719033296E+00    -3.080722749E-02     1.404243004E-05    -3.465945914E-06     4.504809935E-05     5.790069082E+00     1.262760265E-02
 2.362060492E+02    -1.009288858E-04     1.075251633E+02     3.837512968E+00     4.215948655E+00     3.723247692E+00     1.931326039E+01    -8.933395908E-05    -2.327791631E-03     1.261739425E-02     1.261739425E-02    -2.580544087E+00    -1.698304388E+00    -3.032860918E-02     1.392050108E-05    -3.340363856E-06     4.454026109E-05     5.790156000E+00     1.236866897E-02
 2.375376315E+02    -9.896512127E-05     1.075251633E+02     3.797442864E+00     4.185177929E+00     3.723247692E+00     1.931326039E+01    -8.724795079E-05    -2.290894997E-03     1.236980011E-02     1.236980011E-02    -2.542609643E+00    -1.677757677E+00    -2.985719238E-02     1.378898767E-05    -3.217136464E-06     4.401135871E-05     5.790241419E+00     1.211449463E-02
 2.388767205E+02    -9.701992200E-05     1.075251633E+02     3.757773394E+00     4.154524563E+00     3.723247692E+00     1.931326039E+01    -8.520309567E-05    -2.254154381E-03     1.212650675E-02     1.212650675E-02    -2.505175378E+00    -1.657392875E+00    -2.939290420E-02     1.364428877E-05    -3.097192141E-06     4.344330113E-05     5.790325350E+00     1.186503017E-02
 2.402233585E+02    -9.509774285E-05     1.075251633E+02     3.718500811E+00     4.123990318E+00     3.723247692E+00     1.931326039E+01    -8.320022398E-05    -2.217623852E-03     1.188748413E-02     1.188748413E-02    -2.468236869E+00    -1.637209705E+00    -2.893566156E-02     1.348397677E-05    -2.985935814E-06     4.282693299E-05     5.790407800E+00     1.162024178E-02
 2.415775879E+02    -9.318962042E-05     1.075251633E+02     3.679621283E+00     4.093576919E+00     3.723247692E+00     1.931326039E+01    -8.123807810E-05    -2.181334966E-03     1.165270428E-02     1.165270428E-02    -2.431789598E+00    -1.617207940E+00    -2.848538372E-02     1.331023866E-05    -2.880838419E-06     4.217270701E-05     5.790488775E+00     1.138010047E-02
 2.429394516E+02    -9.130053164E-05     1.075251633E+02     3.641131042E+00     4.063286068E+00     3.723247692E+00     1.931326039E+01    -7.931485284E-05    -2.145333775E-03     1.142213195E-02     1.142213195E-02    -2.395828959E+00    -1.597387391E+00    -2.804199829E-02     1.312617777E-05    -2.776992325E-06     4.148774955E-05     5.790568286E+00     1.114456310E-02
 2.443089927E+02    -8.944159518E-05     1.075251633E+02     3.603026348E+00     4.033119442E+00     3.723247692E+00     1.931326039E+01    -7.743132518E-05    -2.109641797E-03     1.119572548E-02     1.119572548E-02    -2.360350278E+00    -1.577747877E+00    -2.760541936E-02     1.293426688E-05    -2.674661617E-06     4.078746622E-05     5.790646345E+00     1.091357570E-02
 2.456862544E+02    -8.762435533E-05     1.075251633E+02     3.565303484E+00     4.003078666E+00     3.723247692E+00     1.931326039E+01    -7.558779289E-05    -2.074284378E-03     1.097343880E-02     1.097343880E-02    -2.325348814E+00    -1.558289208E+00    -2.717554671E-02     1.273589283E-05    -2.574116521E-06     4.006612542E-05     5.790722968E+00     1.068707879E-02
 2.470712803E+02    -8.585897839E-05     1.075251633E+02     3.527958771E+00     3.973165298E+00     3.723247692E+00     1.931326039E+01    -7.378165099E-05    -2.039294184E-03     1.075522965E-02     1.075522965E-02    -2.290819770E+00    -1.539011179E+00    -2.675226424E-02     1.252737058E-05    -2.480694371E-06     3.931553330E-05     5.790798166E+00     1.046501945E-02
 2.484641140E+02    -8.414033934E-05     1.075251633E+02     3.490988593E+00     3.943380808E+00     3.723247692E+00     1.931326039E+01    -7.201300720E-05    -2.004699475E-03     1.054106470E-02     1.054106470E-02    -2.256758270E+00    -1.519913606E+00    -2.633544967E-02     1.230832131E-05    -2.393358521E-06     3.854100337E-05     5.790871950E+00     1.024736185E-02
 2.498647997E+02    -8.244723950E-05     1.075251633E+02     3.454389386E+00     3.913726589E+00     3.723247692E+00     1.931326039E+01    -7.028261201E-05    -1.970530833E-03     1.033090437E-02     1.033090437E-02    -2.223159360E+00    -1.500996335E+00    -2.592500583E-02     1.208439684E-05    -2.307323346E-06     3.774835015E-05     5.790944329E+00     1.003405813E-02
 2.512733815E+02    -8.077214729E-05     1.075251633E+02     3.418157602E+00     3.884203994E+00     3.723247692E+00     1.931326039E+01    -6.858897884E-05    -1.936802354E-03     1.012469438E-02     1.012469438E-02    -2.190018041E+00    -1.482259194E+00    -2.552085569E-02     1.186000186E-05    -2.222277439E-06     3.696046907E-05     5.791015324E+00     9.825040402E-03
 2.526899041E+02    -7.912235781E-05     1.075251633E+02     3.382289609E+00     3.854814348E+00     3.723247692E+00     1.931326039E+01    -6.693053482E-05    -1.903516252E-03     9.922371939E-03     9.922371939E-03    -2.157329304E+00    -1.463701968E+00    -2.512292238E-02     1.163776895E-05    -2.138539515E-06     3.618392322E-05     5.791084957E+00     9.620230096E-03
 2.541144122E+02    -7.751653675E-05     1.075251633E+02     3.346781850E+00     3.825558937E+00     3.723247692E+00     1.931326039E+01    -6.530798408E-05    -1.870673006E-03     9.723870865E-03     9.723870865E-03    -2.125088179E+00    -1.445324398E+00    -2.473110977E-02     1.141823906E-05    -2.060481424E-06     3.542447006E-05     5.791153251E+00     9.419544490E-03
 2.555469507E+02    -7.596454064E-05     1.075251633E+02     3.311630855E+00     3.796438973E+00     3.723247692E+00     1.931326039E+01    -6.372143957E-05    -1.838268327E-03     9.529124287E-03     9.529124287E-03    -2.093289764E+00    -1.427126192E+00    -2.434530239E-02     1.120236255E-05    -1.988387366E-06     3.468014636E-05     5.791220231E+00     9.222905129E-03
 2.569875650E+02    -7.445102766E-05     1.075251633E+02     3.276833228E+00     3.767455577E+00     3.723247692E+00     1.931326039E+01    -6.216827186E-05    -1.806300522E-03     9.338066353E-03     9.338066353E-03    -2.061929104E+00    -1.409106985E+00    -2.396538666E-02     1.098875564E-05    -1.917773703E-06     3.394819114E-05     5.791285921E+00     9.030232807E-03
 2.584363006E+02    -7.296694409E-05     1.075251633E+02     3.242385619E+00     3.738609801E+00     3.723247692E+00     1.931326039E+01    -6.064863223E-05    -1.774772144E-03     9.150639200E-03     9.150639200E-03    -2.031001245E+00    -1.391266358E+00    -2.359126990E-02     1.077426198E-05    -1.847437982E-06     3.321913961E-05     5.791350340E+00     8.841457041E-03
 2.598932032E+02    -7.150459234E-05     1.075251633E+02     3.208284708E+00     3.709902651E+00     3.723247692E+00     1.931326039E+01    -5.916318310E-05    -1.743691815E-03     8.966791747E-03     8.966791747E-03    -2.000501225E+00    -1.373603859E+00    -2.322287077E-02     1.055867990E-05    -1.777694867E-06     3.248828517E-05     5.791413507E+00     8.656518078E-03
 2.613583190E+02    -7.006283479E-05     1.075251633E+02     3.174527192E+00     3.681335101E+00     3.723247692E+00     1.931326039E+01    -5.771021432E-05    -1.713070195E-03     8.786473953E-03     8.786473953E-03    -1.970424075E+00    -1.356119017E+00    -2.286011633E-02     1.034149008E-05    -1.711755889E-06     3.175028676E-05     5.791475438E+00     8.475357103E-03
 2.628316941E+02    -6.865264022E-05     1.075251633E+02     3.141109777E+00     3.652908094E+00     3.723247692E+00     1.931326039E+01    -5.628836480E-05    -1.682921359E-03     8.609636957E-03     8.609636957E-03    -1.940764816E+00    -1.338811358E+00    -2.250292791E-02     1.012351638E-05    -1.651525724E-06     3.101447534E-05     5.791536150E+00     8.297919936E-03
 2.643133753E+02    -6.727852454E-05     1.075251633E+02     3.108029135E+00     3.624622522E+00     3.723247692E+00     1.931326039E+01    -5.489825443E-05    -1.653240518E-03     8.436224057E-03     8.436224057E-03    -1.911518483E+00    -1.321680401E+00    -2.215121006E-02     9.910293569E-06    -1.593149092E-06     3.030288701E-05     5.791595663E+00     8.124141466E-03
 2.658034092E+02    -6.593731667E-05     1.075251633E+02     3.075282014E+00     3.596479218E+00     3.723247692E+00     1.931326039E+01    -5.353987249E-05    -1.624016291E-03     8.266164092E-03     8.266164092E-03    -1.882680145E+00    -1.304725612E+00    -2.180487172E-02     9.705142449E-06    -1.534658182E-06     2.961519615E-05     5.791654004E+00     7.953932280E-03
 2.673018430E+02    -6.463069150E-05     1.075251633E+02     3.042865247E+00     3.568478955E+00     3.723247692E+00     1.931326039E+01    -5.221091752E-05    -1.595235483E-03     8.099386984E-03     8.099386984E-03    -1.854244937E+00    -1.287946375E+00    -2.146382151E-02     9.504228333E-06    -1.476617900E-06     2.894910882E-05     5.791711199E+00     7.787205935E-03
 2.688087240E+02    -6.335912159E-05     1.075251633E+02     3.010775716E+00     3.540622447E+00     3.723247692E+00     1.931326039E+01    -5.091161246E-05    -1.566895907E-03     7.935838156E-03     7.935838156E-03    -1.826208026E+00    -1.271342016E+00    -2.112796721E-02     9.302907592E-06    -1.421073999E-06     2.828332650E-05     5.791767268E+00     7.623898096E-03
 2.703240999E+02    -6.212256652E-05     1.075251633E+02     2.979010351E+00     3.512910349E+00     3.723247692E+00     1.931326039E+01    -4.964252668E-05    -1.539008496E-03     7.775472838E-03     7.775472838E-03    -1.798564583E+00    -1.254911852E+00    -2.079721597E-02     9.100480828E-06    -1.371090651E-06     2.761399377E-05     5.791822224E+00     7.463960946E-03
 2.718480186E+02    -6.091516284E-05     1.075251633E+02     2.947566130E+00     3.485343254E+00     3.723247692E+00     1.931326039E+01    -4.840205104E-05    -1.511576792E-03     7.618242043E-03     7.618242043E-03    -1.771309784E+00    -1.238655205E+00    -2.047147894E-02     8.900923916E-06    -1.323288044E-06     2.695565785E-05     5.791876085E+00     7.307341195E-03
 2.733805281E+02    -5.971702641E-05     1.075251633E+02     2.916440067E+00     3.457921711E+00     3.723247692E+00     1.931326039E+01    -4.718921620E-05    -1.484592499E-03     7.464083672E-03     7.464083672E-03    -1.744438897E+00    -1.222571387E+00    -2.015069003E-02     8.708517314E-06    -1.274897730E-06     2.632150745E-05     5.791928874E+00     7.153965263E-03
 2.749216770E+02    -5.852574472E-05     1.075251633E+02     2.885629174E+00     3.430646261E+00     3.723247692E+00     1.931326039E+01    -4.600456957E-05    -1.458031594E-03     7.312924392E-03     7.312924392E-03    -1.717947258E+00    -1.206659649E+00    -1.983480093E-02     8.527015135E-06    -1.226656427E-06     2.573209881E-05     5.791980619E+00     7.003747265E-03
 2.764715139E+02    -5.734967991E-05     1.075251633E+02     2.855130395E+00     3.403517449E+00     3.723247692E+00     1.931326039E+01    -4.484790013E-05    -1.431865365E-03     7.164684127E-03     7.164684127E-03    -1.691830263E+00    -1.190919131E+00    -1.952375863E-02     8.356993440E-06    -1.179438597E-06     2.517648780E-05     5.792031351E+00     6.856589575E-03
 2.780300878E+02    -5.620374686E-05     1.075251633E+02     2.824940688E+00     3.376535800E+00     3.723247692E+00     1.931326039E+01    -4.371684236E-05    -1.406073156E-03     7.019292385E-03     7.019292385E-03    -1.666083403E+00    -1.175348880E+00    -1.921749223E-02     8.191970129E-06    -1.137336819E-06     2.464525282E-05     5.792081096E+00     6.712409716E-03
 2.795974480E+02    -5.510087968E-05     1.075251633E+02     2.795057107E+00     3.349701788E+00     3.723247692E+00     1.931326039E+01    -4.261162070E-05    -1.380649293E-03     6.876697993E-03     6.876697993E-03    -1.640702233E+00    -1.159947903E+00    -1.891590848E-02     8.028319984E-06    -1.097849401E-06     2.411964026E-05     5.792129873E+00     6.571153219E-03
 2.811736440E+02    -5.402732523E-05     1.075251633E+02     2.765476776E+00     3.323015810E+00     3.723247692E+00     1.931326039E+01    -4.153270783E-05    -1.355595252E-03     6.736855566E-03     6.736855566E-03    -1.615682325E+00    -1.144715202E+00    -1.861890916E-02     7.866031201E-06    -1.057822091E-06     2.359614079E-05     5.792177696E+00     6.432769579E-03
 2.827587256E+02    -5.296214573E-05     1.075251633E+02     2.736196865E+00     3.296478211E+00     3.723247692E+00     1.931326039E+01    -4.047850429E-05    -1.330912321E-03     6.599718817E-03     6.599718817E-03    -1.591019280E+00    -1.129649766E+00    -1.832643120E-02     7.705730348E-06    -1.018045026E-06     2.308099509E-05     5.792224583E+00     6.297205607E-03
 2.843527429E+02    -5.189455581E-05     1.075251633E+02     2.707214538E+00     3.270089335E+00     3.723247692E+00     1.931326039E+01    -3.944826760E-05    -1.306595240E-03     6.465237820E-03     6.465237820E-03    -1.566708731E+00    -1.114750567E+00    -1.803843738E-02     7.549744648E-06    -9.786173277E-07     2.257993897E-05     5.792270551E+00     6.164404915E-03
 2.859557463E+02    -5.082723170E-05     1.075251633E+02     2.678526930E+00     3.243849548E+00     3.723247692E+00     1.931326039E+01    -3.844247104E-05    -1.282632589E-03     6.333357099E-03     6.333357099E-03    -1.542746375E+00    -1.100016550E+00    -1.775489872E-02     7.399304405E-06    -9.436902403E-07     2.210065572E-05     5.792315620E+00     6.034302856E-03
 2.875677864E+02    -4.977800445E-05     1.075251633E+02     2.650131148E+00     3.217759239E+00     3.723247692E+00     1.931326039E+01    -3.746086271E-05    -1.259013761E-03     6.204020390E-03     6.204020390E-03    -1.519127976E+00    -1.085446625E+00    -1.747576791E-02     7.253930959E-06    -9.115352337E-07     2.163866060E-05     5.792359812E+00     5.906834565E-03
 2.891889142E+02    -4.876348771E-05     1.075251633E+02     2.622024279E+00     3.191818768E+00     3.723247692E+00     1.931326039E+01    -3.650158868E-05    -1.235729298E-03     6.077177924E-03     6.077177924E-03    -1.495849352E+00    -1.071039661E+00    -1.720096567E-02     7.110408249E-06    -8.787439888E-07     2.118828439E-05     5.792403144E+00     5.781941222E-03
 2.908191809E+02    -4.777878156E-05     1.075251633E+02     2.594203447E+00     3.166028431E+00     3.723247692E+00     1.931326039E+01    -3.556491754E-05    -1.212784241E-03     5.952795670E-03     5.952795670E-03    -1.472906332E+00    -1.056794514E+00    -1.693040700E-02     6.963060429E-06    -8.457744265E-07     2.072259495E-05     5.792445627E+00     5.659585275E-03
 2.924586380E+02    -4.681436206E-05     1.075251633E+02     2.566665890E+00     3.140388470E+00     3.723247692E+00     1.931326039E+01    -3.465123424E-05    -1.190206014E-03     5.830854472E-03     5.830854472E-03    -1.450294720E+00    -1.042710069E+00    -1.666401926E-02     6.809499041E-06    -8.125571754E-07     2.023526628E-05     5.792487265E+00     5.539750002E-03
 2.941073374E+02    -4.586009970E-05     1.075251633E+02     2.539408870E+00     3.114899097E+00     3.723247692E+00     1.931326039E+01    -3.375902567E-05    -1.168013693E-03     5.711339796E-03     5.711339796E-03    -1.428010326E+00    -1.028785303E+00    -1.640174748E-02     6.649541862E-06    -7.829067504E-07     1.972638527E-05     5.792528062E+00     5.422424972E-03
 2.957653311E+02    -4.491284074E-05     1.075251633E+02     2.512429650E+00     3.089560518E+00     3.723247692E+00     1.931326039E+01    -3.288775746E-05    -1.146232396E-03     5.594227350E-03     5.594227350E-03    -1.406048871E+00    -1.015019243E+00    -1.614354753E-02     6.490133646E-06    -7.561820402E-07     1.921814888E-05     5.792568022E+00     5.307591650E-03
 2.974326715E+02    -4.398432018E-05     1.075251633E+02     2.485725491E+00     3.064372940E+00     3.723247692E+00     1.931326039E+01    -3.203784129E-05    -1.124844596E-03     5.479467882E-03     5.479467882E-03    -1.384406079E+00    -1.001410926E+00    -1.588936968E-02     6.338267721E-06    -7.290435555E-07     1.873868713E-05     5.792607166E+00     5.195194060E-03
 2.991094113E+02    -4.307716835E-05     1.075251633E+02     2.459293675E+00     3.039336545E+00     3.723247692E+00     1.931326039E+01    -3.120889665E-05    -1.103835764E-03     5.366998400E-03     5.366998400E-03    -1.363077751E+00    -9.879593307E-01    -1.563914860E-02     6.194892453E-06    -7.014412382E-07     1.828658391E-05     5.792645516E+00     5.085154999E-03
 3.007956036E+02    -4.219721971E-05     1.075251633E+02     2.433131518E+00     3.014451478E+00     3.723247692E+00     1.931326039E+01    -3.039920332E-05    -1.083181470E-03     5.256763498E-03     5.256763498E-03    -1.342059773E+00    -9.746633558E-01    -1.539281561E-02     6.055462306E-06    -6.735422768E-07     1.785635629E-05     5.792683093E+00     4.977407452E-03
 3.024913016E+02    -4.134939595E-05     1.075251633E+02     2.407236354E+00     2.989717833E+00     3.723247692E+00     1.931326039E+01    -2.960902509E-05    -1.062882624E-03     5.148727258E-03     5.148727258E-03    -1.321348070E+00    -9.615218590E-01    -1.515029085E-02     5.914031176E-06    -6.483288798E-07     1.741405803E-05     5.792719910E+00     4.871910490E-03
 3.041965588E+02    -4.053233670E-05     1.075251633E+02     2.381605551E+00     2.965135640E+00     3.723247692E+00     1.931326039E+01    -2.883866069E-05    -1.042960897E-03     5.042868827E-03     5.042868827E-03    -1.300938547E+00    -9.485337258E-01    -1.491149120E-02     5.768830125E-06    -6.264507421E-07     1.696006711E-05     5.792755972E+00     4.768646869E-03
 3.059114293E+02    -3.973998006E-05     1.075251633E+02     2.356236600E+00     2.940704861E+00     3.723247692E+00     1.931326039E+01    -2.808666609E-05    -1.023418123E-03     4.939161598E-03     4.939161598E-03    -1.280827080E+00    -9.356979021E-01    -1.467634075E-02     5.625684627E-06    -6.047979437E-07     1.651267158E-05     5.792791287E+00     4.667592123E-03
 3.076359671E+02    -3.895937985E-05     1.075251633E+02     2.331127043E+00     2.916425417E+00     3.723247692E+00     1.931326039E+01    -2.735265227E-05    -1.004248932E-03     4.837555101E-03     4.837555101E-03    -1.261009590E+00    -9.230133321E-01    -1.444477861E-02     5.491677140E-06    -5.825101031E-07     1.609272384E-05     5.792825874E+00     4.568687913E-03
 3.093702267E+02    -3.817436330E-05     1.075251633E+02     2.306274429E+00     2.892297218E+00     3.723247692E+00     1.931326039E+01    -2.663697185E-05    -9.854125068E-04     4.737980596E-03     4.737980596E-03    -1.241482118E+00    -9.104788919E-01    -1.421677444E-02     5.369832303E-06    -5.597156607E-07     1.571973915E-05     5.792859759E+00     4.471853369E-03
 3.111142631E+02    -3.738525753E-05     1.075251633E+02     2.281676274E+00     2.868320207E+00     3.723247692E+00     1.931326039E+01    -2.593914244E-05    -9.668835422E-04     4.640372599E-03     4.640372599E-03    -1.222240845E+00    -8.980933523E-01    -1.399231100E-02     5.255455004E-06    -5.382476045E-07     1.536776692E-05     5.792892969E+00     4.377008487E-03
 3.128681312E+02    -3.660673801E-05     1.075251633E+02     2.257330062E+00     2.844494363E+00     3.723247692E+00     1.931326039E+01    -2.525762867E-05    -9.486522970E-04     4.544690022E-03     4.544690022E-03    -1.203282036E+00    -8.858554257E-01    -1.377135655E-02     5.140381290E-06    -5.198251887E-07     1.502121943E-05     5.792925518E+00     4.284109744E-03
 3.146318866E+02    -3.585655487E-05     1.075251633E+02     2.233233283E+00     2.820819657E+00     3.723247692E+00     1.931326039E+01    -2.459268154E-05    -9.307286701E-04     4.450916932E-03     4.450916932E-03    -1.184601967E+00    -8.737638533E-01    -1.355385072E-02     5.019737304E-06    -5.018330339E-07     1.465109706E-05     5.792957409E+00     4.193145333E-03
 3.164055849E+02    -3.514827406E-05     1.075251633E+02     2.209383469E+00     2.797295995E+00     3.723247692E+00     1.931326039E+01    -2.394453839E-05    -9.131461016E-04     4.359046633E-03     4.359046633E-03    -1.166196898E+00    -8.618174619E-01    -1.333970557E-02     4.893431831E-06    -4.830360657E-07     1.426050194E-05     5.792988643E+00     4.104115051E-03
 3.181892822E+02    -3.446577728E-05     1.075251633E+02     2.185778209E+00     2.773923191E+00     3.723247692E+00     1.931326039E+01    -2.331217107E-05    -8.959125842E-04     4.269063901E-03     4.269063901E-03    -1.148062996E+00    -8.500151280E-01    -1.312883282E-02     4.766637205E-06    -4.639736370E-07     1.386667623E-05     5.793019222E+00     4.017008106E-03
 3.199830349E+02    -3.378743711E-05     1.075251633E+02     2.162415211E+00     2.750701003E+00     3.723247692E+00     1.931326039E+01    -2.269542219E-05    -8.790324632E-04     4.180930888E-03     4.180930888E-03    -1.130196444E+00    -8.383557604E-01    -1.292118032E-02     4.646359169E-06    -4.455188915E-07     1.349187460E-05     5.793049160E+00     3.931784012E-03
 3.217868996E+02    -3.310265321E-05     1.075251633E+02     2.139292177E+00     2.727629197E+00     3.723247692E+00     1.931326039E+01    -2.209459669E-05    -8.624715442E-04     4.094591698E-03     4.094591698E-03    -1.112593510E+00    -8.268382287E-01    -1.271672772E-02     4.535230213E-06    -4.302538182E-07     1.315365313E-05     5.793078479E+00     3.848376420E-03
 3.236009334E+02    -3.241942023E-05     1.075251633E+02     2.116406775E+00     2.704707583E+00     3.723247692E+00     1.931326039E+01    -2.150919059E-05    -8.462112111E-04     4.009989556E-03     4.009989556E-03    -1.095250580E+00    -8.154613288E-01    -1.251545908E-02     4.431472222E-06    -4.158275074E-07     1.283714877E-05     5.793107201E+00     3.766716664E-03
 3.254251936E+02    -3.176090951E-05     1.075251633E+02     2.093756657E+00     2.681935990E+00     3.723247692E+00     1.931326039E+01    -2.093797271E-05    -8.302324482E-04     3.927082014E-03     3.927082014E-03    -1.078164119E+00    -8.042237917E-01    -1.231732972E-02     4.329373789E-06    -4.004379313E-07     1.253193584E-05     5.793135342E+00     3.686754567E-03
 3.272597378E+02    -3.114082891E-05     1.075251633E+02     2.071339529E+00     2.659314194E+00     3.723247692E+00     1.931326039E+01    -2.038118543E-05    -8.145402105E-04     3.845848285E-03     3.845848285E-03    -1.061330615E+00    -7.931243373E-01    -1.212225328E-02     4.224007704E-06    -3.848735487E-07     1.221257682E-05     5.793162908E+00     3.608470916E-03
 3.291046241E+02    -3.055013886E-05     1.075251633E+02     2.049153199E+00     2.636841873E+00     3.723247692E+00     1.931326039E+01    -1.983896388E-05    -7.991534248E-04     3.766274774E-03     3.766274774E-03    -1.044746531E+00    -7.821617398E-01    -1.193014106E-02     4.117142323E-06    -3.691922794E-07     1.188616751E-05     5.793189901E+00     3.531857168E-03
 3.309599106E+02    -2.996834448E-05     1.075251633E+02     2.027195537E+00     2.614518638E+00     3.723247692E+00     1.931326039E+01    -1.930988482E-05    -7.840658557E-04     3.688334234E-03     3.688334234E-03    -1.028408339E+00    -7.713348215E-01    -1.174093582E-02     4.014081484E-06    -3.564506995E-07     1.157212634E-05     5.793216331E+00     3.456888787E-03
 3.328256562E+02    -2.937807388E-05     1.075251633E+02     2.005464377E+00     2.592344096E+00     3.723247692E+00     1.931326039E+01    -1.879371431E-05    -7.692660810E-04     3.611976142E-03     3.611976142E-03    -1.012312598E+00    -7.606423974E-01    -1.155461689E-02     3.921753053E-06    -3.447883074E-07     1.129172375E-05     5.793242218E+00     3.383510520E-03
 3.347019196E+02    -2.877398266E-05     1.075251633E+02     1.983957558E+00     2.570317905E+00     3.723247692E+00     1.931326039E+01    -1.829070478E-05    -7.547030594E-04     3.537133827E-03     3.537133827E-03    -9.964560257E-01    -7.500831886E-01    -1.137118660E-02     3.840836282E-06    -3.320725365E-07     1.105646313E-05     5.793267588E+00     3.311640392E-03
 3.365887602E+02    -2.817080897E-05     1.075251633E+02     1.962672863E+00     2.548439790E+00     3.723247692E+00     1.931326039E+01    -1.780044253E-05    -7.403568343E-04     3.463754657E-03     3.463754657E-03    -9.808354818E-01    -7.396558075E-01    -1.119063554E-02     3.763614270E-06    -3.191373874E-07     1.082781481E-05     5.793292463E+00     3.241214390E-03
