#----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------#
#    r [Mpc/h]            Xi_L              E_0c_lin             E_0_lin             E_2_lin           E_0c_loop_22         E_0c_loop_13         E_0_loop_22         E_0_loop_13         E_2_loop            E_1_loop            E_3_loop            U10_lin             U10_loop            U20_loop            U11_loop            X10_loop            Y10_loop     #
#----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------#
 2.115628716E-02     5.025326908E+01     1.075251633E+02     1.075215003E+02     1.864269009E-03     3.723247692E+00     1.931326039E+01     3.707726300E+00     1.926589933E+01     1.738640610E-02     1.738640610E-02    -1.010792284E-03    -4.612632378E-04    -4.071308592E-01    -1.755737386E+00    -6.696324077E+00    -7.207921460E+00     1.711993134E-02     5.859583722E-02
 2.127555311E-02     5.013869017E+01     1.075251633E+02     1.075214517E+02     1.881325630E-03     3.723247692E+00     1.931326039E+01     3.707590212E+00     1.926548022E+01     1.751124039E-02     1.751124039E-02    -1.023685164E-03    -4.671403039E-04    -4.085322389E-01    -1.758265248E+00    -6.704915714E+00    -7.217850871E+00     1.726189365E-02     5.900820231E-02
 2.139549140E-02     5.002428770E+01     1.075251633E+02     1.075214026E+02     1.898535842E-03     3.723247692E+00     1.931326039E+01     3.707453184E+00     1.926505815E+01     1.763693107E-02     1.763693107E-02    -1.036739873E-03    -4.730911117E-04    -4.099378561E-01    -1.760792128E+00    -6.713498242E+00    -7.227774171E+00     1.740484406E-02     5.942332257E-02
 2.151610584E-02     4.991006141E+01     1.075251633E+02     1.075213531E+02     1.915900999E-03     3.723247692E+00     1.931326039E+01     3.707315208E+00     1.926463310E+01     1.776348357E-02     1.776348357E-02    -1.049958403E-03    -4.791165671E-04    -4.113477199E-01    -1.763317995E+00    -6.722071532E+00    -7.237691407E+00     1.754879218E-02     5.984120441E-02
 2.163740022E-02     4.979601107E+01     1.075251633E+02     1.075213031E+02     1.933422466E-03     3.723247692E+00     1.931326039E+01     3.707176278E+00     1.926420503E+01     1.789090334E-02     1.789090334E-02    -1.063342769E-03    -4.852175872E-04    -4.127618393E-01    -1.765842818E+00    -6.730635451E+00    -7.247602269E+00     1.769374313E-02     6.026186969E-02
 2.175937838E-02     4.968213641E+01     1.075251633E+02     1.075212527E+02     1.951101619E-03     3.723247692E+00     1.931326039E+01     3.707036389E+00     1.926377393E+01     1.801919586E-02     1.801919586E-02    -1.076895011E-03    -4.913950998E-04    -4.141802233E-01    -1.768366568E+00    -6.739189870E+00    -7.257506769E+00     1.783970288E-02     6.068533708E-02
 2.188204418E-02     4.956843724E+01     1.075251633E+02     1.075212018E+02     1.968939849E-03     3.723247692E+00     1.931326039E+01     3.706895535E+00     1.926333978E+01     1.814836665E-02     1.814836665E-02    -1.090617194E-03    -4.976500438E-04    -4.156028808E-01    -1.770889212E+00    -6.747734657E+00    -7.267404702E+00     1.798668031E-02     6.111161630E-02
 2.200540150E-02     4.945491335E+01     1.075251633E+02     1.075211504E+02     1.986938554E-03     3.723247692E+00     1.931326039E+01     3.706753708E+00     1.926290257E+01     1.827842126E-02     1.827842126E-02    -1.104511405E-03    -5.039833694E-04    -4.170298210E-01    -1.773410721E+00    -6.756269679E+00    -7.277295930E+00     1.813467880E-02     6.154073495E-02
 2.212945422E-02     4.934156450E+01     1.075251633E+02     1.075210986E+02     2.005099149E-03     3.723247692E+00     1.931326039E+01     3.706610902E+00     1.926246226E+01     1.840936526E-02     1.840936526E-02    -1.118579760E-03    -5.103960381E-04    -4.184610527E-01    -1.775931062E+00    -6.764794806E+00    -7.287180420E+00     1.828370885E-02     6.197269842E-02
 2.225420628E-02     4.922839043E+01     1.075251633E+02     1.075210463E+02     2.023423057E-03     3.723247692E+00     1.931326039E+01     3.706467112E+00     1.926201884E+01     1.854120425E-02     1.854120425E-02    -1.132824397E-03    -5.168890227E-04    -4.198965849E-01    -1.778450205E+00    -6.773309905E+00    -7.297057879E+00     1.843377408E-02     6.240753346E-02
 2.237966162E-02     4.911539091E+01     1.075251633E+02     1.075209935E+02     2.041911715E-03     3.723247692E+00     1.931326039E+01     3.706322331E+00     1.926157230E+01     1.867394387E-02     1.867394387E-02    -1.147247481E-03    -5.234633078E-04    -4.213364267E-01    -1.780968118E+00    -6.781814844E+00    -7.306928361E+00     1.858488325E-02     6.284525082E-02
 2.250582419E-02     4.900256569E+01     1.075251633E+02     1.075209403E+02     2.060566573E-03     3.723247692E+00     1.931326039E+01     3.706176552E+00     1.926112260E+01     1.880758978E-02     1.880758978E-02    -1.161851203E-03    -5.301198895E-04    -4.227805869E-01    -1.783484770E+00    -6.790309491E+00    -7.316791558E+00     1.873704277E-02     6.328587036E-02
 2.263269798E-02     4.888991452E+01     1.075251633E+02     1.075208866E+02     2.079389092E-03     3.723247692E+00     1.931326039E+01     3.706029770E+00     1.926066972E+01     1.894214769E-02     1.894214769E-02    -1.176637781E-03    -5.368597761E-04    -4.242290745E-01    -1.786000130E+00    -6.798793712E+00    -7.326647461E+00     1.889025830E-02     6.372941208E-02
 2.276028702E-02     4.877743716E+01     1.075251633E+02     1.075208323E+02     2.098380745E-03     3.723247692E+00     1.931326039E+01     3.705881978E+00     1.926021365E+01     1.907762332E-02     1.907762332E-02    -1.191609456E-03    -5.436839872E-04    -4.256818982E-01    -1.788514167E+00    -6.807267375E+00    -7.336495899E+00     1.904453934E-02     6.417588689E-02
 2.288859532E-02     4.866513338E+01     1.075251633E+02     1.075207776E+02     2.117543019E-03     3.723247692E+00     1.931326039E+01     3.705733169E+00     1.925975437E+01     1.921402242E-02     1.921402242E-02    -1.206768499E-03    -5.505935551E-04    -4.271390670E-01    -1.791026848E+00    -6.815730347E+00    -7.346336692E+00     1.919988972E-02     6.462532118E-02
 2.301762694E-02     4.855300293E+01     1.075251633E+02     1.075207224E+02     2.136877414E-03     3.723247692E+00     1.931326039E+01     3.705583335E+00     1.925929184E+01     1.935135079E-02     1.935135079E-02    -1.222117207E-03    -5.575895242E-04    -4.286005898E-01    -1.793538142E+00    -6.824182495E+00    -7.356169834E+00     1.935631968E-02     6.507772261E-02
 2.314738596E-02     4.844104557E+01     1.075251633E+02     1.075206667E+02     2.156385440E-03     3.723247692E+00     1.931326039E+01     3.705432474E+00     1.925882606E+01     1.948961425E-02     1.948961425E-02    -1.237657905E-03    -5.646729514E-04    -4.300664755E-01    -1.796048018E+00    -6.832623685E+00    -7.365995014E+00     1.951383355E-02     6.553311765E-02
 2.327787648E-02     4.832926105E+01     1.075251633E+02     1.075206105E+02     2.176068624E-03     3.723247692E+00     1.931326039E+01     3.705280575E+00     1.925835700E+01     1.962881864E-02     1.962881864E-02    -1.253392945E-03    -5.718449061E-04    -4.315367329E-01    -1.798556443E+00    -6.841053784E+00    -7.375812287E+00     1.967244003E-02     6.599151889E-02
 2.340910263E-02     4.821764915E+01     1.075251633E+02     1.075205538E+02     2.195928502E-03     3.723247692E+00     1.931326039E+01     3.705127633E+00     1.925788464E+01     1.976896986E-02     1.976896986E-02    -1.269324709E-03    -5.791064705E-04    -4.330113710E-01    -1.801063386E+00    -6.849472658E+00    -7.385621355E+00     1.983214632E-02     6.645294468E-02
 2.354106855E-02     4.810620968E+01     1.075251633E+02     1.075204965E+02     2.215966626E-03     3.723247692E+00     1.931326039E+01     3.704973641E+00     1.925740895E+01     1.991007381E-02     1.991007381E-02    -1.285455604E-03    -5.864587394E-04    -4.344903987E-01    -1.803568816E+00    -6.857880173E+00    -7.395422180E+00     1.999295799E-02     6.691741763E-02
 2.367377840E-02     4.799494243E+01     1.075251633E+02     1.075204388E+02     2.236184559E-03     3.723247692E+00     1.931326039E+01     3.704818594E+00     1.925692991E+01     2.005213644E-02     2.005213644E-02    -1.301788068E-03    -5.939028209E-04    -4.359738247E-01    -1.806072699E+00    -6.866276196E+00    -7.405214630E+00     2.015488481E-02     6.738494789E-02
 2.380723640E-02     4.788384715E+01     1.075251633E+02     1.075203805E+02     2.256583879E-03     3.723247692E+00     1.931326039E+01     3.704662483E+00     1.925644751E+01     2.019516373E-02     2.019516373E-02    -1.318324568E-03    -6.014398358E-04    -4.374616580E-01    -1.808575004E+00    -6.874660591E+00    -7.414998483E+00     2.031793112E-02     6.785556295E-02
 2.394144675E-02     4.777292362E+01     1.075251633E+02     1.075203217E+02     2.277166176E-03     3.723247692E+00     1.931326039E+01     3.704505301E+00     1.925596171E+01     2.033916168E-02     2.033916168E-02    -1.335067599E-03    -6.090709186E-04    -4.389539074E-01    -1.811075699E+00    -6.883033226E+00    -7.424773760E+00     2.048210725E-02     6.832927208E-02
 2.407641369E-02     4.766217158E+01     1.075251633E+02     1.075202623E+02     2.297933055E-03     3.723247692E+00     1.931326039E+01     3.704347044E+00     1.925547250E+01     2.048413635E-02     2.048413635E-02    -1.352019688E-03    -6.167972171E-04    -4.404505817E-01    -1.813574752E+00    -6.891393965E+00    -7.434540133E+00     2.064741811E-02     6.880610022E-02
 2.421214149E-02     4.755159082E+01     1.075251633E+02     1.075202025E+02     2.318886134E-03     3.723247692E+00     1.931326039E+01     3.704187703E+00     1.925497986E+01     2.063009380E-02     2.063009380E-02    -1.369183390E-03    -6.246198925E-04    -4.419516897E-01    -1.816072130E+00    -6.899742675E+00    -7.444297654E+00     2.081387230E-02     6.928606281E-02
 2.434863444E-02     4.744118109E+01     1.075251633E+02     1.075201420E+02     2.340027043E-03     3.723247692E+00     1.931326039E+01     3.704027270E+00     1.925448376E+01     2.077704014E-02     2.077704014E-02    -1.386561290E-03    -6.325401199E-04    -4.434572402E-01    -1.818567801E+00    -6.908079221E+00    -7.454046043E+00     2.098147760E-02     6.976917719E-02
 2.448589685E-02     4.733094216E+01     1.075251633E+02     1.075200811E+02     2.361357430E-03     3.723247692E+00     1.931326039E+01     3.703865741E+00     1.925398417E+01     2.092498150E-02     2.092498150E-02    -1.404156006E-03    -6.405590881E-04    -4.449672417E-01    -1.821061734E+00    -6.916403468E+00    -7.463785231E+00     2.115023970E-02     7.025546777E-02
 2.462393306E-02     4.722087379E+01     1.075251633E+02     1.075200195E+02     2.382878952E-03     3.723247692E+00     1.931326039E+01     3.703703107E+00     1.925348108E+01     2.107392407E-02     2.107392407E-02    -1.421970184E-03    -6.486780000E-04    -4.464817031E-01    -1.823553895E+00    -6.924715281E+00    -7.473515120E+00     2.132016892E-02     7.074494420E-02
 2.476274743E-02     4.711097576E+01     1.075251633E+02     1.075199574E+02     2.404593283E-03     3.723247692E+00     1.931326039E+01     3.703539362E+00     1.925297447E+01     2.122387403E-02     2.122387403E-02    -1.440006504E-03    -6.568980730E-04    -4.480006332E-01    -1.826044252E+00    -6.933014527E+00    -7.483235454E+00     2.149126990E-02     7.123763495E-02
 2.490234436E-02     4.700124783E+01     1.075251633E+02     1.075198948E+02     2.426502112E-03     3.723247692E+00     1.931326039E+01     3.703374498E+00     1.925246430E+01     2.137483763E-02     2.137483763E-02    -1.458267677E-03    -6.652205387E-04    -4.495240406E-01    -1.828532773E+00    -6.941301070E+00    -7.492946273E+00     2.166355270E-02     7.173355091E-02
 2.504272824E-02     4.689168977E+01     1.075251633E+02     1.075198316E+02     2.448607139E-03     3.723247692E+00     1.931326039E+01     3.703208509E+00     1.925195056E+01     2.152682114E-02     2.152682114E-02    -1.476756447E-03    -6.736466432E-04    -4.510519341E-01    -1.831019426E+00    -6.949574776E+00    -7.502647242E+00     2.183702349E-02     7.223271575E-02
 2.518390352E-02     4.678230137E+01     1.075251633E+02     1.075197678E+02     2.470910082E-03     3.723247692E+00     1.931326039E+01     3.703041387E+00     1.925143322E+01     2.167983085E-02     2.167983085E-02    -1.495475588E-03    -6.821776473E-04    -4.525843225E-01    -1.833504177E+00    -6.957835509E+00    -7.512338402E+00     2.201169015E-02     7.273514790E-02
 2.532587466E-02     4.667308246E+01     1.075251633E+02     1.075197034E+02     2.493412671E-03     3.723247692E+00     1.931326039E+01     3.702873124E+00     1.925091225E+01     2.183387311E-02     2.183387311E-02    -1.514427910E-03    -6.908148269E-04    -4.541212143E-01    -1.835986994E+00    -6.966083135E+00    -7.522019497E+00     2.218756150E-02     7.324086328E-02
 2.546864614E-02     4.656403281E+01     1.075251633E+02     1.075196385E+02     2.516116651E-03     3.723247692E+00     1.931326039E+01     3.702703715E+00     1.925038764E+01     2.198895428E-02     2.198895428E-02    -1.533616254E-03    -6.995594726E-04    -4.556626184E-01    -1.838467845E+00    -6.974317519E+00    -7.531690425E+00     2.236464344E-02     7.374988778E-02
 2.561222248E-02     4.645515219E+01     1.075251633E+02     1.075195730E+02     2.539023784E-03     3.723247692E+00     1.931326039E+01     3.702533152E+00     1.924985937E+01     2.214508077E-02     2.214508077E-02    -1.553043496E-03    -7.084128904E-04    -4.572085434E-01    -1.840946696E+00    -6.982538526E+00    -7.541351121E+00     2.254294625E-02     7.426223201E-02
 2.575660821E-02     4.634644038E+01     1.075251633E+02     1.075195068E+02     2.562135843E-03     3.723247692E+00     1.931326039E+01     3.702361427E+00     1.924932740E+01     2.230225901E-02     2.230225901E-02    -1.572712546E-03    -7.173764017E-04    -4.587589980E-01    -1.843423516E+00    -6.990746021E+00    -7.551001299E+00     2.272247527E-02     7.477792414E-02
 2.590180790E-02     4.623789714E+01     1.075251633E+02     1.075194401E+02     2.585454620E-03     3.723247692E+00     1.931326039E+01     3.702188532E+00     1.924879171E+01     2.246049546E-02     2.246049546E-02    -1.592626346E-03    -7.264513434E-04    -4.603139907E-01    -1.845898271E+00    -6.998939869E+00    -7.560641013E+00     2.290324045E-02     7.529697675E-02
 2.604782614E-02     4.612952226E+01     1.075251633E+02     1.075193728E+02     2.608981920E-03     3.723247692E+00     1.931326039E+01     3.702014462E+00     1.924825228E+01     2.261979664E-02     2.261979664E-02    -1.612787877E-03    -7.356390680E-04    -4.618735303E-01    -1.848370929E+00    -7.007119936E+00    -7.570269928E+00     2.308524889E-02     7.581941323E-02
 2.619466753E-02     4.602131551E+01     1.075251633E+02     1.075193048E+02     2.632719563E-03     3.723247692E+00     1.931326039E+01     3.701839208E+00     1.924770908E+01     2.278016908E-02     2.278016908E-02    -1.633200151E-03    -7.449409440E-04    -4.634376251E-01    -1.850841457E+00    -7.015286087E+00    -7.579888069E+00     2.326850813E-02     7.634525324E-02
 2.634233672E-02     4.591327665E+01     1.075251633E+02     1.075192363E+02     2.656669385E-03     3.723247692E+00     1.931326039E+01     3.701662762E+00     1.924716209E+01     2.294161935E-02     2.294161935E-02    -1.653866218E-03    -7.543583559E-04    -4.650062837E-01    -1.853309821E+00    -7.023438186E+00    -7.589495211E+00     2.345302776E-02     7.687451297E-02
 2.649083839E-02     4.580540548E+01     1.075251633E+02     1.075191671E+02     2.680833238E-03     3.723247692E+00     1.931326039E+01     3.701485118E+00     1.924661128E+01     2.310415406E-02     2.310415406E-02    -1.674789164E-03    -7.638927045E-04    -4.665795146E-01    -1.855775990E+00    -7.031576100E+00    -7.599091212E+00     2.363881373E-02     7.740721936E-02
 2.664017721E-02     4.569770176E+01     1.075251633E+02     1.075190973E+02     2.705212988E-03     3.723247692E+00     1.931326039E+01     3.701306268E+00     1.924605664E+01     2.326777984E-02     2.326777984E-02    -1.695972110E-03    -7.735454072E-04    -4.681573265E-01    -1.858239930E+00    -7.039699693E+00    -7.608676042E+00     2.382587681E-02     7.794338389E-02
 2.679035791E-02     4.559016527E+01     1.075251633E+02     1.075190269E+02     2.729810519E-03     3.723247692E+00     1.931326039E+01     3.701126204E+00     1.924549813E+01     2.343250338E-02     2.343250338E-02    -1.717418215E-03    -7.833178981E-04    -4.697397278E-01    -1.860701608E+00    -7.047808830E+00    -7.618249389E+00     2.401422277E-02     7.848303398E-02
 2.694138523E-02     4.548279580E+01     1.075251633E+02     1.075189558E+02     2.754627728E-03     3.723247692E+00     1.931326039E+01     3.700944917E+00     1.924493572E+01     2.359833138E-02     2.359833138E-02    -1.739130676E-03    -7.932116278E-04    -4.713267272E-01    -1.863160992E+00    -7.055903377E+00    -7.627811316E+00     2.420386140E-02     7.902618481E-02
 2.709326396E-02     4.537559315E+01     1.075251633E+02     1.075188841E+02     2.779666532E-03     3.723247692E+00     1.931326039E+01     3.700762403E+00     1.924436940E+01     2.376527058E-02     2.376527058E-02    -1.761112725E-03    -8.032280642E-04    -4.729183330E-01    -1.865618048E+00    -7.063983199E+00    -7.637361495E+00     2.439480067E-02     7.957285871E-02
 2.724599888E-02     4.526855715E+01     1.075251633E+02     1.075188118E+02     2.804928860E-03     3.723247692E+00     1.931326039E+01     3.700578652E+00     1.924379913E+01     2.393332776E-02     2.393332776E-02    -1.783367636E-03    -8.133686924E-04    -4.745145538E-01    -1.868072744E+00    -7.072048163E+00    -7.646899928E+00     2.458704815E-02     8.012307735E-02
 2.739959482E-02     4.516168757E+01     1.075251633E+02     1.075187388E+02     2.830416659E-03     3.723247692E+00     1.931326039E+01     3.700393655E+00     1.924322490E+01     2.410250974E-02     2.410250974E-02    -1.805898717E-03    -8.236350148E-04    -4.761153980E-01    -1.870525046E+00    -7.080098132E+00    -7.656426427E+00     2.478061390E-02     8.067685699E-02
 2.755405664E-02     4.505498421E+01     1.075251633E+02     1.075186651E+02     2.856131893E-03     3.723247692E+00     1.931326039E+01     3.700207407E+00     1.924264667E+01     2.427282337E-02     2.427282337E-02    -1.828709320E-03    -8.340285513E-04    -4.777208742E-01    -1.872974921E+00    -7.088132974E+00    -7.665940809E+00     2.497550416E-02     8.123422448E-02
 2.770938923E-02     4.494844684E+01     1.075251633E+02     1.075185908E+02     2.882076542E-03     3.723247692E+00     1.931326039E+01     3.700019899E+00     1.924206442E+01     2.444427553E-02     2.444427553E-02    -1.851802831E-03    -8.445508399E-04    -4.793309906E-01    -1.875422337E+00    -7.096152553E+00    -7.675443075E+00     2.517172971E-02     8.179519351E-02
 2.786559748E-02     4.484207524E+01     1.075251633E+02     1.075185158E+02     2.908252603E-03     3.723247692E+00     1.931326039E+01     3.699831122E+00     1.924147813E+01     2.461687314E-02     2.461687314E-02    -1.875182680E-03    -8.552034363E-04    -4.809457559E-01    -1.877867261E+00    -7.104156736E+00    -7.684932895E+00     2.536929721E-02     8.235979074E-02
 2.802268633E-02     4.473586920E+01     1.075251633E+02     1.075184401E+02     2.934662088E-03     3.723247692E+00     1.931326039E+01     3.699641069E+00     1.924088775E+01     2.479062316E-02     2.479062316E-02    -1.898852336E-03    -8.659879145E-04    -4.825651782E-01    -1.880309658E+00    -7.112145389E+00    -7.694410335E+00     2.556821634E-02     8.292803336E-02
 2.818066076E-02     4.462982849E+01     1.075251633E+02     1.075183637E+02     2.961307029E-03     3.723247692E+00     1.931326039E+01     3.699449733E+00     1.924029329E+01     2.496553258E-02     2.496553258E-02    -1.922815307E-03    -8.769058666E-04    -4.841892658E-01    -1.882749497E+00    -7.120118377E+00    -7.703875078E+00     2.576849584E-02     8.349994248E-02
 2.833952574E-02     4.452395292E+01     1.075251633E+02     1.075182867E+02     2.988189472E-03     3.723247692E+00     1.931326039E+01     3.699257105E+00     1.923969470E+01     2.514160842E-02     2.514160842E-02    -1.947075145E-03    -8.879589038E-04    -4.858180269E-01    -1.885186744E+00    -7.128075566E+00    -7.713327099E+00     2.597014317E-02     8.407554262E-02
 2.849928631E-02     4.441824225E+01     1.075251633E+02     1.075182089E+02     3.015311482E-03     3.723247692E+00     1.931326039E+01     3.699063176E+00     1.923909195E+01     2.531885775E-02     2.531885775E-02    -1.971635442E-03    -8.991486558E-04    -4.874514701E-01    -1.887621367E+00    -7.136016824E+00    -7.722766253E+00     2.617316878E-02     8.465484959E-02
 2.865994751E-02     4.431269628E+01     1.075251633E+02     1.075181305E+02     3.042675140E-03     3.723247692E+00     1.931326039E+01     3.698867940E+00     1.923848502E+01     2.549728768E-02     2.549728768E-02    -1.996499833E-03    -9.104767714E-04    -4.890896034E-01    -1.890053331E+00    -7.143942016E+00    -7.732192314E+00     2.637757963E-02     8.523789039E-02
 2.882151441E-02     4.420731480E+01     1.075251633E+02     1.075180513E+02     3.070282547E-03     3.723247692E+00     1.931326039E+01     3.698671389E+00     1.923787389E+01     2.567690532E-02     2.567690532E-02    -2.021671994E-03    -9.219449188E-04    -4.907324353E-01    -1.892482604E+00    -7.151851009E+00    -7.741605311E+00     2.658338648E-02     8.582468084E-02
 2.898399213E-02     4.410209760E+01     1.075251633E+02     1.075179715E+02     3.098135819E-03     3.723247692E+00     1.931326039E+01     3.698473511E+00     1.923725852E+01     2.585771787E-02     2.585771787E-02    -2.047155647E-03    -9.335547856E-04    -4.923799740E-01    -1.894909152E+00    -7.159743668E+00    -7.751004901E+00     2.679059662E-02     8.641524653E-02
 2.914738580E-02     4.399704451E+01     1.075251633E+02     1.075178909E+02     3.126237090E-03     3.723247692E+00     1.931326039E+01     3.698274302E+00     1.923663889E+01     2.603973252E-02     2.603973252E-02    -2.072954556E-03    -9.453080790E-04    -4.940322278E-01    -1.897332943E+00    -7.167619863E+00    -7.760391146E+00     2.699921960E-02     8.700960718E-02
 2.931170058E-02     4.389215536E+01     1.075251633E+02     1.075178096E+02     3.154588513E-03     3.723247692E+00     1.931326039E+01     3.698073752E+00     1.923601498E+01     2.622295653E-02     2.622295653E-02    -2.099072528E-03    -9.572065260E-04    -4.956892048E-01    -1.899753944E+00    -7.175479458E+00    -7.769763751E+00     2.720926492E-02     8.760778347E-02
 2.947694166E-02     4.378742992E+01     1.075251633E+02     1.075177275E+02     3.183192259E-03     3.723247692E+00     1.931326039E+01     3.697871854E+00     1.923538674E+01     2.640739717E-02     2.640739717E-02    -2.125513416E-03    -9.692518740E-04    -4.973509133E-01    -1.902172121E+00    -7.183322320E+00    -7.779122657E+00     2.742074021E-02     8.820980055E-02
 2.964311427E-02     4.368286799E+01     1.075251633E+02     1.075176447E+02     3.212050517E-03     3.723247692E+00     1.931326039E+01     3.697668596E+00     1.923475416E+01     2.659306177E-02     2.659306177E-02    -2.152281118E-03    -9.814458906E-04    -4.990173614E-01    -1.904587441E+00    -7.191148318E+00    -7.788467761E+00     2.763365647E-02     8.881567516E-02
 2.981022365E-02     4.357846936E+01     1.075251633E+02     1.075175612E+02     3.241165493E-03     3.723247692E+00     1.931326039E+01     3.697463974E+00     1.923411721E+01     2.677995769E-02     2.677995769E-02    -2.179379577E-03    -9.937903638E-04    -5.006885573E-01    -1.906999871E+00    -7.198957319E+00    -7.797798799E+00     2.784802083E-02     8.942543500E-02
 2.997827510E-02     4.347423383E+01     1.075251633E+02     1.075174769E+02     3.270539413E-03     3.723247692E+00     1.931326039E+01     3.697257978E+00     1.923347586E+01     2.696809231E-02     2.696809231E-02    -2.206812783E-03    -1.006287103E-03    -5.023645092E-01    -1.909409378E+00    -7.206749189E+00    -7.807115823E+00     2.806384428E-02     9.003909701E-02
 3.014727391E-02     4.337016118E+01     1.075251633E+02     1.075173919E+02     3.300174521E-03     3.723247692E+00     1.931326039E+01     3.697050598E+00     1.923283007E+01     2.715747307E-02     2.715747307E-02    -2.234584772E-03    -1.018937937E-03    -5.040452250E-01    -1.911815928E+00    -7.214523796E+00    -7.816418482E+00     2.828113479E-02     9.065668644E-02
 3.031722544E-02     4.326625121E+01     1.075251633E+02     1.075173061E+02     3.330073080E-03     3.723247692E+00     1.931326039E+01     3.696841827E+00     1.923217983E+01     2.734810744E-02     2.734810744E-02    -2.262699626E-03    -1.031744718E-03    -5.057307126E-01    -1.914219489E+00    -7.222281009E+00    -7.825706832E+00     2.849990205E-02     9.127822480E-02
 3.048813504E-02     4.316250372E+01     1.075251633E+02     1.075172195E+02     3.360237372E-03     3.723247692E+00     1.931326039E+01     3.696631657E+00     1.923152510E+01     2.754000293E-02     2.754000293E-02    -2.291161475E-03    -1.044709319E-03    -5.074209802E-01    -1.916620027E+00    -7.230020694E+00    -7.834980601E+00     2.872015593E-02     9.190373246E-02
 3.066000813E-02     4.305891851E+01     1.075251633E+02     1.075171321E+02     3.390669697E-03     3.723247692E+00     1.931326039E+01     3.696420078E+00     1.923086586E+01     2.773316708E-02     2.773316708E-02    -2.319974500E-03    -1.057833633E-03    -5.091160356E-01    -1.919017509E+00    -7.237742720E+00    -7.844239696E+00     2.894190451E-02     9.253323620E-02
 3.083285013E-02     4.295549536E+01     1.075251633E+02     1.075170440E+02     3.421372376E-03     3.723247692E+00     1.931326039E+01     3.696207081E+00     1.923020207E+01     2.792760748E-02     2.792760748E-02    -2.349142928E-03    -1.071119578E-03    -5.108158871E-01    -1.921411902E+00    -7.245446954E+00    -7.853484052E+00     2.916515893E-02     9.316675337E-02
 3.100666650E-02     4.285223407E+01     1.075251633E+02     1.075169551E+02     3.452347748E-03     3.723247692E+00     1.931326039E+01     3.695992660E+00     1.922953371E+01     2.812333175E-02     2.812333175E-02    -2.378671036E-03    -1.084569091E-03    -5.125205425E-01    -1.923803173E+00    -7.253133266E+00    -7.862713374E+00     2.938992704E-02     9.380431141E-02
 3.118146274E-02     4.274913447E+01     1.075251633E+02     1.075168653E+02     3.483598171E-03     3.723247692E+00     1.931326039E+01     3.695776804E+00     1.922886075E+01     2.832034754E-02     2.832034754E-02    -2.408563151E-03    -1.098184135E-03    -5.142300098E-01    -1.926191288E+00    -7.260801524E+00    -7.871927729E+00     2.961621970E-02     9.444592913E-02
 3.135724438E-02     4.264619640E+01     1.075251633E+02     1.075167748E+02     3.515126024E-03     3.723247692E+00     1.931326039E+01     3.695559503E+00     1.922818315E+01     2.851866256E-02     2.851866256E-02    -2.438823650E-03    -1.111966694E-03    -5.159442969E-01    -1.928576215E+00    -7.268451595E+00    -7.881126768E+00     2.984404587E-02     9.509163125E-02
 3.153401696E-02     4.254341967E+01     1.075251633E+02     1.075166834E+02     3.546933706E-03     3.723247692E+00     1.931326039E+01     3.695340750E+00     1.922750088E+01     2.871828454E-02     2.871828454E-02    -2.469456961E-03    -1.125918773E-03    -5.176634118E-01    -1.930957919E+00    -7.276083349E+00    -7.890310528E+00     3.007341499E-02     9.574144148E-02
 3.171178608E-02     4.244080408E+01     1.075251633E+02     1.075165912E+02     3.579023635E-03     3.723247692E+00     1.931326039E+01     3.695120538E+00     1.922681393E+01     2.891922126E-02     2.891922126E-02    -2.500467565E-03    -1.140042404E-03    -5.193873623E-01    -1.933336368E+00    -7.283696654E+00    -7.899478773E+00     3.030433762E-02     9.639538021E-02
 3.189055734E-02     4.233834943E+01     1.075251633E+02     1.075164982E+02     3.611398249E-03     3.723247692E+00     1.931326039E+01     3.694898854E+00     1.922612226E+01     2.912148054E-02     2.912148054E-02    -2.531859993E-03    -1.154339639E-03    -5.211161562E-01    -1.935711529E+00    -7.291291380E+00    -7.908631370E+00     3.053682224E-02     9.705347465E-02
 3.207033641E-02     4.223605552E+01     1.075251633E+02     1.075164044E+02     3.644060007E-03     3.723247692E+00     1.931326039E+01     3.694675690E+00     1.922542583E+01     2.932507022E-02     2.932507022E-02    -2.563638830E-03    -1.168812557E-03    -5.228498015E-01    -1.938083368E+00    -7.298867395E+00    -7.917768288E+00     3.077088018E-02     9.771574299E-02
 3.225112896E-02     4.213392215E+01     1.075251633E+02     1.075163097E+02     3.677011388E-03     3.723247692E+00     1.931326039E+01     3.694451040E+00     1.922472462E+01     2.952999821E-02     2.952999821E-02    -2.595808713E-03    -1.183463259E-03    -5.245883058E-01    -1.940451852E+00    -7.306424569E+00    -7.926889208E+00     3.100651987E-02     9.838221336E-02
 3.243294071E-02     4.203194914E+01     1.075251633E+02     1.075162142E+02     3.710254892E-03     3.723247692E+00     1.931326039E+01     3.694224893E+00     1.922401860E+01     2.973627242E-02     2.973627242E-02    -2.628374334E-03    -1.198293869E-03    -5.263316768E-01    -1.942816948E+00    -7.313962770E+00    -7.935994206E+00     3.124375231E-02     9.905290575E-02
