# Matter power spectrum P(k) at redshift z=0
# for k=1.01776e-05 to 10.8586 h/Mpc,
# number of wavenumbers equal to 728
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       3.077370514954e-02       2.030113462652e+04 
       3.091718569320e-02       2.022020456888e+04 
       3.106109601043e-02       2.013893406205e+04 
       3.120544723876e-02       2.005800580693e+04 
       3.135025086488e-02       1.997679815132e+04 
       3.149551873830e-02       1.989565599996e+04 
       3.164126308575e-02       1.981446539029e+04 
       3.178749652624e-02       1.973335537575e+04 
       3.193423208691e-02       1.965204858587e+04 
       3.208148321967e-02       1.957078900569e+04 
       3.222926381867e-02       1.948967564702e+04 
       3.237758823870e-02       1.940853436508e+04 
       3.252647131456e-02       1.932739436979e+04 
       3.267592838139e-02       1.924626072975e+04 
       3.282597529617e-02       1.916503917230e+04 
       3.297662846032e-02       1.908387072922e+04 
       3.312790484351e-02       1.900279839902e+04 
       3.327982200886e-02       1.892171925781e+04 
       3.343239813946e-02       1.884063697440e+04 
       3.358565206645e-02       1.875963073566e+04 
       3.373960329860e-02       1.867863090824e+04 
       3.389427205373e-02       1.859771741803e+04 
       3.404967929183e-02       1.851687360999e+04 
       3.420584675016e-02       1.843598002854e+04 
       3.436279698052e-02       1.835513383994e+04 
       3.452055338865e-02       1.827434562762e+04 
       3.467914027608e-02       1.819365120364e+04 
       3.483858288458e-02       1.811299936917e+04 
       3.499890744337e-02       1.803244035038e+04 
       3.516014121926e-02       1.795175101329e+04 
       3.532231257010e-02       1.787130790378e+04 
       3.548545100158e-02       1.779085453249e+04 
       3.564958722785e-02       1.771053338619e+04 
       3.581475323610e-02       1.763017397099e+04 
       3.598098235552e-02       1.754988706342e+04 
       3.614830933092e-02       1.746962309736e+04 
       3.631677040150e-02       1.738945042486e+04 
       3.648640338511e-02       1.730932427119e+04 
       3.665724776843e-02       1.722925147293e+04 
       3.682934480372e-02       1.714926015114e+04 
       3.700273761257e-02       1.706922117403e+04 
       3.717747129741e-02       1.698935792194e+04 
       3.735359306125e-02       1.690947778336e+04 
       3.753115233669e-02       1.682966746057e+04 
       3.771020092475e-02       1.674984889455e+04 
       3.789079314475e-02       1.667005993579e+04 
       3.807298599596e-02       1.659036638639e+04 
       3.825683933246e-02       1.651066836816e+04 
       3.844241605221e-02       1.643103808659e+04 
       3.862978230205e-02       1.635141866653e+04 
       3.881900769994e-02       1.627179668235e+04 
       3.901016557640e-02       1.619223974905e+04 
       3.920333323705e-02       1.611265576591e+04 
       3.939859224859e-02       1.603306674653e+04 
       3.959602875058e-02       1.595351186797e+04 
       3.979573379598e-02       1.587404822824e+04 
       3.999780372362e-02       1.579425857925e+04 
       4.020234056615e-02       1.571469033518e+04 
       4.040945249762e-02       1.563504075808e+04 
       4.061925432541e-02       1.555529171693e+04 
       4.083186803157e-02       1.547560960220e+04 
       4.104742336992e-02       1.539579141443e+04 
       4.126605852553e-02       1.531595434561e+04 
       4.148792084466e-02       1.523600315668e+04 
       4.171316764413e-02       1.515595654796e+04 
       4.194196711067e-02       1.507579890630e+04 
       4.217449930223e-02       1.499549337811e+04 
       4.241095726528e-02       1.491511568231e+04 
       4.265154828431e-02       1.483449596197e+04 
       4.289649528238e-02       1.475379487182e+04 
       4.314603839480e-02       1.467292021923e+04 
       4.340043674179e-02       1.459183259477e+04 
       4.365997043041e-02       1.451044637956e+04 
       4.392494282161e-02       1.442898032945e+04 
       4.419568310462e-02       1.434710170855e+04 
       4.447254922910e-02       1.426490534295e+04 
       4.475593125466e-02       1.418254511412e+04 
       4.504625518961e-02       1.409961845883e+04 
       4.534398740464e-02       1.401639449691e+04 
       4.564963972515e-02       1.393270708306e+04 
       4.596377532751e-02       1.384878303674e+04 
       4.628701559154e-02       1.376400766950e+04 
       4.662004809513e-02       1.367903983084e+04 
       4.696363597875e-02       1.359318239471e+04 
       4.731862896028e-02       1.350661123742e+04 
       4.768597634693e-02       1.341952002341e+04 
       4.806674247450e-02       1.333170750041e+04 
       4.846212511102e-02       1.324273206032e+04 
       4.887347749634e-02       1.315291539811e+04 
       4.930233486194e-02       1.306144176318e+04 
       4.975044649438e-02       1.296956541378e+04 
       5.021981468560e-02       1.287587000748e+04 
       5.071274226732e-02       1.278076161358e+04 
       5.123189087248e-02       1.268385896721e+04 
       5.178035261792e-02       1.258470140991e+04 
       5.236173856606e-02       1.248379948072e+04 
       5.298028808294e-02       1.238003859898e+04 
       5.364100399446e-02       1.227325622178e+04 
       5.434981906601e-02       1.216283377681e+04 
       5.511379937008e-02       1.204802325947e+04 
       5.594138867535e-02       1.192781364527e+04 
       5.684269333237e-02       1.180142356748e+04 
       5.782979594177e-02       1.166713011449e+04 
       5.891706257277e-02       1.152285869573e+04 
       6.012136336845e-02       1.136607912505e+04 
       6.146204886189e-02       1.119272751180e+04 
       6.296040950467e-02       1.099812993455e+04 
       6.463822202813e-02       1.077591658423e+04 
       6.651496792028e-02       1.051919130695e+04 
       6.860364212746e-02       1.022022706264e+04 
       7.090600236422e-02       9.871897601071e+03 
       7.340937265208e-02       9.472412578024e+03 
       7.608742270290e-02       9.024731389556e+03 
       7.890542130116e-02       8.539806798777e+03 
       8.182746655744e-02       8.034836050613e+03 
       8.482221341874e-02       7.529643913163e+03 
       8.786542304156e-02       7.043534696191e+03 
       9.093988064832e-02       6.593269250555e+03 
       9.403404278283e-02       6.190184327557e+03 
       9.714045393176e-02       5.841056700980e+03 
       1.002544123965e-01       5.547268035169e+03 
       1.033729969642e-01       5.305380184442e+03 
       1.064944091988e-01       5.109522066513e+03 
       1.096175480134e-01       4.950880088960e+03 
       1.127417414644e-01       4.819340621036e+03 
       1.158665802319e-01       4.704487493169e+03 
       1.189918151785e-01       4.596400554311e+03 
       1.221172946752e-01       4.486203456858e+03 
       1.252429263844e-01       4.367475660081e+03 
       1.283686540032e-01       4.236366952635e+03 
       1.314944431259e-01       4.091276693811e+03 
       1.346202726565e-01       3.933490936562e+03 
       1.377461295940e-01       3.766322182173e+03 
       1.408720058654e-01       3.594360369658e+03 
       1.439978964030e-01       3.423009377286e+03 
       1.471237979760e-01       3.257447035403e+03 
       1.502497084804e-01       3.102036266430e+03 
       1.533756265073e-01       2.960385756618e+03 
       1.565015510793e-01       2.834891309839e+03 
       1.596274814905e-01       2.726119369486e+03 
       1.627534172078e-01       2.633764344898e+03 
       1.658793578107e-01       2.556291046100e+03 
       1.690053029541e-01       2.491416431516e+03 
       1.721312523448e-01       2.436080249554e+03 
       1.752572057270e-01       2.387180373699e+03 
       1.783831628730e-01       2.341883213279e+03 
       1.815091235768e-01       2.297487297773e+03 
       1.846350876502e-01       2.251190507166e+03 
       1.877610549200e-01       2.201217586077e+03 
       1.908870252256e-01       2.146583156240e+03 
       1.940129984178e-01       2.087264882993e+03 
       1.971389743573e-01       2.023919582126e+03 
       2.002649529141e-01       1.957896281232e+03 
       2.033909339662e-01       1.890822503556e+03 
       2.065169173992e-01       1.824442900657e+03 
       2.096429031059e-01       1.760254209371e+03 
       2.127688909852e-01       1.699491065705e+03 
       2.158948809419e-01       1.643275167408e+03 
       2.190208728865e-01       1.592099385635e+03 
       2.221468667345e-01       1.546201649331e+03 
       2.252728624060e-01       1.505543677065e+03 
       2.283988598258e-01       1.469710766660e+03 
       2.315248589224e-01       1.438043396530e+03 
       2.346508596284e-01       1.409677649264e+03 
       2.377768618800e-01       1.383609793695e+03 
       2.409028656166e-01       1.358805646689e+03 
       2.440288707807e-01       1.334408013292e+03 
       2.471548773179e-01       1.309587323683e+03 
       2.502808851764e-01       1.283954010469e+03 
       2.534068943069e-01       1.257122189514e+03 
       2.565329046628e-01       1.229134673139e+03 
       2.596589161994e-01       1.200134643102e+03 
       2.627849288744e-01       1.170294742713e+03 
       2.659109426475e-01       1.140146006152e+03 
       2.690369574800e-01       1.110170798103e+03 
       2.721629733354e-01       1.080791937448e+03 
       2.752889901785e-01       1.052593328634e+03 
       2.784150079759e-01       1.025902370205e+03 
       2.815410266957e-01       1.001006997440e+03 
       2.846670463073e-01       9.779989434240e+02 
       2.877930667814e-01       9.568361753534e+02 
       2.909190880901e-01       9.373883718522e+02 
       2.940451102068e-01       9.194149923461e+02 
       2.971711331056e-01       9.026596509348e+02 
       3.002971567621e-01       8.868271360527e+02 
       3.034231811528e-01       8.716428269749e+02 
       3.065492062550e-01       8.568034454283e+02 
       3.096752320471e-01       8.420883375280e+02 
       3.128012585084e-01       8.273256525371e+02 
       3.159272856188e-01       8.123051837952e+02 
       3.190533133592e-01       7.970562933597e+02 
       3.221793417112e-01       7.815857402265e+02 
       3.253053706570e-01       7.659872929317e+02 
       3.284314001797e-01       7.504173215854e+02 
       3.315574302627e-01       7.349499608910e+02 
       3.346834608904e-01       7.198136242426e+02 
       3.378094920476e-01       7.050682110018e+02 
       3.409355237195e-01       6.908680846351e+02 
       3.440615558922e-01       6.772526967701e+02 
       3.471875885521e-01       6.643044304134e+02 
       3.503136216860e-01       6.520345157829e+02 
       3.534396552813e-01       6.404445802891e+02 
       3.565656893258e-01       6.294509581716e+02 
       3.596917238078e-01       6.189701979554e+02 
       3.628177587159e-01       6.089276468929e+02 
       3.659437940391e-01       5.992026417982e+02 
       3.690698297668e-01       5.897002667908e+02 
       3.721958658889e-01       5.803435849066e+02 
       3.753219023954e-01       5.710987288217e+02 
       3.784479392767e-01       5.618839509804e+02 
       3.815739765236e-01       5.527276017356e+02 
       3.847000141272e-01       5.436097892585e+02 
       3.878260520788e-01       5.345342752462e+02 
       3.909520903699e-01       5.255393612421e+02 
       3.940781289926e-01       5.166321679281e+02 
       3.972041679389e-01       5.078525921097e+02 
       4.003302072013e-01       4.992709274051e+02 
       4.034562467723e-01       4.909112895772e+02 
       4.065822866448e-01       4.828015020645e+02 
       4.097083268118e-01       4.749531205764e+02 
       4.128343672668e-01       4.673644665792e+02 
       4.159604080031e-01       4.600244271558e+02 
       4.190864490144e-01       4.529243626001e+02 
       4.222124902946e-01       4.460591768259e+02 
       4.253385318378e-01       4.394039141383e+02 
       4.284645736381e-01       4.329413951231e+02 
       4.315906156900e-01       4.266457194769e+02 
       4.347166579880e-01       4.204898041832e+02 
       4.378427005269e-01       4.144447038954e+02 
       4.409687433014e-01       4.084846378357e+02 
       4.440947863066e-01       4.025987192483e+02 
       4.472208295377e-01       3.967771691189e+02 
       4.503468729899e-01       3.910207792438e+02 
       4.534729166586e-01       3.853355582678e+02 
       4.565989605393e-01       3.797364581033e+02 
       4.597250046278e-01       3.742047874561e+02 
       4.628510489198e-01       3.687653516441e+02 
       4.659770934112e-01       3.634245093800e+02 
       4.691031380980e-01       3.581893897844e+02 
       4.722291829763e-01       3.530770607754e+02 
       4.753552280423e-01       3.480812846272e+02 
       4.784812732924e-01       3.432261707675e+02 
       4.816073187228e-01       3.384997045059e+02 
       4.847333643302e-01       3.338988186628e+02 
       4.878594101111e-01       3.294088527122e+02 
       4.909854560621e-01       3.250257161443e+02 
       4.941115021801e-01       3.207253677208e+02 
       4.972375484619e-01       3.165111731636e+02 
       5.003635949045e-01       3.123737703028e+02 
       5.034896415047e-01       3.083071351359e+02 
       5.066156882597e-01       3.043051651029e+02 
       5.097417351666e-01       3.003604113398e+02 
       5.128677822226e-01       2.964691488294e+02 
       5.159938294251e-01       2.926282516499e+02 
       5.191198767713e-01       2.888384340328e+02 
       5.222459242587e-01       2.851050981154e+02 
       5.253719718848e-01       2.814333115843e+02 
       5.284980196470e-01       2.778277370847e+02 
       5.316240675430e-01       2.742906808057e+02 
       5.347501155704e-01       2.708219928341e+02 
       5.378761637270e-01       2.674263746233e+02 
       5.410022120104e-01       2.640823648420e+02 
       5.441282604185e-01       2.608012803786e+02 
       5.472543089491e-01       2.575876323086e+02 
       5.503803576002e-01       2.544428434505e+02 
       5.535064063696e-01       2.513571111150e+02 
       5.566324552555e-01       2.483208906409e+02 
       5.597585042558e-01       2.453478116964e+02 
       5.628845533686e-01       2.424243487923e+02 
       5.660106025921e-01       2.395465153752e+02 
       5.691366519245e-01       2.367118668248e+02 
       5.722627013639e-01       2.339201433947e+02 
       5.753887509085e-01       2.311716681817e+02 
       5.785148005568e-01       2.284666238171e+02 
       5.816408503069e-01       2.258037319507e+02 
       5.847669001574e-01       2.231807314128e+02 
       5.878929501065e-01       2.205956150095e+02 
       5.910190001527e-01       2.180474196991e+02 
       5.941450502944e-01       2.155366690731e+02 
       5.972711005302e-01       2.130652040790e+02 
       6.003971508586e-01       2.106353534703e+02 
       6.035232012781e-01       2.082478023613e+02 
       6.066492517874e-01       2.059020009030e+02 
       6.097753023850e-01       2.035961752822e+02 
       6.129013530696e-01       2.013278135423e+02 
       6.160274038398e-01       1.990949930866e+02 
       6.191534546944e-01       1.968966336230e+02 
       6.222795056321e-01       1.947332263003e+02 
       6.254055566517e-01       1.926049107795e+02 
       6.285316077518e-01       1.905111181630e+02 
       6.316576589314e-01       1.884504840506e+02 
       6.347837101892e-01       1.864205324556e+02 
       6.379097615240e-01       1.844189093958e+02 
       6.410358129349e-01       1.824443720219e+02 
       6.441618644205e-01       1.804964726189e+02 
       6.472879159800e-01       1.785760587736e+02 
       6.504139676121e-01       1.766842946861e+02 
       6.535400193159e-01       1.748214110634e+02 
       6.566660710903e-01       1.729865294806e+02 
       6.597921229343e-01       1.711785759294e+02 
       6.629181748469e-01       1.693958811520e+02 
       6.660442268272e-01       1.676375791604e+02 
       6.691702788742e-01       1.659038645429e+02 
       6.722963309870e-01       1.641955945766e+02 
       6.754223831646e-01       1.625135044465e+02 
       6.785484354062e-01       1.608575224585e+02 
       6.816744877109e-01       1.592267997957e+02 
       6.848005400778e-01       1.576197594603e+02 
       6.879265925060e-01       1.560345739264e+02 
       6.910526449948e-01       1.544706480290e+02 
       6.941786975433e-01       1.529276019477e+02 
       6.973047501507e-01       1.514059379748e+02 
       7.004308028162e-01       1.499061425295e+02 
       7.035568555390e-01       1.484280588640e+02 
       7.066829083185e-01       1.469708190773e+02 
       7.098089611537e-01       1.455333155313e+02 
       7.129350140440e-01       1.441141596632e+02 
       7.160610669888e-01       1.427127328305e+02 
       7.191871199871e-01       1.413292371635e+02 
       7.223131730384e-01       1.399642513304e+02 
       7.254392261420e-01       1.386184503092e+02 
       7.285652792972e-01       1.372919671735e+02 
       7.316913325034e-01       1.359839502348e+02 
       7.348173857598e-01       1.346934441184e+02 
       7.379434390658e-01       1.334193196796e+02 
       7.410694924209e-01       1.321609515830e+02 
       7.441955458244e-01       1.309185391551e+02 
       7.473215992756e-01       1.296926057889e+02 
       7.504476527741e-01       1.284834421993e+02 
       7.535737063191e-01       1.272911131207e+02 
       7.566997599102e-01       1.261149433972e+02 
       7.598258135467e-01       1.249537611611e+02 
       7.629518672281e-01       1.238066567541e+02 
       7.660779209538e-01       1.226732440198e+02 
       7.692039747234e-01       1.215535804038e+02 
       7.723300285362e-01       1.204483827706e+02 
       7.754560823917e-01       1.193576591849e+02 
       7.785821362895e-01       1.182809986477e+02 
       7.817081902290e-01       1.172193086530e+02 
       7.848342442097e-01       1.161702421670e+02 
       7.879602982312e-01       1.151334277787e+02 
       7.910863522928e-01       1.141085866611e+02 
       7.942124063943e-01       1.130960141952e+02 
       7.973384605351e-01       1.120954942265e+02 
       8.004645147147e-01       1.111085244925e+02 
       8.035905689326e-01       1.101344791475e+02 
       8.067166231885e-01       1.091728051362e+02 
       8.098426774820e-01       1.082223641959e+02 
       8.129687318124e-01       1.072832838248e+02 
       8.160947861795e-01       1.063546966240e+02 
       8.192208405829e-01       1.054367935505e+02 
