# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 4000, i.e. number of multipoles equal to 3999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
 3405       1.418621519275e-12       4.588599594983e-14      -6.411332348797e-14       1.401454463010e-15       4.317536348648e-17       4.922972164838e-18       2.798052580489e-19 
 3406       1.414889890098e-12       4.580874836610e-14      -6.383614683381e-14       1.399938776293e-15       4.311314383874e-17       4.904124235343e-18       2.755898792674e-19 
 3407       1.411163990551e-12       4.573239642407e-14      -6.356242993682e-14       1.398424621998e-15       4.305102233335e-17       4.885056141651e-18       2.711756963888e-19 
 3408       1.407443988035e-12       4.565692214664e-14      -6.329218267122e-14       1.396912018850e-15       4.298899880413e-17       4.865786701345e-18       2.665938659427e-19 
 3409       1.403730050316e-12       4.558230751150e-14      -6.302541492293e-14       1.395400985611e-15       4.292707308400e-17       4.846334776809e-18       2.618756182020e-19 
 3410       1.400022345526e-12       4.550853445110e-14      -6.276213658961e-14       1.393891541074e-15       4.286524500500e-17       4.826719275269e-18       2.570522572372e-19 
 3411       1.396321042163e-12       4.543558485263e-14      -6.250235758066e-14       1.392383704068e-15       4.280351439829e-17       4.806959148821e-18       2.521551609705e-19 
 3412       1.392626309088e-12       4.536344055795e-14      -6.224608781722e-14       1.390877493458e-15       4.274188109413e-17       4.787073394463e-18       2.472157812301e-19 
 3413       1.388938315532e-12       4.529208336360e-14      -6.199333723215e-14       1.389372928139e-15       4.268034492190e-17       4.767081054134e-18       2.422656438045e-19 
 3414       1.385257231088e-12       4.522149502074e-14      -6.174411577009e-14       1.387870027045e-15       4.261890571010e-17       4.747001214741e-18       2.373363484963e-19 
 3415       1.381583225719e-12       4.515165723511e-14      -6.149843338742e-14       1.386368809142e-15       4.255756328632e-17       4.726853008194e-18       2.324595691772e-19 
 3416       1.377916469751e-12       4.508255166702e-14      -6.125630005229e-14       1.384869293431e-15       4.249631747729e-17       4.706655611440e-18       2.276670538416e-19 
 3417       1.374257133880e-12       4.501415993130e-14      -6.101772574461e-14       1.383371498947e-15       4.243516810883e-17       4.686428246495e-18       2.229906246609e-19 
 3418       1.370605389168e-12       4.494646359727e-14      -6.078272045606e-14       1.381875444759e-15       4.237411500586e-17       4.666190180479e-18       2.184621780379e-19 
 3419       1.366961407044e-12       4.487944418871e-14      -6.055129419012e-14       1.380381149973e-15       4.231315799244e-17       4.645960725643e-18       2.141136846612e-19 
 3420       1.363325359307e-12       4.481308318381e-14      -6.032345696204e-14       1.378888633727e-15       4.225229689171e-17       4.625759239411e-18       2.099771895589e-19 
 3421       1.359697418121e-12       4.474736201515e-14      -6.009921879885e-14       1.377397915194e-15       4.219153152592e-17       4.605605124406e-18       2.060848121532e-19 
 3422       1.356077756019e-12       4.468226206968e-14      -5.987858973939e-14       1.375909013582e-15       4.213086171644e-17       4.585517828484e-18       2.024687463147e-19 
 3423       1.352466545905e-12       4.461776468866e-14      -5.966157983431e-14       1.374421948134e-15       4.207028728373e-17       4.565516844772e-18       1.991612604163e-19 
 3424       1.348863961048e-12       4.455385116762e-14      -5.944819914604e-14       1.372936738127e-15       4.200980804736e-17       4.545621711693e-18       1.961946973876e-19 
 3425       1.345270175089e-12       4.449050275637e-14      -5.923845774885e-14       1.371453402873e-15       4.194942382601e-17       4.525852013006e-18       1.936014747693e-19 
 3426       1.341685362037e-12       4.442770065892e-14      -5.903236572882e-14       1.369971961718e-15       4.188913443744e-17       4.506227377836e-18       1.914140847671e-19 
 3427       1.338109696270e-12       4.436542603347e-14      -5.882993318385e-14       1.368492434042e-15       4.182893969855e-17       4.486767480707e-18       1.896650943061e-19 
 3428       1.334543352537e-12       4.430365999238e-14      -5.863117022367e-14       1.367014839263e-15       4.176883942529e-17       4.467492041576e-18       1.883871450850e-19 
 3429       1.330986505956e-12       4.424238360210e-14      -5.843608696985e-14       1.365539196830e-15       4.170883343277e-17       4.448420825863e-18       1.876129536305e-19 
 3430       1.327439320923e-12       4.418157833860e-14      -5.824468656039e-14       1.364065522865e-15       4.164892154280e-17       4.429567700806e-18       1.873658256249e-19 
 3431       1.323901917773e-12       4.412122745561e-14      -5.805694413083e-14       1.362593820054e-15       4.158910360699e-17       4.410922776720e-18       1.876311545334e-19 
 3432       1.320374405978e-12       4.406131462213e-14      -5.787282774337e-14       1.361124087709e-15       4.152937948379e-17       4.392470189525e-18       1.883848013592e-19 
 3433       1.316856895225e-12       4.400182346754e-14      -5.769230537410e-14       1.359656325133e-15       4.146974903085e-17       4.374194037482e-18       1.896025692699e-19 
 3434       1.313349495416e-12       4.394273758152e-14      -5.751534491286e-14       1.358190531614e-15       4.141021210504e-17       4.356078381154e-18       1.912602035552e-19 
 3435       1.309852316669e-12       4.388404051408e-14      -5.734191416328e-14       1.356726706429e-15       4.135076856240e-17       4.338107243391e-18       1.933333915840e-19 
 3436       1.306365469320e-12       4.382571577547e-14      -5.717198084262e-14       1.355264848841e-15       4.129141825822e-17       4.320264609289e-18       1.957977627624e-19 
 3437       1.302889063918e-12       4.376774683622e-14      -5.700551258175e-14       1.353804958103e-15       4.123216104695e-17       4.302534426175e-18       1.986288884910e-19 
 3438       1.299423211232e-12       4.371011712706e-14      -5.684247692507e-14       1.352347033454e-15       4.117299678225e-17       4.284900603571e-18       2.018022821223e-19 
 3439       1.295968022245e-12       4.365281003888e-14      -5.668284133047e-14       1.350891074121e-15       4.111392531700e-17       4.267347013168e-18       2.052933989183e-19 
 3440       1.292523608157e-12       4.359580892277e-14      -5.652657316923e-14       1.349437079319e-15       4.105494650326e-17       4.249857488801e-18       2.090776360079e-19 
 3441       1.289090080387e-12       4.353909708991e-14      -5.637363972596e-14       1.347985048250e-15       4.099606019229e-17       4.232415826420e-18       2.131303323446e-19 
 3442       1.285667550569e-12       4.348265781159e-14      -5.622400819856e-14       1.346534980103e-15       4.093726623456e-17       4.215005784061e-18       2.174267686639e-19 
 3443       1.282256130554e-12       4.342647431917e-14      -5.607764569814e-14       1.345086874057e-15       4.087856447971e-17       4.197611081820e-18       2.219421674408e-19 
 3444       1.278855932411e-12       4.337052980405e-14      -5.593451924892e-14       1.343640729276e-15       4.081995477662e-17       4.180215401826e-18       2.266516928470e-19 
 3445       1.275467068426e-12       4.331480741763e-14      -5.579459578825e-14       1.342196544912e-15       4.076143697332e-17       4.162802388210e-18       2.315304507092e-19 
 3446       1.272089651103e-12       4.325929027129e-14      -5.565784216643e-14       1.340754320106e-15       4.070301091706e-17       4.145355647083e-18       2.365534884657e-19 
 3447       1.268723793165e-12       4.320396143638e-14      -5.552422514676e-14       1.339314053985e-15       4.064467645428e-17       4.127858746503e-18       2.416957951245e-19 
 3448       1.265369607550e-12       4.314880394415e-14      -5.539371140538e-14       1.337875745665e-15       4.058643343062e-17       4.110295216451e-18       2.469323012204e-19 
 3449       1.262027207416e-12       4.309380078575e-14      -5.526626753126e-14       1.336439394247e-15       4.052828169090e-17       4.092648548799e-18       2.522378787730e-19 
 3450       1.258696706139e-12       4.303893491218e-14      -5.514186002613e-14       1.335004998821e-15       4.047022107913e-17       4.074902197289e-18       2.575873412436e-19 
 3451       1.255378217313e-12       4.298418923431e-14      -5.502045530437e-14       1.333572558466e-15       4.041225143854e-17       4.057039577501e-18       2.629554434933e-19 
 3452       1.252071854750e-12       4.292954662276e-14      -5.490201969301e-14       1.332142072246e-15       4.035437261151e-17       4.039044066824e-18       2.683168817399e-19 
 3453       1.248777732482e-12       4.287498990797e-14      -5.478651943162e-14       1.330713539214e-15       4.029658443964e-17       4.020899004432e-18       2.736462935160e-19 
 3454       1.245495964758e-12       4.282050188011e-14      -5.467392067224e-14       1.329286958408e-15       4.023888676371e-17       4.002587691257e-18       2.789182576260e-19 
 3455       1.242226666047e-12       4.276606528907e-14      -5.456418947935e-14       1.327862328857e-15       4.018127942368e-17       3.984093389956e-18       2.841072941039e-19 
 3456       1.238969951037e-12       4.271166284441e-14      -5.445729182979e-14       1.326439649576e-15       4.012376225871e-17       3.965399324889e-18       2.891878641708e-19 
 3457       1.235725934635e-12       4.265727721537e-14      -5.435319361266e-14       1.325018919565e-15       4.006633510714e-17       3.946488682088e-18       2.941343701921e-19 
 3458       1.232494731967e-12       4.260289103081e-14      -5.425186062930e-14       1.323600137815e-15       4.000899780650e-17       3.927344609230e-18       2.989211556355e-19 
 3459       1.229276458380e-12       4.254848687919e-14      -5.415325859322e-14       1.322183303302e-15       3.995175019351e-17       3.907950215614e-18       3.035225050281e-19 
 3460       1.226071229438e-12       4.249404730853e-14      -5.405735313001e-14       1.320768414990e-15       3.989459210406e-17       3.888288572123e-18       3.079126439138e-19 
 3461       1.222879160927e-12       4.243955482641e-14      -5.396410977727e-14       1.319355471831e-15       3.983752337324e-17       3.868342711209e-18       3.120657388115e-19 
 3462       1.219700368852e-12       4.238499189990e-14      -5.387349398459e-14       1.317944472764e-15       3.978054383532e-17       3.848095626855e-18       3.159558971717e-19 
 3463       1.216534969439e-12       4.233034095558e-14      -5.378547111344e-14       1.316535416715e-15       3.972365332373e-17       3.827530274553e-18       3.195571673346e-19 
 3464       1.213383079133e-12       4.227558437945e-14      -5.370000643711e-14       1.315128302597e-15       3.966685167113e-17       3.806629571275e-18       3.228435384876e-19 
 3465       1.210244814599e-12       4.222070451695e-14      -5.361706514068e-14       1.313723129311e-15       3.961013870931e-17       3.785376395446e-18       3.257889406223e-19 
 3466       1.207120292725e-12       4.216568367293e-14      -5.353661232091e-14       1.312319895745e-15       3.955351426928e-17       3.763753586914e-18       3.283672444926e-19 
 3467       1.204009630617e-12       4.211050411158e-14      -5.345861298618e-14       1.310918600774e-15       3.949697818120e-17       3.741743946927e-18       3.305522615718e-19 
 3468       1.200912945603e-12       4.205514805643e-14      -5.338303205647e-14       1.309519243261e-15       3.944053027443e-17       3.719330238099e-18       3.323177440103e-19 
 3469       1.197830340275e-12       4.199959938674e-14      -5.330983227982e-14       1.308121818927e-15       3.938417038339e-17       3.696505314526e-18       3.336449152107e-19 
 3470       1.194761857549e-12       4.194384873452e-14      -5.323896797242e-14       1.306726310953e-15       3.932789836528e-17       3.673302558890e-18       3.345450963714e-19 
 3471       1.191707525415e-12       4.188788840896e-14      -5.317039125197e-14       1.305332699338e-15       3.927171408243e-17       3.649765573831e-18       3.350371754082e-19 
 3472       1.188667371877e-12       4.183171070197e-14      -5.310405411864e-14       1.303940964027e-15       3.921561739645e-17       3.625938063557e-18       3.351400850492e-19 
 3473       1.185641424956e-12       4.177530788816e-14      -5.303990845494e-14       1.302551084906e-15       3.915960816817e-17       3.601863833922e-18       3.348728028672e-19 
 3474       1.182629712683e-12       4.171867222483e-14      -5.297790602565e-14       1.301163041808e-15       3.910368625772e-17       3.577586792494e-18       3.342543513121e-19 
 3475       1.179632263107e-12       4.166179595197e-14      -5.291799847776e-14       1.299776814506e-15       3.904785152446e-17       3.553150948632e-18       3.333037977437e-19 
 3476       1.176649104288e-12       4.160467129222e-14      -5.286013734035e-14       1.298392382720e-15       3.899210382702e-17       3.528600413557e-18       3.320402544642e-19 
 3477       1.173680264302e-12       4.154729045088e-14      -5.280427402452e-14       1.297009726112e-15       3.893644302325e-17       3.503979400429e-18       3.304828787508e-19 
 3478       1.170725771240e-12       4.148964561590e-14      -5.275035982328e-14       1.295628824288e-15       3.888086897030e-17       3.479332224415e-18       3.286508728883e-19 
 3479       1.167785653205e-12       4.143172895783e-14      -5.269834591150e-14       1.294249656798e-15       3.882538152456e-17       3.454703302767e-18       3.265634842015e-19 
 3480       1.164859938316e-12       4.137353262988e-14      -5.264818334582e-14       1.292872203134e-15       3.876998054164e-17       3.430137154894e-18       3.242400050881e-19 
 3481       1.161948654705e-12       4.131504876784e-14      -5.259982306451e-14       1.291496442734e-15       3.871466587645e-17       3.405678402434e-18       3.216997730507e-19 
 3482       1.159051830519e-12       4.125626949007e-14      -5.255321588747e-14       1.290122354977e-15       3.865943738312e-17       3.381371769329e-18       3.189621707302e-19 
 3483       1.156169493919e-12       4.119718689755e-14      -5.250831251606e-14       1.288749919187e-15       3.860429491504e-17       3.357262081898e-18       3.160466259375e-19 
 3484       1.153301673080e-12       4.113779307381e-14      -5.246506353306e-14       1.287379114631e-15       3.854923832485e-17       3.333394268912e-18       3.129726116870e-19 
 3485       1.150448396192e-12       4.107808008493e-14      -5.242341940259e-14       1.286009920519e-15       3.849426746444e-17       3.309813361661e-18       3.097596462281e-19 
 3486       1.147609691457e-12       4.101803997954e-14      -5.238333046998e-14       1.284642316004e-15       3.843938218494e-17       3.286564494038e-18       3.064272930788e-19 
 3487       1.144785587093e-12       4.095766478879e-14      -5.234474696175e-14       1.283276280182e-15       3.838458233675e-17       3.263692902601e-18       3.029951610575e-19 
 3488       1.141976111333e-12       4.089694652635e-14      -5.230761898545e-14       1.281911792094e-15       3.832986776949e-17       3.241243926656e-18       2.994829043161e-19 
 3489       1.139181292422e-12       4.083587718842e-14      -5.227189652961e-14       1.280548830723e-15       3.827523833205e-17       3.219263008323e-18       2.959102223724e-19 
 3490       1.136401158620e-12       4.077444875365e-14      -5.223752946369e-14       1.279187374995e-15       3.822069387255e-17       3.197795692616e-18       2.922968601424e-19 
 3491       1.133635738203e-12       4.071265318320e-14      -5.220446753790e-14       1.277827403778e-15       3.816623423837e-17       3.176887627509e-18       2.886626079733e-19 
 3492       1.130885059457e-12       4.065048242069e-14      -5.217266038322e-14       1.276468895885e-15       3.811185927611e-17       3.156584564016e-18       2.850273016758e-19 
 3493       1.128149150687e-12       4.058792839220e-14      -5.214205751123e-14       1.275111830071e-15       3.805756883164e-17       3.136932356262e-18       2.814108225569e-19 
 3494       1.125428040208e-12       4.052498300625e-14      -5.211260831407e-14       1.273756185034e-15       3.800336275006e-17       3.117976961555e-18       2.778330974521e-19 
 3495       1.122721756352e-12       4.046163815379e-14      -5.208426206434e-14       1.272401939415e-15       3.794924087572e-17       3.099764440460e-18       2.743140987585e-19 
 3496       1.120030327464e-12       4.039788570819e-14      -5.205696791502e-14       1.271049071797e-15       3.789520305221e-17       3.082340956875e-18       2.708738444669e-19 
 3497       1.117353781904e-12       4.033371752522e-14      -5.203067489935e-14       1.269697560708e-15       3.784124912235e-17       3.065752778100e-18       2.675323981946e-19 
 3498       1.114692148044e-12       4.026912544306e-14      -5.200533193081e-14       1.268347384616e-15       3.778737892822e-17       3.050046274914e-18       2.643098692179e-19 
 3499       1.112045454272e-12       4.020410128225e-14      -5.198088780296e-14       1.266998521933e-15       3.773359231113e-17       3.035267921647e-18       2.612264125048e-19 
 3500       1.109413728991e-12       4.013863684573e-14      -5.195729118941e-14       1.265650951015e-15       3.767988911163e-17       3.021464296253e-18       2.583022287473e-19 
 3501       1.106797000615e-12       4.007272391876e-14      -5.193449064370e-14       1.264304650158e-15       3.762626916950e-17       3.008682080385e-18       2.555575643944e-19 
 3502       1.104195297576e-12       4.000635426896e-14      -5.191243459924e-14       1.262959597602e-15       3.757273232379e-17       2.996968059465e-18       2.530127116843e-19 
 3503       1.101608648316e-12       3.993951964630e-14      -5.189107136920e-14       1.261615771529e-15       3.751927841274e-17       2.986369122761e-18       2.506880086771e-19 
 3504       1.099037081295e-12       3.987221178305e-14      -5.187034914642e-14       1.260273150065e-15       3.746590727386e-17       2.976932263459e-18       2.486038392873e-19 
 3505       1.096480624985e-12       3.980442239379e-14      -5.185021600335e-14       1.258931711277e-15       3.741261874389e-17       2.968704578738e-18       2.467806333166e-19 
 3506       1.093939307872e-12       3.973614317540e-14      -5.183061989195e-14       1.257591433174e-15       3.735941265880e-17       2.961733269837e-18       2.452388664863e-19 
 3507       1.091413158457e-12       3.966736580703e-14      -5.181150864361e-14       1.256252293709e-15       3.730628885381e-17       2.956065642139e-18       2.439990604698e-19 
 3508       1.088902184795e-12       3.959808376647e-14      -5.179283281166e-14       1.254914273044e-15       3.725324716988e-17       2.951730453766e-18       2.430754193419e-19 
 3509       1.086406313023e-12       3.952829778751e-14      -5.177455421211e-14       1.253577360364e-15       3.720028747342e-17       2.948681876181e-18       2.424567098367e-19 
 3510       1.083925448576e-12       3.945801042529e-14      -5.175663741843e-14       1.252241547093e-15       3.714740963665e-17       2.946855299716e-18       2.421253013096e-19 
 3511       1.081459496622e-12       3.938722424209e-14      -5.173904692209e-14       1.250906824629e-15       3.709461353115e-17       2.946185963671e-18       2.420635220391e-19 
 3512       1.079008362064e-12       3.931594180731e-14      -5.172174713252e-14       1.249573184343e-15       3.704189902779e-17       2.946608956206e-18       2.422536591966e-19 
 3513       1.076571949536e-12       3.924416569747e-14      -5.170470237704e-14       1.248240617578e-15       3.698926599678e-17       2.948059214233e-18       2.426779588173e-19 
 3514       1.074150163409e-12       3.917189849619e-14      -5.168787690082e-14       1.246909115651e-15       3.693671430765e-17       2.950471523308e-18       2.433186257708e-19 
 3515       1.071742907783e-12       3.909914279426e-14      -5.167123486678e-14       1.245578669852e-15       3.688424382923e-17       2.953780517523e-18       2.441578237315e-19 
 3516       1.069350086495e-12       3.902590118960e-14      -5.165474035559e-14       1.244249271445e-15       3.683185442970e-17       2.957920679394e-18       2.451776751490e-19 
 3517       1.066971603111e-12       3.895217628724e-14      -5.163835736556e-14       1.242920911665e-15       3.677954597652e-17       2.962826339758e-18       2.463602612191e-19 
 3518       1.064607360931e-12       3.887797069941e-14      -5.162204981261e-14       1.241593581723e-15       3.672731833650e-17       2.968431677661e-18       2.476876218536e-19 
 3519       1.062257262989e-12       3.880328704545e-14      -5.160578153019e-14       1.240267272801e-15       3.667517137576e-17       2.974670720251e-18       2.491417556517e-19 
 3520       1.059921212047e-12       3.872812795189e-14      -5.158951626926e-14       1.238941976054e-15       3.662310495972e-17       2.981477342666e-18       2.507046198700e-19 
 3521       1.057599110603e-12       3.865249605240e-14      -5.157321769817e-14       1.237617682611e-15       3.657111895314e-17       2.988785267933e-18       2.523581303929e-19 
 3522       1.055290860884e-12       3.857639398785e-14      -5.155684940266e-14       1.236294383574e-15       3.651921322007e-17       2.996528066852e-18       2.540841617038e-19 
 3523       1.052996364850e-12       3.849982440626e-14      -5.154037488579e-14       1.234972070018e-15       3.646738762389e-17       3.004639157891e-18       2.558645468550e-19 
 3524       1.050715524191e-12       3.842278996284e-14      -5.152375756783e-14       1.233650732989e-15       3.641564202730e-17       3.013051807078e-18       2.576810774384e-19 
 3525       1.048448240328e-12       3.834529331998e-14      -5.150696078628e-14       1.232330363510e-15       3.636397629230e-17       3.021699127892e-18       2.595155035564e-19 
 3526       1.046194414415e-12       3.826733714727e-14      -5.148994779574e-14       1.231010952572e-15       3.631239028021e-17       3.030514081153e-18       2.613495337917e-19 
 3527       1.043953947334e-12       3.818892412150e-14      -5.147268176791e-14       1.229692491143e-15       3.626088385165e-17       3.039429474916e-18       2.631648351788e-19 
 3528       1.041726739699e-12       3.811005692665e-14      -5.145512579149e-14       1.228374970161e-15       3.620945686657e-17       3.048377964361e-18       2.649430331736e-19 
 3529       1.039512691854e-12       3.803073825392e-14      -5.143724287214e-14       1.227058380540e-15       3.615810918422e-17       3.057292051686e-18       2.666657116247e-19 
 3530       1.037311703872e-12       3.795097080170e-14      -5.141899593241e-14       1.225742713163e-15       3.610684066317e-17       3.066104085995e-18       2.683144127432e-19 
 3531       1.035123675558e-12       3.787075727564e-14      -5.140034781169e-14       1.224427958889e-15       3.605565116128e-17       3.074746263195e-18       2.698706370742e-19 
 3532       1.032948506443e-12       3.779010038857e-14      -5.138126126617e-14       1.223114108549e-15       3.600454053574e-17       3.083150625883e-18       2.713158434662e-19 
 3533       1.030786095792e-12       3.770900286057e-14      -5.136169896872e-14       1.221801152945e-15       3.595350864305e-17       3.091249063241e-18       2.726314490426e-19 
 3534       1.028636342597e-12       3.762746741895e-14      -5.134162350893e-14       1.220489082854e-15       3.590255533899e-17       3.098973310923e-18       2.737988291717e-19 
 3535       1.026499145577e-12       3.754549679827e-14      -5.132099739293e-14       1.219177889025e-15       3.585168047868e-17       3.106254950952e-18       2.747993174375e-19 
 3536       1.024374403184e-12       3.746309374031e-14      -5.129978304344e-14       1.217867562179e-15       3.580088391653e-17       3.113025411607e-18       2.756142056099e-19 
 3537       1.022262013594e-12       3.738026099414e-14      -5.127794279965e-14       1.216558093011e-15       3.575016550627e-17       3.119215967319e-18       2.762247436159e-19 
 3538       1.020161874717e-12       3.729700131604e-14      -5.125543891718e-14       1.215249472188e-15       3.569952510090e-17       3.124757738557e-18       2.766121395092e-19 
 3539       1.018073884185e-12       3.721331746958e-14      -5.123223356802e-14       1.213941690349e-15       3.564896255278e-17       3.129581691725e-18       2.767575594417e-19 
 3540       1.015997939363e-12       3.712921222560e-14      -5.120828884047e-14       1.212634738106e-15       3.559847771352e-17       3.133618639050e-18       2.766421276333e-19 
 3541       1.013933937341e-12       3.704468836219e-14      -5.118356673907e-14       1.211328606045e-15       3.554807043408e-17       3.136799238475e-18       2.762469263428e-19 
 3542       1.011881774938e-12       3.695974866473e-14      -5.115802918458e-14       1.210023284723e-15       3.549774056469e-17       3.139053993551e-18       2.755529958385e-19 
 3543       1.009841348700e-12       3.687439592587e-14      -5.113163801386e-14       1.208718764669e-15       3.544748795490e-17       3.140313253326e-18       2.745413343684e-19 
 3544       1.007812554899e-12       3.678863294558e-14      -5.110435497987e-14       1.207415036387e-15       3.539731245355e-17       3.140507212242e-18       2.731928981310e-19 
 3545       1.005795289537e-12       3.670246253109e-14      -5.107614175158e-14       1.206112090351e-15       3.534721390880e-17       3.139565910018e-18       2.714886012459e-19 
 3546       1.003789448339e-12       3.661588749694e-14      -5.104695991392e-14       1.204809917009e-15       3.529719216810e-17       3.137419231552e-18       2.694093157240e-19 
 3547       1.001794915006e-12       3.652891166049e-14      -5.101677596221e-14       1.203508510905e-15       3.524724708449e-17       3.134018724088e-18       2.669420891288e-19 
 3548       9.998115258942e-13       3.644154283298e-14      -5.098557630809e-14       1.202207883068e-15       3.519737853554e-17       3.129403147392e-18       2.640988256638e-19 
 3549       9.978391051872e-13       3.635378984084e-14      -5.095335233545e-14       1.200908048674e-15       3.514758640452e-17       3.123633194097e-18       2.608976821820e-19 
 3550       9.958774766349e-13       3.626566153129e-14      -5.092009541159e-14       1.199609022928e-15       3.509787057403e-17       3.116769697109e-18       2.573568575348e-19 
 3551       9.939264635540e-13       3.617716677239e-14      -5.088579688713e-14       1.198310821064e-15       3.504823092611e-17       3.108873629711e-18       2.534945926008e-19 
 3552       9.919858888271e-13       3.608831445302e-14      -5.085044809608e-14       1.197013458342e-15       3.499866734214e-17       3.100006105659e-18       2.493291703166e-19 
 3553       9.900555749028e-13       3.599911348292e-14      -5.081404035578e-14       1.195716950051e-15       3.494917970291e-17       3.090228379281e-18       2.448789157061e-19 
 3554       9.881353437951e-13       3.590957279268e-14      -5.077656496691e-14       1.194421311511e-15       3.489976788858e-17       3.079601845582e-18       2.401621959105e-19 
 3555       9.862250170832e-13       3.581970133378e-14      -5.073801321347e-14       1.193126558068e-15       3.485043177869e-17       3.068188040337e-18       2.351974202181e-19 
 3556       9.843244159113e-13       3.572950807859e-14      -5.069837636278e-14       1.191832705095e-15       3.480117125217e-17       3.056048640194e-18       2.300030400941e-19 
 3557       9.824333609880e-13       3.563900202040e-14      -5.065764566544e-14       1.190539767997e-15       3.475198618732e-17       3.043245462773e-18       2.245975492105e-19 
 3558       9.805516725864e-13       3.554819217340e-14      -5.061581235536e-14       1.189247762204e-15       3.470287646183e-17       3.029840466766e-18       2.189994834757e-19 
 3559       9.786791705433e-13       3.545708757274e-14      -5.057286764973e-14       1.187956703178e-15       3.465384195275e-17       3.015895752037e-18       2.132274210648e-19 
 3560       9.768156742592e-13       3.536569727453e-14      -5.052880274899e-14       1.186666606406e-15       3.460488253653e-17       3.001473559718e-18       2.072999824488e-19 
 3561       9.749610026980e-13       3.527403035581e-14      -5.048360883685e-14       1.185377487405e-15       3.455599808898e-17       2.986636272314e-18       2.012358304249e-19 
 3562       9.731149743865e-13       3.518209591464e-14      -5.043727708026e-14       1.184089361721e-15       3.450718848531e-17       2.971446413800e-18       1.950536701463e-19 
 3563       9.712774074143e-13       3.508990307007e-14      -5.038979862941e-14       1.182802244927e-15       3.445845360009e-17       2.955966649719e-18       1.887722491516e-19 
 3564       9.694481194333e-13       3.499746096215e-14      -5.034116461770e-14       1.181516152626e-15       3.440979330727e-17       2.940259787285e-18       1.824103573952e-19 
 3565       9.676269276573e-13       3.490477875197e-14      -5.029136616177e-14       1.180231100450e-15       3.436120748017e-17       2.924388775479e-18       1.759868272769e-19 
 3566       9.658136488622e-13       3.481186562166e-14      -5.024039436143e-14       1.178947104057e-15       3.431269599149e-17       2.908416705153e-18       1.695205336713e-19 
 3567       9.640080993850e-13       3.471873077440e-14      -5.018824029970e-14       1.177664179136e-15       3.426425871332e-17       2.892406809123e-18       1.630303939584e-19 
 3568       9.622100951239e-13       3.462538343445e-14      -5.013489504277e-14       1.176382341403e-15       3.421589551709e-17       2.876422462277e-18       1.565353680529e-19 
 3569       9.604194515381e-13       3.453183284715e-14      -5.008034964000e-14       1.175101606605e-15       3.416760627365e-17       2.860527181667e-18       1.500544584342e-19 
 3570       9.586359836470e-13       3.443808827896e-14      -5.002459512392e-14       1.173821990514e-15       3.411939085318e-17       2.844784626614e-18       1.436067101760e-19 
 3571       9.568595060303e-13       3.434415901743e-14      -4.996762251017e-14       1.172543508934e-15       3.407124912525e-17       2.829258598803e-18       1.372112109765e-19 
 3572       9.550898328277e-13       3.425005437125e-14      -4.990942279757e-14       1.171266177695e-15       3.402318095881e-17       2.814013042387e-18       1.308870911882e-19 
 3573       9.533267777381e-13       3.415578367028e-14      -4.984998696804e-14       1.169990012659e-15       3.397518622217e-17       2.799112044083e-18       1.246535238471e-19 
 3574       9.515701540199e-13       3.406135626550e-14      -4.978930598661e-14       1.168715029713e-15       3.392726478302e-17       2.784619833276e-18       1.185297247034e-19 
 3575       9.498197744903e-13       3.396678152910e-14      -4.972737080141e-14       1.167441244775e-15       3.387941650840e-17       2.770600782113e-18       1.125349522509e-19 
 3576       9.480754515251e-13       3.387206885445e-14      -4.966417234368e-14       1.166168673792e-15       3.383164126476e-17       2.757119405606e-18       1.066885077565e-19 
 3577       9.463369970586e-13       3.377722765612e-14      -4.959970152773e-14       1.164897332737e-15       3.378393891788e-17       2.744240361731e-18       1.010097352908e-19 
 3578       9.446042225827e-13       3.368226736990e-14      -4.953394925093e-14       1.163627237615e-15       3.373630933292e-17       2.732028451528e-18       9.551802175721e-20 
 3579       9.428769391472e-13       3.358719745282e-14      -4.946690639371e-14       1.162358404459e-15       3.368875237442e-17       2.720548619200e-18       9.023279692222e-20 
 3580       9.411549573591e-13       3.349202738317e-14      -4.939856381955e-14       1.161090849330e-15       3.364126790629e-17       2.709865952214e-18       8.517353344502e-20 
 3581       9.394380873827e-13       3.339676666049e-14      -4.932891237497e-14       1.159824588318e-15       3.359385579177e-17       2.700045681396e-18       8.035974690737e-20 
 3582       9.377261389386e-13       3.330142480560e-14      -4.925794288951e-14       1.158559637541e-15       3.354651589353e-17       2.691153181037e-18       7.581099584345e-20 
 3583       9.360189213042e-13       3.320601136062e-14      -4.918564617573e-14       1.157296013149e-15       3.349924807354e-17       2.683253968988e-18       7.154688176968e-20 
 3584       9.343162433127e-13       3.311053588899e-14      -4.911201302917e-14       1.156033731317e-15       3.345205219318e-17       2.676413706763e-18       6.758704921454e-20 
