# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 4000, i.e. number of multipoles equal to 3999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
 1246       1.061253990618e-10       3.276411853385e-12       5.363369671601e-14       1.153185294966e-14       2.811726069546e-15       2.316337405173e-16      -8.048428006478e-17 
 1247       1.056594948165e-10       3.296701785989e-12       4.180518998302e-16       1.152143829970e-14       2.803267552587e-15       2.351519004428e-16      -8.105785489733e-17 
 1248       1.051995046075e-10       3.316719538275e-12      -5.438703632029e-14       1.151102520667e-14       2.794840351510e-15       2.387637192631e-16      -8.162144435293e-17 
 1249       1.047454828380e-10       3.336459722463e-12      -1.107480367684e-13       1.150061545511e-14       2.786444372224e-15       2.424649161388e-16      -8.217499998565e-17 
 1250       1.042974840954e-10       3.355916923389e-12      -1.686311694194e-13       1.149021083983e-14       2.778079518755e-15       2.462511808104e-16      -8.271847329422e-17 
 1251       1.038555631505e-10       3.375085698457e-12      -2.280024048793e-13       1.147981316600e-14       2.769745693240e-15       2.501181735382e-16      -8.325181572206e-17 
 1252       1.034197749585e-10       3.393960577586e-12      -2.888274638656e-13       1.146942424912e-14       2.761442795925e-15       2.540615250420e-16      -8.377497865742e-17 
 1253       1.029901746586e-10       3.412536063165e-12      -3.510718166883e-13       1.145904591508e-14       2.753170725157e-15       2.580768364413e-16      -8.428791343338e-17 
 1254       1.025668175751e-10       3.430806629998e-12      -4.147006827297e-13       1.144868000012e-14       2.744929377381e-15       2.621596791949e-16      -8.479057132794e-17 
 1255       1.021497592166e-10       3.448766725257e-12      -4.796790299252e-13       1.143832835091e-14       2.736718647137e-15       2.663055950408e-16      -8.528290356410e-17 
 1256       1.017390552772e-10       3.466410768432e-12      -5.459715742438e-13       1.142799282455e-14       2.728538427049e-15       2.705100959364e-16      -8.576486130990e-17 
 1257       1.013347616361e-10       3.483733151282e-12      -6.135427791682e-13       1.141767528855e-14       2.720388607828e-15       2.747686639979e-16      -8.623639567851e-17 
 1258       1.009369343582e-10       3.500728237784e-12      -6.823568551757e-13       1.140737762093e-14       2.712269078260e-15       2.790767514404e-16      -8.669745772830e-17 
 1259       1.005456296942e-10       3.517390364082e-12      -7.523777592186e-13       1.139710171016e-14       2.704179725208e-15       2.834297805179e-16      -8.714799846285e-17 
 1260       1.001609040807e-10       3.533713838441e-12      -8.235691942044e-13       1.138684945522e-14       2.696120433601e-15       2.878231434630e-16      -8.758796883111e-17 
 1261       9.978281414091e-11       3.549692941193e-12      -8.958946084763e-13       1.137662276562e-14       2.688091086433e-15       2.922522024268e-16      -8.801731972739e-17 
 1262       9.941141668444e-11       3.565321924691e-12      -9.693171952939e-13       1.136642356140e-14       2.680091564757e-15       2.967122894190e-16      -8.843600199146e-17 
 1263       9.904676870774e-11       3.580595013256e-12      -1.043799892314e-12       1.135625377317e-14       2.672121747680e-15       3.011987062474e-16      -8.884396640861e-17 
 1264       9.868892739433e-11       3.595506403130e-12      -1.119305381069e-12       1.134611534211e-14       2.664181512358e-15       3.057067244579e-16      -8.924116370972e-17 
 1265       9.833795011504e-11       3.610050262424e-12      -1.195796086450e-12       1.133601022000e-14       2.656270733991e-15       3.102315852748e-16      -8.962754457131e-17 
 1266       9.799389442824e-11       3.624220731070e-12      -1.273234176188e-12       1.132594036926e-14       2.648389285821e-15       3.147684995399e-16      -9.000305961563e-17 
 1267       9.765681808011e-11       3.638011920769e-12      -1.351581560329e-12       1.131590776291e-14       2.640537039123e-15       3.193126476532e-16      -9.036765941072e-17 
 1268       9.732677900489e-11       3.651417914944e-12      -1.430799890721e-12       1.130591438467e-14       2.632713863202e-15       3.238591795120e-16      -9.072129447048e-17 
 1269       9.700383532511e-11       3.664432768688e-12      -1.510850560489e-12       1.129596222890e-14       2.624919625388e-15       3.284032144515e-16      -9.106391525470e-17 
 1270       9.668804535182e-11       3.677050508717e-12      -1.591694703520e-12       1.128605330068e-14       2.617154191033e-15       3.329398411841e-16      -9.139547216919e-17 
 1271       9.637946758489e-11       3.689265133315e-12      -1.673293193941e-12       1.127618961580e-14       2.609417423503e-15       3.374641177397e-16      -9.171591556579e-17 
 1272       9.607816071321e-11       3.701070612289e-12      -1.755606645598e-12       1.126637320077e-14       2.601709184175e-15       3.419710714052e-16      -9.202519574247e-17 
 1273       9.578418361496e-11       3.712460886920e-12      -1.838595411542e-12       1.125660609288e-14       2.594029332433e-15       3.464556986647e-16      -9.232326294338e-17 
 1274       9.549759535783e-11       3.723429869908e-12      -1.922219583502e-12       1.124689034017e-14       2.586377725659e-15       3.509129651392e-16      -9.261006735894e-17 
 1275       9.521845519932e-11       3.733971445327e-12      -2.006438991372e-12       1.123722800149e-14       2.578754219234e-15       3.553378055266e-16      -9.288555912586e-17 
 1276       9.494682258693e-11       3.744079468572e-12      -2.091213202686e-12       1.122762114650e-14       2.571158666531e-15       3.597251235414e-16      -9.314968832726e-17 
 1277       9.468275715843e-11       3.753747766312e-12      -2.176501522104e-12       1.121807185569e-14       2.563590918906e-15       3.640697918547e-16      -9.340240499270e-17 
 1278       9.442631874211e-11       3.762970136439e-12      -2.262262990888e-12       1.120858222039e-14       2.556050825699e-15       3.683666520341e-16      -9.364365909827e-17 
 1279       9.417756735703e-11       3.771740348016e-12      -2.348456386384e-12       1.119915434281e-14       2.548538234228e-15       3.726105144835e-16      -9.387340056664e-17 
 1280       9.393656321327e-11       3.780052141233e-12      -2.435040221504e-12       1.118979033606e-14       2.541052989780e-15       3.767961583831e-16      -9.409157926712e-17 
 1281       9.370336671213e-11       3.787899227351e-12      -2.521972744204e-12       1.118049232415e-14       2.533594935612e-15       3.809183316292e-16      -9.429814501576e-17 
 1282       9.347803844645e-11       3.795275288655e-12      -2.609211936964e-12       1.117126244202e-14       2.526163912941e-15       3.849717507738e-16      -9.449304757538e-17 
 1283       9.326063920081e-11       3.802173978406e-12      -2.696715516272e-12       1.116210283555e-14       2.518759760943e-15       3.889511009650e-16      -9.467623665566e-17 
 1284       9.305122995178e-11       3.808588920786e-12      -2.784440932103e-12       1.115301566161e-14       2.511382316747e-15       3.928510358867e-16      -9.484766191320e-17 
 1285       9.284985208501e-11       3.814515039548e-12      -2.872347182286e-12       1.114400279890e-14       2.504031430536e-15       3.966672012160e-16      -9.500728399632e-17 
 1286       9.265646779955e-11       3.819952560586e-12      -2.960400279258e-12       1.113506497706e-14       2.496707011051e-15       4.003993178618e-16      -9.515510781685e-17 
 1287       9.247101902597e-11       3.824903054801e-12      -3.048567844477e-12       1.112620263770e-14       2.489408980598e-15       4.040481336861e-16      -9.529114965704e-17 
 1288       9.229344714682e-11       3.829368113586e-12      -3.136817298786e-12       1.111741622267e-14       2.482137259982e-15       4.076144031826e-16      -9.541542616001e-17 
 1289       9.212369299548e-11       3.833349348875e-12      -3.225115862027e-12       1.110870617400e-14       2.474891768501e-15       4.110988874913e-16      -9.552795433063e-17 
 1290       9.196169685490e-11       3.836848393187e-12      -3.313430552655e-12       1.110007293396e-14       2.467672423947e-15       4.145023544124e-16      -9.562875153635e-17 
 1291       9.180739845648e-11       3.839866899673e-12      -3.401728187344e-12       1.109151694503e-14       2.460479142600e-15       4.178255784206e-16      -9.571783550813e-17 
 1292       9.166073697885e-11       3.842406542164e-12      -3.489975380606e-12       1.108303864988e-14       2.453311839223e-15       4.210693406793e-16      -9.579522434128e-17 
 1293       9.152165104667e-11       3.844469015216e-12      -3.578138544401e-12       1.107463849141e-14       2.446170427060e-15       4.242344290545e-16      -9.586093649631e-17 
 1294       9.139007872947e-11       3.846056034160e-12      -3.666183887747e-12       1.106631691271e-14       2.439054817833e-15       4.273216381298e-16      -9.591499079982e-17 
 1295       9.126595754042e-11       3.847169335144e-12      -3.754077416335e-12       1.105807435708e-14       2.431964921735e-15       4.303317692196e-16      -9.595740644537e-17 
 1296       9.114922443519e-11       3.847810675184e-12      -3.841784932141e-12       1.104991126804e-14       2.424900647430e-15       4.332656303840e-16      -9.598820299434e-17 
 1297       9.103981581072e-11       3.847981832207e-12      -3.929272033035e-12       1.104182808928e-14       2.417861902047e-15       4.361240364427e-16      -9.600740037680e-17 
 1298       9.093766750403e-11       3.847684605102e-12      -4.016504112400e-12       1.103382526471e-14       2.410848591175e-15       4.389078089895e-16      -9.601501889239e-17 
 1299       9.084271479107e-11       3.846920813763e-12      -4.103446358736e-12       1.102590323844e-14       2.403860618865e-15       4.416177764061e-16      -9.601107921115e-17 
 1300       9.075489238549e-11       3.845692299136e-12      -4.190063755278e-12       1.101806245476e-14       2.396897887619e-15       4.442547738765e-16      -9.599560237447e-17 
 1301       9.067413443746e-11       3.844000923269e-12      -4.276321079607e-12       1.101030335818e-14       2.389960298392e-15       4.468196434013e-16      -9.596860979584e-17 
 1302       9.060037453249e-11       3.841848569354e-12      -4.362182903262e-12       1.100262639338e-14       2.383047750583e-15       4.493132338116e-16      -9.593012326185e-17 
 1303       9.053354569025e-11       3.839237141779e-12      -4.447613591351e-12       1.099503200525e-14       2.376160142037e-15       4.517364007836e-16      -9.588016493294e-17 
 1304       9.047358036333e-11       3.836168566169e-12      -4.532577302164e-12       1.098752063885e-14       2.369297369036e-15       4.540900068526e-16      -9.581875734436e-17 
 1305       9.042041043613e-11       3.832644789439e-12      -4.617037986787e-12       1.098009273945e-14       2.362459326301e-15       4.563749214271e-16      -9.574592340698e-17 
 1306       9.037396722358e-11       3.828667779834e-12      -4.700959388713e-12       1.097274875250e-14       2.355645906981e-15       4.585920208031e-16      -9.566168640818e-17 
 1307       9.033418147002e-11       3.824239526981e-12      -4.784305043452e-12       1.096548912362e-14       2.348857002657e-15       4.607421881785e-16      -9.556607001272e-17 
 1308       9.030098334799e-11       3.819362041933e-12      -4.867038278147e-12       1.095831429864e-14       2.342092503331e-15       4.628263136669e-16      -9.545909826362e-17 
 1309       9.027430245703e-11       3.814037357217e-12      -4.949122211185e-12       1.095122472355e-14       2.335352297428e-15       4.648452943120e-16      -9.534079558301e-17 
 1310       9.025406782250e-11       3.808267526879e-12      -5.030519751807e-12       1.094422084454e-14       2.328636271789e-15       4.668000341020e-16      -9.521118677298e-17 
 1311       9.024020789437e-11       3.802054626535e-12      -5.111193599723e-12       1.093730310796e-14       2.321944311669e-15       4.686914439836e-16      -9.507029701649e-17 
 1312       9.023265054607e-11       3.795400753410e-12      -5.191106244725e-12       1.093047196036e-14       2.315276300732e-15       4.705204418760e-16      -9.491815187824e-17 
 1313       9.023132307327e-11       3.788308026394e-12      -5.270219966295e-12       1.092372784844e-14       2.308632121048e-15       4.722879526856e-16      -9.475477730549e-17 
 1314       9.023615219269e-11       3.780778586081e-12      -5.348496833221e-12       1.091707121909e-14       2.302011653089e-15       4.739949083197e-16      -9.458019962897e-17 
 1315       9.024706404091e-11       3.772814594820e-12      -5.425898703208e-12       1.091050251936e-14       2.295414775725e-15       4.756422477010e-16      -9.439444556374e-17 
 1316       9.026398417322e-11       3.764418236761e-12      -5.502387222491e-12       1.090402219650e-14       2.288841366222e-15       4.772309167820e-16      -9.419754221004e-17 
 1317       9.028683756238e-11       3.755591717899e-12      -5.577923825445e-12       1.089763069790e-14       2.282291300234e-15       4.787618685584e-16      -9.398951705420e-17 
 1318       9.031554859743e-11       3.746337266125e-12      -5.652469734200e-12       1.089132847113e-14       2.275764451805e-15       4.802360630843e-16      -9.377039796947e-17 
 1319       9.035004108255e-11       3.736657131270e-12      -5.725985958253e-12       1.088511596393e-14       2.269260693362e-15       4.816544674858e-16      -9.354021321689e-17 
 1320       9.039023823581e-11       3.726553585153e-12      -5.798433294077e-12       1.087899362418e-14       2.262779895709e-15       4.830180559752e-16      -9.329899144619e-17 
 1321       9.043606268804e-11       3.716028921627e-12      -5.869772324738e-12       1.087296189996e-14       2.256321928029e-15       4.843278098654e-16      -9.304676169662e-17 
 1322       9.048743648159e-11       3.705085456624e-12      -5.939963419503e-12       1.086702123949e-14       2.249886657876e-15       4.855847175843e-16      -9.278355339786e-17 
 1323       9.054428106916e-11       3.693725528205e-12      -6.008966733456e-12       1.086117209115e-14       2.243473951172e-15       4.867897746884e-16      -9.250939637084e-17 
 1324       9.060651061582e-11       3.681952222409e-12      -6.076746736405e-12       1.085541466866e-14       2.237083684390e-15       4.879440471901e-16      -9.222433511549e-17 
 1325       9.067401182650e-11       3.669771559474e-12      -6.143285855135e-12       1.084974824385e-14       2.230715781253e-15       4.890488622746e-16      -9.192847184476e-17 
 1326       9.074666389336e-11       3.657190331852e-12      -6.208570981041e-12       1.084417184604e-14       2.224370176433e-15       4.901056197171e-16      -9.162192392756e-17 
 1327       9.082434517072e-11       3.644215380691e-12      -6.272588954420e-12       1.083868449619e-14       2.218046803397e-15       4.911157287802e-16      -9.130480964685e-17 
 1328       9.090693317342e-11       3.630853595934e-12      -6.335326564394e-12       1.083328520686e-14       2.211745594407e-15       4.920806082318e-16      -9.097724820152e-17 
 1329       9.099430457517e-11       3.617111916412e-12      -6.396770548829e-12       1.082797298219e-14       2.205466480515e-15       4.930016863643e-16      -9.063935970822e-17 
 1330       9.108633520691e-11       3.602997329943e-12      -6.456907594261e-12       1.082274681788e-14       2.199209391560e-15       4.938804010128e-16      -9.029126520321e-17 
 1331       9.118290005513e-11       3.588516873427e-12      -6.515724335818e-12       1.081760570118e-14       2.192974256167e-15       4.947181995736e-16      -8.993308664420e-17 
 1332       9.128387326028e-11       3.573677632944e-12      -6.573207357137e-12       1.081254861089e-14       2.186761001743e-15       4.955165390228e-16      -8.956494691220e-17 
 1333       9.138912811506e-11       3.558486743847e-12      -6.629343190292e-12       1.080757451728e-14       2.180569554473e-15       4.962768859348e-16      -8.918696981337e-17 
 1334       9.149853706281e-11       3.542951390862e-12      -6.684118315712e-12       1.080268238216e-14       2.174399839318e-15       4.970007165011e-16      -8.879928008086e-17 
 1335       9.161197169586e-11       3.527078808183e-12      -6.737519162106e-12       1.079787115878e-14       2.168251780014e-15       4.976895165483e-16      -8.840200337666e-17 
 1336       9.172930275385e-11       3.510876279567e-12      -6.789532106384e-12       1.079313979188e-14       2.162125299065e-15       4.983447815571e-16      -8.799526629345e-17 
 1337       9.185040012214e-11       3.494351138434e-12      -6.840143473577e-12       1.078848721761e-14       2.156020317744e-15       4.989680166807e-16      -8.757919635641e-17 
 1338       9.197513283011e-11       3.477510767958e-12      -6.889339536761e-12       1.078391236357e-14       2.149936756089e-15       4.995607367633e-16      -8.715392202513e-17 
 1339       9.210336904954e-11       3.460362601168e-12      -6.937106516982e-12       1.077941414876e-14       2.143874532897e-15       5.001244663584e-16      -8.671957269540e-17 
 1340       9.223497609293e-11       3.442914121042e-12      -6.983430583171e-12       1.077499148356e-14       2.137833565726e-15       5.006607397479e-16      -8.627627870109e-17 
 1341       9.236982041191e-11       3.425172860605e-12      -7.028297852072e-12       1.077064326973e-14       2.131813770889e-15       5.011711009602e-16      -8.582417131598e-17 
 1342       9.250776759553e-11       3.407146403025e-12      -7.071694388163e-12       1.076636840038e-14       2.125815063452e-15       5.016571037887e-16      -8.536338275561e-17 
 1343       9.264868236865e-11       3.388842381706e-12      -7.113606203576e-12       1.076216575994e-14       2.119837357232e-15       5.021203118106e-16      -8.489404617911e-17 
 1344       9.279242859030e-11       3.370268480390e-12      -7.154019258021e-12       1.075803422419e-14       2.113880564790e-15       5.025622984053e-16      -8.441629569108e-17 
 1345       9.293886925197e-11       3.351432433248e-12      -7.192919458705e-12       1.075397266019e-14       2.107944597436e-15       5.029846467729e-16      -8.393026634342e-17 
 1346       9.308786647605e-11       3.332342024982e-12      -7.230292660260e-12       1.074997992628e-14       2.102029365216e-15       5.033889499527e-16      -8.343609413714e-17 
 1347       9.323928151411e-11       3.313005090916e-12      -7.266124664660e-12       1.074605487207e-14       2.096134776918e-15       5.037768108420e-16      -8.293391602427e-17 
 1348       9.339297474531e-11       3.293429517095e-12      -7.300401221144e-12       1.074219633843e-14       2.090260740065e-15       5.041498422142e-16      -8.242386990967e-17 
 1349       9.354880567468e-11       3.273623240381e-12      -7.333108026140e-12       1.073840315743e-14       2.084407160911e-15       5.045096667377e-16      -8.190609465288e-17 
 1350       9.370663293156e-11       3.253594248549e-12      -7.364230723183e-12       1.073467415238e-14       2.078573944441e-15       5.048579169943e-16      -8.138073006995e-17 
 1351       9.386631426787e-11       3.233350580385e-12      -7.393754902844e-12       1.073100813777e-14       2.072760994366e-15       5.051962354977e-16      -8.084791693531e-17 
 1352       9.402770655652e-11       3.212900325780e-12      -7.421666102643e-12       1.072740391927e-14       2.066968213123e-15       5.055262747122e-16      -8.030779698363e-17 
 1353       9.419066578974e-11       3.192251625828e-12      -7.447949806981e-12       1.072386029370e-14       2.061195501867e-15       5.058496970707e-16      -7.976051291161e-17 
 1354       9.435504707743e-11       3.171412672920e-12      -7.472591447052e-12       1.072037604905e-14       2.055442760472e-15       5.061681749942e-16      -7.920620837987e-17 
 1355       9.452070464551e-11       3.150391710846e-12      -7.495576400775e-12       1.071694996440e-14       2.049709887528e-15       5.064833909093e-16      -7.864502801482e-17 
 1356       9.468749183429e-11       3.129197034883e-12      -7.516889992707e-12       1.071358080995e-14       2.043996780336e-15       5.067970372675e-16      -7.807711741041e-17 
 1357       9.485526109680e-11       3.107836991899e-12      -7.536517493972e-12       1.071026734699e-14       2.038303334909e-15       5.071108165632e-16      -7.750262313009e-17 
 1358       9.502386399715e-11       3.086319980445e-12      -7.554444122179e-12       1.070700832788e-14       2.032629445963e-15       5.074264413527e-16      -7.692169270857e-17 
 1359       9.519315120890e-11       3.064654450853e-12      -7.570655041345e-12       1.070380249602e-14       2.026975006919e-15       5.077456342723e-16      -7.633447465373e-17 
 1360       9.536297251338e-11       3.042848905332e-12      -7.585135361819e-12       1.070064858588e-14       2.021339909899e-15       5.080701280570e-16      -7.574111844840e-17 
 1361       9.553317679807e-11       3.020911898064e-12      -7.597870140201e-12       1.069754532290e-14       2.015724045724e-15       5.084016655594e-16      -7.514177455227e-17 
 1362       9.570361205493e-11       2.998852035301e-12      -7.608844379266e-12       1.069449142355e-14       2.010127303906e-15       5.087419997675e-16      -7.453659440369e-17 
 1363       9.587413344453e-11       2.976677771501e-12      -7.618047359268e-12       1.069148554424e-14       2.004549582452e-15       5.090923770355e-16      -7.392572357525e-17 
 1364       9.604462758638e-11       2.954396795152e-12      -7.625485682851e-12       1.068852612753e-14       1.998990817368e-15       5.094519806705e-16      -7.330928115637e-17 
 1365       9.621498852589e-11       2.932016636552e-12      -7.631170369933e-12       1.068561155426e-14       1.993450953462e-15       5.098194706850e-16      -7.268738015315e-17 
 1366       9.638510969116e-11       2.909544871251e-12      -7.635112539222e-12       1.068274019438e-14       1.987929934572e-15       5.101934990549e-16      -7.206013431609e-17 
 1367       9.655488389183e-11       2.886989120137e-12      -7.637323408417e-12       1.067991040695e-14       1.982427703562e-15       5.105727097053e-16      -7.142765814137e-17 
 1368       9.672420331798e-11       2.864357049520e-12      -7.637814294412e-12       1.067712054010e-14       1.976944202321e-15       5.109557384957e-16      -7.079006687236e-17 
 1369       9.689295953896e-11       2.841656371211e-12      -7.636596613492e-12       1.067436893106e-14       1.971479371760e-15       5.113412132043e-16      -7.014747650097e-17 
 1370       9.706104350230e-11       2.818894842610e-12      -7.633681881544e-12       1.067165390607e-14       1.966033151811e-15       5.117277535144e-16      -6.950000376906e-17 
 1371       9.722834553257e-11       2.796080266785e-12      -7.629081714250e-12       1.066897378041e-14       1.960605481425e-15       5.121139709986e-16      -6.884776616986e-17 
 1372       9.739475533024e-11       2.773220492559e-12      -7.622807827292e-12       1.066632685834e-14       1.955196298564e-15       5.124984691045e-16      -6.819088194936e-17 
 1373       9.756016197058e-11       2.750323414589e-12      -7.614872036556e-12       1.066371143313e-14       1.949805540209e-15       5.128798431397e-16      -6.752947010770e-17 
 1374       9.772445390251e-11       2.727396973456e-12      -7.605286258328e-12       1.066112578699e-14       1.944433142349e-15       5.132566802569e-16      -6.686365040063e-17 
 1375       9.788751894748e-11       2.704449155739e-12      -7.594062509502e-12       1.065856819107e-14       1.939079039981e-15       5.136275594392e-16      -6.619354334084e-17 
 1376       9.804924429835e-11       2.681487994105e-12      -7.581212907776e-12       1.065603690544e-14       1.933743167110e-15       5.139910514855e-16      -6.551927019941e-17 
 1377       9.820951651824e-11       2.658521567390e-12      -7.566749671858e-12       1.065353017908e-14       1.928425456746e-15       5.143457189951e-16      -6.484095300722e-17 
 1378       9.836822153945e-11       2.635558000684e-12      -7.550685121664e-12       1.065104624981e-14       1.923125840899e-15       5.146901163534e-16      -6.415871455632e-17 
 1379       9.852524466227e-11       2.612605465409e-12      -7.533031678524e-12       1.064858334434e-14       1.917844250580e-15       5.150227897167e-16      -6.347267840136e-17 
 1380       9.868047055391e-11       2.589672179410e-12      -7.513801865379e-12       1.064613967820e-14       1.912580615797e-15       5.153422769978e-16      -6.278296886097e-17 
 1381       9.883378324731e-11       2.566766407031e-12      -7.493008306985e-12       1.064371345573e-14       1.907334865553e-15       5.156471078507e-16      -6.208971101921e-17 
 1382       9.898506614010e-11       2.543896459201e-12      -7.470663730116e-12       1.064130287006e-14       1.902106927845e-15       5.159358036562e-16      -6.139303072691e-17 
 1383       9.913420199337e-11       2.521070693520e-12      -7.446780963763e-12       1.063890610310e-14       1.896896729659e-15       5.162068775068e-16      -6.069305460314e-17 
 1384       9.928107293065e-11       2.498297514337e-12      -7.421372939336e-12       1.063652132551e-14       1.891704196970e-15       5.164588341919e-16      -5.998991003655e-17 
 1385       9.942556043668e-11       2.475585372837e-12      -7.394452690867e-12       1.063414669666e-14       1.886529254739e-15       5.166901701831e-16      -5.928372518683e-17 
 1386       9.956754535637e-11       2.452942767123e-12      -7.366033355211e-12       1.063178036465e-14       1.881371826911e-15       5.168993736193e-16      -5.857462898609e-17 
 1387       9.970690789360e-11       2.430378242299e-12      -7.336128172249e-12       1.062942046625e-14       1.876231836413e-15       5.170849242920e-16      -5.786275114023e-17 
 1388       9.984352761014e-11       2.407900390553e-12      -7.304750485085e-12       1.062706512691e-14       1.871109205151e-15       5.172452936303e-16      -5.714822213043e-17 
 1389       9.997728342453e-11       2.385517851240e-12      -7.271913740255e-12       1.062471246072e-14       1.866003854007e-15       5.173789446859e-16      -5.643117321446e-17 
 1390       1.001080536109e-10       2.363239310969e-12      -7.237631487921e-12       1.062236057038e-14       1.860915702839e-15       5.174843321190e-16      -5.571173642814e-17 
 1391       1.002357157979e-10       2.341073503679e-12      -7.201917382079e-12       1.062000754722e-14       1.855844670477e-15       5.175599021825e-16      -5.499004458673e-17 
 1392       1.003601469675e-10       2.319029210728e-12      -7.164785180756e-12       1.061765147114e-14       1.850790674721e-15       5.176040927080e-16      -5.426623128634e-17 
 1393       1.004812234540e-10       2.297115260974e-12      -7.126248746214e-12       1.061529041058e-14       1.845753632339e-15       5.176153330906e-16      -5.354043090531e-17 
 1394       1.005988209428e-10       2.275340530858e-12      -7.086322045152e-12       1.061292242255e-14       1.840733459065e-15       5.175920442741e-16      -5.281277860566e-17 
 1395       1.007128144691e-10       2.253713944491e-12      -7.045019148905e-12       1.061054555257e-14       1.835730069596e-15       5.175326387361e-16      -5.208341033443e-17 
 1396       1.008230784172e-10       2.232244473729e-12      -7.002354233650e-12       1.060815783465e-14       1.830743377590e-15       5.174355204733e-16      -5.135246282515e-17 
 1397       1.009294865190e-10       2.210941138264e-12      -6.958341580603e-12       1.060575729129e-14       1.825773295665e-15       5.172990849869e-16      -5.062007359920e-17 
 1398       1.010319118532e-10       2.189813005705e-12      -6.912995576224e-12       1.060334193343e-14       1.820819735393e-15       5.171217192671e-16      -4.988638096722e-17 
 1399       1.011302268436e-10       2.168869191659e-12      -6.866330712416e-12       1.060090976046e-14       1.815882607303e-15       5.169018017792e-16      -4.915152403055e-17 
 1400       1.012243032586e-10       2.148118859817e-12      -6.818361586729e-12       1.059845876018e-14       1.810961820875e-15       5.166377024479e-16      -4.841564268257e-17 
 1401       1.013140122099e-10       2.127571222033e-12      -6.769102902562e-12       1.059598690878e-14       1.806057284539e-15       5.163277826430e-16      -4.767887761017e-17 
 1402       1.013992400905e-10       2.107234640765e-12      -6.718571244917e-12       1.059349230887e-14       1.801168913734e-15       5.159706861306e-16      -4.694135434244e-17 
 1403       1.014799365735e-10       2.087113925953e-12      -6.666790427541e-12       1.059097360519e-14       1.796296655192e-15       5.155662152771e-16      -4.620313521209e-17 
 1404       1.015560671121e-10       2.067213010110e-12      -6.613786201961e-12       1.058842957318e-14       1.791440462902e-15       5.151144639554e-16      -4.546426689576e-17 
 1405       1.016275970451e-10       2.047535843436e-12      -6.559584487299e-12       1.058585898134e-14       1.786600290071e-15       5.146155274103e-16      -4.472479632165e-17 
 1406       1.016944915970e-10       2.028086393849e-12      -6.504211370584e-12       1.058326059120e-14       1.781776089122e-15       5.140695022622e-16      -4.398477066997e-17 
 1407       1.017567158777e-10       2.008868647015e-12      -6.447693107058e-12       1.058063315730e-14       1.776967811692e-15       5.134764865091e-16      -4.324423737335e-17 
 1408       1.018142348825e-10       1.989886606372e-12      -6.390056120491e-12       1.057797542722e-14       1.772175408630e-15       5.128365795306e-16      -4.250324411728e-17 
 1409       1.018670134919e-10       1.971144293164e-12      -6.331327003486e-12       1.057528614151e-14       1.767398829994e-15       5.121498820900e-16      -4.176183884053e-17 
 1410       1.019150164714e-10       1.952645746465e-12      -6.271532517792e-12       1.057256403372e-14       1.762638025053e-15       5.114164963374e-16      -4.102006973559e-17 
 1411       1.019582084712e-10       1.934395023210e-12      -6.210699594612e-12       1.056980783037e-14       1.757892942280e-15       5.106365258129e-16      -4.027798524912e-17 
 1412       1.019965540264e-10       1.916396198220e-12      -6.148855334916e-12       1.056701625092e-14       1.753163529356e-15       5.098100754494e-16      -3.953563408233e-17 
 1413       1.020300175566e-10       1.898653364236e-12      -6.086027009747e-12       1.056418800781e-14       1.748449733162e-15       5.089372515752e-16      -3.879306519147e-17 
 1414       1.020585633657e-10       1.881170631943e-12      -6.022242060536e-12       1.056132180640e-14       1.743751499783e-15       5.080181619177e-16      -3.805032778820e-17 
 1415       1.020821556419e-10       1.863952130000e-12      -5.957528099404e-12       1.055841634497e-14       1.739068774503e-15       5.070529156053e-16      -3.730747134008e-17 
 1416       1.021007584576e-10       1.847002005067e-12      -5.891912909483e-12       1.055547031471e-14       1.734401501802e-15       5.060416231713e-16      -3.656454557098e-17 
 1417       1.021143357689e-10       1.830324421837e-12      -5.825424445215e-12       1.055248239970e-14       1.729749625359e-15       5.049843965560e-16      -3.582160046146e-17 
 1418       1.021228514158e-10       1.813923563060e-12      -5.758090832669e-12       1.054945127693e-14       1.725113088045e-15       5.038813491104e-16      -3.507868624930e-17 
 1419       1.021262691219e-10       1.797803629575e-12      -5.689940369849e-12       1.054637561623e-14       1.720491831925e-15       5.027325955985e-16      -3.433585342984e-17 
 1420       1.021245524944e-10       1.781968840335e-12      -5.621001527003e-12       1.054325408032e-14       1.715885798254e-15       5.015382522005e-16      -3.359315275645e-17 
 1421       1.021176650236e-10       1.766423432439e-12      -5.551302946934e-12       1.054008532474e-14       1.711294927477e-15       5.002984365158e-16      -3.285063524098e-17 
 1422       1.021055700830e-10       1.751171661159e-12      -5.480873445311e-12       1.053686799789e-14       1.706719159224e-15       4.990132675658e-16      -3.210835215414e-17 
