# Matter power spectrum P(k) at redshift z=1
# for k=1.01776e-05 to 10.8586 h/Mpc,
# number of wavenumbers equal to 728
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       8.223468950220e-01       3.948629431325e+01 
       8.254729494965e-01       3.914818099468e+01 
       8.285990040060e-01       3.881434223087e+01 
       8.317250585502e-01       3.848460293365e+01 
       8.348511131285e-01       3.815869276427e+01 
       8.379771677406e-01       3.783636340675e+01 
       8.411032223862e-01       3.751755610545e+01 
       8.442292770649e-01       3.720233447215e+01 
       8.473553317763e-01       3.689087384702e+01 
       8.504813865200e-01       3.658326139368e+01 
       8.536074412957e-01       3.627944357271e+01 
       8.567334961031e-01       3.597922474075e+01 
       8.598595509417e-01       3.568240725819e+01 
       8.629856058113e-01       3.538877242986e+01 
       8.661116607116e-01       3.509827129952e+01 
       8.692377156421e-01       3.481099056205e+01 
       8.723637706026e-01       3.452707925748e+01 
       8.754898255927e-01       3.424658411664e+01 
       8.786158806121e-01       3.396953564510e+01 
       8.817419356605e-01       3.369564703161e+01 
       8.848679907377e-01       3.342476861132e+01 
       8.879940458432e-01       3.315674709748e+01 
       8.911201009769e-01       3.289149377149e+01 
       8.942461561383e-01       3.262921298188e+01 
       8.973722113273e-01       3.236974212365e+01 
       9.004982665435e-01       3.211338319550e+01 
       9.036243217866e-01       3.186009328753e+01 
       9.067503770564e-01       3.160961739143e+01 
       9.098764323526e-01       3.136180617230e+01 
       9.130024876749e-01       3.111649287240e+01 
       9.161285430230e-01       3.087369446559e+01 
       9.192545983968e-01       3.063346487294e+01 
       9.223806537958e-01       3.039590429416e+01 
       9.255067092199e-01       3.016122977340e+01 
       9.286327646689e-01       2.992915959662e+01 
       9.317588201424e-01       2.969941204345e+01 
       9.348848756402e-01       2.947219170410e+01 
       9.380109311621e-01       2.924721382649e+01 
       9.411369867078e-01       2.902446552773e+01 
       9.442630422771e-01       2.880403509554e+01 
       9.473890978698e-01       2.858603043968e+01 
       9.505151534856e-01       2.837033170896e+01 
       9.536412091243e-01       2.815719222853e+01 
       9.567672647857e-01       2.794645261268e+01 
       9.598933204696e-01       2.773769640467e+01 
       9.630193761757e-01       2.753092577373e+01 
       9.661454319038e-01       2.732617352315e+01 
       9.692714876537e-01       2.712349355238e+01 
       9.723975434252e-01       2.692281061608e+01 
       9.755235992181e-01       2.672454179361e+01 
       9.786496550322e-01       2.652864605395e+01 
       9.817757108673e-01       2.633452567537e+01 
       9.849017667231e-01       2.614231269500e+01 
       9.880278225995e-01       2.595189245446e+01 
       9.911538784963e-01       2.576322075092e+01 
       9.942799344134e-01       2.557649639906e+01 
       9.974059903504e-01       2.539173566548e+01 
       1.000532046307e+00       2.520896142871e+01 
       1.003658102284e+00       2.502811553087e+01 
       1.006784158280e+00       2.484910988225e+01 
       1.009910214295e+00       2.467179482790e+01 
       1.013036270329e+00       2.449609555268e+01 
       1.016162326382e+00       2.432207398379e+01 
       1.019288382454e+00       2.414971521827e+01 
       1.022414438545e+00       2.397913516675e+01 
       1.025540494654e+00       2.381035456148e+01 
       1.028666550781e+00       2.364324717799e+01 
       1.031792606926e+00       2.347784875392e+01 
       1.034918663089e+00       2.331396799245e+01 
       1.038044719270e+00       2.315154943669e+01 
       1.041170775468e+00       2.299060871382e+01 
       1.044296831684e+00       2.283121952554e+01 
       1.047422887917e+00       2.267344410248e+01 
       1.050548944167e+00       2.251729807799e+01 
       1.053675000434e+00       2.236273545608e+01 
       1.056801056718e+00       2.220964374496e+01 
       1.059927113019e+00       2.205792059890e+01 
       1.063053169336e+00       2.190752506142e+01 
       1.066179225670e+00       2.175847490410e+01 
       1.069305282019e+00       2.161084599061e+01 
       1.072431338385e+00       2.146467593871e+01 
       1.075557394767e+00       2.131999725139e+01 
       1.078683451164e+00       2.117673623400e+01 
       1.081809507577e+00       2.103481087770e+01 
       1.084935564006e+00       2.089412508560e+01 
       1.088061620450e+00       2.075465851584e+01 
       1.091187676910e+00       2.061640215572e+01 
       1.094313733384e+00       2.047943554615e+01 
       1.097439789873e+00       2.034380540990e+01 
       1.100565846378e+00       2.020952823085e+01 
       1.367842016088e+00       1.212264048508e+01 
       1.720985182451e+00       6.999266645626e+00 
       2.166579374803e+00       3.999985749964e+00 
       2.727561803545e+00       2.267887938779e+00 
       3.433796866714e+00       1.276570682345e+00 
       4.322894134445e+00       7.138742914702e-01 
       5.442201278349e+00       3.968266323846e-01 
       6.851325485412e+00       2.193838504554e-01 
       8.625307758058e+00       1.206769170605e-01 
       1.085861912116e+01       6.607417156447e-02 
