#--- z=1.000, D(z)=0.6146, f(z)=0.8651  ---#
#-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------#
#   r [Mpc/h]            xi_Zel               xi_A                 xi_W                 xi_ct0               xi_d                 xi_dd                xi_d^2               xi_dd^2              xi_d^2d^2            xi_s^2               xi_ds^2              xi_d^2s^2            xi_s^2s^2            xi_D2d               xi_dD2d      #
#-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------#
 2.500000000E-01      3.950029257E+00     -2.620014823E+00     -8.880984130E-01     -8.565598768E+00      9.382862672E+00      1.474209102E+01      5.546013879E+00      1.827356314E+01      5.073428876E+01     -5.123020009E+00     -1.207954826E+00      2.768886404E+00      5.322086572E+00     -6.557617824E+00     -8.142842591E+00
 5.000000000E-01      3.207861357E+00     -1.139582272E+00     -4.218410964E-01     -2.583802472E+00      9.066933140E+00      1.019410860E+01      4.120545013E+00      1.018254556E+01      2.372148528E+01     -2.706746366E+00     -7.462862268E-01      1.661379276E+00      2.606635280E+00     -1.539142896E+00     -1.939051191E+00
 7.500000000E-01      2.629827299E+00     -4.742832069E-01     -1.587348595E-01     -1.130654157E+00      7.963701443E+00      7.415399994E+00      3.077611579E+00      6.383503518E+00      1.319609312E+01     -1.613320189E+00     -4.997405599E-01      1.107478024E+00      1.510583055E+00     -6.380160138E-01     -6.493669854E-01
 1.000000000E+00      2.179624689E+00     -1.435865379E-01     -1.102574363E-02     -5.496249016E-01      6.787156114E+00      5.566369156E+00      2.302082027E+00      4.232541007E+00      8.235957068E+00     -1.018451151E+00     -3.485458540E-01      7.919287485E-01      9.767668278E-01     -3.246489709E-01     -2.820919590E-01
 1.250000000E+00      1.825870323E+00      2.057646975E-02      6.603135204E-02     -2.775999779E-01      5.719628459E+00      4.275673208E+00      1.726944168E+00      2.910619260E+00      5.534000198E+00     -6.689393520E-01     -2.500366264E-01      5.939684298E-01      6.775528375E-01     -1.819780093E-01     -1.429380174E-01
 1.500000000E+00      1.545961227E+00      9.693560845E-02      1.006105093E-01     -1.411586441E-01      4.806892759E+00      3.348909010E+00      1.300653628E+00      2.058680491E+00      3.919538430E+00     -4.539246966E-01     -1.835058069E-01      4.617691136E-01      4.942047292E-01     -1.086183802E-01     -8.002814857E-02
 1.750000000E+00      1.322924546E+00      1.265757011E-01      1.105695907E-01     -7.044319750E-02      4.048075679E+00      2.670063251E+00      9.845207368E-01      1.490733740E+00      2.889491473E+00     -3.171197939E-01     -1.373712455E-01      3.693566739E-01      3.745505016E-01     -6.784245959E-02     -4.804640757E-02
 2.000000000E+00      1.143841937E+00      1.318785795E-01      1.070976700E-01     -3.338164094E-02      3.426034426E+00      2.164677978E+00      7.496877998E-01      1.101852868E+00      2.198554426E+00     -2.276112887E-01     -1.046818512E-01      3.023745598E-01      2.926169373E-01     -4.389313262E-02     -3.035491133E-02
 2.250000000E+00      9.988442392E-01      1.252069002E-01      9.704223823E-02     -1.406956497E-02      2.919369207E+00      1.782903480E+00      5.747548459E-01      8.294790116E-01      1.716142919E+00     -1.675517697E-01     -8.107587012E-02      2.523411875E-01      2.343091725E-01     -2.922128102E-02     -1.991268579E-02
 2.500000000E+00      8.803846417E-01      1.133483666E-01      8.444880434E-02     -4.242181433E-03      2.507332469E+00      1.490471107E+00      4.439264363E-01      6.348287294E-01      1.368028402E+00     -1.262734921E-01     -6.373047244E-02      2.139949956E-01      1.914725473E-01     -1.992541458E-02     -1.345211024E-02
