#--- z=0, D(z)=1.000, f(z)=0.5050  ---#
#-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------#
#   r [Mpc/h]            xi_Zel               xi_A                 xi_W                 xi_ct0               xi_d                 xi_dd                xi_d^2               xi_dd^2              xi_d^2d^2            xi_s^2               xi_ds^2              xi_d^2s^2            xi_s^2s^2            xi_D2d               xi_dD2d      #
#-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------#
 2.500000000E-01      3.180954213E+00     -6.128082902E+00     -1.105609708E+00     -2.101008897E+00      2.666286387E-01      1.529352682E+01      3.823765779E+00      2.328623869E+01      1.446884348E+02     -7.415971111E+00     -1.616174559E+00      8.293372128E+00      1.533284399E+01     -9.042163417E+00     -2.595805526E+01
 5.000000000E-01      3.021129205E+00     -4.658861465E+00     -9.179022174E-01     -1.023766716E+00      2.381582086E+00      1.298241154E+01      3.574314104E+00      1.730444054E+01      9.155786643E+01     -5.381873836E+00     -1.291633602E+00      6.302690617E+00      1.004874829E+01     -3.665667421E+00     -1.061298725E+01
 7.500000000E-01      2.842335773E+00     -3.622366073E+00     -7.583158046E-01     -6.247208083E-01      3.559800680E+00      1.109441817E+01      3.294728739E+00      1.327257729E+01      5.949107241E+01     -4.087642393E+00     -1.049393755E+00      4.870561771E+00      6.788238818E+00     -1.710140169E+00     -4.292240949E+00
 1.000000000E+00      2.663519202E+00     -2.858065895E+00     -6.235204706E-01     -4.334703603E-01      4.218037664E+00      9.613967832E+00      3.007537578E+00      1.055016416E+01      4.139579454E+01     -3.207724136E+00     -8.702660833E-01      3.896608112E+00      4.896241450E+00     -1.022592952E+00     -2.024437963E+00
 1.250000000E+00      2.490536427E+00     -2.262885696E+00     -5.068710046E-01     -3.168312408E-01      4.581313480E+00      8.405862152E+00      2.726653858E+00      8.545366538E+00      3.026343579E+01     -2.560107702E+00     -7.295283976E-01      3.194791156E+00      3.699421530E+00     -6.845561541E-01     -1.085923178E+00
 1.500000000E+00      2.325470598E+00     -1.788756984E+00     -4.059093809E-01     -2.380402063E-01      4.753906266E+00      7.392983805E+00      2.459392065E+00      7.002981375E+00      2.289836956E+01     -2.065017270E+00     -6.156685279E-01      2.665291933E+00      2.886382790E+00     -4.842399154E-01     -6.360896531E-01
 1.750000000E+00      2.169214559E+00     -1.407122048E+00     -3.191251969E-01     -1.818015798E-01      4.796217360E+00      6.529563629E+00      2.209086436E+00      5.786785921E+00      1.777145881E+01     -1.678036775E+00     -5.220654221E-01      2.253100983E+00      2.305990596E+00     -3.548409232E-01     -3.960613632E-01
 2.000000000E+00      2.022147863E+00     -1.098526624E+00     -2.452141029E-01     -1.402502531E-01      4.747712634E+00      5.785677782E+00      1.977208732E+00      4.811802584E+00      1.406857540E+01     -1.371058581E+00     -4.443015679E-01      1.924969028E+00      1.876594970E+00     -2.665815873E-01     -2.578070348E-01
 2.250000000E+00      1.884356868E+00     -8.486876970E-01     -1.829107365E-01     -1.088393191E-01      4.635896114E+00      5.140191636E+00      1.764183182E+00      4.020810768E+00      1.131804894E+01     -1.124988520E+00     -3.792145309E-01      1.659301814E+00      1.550186047E+00     -2.039982342E-01     -1.734996918E-01
 2.500000000E+00      1.755733878E+00     -6.466246260E-01     -1.309687297E-01     -8.472145733E-02      4.480659731E+00      4.577298638E+00      1.569773518E+00      3.373304651E+00      9.228956947E+00     -9.262232785E-01     -3.244374221E-01      1.441317616E+00      1.296702852E+00     -1.583138926E-01     -1.198439019E-01
