#--- z=2.000, D(z)=0.4239, f(z)=0.9541  ---#
#-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------#
#   r [Mpc/h]            xi_Zel               xi_A                 xi_W                 xi_ct0               xi_d                 xi_dd                xi_d^2               xi_dd^2              xi_d^2d^2            xi_s^2               xi_ds^2              xi_d^2s^2            xi_s^2s^2            xi_D2d               xi_dD2d      #
#-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------#
 2.500000000E-01      3.473792520E+00     -3.278500255E-01     -1.591633827E-01     -1.231720363E+01      1.153822313E+01      1.028011057E+01      4.801485591E+00      9.730764112E+00      1.613597315E+01     -2.263086256E+00     -6.259285449E-01      8.403082814E-01      1.678332169E+00     -3.008955538E+00     -2.395197744E+00
 5.000000000E-01      2.237430348E+00      1.602427318E-01      1.635759862E-01     -1.850953154E+00      7.484778053E+00      5.424902405E+00      2.486570740E+00      3.941757966E+00      6.111246724E+00     -8.143090487E-01     -2.847491297E-01      4.118179626E-01      6.654303649E-01     -4.949505692E-01     -4.368414743E-01
 7.500000000E-01      1.566855525E+00      1.960335796E-01      1.896639559E-01     -3.981282680E-01      5.030543257E+00      3.279803508E+00      1.388934269E+00      1.997460745E+00      3.125660811E+00     -3.786874280E-01     -1.552852437E-01      2.501082066E-01      3.532256214E-01     -1.652489342E-01     -1.389616461E-01
 1.000000000E+00      1.169530421E+00      1.590717780E-01      1.518467679E-01     -8.267566731E-02      3.555029144E+00      2.178964062E+00      8.250033310E-01      1.145340422E+00      1.879575012E+00     -2.066608222E-01     -9.427998117E-02      1.714637629E-01      2.194190839E-01     -7.019656620E-02     -5.942663319E-02
 1.250000000E+00      9.170104636E-01      1.189632954E-01      1.098947388E-01     -9.521332213E-03      2.639939841E+00      1.556890006E+00      5.182934878E-01      7.169403452E-01      1.246076896E+00     -1.269336495E-01     -6.190504665E-02      1.267813547E-01      1.499018764E-01     -3.463810040E-02     -2.998303379E-02
 1.500000000E+00      7.466727233E-01      8.799343984E-02      7.717340218E-02      5.293817864E-03      2.047976274E+00      1.177279066E+00      3.424779463E-01      4.790018398E-01      8.810727543E-01     -8.497894878E-02     -4.311378275E-02      9.859828749E-02      1.090681892E-01     -1.898821728E-02     -1.678969169E-02
 1.750000000E+00      6.257128827E-01      6.593499937E-02      5.416103981E-02      6.327107991E-03      1.647332616E+00      9.298926134E-01      2.364514411E-01      3.361212708E-01      6.518381676E-01     -6.048155383E-02     -3.139383881E-02      7.944249007E-02      8.295390171E-02     -1.124290043E-02     -1.009169135E-02
 2.000000000E+00      5.359977518E-01      5.045627180E-02      3.851793350E-02      4.781853956E-03      1.364025012E+00      7.593569417E-01      1.693589173E-01      2.448116162E-01      4.986185646E-01     -4.494893129E-02     -2.364645878E-02      6.568508990E-02      6.518904566E-02     -7.049684180E-03     -6.377289839E-03
 2.250000000E+00      4.670111709E-01      3.948085242E-02      2.792086747E-02      3.269365906E-03      1.155560141E+00      6.361304858E-01      1.249930383E-01      1.834861897E-01      3.913118484E-01     -3.446059021E-02     -1.827984651E-02      5.538560472E-02      5.252947443E-02     -4.614062832E-03     -4.179064828E-03
 2.500000000E+00      4.123761439E-01      3.153512044E-02      2.065355297E-02      2.210158370E-03      9.967842303E-01      5.435722736E-01      9.449636486E-02      1.406321565E-01      3.133968064E-01     -2.703570338E-02     -1.442050989E-02      4.742378374E-02      4.317734175E-02     -3.118791512E-03     -2.813400523E-03
 2.750000000E+00      3.680543778E-01      2.564324152E-02      1.556861121E-02      1.534509871E-03      8.722879600E-01      4.718212540E-01      7.282778378E-02      1.097177303E-01      2.551760408E-01     -2.158890333E-02     -1.156045058E-02      4.111138118E-02      3.606790716E-02     -2.159239012E-03     -1.930230698E-03
 3.000000000E+00      3.313853451E-01      2.117035432E-02      1.192793951E-02      1.113543662E-03      7.722839214E-01      4.147526134E-01      5.699884402E-02      8.683455934E-02      2.106438935E-01     -1.748217848E-02     -9.388763846E-03      3.600364540E-02      3.053588575E-02     -1.521285961E-03     -1.341445844E-03
 3.250000000E+00      3.005516999E-01      1.770131507E-02      9.261231431E-03      8.489090474E-04      6.903287016E-01      3.683956114E-01      4.516634237E-02      6.953474882E-02      1.759153511E-01     -1.431806154E-02     -7.706612835E-03      3.180072399E-02      2.614713071E-02     -1.084917104E-03     -9.387350930E-04
 3.500000000E+00      2.742714201E-01      1.496000471E-02      7.266672896E-03      6.780459544E-04      6.220343271E-01      3.300759430E-01      3.615035466E-02      5.622434066E-02      1.483854808E-01     -1.183695531E-02     -6.381952730E-03      2.829342781E-02      2.260801849E-02     -7.794213536E-04     -6.581103438E-04
 3.750000000E+00      2.516142713E-01      1.275859319E-02      5.747314907E-03      5.634135223E-04      5.643189136E-01      2.979314958E-01      2.916988251E-02      4.583080968E-02      1.262540942E-01     -9.862795149E-03     -5.324199575E-03      2.533156331E-02      1.971380309E-02     -5.614441641E-04     -4.589291344E-04
 4.000000000E+00      2.318885435E-01      1.096616928E-02      4.571751470E-03      4.831356319E-04      5.149575366E-01      2.706278506E-01      2.369212981E-02      3.761196272E-02      1.082450513E-01     -8.272435672E-03     -4.469525694E-03      2.280445152E-02      1.731801746E-02     -4.034458098E-04     -3.157026971E-04
