# s8 = 0.8195 
#  k, 0.95*s8, 0.97*s8, 1.*s8, 1.03*s8, 1.05*s8
3.490699999999999793e-03 1.533788409029127706e+03 1.599048769036572139e+03 1.699488541860529494e+03 1.802987394059835651e+03 1.873686117401233787e+03
3.600200000000000015e-03 1.570901051811826392e+03 1.637740498226867203e+03 1.740610583725015886e+03 1.846613768273868800e+03 1.919023168556829887e+03
3.713199999999999834e-03 1.608495676968326279e+03 1.676934717406646314e+03 1.782266678081247846e+03 1.890806718776396110e+03 1.964949012584575485e+03
3.829599999999999844e-03 1.646692780092078010e+03 1.716757049073281223e+03 1.824590338052164043e+03 1.935707889639541008e+03 2.011610847702510910e+03
3.949799999999999839e-03 1.685371865589630943e+03 1.757081870729400634e+03 1.867448050514826491e+03 1.981175636791179386e+03 2.058861475692596287e+03
4.073700000000000411e-03 1.724532933460985078e+03 1.797909182375003411e+03 1.910839815469235418e+03 2.027209960231311697e+03 2.106700896554832070e+03
4.201500000000000373e-03 1.764175983706140642e+03 1.839238984010091372e+03 1.954765632915390825e+03 2.073810859959938171e+03 2.155129110289218715e+03
4.333299999999999999e-03 1.804301016325097180e+03 1.881071275634663607e+03 1.999225502853292937e+03 2.120978335977058578e+03 2.204146116895755767e+03
4.469200000000000429e-03 1.844908031317855148e+03 1.923406057248720344e+03 2.044219425282942211e+03 2.168712388282673146e+03 2.253751916374443681e+03
4.609399999999999609e-03 1.885876533090963676e+03 1.966117706354889833e+03 2.089613887081400662e+03 2.216871372804657312e+03 2.303799310507244172e+03
4.754000000000000413e-03 1.927206521644423674e+03 2.009206222953172755e+03 2.135408888248668973e+03 2.265455289543012896e+03 2.354288299294157696e+03
4.903099999999999646e-03 1.968897996978234460e+03 2.052671607043569111e+03 2.181604428784747597e+03 2.314464138497738531e+03 2.405218882735184252e+03
5.056899999999999590e-03 2.010251180385496809e+03 2.095744163854484668e+03 2.227316824210412051e+03 2.362888685565206742e+03 2.455491348917458254e+03
5.215499999999999650e-03 2.052508899889726763e+03 2.139797792796789508e+03 2.274134139507114014e+03 2.412553441324331743e+03 2.507100909672045873e+03
5.379100000000000374e-03 2.095006019207710324e+03 2.184100912263934333e+03 2.321216460705585177e+03 2.462499172043515046e+03 2.559002342607406717e+03
5.547899999999999707e-03 2.137742473114025415e+03 2.228653449661760078e+03 2.368563703166900268e+03 2.512725779778027572e+03 2.611195540166323553e+03
5.721900000000000250e-03 2.180597777835496800e+03 2.273329794704421147e+03 2.416042366599725938e+03 2.563091633944905425e+03 2.663533318076835712e+03
5.901400000000000222e-03 2.223571858209881611e+03 2.318129863652526637e+03 2.463652353244229744e+03 2.613596621294894248e+03 2.716015551898691683e+03
6.086499999999999896e-03 2.266664664972096034e+03 2.363053600987020673e+03 2.511393597319847231e+03 2.664240664666217526e+03 2.768642156223981601e+03
6.277500000000000094e-03 2.309755682059381797e+03 2.407975360586201532e+03 2.559132556920235857e+03 2.714882085495557021e+03 2.821265894210715942e+03
6.474399999999999947e-03 2.352724441502664831e+03 2.452769548975642465e+03 2.606735750177816044e+03 2.765379273363657376e+03 2.873739602984805970e+03
6.677500000000000276e-03 2.395570876516045246e+03 2.497436090891779259e+03 2.654203087929197409e+03 2.815732123701197452e+03 2.926063166819292746e+03
6.886899999999999619e-03 2.438415382906389368e+03 2.542100496508249762e+03 2.701667950366701007e+03 2.866082124758518603e+03 2.978383611510561423e+03
7.102999999999999939e-03 2.480896578637380117e+03 2.586386012446736459e+03 2.748729927563324054e+03 2.916004490687199450e+03 3.030259500980926532e+03
7.325800000000000367e-03 2.523134883505320431e+03 2.630418174713909593e+03 2.795522428509749261e+03 2.965640741755452382e+03 3.081837895340597697e+03
7.555599999999999990e-03 2.564889383379708306e+03 2.673945821090604113e+03 2.841778519029557174e+03 3.014707692075815885e+03 3.132824507715741220e+03
7.792600000000000221e-03 2.606280474763805159e+03 2.717094461285916168e+03 2.887631576887580650e+03 3.063346825225909015e+03 3.183366357566831994e+03
8.037000000000000741e-03 2.647187700757310267e+03 2.759738512177889788e+03 2.932948129307328600e+03 3.111416538375653545e+03 3.233316288464297031e+03
8.289200000000000040e-03 2.687370163022693760e+03 2.801626828026732710e+03 2.977461259672169945e+03 3.158633664339325605e+03 3.282380033031412040e+03
8.549199999999999855e-03 2.726948304473545704e+03 2.842884968311148896e+03 3.021304400893197453e+03 3.205139747648071079e+03 3.330704675808181946e+03
8.817399999999999544e-03 2.765681249594073051e+03 2.883261811648998446e+03 3.064210663172642853e+03 3.250651650594778403e+03 3.377995980785480697e+03
9.093900000000000247e-03 2.803569022569801746e+03 2.922757379313469301e+03 3.106180062722686671e+03 3.295169383447373093e+03 3.424253953747573632e+03
9.379200000000000731e-03 2.840370764783496725e+03 2.961120567768873570e+03 3.146945729108297201e+03 3.338409829494321457e+03 3.469184380835616594e+03
9.673400000000000401e-03 2.876206937011770606e+03 2.998476954032928916e+03 3.186641112119387799e+03 3.380514549263200479e+03 3.512934361866968175e+03
9.976900000000000351e-03 2.910716318177152516e+03 3.034449958631111258e+03 3.224865996689714393e+03 3.421058974665858386e+03 3.555062694923073195e+03
1.029000000000000054e-02 2.944019362592487596e+03 3.069165150204349629e+03 3.261753821049769158e+03 3.460184651087332895e+03 3.595716462052956103e+03
1.061299999999999917e-02 2.975995717574385253e+03 3.102497056280743891e+03 3.297171233331473104e+03 3.497750107629695322e+03 3.634748646553390245e+03
1.094599999999999913e-02 3.006284281080179426e+03 3.134069227832432261e+03 3.330718167479671592e+03 3.533330945614136454e+03 3.671718230589217001e+03
1.128900000000000042e-02 3.035005599543266726e+03 3.164007333644132359e+03 3.362528174839132134e+03 3.567068837699870983e+03 3.706772433623797497e+03
1.164300000000000057e-02 3.061918877590790544e+03 3.192060336346347867e+03 3.392334455767284453e+03 3.598680742885947893e+03 3.739617120947382773e+03
1.200799999999999958e-02 3.086903904081551900e+03 3.218102918516352929e+03 3.420003835412873286e+03 3.628025391421325367e+03 3.770105494357326279e+03
1.238500000000000018e-02 3.109960726794334278e+03 3.242135120879716396e+03 3.445536342370216971e+03 3.655102797774154169e+03 3.798237557717271557e+03
1.277299999999999963e-02 3.130728556181412387e+03 3.263780840700555473e+03 3.468532312065361566e+03 3.679489025638822113e+03 3.823572799507905529e+03
1.317399999999999995e-02 3.149327727740625505e+03 3.283165507782206532e+03 3.489125010897814263e+03 3.701325411786292989e+03 3.846258066395684637e+03
1.358700000000000012e-02 3.165517895695980769e+03 3.300038583835132158e+03 3.507048219095951936e+03 3.720329584221057303e+03 3.865999957005141823e+03
1.401400000000000041e-02 3.179178684684818109e+03 3.314274565075304508e+03 3.522168539222245272e+03 3.736360010508309188e+03 3.882651381414100797e+03
1.445300000000000057e-02 3.190069960153521151e+03 3.325623151791572582e+03 3.534220035003864723e+03 3.749134652006378474e+03 3.895919307735869097e+03
1.490700000000000011e-02 3.198191651016183641e+03 3.334084246806700321e+03 3.543202565880431848e+03 3.758653319301840838e+03 3.905803510725138040e+03
1.537400000000000051e-02 3.203544415400360322e+03 3.339658574357347334e+03 3.549116963719211526e+03 3.764916962628291913e+03 3.912305025825180110e+03
1.585599999999999857e-02 3.205767272943941862e+03 3.341969819099848337e+03 3.551563316053536710e+03 3.767501359117270567e+03 3.914983027123844295e+03
1.635400000000000048e-02 3.204740176656203857e+03 3.340892846413639745e+03 3.550408661579962882e+03 3.766265486752792640e+03 3.913690988918240237e+03
1.686700000000000005e-02 3.200584086019136976e+03 3.336553788091040587e+03 3.545787096567243680e+03 3.761351653855788300e+03 3.908576831983189095e+03
1.739599999999999827e-02 3.193058636565770030e+03 3.328702091344963719e+03 3.537432394303348246e+03 3.752477490556491830e+03 3.899347163932079638e+03
1.794199999999999962e-02 3.182043871340713395e+03 3.317212727893545889e+03 3.525211726910860307e+03 3.739502138658700005e+03 3.885855645062711574e+03
1.850399999999999961e-02 3.167540438273115797e+03 3.302086424087835439e+03 3.509125949489342474e+03 3.722426596031601093e+03 3.868103376599881358e+03
1.908500000000000127e-02 3.149548567169274975e+03 3.283323421718967893e+03 3.489175323085211858e+03 3.701251144432850197e+03 3.846090654858320704e+03
1.968400000000000011e-02 3.127828252758700273e+03 3.260673592935289889e+03 3.465094154904534662e+03 3.675694070025448582e+03 3.819524832578432779e+03
2.030099999999999960e-02 3.102500427041074545e+03 3.234263054656218173e+03 3.437016548041649457e+03 3.645897713096992902e+03 3.788553881223379904e+03
2.093799999999999828e-02 3.073565508993527601e+03 3.204092275361829252e+03 3.404943052510736834e+03 3.611862714233745010e+03 3.753178506938603277e+03
2.159499999999999961e-02 3.040903782048921585e+03 3.170036526455606690e+03 3.368741239047093131e+03 3.573448725359664877e+03 3.713252961806138956e+03
2.227200000000000013e-02 3.004636198457235423e+03 3.132221961822159756e+03 3.328545275899888566e+03 3.530798184012543970e+03 3.668925338196423127e+03
2.297099999999999836e-02 2.964883569622168125e+03 3.090774565143805830e+03 3.284489112409555673e+03 3.484053254131739322e+03 3.620343414878532258e+03
2.369100000000000025e-02 2.921646571845761628e+03 3.045695137868358415e+03 3.236573757815651334e+03 3.433215178003272740e+03 3.567508604183760326e+03
2.443499999999999839e-02 2.875166301842225039e+03 2.997235043486435643e+03 3.185066378165541664e+03 3.378567406980671876e+03 3.510715482450799300e+03
2.520100000000000118e-02 2.825563768071861432e+03 2.945520537307100767e+03 3.130101319117775802e+03 3.320252642342930812e+03 3.450112469409062214e+03
2.599200000000000121e-02 2.772839424714127745e+03 2.890552150888531287e+03 3.071679240682214640e+03 3.258271687909509637e+03 3.385700473543144653e+03
2.680700000000000097e-02 2.717475124429237439e+03 2.832832263237692587e+03 3.010334116098877075e+03 3.193191076956263714e+03 3.318068271471985554e+03
2.764799999999999897e-02 2.659591645276277632e+03 2.772486842059622177e+03 2.946199907997825903e+03 3.125153019985616993e+03 3.247363713021954027e+03
2.851499999999999868e-02 2.599550405428562044e+03 2.709892711330608108e+03 2.879677154355528273e+03 3.054582495480277885e+03 3.174028474055519382e+03
2.940999999999999864e-02 2.537592453582793496e+03 2.645301199685552092e+03 2.811033008279588103e+03 2.981762966526252058e+03 3.098357160720557658e+03
3.033200000000000132e-02 2.474079107972939255e+03 2.579089028860313647e+03 2.740667901920678560e+03 2.907119302084757692e+03 3.020791336869810948e+03
3.128399999999999931e-02 2.409371647401199880e+03 2.511632821713928479e+03 2.668982067978194664e+03 2.831076056529243488e+03 2.941772166426991134e+03
3.226500000000000201e-02 2.343951555940425806e+03 2.443434527916337174e+03 2.596508948815178428e+03 2.754199117638624102e+03 2.861887696530694029e+03
3.327700000000000102e-02 2.278059709130667670e+03 2.374745263786638588e+03 2.523515419210234995e+03 2.676771595034058009e+03 2.781432124504166495e+03
3.432099999999999734e-02 2.212297787519600206e+03 2.306192203806675479e+03 2.450667871113875208e+03 2.599500268455038167e+03 2.701139804636808549e+03
3.539799999999999891e-02 2.147147104859647243e+03 2.238277042748113672e+03 2.378499348994976117e+03 2.522950464453413133e+03 2.621598102123901299e+03
3.650799999999999879e-02 2.082728013381250094e+03 2.171125254419410794e+03 2.307143207351194178e+03 2.447263656103525136e+03 2.542954034566175324e+03
3.765299999999999897e-02 2.019762298043975079e+03 2.105489110883741887e+03 2.237398601037632943e+03 2.373287260665613303e+03 2.466087959051435064e+03
3.883400000000000046e-02 1.958490513627332120e+03 2.041619310450059402e+03 2.169531822846100113e+03 2.301303619240858097e+03 2.391293167073632503e+03
4.005199999999999733e-02 1.899273436530190565e+03 1.979891826620823167e+03 2.103942208339708031e+03 2.231736107233439725e+03 2.319009436160520181e+03
4.130899999999999850e-02 1.842471856259394826e+03 1.920682608524615262e+03 2.041029004778106355e+03 2.165007938127984744e+03 2.249676327228874015e+03
4.260499999999999704e-02 1.788446378097464276e+03 1.864367399473122987e+03 1.981191218171778701e+03 2.101542045091737236e+03 2.183733092832815146e+03
4.394100000000000089e-02 1.737317096622367899e+03 1.811071251471516689e+03 1.924561503516371204e+03 2.041478884699510672e+03 2.121325500109728182e+03
4.531999999999999917e-02 1.689204258240693662e+03 1.760919334590085100e+03 1.871272575333584882e+03 1.984958904559843177e+03 2.062599255784468824e+03
4.674099999999999783e-02 1.644227782458689489e+03 1.714036488498219569e+03 1.821456814479927289e+03 1.932122218169699408e+03 2.007699733982027510e+03
4.820699999999999985e-02 1.602387668322733589e+03 1.670422522817738127e+03 1.775113706673029583e+03 1.882967937797109244e+03 1.956625769572426179e+03
4.972000000000000031e-02 1.563563606850798806e+03 1.629951868143635693e+03 1.732109562244414064e+03 1.837353976885412294e+03 1.909229523898240132e+03
5.127899999999999819e-02 1.527635035954439445e+03 1.592498707693940787e+03 1.692310456400667135e+03 1.795138030857306603e+03 1.865362954629196111e+03
5.288799999999999751e-02 1.494121106116458577e+03 1.557561750633646170e+03 1.655183640507457767e+03 1.755754939249029121e+03 1.824438763989621066e+03
5.454699999999999827e-02 1.462781130699310324e+03 1.524890015226128298e+03 1.620462279692120546e+03 1.718921521852949809e+03 1.786162601720529437e+03
5.625800000000000245e-02 1.433013803830482630e+03 1.493856768714177633e+03 1.587480534279078483e+03 1.683931674977447074e+03 1.749800880189239024e+03
5.802299999999999819e-02 1.404217758472790592e+03 1.463835274395299393e+03 1.555572658836626943e+03 1.650079502876659490e+03 1.714620304477223499e+03
5.984300000000000036e-02 1.375671112180814816e+03 1.434073317774811358e+03 1.523939820220216689e+03 1.616518214389599279e+03 1.679741370185121923e+03
6.171999999999999709e-02 1.346651887263837580e+03 1.403818677420333643e+03 1.491783329280620819e+03 1.582401336282293869e+03 1.644285019986520410e+03
6.365600000000000425e-02 1.316558148570377170e+03 1.372444307204995312e+03 1.458437575875240782e+03 1.547023623549919421e+03 1.607518993998821770e+03
6.565300000000000302e-02 1.284547036460357049e+03 1.339072291679979799e+03 1.422970824473070479e+03 1.509398046179979929e+03 1.568418584941234712e+03
6.771299999999999542e-02 1.250136269170421201e+03 1.303200491991153740e+03 1.384850484082671983e+03 1.468960768538795264e+03 1.526398690898821997e+03
6.983699999999999630e-02 1.212602464571750716e+03 1.264075749188709096e+03 1.343277731159054156e+03 1.424866113733873362e+03 1.480581744372723961e+03
7.202699999999999381e-02 1.171883915871717136e+03 1.221634255465765364e+03 1.298185609702536567e+03 1.377043986569366552e+03 1.430895564839004237e+03
7.428700000000000581e-02 1.127894992794673044e+03 1.175787296142543710e+03 1.249480748092497379e+03 1.325396327161667614e+03 1.377238951999867140e+03
7.661700000000000454e-02 1.080874559117153694e+03 1.126784209198696544e+03 1.197428655312592127e+03 1.270205369501787573e+03 1.319905598673666191e+03
7.902099999999999402e-02 1.031338933377867079e+03 1.075163216102366960e+03 1.142601251790099468e+03 1.212077744920731448e+03 1.259525838025287385e+03
8.149900000000000200e-02 9.800088555634612248e+02 1.021675395489332686e+03 1.085796257213383115e+03 1.151859169799267420e+03 1.196978135087620785e+03
8.405600000000000571e-02 9.279549586539814072e+02 9.674360259813624907e+02 1.028197516937358614e+03 1.090803964523689729e+03 1.133564848661374072e+03
8.669300000000000617e-02 8.763680129693215122e+02 9.136853664380217879e+02 9.711212687539727995e+02 1.030306429186754940e+03 1.070733471487826591e+03
8.941200000000000536e-02 8.265232493778456728e+02 8.617514262853467244e+02 9.159765167413185054e+02 9.718587400359824642e+02 1.010032829999489763e+03
9.221699999999999342e-02 7.796358740269124610e+02 8.128994918834091550e+02 8.641053666478551349e+02 9.168818453414933174e+02 9.529375499306114534e+02
9.511000000000000010e-02 7.367402838756794381e+02 7.682064025823062821e+02 8.166497325708172639e+02 8.665844124286905981e+02 9.007017255193283063e+02
9.809299999999999964e-02 6.986181505279624844e+02 7.284856619263208586e+02 7.744718867412589134e+02 8.218786939813049912e+02 8.542715961624426200e+02
1.011699999999999960e-01 6.657867463828549717e+02 6.942752843641192158e+02 7.381415710303867854e+02 7.833668854188704245e+02 8.142713907188358462e+02
1.043400000000000022e-01 6.380893552991491333e+02 6.654114517332006926e+02 7.074839761807862715e+02 7.508627780599838388e+02 7.805070727484783220e+02
1.076199999999999934e-01 6.152508114049176129e+02 6.416068075377114610e+02 6.821929143759525687e+02 7.240406961572540467e+02 7.526396088909365290e+02
1.109900000000000053e-01 5.964158702106288956e+02 6.219704204215319123e+02 6.613226549377338870e+02 7.018985954475027711e+02 7.296285756955429633e+02
1.144700000000000023e-01 5.802625739115094348e+02 6.051253533103769087e+02 6.434118530732613408e+02 6.828884111602224039e+02 7.098668180670146057e+02
1.180699999999999944e-01 5.653830773944225712e+02 5.896057030129900340e+02 6.269055493614322359e+02 6.653637830951598744e+02 6.916457489276896240e+02
1.217700000000000032e-01 5.501130120340501435e+02 5.736793354379171888e+02 6.099677994738588040e+02 6.473823882499299316e+02 6.729507122519523818e+02
1.255900000000000072e-01 5.329693532401263383e+02 5.558030723641016948e+02 5.909633020395774565e+02 6.272145542636469600e+02 6.519878845124893587e+02
1.295300000000000062e-01 5.128999915428539680e+02 5.348828504573011742e+02 5.687338536448083914e+02 6.036365056782426564e+02 6.274889891833240654e+02
1.335899999999999865e-01 4.894189443120229157e+02 5.104139810440684073e+02 5.427462689551224457e+02 5.760860461471390863e+02 5.988722083336090236e+02
1.377800000000000136e-01 4.629340657316110992e+02 4.828216886316270120e+02 5.134524958851244492e+02 5.450426442637866558e+02 5.666357981039340075e+02
1.421000000000000041e-01 4.344693844380842620e+02 4.531720790177899403e+02 4.819831598040214544e+02 5.117031147372244391e+02 5.320216194696573666e+02
1.465599999999999958e-01 4.057021680507919541e+02 4.232103538986633566e+02 4.501874843986178689e+02 4.780232208093801773e+02 4.970578470880722648e+02
1.511599999999999888e-01 3.783939525478077712e+02 3.947690304642965202e+02 4.200066207143677275e+02 4.460553112892224021e+02 4.638723709798086929e+02
1.559000000000000108e-01 3.541491135846013663e+02 3.695167536184034134e+02 3.932075168447194642e+02 4.176668867253373492e+02 4.344009615953835919e+02
1.607899999999999885e-01 3.339328682394093448e+02 3.484569139289133659e+02 3.708518754242119826e+02 3.939792034502772822e+02 4.098052575546618073e+02
1.658399999999999874e-01 3.179873338341456019e+02 3.318405129658731312e+02 3.532041629069191799e+02 3.752703507940076406e+02 3.903725140827762630e+02
1.710399999999999976e-01 3.056867570162193601e+02 3.190159192441205960e+02 3.395730454505551279e+02 3.608082388793064297e+02 3.753428897029361337e+02
1.764000000000000012e-01 2.956703187383391764e+02 3.085671343338268002e+02 3.284580254866048676e+02 3.490058180074291272e+02 3.630705043683894360e+02
1.819399999999999906e-01 2.862256492780911685e+02 2.987131370905445920e+02 3.179730647240851340e+02 3.378696156730792381e+02 3.514889351109570157e+02
1.876400000000000012e-01 2.756964978946315341e+02 2.877323322646066117e+02 3.062967611502008936e+02 3.254763062844688761e+02 3.386057458919735268e+02
1.935300000000000076e-01 2.630534154088214791e+02 2.745551246733857624e+02 2.922982612468179013e+02 3.106325495227925444e+02 3.231852644478747152e+02
1.995999999999999996e-01 2.482330171998396509e+02 2.591165747390169827e+02 2.759103817832838104e+02 2.932690264018896755e+02 3.051568079299792089e+02
2.058599999999999874e-01 2.321779103889666658e+02 2.423969327922450532e+02 2.581709315002252083e+02 2.744823988890950659e+02 2.856569847049591999e+02
2.123200000000000087e-01 2.164246737631840745e+02 2.259932489125489496e+02 2.407693018703946279e+02 2.560563320449098796e+02 2.665333687848471413e+02
2.189800000000000080e-01 2.024733201848419810e+02 2.114641413745699765e+02 2.253535414572292268e+02 2.397301015729457276e+02 2.495870384778327491e+02
2.258499999999999952e-01 1.911344753477942788e+02 1.996514222064184310e+02 2.128129795409747373e+02 2.264414217195988215e+02 2.357884387302444793e+02
2.329299999999999982e-01 1.823004939256298655e+02 1.904425840595394277e+02 2.030275937868333358e+02 2.160624896455287285e+02 2.250044328302588212e+02
2.402400000000000091e-01 1.749816022749995170e+02 1.828086575612348668e+02 1.949085266535746541e+02 2.074432652608863918e+02 2.160434823529946300e+02
2.477800000000000002e-01 1.678476008826145858e+02 1.753676688272273907e+02 1.869948222388759120e+02 1.990422522139315618e+02 2.073095434721327308e+02
2.555499999999999994e-01 1.598441636768764340e+02 1.670248659354735707e+02 1.781301398523070532e+02 1.896404008855697896e+02 1.975411469049686559e+02
2.635700000000000265e-01 1.507277100072289784e+02 1.575277410844597341e+02 1.680484240310842665e+02 1.789579235193359068e+02 1.864492487146158339e+02
2.718300000000000161e-01 1.411886870937286460e+02 1.475936260332663323e+02 1.575080185658802066e+02 1.677949846821103108e+02 1.748623371465814387e+02
2.803599999999999981e-01 1.322820513128585276e+02 1.383177530555878150e+02 1.476654866632702863e+02 1.573705583143966464e+02 1.640415842126443522e+02
2.891599999999999726e-01 1.247378374522986206e+02 1.304577619889430480e+02 1.393204667793440024e+02 1.485269759972997861e+02 1.548581630834603686e+02
2.982299999999999951e-01 1.185568976395154124e+02 1.240141315591389031e+02 1.324728111505882850e+02 1.412633834641456758e+02 1.473107040576317672e+02
3.075800000000000201e-01 1.130675151021507503e+02 1.182893267164501765e+02 1.263856428855176972e+02 1.348028378137428831e+02 1.405951570716297283e+02
3.172300000000000120e-01 1.074804727372810618e+02 1.124642520230293599e+02 1.201943984239105987e+02 1.282345415238375210e+02 1.337694827996254219e+02
3.271800000000000264e-01 1.014775742326169734e+02 1.062089642238032638e+02 1.135512970437045084e+02 1.211926213976051656e+02 1.264556068136258205e+02
3.374500000000000277e-01 9.538290869585084408e+01 9.985982088544908208e+01 1.068113626820696282e+02 1.140510776578140053e+02 1.190403495993025871e+02
3.480300000000000060e-01 8.977597713912993527e+01 9.401796368017060956e+01 1.006086265446286205e+02 1.074773343275888067e+02 1.122136721874195473e+02
3.589499999999999913e-01 8.493156957818243313e+01 8.896814161663517950e+01 9.524293006584910870e+01 1.017865045681522673e+02 1.063009663946751857e+02
3.702099999999999835e-01 8.062450779628727560e+01 8.447662374296719179e+01 9.046752297886973793e+01 9.671859481382105628e+01 1.010332871785075355e+02
3.818199999999999927e-01 7.642406876006356242e+01 8.009670083654502548e+01 8.581141127109900424e+01 9.177796758786460884e+01 9.589837201696948910e+01
3.937999999999999834e-01 7.215299305207257419e+01 7.564462674544498100e+01 8.108100556367260481e+01 8.676105750109809378e+01 9.068593220337804439e+01
4.061500000000000110e-01 6.800359499268580521e+01 7.131980166874011218e+01 7.648646165688201393e+01 8.188892450341671747e+01 8.562437824243880868e+01
4.188899999999999846e-01 6.422290985337373570e+01 6.737816379952657542e+01 7.229720441566549027e+01 7.744463431025914701e+01 8.100595369045365146e+01
4.320300000000000251e-01 6.081377474764582303e+01 6.382251837078352708e+01 6.851597123839253811e+01 7.343083241168429254e+01 7.683322943005795480e+01
4.455799999999999761e-01 5.757720581142307736e+01 6.044660647693449107e+01 6.492546598415428605e+01 6.961903940548329217e+01 7.287019082377223356e+01
4.595600000000000240e-01 5.440401224839753525e+01 5.713728078661726784e+01 6.140654269687855304e+01 6.588403598641676240e+01 6.898752886252106009e+01
4.739800000000000124e-01 5.137597605184366500e+01 5.397923309641839040e+01 5.804829570558980834e+01 6.231936295289939665e+01 6.528177255297775616e+01
4.888500000000000068e-01 4.858341860242246923e+01 5.106593614097361211e+01 5.494895737864182905e+01 5.902804985889864042e+01 6.185916990026068163e+01
5.041799999999999615e-01 4.598531553840764730e+01 4.835483476829826799e+01 5.206364554623102947e+01 5.596285128153807875e+01 5.867088017188618210e+01
5.200000000000000178e-01 4.349914699583071354e+01 4.576042827263852075e+01 4.930234128717147968e+01 5.302917515070469534e+01 5.561923255234829355e+01
5.363099999999999534e-01 4.112648848190011108e+01 4.328433366231131885e+01 4.666672213227637656e+01 5.022875751628929919e+01 5.270600105707847405e+01
5.531300000000000106e-01 3.890892916825329451e+01 4.096953336113968902e+01 4.420186642937670030e+01 4.760877919834796757e+01 4.997977157627138212e+01
5.704799999999999871e-01 3.683209730050270281e+01 3.880109328902103982e+01 4.189198156017936725e+01 4.515257126384631192e+01 4.742328122853288619e+01
5.883800000000000141e-01 3.486094186042384990e+01 3.674270393624684061e+01 3.969885144429095192e+01 4.281998912338283247e+01 4.499508783429146064e+01
6.068400000000000460e-01 3.299573866827019231e+01 3.479461879870942198e+01 3.762269118717534866e+01 4.061120369916969963e+01 4.269532971633873331e+01
6.258700000000000374e-01 3.124526345985720255e+01 3.296587438219592059e+01 3.567292473792006291e+01 3.853602187201045126e+01 4.053406655888171173e+01
6.454999999999999627e-01 2.959506388858533654e+01 3.124147157203123371e+01 3.383372058903481161e+01 3.657776533205533553e+01 3.849404764085813468e+01
6.657499999999999529e-01 2.803561022727583918e+01 2.961151943948074816e+01 3.209463794684624816e+01 3.472543399168174716e+01 3.656389489736187670e+01
6.866400000000000281e-01 2.656709031762401096e+01 2.807617268468805705e+01 3.045577575824258432e+01 3.297906386823262181e+01 3.474359846733608492e+01
7.081800000000000317e-01 2.518366531551079035e+01 2.662936787839390362e+01 2.891072849663935784e+01 3.133190130711205157e+01 3.302616938622281850e+01
7.303899999999999837e-01 2.387700720112558272e+01 2.526246591115479845e+01 2.745038418261699675e+01 2.977435422275655696e+01 3.140169160263749148e+01
7.532999999999999696e-01 2.264601527722123109e+01 2.397428763000100460e+01 2.607343937618396623e+01 2.830498703345443445e+01 2.986863712991769049e+01
7.769300000000000095e-01 2.148478493862444338e+01 2.275870378000660565e+01 2.477342290033176297e+01 2.691698091607738164e+01 2.841995231364673558e+01
8.013000000000000123e-01 2.038983442593687201e+01 2.161208921624693602e+01 2.354649003186706224e+01 2.560626633898238680e+01 2.705141494114942446e+01
8.264399999999999524e-01 1.935762697511652775e+01 2.053075752101937113e+01 2.238872457784586700e+01 2.436869111507141739e+01 2.575871211829648288e+01
8.523699999999999610e-01 1.838273801297856025e+01 1.950908472744333011e+01 2.129420010872797064e+01 2.319802253030786332e+01 2.453540493676864997e+01
8.790999999999999925e-01 1.746353933295165106e+01 1.854537076995155687e+01 2.026110623993959337e+01 2.209233702765541807e+01 2.337949291417119468e+01
9.066800000000000415e-01 1.659627218122225045e+01 1.763569640730948862e+01 1.928527696938188996e+01 2.104721468735555234e+01 2.228638292084736250e+01
9.351199999999999513e-01 1.577785065070910342e+01 1.677686253146686823e+01 1.836334180903823565e+01 2.005911197311218785e+01 2.125241525346066496e+01
9.644599999999999840e-01 1.500529137987049211e+01 1.596576127162921033e+01 1.749200194563535149e+01 1.912453422870113329e+01 2.027396203596110524e+01
9.947099999999999831e-01 1.427586275422523521e+01 1.519956215257689536e+01 1.666827750087865212e+01 1.824035106301289133e+01 1.934779204396719976e+01
1.025900000000000034e+00 1.358698322050412166e+01 1.447558061029640264e+01 1.588932667148022482e+01 1.740356031551619864e+01 1.847079456458411428e+01
1.058100000000000041e+00 1.293603523448849479e+01 1.379107981034331765e+01 1.515222822773401568e+01 1.661104982904148031e+01 1.763972653956433945e+01
1.091299999999999937e+00 1.232096502113096825e+01 1.314394217685171284e+01 1.445477005994383823e+01 1.586051465034755736e+01 1.685222222077626597e+01
1.125499999999999945e+00 1.173978092820740926e+01 1.253210850454287950e+01 1.379479177807889556e+01 1.514969362353805593e+01 1.610595364561443432e+01
1.160800000000000054e+00 1.119000322297266869e+01 1.195297903698256370e+01 1.316950708729072517e+01 1.447560605078770912e+01 1.539780611289156553e+01
1.197200000000000042e+00 1.067012556633846998e+01 1.140499840086446071e+01 1.257728767825335225e+01 1.383655166826548921e+01 1.472603207203267672e+01
1.234799999999999898e+00 1.017805757392990884e+01 1.088597523184602522e+01 1.201578529952939611e+01 1.323001879499218525e+01 1.408800723304427471e+01
1.273500000000000076e+00 9.712493867390881164e+00 1.039459748429304042e+01 1.148368496432856212e+01 1.265469851048618466e+01 1.348243202289471299e+01
1.313499999999999890e+00 9.271271479173298857e+00 9.928569907416109785e+00 1.097848226038796859e+01 1.210786404273605221e+01 1.290642392520230786e+01
