# s8 = 0.8195 
#  k, 0.95*s8, 0.97*s8, 1.*s8, 1.03*s8, 1.05*s8
1.299199999999999921e-03 6.577251968485736597e+02 6.857104019000807966e+02 7.287813815496659799e+02 7.731641676860408552e+02 8.034814731585069012e+02
1.339899999999999989e-03 6.764984103081335434e+02 7.052823869904963203e+02 7.495827261031951139e+02 7.952323141228797567e+02 8.264149555287726798e+02
1.381899999999999925e-03 6.957656557008397158e+02 7.253694243201331346e+02 7.709314744607643206e+02 8.178812012554247985e+02 8.499519505929926027e+02
1.425300000000000004e-03 7.155148834673474312e+02 7.459589516392543374e+02 7.928142753100802338e+02 8.410966646764641155e+02 8.740777385293633870e+02
1.469999999999999953e-03 7.357701927263461812e+02 7.670760934473343013e+02 8.152578312757295862e+02 8.649070332004217789e+02 8.988217589814919393e+02
1.516100000000000043e-03 7.565436330371815075e+02 7.887334119941097015e+02 8.382754936700071084e+02 8.893264712345106773e+02 9.241987317711830201e+02
1.563699999999999899e-03 7.778231548405079820e+02 8.109183450298436355e+02 8.618539111806181836e+02 9.143408143715179222e+02 9.501939370766316415e+02
1.612699999999999897e-03 7.996449068143608656e+02 8.336685793037477197e+02 8.860331377444445025e+02 9.399925558330808144e+02 9.768515343632499253e+02
1.663299999999999935e-03 8.219968393993954123e+02 8.569715525660844833e+02 9.107998220491915617e+02 9.662675312119871478e+02 1.004156803809233679e+03
1.715500000000000011e-03 8.448910021549561407e+02 8.808398270665909422e+02 9.361673154071535237e+02 9.931799049154493559e+02 1.032124465236387096e+03
1.769299999999999909e-03 8.683394446403887059e+02 9.052859650550045671e+02 9.621489691306244367e+02 1.020743841350679531e+03 1.060769238466513343e+03
1.824799999999999903e-03 8.923542164150373992e+02 9.303225287810624877e+02 9.887581345318976673e+02 1.048973504924889994e+03 1.090105843321416842e+03
1.882100000000000049e-03 9.169232679195577020e+02 9.559369559950271196e+02 1.015981460298678826e+03 1.077854731230868310e+03 1.120119559979293399e+03
1.941100000000000074e-03 9.420706982726395609e+02 9.821543711963729493e+02 1.043845649055556351e+03 1.107415849083039575e+03 1.150839828083750945e+03
2.001999999999999873e-03 9.678085570336280625e+02 1.008987336634837106e+03 1.072364052114823380e+03 1.137671022888616335e+03 1.182281367456592761e+03
2.064799999999999882e-03 9.941127450838328059e+02 1.036410727810945673e+03 1.101509966851892614e+03 1.168591923833172586e+03 1.214414738454211601e+03
2.129600000000000156e-03 1.021031460660634593e+03 1.064474793723646371e+03 1.131336798515938654e+03 1.200235209545558973e+03 1.247298820363822188e+03
2.196399999999999828e-03 1.048528555085997596e+03 1.093141847623728609e+03 1.161804493170080605e+03 1.232558386804138536e+03 1.280889453720013762e+03
2.265300000000000039e-03 1.076628127478612441e+03 1.122437014010666417e+03 1.192939753438905655e+03 1.265589784423335232e+03 1.315216078166393800e+03
2.336299999999999922e-03 1.105342227397823535e+03 1.152372855134196470e+03 1.224755930634707738e+03 1.299343566810360926e+03 1.350293413524765128e+03
2.409600000000000023e-03 1.134658805284286700e+03 1.182936808744582322e+03 1.257239673445193148e+03 1.333805569558005118e+03 1.386106739973325602e+03
2.485199999999999909e-03 1.164577861138001026e+03 1.214128874841823063e+03 1.290390981870361429e+03 1.368975792666266216e+03 1.422656057512073403e+03
2.563199999999999854e-03 1.195123494077657597e+03 1.245974177925393860e+03 1.324236558534800224e+03 1.404882564949569769e+03 1.459970805784617596e+03
2.643599999999999856e-03 1.226283654543910416e+03 1.278460155745556904e+03 1.358763052126216280e+03 1.441511722000702775e+03 1.498036264969153535e+03
2.726500000000000191e-03 1.257973995621344557e+03 1.311498872554152967e+03 1.393877003458553645e+03 1.478764112969179223e+03 1.536749396313055286e+03
2.811999999999999830e-03 1.290387310259480728e+03 1.345291324346975443e+03 1.429792033528510729e+03 1.516866368370396913e+03 1.576345716965182874e+03
2.900199999999999913e-03 1.323403102864868515e+03 1.379711888626653717e+03 1.466374629213150683e+03 1.555676844132231508e+03 1.616678028707498697e+03
2.991199999999999849e-03 1.357021373437507918e+03 1.414760565393186653e+03 1.503624790512474192e+03 1.595195540254684147e+03 1.657746331540003212e+03
3.085000000000000069e-03 1.391121626383948524e+03 1.450311732149205000e+03 1.541409004303543725e+03 1.635280812665629810e+03 1.699403427244656996e+03
3.181799999999999819e-03 1.425944852891090932e+03 1.486616633889449076e+03 1.579994296832233658e+03 1.676215949509316715e+03 1.741943712257537754e+03
3.281599999999999968e-03 1.461250061772034996e+03 1.523424025619177655e+03 1.619113641852670298e+03 1.717717662641498237e+03 1.785072790142569147e+03
3.384600000000000195e-03 1.497278244213680637e+03 1.560985152333132646e+03 1.659034065610726202e+03 1.760069240206420091e+03 1.829085057335826150e+03
