# s8 = 0.8195 
#  k, 0.95*s8, 0.97*s8, 1.*s8, 1.03*s8, 1.05*s8
2.271999999999999931e-05 1.843200048271424052e+01 1.921625402125853554e+01 2.042326923292436902e+01 2.166704632920945883e+01 2.251665432929911503e+01
2.343300000000000079e-05 1.898975982174077970e+01 1.979774517038880788e+01 2.104128512104241366e+01 2.232269938491389638e+01 2.319801684594925817e+01
2.416799999999999968e-05 1.956535448846875269e+01 2.039783051324127428e+01 2.167906314511772692e+01 2.299931809065540378e+01 2.390116711749229950e+01
2.492600000000000157e-05 2.015716308947074253e+01 2.101481966856844963e+01 2.233480674733600324e+01 2.369499647824876476e+01 2.462412443893794034e+01
2.570799999999999849e-05 2.076680701817416974e+01 2.165040301761781905e+01 2.301031248551155173e+01 2.441164051587920270e+01 2.536886951527648293e+01
2.651499999999999940e-05 2.139428627457902721e+01 2.230458056038937187e+01 2.370558035964434751e+01 2.514925020354669272e+01 2.613540234650789529e+01
2.734599999999999873e-05 2.204284364554012043e+01 2.298073305937805699e+01 2.442420348536300878e+01 2.591163747762162117e+01 2.692768434261272148e+01
2.820399999999999966e-05 2.270923634420264392e+01 2.367547975208893618e+01 2.516258874703894222e+01 2.669499040173361237e+01 2.774175409361043876e+01
2.908899999999999881e-05 2.339670715742141027e+01 2.439220140101695478e+01 2.592432926030071982e+01 2.750312091225303845e+01 2.858157300948154855e+01
3.000099999999999956e-05 2.410363469176899187e+01 2.512920762491462057e+01 2.670762846733405738e+01 2.833412304099470447e+01 2.944516038523580193e+01
3.094299999999999834e-05 2.483326173410021909e+01 2.588987918627689666e+01 2.751607948376755886e+01 2.919180872432899676e+01 3.033647763085373583e+01
3.191299999999999752e-05 2.558396689098768206e+01 2.667252570385629440e+01 2.834788575178690095e+01 3.007427199407072749e+01 3.125354404134506936e+01
3.291399999999999692e-05 2.635899294928618986e+01 2.748052794014778044e+01 2.920664038702070897e+01 3.098532478659026523e+01 3.220032102669032525e+01
3.394699999999999871e-05 2.715509712214092986e+01 2.831050513265639879e+01 3.008875027384036471e+01 3.192115516551723786e+01 3.317284717690900209e+01
3.501200000000000292e-05 2.797714358983411742e+01 2.916752842512456922e+01 3.099960508568877415e+01 3.288748103540721246e+01 3.417706460697186799e+01
3.610999999999999816e-05 2.882351095893834270e+01 3.004990743630481020e+01 3.193740826475162109e+01 3.388239642807499763e+01 3.521099261188867047e+01
3.724300000000000239e-05 2.969582062288100488e+01 3.095933254744459617e+01 3.290395636884323238e+01 3.490780731170578122e+01 3.627661189664965491e+01
3.841100000000000205e-05 3.059407258166211818e+01 3.189580375854393068e+01 3.389924939796356540e+01 3.596371368629955612e+01 3.737392246125483553e+01
3.961600000000000153e-05 3.151988822870907825e+01 3.286101145085028463e+01 3.492508390992696121e+01 3.705202152004151372e+01 3.850490501069447191e+01
4.085900000000000301e-05 3.247326756402188153e+01 3.385495562436365447e+01 3.598145990473339140e+01 3.817273081293166115e+01 3.966955954496857117e+01
4.213999999999999972e-05 3.345583198102794853e+01 3.487932666033152174e+01 3.707017394019716505e+01 3.932774753315517557e+01 4.086986676906737870e+01
4.346199999999999825e-05 3.446758147972725794e+01 3.593412455875387224e+01 3.819122601631828218e+01 4.051707168071207121e+01 4.210582668299090159e+01
4.482600000000000077e-05 3.551013745354720186e+01 3.702103970087818396e+01 3.934641269091102345e+01 4.174260922378749683e+01 4.337941999172940655e+01
4.623200000000000053e-05 3.658349990248780159e+01 3.814007208670446403e+01 4.053573396397541018e+01 4.300436016238150927e+01 4.469064669528289357e+01
4.768200000000000189e-05 3.769091161340387686e+01 3.929460247872764711e+01 4.176278295114002503e+01 4.430613643286445580e+01 4.604346820363188186e+01
4.917800000000000247e-05 3.883075119286799293e+01 4.048294049570026942e+01 4.302576309459057313e+01 4.564603206705113791e+01 4.743590381178611892e+01
5.072000000000000228e-05 4.000626142773497662e+01 4.170846690011727986e+01 4.432826750995564424e+01 4.702785900131193841e+01 4.887191492972609552e+01
5.231100000000000111e-05 4.121582092457740742e+01 4.296949131073117201e+01 4.566849963942095059e+01 4.844971126746168011e+01 5.034952085246158759e+01
5.395200000000000115e-05 4.246267247025011216e+01 4.426939449003693738e+01 4.705005259861508904e+01 4.991540080187074579e+01 5.187268298997311433e+01
5.564500000000000002e-05 4.374681606475306950e+01 4.560817643803452626e+01 4.847292638753803118e+01 5.142492760453909995e+01 5.344140134226067573e+01
5.738999999999999771e-05 4.506987310151370707e+01 4.698752753597146636e+01 4.993891756400410031e+01 5.298019764365194817e+01 5.505765661431452429e+01
5.919100000000000300e-05 4.643346497395938854e+01 4.840913816509517176e+01 5.144982268582758422e+01 5.458311688739448897e+01 5.672342951112490539e+01
6.104700000000000014e-05 4.783921307551755575e+01 4.987469870665316307e+01 5.300743831082279200e+01 5.623559130395189243e+01 5.844070073768212126e+01
6.296199999999999789e-05 4.928549601276080239e+01 5.138251877939795520e+01 5.460996788117540746e+01 5.793571492513898136e+01 6.020748958899587677e+01
6.493700000000000524e-05 5.077555657254391264e+01 5.293597914582444730e+01 5.626100451251403456e+01 5.968729968732612434e+01 6.202775747504671244e+01
6.697500000000000165e-05 5.231263754172169200e+01 5.453846056842763801e+01 5.796414132046725598e+01 6.149415752688371128e+01 6.390546580581514746e+01
6.907499999999999849e-05 5.389511752686675550e+01 5.618827266596004222e+01 5.971758174722079104e+01 6.335438247562652947e+01 6.583863387631092223e+01
7.124200000000000671e-05 5.552461792140649521e+01 5.788710581966912372e+01 6.152312235058892043e+01 6.526988050173977740e+01 6.782924239152427504e+01
7.347700000000000140e-05 5.720438151219573797e+01 5.963834079204983141e+01 6.338435624620025521e+01 6.724446354159384498e+01 6.988125276143578901e+01
7.578200000000000051e-05 5.893440829923444824e+01 6.144197758310215818e+01 6.530128343405478120e+01 6.927813159518873931e+01 7.199466498604540732e+01
7.815899999999999486e-05 6.071631967595004653e+01 6.329970657407357493e+01 6.727570047196682879e+01 7.137279063070960206e+01 7.417145977034343218e+01
8.061100000000000459e-05 6.255335842919733835e+01 6.521490852745903055e+01 6.931120047556491670e+01 7.353225258452683022e+01 7.641559852431032596e+01
8.313999999999999342e-05 6.444390316554891740e+01 6.718589306201106126e+01 7.140598688703481400e+01 7.575461148845523951e+01 7.872510054295588589e+01
8.574800000000000640e-05 6.639281806528701679e+01 6.921773132147207264e+01 7.356544937981939825e+01 7.804558524705041123e+01 8.110590794125090497e+01
8.843799999999999589e-05 6.840172452183900020e+01 7.131211368708954979e+01 7.579138451173297142e+01 8.040707982849748703e+01 8.356000142418560017e+01
9.121199999999999339e-05 7.047062253520486763e+01 7.346904015886346428e+01 7.808379228277549089e+01 8.283909523279650955e+01 8.608738099175997149e+01
9.407300000000000547e-05 7.260113349881207512e+01 7.569020111804128703e+01 8.044446925076130128e+01 8.534353742813266308e+01 8.869002734896430695e+01
9.702399999999999805e-05 7.479650019951535000e+01 7.797897732711800245e+01 8.287700853131894974e+01 8.792421835087628779e+01 9.137190190577913995e+01
1.000699999999999957e-04 7.705834403074217676e+01 8.033705916734105301e+01 8.538320668226278087e+01 9.058304396921258217e+01 9.413498536719473009e+01
1.032099999999999961e-04 7.938828638591991194e+01 8.276613701995792383e+01 8.796486026140708248e+01 9.332192025132678737e+01 9.698125843820130854e+01
1.064400000000000041e-04 8.178794865847592632e+01 8.526790126621607158e+01 9.062376582656612811e+01 9.614275316540400240e+01 9.991270182378913489e+01
1.097799999999999959e-04 8.426057363526510358e+01 8.784573266861043805e+01 9.336351649336852176e+01 9.904935464781466692e+01 1.029332769339387852e+02
1.132299999999999984e-04 8.680940410314219946e+01 9.050301198963600768e+01 9.618770537744288163e+01 1.020455366349291495e+02 1.060469451786307644e+02
1.167800000000000034e-04 8.943281866867981478e+01 9.323804884804525273e+01 9.909453592097486307e+01 1.051293931585622374e+02 1.092517258528748130e+02
1.204400000000000056e-04 9.213730290558754632e+01 9.605760476882808518e+01 1.020911943552216741e+02 1.083085480914546679e+02 1.125555417766319124e+02
1.242199999999999999e-04 9.492123542043803752e+01 9.895998937073703416e+01 1.051758841223690411e+02 1.115810954654213134e+02 1.159564122449118742e+02
1.281200000000000134e-04 9.779110178694089939e+01 1.019519641787619690e+02 1.083557914536741009e+02 1.149546591532028543e+02 1.194622600776757224e+02
1.321399999999999918e-04 1.007469020050960609e+02 1.050335291929029324e+02 1.116309163491369105e+02 1.184292391547993333e+02 1.230730852749234572e+02
1.362799999999999895e-04 1.037918788617584056e+02 1.082080651756548093e+02 1.150048519243860312e+02 1.220086474065811331e+02 1.267928492466356261e+02
1.405599999999999959e-04 1.069292751437826752e+02 1.114789528895126125e+02 1.184811912950500528e+02 1.256966958449186222e+02 1.306255134027926772e+02
1.449599999999999945e-04 1.101607122445963398e+02 1.148478827157237419e+02 1.220617310189432771e+02 1.294952904379969425e+02 1.345730584483849839e+02
1.495099999999999966e-04 1.134894329510541127e+02 1.183182354167831960e+02 1.257500642116943084e+02 1.334082431221865477e+02 1.386394457933930084e+02
1.542000000000000076e-04 1.169186800500109200e+02 1.218933917551858599e+02 1.295497839889317220e+02 1.374393658338576927e+02 1.428286368477972701e+02
1.590399999999999952e-04 1.204500749348940616e+02 1.255750421121792613e+02 1.334626869084698626e+02 1.415905645411956755e+02 1.471426123165880142e+02
1.640300000000000135e-04 1.240901031794131768e+02 1.293699480127532979e+02 1.374959592015658245e+02 1.458694631169412332e+02 1.515892950197263360e+02
1.691700000000000083e-04 1.278371433901408949e+02 1.332764190756604705e+02 1.416478043104054052e+02 1.502741555929090964e+02 1.561667042522220186e+02
1.744799999999999964e-04 1.316993025342142118e+02 1.373029072071381052e+02 1.459272050240600436e+02 1.548141718100253286e+02 1.608847435390262319e+02
1.799500000000000101e-04 1.356765806116330850e+02 1.414494124071862302e+02 1.503341613425297396e+02 1.594895117682897876e+02 1.657434128801390614e+02
1.856000000000000119e-04 1.397738418026797831e+02 1.457210058195472584e+02 1.548740629392573283e+02 1.643058933722581401e+02 1.707486543905312431e+02
1.914200000000000070e-04 1.439943288942091328e+02 1.501210682067161599e+02 1.595505029298715840e+02 1.692671285583007545e+02 1.759044294801834383e+02
1.974300000000000122e-04 1.483412846730757906e+02 1.546529803311878482e+02 1.643670744300009119e+02 1.743770292627879712e+02 1.812146995590759957e+02
2.036200000000000054e-04 1.528195733195621244e+02 1.593218133367047358e+02 1.693291671130882321e+02 1.796413133902753430e+02 1.866854067421797652e+02
2.100100000000000035e-04 1.574324376205229328e+02 1.641309479857617930e+02 1.744403740947622907e+02 1.850637928771332668e+02 1.923205124394753511e+02
2.165900000000000117e-04 1.621879845430951264e+02 1.690888361845963743e+02 1.797096781640942993e+02 1.906539975642876357e+02 1.981299201759139805e+02
2.233899999999999872e-04 1.670845926938513344e+02 1.741937875519609236e+02 1.851352827632702542e+02 1.964100214835534075e+02 2.041116492465054080e+02
2.303999999999999896e-04 1.721109123187998478e+02 1.794339694191232866e+02 1.907046119875898569e+02 2.023185228576340648e+02 2.102518347163178021e+02
2.376199999999999916e-04 1.773155852207625855e+02 1.848600932235075049e+02 1.964715625714821385e+02 2.084366807320853354e+02 2.166098977350590076e+02
2.450800000000000049e-04 1.826499695969176287e+02 1.904214475276895087e+02 2.023822377805180963e+02 2.147073160613516905e+02 2.231264171530212366e+02
2.527599999999999856e-04 1.881627072500868962e+02 1.961687437690933109e+02 2.084905343491267331e+02 2.211876078909885450e+02 2.298608141199122201e+02
2.606899999999999994e-04 1.938375842459964247e+02 2.020850781352444017e+02 2.147784866991650290e+02 2.278584965391441699e+02 2.367932815858294475e+02
2.688699999999999922e-04 1.996746005846462708e+02 2.081704506261425536e+02 2.212460948306329556e+02 2.347199820058185367e+02 2.439238195507728904e+02
2.773100000000000131e-04 2.056899702003104267e+02 2.144417650542626461e+02 2.279113243216735611e+02 2.417911239728634882e+02 2.512722350646451446e+02
2.860000000000000129e-04 2.118836930929888354e+02 2.208990214196046225e+02 2.347741751722867605e+02 2.490719224402790246e+02 2.588385281274461249e+02
2.949800000000000252e-04 2.182719831969555742e+02 2.275591235346433052e+02 2.418526129606156019e+02 2.565814370899171308e+02 2.666425057890787116e+02
3.042300000000000061e-04 2.248386265779366795e+02 2.344051675869036728e+02 2.491286721085170370e+02 2.643006082399257934e+02 2.746643609996400528e+02
3.137699999999999994e-04 2.316160511044800216e+02 2.414709612013354558e+02 2.566382837722770205e+02 2.722675552540086983e+02 2.829437078589354542e+02
3.236199999999999949e-04 2.385880428423118360e+02 2.487396005654639168e+02 2.643634823737526744e+02 2.804632184503142298e+02 2.914607393170623482e+02
3.337699999999999977e-04 2.457546017914318952e+02 2.562110856792889990e+02 2.723042679129439421e+02 2.888875978288421607e+02 3.002154553740207348e+02
3.442399999999999974e-04 2.531481558203882969e+02 2.639192241677599782e+02 2.804965715461366358e+02 2.975788127532963472e+02 3.092474701296156354e+02
3.550399999999999888e-04 2.607524909949071343e+02 2.718471122184024011e+02 2.889224276951879347e+02 3.065178035418249465e+02 3.185369765339447099e+02
3.661700000000000263e-04 2.686000351835363631e+02 2.800285574561654585e+02 2.976177675163837648e+02 3.157426895581315307e+02 3.281235886868130933e+02
3.776599999999999857e-04 2.766583605177278855e+02 2.884297522560999028e+02 3.065466598534381433e+02 3.252153514385125277e+02 3.379676924884154801e+02
3.895099999999999756e-04 2.849598948660299129e+02 2.970845042431552088e+02 3.157450358626369962e+02 3.349739085466715665e+02 3.481089020385573463e+02
4.017199999999999959e-04 2.935208521627163236e+02 3.060097172298058581e+02 3.252308611221233150e+02 3.450374205644606604e+02 3.585670243871409184e+02
4.143300000000000260e-04 3.023250184735130688e+02 3.151884874035772555e+02 3.349861700537541651e+02 3.553868278100277962e+02 3.693222524842638563e+02
4.273200000000000219e-04 3.113886077326943678e+02 3.246377185769442804e+02 3.450289282356724243e+02 3.660411899652249303e+02 3.803943933798288981e+02
4.407300000000000171e-04 3.207116199402601069e+02 3.343574107499066486e+02 3.553591356678781494e+02 3.770005070300519492e+02 3.917834470738357595e+02
4.545500000000000170e-04 3.303264829647582701e+02 3.443813715474138917e+02 3.660127235066573803e+02 3.883028983682127091e+02 4.035290276660897462e+02
4.688100000000000058e-04 3.402007689376408734e+02 3.546757933445167055e+02 3.769537605957239634e+02 3.999102446160035242e+02 4.155915210567857230e+02
4.835199999999999785e-04 3.503831196617301202e+02 3.652913875786392168e+02 3.882361436695069301e+02 4.118797248189799234e+02 4.280303483956313926e+02
4.986899999999999840e-04 3.608573212027517343e+02 3.762112504373064894e+02 3.998419071498633457e+02 4.241922792952900068e+02 4.408257026327244716e+02
5.143300000000000172e-04 3.716395874949798213e+02 3.874522857329933458e+02 4.117890166149360880e+02 4.368669677267857878e+02 4.539973908179670161e+02
5.304599999999999593e-04 3.827299185384145517e+02 3.990144934656999567e+02 4.240774720647252707e+02 4.499037901134669823e+02 4.675454129513595944e+02
5.471000000000000169e-04 3.941445282673297470e+02 4.109147774479009172e+02 4.367252390773737147e+02 4.633218061371857743e+02 4.814895760828045468e+02
5.642600000000000220e-04 4.058834166817255777e+02 4.231531376795961705e+02 4.497323176528814201e+02 4.771210157979419932e+02 4.958298802123018731e+02
5.819700000000000133e-04 4.179790116501499142e+02 4.357633817857351914e+02 4.631346389475344836e+02 4.913395384594394386e+02 5.106059394396567086e+02
6.002200000000000504e-04 4.304150992383288781e+02 4.487286059538434415e+02 4.769142373831897430e+02 5.059583144398261538e+02 5.257979467149668835e+02
6.190500000000000039e-04 4.432078933805363476e+02 4.620657139963951749e+02 4.910890785379904742e+02 5.209964034209540387e+02 5.414257090881345675e+02
6.384700000000000314e-04 4.563736080110464854e+02 4.757916097258654986e+02 5.056771279900792138e+02 5.364728650846750497e+02 5.575090336090624987e+02
6.585000000000000141e-04 4.699122431298594051e+02 4.899062931422544693e+02 5.206783857394564166e+02 5.523876994309893007e+02 5.740479202777505634e+02
6.791500000000000011e-04 4.838400126712487577e+02 5.044266680580366256e+02 5.361108173642645625e+02 5.687599661417481229e+02 5.910621761441018407e+02
7.004599999999999715e-04 4.981569166352148841e+02 5.193527344732118536e+02 5.519744228645041630e+02 5.855896652169524259e+02 6.085518012081157622e+02
7.224300000000000339e-04 5.128953828903057683e+02 5.347183000127299692e+02 5.683051333964606329e+02 6.029149160203050997e+02 6.265564095695980313e+02
7.450900000000000101e-04 5.280554114365213536e+02 5.505233646765905178e+02 5.851029489601344267e+02 6.207357185518065990e+02 6.450760012285481935e+02
7.684599999999999981e-04 5.436370022738615262e+02 5.667679284647938402e+02 6.023678695555252034e+02 6.390520728114566964e+02 6.641105761849664759e+02
7.925700000000000366e-04 5.596563693366005054e+02 5.834688951898143614e+02 6.201178607607760114e+02 6.578830384811075191e+02 6.836799414887557305e+02
8.174299999999999579e-04 5.761135126247381777e+02 6.006262648516521949e+02 6.383529225758871917e+02 6.772286155607587261e+02 7.037840971399156160e+02
8.430799999999999579e-04 5.930570739410967462e+02 6.182907488877317519e+02 6.571269517352872072e+02 6.971459830959662440e+02 7.244824642881542331e+02
8.695200000000000368e-04 6.104546254171281134e+02 6.364285396731035007e+02 6.764040170826904159e+02 7.175970217230262733e+02 7.457354288336663330e+02
8.968000000000000060e-04 6.283385949213802633e+02 6.550734448327165182e+02 6.962200497743825736e+02 7.386198508056423861e+02 7.675826048762567098e+02
9.249300000000000230e-04 6.467251963881271877e+02 6.742423681790457977e+02 7.165930153885063874e+02 7.602335300256664823e+02 7.900437994658284424e+02
9.539400000000000180e-04 6.656144298173688867e+02 6.939353097120913390e+02 7.375229139250624257e+02 7.824380593830989028e+02 8.131190126023815310e+02
9.838699999999999703e-04 6.850225091433794660e+02 7.141691732443279079e+02 7.590277109621932823e+02 8.052524985597908653e+02 8.368280513358183725e+02
1.014700000000000107e-03 7.049656483004331449e+02 7.349608625882300430e+02 7.811253720780423464e+02 8.286959072375950655e+02 8.611907227160414777e+02
1.046599999999999961e-03 7.254438472885295823e+02 7.563103777437977442e+02 8.038158972726091633e+02 8.527682854165110484e+02 8.862070267430516424e+02
1.079400000000000108e-03 7.464895339762173307e+02 7.782515263359807705e+02 8.271352177021798298e+02 8.775077524602423864e+02 9.119165775166533194e+02
1.113300000000000010e-03 7.680864944292214886e+02 8.007674045523042423e+02 8.510653677886109563e+02 9.028952486869375207e+02 9.382995679869435435e+02
1.148200000000000045e-03 7.902671565160909495e+02 8.238918200177173503e+02 8.756422786881892080e+02 9.289688934603001371e+02 9.653956122537287001e+02
1.184200000000000053e-03 8.130477341710992505e+02 8.476416765446948602e+02 9.008839159790574058e+02 9.557477464621816807e+02 9.932245173669107317e+02
1.221300000000000033e-03 8.364282273942465054e+02 8.720169741332371132e+02 9.267902796612148677e+02 9.832318076925829473e+02 1.021786283326489752e+03
1.259600000000000043e-03 8.604248501198071608e+02 8.970346165958187612e+02 9.533793353128054378e+02 1.011440136833355496e+03 1.051100717182368044e+03
1.299199999999999921e-03 8.850376023477805347e+02 9.226946039324393496e+02 9.806510829338286612e+02 1.040372733884498757e+03 1.081167818934546176e+03
1.339899999999999989e-03 9.102989119467150658e+02 9.490307437680489784e+02 1.008641453680570407e+03 1.070067718209717441e+03 1.112027202682829056e+03
1.381899999999999925e-03 9.362249928508845187e+02 9.760599399151215039e+02 1.037368413131174066e+03 1.100544149490862537e+03 1.143698675477119423e+03
1.425300000000000004e-03 9.627996311260153561e+02 1.003765288561183183e+03 1.066813995707496360e+03 1.131782968046082942e+03 1.176162430267514765e+03
1.469999999999999953e-03 9.900552546406552210e+02 1.032180597331182980e+03 1.097014132565822820e+03 1.163822293239081773e+03 1.209458081153819876e+03
1.516100000000000043e-03 1.018008077329078446e+03 1.061322770037595546e+03 1.127986789284297402e+03 1.196681184751711498e+03 1.243605435185938177e+03
1.563699999999999899e-03 1.046641885257010472e+03 1.091174902867945775e+03 1.159714000284776148e+03 1.230340582902119195e+03 1.278584685313966020e+03
1.612699999999999897e-03 1.076005320227273842e+03 1.121787707259658873e+03 1.192249662301688886e+03 1.264857666735861585e+03 1.314455252687611619e+03
1.663299999999999935e-03 1.106082168305594678e+03 1.153144279400259165e+03 1.225575809756891431e+03 1.300213376571086201e+03 1.351197330256973146e+03
1.715500000000000011e-03 1.136888643426246517e+03 1.185261523102222100e+03 1.259710408228527967e+03 1.336426772089645510e+03 1.388830725071952429e+03
1.769299999999999909e-03 1.168440959523503579e+03 1.218156342178021987e+03 1.294671423294740862e+03 1.373516912973390617e+03 1.427375244182451752e+03
1.824799999999999903e-03 1.200755330531640084e+03 1.251845640440133366e+03 1.330476820533673163e+03 1.411502858904173991e+03 1.466850694638374762e+03
1.882100000000000049e-03 1.233815542516381811e+03 1.286312514076081698e+03 1.367108634367181821e+03 1.450365550200143161e+03 1.507237269389818039e+03
1.941100000000000074e-03 1.267654023346276745e+03 1.321590770710816514e+03 1.404602795951553162e+03 1.490143106225002839e+03 1.548574582536587286e+03
2.001999999999999873e-03 1.302286986955599104e+03 1.357697314156812354e+03 1.442977270864929778e+03 1.530854586660604127e+03 1.590882441128584787e+03
2.064799999999999882e-03 1.337682005475800452e+03 1.394598336789119912e+03 1.482196127951026028e+03 1.572461872143243227e+03 1.634121231066005976e+03
2.129600000000000156e-03 1.373903934643977891e+03 1.432361453857638253e+03 1.522331229522412968e+03 1.615041201400327509e+03 1.678370180548460212e+03
2.196399999999999828e-03 1.410904132657307855e+03 1.470935953924943078e+03 1.563328678844662818e+03 1.658535395386302753e+03 1.723569868426240873e+03
2.265300000000000039e-03 1.448715027384339464e+03 1.510355644615983692e+03 1.605224407074060309e+03 1.702982573464870711e+03 1.769759908799152072e+03
2.336299999999999922e-03 1.487352832759346484e+03 1.550637429743235089e+03 1.648036379788750082e+03 1.748401795317884535e+03 1.816960108717096318e+03
2.409600000000000023e-03 1.526801334848055376e+03 1.591764405494222046e+03 1.691746631410587497e+03 1.794774001263491982e+03 1.865150661130173148e+03
2.485199999999999909e-03 1.567060533650464549e+03 1.633736571868944793e+03 1.736355161939573236e+03 1.842099191301693054e+03 1.914331566038379378e+03
2.563199999999999854e-03 1.608162857035124262e+03 1.676587736492353088e+03 1.781897902531993623e+03 1.890415484796191549e+03 1.964542437541522986e+03
2.643599999999999856e-03 1.650092091067758929e+03 1.720300995551971710e+03 1.828356887609705154e+03 1.939703822065136137e+03 2.015763468589699869e+03
2.726500000000000191e-03 1.692734738208450608e+03 1.764758022360477753e+03 1.875606358125707175e+03 1.989830785335562496e+03 2.067856009833591997e+03
2.811999999999999830e-03 1.736350221405583852e+03 1.810229277917467471e+03 1.923933763330287320e+03 2.041101329517101703e+03 2.121136974071641362e+03
2.900199999999999913e-03 1.780776401316418969e+03 1.856545724098192295e+03 1.973159447442015789e+03 2.093324857791234081e+03 2.175408290804822627e+03
2.991199999999999849e-03 1.826013277940955049e+03 1.903707360902653363e+03 2.023283410460891901e+03 2.146501370157960537e+03 2.230669960033133975e+03
3.085000000000000069e-03 1.871898711936452401e+03 1.951545150206103244e+03 2.074125996605486762e+03 2.200440269798761619e+03 2.286723911257549844e+03
3.181799999999999819e-03 1.918756981988391317e+03 2.000397168258035890e+03 2.126046517438660430e+03 2.255522750350674414e+03 2.343966285476123630e+03
3.281599999999999968e-03 1.966263809411291049e+03 2.049925338808957349e+03 2.178685661397552849e+03 2.311367618176664109e+03 2.402000941690801938e+03
3.384600000000000195e-03 2.014743472890632574e+03 2.100467738108362028e+03 2.232402740045022256e+03 2.368356066913764607e+03 2.461224020899637708e+03
3.490699999999999793e-03 2.063871693740934916e+03 2.151686289906755064e+03 2.286838441818211777e+03 2.426106902924940186e+03 2.521239382104577999e+03
3.600200000000000015e-03 2.113810611304939812e+03 2.203750032328884117e+03 2.342172422498548713e+03 2.484810723028710072e+03 2.582245095804649736e+03
3.713199999999999834e-03 2.164398086239904842e+03 2.256489927250001529e+03 2.398225026304603489e+03 2.544276930406554584e+03 2.644043091500825540e+03
