# s8 = 0.8195 
#  k, 0.95*s8, 0.97*s8, 1.*s8, 1.03*s8, 1.05*s8
2.271999999999999931e-05 1.055644305947254580e+01 1.100560362842960593e+01 1.169688981659008142e+01 1.240923040642041286e+01 1.289582102279056208e+01
2.343300000000000079e-05 1.087588503804912854e+01 1.133863737651016379e+01 1.205084214742285553e+01 1.278473843420090716e+01 1.328605346753369609e+01
2.416799999999999968e-05 1.120554173105693430e+01 1.168232045955841691e+01 1.241611272139272515e+01 1.317225398612554166e+01 1.368876427533547968e+01
2.492600000000000157e-05 1.154448452809312897e+01 1.203568475621365863e+01 1.279167260730540612e+01 1.357068546909030538e+01 1.410281904955421162e+01
2.570799999999999849e-05 1.189364203956055377e+01 1.239969838783659561e+01 1.317855073635518792e+01 1.398112447619921461e+01 1.452935218683158958e+01
2.651499999999999940e-05 1.225301426545920513e+01 1.277436135442722254e+01 1.357674710854205458e+01 1.440357100745226582e+01 1.496836368716761712e+01
2.734599999999999873e-05 1.262445842659476192e+01 1.316160989870693854e+01 1.398831958625458327e+01 1.484020824905749159e+01 1.542212234384568070e+01
2.820399999999999966e-05 1.300611730216154704e+01 1.355950777795435158e+01 1.441121030710421280e+01 1.528885301480685577e+01 1.588835936358239209e+01
2.908899999999999881e-05 1.339984811296524470e+01 1.396999123489085548e+01 1.484747713347949016e+01 1.575168849090839451e+01 1.636934353966113775e+01
3.000099999999999956e-05 1.380472224860299768e+01 1.439209214815574889e+01 1.529609113418614541e+01 1.622762308425808087e+01 1.686394047544022712e+01
3.094299999999999834e-05 1.422259692988049906e+01 1.482774676047042917e+01 1.575911017161274330e+01 1.671883998106395808e+01 1.737441896420305198e+01
3.191299999999999752e-05 1.465254354639490764e+01 1.527598695047420208e+01 1.623550531456499613e+01 1.722424758822200275e+01 1.789964460930790935e+01
3.291399999999999692e-05 1.509641931895189693e+01 1.573874896088846320e+01 1.672733442543146865e+01 1.774602909194024036e+01 1.844188620403819101e+01
3.394699999999999871e-05 1.555236702674579696e+01 1.621409654899182229e+01 1.723253964182359965e+01 1.828200130601065609e+01 1.899887495511051227e+01
3.501200000000000292e-05 1.602317250098511892e+01 1.670493407886637272e+01 1.775420775732423095e+01 1.883543900974527574e+01 1.957401405244996440e+01
3.610999999999999816e-05 1.650790713126702158e+01 1.721029342915140248e+01 1.829130984073907840e+01 1.940525061004009189e+01 2.016616909941484082e+01
3.724300000000000239e-05 1.700749952799434439e+01 1.773114272120762536e+01 1.884487482326243324e+01 1.999252769999911195e+01 2.077647449264683388e+01
3.841100000000000205e-05 1.752194969116708734e+01 1.826748195503503069e+01 1.941490270489428482e+01 2.059727027962234303e+01 2.140493023214594714e+01
3.961600000000000153e-05 1.805218623118809873e+01 1.882027925199433227e+01 2.000242241682891731e+01 2.122056994201380320e+01 2.205267071455388006e+01
4.085900000000000301e-05 1.859820914805736791e+01 1.938953461208551943e+01 2.060743395906633779e+01 2.186242668717348181e+01 2.271969593987063618e+01
4.213999999999999972e-05 1.916094705217773964e+01 1.997621615666929529e+01 2.123096626280081978e+01 2.252393210820538982e+01 2.340714030473790430e+01
4.346199999999999825e-05 1.974039994354921390e+01 2.058032388574565630e+01 2.187301932803236681e+01 2.320508620510954145e+01 2.411500380915568442e+01
4.482600000000000077e-05 2.033749643257461770e+01 2.120282592067529848e+01 2.253462208595525595e+01 2.390698057098992635e+01 2.484442084976566889e+01
4.623200000000000053e-05 2.095223651925396524e+01 2.184372226145822893e+01 2.321577453656949075e+01 2.462961520584657293e+01 2.559539142656786481e+01
4.768200000000000189e-05 2.158647742439292827e+01 2.250494915081585034e+01 2.391853454226363240e+01 2.537517329588749249e+01 2.637018433284565333e+01
4.917800000000000247e-05 2.223929053758866914e+01 2.318553846738745960e+01 2.464187317184340742e+01 2.614256324800866693e+01 2.716766517195735275e+01
5.072000000000000228e-05 2.291253307964687025e+01 2.388742645389445229e+01 2.538784828769736279e+01 2.693396824841812887e+01 2.799010273718634068e+01
5.231100000000000111e-05 2.360527644016468329e+01 2.460964498897612529e+01 2.615543095863123213e+01 2.774829670401186732e+01 2.883636263189092119e+01
5.395200000000000115e-05 2.431937783994779778e+01 2.535413031535388484e+01 2.694667904703356953e+01 2.858773180099791489e+01 2.970871364935450032e+01
5.564500000000000002e-05 2.505483727899619595e+01 2.612088243302772383e+01 2.776159255290437500e+01 2.945227353937625026e+01 3.060715578957707450e+01
5.738999999999999771e-05 2.581258336771274031e+01 2.691086946335835606e+01 2.860120040743793624e+01 3.034301351225090571e+01 3.153282344920032898e+01
5.919100000000000300e-05 2.659354471650024010e+01 2.772505952770645976e+01 2.946653154182852674e+01 3.126104331272588510e+01 3.248685102486594900e+01
6.104700000000000014e-05 2.739864993576156493e+01 2.856442074743274873e+01 3.035861488727043778e+01 3.220745453390520652e+01 3.347037291321565533e+01
6.296199999999999789e-05 2.822697041509386295e+01 2.942798500117653404e+01 3.127642151256938163e+01 3.318115558268484477e+01 3.448225471760773786e+01
6.493700000000000524e-05 2.908036337530280946e+01 3.031768853165917577e+01 3.222200928011391596e+01 3.418432964527285378e+01 3.552476523132559549e+01
6.697500000000000165e-05 2.996068603719406909e+01 3.123546758160210857e+01 3.319743605229260908e+01 3.521915990787722706e+01 3.660017324765259161e+01
6.907499999999999849e-05 3.086700979036482906e+01 3.218035402964461866e+01 3.420167289791117327e+01 3.628455477739396429e+01 3.770734436994707295e+01
7.124200000000000671e-05 3.180026324521791992e+01 3.315331599714742339e+01 3.523574874816390690e+01 3.738160584692707999e+01 3.884741299485069987e+01
7.347700000000000140e-05 3.276230362255902406e+01 3.415628972683189346e+01 3.630172146543934986e+01 3.851249630268460322e+01 4.002264791564689261e+01
7.578200000000000051e-05 3.375313092238812374e+01 3.518927521869804309e+01 3.739959104973752346e+01 3.967722614466655529e+01 4.123304913233562274e+01
7.815899999999999486e-05 3.477367375510806369e+01 3.625324059410657185e+01 3.853038643225269766e+01 4.087688696597689386e+01 4.247975104155861459e+01
8.061100000000000459e-05 3.582578934152452632e+01 3.735012209577887177e+01 3.969616547537344076e+01 4.211366195282369063e+01 4.376502243659921731e+01
8.313999999999999342e-05 3.690854907123467399e+01 3.847895160235425038e+01 4.089589924790545439e+01 4.338645951210290264e+01 4.508772892081577766e+01
8.574800000000000640e-05 3.802473877544704095e+01 3.964263347791480641e+01 4.213267454343161234e+01 4.469855442312660188e+01 4.645127368413336200e+01
8.843799999999999589e-05 3.917528706456442222e+01 4.084213584382123940e+01 4.340752029314617744e+01 4.605103827899877444e+01 4.785679112319366624e+01
9.121199999999999339e-05 4.036019393858684623e+01 4.207745870007354227e+01 4.472043649704914259e+01 4.744391107971944166e+01 4.930428123799668327e+01
9.407300000000000547e-05 4.158038800791715772e+01 4.334957016803241459e+01 4.607245208633480615e+01 4.887826441839258962e+01 5.079487842518410901e+01
9.702399999999999805e-05 4.283772649336101068e+01 4.466040649041925548e+01 4.746562492339170092e+01 5.035628148122626158e+01 5.233085147803934944e+01
1.000699999999999957e-04 4.413313800532127118e+01 4.601093578859478583e+01 4.890098393941415367e+01 5.187905386132447205e+01 5.391333479320410760e+01
1.032099999999999961e-04 4.546755115420076976e+01 4.740212618391966970e+01 5.037955806559641303e+01 5.344767315179124978e+01 5.554346276732005094e+01
1.064400000000000041e-04 4.684189455040232986e+01 4.883494579775462086e+01 5.190237623313277737e+01 5.506323094573055243e+01 5.722236979702887538e+01
1.097799999999999959e-04 4.825802541473164808e+01 5.031133087282104555e+01 5.347149630441177948e+01 5.672791042935046590e+01 5.895232467561400114e+01
1.132299999999999984e-04 4.971780096799438553e+01 5.183321765184035002e+01 5.508897614182203739e+01 5.844389478885899791e+01 6.073559619635879159e+01
1.167800000000000034e-04 5.122029259978771165e+01 5.339963801345181338e+01 5.675378681416922433e+01 6.021009243115211973e+01 6.257104996262156504e+01
1.204400000000000056e-04 5.276921475172299125e+01 5.501446444309824102e+01 5.847004404623045559e+01 6.203086972864588944e+01 6.446322356096908379e+01
1.242199999999999999e-04 5.436363881339736537e+01 5.667672881941894047e+01 6.023671890681149677e+01 6.390513508823631383e+01 6.641098259475967325e+01
1.281200000000000134e-04 5.600727922642222723e+01 5.839030362785668871e+01 6.205792712068942052e+01 6.583725488233940837e+01 6.841886465056010991e+01
1.321399999999999918e-04 5.770013599079751998e+01 6.015518886841152124e+01 6.393366868786428370e+01 6.782722911095521567e+01 7.048686972837039377e+01
1.362799999999999895e-04 5.944406632732896867e+01 6.197332078380478748e+01 6.586600147072461198e+01 6.987724096029172927e+01 7.261726662147387401e+01
1.405599999999999959e-04 6.124092745682222727e+01 6.384663561675792920e+01 6.785698333165896656e+01 7.198947361655702082e+01 7.481232412315401348e+01
1.449599999999999945e-04 6.309164798968014054e+01 6.577610148863163886e+01 6.990764320186164582e+01 7.416501867285502669e+01 7.707317663005245834e+01
1.495099999999999966e-04 6.499808514670839088e+01 6.776365464214728718e+01 7.202003894372118964e+01 7.640605931539384699e+01 7.940209293545264302e+01
1.542000000000000076e-04 6.696209614871267490e+01 6.981123132002629461e+01 7.419622841962619475e+01 7.871477873038143969e+01 8.180134183263790248e+01
1.590399999999999952e-04 6.898460960609575920e+01 7.191979964362936073e+01 7.643724056077093110e+01 8.109226851092186905e+01 8.427205771824993974e+01
1.640300000000000135e-04 7.106933996046907964e+01 7.409323209839928381e+01 7.874719109193249267e+01 8.354289502943117895e+01 8.681877817885556681e+01
1.691700000000000083e-04 7.321535860142977015e+01 7.633056056297537850e+01 8.112505108191662373e+01 8.606556669280534777e+01 8.944036881781309489e+01
1.744799999999999964e-04 7.542730858099201896e+01 7.863662564416110001e+01 8.357596518669473085e+01 8.866574146656444100e+01 9.214250161833098218e+01
1.799500000000000101e-04 7.770518989915582608e+01 8.101142734195647677e+01 8.609993340626681402e+01 9.134341935070847285e+01 9.492517658040920026e+01
1.856000000000000119e-04 8.005178838712969025e+01 8.345787002044357905e+01 8.870004253421571150e+01 9.410187512454945136e+01 9.779179689397282971e+01
1.914200000000000070e-04 8.246896126571935781e+01 8.597788992234386285e+01 9.137835043293003423e+01 9.694329197429544820e+01 1.007446313523053476e+02
1.974300000000000122e-04 8.495856575573040459e+01 8.857342329037865625e+01 9.413691496479825105e+01 9.986985308615444978e+01 1.037859487486900605e+02
2.036200000000000054e-04 8.752338768837142879e+01 9.124737448863011480e+01 9.697882292340325705e+01 1.028848332394385210e+02 1.069191522730520774e+02
2.100100000000000035e-04 9.016528428444810572e+01 9.400167975981963764e+01 9.990613217113363476e+01 1.059904156203556482e+02 1.101465107186748043e+02
2.165900000000000117e-04 9.288889859597455256e+01 9.684117971075065157e+01 1.029239873639607339e+02 1.091920581944259396e+02 1.134736960687666993e+02
2.233899999999999872e-04 9.569330201254801693e+01 9.976490622006254227e+01 1.060313595706903556e+02 1.124886693685453736e+02 1.168995739266860880e+02
2.303999999999999896e-04 9.857199426134859266e+01 1.027660824382303559e+02 1.092210462729624396e+02 1.158726079909858413e+02 1.204162035159410777e+02
2.376199999999999916e-04 1.015528336544614518e+02 1.058737520060750938e+02 1.125239154066054823e+02 1.193766218548677358e+02 1.240576167357825312e+02
2.450800000000000049e-04 1.046079618798014081e+02 1.090588712827757973e+02 1.159090990357910300e+02 1.229679631670707067e+02 1.277897816869596284e+02
2.527599999999999856e-04 1.077652372494536479e+02 1.123504839091533967e+02 1.194074650963475364e+02 1.266793797207151044e+02 1.316467302687231609e+02
2.606899999999999994e-04 1.110153736593897662e+02 1.157389086716009530e+02 1.230087242763321598e+02 1.304999555847607837e+02 1.356171185146561982e+02
2.688699999999999922e-04 1.143583711096097915e+02 1.192241455701184094e+02 1.267128765757449287e+02 1.344296907592078298e+02 1.397009464247587971e+02
2.773100000000000131e-04 1.178035157041420860e+02 1.228158758183127759e+02 1.305302113065286278e+02 1.384795011750962033e+02 1.439095579654478172e+02
2.860000000000000129e-04 1.213508074429866639e+02 1.265140994161840950e+02 1.344607284686832713e+02 1.426493868324260745e+02 1.482429531367233153e+02
2.949800000000000252e-04 1.250095324301718875e+02 1.303284975773393910e+02 1.385147173741517292e+02 1.469502636622375462e+02 1.527124759050022647e+02
3.042300000000000061e-04 1.287704045616694373e+02 1.342493890881714833e+02 1.426818887109910747e+02 1.513712157334904305e+02 1.573067823038676352e+02
3.137699999999999994e-04 1.326519960455359808e+02 1.382961363758945197e+02 1.469828211030869625e+02 1.559340749082649609e+02 1.620485602661534017e+02
3.236199999999999949e-04 1.366450207777432411e+02 1.424590582269015329e+02 1.514072252384966646e+02 1.606279252555211485e+02 1.669264658254425910e+02
3.337699999999999977e-04 1.407494787582911613e+02 1.467381546411924376e+02 1.559551011172201243e+02 1.654527667752588513e+02 1.719404989817352032e+02
3.442399999999999974e-04 1.449839421952364944e+02 1.511527880459812252e+02 1.606470273631429393e+02 1.704304313295583597e+02 1.771133476678650993e+02
3.550399999999999888e-04 1.493391249845509208e+02 1.556932772276609285e+02 1.654727146643223819e+02 1.755500029873796279e+02 1.824336679174154199e+02
3.661700000000000263e-04 1.538335993342911934e+02 1.603789846134455104e+02 1.704527416446439929e+02 1.808333136108028043e+02 1.879241476632199976e+02
3.776599999999999857e-04 1.584487930364005024e+02 1.651905477761210363e+02 1.755665296802221178e+02 1.862585313377476552e+02 1.935620989724448862e+02
3.895099999999999756e-04 1.632032782989356576e+02 1.701473291429014409e+02 1.808346573949425533e+02 1.918474880302945564e+02 1.993702097779241740e+02
4.017199999999999959e-04 1.681063412259250072e+02 1.752590099273936914e+02 1.862674141007478852e+02 1.976110996194834399e+02 2.053598240460745501e+02
4.143300000000000260e-04 1.731486957133401745e+02 1.805159089159908490e+02 1.918545104856954708e+02 2.035384501742743169e+02 2.115195978104792403e+02
4.273200000000000219e-04 1.783396278652095646e+02 1.859277073222999945e+02 1.976062358617280665e+02 2.096404556257073182e+02 2.178608750375552177e+02
4.407300000000000171e-04 1.836791376815332342e+02 1.914944051463209576e+02 2.035225902288456723e+02 2.159171159737823871e+02 2.243836557273023971e+02
4.545500000000000170e-04 1.891857973703678795e+02 1.972353648152677295e+02 2.096241522109339428e+02 2.223902630805798140e+02 2.311106278125546680e+02
4.688100000000000058e-04 1.948410347236567191e+02 2.031312239019264609e+02 2.158903431841072234e+02 2.290380650840193084e+02 2.380191033604781410e+02
4.835199999999999785e-04 2.006727080534849961e+02 2.092110260471180823e+02 2.223520310841938681e+02 2.358932697772212919e+02 2.451431142703237640e+02
4.986899999999999840e-04 2.066715312558242204e+02 2.154650900372355125e+02 2.289989265992512344e+02 2.429449612291456617e+02 2.524713165756745639e+02
5.143300000000000172e-04 2.128467904347028536e+02 2.219030970858858041e+02 2.358413190412220217e+02 2.502040553708324637e+02 2.600150542429473148e+02
5.304599999999999593e-04 2.191984855901209244e+02 2.285250471930690424e+02 2.428792084101063153e+02 2.576705522022817263e+02 2.677743272721421590e+02
5.471000000000000169e-04 2.257359028261066669e+02 2.353406215723920809e+02 2.501228840178468431e+02 2.653553676545336089e+02 2.757604796296761265e+02
5.642600000000000220e-04 2.324590421426603655e+02 2.423498202238549766e+02 2.575723458644436050e+02 2.732585017275882251e+02 2.839735113155491035e+02
5.819700000000000133e-04 2.393864757478384888e+02 2.495720055746717492e+02 2.652481725737822558e+02 2.814017862835256096e+02 2.924361102625949229e+02
6.002200000000000504e-04 2.465089175376128026e+02 2.569974964112353746e+02 2.731400748339199822e+02 2.897743053913057452e+02 3.011369325043968388e+02
6.190500000000000039e-04 2.538356536160116548e+02 2.646359739471527632e+02 2.812583419567995975e+02 2.983869749819687058e+02 3.100873220073716539e+02
6.384700000000000314e-04 2.613759700870634788e+02 2.724971193960310529e+02 2.896132632543639716e+02 3.072507109865547363e+02 3.192986227379363413e+02
6.585000000000000141e-04 2.691298669507682462e+02 2.805809327578701868e+02 2.982048387266130476e+02 3.163655134050637798e+02 3.287708346960908443e+02
6.791500000000000011e-04 2.771066303111543334e+02 2.888970952462771606e+02 3.070433576854895819e+02 3.257422981685358536e+02 3.385153018482523066e+02
7.004599999999999715e-04 2.853062601682217974e+02 2.974456068612519175e+02 3.161288201309936881e+02 3.353810652769712419e+02 3.485320241944205577e+02
7.224300000000000339e-04 2.937473287300273910e+02 3.062458300300086194e+02 3.254818046870109356e+02 3.453036465924498657e+02 3.588436896674296008e+02
7.450900000000000101e-04 3.024298359965709437e+02 3.152977647525470388e+02 3.351023113535413813e+02 3.555100421149719523e+02 3.694502982672793223e+02
7.684599999999999981e-04 3.113537819678527967e+02 3.246014110288672896e+02 3.449903401305847979e+02 3.660002518445373880e+02 3.803518499939696653e+02
7.925700000000000366e-04 3.205284527479010990e+02 3.341664500725763105e+02 3.551561803300841689e+02 3.767851917121864176e+02 3.915596888139178873e+02
8.174299999999999579e-04 3.299538483367158506e+02 3.439928818836741584e+02 3.655998319520396080e+02 3.878648617179188705e+02 4.030738147271238176e+02
8.430799999999999579e-04 3.396578270463822378e+02 3.541097501029817636e+02 3.763521629322794979e+02 3.992720096548553670e+02 4.149282596328382056e+02
8.695200000000000368e-04 3.496218166688436213e+02 3.644976923032853051e+02 3.873925946469180985e+02 4.109848036609154747e+02 4.271003355982273320e+02
8.968000000000000060e-04 3.598643894121566404e+02 3.751760709117984902e+02 3.987417057198410930e+02 4.230250755981793986e+02 4.396127305561248022e+02
9.249300000000000230e-04 3.703948313803496148e+02 3.861545671421285419e+02 4.104097854629913513e+02 4.354037413976874973e+02 4.524767884729479874e+02
9.539400000000000180e-04 3.812131425734227150e+02 3.974331809942754035e+02 4.223968338763686461e+02 4.481208010594396569e+02 4.656925093486966034e+02
9.838699999999999703e-04 3.923286090954042606e+02 4.090215936818459568e+02 4.347131402719160178e+02 4.611871705144757243e+02 4.792712371497875097e+02
1.014700000000000107e-03 4.037505170503226282e+02 4.209294864184472544e+02 4.473689939615763933e+02 4.746137656938364557e+02 4.932243158426379068e+02
1.046599999999999961e-03 4.154788664381779313e+02 4.331568592040792964e+02 4.603643949453496020e+02 4.884005865975213396e+02 5.075517454272479085e+02
1.079400000000000108e-03 4.275322294670268661e+02 4.457230744659563584e+02 4.737199218471210997e+02 5.025694650876107517e+02 5.222762138364511202e+02
1.113300000000000010e-03 4.399013200328408857e+02 4.586184509904709330e+02 4.874252853549482438e+02 5.171094852330647882e+02 5.373863771038304549e+02
1.148200000000000045e-03 4.526047103436769135e+02 4.718623512048372390e+02 5.015010640927168311e+02 5.320424788959633133e+02 5.529049231622203706e+02
1.184200000000000053e-03 4.656516865035633828e+02 4.854644563226622722e+02 5.159575473723693904e+02 5.473793620073465718e+02 5.688431959780372154e+02
1.221300000000000033e-03 4.790422485125002936e+02 4.994247663439462031e+02 5.307947351939060354e+02 5.631201345672149046e+02 5.852011955512814438e+02
1.259600000000000043e-03 4.927856824745159656e+02 5.137529624822958567e+02 5.460229168692696931e+02 5.792757125066082153e+02 6.019902658483698588e+02
1.299199999999999921e-03 5.068819883896103420e+02 5.284490447377110058e+02 5.616420923984601359e+02 5.958460958255263904e+02 6.192104068693022327e+02
1.339899999999999989e-03 5.213497384658402325e+02 5.435323755374062102e+02 5.776728404053631039e+02 6.128531163860498054e+02 6.368843065469128533e+02
1.381899999999999925e-03 5.361982188072340705e+02 5.590126360949878972e+02 5.941254502019214669e+02 6.303076901192184778e+02 6.550233088476184093e+02
1.425300000000000004e-03 5.514181433097636500e+02 5.748801451968494121e+02 6.109896324761924689e+02 6.481989010939926175e+02 6.736160698050022120e+02
1.469999999999999953e-03 5.670280841814853829e+02 5.911542652702047462e+02 6.282859658520613948e+02 6.665485811724520318e+02 6.926852773518976392e+02
1.516100000000000043e-03 5.830373275264280437e+02 6.078446775286605543e+02 6.460247396414714558e+02 6.853676462856371927e+02 7.122422754547224031e+02
1.563699999999999899e-03 5.994365872405628579e+02 6.249417007586100681e+02 6.641956645324796682e+02 7.046451805025075146e+02 7.322757201470589052e+02
1.612699999999999897e-03 6.162537216359750118e+02 6.424743786008743882e+02 6.828296084609144145e+02 7.244139316161839588e+02 7.528196433281581221e+02
1.663299999999999935e-03 6.334794446086366406e+02 6.604330298418462917e+02 7.019162821148329385e+02 7.446629836956261670e+02 7.738627010316033648e+02
1.715500000000000011e-03 6.511230422625756091e+02 6.788273356951330015e+02 7.214659748061779965e+02 7.654032526718742702e+02 7.954162372238113221e+02
1.769299999999999909e-03 6.691938007018205781e+02 6.976669773743412861e+02 7.414889758468924583e+02 7.866456544759683993e+02 8.174915958711990243e+02
1.824799999999999903e-03 6.877010060303997534e+02 7.169616360930783685e+02 7.619955745489193077e+02 8.084011050389484581e+02 8.401001209401836149e+02
1.882100000000000049e-03 7.066353721442848155e+02 7.367016306377369119e+02 7.829754816003154474e+02 8.306586884297746565e+02 8.632304684643479504e+02
1.941100000000000074e-03 7.260154712515325173e+02 7.569063234355312488e+02 8.044492756249666172e+02 8.534402365105272565e+02 8.869053263765258635e+02
2.001999999999999873e-03 7.458505894561712921e+02 7.775853957000682612e+02 8.264272459348159146e+02 8.767566652122461619e+02 9.111360386431343841e+02
2.064799999999999882e-03 7.661221545501442733e+02 7.987194850041337304e+02 8.488888139059772584e+02 9.005861426728509969e+02 9.358999173313397932e+02
2.129600000000000156e-03 7.868673109495651943e+02 8.203473162021559801e+02 8.718751367862219013e+02 9.249723326165026265e+02 9.612423383068094154e+02
2.196399999999999828e-03 8.080582003423487549e+02 8.424398456533141371e+02 8.953553466397214606e+02 9.498824872500807714e+02 9.871292696702931835e+02
2.265300000000000039e-03 8.297133949365515946e+02 8.650164357848217378e+02 9.193500220903620175e+02 9.753384384356651253e+02 1.013583399354624135e+03
2.336299999999999922e-03 8.518421808362023739e+02 8.880867678102858918e+02 9.438694524500859870e+02 1.001351102104295933e+03 1.040616071326219753e+03
2.409600000000000023e-03 8.744352719372728870e+02 9.116411605160999443e+02 9.689033484069506130e+02 1.027909562324933859e+03 1.068215941618663237e+03
2.485199999999999909e-03 8.974926682397624518e+02 9.356796139022633270e+02 9.944517099609557818e+02 1.055013819097577880e+03 1.096383010231953449e+03
2.563199999999999854e-03 9.210329419517286169e+02 9.602214903959905996e+02 1.020535115735987347e+03 1.082685704284308940e+03 1.125139965098926041e+03
2.643599999999999856e-03 9.450468069691427218e+02 9.852571087836744255e+02 1.047143276420102438e+03 1.110914301954086568e+03 1.154475462253162959e+03
2.726500000000000191e-03 9.694692605638052783e+02 1.010718700570066062e+03 1.074204166829701080e+03 1.139623200589629960e+03 1.184310093929745562e+03
2.811999999999999830e-03 9.944488804001715607e+02 1.036761165172877099e+03 1.101882415955868737e+03 1.168987055087581211e+03 1.214825363591345422e+03
2.900199999999999913e-03 1.019892805437957350e+03 1.063287690456037808e+03 1.130075130679176937e+03 1.198896706137538786e+03 1.245907831573792919e+03
2.991199999999999849e-03 1.045801035677162417e+03 1.090298276419548074e+03 1.158782310999625906e+03 1.229352153739503365e+03 1.277557497877087826e+03
3.085000000000000069e-03 1.072080710077502999e+03 1.117696110927338395e+03 1.187901063797787174e+03 1.260244238583072729e+03 1.309660922837060752e+03
3.181799999999999819e-03 1.098917550719547080e+03 1.145674818251548004e+03 1.217637175312517456e+03 1.291791279289049726e+03 1.342444985782050708e+03
3.281599999999999968e-03 1.126125835522726675e+03 1.174040774120037213e+03 1.247784859304960491e+03 1.323774957236632872e+03 1.375682807383718909e+03
3.384600000000000195e-03 1.153891286567609541e+03 1.202987602804946391e+03 1.278549902013972087e+03 1.356413591046622741e+03 1.409601266970403913e+03
3.490699999999999793e-03 1.182028181773627921e+03 1.232321680034134943e+03 1.309726517200696208e+03 1.389488862098218306e+03 1.443973485213767390e+03
3.600200000000000015e-03 1.210629382181066148e+03 1.262139817943673279e+03 1.341417597984560871e+03 1.423109929701820647e+03 1.478912901777978504e+03
3.713199999999999834e-03 1.239602026749639663e+03 1.292345204397491443e+03 1.373520251246137605e+03 1.457167634547028001e+03 1.514306076998866956e+03
