# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi                   9:dens[1]-dens[1]       10:phi-dens[1]        
  602       2.912923401446e-10       2.704157248801e-12       3.805784019804e-12       1.119216041517e-14       4.420464102987e-14       2.577513667253e-15      -4.472312929705e-16       1.720366486463e-02       6.044583439886e-09 
  603       2.901031919954e-10       2.743709489316e-12       3.773850033487e-12       1.120421045103e-14       4.395011368902e-14       2.608231445779e-15      -4.538285653177e-16       1.721760178058e-02       6.029475551717e-09 
  604       2.889144131617e-10       2.783362303697e-12       3.737638178437e-12       1.121608045763e-14       4.369746097666e-14       2.639096852554e-15      -4.603337327789e-16       1.723133730849e-02       6.014369976515e-09 
  605       2.877266378822e-10       2.823099844543e-12       3.697150364138e-12       1.122777305086e-14       4.344666528167e-14       2.670137579770e-15      -4.667457185033e-16       1.724487299519e-02       5.999267411151e-09 
  606       2.865405079640e-10       2.862906059777e-12       3.652388929408e-12       1.123929089406e-14       4.319770842451e-14       2.701381682302e-15      -4.730634429438e-16       1.725821041833e-02       5.984168549431e-09 
  607       2.853566728127e-10       2.902764691818e-12       3.603356644718e-12       1.125063669823e-14       4.295057165426e-14       2.732857579208e-15      -4.792858238642e-16       1.727135118647e-02       5.969074082059e-09 
  608       2.841757894612e-10       2.942659276753e-12       3.550056714495e-12       1.126181322223e-14       4.270523564574e-14       2.764594055228e-15      -4.854117763449e-16       1.728429693925e-02       5.953984696593e-09 
  609       2.829985225994e-10       2.982573143508e-12       3.492492779449e-12       1.127282327298e-14       4.246168049651e-14       2.796620262280e-15      -4.914402127893e-16       1.729704934748e-02       5.938901077410e-09 
  610       2.818255446040e-10       3.022489413022e-12       3.430668918874e-12       1.128366970570e-14       4.221988572404e-14       2.828965720961e-15      -4.973700429302e-16       1.730961011330e-02       5.923823905663e-09 
  611       2.806575355670e-10       3.062390997415e-12       3.364589652970e-12       1.129435542407e-14       4.197983026267e-14       2.861660322042e-15      -5.032001738359e-16       1.732198097029e-02       5.908753859240e-09 
  612       2.794951833264e-10       3.102260599160e-12       3.294259945153e-12       1.130488338046e-14       4.174149246079e-14       2.894734327969e-15      -5.089295099169e-16       1.733416368359e-02       5.893691612727e-09 
  613       2.783391834946e-10       3.142080710257e-12       3.219685204369e-12       1.131525657614e-14       4.150485007785e-14       2.928218374357e-15      -5.145569529315e-16       1.734616005007e-02       5.878637837364e-09 
  614       2.771901953842e-10       3.181834349998e-12       3.140876641967e-12       1.132547807941e-14       4.126988283385e-14       2.962132958220e-15      -5.200816625350e-16       1.735797258030e-02       5.863593390052e-09 
  615       2.760487085756e-10       3.221507299177e-12       3.057867477225e-12       1.133555108007e-14       4.103658013014e-14       2.996456625685e-15      -5.255038447010e-16       1.736960656221e-02       5.848559885353e-09 
  616       2.749151732414e-10       3.261085917259e-12       2.970697120928e-12       1.134547883668e-14       4.080493350604e-14       3.031157032373e-15      -5.308239820206e-16       1.738106804666e-02       5.833539136984e-09 
  617       2.737900439791e-10       3.300556407987e-12       2.879405859628e-12       1.135526465891e-14       4.057493410093e-14       3.066201386508e-15      -5.360425749422e-16       1.739236317034e-02       5.818532970019e-09 
  618       2.726737798270e-10       3.339904818793e-12       2.784034859655e-12       1.136491190776e-14       4.034657265209e-14       3.101556447073e-15      -5.411601418605e-16       1.740349815614e-02       5.803543220910e-09 
  619       2.715668442792e-10       3.379117040202e-12       2.684626171134e-12       1.137442399579e-14       4.011983949263e-14       3.137188521967e-15      -5.461772192057e-16       1.741447931342e-02       5.788571737509e-09 
  620       2.704697053013e-10       3.418178805235e-12       2.581222731996e-12       1.138380438733e-14       3.989472454934e-14       3.173063466160e-15      -5.510943615330e-16       1.742531303843e-02       5.773620379085e-09 
  621       2.693828353459e-10       3.457075688822e-12       2.473868372001e-12       1.139305659867e-14       3.967121734061e-14       3.209146679855e-15      -5.559121416106e-16       1.743600581462e-02       5.758691016345e-09 
  622       2.683067113677e-10       3.495793107202e-12       2.362607816745e-12       1.140218419828e-14       3.944930697426e-14       3.245403106640e-15      -5.606311505102e-16       1.744656421301e-02       5.743785531458e-09 
  623       2.672418148394e-10       3.534316317334e-12       2.247486691679e-12       1.141119080705e-14       3.922898214549e-14       3.281797231648e-15      -5.652519976947e-16       1.745699489248e-02       5.728905818069e-09 
  624       2.661886317666e-10       3.572630416298e-12       2.128551526125e-12       1.142008009844e-14       3.901023113472e-14       3.318293079713e-15      -5.697753111083e-16       1.746730460019e-02       5.714053781321e-09 
  625       2.651476527036e-10       3.610720340707e-12       2.005849757290e-12       1.142885579876e-14       3.879304180548e-14       3.354854213528e-15      -5.742017372651e-16       1.747750017185e-02       5.699231337877e-09 
  626       2.641193727690e-10       3.648570866108e-12       1.879429734279e-12       1.143752168735e-14       3.857740160232e-14       3.391443731800e-15      -5.785319413383e-16       1.748758853214e-02       5.684440415939e-09 
  627       2.631042916606e-10       3.686166606392e-12       1.749340722114e-12       1.144608159677e-14       3.836329754864e-14       3.428024267411e-15      -5.827666072492e-16       1.749757669499e-02       5.669682955266e-09 
  628       2.621029136713e-10       3.723492013200e-12       1.615632905747e-12       1.145453941306e-14       3.815071624466e-14       3.464557985569e-15      -5.869064377564e-16       1.750747176396e-02       5.654960907197e-09 
  629       2.611157477043e-10       3.760531375324e-12       1.478357394074e-12       1.146289907590e-14       3.793964386520e-14       3.501006581971e-15      -5.909521545449e-16       1.751728093259e-02       5.640276234670e-09 
  630       2.601433072885e-10       3.797268818120e-12       1.337566223952e-12       1.147116457887e-14       3.773006615767e-14       3.537331280957e-15      -5.949044983150e-16       1.752701148470e-02       5.625630912239e-09 
  631       2.591861105943e-10       3.833688302913e-12       1.193312364215e-12       1.147933996963e-14       3.752196843986e-14       3.573492833669e-15      -5.987642288714e-16       1.753667079481e-02       5.611026926101e-09 
  632       2.582446804485e-10       3.869773626397e-12       1.045649719685e-12       1.148742935014e-14       3.731533559790e-14       3.609451516204e-15      -6.025321252126e-16       1.754626632841e-02       5.596466274107e-09 
  633       2.573195443503e-10       3.905508420051e-12       8.946331351928e-13       1.149543687687e-14       3.711015208410e-14       3.645167127776e-15      -6.062089856197e-16       1.755580564234e-02       5.581950965791e-09 
  634       2.564112344862e-10       3.940876149535e-12       7.403183995881e-13       1.150336676101e-14       3.690640191483e-14       3.680598988870e-15      -6.097956277454e-16       1.756529638516e-02       5.567483022383e-09 
  635       2.555202877459e-10       3.975860114106e-12       5.827622497575e-13       1.151122326870e-14       3.670406866844e-14       3.715705939402e-15      -6.132928887032e-16       1.757474629743e-02       5.553064476832e-09 
  636       2.546472457374e-10       4.010443446016e-12       4.220223746384e-13       1.151901072121e-14       3.650313548313e-14       3.750446336870e-15      -6.167016251567e-16       1.758416321212e-02       5.538697373827e-09 
  637       2.537926548025e-10       4.044609109924e-12       2.581574192348e-13       1.152673349519e-14       3.630358505481e-14       3.784778054519e-15      -6.200227134083e-16       1.759355505492e-02       5.524383769815e-09 
  638       2.529570142202e-10       4.078341077440e-12       9.122865630011e-14       1.153439587365e-14       3.610540156802e-14       3.818666709833e-15      -6.232567953524e-16       1.760292929065e-02       5.510125561403e-09 
  639       2.521406194851e-10       4.111627881435e-12      -7.869496482050e-14       1.154200159489e-14       3.590857654129e-14       3.852110560129e-15      -6.264035097828e-16       1.761229124796e-02       5.495923966219e-09 
  640       2.513437154798e-10       4.144459141745e-12      -2.515417437696e-13       1.154955429369e-14       3.571310311111e-14       3.885116171977e-15      -6.294622437029e-16       1.762164575704e-02       5.481780030232e-09 
  641       2.505665479628e-10       4.176824397133e-12      -4.272388819084e-13       1.155705764976e-14       3.551897410945e-14       3.917690242923e-15      -6.324323848868e-16       1.763099770027e-02       5.467694798269e-09 
  642       2.498093635692e-10       4.208713105037e-12      -6.057124778111e-13       1.156451538791e-14       3.532618206224e-14       3.949839602063e-15      -6.353133218936e-16       1.764035201244e-02       5.453669313982e-09 
  643       2.490724098105e-10       4.240114641328e-12      -7.868875227585e-13       1.157193127818e-14       3.513471918779e-14       3.981571210630e-15      -6.381044440815e-16       1.764971368090e-02       5.439704619817e-09 
  644       2.483559350747e-10       4.271018300058e-12      -9.706878962323e-13       1.157930913605e-14       3.494457739529e-14       4.012892162566e-15      -6.408051416222e-16       1.765908774576e-02       5.425801756988e-09 
  645       2.476601886271e-10       4.301413293213e-12      -1.157036361409e-12       1.158665282257e-14       3.475574828322e-14       4.043809685108e-15      -6.434148055148e-16       1.766847930004e-02       5.411961765439e-09 
  646       2.469854206098e-10       4.331288750465e-12      -1.345854560654e-12       1.159396624458e-14       3.456822313783e-14       4.074331139365e-15      -6.459328276010e-16       1.767789348991e-02       5.398185683822e-09 
  647       2.463318820423e-10       4.360633718926e-12      -1.537063011015e-12       1.160125335481e-14       3.438199293156e-14       4.104464020894e-15      -6.483586005781e-16       1.768733551479e-02       5.384474549460e-09 
  648       2.456998248215e-10       4.389437162897e-12      -1.730581099717e-12       1.160851815210e-14       3.419704832156e-14       4.134215960286e-15      -6.506915180146e-16       1.769681062762e-02       5.370829398319e-09 
  649       2.450895017219e-10       4.417687963622e-12      -1.926327079656e-12       1.161576468156e-14       3.401337964807e-14       4.163594723743e-15      -6.529309743632e-16       1.770632413499e-02       5.357251264978e-09 
  650       2.445011663959e-10       4.445374919041e-12      -2.124218064892e-12       1.162299703472e-14       3.383097693290e-14       4.192608213657e-15      -6.550763649763e-16       1.771588139731e-02       5.343741182598e-09 
  651       2.439350733740e-10       4.472486743539e-12      -2.324170026145e-12       1.163021934970e-14       3.364982987790e-14       4.221264469189e-15      -6.571270861192e-16       1.772548782905e-02       5.330300182891e-09 
  652       2.433914780648e-10       4.499012067701e-12      -2.526097786286e-12       1.163743581138e-14       3.346992786341e-14       4.249571666850e-15      -6.590825349852e-16       1.773514889887e-02       5.316929296088e-09 
  653       2.428706367552e-10       4.524939438063e-12      -2.729915015835e-12       1.164465065159e-14       3.329125994668e-14       4.277538121083e-15      -6.609421097093e-16       1.774487012981e-02       5.303629550914e-09 
  654       2.423728066108e-10       4.550257316865e-12      -2.935534228452e-12       1.165186814925e-14       3.311381486037e-14       4.305172284836e-15      -6.627052093829e-16       1.775465709949e-02       5.290401974550e-09 
  655       2.418982456760e-10       4.574954081802e-12      -3.142866776431e-12       1.165909263055e-14       3.293758101096e-14       4.332482750148e-15      -6.643712340678e-16       1.776451544028e-02       5.277247592610e-09 
  656       2.414472128740e-10       4.599018025775e-12      -3.351822846196e-12       1.166632846910e-14       3.276254647724e-14       4.359478248726e-15      -6.659395848105e-16       1.777445083950e-02       5.264167429103e-09 
  657       2.410199680073e-10       4.622437356647e-12      -3.562311453793e-12       1.167358008613e-14       3.258869900874e-14       4.386167652525e-15      -6.674096636567e-16       1.778446903957e-02       5.251162506410e-09 
  658       2.406167717576e-10       4.645200196990e-12      -3.774240440386e-12       1.168085195063e-14       3.241602602420e-14       4.412559974327e-15      -6.687808736653e-16       1.779457583820e-02       5.238233845246e-09 
  659       2.402378856861e-10       4.667294583842e-12      -3.987516467747e-12       1.168814857954e-14       3.224451460999e-14       4.438664368322e-15      -6.700526189228e-16       1.780477708861e-02       5.225382464637e-09 
  660       2.398835722338e-10       4.688708468457e-12      -4.202045013757e-12       1.169547453788e-14       3.207415151863e-14       4.464490130687e-15      -6.712243045577e-16       1.781507869966e-02       5.212609381883e-09 
  661       2.395540947215e-10       4.709429716054e-12      -4.417730367893e-12       1.170283443898e-14       3.190492316716e-14       4.490046700163e-15      -6.722953367545e-16       1.782548663606e-02       5.199915612532e-09 
  662       2.392496715647e-10       4.729447438020e-12      -4.634477937766e-12       1.171023265160e-14       3.173681711407e-14       4.515341436599e-15      -6.732654640786e-16       1.783600596562e-02       5.187301962908e-09 
  663       2.389703378107e-10       4.748756021187e-12      -4.852201233590e-12       1.171767241408e-14       3.156982652867e-14       4.540372901692e-15      -6.741358096710e-16       1.784663797761e-02       5.174768402755e-09 
  664       2.387160805532e-10       4.767351186782e-12      -5.070815028587e-12       1.172515670105e-14       3.140394581707e-14       4.565137431440e-15      -6.749078618095e-16       1.785738300128e-02       5.162314678719e-09 
  665       2.384868844292e-10       4.785228666130e-12      -5.290233058008e-12       1.173268851474e-14       3.123916915149e-14       4.589631344762e-15      -6.755831347631e-16       1.786824135302e-02       5.149940520450e-09 
  666       2.382827316066e-10       4.802384200772e-12      -5.510368015256e-12       1.174027088503e-14       3.107549046916e-14       4.613850943469e-15      -6.761631689002e-16       1.787921333624e-02       5.137645640515e-09 
  667       2.381036017719e-10       4.818813542580e-12      -5.731131548014e-12       1.174790686958e-14       3.091290347117e-14       4.637792512234e-15      -6.766495307957e-16       1.789029924132e-02       5.125429734311e-09 
  668       2.379494721182e-10       4.834512453873e-12      -5.952434254370e-12       1.175559955390e-14       3.075140162129e-14       4.661452318567e-15      -6.770438133388e-16       1.790149934550e-02       5.113292479978e-09 
  669       2.378203173322e-10       4.849476707536e-12      -6.174185678942e-12       1.176335205144e-14       3.059097814489e-14       4.684826612788e-15      -6.773476358405e-16       1.791281391283e-02       5.101233538310e-09 
  670       2.377161095824e-10       4.863702087132e-12      -6.396294309005e-12       1.177116750366e-14       3.043162602774e-14       4.707911627994e-15      -6.775626441413e-16       1.792424319409e-02       5.089252552668e-09 
  671       2.376368185068e-10       4.877184387025e-12      -6.618667570615e-12       1.177904908016e-14       3.027333801491e-14       4.730703580037e-15      -6.776905107187e-16       1.793578742669e-02       5.077349148896e-09 
  672       2.375824112002e-10       4.889919412490e-12      -6.841211824740e-12       1.178699997871e-14       3.011610660959e-14       4.753198667492e-15      -6.777329347951e-16       1.794744683459e-02       5.065522935231e-09 
  673       2.375528522020e-10       4.901902979832e-12      -7.063832363378e-12       1.179502342541e-14       2.995992407198e-14       4.775393071631e-15      -6.776916424448e-16       1.795922162827e-02       5.053773502214e-09 
  674       2.375481034841e-10       4.913130916503e-12      -7.286433405690e-12       1.180312267469e-14       2.980478241813e-14       4.797282956397e-15      -6.775683867020e-16       1.797111200459e-02       5.042100422608e-09 
  675       2.375681244382e-10       4.923599061218e-12      -7.508918094121e-12       1.181130100947e-14       2.965067341881e-14       4.818864468370e-15      -6.773649476685e-16       1.798311814674e-02       5.030503251307e-09 
  676       2.376128718639e-10       4.933303264072e-12      -7.731188490531e-12       1.181956174123e-14       2.949758859836e-14       4.840133736745e-15      -6.770831326209e-16       1.799524022419e-02       5.018981525248e-09 
  677       2.376822999559e-10       4.942239386653e-12      -7.953145572313e-12       1.182790821007e-14       2.934551923353e-14       4.861086873303e-15      -6.767247761186e-16       1.800747839253e-02       5.007534763327e-09 
  678       2.377763602920e-10       4.950403302163e-12      -8.174689228526e-12       1.183634378482e-14       2.919445635237e-14       4.881719972380e-15      -6.762917401110e-16       1.801983279348e-02       4.996162466310e-09 
  679       2.378950018207e-10       4.957790895532e-12      -8.395718256020e-12       1.184487186314e-14       2.904439073307e-14       4.902029110844e-15      -6.757859140454e-16       1.803230355477e-02       4.984864116746e-09 
  680       2.380381708487e-10       4.964398063536e-12      -8.616130355557e-12       1.185349587157e-14       2.889531290282e-14       4.922010348063e-15      -6.752092149746e-16       1.804489079006e-02       4.973639178880e-09 
  681       2.382058110289e-10       4.970220714911e-12      -8.835822127942e-12       1.186221926565e-14       2.874721313667e-14       4.941659725878e-15      -6.745635876641e-16       1.805759459886e-02       4.962487098563e-09 
  682       2.383978633476e-10       4.975254770470e-12      -9.054689070147e-12       1.187104553001e-14       2.860008145637e-14       4.960973268577e-15      -6.738510047003e-16       1.807041506647e-02       4.951407303172e-09 
  683       2.386142661127e-10       4.979496163222e-12      -9.272625571435e-12       1.187997817841e-14       2.845390762928e-14       4.979946982865e-15      -6.730734665976e-16       1.808335226388e-02       4.940399201513e-09 
  684       2.388549549410e-10       4.982940838484e-12      -9.489524909490e-12       1.188902075391e-14       2.830868116714e-14       4.998576857837e-15      -6.722330019061e-16       1.809640624771e-02       4.929462183743e-09 
  685       2.391198627460e-10       4.985584754003e-12      -9.705279246539e-12       1.189817682887e-14       2.816439132502e-14       5.016858864952e-15      -6.713316673193e-16       1.810957706013e-02       4.918595621276e-09 
  686       2.394088900995e-10       4.987425044637e-12      -9.919785261303e-12       1.190744963636e-14       2.802102823893e-14       5.034791451257e-15      -6.703711026365e-16       1.812286419061e-02       4.907798821138e-09 
  687       2.397218156512e-10       4.988463543343e-12      -1.013296118404e-11       1.191684095539e-14       2.787858636773e-14       5.052383077289e-15      -6.693511850512e-16       1.813626494890e-02       4.897070888129e-09 
  688       2.400583837806e-10       4.988703335255e-12      -1.034473011589e-11       1.192635220215e-14       2.773706112211e-14       5.069644839323e-15      -6.682713464756e-16       1.814977605735e-02       4.886410859558e-09 
  689       2.404183340313e-10       4.988147600298e-12      -1.055501442337e-11       1.193598479660e-14       2.759644773159e-14       5.086587991229e-15      -6.671310160893e-16       1.816339418565e-02       4.875817750441e-09 
  690       2.408014010908e-10       4.986799613604e-12      -1.076373573599e-11       1.194574016243e-14       2.745674124362e-14       5.103223945078e-15      -6.659296203343e-16       1.817711595071e-02       4.865290553400e-09 
  691       2.412073147708e-10       4.984662745927e-12      -1.097081494375e-11       1.195561972708e-14       2.731793652278e-14       5.119564271750e-15      -6.646665829087e-16       1.819093791635e-02       4.854828238568e-09 
  692       2.416357999870e-10       4.981740464050e-12      -1.117617219475e-11       1.196562492174e-14       2.718002824990e-14       5.135620701540e-15      -6.633413247614e-16       1.820485659315e-02       4.844429753487e-09 
  693       2.420865767395e-10       4.978036331204e-12      -1.137972689275e-11       1.197575718133e-14       2.704301092118e-14       5.151405124767e-15      -6.619532640860e-16       1.821886843821e-02       4.834094023010e-09 
  694       2.425593600930e-10       4.973554007476e-12      -1.158139769467e-11       1.198601794448e-14       2.690687884740e-14       5.166929592378e-15      -6.605018163153e-16       1.823296985491e-02       4.823819949204e-09 
  695       2.430538601567e-10       4.968297250226e-12      -1.178110250825e-11       1.199640865356e-14       2.677162615301e-14       5.182206316556e-15      -6.589863941153e-16       1.824715719275e-02       4.813606411246e-09 
  696       2.435697820644e-10       4.962269914499e-12      -1.197875848951e-11       1.200693075465e-14       2.663724677531e-14       5.197247671330e-15      -6.574064073799e-16       1.826142674710e-02       4.803452265332e-09 
  697       2.441068259549e-10       4.955475953434e-12      -1.217428204038e-11       1.201758569752e-14       2.650373446360e-14       5.212066193177e-15      -6.557612632244e-16       1.827577475896e-02       4.793356344572e-09 
  698       2.446646869518e-10       4.947919418683e-12      -1.236758880623e-11       1.202837493567e-14       2.637108277829e-14       5.226674581633e-15      -6.540503659805e-16       1.829019741481e-02       4.783317458893e-09 
  699       2.452430551440e-10       4.939604460820e-12      -1.255859367345e-11       1.203929992628e-14       2.623928509011e-14       5.241085699896e-15      -6.522731171902e-16       1.830469084633e-02       4.773334394941e-09 
  700       2.458416155655e-10       4.930535329754e-12      -1.274721076700e-11       1.205036213021e-14       2.610833457918e-14       5.255312575438e-15      -6.504289155999e-16       1.831925113023e-02       4.763405915981e-09 
  701       2.464600481756e-10       4.920716375144e-12      -1.293335344795e-11       1.206156301201e-14       2.597822423424e-14       5.269368400607e-15      -6.485171571551e-16       1.833387428800e-02       4.753530761798e-09 
  702       2.470980278390e-10       4.910152046811e-12      -1.311693431109e-11       1.207290403992e-14       2.584894685172e-14       5.283266533238e-15      -6.465372349942e-16       1.834855628573e-02       4.743707648601e-09 
  703       2.477552243061e-10       4.898846895150e-12      -1.329786518244e-11       1.208438668582e-14       2.572049503496e-14       5.297020497257e-15      -6.444885394428e-16       1.836329303385e-02       4.733935268921e-09 
  704       2.484313021931e-10       4.886805571545e-12      -1.347605711684e-11       1.209601242529e-14       2.559286119329e-14       5.310643983290e-15      -6.423704580085e-16       1.837808038696e-02       4.724212291512e-09 
  705       2.491259209618e-10       4.874032828778e-12      -1.365142039550e-11       1.210778273753e-14       2.546603754122e-14       5.324150849269e-15      -6.401823753744e-16       1.839291414360e-02       4.714537361255e-09 
  706       2.498387349000e-10       4.860533521448e-12      -1.382386452360e-11       1.211969910541e-14       2.534001609759e-14       5.337555121038e-15      -6.379236733936e-16       1.840779004600e-02       4.704909099057e-09 
  707       2.505693931019e-10       4.846312606377e-12      -1.399329822776e-11       1.213176301546e-14       2.521478868469e-14       5.350870992962e-15      -6.355937310839e-16       1.842270377991e-02       4.695326101753e-09 
  708       2.513175394474e-10       4.831375143030e-12      -1.415962945369e-11       1.214397595781e-14       2.509034692743e-14       5.364112828532e-15      -6.331919246213e-16       1.843765097437e-02       4.685786942006e-09 
  709       2.520828125832e-10       4.815726293923e-12      -1.432276536372e-11       1.215633942626e-14       2.496668225246e-14       5.377295160976e-15      -6.307176273348e-16       1.845262720150e-02       4.676290168211e-09 
  710       2.528648386777e-10       4.799372033865e-12      -1.448261990096e-11       1.216885458204e-14       2.484378677436e-14       5.390425374085e-15      -6.281705955098e-16       1.846762826250e-02       4.666834441546e-09 
  711       2.536632095657e-10       4.782321292840e-12      -1.463913665721e-11       1.218152123782e-14       2.472165597561e-14       5.403481578553e-15      -6.255521345044e-16       1.848265105273e-02       4.657418950428e-09 
  712       2.544775041157e-10       4.764583857955e-12      -1.479226646990e-11       1.219433885282e-14       2.460028607998e-14       5.416434282451e-15      -6.228639565722e-16       1.849769271399e-02       4.648043004373e-09 
  713       2.553072953924e-10       4.746169669177e-12      -1.494195989740e-11       1.220730686705e-14       2.447967316983e-14       5.429253668721e-15      -6.201077973080e-16       1.851275034974e-02       4.638705897551e-09 
  714       2.561521506348e-10       4.727088819919e-12      -1.508816721836e-11       1.222042470119e-14       2.435981318548e-14       5.441909594035e-15      -6.172854157335e-16       1.852782102495e-02       4.629406908720e-09 
  715       2.570116312346e-10       4.707351557613e-12      -1.523083843107e-11       1.223369175651e-14       2.424070192460e-14       5.454371587671e-15      -6.143985943836e-16       1.854290176595e-02       4.620145301157e-09 
  716       2.578852927150e-10       4.686968284299e-12      -1.536992325282e-11       1.224710741481e-14       2.412233504152e-14       5.466608850373e-15      -6.114491393920e-16       1.855798956028e-02       4.610920322592e-09 
  717       2.587726847086e-10       4.665949557205e-12      -1.550537111926e-11       1.226067103831e-14       2.400470804664e-14       5.478590253222e-15      -6.084388805774e-16       1.857308135656e-02       4.601731205146e-09 
  718       2.596733509363e-10       4.644306089323e-12      -1.563713118379e-11       1.227438196955e-14       2.388781630574e-14       5.490284336502e-15      -6.053696715294e-16       1.858817406432e-02       4.592577165259e-09 
  719       2.605868291852e-10       4.622048749999e-12      -1.576515231686e-11       1.228823953133e-14       2.377165503936e-14       5.501659308566e-15      -6.022433896945e-16       1.860326455387e-02       4.583457403629e-09 
  720       2.615126512876e-10       4.599188565507e-12      -1.588938310538e-11       1.230224302663e-14       2.365621932217e-14       5.512683044704e-15      -5.990619364619e-16       1.861834965614e-02       4.574371105141e-09 
  721       2.624503430987e-10       4.575736719635e-12      -1.600977185205e-11       1.231639173850e-14       2.354150408232e-14       5.523323086008e-15      -5.958272372497e-16       1.863342616254e-02       4.565317438804e-09 
  722       2.633994244756e-10       4.551704554265e-12      -1.612626657475e-11       1.233068492996e-14       2.342750410078e-14       5.533546638243e-15      -5.925412415907e-16       1.864849082481e-02       4.556295557685e-09 
  723       2.643594092556e-10       4.527103569952e-12      -1.623881500585e-11       1.234512184396e-14       2.331421401073e-14       5.543320570709e-15      -5.892059232184e-16       1.866354035486e-02       4.547304598840e-09 
  724       2.653298052341e-10       4.501945426511e-12      -1.634736459163e-11       1.235970170329e-14       2.320162829689e-14       5.552611415112e-15      -5.858232801529e-16       1.867857142467e-02       4.538343683251e-09 
  725       2.663101141439e-10       4.476241943594e-12      -1.645186249160e-11       1.237442371042e-14       2.308974129490e-14       5.561385364430e-15      -5.823953347871e-16       1.869358066606e-02       4.529411915757e-09 
  726       2.672998316327e-10       4.450005101271e-12      -1.655225557786e-11       1.238928704751e-14       2.297854719065e-14       5.569608271777e-15      -5.789241339722e-16       1.870856467062e-02       4.520508384989e-09 
  727       2.682984472422e-10       4.423247040616e-12      -1.664849043447e-11       1.240429087628e-14       2.286804001969e-14       5.577245649274e-15      -5.754117491041e-16       1.872351998954e-02       4.511632163305e-09 
  728       2.693054443861e-10       4.395980064283e-12      -1.674051335683e-11       1.241943433790e-14       2.275821366652e-14       5.584262666914e-15      -5.718602762093e-16       1.873844313343e-02       4.502782306723e-09 
  729       2.703203003286e-10       4.368216637091e-12      -1.682827035099e-11       1.243471655295e-14       2.264906186401e-14       5.590624151429e-15      -5.682718360307e-16       1.875333057221e-02       4.493957854851e-09 
  730       2.713424861630e-10       4.339969386605e-12      -1.691170713305e-11       1.245013662131e-14       2.254057819273e-14       5.596294585157e-15      -5.646485741134e-16       1.876817873495e-02       4.485157830828e-09 
  731       2.723714667897e-10       4.311251103716e-12      -1.699076912852e-11       1.246569362207e-14       2.243275608029e-14       5.601238104910e-15      -5.609926608913e-16       1.878298400972e-02       4.476381241252e-09 
  732       2.734067008951e-10       4.282074743223e-12      -1.706540147163e-11       1.248138661346e-14       2.232558880075e-14       5.605418500838e-15      -5.573062917722e-16       1.879774274344e-02       4.467627076117e-09 
  733       2.744476409297e-10       4.252453424416e-12      -1.713554900477e-11       1.249721463275e-14       2.221906947393e-14       5.608799215301e-15      -5.535916872245e-16       1.881245124176e-02       4.458894308743e-09 
  734       2.754937478404e-10       4.222400504127e-12      -1.720116390785e-11       1.251317648549e-14       2.211319175980e-14       5.611354132665e-15      -5.498506436227e-16       1.882710631850e-02       4.450182053688e-09 
  735       2.765445356322e-10       4.191929796312e-12      -1.726222875427e-11       1.252927010879e-14       2.200795195801e-14       5.613100186196e-15      -5.460831758203e-16       1.884170695645e-02       4.441490044038e-09 
  736       2.775995276495e-10       4.161055357984e-12      -1.731873391183e-11       1.254549319524e-14       2.190334694883e-14       5.614065396850e-15      -5.422888477739e-16       1.885625267929e-02       4.432818163465e-09 
  737       2.786582418838e-10       4.129791417735e-12      -1.737066995526e-11       1.256184340226e-14       2.179937350140e-14       5.614278142294e-15      -5.384672193266e-16       1.887074300495e-02       4.424166289086e-09 
  738       2.797201909554e-10       4.098152376329e-12      -1.741802766722e-11       1.257831835202e-14       2.169602827324e-14       5.613767158169e-15      -5.346178461932e-16       1.888517744555e-02       4.415534291430e-09 
  739       2.807848820953e-10       4.066152807305e-12      -1.746079803940e-11       1.259491563127e-14       2.159330780978e-14       5.612561539362e-15      -5.307402799471e-16       1.889955550740e-02       4.406922034409e-09 
  740       2.818518171269e-10       4.033807457572e-12      -1.749897227356e-11       1.261163279120e-14       2.149120854388e-14       5.610690741269e-15      -5.268340680058e-16       1.891387669097e-02       4.398329375283e-09 
  741       2.829204924474e-10       4.001131248005e-12      -1.753254178257e-11       1.262846734735e-14       2.138972679532e-14       5.608184581065e-15      -5.228987536171e-16       1.892814049086e-02       4.389756164632e-09 
  742       2.839903990097e-10       3.968139274046e-12      -1.756149819150e-11       1.264541677944e-14       2.128885877031e-14       5.605073238972e-15      -5.189338758450e-16       1.894234639577e-02       4.381202246324e-09 
  743       2.850610223042e-10       3.934846806298e-12      -1.758583333867e-11       1.266247853126e-14       2.118860056105e-14       5.601387259523e-15      -5.149389695562e-16       1.895649388849e-02       4.372667457483e-09 
