# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi                   9:dens[1]-dens[1]       10:phi-dens[1]        
 1324       9.196858810024e-11       4.103559246788e-12      -6.815588631126e-12       0.000000000000e+00       2.699089822161e-15       5.072339811343e-16      -9.536241145606e-17       0.000000000000e+00       0.000000000000e+00 
 1325       9.207656120507e-11       4.089791590829e-12      -6.902939193588e-12       0.000000000000e+00       2.691763639079e-15       5.088518528617e-16      -9.499339270688e-17       0.000000000000e+00       0.000000000000e+00 
 1326       9.219111747407e-11       4.075523926826e-12      -6.988901840696e-12       0.000000000000e+00       2.684462897360e-15       5.104360070983e-16      -9.461944192307e-17       0.000000000000e+00       0.000000000000e+00 
 1327       9.231212811108e-11       4.060761839344e-12      -7.073438867934e-12       0.000000000000e+00       2.677187480738e-15       5.119882683780e-16      -9.424091756939e-17       0.000000000000e+00       0.000000000000e+00 
 1328       9.243946340967e-11       4.045510956119e-12      -7.156512375211e-12       0.000000000000e+00       2.669937271322e-15       5.135104729708e-16      -9.385818035361e-17       0.000000000000e+00       0.000000000000e+00 
 1329       9.257299275131e-11       4.029776948145e-12      -7.238084266505e-12       0.000000000000e+00       2.662712149588e-15       5.150044689055e-16      -9.347159323086e-17       0.000000000000e+00       0.000000000000e+00 
 1330       9.271258460361e-11       4.013565529760e-12      -7.318116249523e-12       0.000000000000e+00       2.655511994378e-15       5.164721159923e-16      -9.308152140785e-17       0.000000000000e+00       0.000000000000e+00 
 1331       9.285810651850e-11       3.996882458735e-12      -7.396569835350e-12       0.000000000000e+00       2.648336682891e-15       5.179152858451e-16      -9.268833234715e-17       0.000000000000e+00       0.000000000000e+00 
 1332       9.300942513044e-11       3.979733536357e-12      -7.473406338101e-12       0.000000000000e+00       2.641186090687e-15       5.193358619044e-16      -9.229239577146e-17       0.000000000000e+00       0.000000000000e+00 
 1333       9.316640615461e-11       3.962124607522e-12      -7.548586874577e-12       0.000000000000e+00       2.634060091677e-15       5.207357394596e-16      -9.189408366786e-17       0.000000000000e+00       0.000000000000e+00 
 1334       9.332891126147e-11       3.944062009089e-12      -7.622075953054e-12       0.000000000000e+00       2.626958566043e-15       5.221163266998e-16      -9.149368849150e-17       0.000000000000e+00       0.000000000000e+00 
 1335       9.349678866643e-11       3.925553920166e-12      -7.693852283408e-12       0.000000000000e+00       2.619881424096e-15       5.234770418353e-16      -9.109117678696e-17       0.000000000000e+00       0.000000000000e+00 
 1336       9.366988243343e-11       3.906609026801e-12      -7.763898084784e-12       0.000000000000e+00       2.612828582674e-15       5.248167995480e-16      -9.068643287483e-17       0.000000000000e+00       0.000000000000e+00 
 1337       9.384803558727e-11       3.887236075167e-12      -7.832195507109e-12       0.000000000000e+00       2.605799957237e-15       5.261345084582e-16      -9.027934040612e-17       0.000000000000e+00       0.000000000000e+00 
 1338       9.403109011160e-11       3.867443871679e-12      -7.898726630980e-12       0.000000000000e+00       2.598795461864e-15       5.274290711132e-16      -8.986978236099e-17       0.000000000000e+00       0.000000000000e+00 
 1339       9.421888694687e-11       3.847241283114e-12      -7.963473467563e-12       0.000000000000e+00       2.591815009255e-15       5.286993839765e-16      -8.945764104750e-17       0.000000000000e+00       0.000000000000e+00 
 1340       9.441126598838e-11       3.826637236722e-12      -8.026417958485e-12       0.000000000000e+00       2.584858510720e-15       5.299443374165e-16      -8.904279810038e-17       0.000000000000e+00       0.000000000000e+00 
 1341       9.460806608421e-11       3.805640720352e-12      -8.087541975729e-12       0.000000000000e+00       2.577925876183e-15       5.311628156957e-16      -8.862513447979e-17       0.000000000000e+00       0.000000000000e+00 
 1342       9.480912503328e-11       3.784260782561e-12      -8.146827321529e-12       0.000000000000e+00       2.571017014172e-15       5.323536969595e-16      -8.820453047005e-17       0.000000000000e+00       0.000000000000e+00 
 1343       9.501427958328e-11       3.762506532735e-12      -8.204255728265e-12       0.000000000000e+00       2.564131831821e-15       5.335158532250e-16      -8.778086567842e-17       0.000000000000e+00       0.000000000000e+00 
 1344       9.522336542870e-11       3.740387141208e-12      -8.259808858358e-12       0.000000000000e+00       2.557270234866e-15       5.346481503704e-16      -8.735401903383e-17       0.000000000000e+00       0.000000000000e+00 
 1345       9.543621720881e-11       3.717911839374e-12      -8.313468304161e-12       0.000000000000e+00       2.550432127638e-15       5.357494481235e-16      -8.692386878568e-17       0.000000000000e+00       0.000000000000e+00 
 1346       9.565266850563e-11       3.695089919810e-12      -8.365215587859e-12       0.000000000000e+00       2.543617413063e-15       5.368186000507e-16      -8.649029250254e-17       0.000000000000e+00       0.000000000000e+00 
 1347       9.587255184198e-11       3.671930736387e-12      -8.415032161358e-12       0.000000000000e+00       2.536825992660e-15       5.378544535463e-16      -8.605316707096e-17       0.000000000000e+00       0.000000000000e+00 
 1348       9.609569867939e-11       3.648443704393e-12      -8.462899406185e-12       0.000000000000e+00       2.530057766532e-15       5.388558498210e-16      -8.561236869417e-17       0.000000000000e+00       0.000000000000e+00 
 1349       9.632193941616e-11       3.624638300647e-12      -8.508798633378e-12       0.000000000000e+00       2.523312633371e-15       5.398216238911e-16      -8.516777289088e-17       0.000000000000e+00       0.000000000000e+00 
 1350       9.655110338534e-11       3.600524063617e-12      -8.552711083383e-12       0.000000000000e+00       2.516590490448e-15       5.407506045674e-16      -8.471925449402e-17       0.000000000000e+00       0.000000000000e+00 
 1351       9.678301885266e-11       3.576110593536e-12      -8.594617925948e-12       0.000000000000e+00       2.509891233610e-15       5.416416144441e-16      -8.426668764950e-17       0.000000000000e+00       0.000000000000e+00 
 1352       9.701751301462e-11       3.551407552521e-12      -8.634500260018e-12       0.000000000000e+00       2.503214757283e-15       5.424934698879e-16      -8.380994581494e-17       0.000000000000e+00       0.000000000000e+00 
 1353       9.725441199641e-11       3.526424664690e-12      -8.672339113628e-12       0.000000000000e+00       2.496560954461e-15       5.433049810266e-16      -8.334890175847e-17       0.000000000000e+00       0.000000000000e+00 
 1354       9.749354084991e-11       3.501171716278e-12      -8.708115443800e-12       0.000000000000e+00       2.489929716708e-15       5.440749517385e-16      -8.288342755746e-17       0.000000000000e+00       0.000000000000e+00 
 1355       9.773472355172e-11       3.475658555753e-12      -8.741810136436e-12       0.000000000000e+00       2.483320934152e-15       5.448021796409e-16      -8.241339459726e-17       0.000000000000e+00       0.000000000000e+00 
 1356       9.797778300110e-11       3.449895093939e-12      -8.773404006212e-12       0.000000000000e+00       2.476734495485e-15       5.454854560794e-16      -8.193867356998e-17       0.000000000000e+00       0.000000000000e+00 
 1357       9.822254101801e-11       3.423891304125e-12      -8.802877796473e-12       0.000000000000e+00       2.470170287953e-15       5.461235661166e-16      -8.145913447325e-17       0.000000000000e+00       0.000000000000e+00 
 1358       9.846882217750e-11       3.397657229072e-12      -8.830215716926e-12       0.000000000000e+00       2.463628204414e-15       5.467156449564e-16      -8.097462621003e-17       0.000000000000e+00       0.000000000000e+00 
 1359       9.871646536226e-11       3.371203001858e-12      -8.855416098593e-12       0.000000000000e+00       2.457108164567e-15       5.472622514372e-16      -8.048491515027e-17       0.000000000000e+00       0.000000000000e+00 
 1360       9.896531233049e-11       3.344538825489e-12      -8.878480853379e-12       0.000000000000e+00       2.450610093943e-15       5.477643060758e-16      -7.998974590522e-17       0.000000000000e+00       0.000000000000e+00 
 1361       9.921520388896e-11       3.317674966151e-12      -8.899411946803e-12       0.000000000000e+00       2.444133916864e-15       5.482227356926e-16      -7.948886166382e-17       0.000000000000e+00       0.000000000000e+00 
 1362       9.946597989132e-11       3.290621753333e-12      -8.918211398127e-12       0.000000000000e+00       2.437679556450e-15       5.486384734244e-16      -7.898200419004e-17       0.000000000000e+00       0.000000000000e+00 
 1363       9.971747923626e-11       3.263389579938e-12      -8.934881280479e-12       0.000000000000e+00       2.431246934606e-15       5.490124587360e-16      -7.846891382041e-17       0.000000000000e+00       0.000000000000e+00 
 1364       9.996953986580e-11       3.235988902404e-12      -8.949423720975e-12       0.000000000000e+00       2.424835972027e-15       5.493456374323e-16      -7.794932946136e-17       0.000000000000e+00       0.000000000000e+00 
 1365       1.002219987635e-10       3.208430240822e-12      -8.961840900851e-12       0.000000000000e+00       2.418446588191e-15       5.496389616709e-16      -7.742298858671e-17       0.000000000000e+00       0.000000000000e+00 
 1366       1.004746919528e-10       3.180724179053e-12      -8.972135055580e-12       0.000000000000e+00       2.412078701357e-15       5.498933899739e-16      -7.688962723507e-17       0.000000000000e+00       0.000000000000e+00 
 1367       1.007274544951e-10       3.152881364844e-12      -8.980308474999e-12       0.000000000000e+00       2.405732228563e-15       5.501098872397e-16      -7.634898000729e-17       0.000000000000e+00       0.000000000000e+00 
 1368       1.009801204881e-10       3.124912509949e-12      -8.986363503437e-12       0.000000000000e+00       2.399407085623e-15       5.502894247559e-16      -7.580078006384e-17       0.000000000000e+00       0.000000000000e+00 
 1369       1.012325230640e-10       3.096828390244e-12      -8.990302539833e-12       0.000000000000e+00       2.393103187122e-15       5.504329802109e-16      -7.524475912232e-17       0.000000000000e+00       0.000000000000e+00 
 1370       1.014844943878e-10       3.068639845846e-12      -8.992128037867e-12       0.000000000000e+00       2.386820446418e-15       5.505415377058e-16      -7.468064745482e-17       0.000000000000e+00       0.000000000000e+00 
 1371       1.017358656556e-10       3.040357781229e-12      -8.991842506082e-12       0.000000000000e+00       2.380558775635e-15       5.506160877671e-16      -7.410817388537e-17       0.000000000000e+00       0.000000000000e+00 
 1372       1.019864670925e-10       3.011993165344e-12      -8.989448508006e-12       0.000000000000e+00       2.374318085660e-15       5.506576273587e-16      -7.352706578738e-17       0.000000000000e+00       0.000000000000e+00 
 1373       1.022361279513e-10       2.983557031733e-12      -8.984948662282e-12       0.000000000000e+00       2.368098286145e-15       5.506671598935e-16      -7.293704908107e-17       0.000000000000e+00       0.000000000000e+00 
 1374       1.024846765104e-10       2.955060478652e-12      -8.978345642789e-12       0.000000000000e+00       2.361899285497e-15       5.506456952462e-16      -7.233784823088e-17       0.000000000000e+00       0.000000000000e+00 
 1375       1.027319400723e-10       2.926514669184e-12      -8.969642178766e-12       0.000000000000e+00       2.355720990882e-15       5.505942497649e-16      -7.172918624291e-17       0.000000000000e+00       0.000000000000e+00 
 1376       1.029777449617e-10       2.897930831357e-12      -8.958841054938e-12       0.000000000000e+00       2.349563308218e-15       5.505138462836e-16      -7.111078466235e-17       0.000000000000e+00       0.000000000000e+00 
 1377       1.032219165235e-10       2.869320258264e-12      -8.945945111643e-12       0.000000000000e+00       2.343426142174e-15       5.504055141342e-16      -7.048236357092e-17       0.000000000000e+00       0.000000000000e+00 
 1378       1.034642791217e-10       2.840694308181e-12      -8.930957244952e-12       0.000000000000e+00       2.337309396167e-15       5.502702891584e-16      -6.984364158427e-17       0.000000000000e+00       0.000000000000e+00 
 1379       1.037046561369e-10       2.812064404681e-12      -8.913880406796e-12       0.000000000000e+00       2.331212972358e-15       5.501092137201e-16      -6.919433584943e-17       0.000000000000e+00       0.000000000000e+00 
 1380       1.039428699649e-10       2.783442036753e-12      -8.894717605090e-12       0.000000000000e+00       2.325136771650e-15       5.499233367174e-16      -6.853416204225e-17       0.000000000000e+00       0.000000000000e+00 
 1381       1.041787420152e-10       2.754838758923e-12      -8.873471903859e-12       0.000000000000e+00       2.319080693687e-15       5.497137135948e-16      -6.786283436481e-17       0.000000000000e+00       0.000000000000e+00 
 1382       1.044121022418e-10       2.726265786593e-12      -8.850149184631e-12       0.000000000000e+00       2.313044643046e-15       5.494812754971e-16      -6.718018356660e-17       0.000000000000e+00       0.000000000000e+00 
 1383       1.046428178518e-10       2.697732777151e-12      -8.824766462346e-12       0.000000000000e+00       2.307028547907e-15       5.492264351914e-16      -6.648651237970e-17       0.000000000000e+00       0.000000000000e+00 
 1384       1.048707648973e-10       2.669249036197e-12      -8.797343657687e-12       0.000000000000e+00       2.301032341578e-15       5.489494769995e-16      -6.578224383943e-17       0.000000000000e+00       0.000000000000e+00 
 1385       1.050958187688e-10       2.640823921246e-12      -8.767900844093e-12       0.000000000000e+00       2.295055956307e-15       5.486506872813e-16      -6.506780360667e-17       0.000000000000e+00       0.000000000000e+00 
 1386       1.053178541940e-10       2.612466841812e-12      -8.736458248057e-12       0.000000000000e+00       2.289099323289e-15       5.483303544393e-16      -6.434361997269e-17       0.000000000000e+00       0.000000000000e+00 
 1387       1.055367452363e-10       2.584187259505e-12      -8.703036249420e-12       0.000000000000e+00       2.283162372654e-15       5.479887689218e-16      -6.361012386402e-17       0.000000000000e+00       0.000000000000e+00 
 1388       1.057523652944e-10       2.555994688122e-12      -8.667655381677e-12       0.000000000000e+00       2.277245033470e-15       5.476262232273e-16      -6.286774884725e-17       0.000000000000e+00       0.000000000000e+00 
 1389       1.059645871004e-10       2.527898693742e-12      -8.630336332266e-12       0.000000000000e+00       2.271347233740e-15       5.472430119082e-16      -6.211693113389e-17       0.000000000000e+00       0.000000000000e+00 
 1390       1.061732827190e-10       2.499908894811e-12      -8.591099942872e-12       0.000000000000e+00       2.265468900398e-15       5.468394315748e-16      -6.135810958520e-17       0.000000000000e+00       0.000000000000e+00 
 1391       1.063783235461e-10       2.472034962242e-12      -8.549967209722e-12       0.000000000000e+00       2.259609959307e-15       5.464157808991e-16      -6.059172571704e-17       0.000000000000e+00       0.000000000000e+00 
 1392       1.065795803082e-10       2.444286619503e-12      -8.506959283885e-12       0.000000000000e+00       2.253770335259e-15       5.459723606188e-16      -5.981822370471e-17       0.000000000000e+00       0.000000000000e+00 
 1393       1.067769230603e-10       2.416673642711e-12      -8.462097471569e-12       0.000000000000e+00       2.247949951968e-15       5.455094735413e-16      -5.903805038779e-17       0.000000000000e+00       0.000000000000e+00 
 1394       1.069702211858e-10       2.389205860723e-12      -8.415403234418e-12       0.000000000000e+00       2.242148732073e-15       5.450274245472e-16      -5.825165527494e-17       0.000000000000e+00       0.000000000000e+00 
 1395       1.071593433946e-10       2.361893155229e-12      -8.366898189811e-12       0.000000000000e+00       2.236366597129e-15       5.445265205947e-16      -5.745949054879e-17       0.000000000000e+00       0.000000000000e+00 
 1396       1.073441577220e-10       2.334745460842e-12      -8.316604111161e-12       0.000000000000e+00       2.230603467614e-15       5.440070707232e-16      -5.666201107078e-17       0.000000000000e+00       0.000000000000e+00 
 1397       1.075245315279e-10       2.307772765195e-12      -8.264542928211e-12       0.000000000000e+00       2.224859262915e-15       5.434693860574e-16      -5.585967438596e-17       0.000000000000e+00       0.000000000000e+00 
 1398       1.077003314954e-10       2.280985109029e-12      -8.210736727331e-12       0.000000000000e+00       2.219133901336e-15       5.429137798109e-16      -5.505294072784e-17       0.000000000000e+00       0.000000000000e+00 
 1399       1.078714236297e-10       2.254392586285e-12      -8.155207751822e-12       0.000000000000e+00       2.213427300088e-15       5.423405672905e-16      -5.424227302326e-17       0.000000000000e+00       0.000000000000e+00 
 1400       1.080376732568e-10       2.228005344201e-12      -8.097978402205e-12       0.000000000000e+00       2.207739375292e-15       5.417500658999e-16      -5.342813689719e-17       0.000000000000e+00       0.000000000000e+00 
 1401       1.081989450226e-10       2.201833583399e-12      -8.039071236527e-12       0.000000000000e+00       2.202070041974e-15       5.411425951434e-16      -5.261100067761e-17       0.000000000000e+00       0.000000000000e+00 
 1402       1.083551028916e-10       2.175887557979e-12      -7.978508970654e-12       0.000000000000e+00       2.196419214062e-15       5.405184766304e-16      -5.179133540030e-17       0.000000000000e+00       0.000000000000e+00 
 1403       1.085060101456e-10       2.150177575612e-12      -7.916314478572e-12       0.000000000000e+00       2.190786804385e-15       5.398780340785e-16      -5.096961481371e-17       0.000000000000e+00       0.000000000000e+00 
 1404       1.086515293827e-10       2.124713997632e-12      -7.852510792682e-12       0.000000000000e+00       2.185172724671e-15       5.392215933182e-16      -5.014631538382e-17       0.000000000000e+00       0.000000000000e+00 
 1405       1.087915225163e-10       2.099507239126e-12      -7.787121104100e-12       0.000000000000e+00       2.179576885541e-15       5.385494822962e-16      -4.932191629891e-17       0.000000000000e+00       0.000000000000e+00 
 1406       1.089258630941e-10       2.074567069776e-12      -7.720170126245e-12       0.000000000000e+00       2.173999201997e-15       5.378618398471e-16      -4.849689091087e-17       0.000000000000e+00       0.000000000000e+00 
 1407       1.090544733987e-10       2.049900508226e-12      -7.651688200526e-12       0.000000000000e+00       2.168439609940e-15       5.371580398237e-16      -4.767168095163e-17       0.000000000000e+00       0.000000000000e+00 
 1408       1.091772877309e-10       2.025513905994e-12      -7.581707233951e-12       0.000000000000e+00       2.162898049813e-15       5.364372609844e-16      -4.684672205814e-17       0.000000000000e+00       0.000000000000e+00 
 1409       1.092942401237e-10       2.001413644794e-12      -7.510259340091e-12       0.000000000000e+00       2.157374461137e-15       5.356986776752e-16      -4.602245231596e-17       0.000000000000e+00       0.000000000000e+00 
 1410       1.094052643415e-10       1.977606136576e-12      -7.437376839464e-12       0.000000000000e+00       2.151868782501e-15       5.349414598214e-16      -4.519931226360e-17       0.000000000000e+00       0.000000000000e+00 
 1411       1.095102938803e-10       1.954097823588e-12      -7.363092259910e-12       0.000000000000e+00       2.146380951566e-15       5.341647729203e-16      -4.437774489682e-17       0.000000000000e+00       0.000000000000e+00 
 1412       1.096092619670e-10       1.930895178415e-12      -7.287438336980e-12       0.000000000000e+00       2.140910905060e-15       5.333677780334e-16      -4.355819567296e-17       0.000000000000e+00       0.000000000000e+00 
 1413       1.097021015588e-10       1.908004704035e-12      -7.210448014306e-12       0.000000000000e+00       2.135458578777e-15       5.325496317785e-16      -4.274111251523e-17       0.000000000000e+00       0.000000000000e+00 
 1414       1.097887453431e-10       1.885432933869e-12      -7.132154443993e-12       0.000000000000e+00       2.130023907572e-15       5.317094863225e-16      -4.192694581710e-17       0.000000000000e+00       0.000000000000e+00 
 1415       1.098691257368e-10       1.863186431825e-12      -7.052590986989e-12       0.000000000000e+00       2.124606825364e-15       5.308464893730e-16      -4.111614844653e-17       0.000000000000e+00       0.000000000000e+00 
 1416       1.099431748863e-10       1.841271792355e-12      -6.971791213475e-12       0.000000000000e+00       2.119207265131e-15       5.299597841714e-16      -4.030917575037e-17       0.000000000000e+00       0.000000000000e+00 
 1417       1.100108246666e-10       1.819695640501e-12      -6.889788903239e-12       0.000000000000e+00       2.113825158906e-15       5.290485094844e-16      -3.950648555862e-17       0.000000000000e+00       0.000000000000e+00 
 1418       1.100720066812e-10       1.798464631943e-12      -6.806618046059e-12       0.000000000000e+00       2.108460437779e-15       5.281117995971e-16      -3.870853818878e-17       0.000000000000e+00       0.000000000000e+00 
 1419       1.101266522616e-10       1.777585453056e-12      -6.722312842085e-12       0.000000000000e+00       2.103113031893e-15       5.271487843047e-16      -3.791579645018e-17       0.000000000000e+00       0.000000000000e+00 
 1420       1.101746924669e-10       1.757064820950e-12      -6.636907702217e-12       0.000000000000e+00       2.097782870441e-15       5.261585889050e-16      -3.712872564825e-17       0.000000000000e+00       0.000000000000e+00 
 1421       1.102160580834e-10       1.736909483527e-12      -6.550437248488e-12       0.000000000000e+00       2.092469881666e-15       5.251403341907e-16      -3.634779358892e-17       0.000000000000e+00       0.000000000000e+00 
 1422       1.102506796242e-10       1.717126219528e-12      -6.462936314443e-12       0.000000000000e+00       2.087173992855e-15       5.240931364420e-16      -3.557347058284e-17       0.000000000000e+00       0.000000000000e+00 
 1423       1.102784873285e-10       1.697721838585e-12      -6.374439945521e-12       0.000000000000e+00       2.081895130344e-15       5.230161074183e-16      -3.480622944980e-17       0.000000000000e+00       0.000000000000e+00 
 1424       1.102994111618e-10       1.678703181267e-12      -6.284983399434e-12       0.000000000000e+00       2.076633219507e-15       5.219083543510e-16      -3.404654552298e-17       0.000000000000e+00       0.000000000000e+00 
 1425       1.103133808148e-10       1.660077119133e-12      -6.194602146550e-12       0.000000000000e+00       2.071388184763e-15       5.207689799356e-16      -3.329489665329e-17       0.000000000000e+00       0.000000000000e+00 
 1426       1.103203257035e-10       1.641850554780e-12      -6.103331870272e-12       0.000000000000e+00       2.066159949565e-15       5.195970823241e-16      -3.255176321369e-17       0.000000000000e+00       0.000000000000e+00 
 1427       1.103201749686e-10       1.624030421895e-12      -6.011208467418e-12       0.000000000000e+00       2.060948436406e-15       5.183917551173e-16      -3.181762810353e-17       0.000000000000e+00       0.000000000000e+00 
 1428       1.103128574750e-10       1.606623685302e-12      -5.918268048603e-12       0.000000000000e+00       2.055753566812e-15       5.171520873570e-16      -3.109297675284e-17       0.000000000000e+00       0.000000000000e+00 
 1429       1.102983018115e-10       1.589637341013e-12      -5.824546938620e-12       0.000000000000e+00       2.050575261340e-15       5.158771635183e-16      -3.037829712666e-17       0.000000000000e+00       0.000000000000e+00 
 1430       1.102764487001e-10       1.573077604658e-12      -5.730081516001e-12       0.000000000000e+00       2.045413444443e-15       5.145664067642e-16      -2.967387278620e-17       0.000000000000e+00       0.000000000000e+00 
 1431       1.102472883632e-10       1.556947467584e-12      -5.634907729139e-12       0.000000000000e+00       2.040268059113e-15       5.132206125648e-16      -2.897915974827e-17       0.000000000000e+00       0.000000000000e+00 
 1432       1.102108235376e-10       1.541249115858e-12      -5.539061575974e-12       0.000000000000e+00       2.035139052381e-15       5.118409256337e-16      -2.829340326155e-17       0.000000000000e+00       0.000000000000e+00 
 1433       1.101670571002e-10       1.525984739628e-12      -5.442579264737e-12       0.000000000000e+00       2.030026370468e-15       5.104284976373e-16      -2.761584416368e-17       0.000000000000e+00       0.000000000000e+00 
 1434       1.101159920676e-10       1.511156533119e-12      -5.345497214316e-12       0.000000000000e+00       2.024929958777e-15       5.089844872071e-16      -2.694571887342e-17       0.000000000000e+00       0.000000000000e+00 
 1435       1.100576315971e-10       1.496766694637e-12      -5.247852054632e-12       0.000000000000e+00       2.019849761900e-15       5.075100599526e-16      -2.628225938287e-17       0.000000000000e+00       0.000000000000e+00 
 1436       1.099919789865e-10       1.482817426576e-12      -5.149680627009e-12       0.000000000000e+00       2.014785723606e-15       5.060063884734e-16      -2.562469324966e-17       0.000000000000e+00       0.000000000000e+00 
 1437       1.099190376750e-10       1.469310935412e-12      -5.051019984541e-12       0.000000000000e+00       2.009737786848e-15       5.044746523716e-16      -2.497224358908e-17       0.000000000000e+00       0.000000000000e+00 
 1438       1.098388112428e-10       1.456249431712e-12      -4.951907392471e-12       0.000000000000e+00       2.004705893756e-15       5.029160382644e-16      -2.432412906632e-17       0.000000000000e+00       0.000000000000e+00 
 1439       1.097513034119e-10       1.443635130133e-12      -4.852380328555e-12       0.000000000000e+00       1.999689985637e-15       5.013317397964e-16      -2.367956388862e-17       0.000000000000e+00       0.000000000000e+00 
 1440       1.096565180463e-10       1.431470249425e-12      -4.752476483438e-12       0.000000000000e+00       1.994690002973e-15       4.997229576523e-16      -2.303775779747e-17       0.000000000000e+00       0.000000000000e+00 
 1441       1.095544591523e-10       1.419757012433e-12      -4.652233761023e-12       0.000000000000e+00       1.989705885420e-15       4.980908995688e-16      -2.239791606081e-17       0.000000000000e+00       0.000000000000e+00 
 1442       1.094451308788e-10       1.408497646099e-12      -4.551690278842e-12       0.000000000000e+00       1.984737571803e-15       4.964367803477e-16      -2.175923946516e-17       0.000000000000e+00       0.000000000000e+00 
 1443       1.093285375178e-10       1.397694381464e-12      -4.450884368428e-12       0.000000000000e+00       1.979785000121e-15       4.947618218678e-16      -2.112092430788e-17       0.000000000000e+00       0.000000000000e+00 
 1444       1.092046835041e-10       1.387349453673e-12      -4.349854575688e-12       0.000000000000e+00       1.974848107535e-15       4.930672530976e-16      -2.048216238927e-17       0.000000000000e+00       0.000000000000e+00 
 1445       1.090735734167e-10       1.377465101972e-12      -4.248639661269e-12       0.000000000000e+00       1.969926830378e-15       4.913543101078e-16      -1.984214100484e-17       0.000000000000e+00       0.000000000000e+00 
 1446       1.089352119778e-10       1.368043569714e-12      -4.147278600937e-12       0.000000000000e+00       1.965021104142e-15       4.896242360834e-16      -1.920004293744e-17       0.000000000000e+00       0.000000000000e+00 
 1447       1.087896040544e-10       1.359087104363e-12      -4.045810585940e-12       0.000000000000e+00       1.960130863486e-15       4.878782813364e-16      -1.855504644943e-17       0.000000000000e+00       0.000000000000e+00 
 1448       1.086367546575e-10       1.350597957489e-12      -3.944275023384e-12       0.000000000000e+00       1.955256042225e-15       4.861177033183e-16      -1.790632527492e-17       0.000000000000e+00       0.000000000000e+00 
 1449       1.084766689433e-10       1.342578384778e-12      -3.842711536605e-12       0.000000000000e+00       1.950396573338e-15       4.843437666324e-16      -1.725304861192e-17       0.000000000000e+00       0.000000000000e+00 
 1450       1.083093522129e-10       1.335030646030e-12      -3.741159965538e-12       0.000000000000e+00       1.945552388956e-15       4.825577430460e-16      -1.659438111454e-17       0.000000000000e+00       0.000000000000e+00 
 1451       1.081348099130e-10       1.327957005161e-12      -3.639660367086e-12       0.000000000000e+00       1.940723420369e-15       4.807609115035e-16      -1.592948288513e-17       0.000000000000e+00       0.000000000000e+00 
 1452       1.079530476358e-10       1.321359730208e-12      -3.538253015498e-12       0.000000000000e+00       1.935909598019e-15       4.789545581380e-16      -1.525750946653e-17       0.000000000000e+00       0.000000000000e+00 
 1453       1.077640711200e-10       1.315241093329e-12      -3.436978402733e-12       0.000000000000e+00       1.931110851499e-15       4.771399762845e-16      -1.457761183421e-17       0.000000000000e+00       0.000000000000e+00 
 1454       1.075678958513e-10       1.309602631800e-12      -3.335875703208e-12       0.000000000000e+00       1.926327113805e-15       4.753181372271e-16      -1.388916290193e-17       0.000000000000e+00       0.000000000000e+00 
 1455       1.073645759715e-10       1.304442922870e-12      -3.234978150377e-12       0.000000000000e+00       1.921558334140e-15       4.734886987947e-16      -1.319243954684e-17       0.000000000000e+00       0.000000000000e+00 
 1456       1.071541756613e-10       1.299759786529e-12      -3.134317614384e-12       0.000000000000e+00       1.916804465233e-15       4.716509868179e-16      -1.248794742914e-17       0.000000000000e+00       0.000000000000e+00 
 1457       1.069367595663e-10       1.295551022440e-12      -3.033926133753e-12       0.000000000000e+00       1.912065459098e-15       4.698043234828e-16      -1.177619510612e-17       0.000000000000e+00       0.000000000000e+00 
 1458       1.067123927981e-10       1.291814409905e-12      -2.933835915674e-12       0.000000000000e+00       1.907341267034e-15       4.679480273244e-16      -1.105769403724e-17       0.000000000000e+00       0.000000000000e+00 
 1459       1.064811409349e-10       1.288547707820e-12      -2.834079336288e-12       0.000000000000e+00       1.902631839621e-15       4.660814132206e-16      -1.033295858914e-17       0.000000000000e+00       0.000000000000e+00 
 1460       1.062430700228e-10       1.285748654638e-12      -2.734688940967e-12       0.000000000000e+00       1.897937126721e-15       4.642037923861e-16      -9.602506040662e-18       0.000000000000e+00       0.000000000000e+00 
 1461       1.059982465762e-10       1.283414968327e-12      -2.635697444605e-12       0.000000000000e+00       1.893257077472e-15       4.623144723657e-16      -8.866856587903e-18       0.000000000000e+00       0.000000000000e+00 
 1462       1.057467375788e-10       1.281544346334e-12      -2.537137731893e-12       0.000000000000e+00       1.888591640294e-15       4.604127570286e-16      -8.126533349234e-18       0.000000000000e+00       0.000000000000e+00 
 1463       1.054886104846e-10       1.280134465540e-12      -2.439042857613e-12       0.000000000000e+00       1.883940762879e-15       4.584979465617e-16      -7.382062370340e-18       0.000000000000e+00       0.000000000000e+00 
