# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi                   9:dens[1]-dens[1]       10:phi-dens[1]        
  727       2.678070384120e-10       4.517542245333e-12      -1.735194348886e-11       0.000000000000e+00       2.286804001969e-14       5.577245649274e-15      -5.754117491041e-16       1.874061959931e-02       4.511557067334e-09 
  728       2.688882253231e-10       4.488722102450e-12      -1.745294640923e-11       0.000000000000e+00       2.275821366652e-14       5.584262666914e-15      -5.718602762093e-16       1.875546203451e-02       4.502710258217e-09 
  729       2.699783419302e-10       4.459361262770e-12      -1.754946286835e-11       0.000000000000e+00       2.264906186401e-14       5.590624151429e-15      -5.682718360307e-16       1.877026933565e-02       4.493888898188e-09 
  730       2.710768342636e-10       4.429472738040e-12      -1.764143268974e-11       0.000000000000e+00       2.254057819273e-14       5.596294585157e-15      -5.646485741134e-16       1.878503799962e-02       4.485092002583e-09 
  731       2.721831418327e-10       4.399069710112e-12      -1.772879535858e-11       0.000000000000e+00       2.243275608029e-14       5.601238104910e-15      -5.609926608913e-16       1.879976448301e-02       4.476318570110e-09 
  732       2.732966976030e-10       4.368165531549e-12      -1.781149002095e-11       0.000000000000e+00       2.232558880075e-14       5.605418500838e-15      -5.573062917722e-16       1.881444520191e-02       4.467567582785e-09 
  733       2.744169279730e-10       4.336773726235e-12      -1.788945548299e-11       0.000000000000e+00       2.221906947393e-14       5.608799215301e-15      -5.535916872245e-16       1.882907653183e-02       4.458838005863e-09 
  734       2.755432668515e-10       4.304908118605e-12      -1.796263832792e-11       0.000000000000e+00       2.211319175980e-14       5.611354132665e-15      -5.498506436227e-16       1.884365535017e-02       4.450128946594e-09 
  735       2.766751982408e-10       4.272583222935e-12      -1.803101744533e-11       0.000000000000e+00       2.200795195801e-14       5.613100186196e-15      -5.460831758203e-16       1.885818067588e-02       4.441440134081e-09 
  736       2.778122144541e-10       4.239813862986e-12      -1.809457998772e-11       0.000000000000e+00       2.190334694883e-14       5.614065396850e-15      -5.422888477739e-16       1.887265206211e-02       4.432771448825e-09 
  737       2.789538020735e-10       4.206615044724e-12      -1.815331329795e-11       0.000000000000e+00       2.179937350140e-14       5.614278142294e-15      -5.384672193266e-16       1.888706905646e-02       4.424122764736e-09 
  738       2.800994419300e-10       4.173001956949e-12      -1.820720491026e-11       0.000000000000e+00       2.169602827324e-14       5.613767158169e-15      -5.346178461932e-16       1.890143120098e-02       4.415493949103e-09 
  739       2.812486090840e-10       4.138989971933e-12      -1.825624255125e-11       0.000000000000e+00       2.159330780978e-14       5.612561539362e-15      -5.307402799471e-16       1.891573803213e-02       4.406884862564e-09 
  740       2.824007728059e-10       4.104594646056e-12      -1.830041414099e-11       0.000000000000e+00       2.149120854388e-14       5.610690741269e-15      -5.268340680058e-16       1.892998908077e-02       4.398295359069e-09 
  741       2.835553965560e-10       4.069831720444e-12      -1.833970779395e-11       0.000000000000e+00       2.138972679532e-14       5.608184581065e-15      -5.228987536171e-16       1.894418387212e-02       4.389725285857e-09 
  742       2.847119379651e-10       4.034717121601e-12      -1.837411182007e-11       0.000000000000e+00       2.128885877031e-14       5.605073238972e-15      -5.189338758450e-16       1.895832192574e-02       4.381174483419e-09 
  743       2.858698488152e-10       3.999266962047e-12      -1.840361472579e-11       0.000000000000e+00       2.118860056105e-14       5.601387259523e-15      -5.149389695562e-16       1.897240275550e-02       4.372642785468e-09 
  744       2.870285750192e-10       3.963497540954e-12      -1.842820521504e-11       0.000000000000e+00       2.108894814517e-14       5.597157552830e-15      -5.109135654055e-16       1.898642586958e-02       4.364130018909e-09 
  745       2.881875566019e-10       3.927425344782e-12      -1.844787219028e-11       0.000000000000e+00       2.098989738531e-14       5.592415395855e-15      -5.068571898222e-16       1.900039077041e-02       4.355636003808e-09 
  746       2.893462276798e-10       3.891067047913e-12      -1.846260475354e-11       0.000000000000e+00       2.089144402859e-14       5.587192433670e-15      -5.027693649962e-16       1.901429695468e-02       4.347160553359e-09 
  747       2.905040164420e-10       3.854439513291e-12      -1.847239220739e-11       0.000000000000e+00       2.079358370615e-14       5.581520680733e-15      -4.986496088636e-16       1.902814391328e-02       4.338703473853e-09 
  748       2.916603451304e-10       3.817559793053e-12      -1.847722405603e-11       0.000000000000e+00       2.069631193265e-14       5.575432522147e-15      -4.944974350934e-16       1.904193113131e-02       4.330264564650e-09 
  749       2.928146300197e-10       3.780445129168e-12      -1.847709000625e-11       0.000000000000e+00       2.059962410577e-14       5.568960714933e-15      -4.903123530728e-16       1.905565808803e-02       4.321843618142e-09 
  750       2.939662813984e-10       3.743112954072e-12      -1.847197996850e-11       0.000000000000e+00       2.050351550575e-14       5.562138389295e-15      -4.860938678941e-16       1.906932425684e-02       4.313440419729e-09 
  751       2.951147035485e-10       3.705580891304e-12      -1.846188405787e-11       0.000000000000e+00       2.040798129489e-14       5.554999049887e-15      -4.818414803396e-16       1.908292910527e-02       4.305054747781e-09 
  752       2.962592947266e-10       3.667866756142e-12      -1.844679259515e-11       0.000000000000e+00       2.031301651707e-14       5.547576577079e-15      -4.775546868689e-16       1.909647209495e-02       4.296686373611e-09 
  753       2.973994471435e-10       3.629988556239e-12      -1.842669610783e-11       0.000000000000e+00       2.021861609723e-14       5.539905228227e-15      -4.732329796039e-16       1.910995268157e-02       4.288335061443e-09 
  754       2.985345469453e-10       3.591964492259e-12      -1.840158533113e-11       0.000000000000e+00       2.012477484093e-14       5.532019638941e-15      -4.688758463154e-16       1.912337031487e-02       4.280000568380e-09 
  755       2.996639741932e-10       3.553812958511e-12      -1.837145120902e-11       0.000000000000e+00       2.003148743384e-14       5.523954824347e-15      -4.644827704089e-16       1.913672443861e-02       4.271682644373e-09 
  756       3.007871028441e-10       3.515552543588e-12      -1.833628489525e-11       0.000000000000e+00       1.993874844127e-14       5.515746180358e-15      -4.600532309109e-16       1.915001449056e-02       4.263381032189e-09 
  757       3.019033007309e-10       3.477202031001e-12      -1.829607775434e-11       0.000000000000e+00       1.984655230762e-14       5.507429484941e-15      -4.555867024545e-16       1.916323990243e-02       4.255095467384e-09 
  758       3.030119627854e-10       3.438779828873e-12      -1.825082782879e-11       0.000000000000e+00       1.975489390487e-14       5.499033512468e-15      -4.510829801256e-16       1.917640044578e-02       4.246825765658e-09 
  759       3.041126114457e-10       3.400302245694e-12      -1.820055937496e-11       0.000000000000e+00       1.966377019014e-14       5.490557718304e-15      -4.465431608850e-16       1.918949727677e-02       4.238572086844e-09 
  760       3.052047981422e-10       3.361785182644e-12      -1.814530370513e-11       0.000000000000e+00       1.957317857906e-14       5.481994127268e-15      -4.419686810058e-16       1.920253191143e-02       4.230334675940e-09 
  761       3.062880702176e-10       3.323244702040e-12      -1.808509275785e-11       0.000000000000e+00       1.948311639934e-14       5.473334681370e-15      -4.373609929789e-16       1.921550588169e-02       4.222113776165e-09 
  762       3.073619709142e-10       3.284697027861e-12      -1.801995910026e-11       0.000000000000e+00       1.939358089041e-14       5.464571239541e-15      -4.327215655662e-16       1.922842073538e-02       4.213909628946e-09 
  763       3.084260393609e-10       3.246158546258e-12      -1.794993593049e-11       0.000000000000e+00       1.930456920309e-14       5.455695577356e-15      -4.280518838545e-16       1.924127803631e-02       4.205722473904e-09 
  764       3.094798105612e-10       3.207645806071e-12      -1.787505708000e-11       0.000000000000e+00       1.921607839918e-14       5.446699386759e-15      -4.233534493097e-16       1.925407936430e-02       4.197552548843e-09 
  765       3.105228153797e-10       3.169175519351e-12      -1.779535701598e-11       0.000000000000e+00       1.912810545109e-14       5.437574275797e-15      -4.186277798303e-16       1.926682631526e-02       4.189400089733e-09 
  766       3.115545805302e-10       3.130764561873e-12      -1.771087084372e-11       0.000000000000e+00       1.904064724149e-14       5.428311768337e-15      -4.138764098010e-16       1.927952050118e-02       4.181265330703e-09 
  767       3.125746285623e-10       3.092429973653e-12      -1.762163430896e-11       0.000000000000e+00       1.895370056289e-14       5.418903303800e-15      -4.091008901468e-16       1.929216355024e-02       4.173148504023e-09 
  768       3.135824778491e-10       3.054188959465e-12      -1.752768380027e-11       0.000000000000e+00       1.886726211734e-14       5.409340236883e-15      -4.043027883869e-16       1.930475710682e-02       4.165049840094e-09 
  769       3.145776425743e-10       3.016058889359e-12      -1.742905635143e-11       0.000000000000e+00       1.878132851599e-14       5.399613837287e-15      -3.994836886880e-16       1.931730283156e-02       4.156969567432e-09 
  770       3.155596327200e-10       2.978057299176e-12      -1.732578964380e-11       0.000000000000e+00       1.869589627875e-14       5.389715289444e-15      -3.946451919185e-16       1.932980240139e-02       4.148907912659e-09 
  771       3.165279540530e-10       2.940201891067e-12      -1.721792200867e-11       0.000000000000e+00       1.861096183391e-14       5.379635692242e-15      -3.897889157023e-16       1.934225750961e-02       4.140865100486e-09 
  772       3.174821081133e-10       2.902510534006e-12      -1.710549242965e-11       0.000000000000e+00       1.852652151779e-14       5.369366058752e-15      -3.849164944724e-16       1.935466986592e-02       4.132841353705e-09 
  773       3.184215922004e-10       2.865001264314e-12      -1.698854054504e-11       0.000000000000e+00       1.844257157432e-14       5.358897315957e-15      -3.800295795247e-16       1.936704119646e-02       4.124836893171e-09 
  774       3.193458993613e-10       2.827692286166e-12      -1.686710665021e-11       0.000000000000e+00       1.835910815470e-14       5.348220304472e-15      -3.751298390719e-16       1.937937324385e-02       4.116851937790e-09 
  775       3.202545183774e-10       2.790601972117e-12      -1.674123169994e-11       0.000000000000e+00       1.827612731703e-14       5.337325778279e-15      -3.702189582972e-16       1.939166776729e-02       4.108886704510e-09 
  776       3.211469337518e-10       2.753748863612e-12      -1.661095731080e-11       0.000000000000e+00       1.819362502592e-14       5.326204404447e-15      -3.652986394085e-16       1.940392654252e-02       4.100941408303e-09 
  777       3.220226256970e-10       2.717151671508e-12      -1.647632576357e-11       0.000000000000e+00       1.811159715214e-14       5.314846762859e-15      -3.603706016913e-16       1.941615136197e-02       4.093016262155e-09 
  778       3.228810701217e-10       2.680829276588e-12      -1.633738000553e-11       0.000000000000e+00       1.803003947223e-14       5.303243345943e-15      -3.554365815634e-16       1.942834403472e-02       4.085111477052e-09 
  779       3.237217386185e-10       2.644800730075e-12      -1.619416365289e-11       0.000000000000e+00       1.794894766811e-14       5.291384558394e-15      -3.504983326284e-16       1.944050638659e-02       4.077227261967e-09 
  780       3.245440984510e-10       2.609085254157e-12      -1.604672099314e-11       0.000000000000e+00       1.786831732676e-14       5.279260716902e-15      -3.455576257290e-16       1.945264026018e-02       4.069363823849e-09 
  781       3.253476125411e-10       2.573702242497e-12      -1.589509698743e-11       0.000000000000e+00       1.778814393981e-14       5.266862049878e-15      -3.406162490018e-16       1.946474751494e-02       4.061521367607e-09 
  782       3.261317834696e-10       2.538670120254e-12      -1.573934062930e-11       0.000000000000e+00       1.770842334020e-14       5.254181422651e-15      -3.356756945555e-16       1.947683000559e-02       4.053700104446e-09 
  783       3.268962864039e-10       2.504002899782e-12      -1.557951508494e-11       0.000000000000e+00       1.762915302195e-14       5.241222569371e-15      -3.307362119902e-16       1.948888951714e-02       4.045900277073e-09 
  784       3.276408386250e-10       2.469713561696e-12      -1.541568774681e-11       0.000000000000e+00       1.755033084431e-14       5.227992014152e-15      -3.257977373259e-16       1.950092782878e-02       4.038122134936e-09 
  785       3.283651557356e-10       2.435815189834e-12      -1.524792689744e-11       0.000000000000e+00       1.747195459662e-14       5.214496359774e-15      -3.208602047701e-16       1.951294673539e-02       4.030365925908e-09 
  786       3.290689516551e-10       2.402320971557e-12      -1.507630171250e-11       0.000000000000e+00       1.739402199805e-14       5.200742287944e-15      -3.159235467098e-16       1.952494804759e-02       4.022631896273e-09 
  787       3.297519386160e-10       2.369244198037e-12      -1.490088226375e-11       0.000000000000e+00       1.731653069732e-14       5.186736559559e-15      -3.109876937042e-16       1.953693359175e-02       4.014920290718e-09 
  788       3.304138271601e-10       2.336598264552e-12      -1.472173952215e-11       0.000000000000e+00       1.723947827239e-14       5.172486014964e-15      -3.060525744765e-16       1.954890521009e-02       4.007231352321e-09 
  789       3.310543261339e-10       2.304396670783e-12      -1.453894536083e-11       0.000000000000e+00       1.716286223021e-14       5.157997574215e-15      -3.011181159072e-16       1.956086476067e-02       3.999565322537e-09 
  790       3.316731426847e-10       2.272653021099e-12      -1.435257255816e-11       0.000000000000e+00       1.708668000637e-14       5.143278237336e-15      -2.961842430254e-16       1.957281411747e-02       3.991922441189e-09 
  791       3.322699822568e-10       2.241381024859e-12      -1.416269480072e-11       0.000000000000e+00       1.701092896489e-14       5.128335084585e-15      -2.912508790021e-16       1.958475517041e-02       3.984302946458e-09 
  792       3.328445485870e-10       2.210594496700e-12      -1.396938668640e-11       0.000000000000e+00       1.693560639787e-14       5.113175276708e-15      -2.863179451420e-16       1.959668982541e-02       3.976707074869e-09 
  793       3.333965437009e-10       2.180307356831e-12      -1.377272372740e-11       0.000000000000e+00       1.686070952524e-14       5.097806055206e-15      -2.813853608763e-16       1.960862000442e-02       3.969135061279e-09 
  794       3.339256679085e-10       2.150533631328e-12      -1.357278235323e-11       0.000000000000e+00       1.678623549445e-14       5.082234742590e-15      -2.764530437546e-16       1.962054764546e-02       3.961587138869e-09 
  795       3.344316198004e-10       2.121287452428e-12      -1.336963991377e-11       0.000000000000e+00       1.671218138021e-14       5.066468742647e-15      -2.715209094377e-16       1.963247470270e-02       3.954063539131e-09 
  796       3.349140962437e-10       2.092583058818e-12      -1.316337468230e-11       0.000000000000e+00       1.663854418418e-14       5.050515540695e-15      -2.665888716897e-16       1.964440314644e-02       3.946564491857e-09 
  797       3.353727923778e-10       2.064434795931e-12      -1.295406585852e-11       0.000000000000e+00       1.656532083469e-14       5.034382703848e-15      -2.616568423707e-16       1.965633496320e-02       3.939090225125e-09 
  798       3.358074016103e-10       2.036857116242e-12      -1.274179357156e-11       0.000000000000e+00       1.649250818645e-14       5.018077881275e-15      -2.567247314287e-16       1.966827215578e-02       3.931640965292e-09 
  799       3.362176156131e-10       2.009864579557e-12      -1.252663888306e-11       0.000000000000e+00       1.642010302027e-14       5.001608804460e-15      -2.517924468925e-16       1.968021674324e-02       3.924216936980e-09 
  800       3.366031243182e-10       1.983471853306e-12      -1.230868379014e-11       0.000000000000e+00       1.634810204278e-14       4.984983287464e-15      -2.468598948636e-16       1.969217076100e-02       3.916818363066e-09 
  801       3.369636159138e-10       1.957693712842e-12      -1.208801122846e-11       0.000000000000e+00       1.627650188612e-14       4.968209227184e-15      -2.419269795091e-16       1.970413626085e-02       3.909445464670e-09 
  802       3.372987768398e-10       1.932545041728e-12      -1.186470507526e-11       0.000000000000e+00       1.620529910767e-14       4.951294603615e-15      -2.369936030534e-16       1.971611531100e-02       3.902098461142e-09 
  803       3.376082917843e-10       1.908040832033e-12      -1.163885015234e-11       0.000000000000e+00       1.613449018976e-14       4.934247480108e-15      -2.320596657714e-16       1.972810999616e-02       3.894777570054e-09 
  804       3.378918436792e-10       1.884196184626e-12      -1.141053222915e-11       0.000000000000e+00       1.606407153938e-14       4.917076003637e-15      -2.271250659801e-16       1.974012241751e-02       3.887483007187e-09 
  805       3.381491136962e-10       1.861026309467e-12      -1.117983802577e-11       0.000000000000e+00       1.599403948791e-14       4.899788405049e-15      -2.221897000314e-16       1.975215469282e-02       3.880214986518e-09 
  806       3.383798247890e-10       1.838545081506e-12      -1.094685472927e-11       0.000000000000e+00       1.592439063881e-14       4.882391122324e-15      -2.172536309815e-16       1.976420870257e-02       3.872973692703e-09 
  807       3.385838731930e-10       1.816760679115e-12      -1.071166852687e-11       0.000000000000e+00       1.585512291836e-14       4.864883132521e-15      -2.123175979618e-16       1.977628532336e-02       3.865759197990e-09 
  808       3.387611992984e-10       1.795679867269e-12      -1.047436605223e-11       0.000000000000e+00       1.578623454336e-14       4.847261517727e-15      -2.073825160147e-16       1.978838518073e-02       3.858571543778e-09 
  809       3.389117443235e-10       1.775309434820e-12      -1.023503487266e-11       0.000000000000e+00       1.571772367467e-14       4.829523332682e-15      -2.024493082759e-16       1.980050890177e-02       3.851410767971e-09 
  810       3.390354503187e-10       1.755656194518e-12      -9.993763492043e-12       0.000000000000e+00       1.564958841698e-14       4.811665604696e-15      -1.975189059978e-16       1.981265711509e-02       3.844276904966e-09 
  811       3.391322601703e-10       1.736726983041e-12      -9.750641353811e-12       0.000000000000e+00       1.558182681858e-14       4.793685333560e-15      -1.925922485728e-16       1.982483045085e-02       3.837169985633e-09 
  812       3.392021176046e-10       1.718528661023e-12      -9.505758843858e-12       0.000000000000e+00       1.551443687112e-14       4.775579491462e-15      -1.876702835571e-16       1.983702954075e-02       3.830090037301e-09 
  813       3.392449671917e-10       1.701068113078e-12      -9.259207293486e-12       0.000000000000e+00       1.544741650940e-14       4.757345022904e-15      -1.827539666941e-16       1.984925501801e-02       3.823037083737e-09 
  814       3.392607543500e-10       1.684352247827e-12      -9.011078982347e-12       0.000000000000e+00       1.538076361118e-14       4.738978844611e-15      -1.778442619378e-16       1.986150751738e-02       3.816011145138e-09 
  815       3.392494253493e-10       1.668387997928e-12      -8.761467141376e-12       0.000000000000e+00       1.531447599690e-14       4.720477845451e-15      -1.729421414763e-16       1.987378767514e-02       3.809012238106e-09 
  816       3.392109273154e-10       1.653182320098e-12      -8.510465955735e-12       0.000000000000e+00       1.524855142949e-14       4.701838886343e-15      -1.680485857554e-16       1.988609612908e-02       3.802040375635e-09 
  817       3.391452082340e-10       1.638742195146e-12      -8.258170567746e-12       0.000000000000e+00       1.518298761415e-14       4.683058800178e-15      -1.631645835022e-16       1.989843351852e-02       3.795095567098e-09 
  818       3.390522169544e-10       1.625074627994e-12      -8.004677079838e-12       0.000000000000e+00       1.511778219812e-14       4.664134391727e-15      -1.582911317483e-16       1.991080048427e-02       3.788177818225e-09 
  819       3.389319031936e-10       1.612186647705e-12      -7.750082557479e-12       0.000000000000e+00       1.505293277045e-14       4.645062437562e-15      -1.534292358534e-16       1.992319766867e-02       3.781287131089e-09 
  820       3.387842175403e-10       1.600085307513e-12      -7.494485032116e-12       0.000000000000e+00       1.498843686179e-14       4.625839685962e-15      -1.485799095292e-16       1.993562571556e-02       3.774423504089e-09 
  821       3.386091114589e-10       1.588777684848e-12      -7.237983504116e-12       0.000000000000e+00       1.492429194416e-14       4.606462856837e-15      -1.437441748621e-16       1.994808527028e-02       3.767586931936e-09 
  822       3.384065372933e-10       1.578270881361e-12      -6.980677945707e-12       0.000000000000e+00       1.486049543073e-14       4.586928641632e-15      -1.389230623374e-16       1.996057697967e-02       3.760777405635e-09 
  823       3.381764482709e-10       1.568572022953e-12      -6.722669303907e-12       0.000000000000e+00       1.479704467560e-14       4.567233703252e-15      -1.341176108625e-16       1.997310149207e-02       3.753994912465e-09 
  824       3.379187985069e-10       1.559688259801e-12      -6.464059503477e-12       0.000000000000e+00       1.473393697356e-14       4.547374675966e-15      -1.293288677905e-16       1.998565945730e-02       3.747239435970e-09 
  825       3.376335430076e-10       1.551626766386e-12      -6.204951449846e-12       0.000000000000e+00       1.467116955989e-14       4.527348165329e-15      -1.245578889435e-16       1.999825152668e-02       3.740510955937e-09 
  826       3.373206376751e-10       1.544394741518e-12      -5.945449032060e-12       0.000000000000e+00       1.460873961014e-14       4.507150748092e-15      -1.198057386364e-16       2.001087835302e-02       3.733809448379e-09 
  827       3.369800393107e-10       1.537999408364e-12      -5.685657125716e-12       0.000000000000e+00       1.454664423989e-14       4.486778972120e-15      -1.150734897001e-16       2.002354059060e-02       3.727134885525e-09 
  828       3.366117056190e-10       1.532448014475e-12      -5.425681595902e-12       0.000000000000e+00       1.448488050451e-14       4.466229356301e-15      -1.103622235052e-16       2.003623889517e-02       3.720487235796e-09 
  829       3.362155952121e-10       1.527747831812e-12      -5.165629300136e-12       0.000000000000e+00       1.442344539899e-14       4.445498390465e-15      -1.056730299854e-16       2.004897392398e-02       3.713866463793e-09 
  830       3.357917014394e-10       1.523904759846e-12      -4.905604029153e-12       0.000000000000e+00       1.436233613877e-14       4.424582887143e-15      -1.010067925580e-16       2.006174615087e-02       3.707272515555e-09 
  831       3.353401545212e-10       1.520919107884e-12      -4.645694245077e-12       0.000000000000e+00       1.430155100816e-14       4.403481043798e-15      -9.636353869106e-17       2.007455530820e-02       3.700705274086e-09 
  832       3.348611212189e-10       1.518789738634e-12      -4.385985133466e-12       0.000000000000e+00       1.424108852644e-14       4.382191399103e-15      -9.174307796321e-17       2.008740093513e-02       3.694164603015e-09 
  833       3.343547711815e-10       1.517515458195e-12      -4.126562648156e-12       0.000000000000e+00       1.418094716789e-14       4.360712482762e-15      -8.714521611817e-17       2.010028256152e-02       3.687650361226e-09 
  834       3.338212769554e-10       1.517095015840e-12      -3.867513513488e-12       0.000000000000e+00       1.412112536163e-14       4.339042815484e-15      -8.256975505072e-17       2.011319970795e-02       3.681162402844e-09 
  835       3.332608139945e-10       1.517527103804e-12      -3.608925226546e-12       0.000000000000e+00       1.406162149149e-14       4.317180908961e-15      -7.801649279285e-17       2.012615188565e-02       3.674700577215e-09 
  836       3.326735606698e-10       1.518810357062e-12      -3.350886059385e-12       0.000000000000e+00       1.400243389577e-14       4.295125265843e-15      -7.348522349979e-17       2.013913859644e-02       3.668264728886e-09 
  837       3.320596982791e-10       1.520943353116e-12      -3.093485061266e-12       0.000000000000e+00       1.394356086712e-14       4.272874379712e-15      -6.897573743608e-17       2.015215933275e-02       3.661854697585e-09 
  838       3.314194110574e-10       1.523924611779e-12      -2.836812060884e-12       0.000000000000e+00       1.388500065234e-14       4.250426735059e-15      -6.448782096167e-17       2.016521357755e-02       3.655470318204e-09 
  839       3.307528861861e-10       1.527752594958e-12      -2.580957668605e-12       0.000000000000e+00       1.382675145220e-14       4.227780807260e-15      -6.002125651799e-17       2.017830080431e-02       3.649111420782e-09 
  840       3.300603138034e-10       1.532425706437e-12      -2.326013278695e-12       0.000000000000e+00       1.376881142128e-14       4.204935062550e-15      -5.557582261400e-17       2.019142047701e-02       3.642777830479e-09 
  841       3.293418870137e-10       1.537942291662e-12      -2.072071071555e-12       0.000000000000e+00       1.371117866782e-14       4.181887957997e-15      -5.115129381229e-17       2.020457205002e-02       3.636469367565e-09 
  842       3.285978018978e-10       1.544300637524e-12      -1.819224015948e-12       0.000000000000e+00       1.365385125349e-14       4.158637941484e-15      -4.674744071516e-17       2.021775496815e-02       3.630185847396e-09 
  843       3.278282575225e-10       1.551498972145e-12      -1.567565871236e-12       0.000000000000e+00       1.359682719325e-14       4.135183451676e-15      -4.236402995064e-17       2.023096866657e-02       3.623927080398e-09 
  844       3.270334559506e-10       1.559535464658e-12      -1.317191189611e-12       0.000000000000e+00       1.354010445519e-14       4.111522918003e-15      -3.800082415863e-17       2.024421257078e-02       3.617692872044e-09 
  845       3.262136022507e-10       1.568408224993e-12      -1.068195318325e-12       0.000000000000e+00       1.348368096032e-14       4.087654760630e-15      -3.365758197695e-17       2.025748609659e-02       3.611483022840e-09 
  846       3.253689045069e-10       1.578115303661e-12      -8.206744019234e-13       0.000000000000e+00       1.342755458242e-14       4.063577390435e-15      -2.933405802739e-17       2.027078865004e-02       3.605297328303e-09 
  847       3.244995738291e-10       1.588654691538e-12      -5.747253844792e-13       0.000000000000e+00       1.337172314787e-14       4.039289208985e-15      -2.503000290182e-17       2.028411962742e-02       3.599135578943e-09 
  848       3.236058243621e-10       1.600024319646e-12      -3.304460118218e-13       0.000000000000e+00       1.331618443546e-14       4.014788608510e-15      -2.074516314823e-17       2.029747841522e-02       3.592997560243e-09 
  849       3.226878732964e-10       1.612222058941e-12      -8.793483377077e-14       0.000000000000e+00       1.326093617623e-14       3.990073971881e-15      -1.647928125684e-17       2.031086439007e-02       3.586883052641e-09 
  850       3.217459408770e-10       1.625245720094e-12       1.527087936322e-13       0.000000000000e+00       1.320597605328e-14       3.965143672582e-15      -1.223209564615e-17       2.032427691871e-02       3.580791831511e-09 
  851       3.207802504141e-10       1.639093053275e-12       3.913847058912e-13       0.000000000000e+00       1.315130170160e-14       3.939996074686e-15      -8.003340649017e-18       2.033771535798e-02       3.574723667144e-09 
  852       3.197910282926e-10       1.653761747937e-12       6.279919278241e-13       0.000000000000e+00       1.309691070793e-14       3.914629532837e-15      -3.792746498727e-18       2.035117905476e-02       3.568678324729e-09 
  853       3.187785039820e-10       1.669249432602e-12       8.624286713306e-13       0.000000000000e+00       1.304280061054e-14       3.889042392214e-15       3.999606849200e-19       2.036466734595e-02       3.562655564335e-09 
  854       3.177429273484e-10       1.685552651609e-12       1.094598962927e-12       0.000000000000e+00       1.298896912441e-14       3.863235528025e-15       4.574890823192e-18       2.037817952430e-02       3.556655153297e-09 
  855       3.166846208959e-10       1.702663776639e-12       1.324432655025e-12       0.000000000000e+00       1.293541482132e-14       3.837220011574e-15       8.731482484134e-18       2.039171473543e-02       3.550676903670e-09 
  856       3.156039284379e-10       1.720574041976e-12       1.551865752261e-12       0.000000000000e+00       1.288213646103e-14       3.811009575172e-15       1.286900163209e-17       2.040527207901e-02       3.544720635378e-09 
  857       3.145011978881e-10       1.739274562370e-12       1.776833811582e-12       0.000000000000e+00       1.282913276688e-14       3.784618084891e-15       1.698670891445e-17       2.041885064264e-02       3.538786163848e-09 
  858       3.133767812734e-10       1.758756332652e-12       1.999271941105e-12       0.000000000000e+00       1.277640242565e-14       3.758059540961e-15       2.108385964796e-17       2.043244950181e-02       3.532873299996e-09 
  859       3.122310347466e-10       1.779010227352e-12       2.219114798974e-12       0.000000000000e+00       1.272394408739e-14       3.731348078161e-15       2.515970380501e-17       2.044606771989e-02       3.526981850207e-09 
  860       3.110643185988e-10       1.800027000311e-12       2.436296592216e-12       0.000000000000e+00       1.267175636535e-14       3.704497966210e-15       2.921348599994e-17       2.045970434808e-02       3.521111616316e-09 
  861       3.098769972726e-10       1.821797284300e-12       2.650751075601e-12       0.000000000000e+00       1.261983783577e-14       3.677523610166e-15       3.324444547535e-17       2.047335842533e-02       3.515262395598e-09 
  862       3.086694393743e-10       1.844311590636e-12       2.862411550497e-12       0.000000000000e+00       1.256818703779e-14       3.650439550811e-15       3.725181608840e-17       2.048702897835e-02       3.509433980744e-09 
  863       3.074420176868e-10       1.867560308793e-12       3.071210863730e-12       0.000000000000e+00       1.251680247332e-14       3.623260465049e-15       4.123482629709e-17       2.050071502155e-02       3.503626159847e-09 
  864       3.061951091823e-10       1.891533706022e-12       3.277081406439e-12       0.000000000000e+00       1.246568260685e-14       3.596001166300e-15       4.519269914662e-17       2.051441555697e-02       3.497838716387e-09 
  865       3.049290950350e-10       1.916221926967e-12       3.479955112934e-12       0.000000000000e+00       1.241482586537e-14       3.568676604887e-15       4.912465225560e-17       2.052812957429e-02       3.492071429209e-09 
  866       3.036443606339e-10       1.941614993278e-12       3.679763459555e-12       0.000000000000e+00       1.236423063820e-14       3.541301868434e-15       5.302989780244e-17       2.054185605074e-02       3.486324072512e-09 
  867       3.023412955950e-10       1.967702803226e-12       3.876437463529e-12       0.000000000000e+00       1.231389527688e-14       3.513892182257e-15       5.690764251161e-17       2.055559395112e-02       3.480596415827e-09 
  868       3.010202937748e-10       1.994475131323e-12       4.069907681825e-12       0.000000000000e+00       1.226381809498e-14       3.486462909758e-15       6.075708763994e-17       2.056934222767e-02       3.474888224005e-09 
