# Halofit, Smith 
#  k, P(k)
1.027950000000000043e-05 4.090030000000000143e+01
1.034699999999999936e-05 4.115950000000000131e+01
1.041499999999999939e-05 4.142049999999999699e+01
1.048340000000000029e-05 4.168289999999999651e+01
1.055230000000000060e-05 4.194729999999999137e+01
1.062160000000000008e-05 4.221309999999999718e+01
1.069140000000000067e-05 4.248080000000000211e+01
1.076170000000000066e-05 4.275030000000000996e+01
1.083239999999999983e-05 4.302129999999999654e+01
1.090349999999999988e-05 4.329370000000000118e+01
1.097519999999999954e-05 4.356839999999999691e+01
1.104730000000000009e-05 4.384459999999999980e+01
1.111979999999999982e-05 4.412219999999999942e+01
1.119289999999999917e-05 4.440209999999999724e+01
1.126639999999999940e-05 4.468339999999999890e+01
1.134049999999999925e-05 4.496699999999999875e+01
1.141499999999999998e-05 4.525200000000000244e+01
1.149000000000000010e-05 4.553889999999999816e+01
1.156549999999999964e-05 4.582759999999999678e+01
1.164140000000000004e-05 4.611780000000000257e+01
1.171790000000000007e-05 4.641020000000000323e+01
1.179489999999999951e-05 4.670450000000000301e+01
1.187240000000000003e-05 4.700059999999999860e+01
1.195039999999999997e-05 4.729859999999999332e+01
1.202889999999999930e-05 4.759829999999999472e+01
1.210789999999999973e-05 4.789999999999999858e+01
1.218749999999999978e-05 4.820380000000000109e+01
1.226759999999999923e-05 4.850950000000000273e+01
1.234819999999999978e-05 4.881700000000000017e+01
1.242929999999999973e-05 4.912639999999999674e+01
1.251099999999999931e-05 4.943800000000000239e+01
1.259319999999999998e-05 4.975139999999999674e+01
1.267590000000000005e-05 5.006660000000000110e+01
1.275919999999999974e-05 5.038409999999998945e+01
1.284300000000000053e-05 5.070340000000000202e+01
1.292739999999999925e-05 5.102490000000000236e+01
1.301230000000000076e-05 5.134819999999999851e+01
1.309780000000000019e-05 5.167379999999999285e+01
1.318380000000000073e-05 5.200119999999999720e+01
1.327049999999999941e-05 5.233109999999999928e+01
1.335769999999999918e-05 5.266290000000000049e+01
1.344540000000000005e-05 5.299649999999999750e+01
1.353380000000000076e-05 5.333270000000000266e+01
1.362269999999999918e-05 5.367080000000000695e+01
