# Halofit, Smith 
#  k, P(k)
1.027950000000000043e-05 5.434319999999999595e+00
1.034699999999999936e-05 5.468750000000000000e+00
1.041499999999999939e-05 5.503429999999999822e+00
1.048340000000000029e-05 5.538299999999999557e+00
1.055230000000000060e-05 5.573430000000000106e+00
1.062160000000000008e-05 5.608740000000000059e+00
1.069140000000000067e-05 5.644309999999999938e+00
1.076170000000000066e-05 5.680119999999999614e+00
1.083239999999999983e-05 5.716130000000000599e+00
1.090349999999999988e-05 5.752320000000000100e+00
1.097519999999999954e-05 5.788809999999999789e+00
1.104730000000000009e-05 5.825520000000000032e+00
1.111979999999999982e-05 5.862409999999999677e+00
1.119289999999999917e-05 5.899589999999999890e+00
1.126639999999999940e-05 5.937000000000001165e+00
1.134049999999999925e-05 5.974630000000001218e+00
1.141499999999999998e-05 6.012489999999999668e+00
1.149000000000000010e-05 6.050640000000000462e+00
1.156549999999999964e-05 6.089019999999999655e+00
1.164140000000000004e-05 6.127580000000000027e+00
1.171790000000000007e-05 6.166409999999999947e+00
1.179489999999999951e-05 6.205479999999999663e+00
1.187240000000000003e-05 6.244830000000000325e+00
1.195039999999999997e-05 6.284410000000000274e+00
1.202889999999999930e-05 6.324279999999999902e+00
1.210789999999999973e-05 6.364320000000000199e+00
1.218749999999999978e-05 6.404709999999999681e+00
1.226759999999999923e-05 6.445319999999999716e+00
1.234819999999999978e-05 6.486220000000000319e+00
1.242929999999999973e-05 6.527289999999999814e+00
1.251099999999999931e-05 6.568710000000000271e+00
1.259319999999999998e-05 6.610350000000000392e+00
1.267590000000000005e-05 6.652230000000000310e+00
1.275919999999999974e-05 6.694390000000000285e+00
1.284300000000000053e-05 6.736829999999999430e+00
1.292739999999999925e-05 6.779570000000000540e+00
1.301230000000000076e-05 6.822529999999999539e+00
1.309780000000000019e-05 6.865780000000000882e+00
1.318380000000000073e-05 6.909249999999999226e+00
1.327049999999999941e-05 6.953070000000000306e+00
1.335769999999999918e-05 6.997180000000000177e+00
1.344540000000000005e-05 7.041520000000000223e+00
1.353380000000000076e-05 7.086199999999999832e+00
1.362269999999999918e-05 7.131110000000000504e+00
1.371220000000000061e-05 7.176299999999999457e+00
1.380229999999999997e-05 7.221790000000000376e+00
1.389290000000000043e-05 7.267559999999998688e+00
1.398420000000000072e-05 7.313609999999999722e+00
1.407610000000000064e-05 7.360009999999999941e+00
1.416860000000000017e-05 7.406699999999999839e+00
1.426169999999999933e-05 7.453610000000000291e+00
1.435539999999999981e-05 7.500869999999999926e+00
1.444969999999999991e-05 7.548409999999999620e+00
1.454459999999999962e-05 7.596240000000000769e+00
1.464019999999999918e-05 7.644420000000000215e+00
1.473629999999999984e-05 7.692820000000000213e+00
1.483320000000000055e-05 7.741679999999999673e+00
1.493060000000000067e-05 7.790720000000000312e+00
1.502870000000000063e-05 7.840099999999999625e+00
1.512750000000000043e-05 7.889819999999999389e+00
1.522679999999999963e-05 7.939820000000000100e+00
1.532690000000000059e-05 7.990180000000000504e+00
1.542760000000000116e-05 8.040810000000000457e+00
1.552889999999999967e-05 8.091739999999999711e+00
1.563099999999999993e-05 8.143119999999999692e+00
1.573370000000000150e-05 8.194729999999999848e+00
1.583700000000000101e-05 8.246629999999999683e+00
1.594109999999999887e-05 8.298930000000000362e+00
1.604580000000000145e-05 8.351509999999999323e+00
1.615119999999999878e-05 8.404439999999999245e+00
1.625730000000000103e-05 8.457720000000000127e+00
1.636420000000000165e-05 8.511390000000000455e+00
1.647170000000000020e-05 8.565350000000000463e+00
1.657990000000000028e-05 8.619650000000000034e+00
1.668879999999999851e-05 8.674239999999999284e+00
1.679849999999999849e-05 8.729289999999998884e+00
1.690879999999999979e-05 8.784570000000000434e+00
1.701989999999999946e-05 8.840249999999999275e+00
1.713170000000000065e-05 8.896330000000000737e+00
1.724430000000000022e-05 8.952749999999999986e+00
1.735760000000000132e-05 9.009460000000000690e+00
1.747160000000000057e-05 9.066570000000000462e+00
1.758640000000000157e-05 9.124079999999999302e+00
1.770200000000000094e-05 9.181940000000000879e+00
1.781829999999999845e-05 9.240140000000000242e+00
