# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:dens[1]-dens[1]        3:dens[1]-dens[2]        4:dens[2]-dens[2]    
  791       6.958274366920e+00      -3.240493664171e-09       4.407461198341e+00 
  792       6.962519913090e+00      -2.985983293201e-09       4.410652071217e+00 
  793       6.966761387502e+00      -2.702794413257e-09       4.413840160334e+00 
  794       6.970998802172e+00      -2.393151403343e-09       4.417025472422e+00 
  795       6.975232168170e+00      -2.059302644064e-09       4.420208013712e+00 
  796       6.979461495616e+00      -1.703520594743e-09       4.423387789930e+00 
  797       6.983686793671e+00      -1.328101870537e-09       4.426564806298e+00 
  798       6.987908070537e+00      -9.353673195559e-10       4.429739067530e+00 
  799       6.992125333447e+00      -5.276620999747e-10       4.432910577827e+00 
  800       6.996338588661e+00      -1.073557571546e-10       4.436079340877e+00 
  801       7.000547841462e+00       3.231576992429e-10       4.439245359849e+00 
  802       7.004753096148e+00       7.614597181386e-10       4.442408637394e+00 
  803       7.008954356029e+00       1.205107129919e-09       4.445569175637e+00 
  804       7.013151623418e+00       1.651632069320e-09       4.448726976180e+00 
  805       7.017344899631e+00       2.098541898310e-09       4.451882040091e+00 
  806       7.021534184976e+00       2.543319128974e-09       4.455034367911e+00 
  807       7.025719481712e+00       2.982744421080e-09       4.458183961249e+00 
  808       7.029900802975e+00       3.410852307941e-09       4.461330827640e+00 
  809       7.034078164001e+00       3.820938352314e-09       4.464474975773e+00 
  810       7.038251579175e+00       4.206232520983e-09       4.467616413889e+00 
  811       7.042421062029e+00       4.559898983063e-09       4.470755149778e+00 
  812       7.046586625231e+00       4.875035908310e-09       4.473891190776e+00 
  813       7.050748280587e+00       5.144675265426e-09       4.477024543764e+00 
  814       7.054906039031e+00       5.361782620364e-09       4.480155215163e+00 
  815       7.059059910623e+00       5.519256934639e-09       4.483283210934e+00 
  816       7.063209904544e+00       5.609930363629e-09       4.486408536572e+00 
  817       7.067356029088e+00       5.626568054889e-09       4.489531197107e+00 
  818       7.071498291661e+00       5.561867946448e-09       4.492651197099e+00 
  819       7.075636698775e+00       5.408460565125e-09       4.495768540635e+00 
  820       7.079771256041e+00       5.158908824828e-09       4.498883231329e+00 
  821       7.083901968167e+00       4.805707824868e-09       4.501995272315e+00 
  822       7.088028838951e+00       4.341284648258e-09       4.505104666249e+00 
  823       7.092151871277e+00       3.757998160025e-09       4.508211415303e+00 
  824       7.096271067110e+00       3.048138805514e-09       4.511315521165e+00 
  825       7.100386427492e+00       2.203928408698e-09       4.514416985032e+00 
  826       7.104497952536e+00       1.217519970479e-09       4.517515807613e+00 
  827       7.108605644259e+00       8.386330030595e-11       4.520611990650e+00 
  828       7.112709515150e+00      -1.190642240212e-09       4.523705541522e+00 
  829       7.116809579744e+00      -2.596648183501e-09       4.526796468723e+00 
  830       7.120905851793e+00      -4.124708652561e-09       4.529884780330e+00 
  831       7.124998344262e+00      -5.765280060443e-09       4.532970484008e+00 
  832       7.129087069325e+00      -7.508720809712e-09       4.536053587001e+00 
  833       7.133172038358e+00      -9.345290991923e-09       4.539134096137e+00 
  834       7.137253261939e+00      -1.126515208709e-08       4.542212017821e+00 
  835       7.141330749840e+00      -1.325836666316e-08       4.545287358031e+00 
  836       7.145404511023e+00      -1.531489807547e-08       4.548360122321e+00 
  837       7.149474553637e+00      -1.742461016625e-08       4.551430315814e+00 
  838       7.153540885013e+00      -1.957726696404e-08       4.554497943202e+00 
  839       7.157603511660e+00      -2.176253238323e-08       4.557563008743e+00 
  840       7.161662439258e+00      -2.396996992345e-08       4.560625516256e+00 
  841       7.165717672660e+00      -2.618904236913e-08       4.563685469125e+00 
  842       7.169769215878e+00      -2.840911148890e-08       4.566742870289e+00 
  843       7.173817072089e+00      -3.061943773508e-08       4.569797722245e+00 
  844       7.177861243622e+00      -3.280917994316e-08       4.572850027043e+00 
  845       7.181901731958e+00      -3.496739503129e-08       4.575899786287e+00 
  846       7.185938537727e+00      -3.708303769969e-08       4.578947001125e+00 
  847       7.189971660697e+00      -3.914496013019e-08       4.581991672256e+00 
  848       7.194001102575e+00      -4.114280687902e-08       4.585033801421e+00 
  849       7.198026875430e+00      -4.306971704681e-08       4.588073395924e+00 
  850       7.202048993407e+00      -4.491966802341e-08       4.591110464187e+00 
  851       7.206067469929e+00      -4.668658435835e-08       4.594145014255e+00 
  852       7.210082317702e+00      -4.836433760950e-08       4.597177053791e+00 
  853       7.214093548709e+00      -4.994674619179e-08       4.600206590076e+00 
  854       7.218101174200e+00      -5.142757522585e-08       4.603233630009e+00 
  855       7.222105204699e+00      -5.280053638668e-08       4.606258180100e+00 
  856       7.226105649989e+00      -5.405928775240e-08       4.609280246470e+00 
  857       7.230102519115e+00      -5.519743365285e-08       4.612299834853e+00 
  858       7.234095820380e+00      -5.620852451832e-08       4.615316950586e+00 
  859       7.238085561336e+00      -5.708605672820e-08       4.618331598612e+00 
  860       7.242071748785e+00      -5.782347245967e-08       4.621343783478e+00 
  861       7.246054388774e+00      -5.841415953640e-08       4.624353509330e+00 
  862       7.250033486589e+00      -5.885145127719e-08       4.627360779915e+00 
  863       7.254009046752e+00      -5.912862634469e-08       4.630365598572e+00 
  864       7.257981073020e+00      -5.923890859404e-08       4.633367968238e+00 
  865       7.261949568378e+00      -5.917546692158e-08       4.636367891441e+00 
  866       7.265914535033e+00      -5.893141511352e-08       4.639365370297e+00 
  867       7.269875974416e+00      -5.849981169461e-08       4.642360406512e+00 
  868       7.273833887173e+00      -5.787365977685e-08       4.645353001377e+00 
  869       7.277788273164e+00      -5.704590690811e-08       4.648343155764e+00 
  870       7.281739134007e+00      -5.601353652293e-08       4.651330871500e+00 
  871       7.285686480763e+00      -5.478991784506e-08       4.654316155489e+00 
  872       7.289630326374e+00      -5.339266290546e-08       4.657299015653e+00 
  873       7.293570683119e+00      -5.183955421635e-08       4.660279459564e+00 
  874       7.297507562615e+00      -5.014854526792e-08       4.663257494443e+00 
  875       7.301440975805e+00      -4.833776102488e-08       4.666233127156e+00 
  876       7.305370932965e+00      -4.642549842313e-08       4.669206364217e+00 
  877       7.309297443691e+00      -4.443022686639e-08       4.672177211779e+00 
  878       7.313220516903e+00      -4.237058872276e-08       4.675145675638e+00 
  879       7.317140160836e+00      -4.026539982144e-08       4.678111761231e+00 
  880       7.321056383041e+00      -3.813364994925e-08       4.681075473627e+00 
  881       7.324969190376e+00      -3.599450334734e-08       4.684036817534e+00 
  882       7.328878589008e+00      -3.386729920774e-08       4.686995797293e+00 
  883       7.332784584407e+00      -3.177155217006e-08       4.689952416873e+00 
  884       7.336687181341e+00      -2.972695281805e-08       4.692906679877e+00 
  885       7.340586383876e+00      -2.775336817623e-08       4.695858589531e+00 
  886       7.344482195368e+00      -2.587084220657e-08       4.698808148688e+00 
  887       7.348374618466e+00      -2.409959630502e-08       4.701755359826e+00 
  888       7.352263655099e+00      -2.246002979824e-08       4.704700225042e+00 
  889       7.356149306483e+00      -2.097272044013e-08       4.707642746055e+00 
  890       7.360031573110e+00      -1.965842490850e-08       4.710582924199e+00 
  891       7.363910454747e+00      -1.853807930169e-08       4.713520760426e+00 
  892       7.367785952870e+00      -1.762667943687e-08       4.716456256549e+00 
  893       7.371658078015e+00      -1.691481097237e-08       4.719389419012e+00 
  894       7.375526842541e+00      -1.638681797051e-08       4.722320255179e+00 
  895       7.379392258200e+00      -1.602689527181e-08       4.725248772089e+00 
  896       7.383254336131e+00      -1.581908806961e-08       4.728174976456e+00 
  897       7.387113086862e+00      -1.574729148466e-08       4.731098874665e+00 
  898       7.390968520302e+00      -1.579525013981e-08       4.734020472770e+00 
  899       7.394820645739e+00      -1.594655773459e-08       4.736939776496e+00 
  900       7.398669471841e+00      -1.618465661984e-08       4.739856791233e+00 
  901       7.402515006646e+00      -1.649283737234e-08       4.742771522035e+00 
  902       7.406357257564e+00      -1.685423836942e-08       4.745683973622e+00 
  903       7.410196231372e+00      -1.725184536363e-08       4.748594150373e+00 
  904       7.414031934212e+00      -1.766849105728e-08       4.751502056328e+00 
  905       7.417864371583e+00      -1.808685467717e-08       4.754407695183e+00 
  906       7.421693548347e+00      -1.848946154912e-08       4.757311070293e+00 
  907       7.425519468717e+00      -1.885868267265e-08       4.760212184665e+00 
  908       7.429342136259e+00      -1.917673429557e-08       4.763111040961e+00 
  909       7.433161553885e+00      -1.942567748866e-08       4.766007641490e+00 
  910       7.436977723854e+00      -1.958741772021e-08       4.768901988215e+00 
  911       7.440790647768e+00      -1.964370443072e-08       4.771794082743e+00 
  912       7.444600326564e+00      -1.957613060749e-08       4.774683926329e+00 
  913       7.448406760518e+00      -1.936613235924e-08       4.777571519868e+00 
  914       7.452209949236e+00      -1.899498849074e-08       4.780456863903e+00 
  915       7.456009893959e+00      -1.844964489879e-08       4.783339959801e+00 
  916       7.459806604501e+00      -1.774029046563e-08       4.786220813350e+00 
  917       7.463600092416e+00      -1.688306079075e-08       4.789099431217e+00 
  918       7.467390368698e+00      -1.589423920011e-08       4.791975819772e+00 
  919       7.471177443779e+00      -1.479025715480e-08       4.794849985076e+00 
  920       7.474961327525e+00      -1.358769465954e-08       4.797721932889e+00 
  921       7.478742029238e+00      -1.230328067135e-08       4.800591668660e+00 
  922       7.482519557646e+00      -1.095389350807e-08       4.803459197534e+00 
  923       7.486293920906e+00      -9.556561256992e-09       4.806324524341e+00 
  924       7.490065126599e+00      -8.128462183436e-09       4.809187653604e+00 
  925       7.493833181726e+00      -6.686925139331e-09       4.812048589529e+00 
  926       7.497598092707e+00      -5.249429971812e-09       4.814907336009e+00 
  927       7.501359865379e+00      -3.833607931804e-09       4.817763896620e+00 
  928       7.505118504988e+00      -2.457242082610e-09       4.820618274621e+00 
  929       7.508874016195e+00      -1.138267708503e-09       4.823470472950e+00 
  930       7.512626403063e+00       1.052272766912e-10       4.826320494224e+00 
  931       7.516375669063e+00       1.255001921001e-09       4.829168340739e+00 
  932       7.520121817065e+00       2.292661825724e-09       4.832014014464e+00 
  933       7.523864849339e+00       3.199658736838e-09       4.834857517044e+00 
  934       7.527604767550e+00       3.957290136412e-09       4.837698849797e+00 
  935       7.531341572757e+00       4.546698834018e-09       4.840538013709e+00 
  936       7.535075265407e+00       4.948872558144e-09       4.843375009439e+00 
  937       7.538805845336e+00       5.144643547605e-09       4.846209837311e+00 
  938       7.542533313897e+00       5.121248479892e-09       4.849042498468e+00 
  939       7.546257680391e+00       4.892120976788e-09       4.851872998349e+00 
  940       7.549978955733e+00       4.477406418142e-09       4.854701343257e+00 
  941       7.553697150321e+00       3.897430021296e-09       4.857527539222e+00 
  942       7.557412274038e+00       3.172697326299e-09       4.860351591987e+00 
  943       7.561124336245e+00       2.323894681113e-09       4.863173507017e+00 
  944       7.564833345784e+00       1.371889726824e-09       4.865993289493e+00 
  945       7.568539310970e+00       3.377318828482e-10       4.868810944309e+00 
  946       7.572242239592e+00      -7.573471678561e-10       4.871626476074e+00 
  947       7.575942138907e+00      -1.891932993581e-09       4.874439889108e+00 
  948       7.579639015643e+00      -3.044427928660e-09       4.877251187444e+00 
  949       7.583332875991e+00      -4.193050588259e-09       4.880060374821e+00 
  950       7.587023725605e+00      -5.315835383166e-09       4.882867454688e+00 
  951       7.590711569599e+00      -6.390632034586e-09       4.885672430200e+00 
  952       7.594396412545e+00      -7.395105088927e-09       4.888475304216e+00 
  953       7.598078258470e+00      -8.306733432595e-09       4.891276079301e+00 
  954       7.601757110853e+00      -9.102809806782e-09       4.894074757720e+00 
  955       7.605432972623e+00      -9.760440322260e-09       4.896871341439e+00 
  956       7.609105846156e+00      -1.025654397417e-08       4.899665832124e+00 
  957       7.612775733275e+00      -1.056785215681e-08       4.902458231137e+00 
  958       7.616442635242e+00      -1.067090817845e-08       4.905248539540e+00 
  959       7.620106552760e+00      -1.054206677606e-08       4.908036758086e+00 
  960       7.623767485972e+00      -1.015749363019e-08       4.910822887226e+00 
  961       7.627425434451e+00      -9.493164879683e-09       4.913606927098e+00 
  962       7.631080399239e+00      -8.532506570737e-09       4.916388878674e+00 
  963       7.634732388974e+00      -7.289441041836e-09       4.919168747186e+00 
  964       7.638381413847e+00      -5.785689449375e-09       4.921946538747e+00 
  965       7.642027483577e+00      -4.043164055247e-09       4.924722259213e+00 
  966       7.645670607405e+00      -2.083968731259e-09       4.927495914181e+00 
  967       7.649310794096e+00       6.960053645601e-11       4.930267508990e+00 
  968       7.652948051933e+00       2.395055143025e-09       4.933037048718e+00 
  969       7.656582388716e+00       4.869713360422e-09       4.935804538183e+00 
  970       7.660213811762e+00       7.470699833055e-09       4.938569981938e+00 
  971       7.663842327899e+00       1.017494507335e-08       4.941333384273e+00 
  972       7.667467943464e+00       1.295918495735e-08       4.944094749213e+00 
  973       7.671090664307e+00       1.579996022027e-08       4.946854080516e+00 
  974       7.674710495778e+00       1.867361595213e-08       4.949611381671e+00 
  975       7.678327442735e+00       2.155630109329e-08       4.952366655899e+00 
  976       7.681941509534e+00       2.442396793010e-08       4.955119906151e+00 
  977       7.685552700034e+00       2.725237159040e-08       4.957871135103e+00 
  978       7.689161017587e+00       3.001706953920e-08       4.960620345162e+00 
  979       7.692766465041e+00       3.269342107420e-08       4.963367538459e+00 
  980       7.696369044737e+00       3.525658682140e-08       4.966112716848e+00 
  981       7.699968758504e+00       3.768152823070e-08       4.968855881909e+00 
  982       7.703565607661e+00       3.994300707146e-08       4.971597034940e+00 
  983       7.707159593009e+00       4.201558492810e-08       4.974336176964e+00 
  984       7.710750714837e+00       4.387362269570e-08       4.977073308720e+00 
  985       7.714338972910e+00       4.549128007554e-08       4.979808430667e+00 
  986       7.717924368343e+00       4.684905928489e-08       4.982541544013e+00 
  987       7.721506909237e+00       4.795354338917e-08       4.985272653845e+00 
  988       7.725086605118e+00       4.881794935792e-08       4.988001766042e+00 
  989       7.728663465076e+00       4.945561066145e-08       4.990728886249e+00 
  990       7.732237497760e+00       4.987997757334e-08       4.993454019871e+00 
  991       7.735808711382e+00       5.010461747295e-08       4.996177172076e+00 
  992       7.739377113707e+00       5.014321514799e-08       4.998898347791e+00 
  993       7.742942712056e+00       5.000957309704e-08       5.001617551703e+00 
  994       7.746505513305e+00       4.971761183207e-08       5.004334788256e+00 
  995       7.750065523877e+00       4.928137018100e-08       5.007050061650e+00 
  996       7.753622749747e+00       4.871500559021e-08       5.009763375842e+00 
  997       7.757177196435e+00       4.803279442706e-08       5.012474734543e+00 
  998       7.760728869007e+00       4.724913228249e-08       5.015184141216e+00 
  999       7.764277772069e+00       4.637853427347e-08       5.017891599076e+00 
 1000       7.767823909770e+00       4.543563534556e-08       5.020597111091e+00 
 1001       7.771367285797e+00       4.443519057550e-08       5.023300679977e+00 
 1002       7.774907903372e+00       4.339207547364e-08       5.026002308198e+00 
 1003       7.778445765255e+00       4.232128628656e-08       5.028701997967e+00 
 1004       7.781980873733e+00       4.123794029957e-08       5.031399751242e+00 
 1005       7.785513230628e+00       4.015727613924e-08       5.034095569728e+00 
 1006       7.789042837289e+00       3.909465407593e-08       5.036789454871e+00 
 1007       7.792569694589e+00       3.806555632633e-08       5.039481407863e+00 
 1008       7.796093802928e+00       3.708558735600e-08       5.042171429636e+00 
 1009       7.799615162228e+00       3.617047418191e-08       5.044859520862e+00 
 1010       7.803133773634e+00       3.533351166320e-08       5.047545682876e+00 
 1011       7.806649644667e+00       3.457785729322e-08       5.050229920455e+00 
 1012       7.810162784142e+00       3.390412557001e-08       5.052912239076e+00 
 1013       7.813673200468e+00       3.331293290647e-08       5.055592643993e+00 
 1014       7.817180901650e+00       3.280489763266e-08       5.058271140244e+00 
 1015       7.820685895284e+00       3.238063999800e-08       5.060947732640e+00 
 1016       7.824188188556e+00       3.204078217361e-08       5.063622425773e+00 
 1017       7.827687788239e+00       3.178594825454e-08       5.066295224006e+00 
 1018       7.831184700692e+00       3.161676426205e-08       5.068966131482e+00 
 1019       7.834678931859e+00       3.153385814588e-08       5.071635152115e+00 
 1020       7.838170487267e+00       3.153785978652e-08       5.074302289590e+00 
 1021       7.841659372023e+00       3.162940099750e-08       5.076967547367e+00 
 1022       7.845145590812e+00       3.180911552762e-08       5.079630928674e+00 
 1023       7.848629147896e+00       3.207763906324e-08       5.082292436510e+00 
 1024       7.852110047114e+00       3.243560923056e-08       5.084952073643e+00 
 1025       7.855588291875e+00       3.288366559788e-08       5.087609842606e+00 
 1026       7.859063885163e+00       3.342244967788e-08       5.090265745702e+00 
 1027       7.862536829527e+00       3.405260492987e-08       5.092919784995e+00 
 1028       7.866007127089e+00       3.477477676208e-08       5.095571962318e+00 
 1029       7.869474779532e+00       3.558961253391e-08       5.098222279263e+00 
 1030       7.872939788106e+00       3.649776155822e-08       5.100870737188e+00 
 1031       7.876402153621e+00       3.749987510359e-08       5.103517337209e+00 
 1032       7.879861876450e+00       3.859660639661e-08       5.106162080205e+00 
 1033       7.883318956521e+00       3.978861062410e-08       5.108804966813e+00 
 1034       7.886773394915e+00       4.107432999915e-08       5.111445998263e+00 
 1035       7.890225198661e+00       4.244331468083e-08       5.114085178895e+00 
 1036       7.893674376003e+00       4.388280749462e-08       5.116722513679e+00 
 1037       7.897120934810e+00       4.537995006663e-08       5.119358007376e+00 
 1038       7.900564882575e+00       4.692178257748e-08       5.121991664542e+00 
 1039       7.904006226412e+00       4.849524351623e-08       5.124623489524e+00 
 1040       7.907444973056e+00       5.008716943426e-08       5.127253486459e+00 
 1041       7.910881128860e+00       5.168429469923e-08       5.129881659276e+00 
 1042       7.914314699795e+00       5.327325124895e-08       5.132508011693e+00 
 1043       7.917745691446e+00       5.484056834530e-08       5.135132547215e+00 
 1044       7.921174109012e+00       5.637267232816e-08       5.137755269134e+00 
 1045       7.924599957304e+00       5.785588636928e-08       5.140376180532e+00 
 1046       7.928023240743e+00       5.927643022623e-08       5.142995284271e+00 
 1047       7.931443963359e+00       6.062041999629e-08       5.145612583002e+00 
 1048       7.934862128789e+00       6.187386787036e-08       5.148228079156e+00 
 1049       7.938277740274e+00       6.302268188688e-08       5.150841774950e+00 
 1050       7.941690800661e+00       6.405266568572e-08       5.153453672379e+00 
 1051       7.945101312396e+00       6.494951826212e-08       5.156063773222e+00 
 1052       7.948509277527e+00       6.569883372057e-08       5.158672079035e+00 
 1053       7.951914697701e+00       6.628610102875e-08       5.161278591155e+00 
 1054       7.955317574161e+00       6.669670377142e-08       5.163883310696e+00 
 1055       7.958717907744e+00       6.691591990432e-08       5.166486238547e+00 
 1056       7.962115698884e+00       6.692892150812e-08       5.169087375376e+00 
 1057       7.965510947603e+00       6.672077454227e-08       5.171686721624e+00 
 1058       7.968903654993e+00       6.628185023078e-08       5.174284278299e+00 
 1059       7.972293827661e+00       6.562414155083e-08       5.176880049356e+00 
 1060       7.975681473339e+00       6.476517157121e-08       5.179474039349e+00 
 1061       7.979066599414e+00       6.372260258484e-08       5.182066252638e+00 
 1062       7.982449212920e+00       6.251423644232e-08       5.184656693390e+00 
 1063       7.985829320544e+00       6.115801488542e-08       5.187245365577e+00 
 1064       7.989206928618e+00       5.967201988063e-08       5.189832272976e+00 
 1065       7.992582043123e+00       5.807447395261e-08       5.192417419167e+00 
 1066       7.995954669683e+00       5.638374051773e-08       5.195000807533e+00 
 1067       7.999324813566e+00       5.461832421759e-08       5.197582441261e+00 
 1068       8.002692479682e+00       5.279687125251e-08       5.200162323336e+00 
 1069       8.006057672581e+00       5.093816971505e-08       5.202740456547e+00 
 1070       8.009420396454e+00       4.906114992351e-08       5.205316843479e+00 
 1071       8.012780655126e+00       4.718488475544e-08       5.207891486517e+00 
 1072       8.016138452059e+00       4.532858998118e-08       5.210464387845e+00 
 1073       8.019493790351e+00       4.351162459732e-08       5.213035549443e+00 
 1074       8.022846672732e+00       4.175349116024e-08       5.215604973086e+00 
 1075       8.026197101562e+00       4.007383611962e-08       5.218172660345e+00 
 1076       8.029545078832e+00       3.849245015193e-08       5.220738612585e+00 
 1077       8.032890606162e+00       3.702926849396e-08       5.223302830966e+00 
 1078       8.036233684797e+00       3.570437127633e-08       5.225865316438e+00 
 1079       8.039574315608e+00       3.453798385698e-08       5.228426069746e+00 
 1080       8.042912499091e+00       3.355047715469e-08       5.230985091422e+00 
 1081       8.046248235363e+00       3.276236798258e-08       5.233542381790e+00 
 1082       8.049581525520e+00       3.218891489313e-08       5.236097941734e+00 
 1083       8.052912375730e+00       3.182382512756e-08       5.238651775006e+00 
 1084       8.056240793192e+00       3.165532830852e-08       5.241203885952e+00 
 1085       8.059566784781e+00       3.167156075671e-08       5.243754278732e+00 
 1086       8.062890357049e+00       3.186056527095e-08       5.246302957332e+00 
 1087       8.066211516219e+00       3.221029090823e-08       5.248849925554e+00 
 1088       8.069530268190e+00       3.270859276376e-08       5.251395187018e+00 
 1089       8.072846618530e+00       3.334323175104e-08       5.253938745163e+00 
 1090       8.076160572478e+00       3.410187438192e-08       5.256480603245e+00 
 1091       8.079472134941e+00       3.497209254664e-08       5.259020764335e+00 
 1092       8.082781310492e+00       3.594136329390e-08       5.261559231320e+00 
 1093       8.086088103372e+00       3.699706861092e-08       5.264096006901e+00 
 1094       8.089392517484e+00       3.812649520347e-08       5.266631093594e+00 
 1095       8.092694556396e+00       3.931683427597e-08       5.269164493726e+00 
 1096       8.095994223337e+00       4.055518131152e-08       5.271696209438e+00 
 1097       8.099291521195e+00       4.182853585196e-08       5.274226242681e+00 
 1098       8.102586452519e+00       4.312380127794e-08       5.276754595218e+00 
 1099       8.105879019515e+00       4.442778458894e-08       5.279281268620e+00 
 1100       8.109169224042e+00       4.572719618340e-08       5.281806264269e+00 
 1101       8.112457067620e+00       4.700864963868e-08       5.284329583353e+00 
 1102       8.115742551416e+00       4.825866149120e-08       5.286851226870e+00 
 1103       8.119025676252e+00       4.946365101647e-08       5.289371195623e+00 
 1104       8.122306442602e+00       5.060994000914e-08       5.291889490221e+00 
 1105       8.125584850588e+00       5.168375256303e-08       5.294406111079e+00 
 1106       8.128860901252e+00       5.267365552169e-08       5.296921059143e+00 
 1107       8.132134600399e+00       5.357791557773e-08       5.299434338081e+00 
 1108       8.135405954804e+00       5.439723893839e-08       5.301945952120e+00 
 1109       8.138674970940e+00       5.513233948947e-08       5.304455905321e+00 
 1110       8.141941654979e+00       5.578393881460e-08       5.306964201577e+00 
 1111       8.145206012790e+00       5.635276621445e-08       5.309470844615e+00 
 1112       8.148468049935e+00       5.683955872610e-08       5.311975837992e+00 
 1113       8.151727771674e+00       5.724506114224e-08       5.314479185096e+00 
 1114       8.154985182958e+00       5.757002603045e-08       5.316980889145e+00 
 1115       8.158240288430e+00       5.781521375250e-08       5.319480953188e+00 
 1116       8.161493092424e+00       5.798139248361e-08       5.321979380101e+00 
 1117       8.164743598962e+00       5.806933823170e-08       5.324476172588e+00 
 1118       8.167991811757e+00       5.807983485671e-08       5.326971333180e+00 
 1119       8.171237734206e+00       5.801367408981e-08       5.329464864236e+00 
 1120       8.174481369393e+00       5.787165555272e-08       5.331956767940e+00 
 1121       8.177722720086e+00       5.765458677697e-08       5.334447046302e+00 
 1122       8.180961788735e+00       5.736328322315e-08       5.336935701153e+00 
 1123       8.184198577474e+00       5.699856830022e-08       5.339422734153e+00 
 1124       8.187433088117e+00       5.656127338474e-08       5.341908146781e+00 
 1125       8.190665322156e+00       5.605223784018e-08       5.344391940339e+00 
 1126       8.193895280763e+00       5.547230903617e-08       5.346874115952e+00 
 1127       8.197122964785e+00       5.482234236776e-08       5.349354674565e+00 
 1128       8.200348374746e+00       5.410320127474e-08       5.351833616942e+00 
 1129       8.203571510844e+00       5.331575726085e-08       5.354310943669e+00 
 1130       8.206792374132e+00       5.246254237201e-08       5.356786655808e+00 
 1131       8.210010970074e+00       5.155272998995e-08       5.359260756890e+00 
 1132       8.213227305034e+00       5.059721849043e-08       5.361733250949e+00 
 1133       8.216441385095e+00       4.960698480049e-08       5.364204141862e+00 
 1134       8.219653216059e+00       4.859308457278e-08       5.366673433352e+00 
 1135       8.222862803443e+00       4.756665236008e-08       5.369141128984e+00 
 1136       8.226070152484e+00       4.653890178966e-08       5.371607232167e+00 
 1137       8.229275268132e+00       4.552112573774e-08       5.374071746151e+00 
 1138       8.232478155051e+00       4.452469650394e-08       5.376534674029e+00 
 1139       8.235678817620e+00       4.356106598565e-08       5.378996018733e+00 
 1140       8.238877259927e+00       4.264176585250e-08       5.381455783036e+00 
 1141       8.242073485773e+00       4.177840772080e-08       5.383913969551e+00 
 1142       8.245267498667e+00       4.098268332794e-08       5.386370580728e+00 
 1143       8.248459301827e+00       4.026636470680e-08       5.388825618859e+00 
 1144       8.251648898179e+00       3.964130436026e-08       5.391279086069e+00 
 1145       8.254836290354e+00       3.911943543552e-08       5.393730984323e+00 
 1146       8.258021480687e+00       3.871277189862e-08       5.396181315422e+00 
 1147       8.261204471221e+00       3.843340870882e-08       5.398630081000e+00 
 1148       8.264385263697e+00       3.829352199304e-08       5.401077282531e+00 
 1149       8.267563859560e+00       3.830536922029e-08       5.403522921317e+00 
 1150       8.270740259956e+00       3.848128937611e-08       5.405966998500e+00 
 1151       8.273914465729e+00       3.883370313698e-08       5.408409515050e+00 
 1152       8.277086477421e+00       3.937511304473e-08       5.410850471772e+00 
 1153       8.280256295272e+00       4.011810368104e-08       5.413289869303e+00 
 1154       8.283423920315e+00       4.107048413198e-08       5.415727708704e+00 
 1155       8.286589357680e+00       4.222064768185e-08       5.418163993257e+00 
 1156       8.289752613327e+00       4.355202705544e-08       5.420598726690e+00 
 1157       8.292913692957e+00       4.504793504900e-08       5.423031912587e+00 
 1158       8.296072602008e+00       4.669156426729e-08       5.425463554382e+00 
 1159       8.299229345652e+00       4.846598686072e-08       5.427893655364e+00 
 1160       8.302383928798e+00       5.035415426235e-08       5.430322218676e+00 
 1161       8.305536356090e+00       5.233889692506e-08       5.432749247308e+00 
 1162       8.308686631902e+00       5.440292405856e-08       5.435174744105e+00 
 1163       8.311834760344e+00       5.652882336652e-08       5.437598711760e+00 
 1164       8.314980745255e+00       5.869906078363e-08       5.440021152818e+00 
 1165       8.318124590202e+00       6.089598021269e-08       5.442442069670e+00 
 1166       8.321266298486e+00       6.310180326170e-08       5.444861464559e+00 
 1167       8.324405873131e+00       6.529862898093e-08       5.447279339574e+00 
 1168       8.327543316890e+00       6.746843360001e-08       5.449695696652e+00 
 1169       8.330678632244e+00       6.959307026499e-08       5.452110537577e+00 
 1170       8.333811821394e+00       7.165426877547e-08       5.454523863979e+00 
 1171       8.336942886269e+00       7.363363532165e-08       5.456935677332e+00 
 1172       8.340071828518e+00       7.551265222141e-08       5.459345978959e+00 
 1173       8.343198649515e+00       7.727267765741e-08       5.461754770024e+00 
 1174       8.346323350351e+00       7.889494541416e-08       5.464162051535e+00 
 1175       8.349445931840e+00       8.036056461511e-08       5.466567824346e+00 
 1176       8.352566394511e+00       8.165051945971e-08       5.468972089150e+00 
 1177       8.355684738614e+00       8.274566896056e-08       5.471374846486e+00 
 1178       8.358800965142e+00       8.363182607198e-08       5.473776097287e+00 
 1179       8.361915078933e+00       8.431506459204e-08       5.476175844564e+00 
 1180       8.365027085604e+00       8.480660165483e-08       5.478574091745e+00 
 1181       8.368136990529e+00       8.511773574039e-08       5.480970842118e+00 
 1182       8.371244798838e+00       8.525984685070e-08       5.483366098837e+00 
 1183       8.374350515411e+00       8.524439668559e-08       5.485759864915e+00 
 1184       8.377454144884e+00       8.508292881872e-08       5.488152143224e+00 
 1185       8.380555691642e+00       8.478706887351e-08       5.490542936501e+00 
 1186       8.383655159824e+00       8.436852469911e-08       5.492932247338e+00 
 1187       8.386752553315e+00       8.383908654630e-08       5.495320078189e+00 
