# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:dens[1]-dens[1]        3:dens[1]-dens[2]        4:dens[2]-dens[2]    
 1437       9.102736280014e+00      -7.034614312822e-08       6.050385385724e+00 
 1438       9.105390920272e+00      -7.112110667688e-08       6.052454641896e+00 
 1439       9.108044060403e+00      -7.204299786943e-08       6.054522811414e+00 
 1440       9.110695700937e+00      -7.311931391600e-08       6.056589894826e+00 
 1441       9.113345842262e+00      -7.435759114829e-08       6.058655892604e+00 
 1442       9.115994485143e+00      -7.576180563968e-08       6.060720805419e+00 
 1443       9.118641632295e+00      -7.732153499430e-08       6.062784635013e+00 
 1444       9.121287286822e+00      -7.902268676682e-08       6.064847383335e+00 
 1445       9.123931451707e+00      -8.085108779341e-08       6.066909052265e+00 
 1446       9.126574129808e+00      -8.279248405055e-08       6.068969643611e+00 
 1447       9.129215323853e+00      -8.483254051386e-08       6.071029159105e+00 
 1448       9.131855036450e+00      -8.695684101695e-08       6.073087600408e+00 
 1449       9.134493270075e+00      -8.915088811027e-08       6.075144969107e+00 
 1450       9.137130027080e+00      -9.140010291991e-08       6.077201266716e+00 
 1451       9.139765309689e+00      -9.368982500646e-08       6.079256494676e+00 
 1452       9.142399120000e+00      -9.600531222386e-08       6.081310654351e+00 
 1453       9.145031459981e+00      -9.833174057818e-08       6.083363747033e+00 
 1454       9.147662331471e+00      -1.006542040865e-07       6.085415773940e+00 
 1455       9.150291736182e+00      -1.029577146358e-07       6.087466736214e+00 
 1456       9.152919675698e+00      -1.052272018417e-07       6.089516634921e+00 
 1457       9.155546151469e+00      -1.074475129072e-07       6.091565471055e+00 
 1458       9.158171164818e+00      -1.096034124818e-07       6.093613245532e+00 
 1459       9.160794716939e+00      -1.116795825202e-07       6.095659959193e+00 
 1460       9.163416808893e+00      -1.136606221410e-07       6.097705612803e+00 
 1461       9.166037441609e+00      -1.155310474858e-07       6.099750207051e+00 
 1462       9.168656615887e+00      -1.172752915777e-07       6.101793742550e+00 
 1463       9.171274332393e+00      -1.188777041804e-07       6.103836219836e+00 
 1464       9.173890591663e+00      -1.203225516570e-07       6.105877639369e+00 
 1465       9.176505394098e+00      -1.215940168289e-07       6.107918001531e+00 
 1466       9.179118740448e+00      -1.226804861642e-07       6.109957306913e+00 
 1467       9.181730633257e+00      -1.235874584193e-07       6.111995557183e+00 
 1468       9.184341075431e+00      -1.243247645011e-07       6.114032754227e+00 
 1469       9.186950069757e+00      -1.249022919214e-07       6.116068899860e+00 
 1470       9.189557618904e+00      -1.253299848950e-07       6.118103995830e+00 
 1471       9.192163725420e+00      -1.256178444378e-07       6.120138043817e+00 
 1472       9.194768391736e+00      -1.257759284644e-07       6.122171045430e+00 
 1473       9.197371620161e+00      -1.258143518870e-07       6.124203002208e+00 
 1474       9.199973412885e+00      -1.257432867125e-07       6.126233915624e+00 
 1475       9.202573771976e+00      -1.255729621414e-07       6.128263787077e+00 
 1476       9.205172699381e+00      -1.253136646653e-07       6.130292617899e+00 
 1477       9.207770196929e+00      -1.249757381652e-07       6.132320409349e+00 
 1478       9.210366266322e+00      -1.245695840095e-07       6.134347162618e+00 
 1479       9.212960909143e+00      -1.241056611521e-07       6.136372878824e+00 
 1480       9.215554126852e+00      -1.235944862303e-07       6.138397559017e+00 
 1481       9.218145920787e+00      -1.230466336632e-07       6.140421204174e+00 
 1482       9.220736292161e+00      -1.224727357494e-07       6.142443815199e+00 
 1483       9.223325242064e+00      -1.218834827654e-07       6.144465392928e+00 
 1484       9.225912771464e+00      -1.212896230631e-07       6.146485938124e+00 
 1485       9.228498881201e+00      -1.207019631685e-07       6.148505451475e+00 
 1486       9.231083571994e+00      -1.201313678796e-07       6.150523933601e+00 
 1487       9.233666844434e+00      -1.195887603640e-07       6.152541385048e+00 
 1488       9.236248698990e+00      -1.190851222575e-07       6.154557806288e+00 
 1489       9.238829136001e+00      -1.186314937620e-07       6.156573197723e+00 
 1490       9.241408156156e+00      -1.182360311148e-07       6.158587559944e+00 
 1491       9.243985761907e+00      -1.178951472013e-07       6.160600894534e+00 
 1492       9.246561956066e+00      -1.176022841708e-07       6.162613203277e+00 
 1493       9.249136741334e+00      -1.173508481121e-07       6.164624487889e+00 
 1494       9.251710120298e+00      -1.171342089927e-07       6.166634750023e+00 
 1495       9.254282095434e+00      -1.169457005983e-07       6.168643991264e+00 
 1496       9.256852669104e+00      -1.167786204714e-07       6.170652213135e+00 
 1497       9.259421843556e+00      -1.166262298506e-07       6.172659417088e+00 
 1498       9.261989620927e+00      -1.164817536098e-07       6.174665604514e+00 
 1499       9.264556003237e+00      -1.163383801974e-07       6.176670776734e+00 
 1500       9.267120992393e+00      -1.161892615750e-07       6.178674935004e+00 
 1501       9.269684590187e+00      -1.160275131571e-07       6.180678080513e+00 
 1502       9.272246798298e+00      -1.158462137494e-07       6.182680214382e+00 
 1503       9.274807618286e+00      -1.156384054890e-07       6.184681337667e+00 
 1504       9.277367051598e+00      -1.153970937825e-07       6.186681451354e+00 
 1505       9.279925099564e+00      -1.151152472456e-07       6.188680556364e+00 
 1506       9.282481763398e+00      -1.147857976423e-07       6.190678653548e+00 
 1507       9.285037044197e+00      -1.144016398237e-07       6.192675743691e+00 
 1508       9.287590942941e+00      -1.139556316673e-07       6.194671827508e+00 
 1509       9.290143460493e+00      -1.134405940161e-07       6.196666905647e+00 
 1510       9.292694597598e+00      -1.128493106177e-07       6.198660978686e+00 
 1511       9.295244354883e+00      -1.121745280633e-07       6.200654047136e+00 
 1512       9.297792732856e+00      -1.114089557270e-07       6.202646111438e+00 
 1513       9.300339731907e+00      -1.105452657049e-07       6.204637171963e+00 
 1514       9.302885352785e+00      -1.095777238958e-07       6.206627229279e+00 
 1515       9.305429598030e+00      -1.085071006039e-07       6.208616284946e+00 
 1516       9.307972470555e+00      -1.073358072572e-07       6.210604340727e+00 
 1517       9.310513973168e+00      -1.060662695956e-07       6.212591398321e+00 
 1518       9.313054108571e+00      -1.047009276950e-07       6.214577459369e+00 
 1519       9.315592879361e+00      -1.032422359919e-07       6.216562525448e+00 
 1520       9.318130288030e+00      -1.016926633080e-07       6.218546598072e+00 
 1521       9.320666336961e+00      -1.000546928744e-07       6.220529678695e+00 
 1522       9.323201028434e+00      -9.833082235622e-08       6.222511768707e+00 
 1523       9.325734364620e+00      -9.652356387700e-08       6.224492869434e+00 
 1524       9.328266347584e+00      -9.463544404312e-08       6.226472982143e+00 
 1525       9.330796979282e+00      -9.266900396825e-08       6.228452108034e+00 
 1526       9.333326261564e+00      -9.062679929784e-08       6.230430248246e+00 
 1527       9.335854196171e+00      -8.851140023355e-08       6.232407403853e+00 
 1528       9.338380784737e+00      -8.632539155770e-08       6.234383575867e+00 
 1529       9.340906028785e+00      -8.407137265768e-08       6.236358765235e+00 
 1530       9.343429929730e+00      -8.175195755047e-08       6.238332972841e+00 
 1531       9.345952488879e+00      -7.936977490704e-08       6.240306199503e+00 
 1532       9.348473707428e+00      -7.692746807680e-08       6.242278445977e+00 
 1533       9.350993586464e+00      -7.442769511206e-08       6.244249712953e+00 
 1534       9.353512126962e+00      -7.187312879249e-08       6.246220001055e+00 
 1535       9.356029329788e+00      -6.926645664955e-08       6.248189310845e+00 
 1536       9.358545195697e+00      -6.661038099094e-08       6.250157642818e+00 
 1537       9.361059725332e+00      -6.390761892504e-08       6.252124997403e+00 
 1538       9.363572919563e+00      -6.116084691866e-08       6.254091375204e+00 
 1539       9.366084780494e+00      -5.837253384415e-08       6.256056777713e+00 
 1540       9.368595310467e+00      -5.554510639308e-08       6.258021206602e+00 
 1541       9.371104511719e+00      -5.268100442047e-08       6.259984663483e+00 
 1542       9.373612386386e+00      -4.978268096647e-08       6.261947149910e+00 
 1543       9.376118936501e+00      -4.685260227796e-08       6.263908667380e+00 
 1544       9.378624163996e+00      -4.389324783019e-08       6.265869217328e+00 
 1545       9.381128070697e+00      -4.090711034844e-08       6.267828801130e+00 
 1546       9.383630658328e+00      -3.789669582962e-08       6.269787420104e+00 
 1547       9.386131928511e+00      -3.486452356397e-08       6.271745075508e+00 
 1548       9.388631882761e+00      -3.181312615660e-08       6.273701768539e+00 
 1549       9.391130522491e+00      -2.874504954923e-08       6.275657500334e+00 
 1550       9.393627849008e+00      -2.566285304175e-08       6.277612271972e+00 
 1551       9.396123863516e+00      -2.256910931390e-08       6.279566084469e+00 
 1552       9.398618567111e+00      -1.946640444688e-08       6.281518938782e+00 
 1553       9.401111960786e+00      -1.635733794499e-08       6.283470835806e+00 
 1554       9.403604045428e+00      -1.324452275731e-08       6.285421776377e+00 
 1555       9.406094821816e+00      -1.013058529927e-08       6.287371761268e+00 
 1556       9.408584290625e+00      -7.018165474328e-09       6.289320791192e+00 
 1557       9.411072452421e+00      -3.909916695590e-09       6.291268866799e+00 
 1558       9.413559307667e+00      -8.085059074630e-10       6.293215988680e+00 
 1559       9.416044856713e+00       2.283386392724e-09       6.295162157362e+00 
 1560       9.418529099808e+00       5.363066133076e-09       6.297107373311e+00 
 1561       9.421012037087e+00       8.427825645497e-09       6.299051636930e+00 
 1562       9.423493669007e+00       1.147497958758e-08       6.300994948788e+00 
 1563       9.425973997617e+00       1.450197311977e-08       6.302937310304e+00 
 1564       9.428453025299e+00       1.750627469819e-08       6.304878723069e+00 
 1565       9.430930754334e+00       2.048534020325e-08       6.306819188616e+00 
 1566       9.433407186912e+00       2.343661291974e-08       6.308758708423e+00 
 1567       9.435882325121e+00       2.635752351700e-08       6.310697283914e+00 
 1568       9.438356170958e+00       2.924549002899e-08       6.312634916453e+00 
 1569       9.440828726319e+00       3.209791783448e-08       6.314571607351e+00 
 1570       9.443299993003e+00       3.491219963715e-08       6.316507357859e+00 
 1571       9.445769972714e+00       3.768571544572e-08       6.318442169174e+00 
 1572       9.448238667055e+00       4.041583255410e-08       6.320376042435e+00 
 1573       9.450706077533e+00       4.309990552147e-08       6.322308978723e+00 
 1574       9.453172205557e+00       4.573527615249e-08       6.324240979063e+00 
 1575       9.455637052434e+00       4.831927347736e-08       6.326172044421e+00 
 1576       9.458100619377e+00       5.084921373197e-08       6.328102175708e+00 
 1577       9.460562907495e+00       5.332240033806e-08       6.330031373775e+00 
 1578       9.463023917801e+00       5.573612388331e-08       6.331959639414e+00 
 1579       9.465483651207e+00       5.808766210148e-08       6.333886973363e+00 
 1580       9.467942108524e+00       6.037427985256e-08       6.335813376297e+00 
 1581       9.470399290465e+00       6.259322910288e-08       6.337738848836e+00 
 1582       9.472855197639e+00       6.474174890524e-08       6.339663391539e+00 
 1583       9.475309830557e+00       6.681706537906e-08       6.341587004909e+00 
 1584       9.477763189629e+00       6.881639169049e-08       6.343509689387e+00 
 1585       9.480215275161e+00       7.073692803254e-08       6.345431445356e+00 
 1586       9.482666087731e+00       7.257656242905e-08       6.347352273357e+00 
 1587       9.485115629296e+00       7.433598025639e-08       6.349272174741e+00 
 1588       9.487563902095e+00       7.601657413985e-08       6.351191151020e+00 
 1589       9.490010908273e+00       7.761974490916e-08       6.353109203655e+00 
 1590       9.492456649886e+00       7.914690161209e-08       6.355026334051e+00 
 1591       9.494901128896e+00       8.059946152794e-08       6.356942543564e+00 
 1592       9.497344347174e+00       8.197885018112e-08       6.358857833491e+00 
 1593       9.499786306498e+00       8.328650135469e-08       6.360772205078e+00 
 1594       9.502227008555e+00       8.452385710387e-08       6.362685659518e+00 
 1595       9.504666454936e+00       8.569236776962e-08       6.364598197948e+00 
 1596       9.507104647143e+00       8.679349199216e-08       6.366509821451e+00 
 1597       9.509541586582e+00       8.782869672454e-08       6.368420531056e+00 
 1598       9.511977274566e+00       8.879945724613e-08       6.370330327738e+00 
 1599       9.514411712314e+00       8.970725717623e-08       6.372239212416e+00 
 1600       9.516844900952e+00       9.055358848755e-08       6.374147185954e+00 
 1601       9.519276841510e+00       9.133995151981e-08       6.376054249162e+00 
 1602       9.521707534923e+00       9.206785499323e-08       6.377960402796e+00 
 1603       9.524136982034e+00       9.273881602210e-08       6.379865647553e+00 
 1604       9.526565183589e+00       9.335436012834e-08       6.381769984078e+00 
 1605       9.528992140237e+00       9.391602125499e-08       6.383673412958e+00 
 1606       9.531417852535e+00       9.442534177982e-08       6.385575934725e+00 
 1607       9.533842320941e+00       9.488387252880e-08       6.387477549856e+00 
 1608       9.536265545818e+00       9.529317278971e-08       6.389378258770e+00 
 1609       9.538687527433e+00       9.565481032564e-08       6.391278061832e+00 
 1610       9.541108266320e+00       9.597035020321e-08       6.393176959552e+00 
 1611       9.543527764374e+00       9.624132113899e-08       6.395074953205e+00 
 1612       9.545946023770e+00       9.646924887423e-08       6.396972044217e+00 
 1613       9.548363046594e+00       9.665566734549e-08       6.398868233965e+00 
 1614       9.550778834846e+00       9.680211869765e-08       6.400763523772e+00 
 1615       9.553193390439e+00       9.691015329692e-08       6.402657914914e+00 
 1616       9.555606715198e+00       9.698132974388e-08       6.404551408613e+00 
 1617       9.558018810861e+00       9.701721488652e-08       6.406444006040e+00 
 1618       9.560429679079e+00       9.701938383323e-08       6.408335708315e+00 
 1619       9.562839321413e+00       9.698941996585e-08       6.410226516507e+00 
 1620       9.565247739338e+00       9.692891495270e-08       6.412116431631e+00 
 1621       9.567654934238e+00       9.683946876158e-08       6.414005454653e+00 
 1622       9.570060907412e+00       9.672268967281e-08       6.415893586484e+00 
 1623       9.572465660065e+00       9.658019429227e-08       6.417780827984e+00 
 1624       9.574869193318e+00       9.641360756440e-08       6.419667179962e+00 
 1625       9.577271508198e+00       9.622456278523e-08       6.421552643173e+00 
 1626       9.579672605645e+00       9.601470161542e-08       6.423437218319e+00 
 1627       9.582072486508e+00       9.578567409327e-08       6.425320906050e+00 
 1628       9.584471151547e+00       9.553913864775e-08       6.427203706962e+00 
 1629       9.586868601430e+00       9.527676211153e-08       6.429085621599e+00 
 1630       9.589264836736e+00       9.500021973400e-08       6.430966650452e+00 
 1631       9.591659857951e+00       9.471119519429e-08       6.432846793958e+00 
 1632       9.594053665471e+00       9.441138061431e-08       6.434726052500e+00 
 1633       9.596446259601e+00       9.410247657176e-08       6.436604426407e+00 
 1634       9.598837640900e+00       9.378635810299e-08       6.438481916161e+00 
 1635       9.601227811222e+00       9.346557431087e-08       6.440358523005e+00 
 1636       9.603616772683e+00       9.314285325606e-08       6.442234248337e+00 
 1637       9.606004527318e+00       9.282093639362e-08       6.444109093510e+00 
 1638       9.608391077079e+00       9.250257859353e-08       6.445983059827e+00 
 1639       9.610776423837e+00       9.219054816112e-08       6.447856148540e+00 
 1640       9.613160569377e+00       9.188762685759e-08       6.449728360856e+00 
 1641       9.615543515404e+00       9.159660992047e-08       6.451599697932e+00 
 1642       9.617925263538e+00       9.132030608412e-08       6.453470160875e+00 
 1643       9.620305815315e+00       9.106153760018e-08       6.455339750744e+00 
 1644       9.622685172190e+00       9.082314025809e-08       6.457208468548e+00 
 1645       9.625063335531e+00       9.060796340554e-08       6.459076315249e+00 
 1646       9.627440306623e+00       9.041886996897e-08       6.460943291756e+00 
 1647       9.629816086667e+00       9.025873647403e-08       6.462809398930e+00 
 1648       9.632190676778e+00       9.013045306608e-08       6.464674637584e+00 
 1649       9.634564077989e+00       9.003692353066e-08       6.466539008478e+00 
 1650       9.636936291244e+00       8.998106531400e-08       6.468402512325e+00 
 1651       9.639307317405e+00       8.996580954344e-08       6.470265149784e+00 
 1652       9.641677157246e+00       8.999410104797e-08       6.472126921468e+00 
 1653       9.644045811458e+00       9.006889837868e-08       6.473987827937e+00 
 1654       9.646413280642e+00       9.019317382926e-08       6.475847869702e+00 
 1655       9.648779565317e+00       9.036991345646e-08       6.477707047220e+00 
 1656       9.651144665914e+00       9.060211710059e-08       6.479565360902e+00 
 1657       9.653508582775e+00       9.089279840598e-08       6.481422811105e+00 
 1658       9.655871316488e+00       9.124439880109e-08       6.483279398327e+00 
 1659       9.658232868870e+00       9.165702374237e-08       6.485135123784e+00 
 1660       9.660593241990e+00       9.213019094752e-08       6.486989988839e+00 
 1661       9.662952437838e+00       9.266341501820e-08       6.488843994807e+00 
 1662       9.665310458326e+00       9.325620743496e-08       6.490697142960e+00 
 1663       9.667667305288e+00       9.390807655218e-08       6.492549434521e+00 
 1664       9.670022980479e+00       9.461852759292e-08       6.494400870667e+00 
 1665       9.672377485575e+00       9.538706264389e-08       6.496251452529e+00 
 1666       9.674730822174e+00       9.621318065035e-08       6.498101181193e+00 
 1667       9.677082991792e+00       9.709637741099e-08       6.499950057696e+00 
 1668       9.679433995868e+00       9.803614557292e-08       6.501798083029e+00 
 1669       9.681783835762e+00       9.903197462649e-08       6.503645258137e+00 
 1670       9.684132512750e+00       1.000833509003e-07       6.505491583916e+00 
 1671       9.686480028033e+00       1.011897575560e-07       6.507337061215e+00 
 1672       9.688826382728e+00       1.023506745833e-07       6.509181690839e+00 
 1673       9.691171577874e+00       1.035655787949e-07       6.511025473541e+00 
 1674       9.693515614425e+00       1.048339438213e-07       6.512868410030e+00 
 1675       9.695858493260e+00       1.061552401058e-07       6.514710500964e+00 
 1676       9.698200215172e+00       1.075289348994e-07       6.516551746956e+00 
 1677       9.700540780875e+00       1.089544922556e-07       6.518392148569e+00 
 1678       9.702880191000e+00       1.104313730256e-07       6.520231706321e+00 
 1679       9.705218446098e+00       1.119590348528e-07       6.522070420677e+00 
 1680       9.707555546637e+00       1.135369321681e-07       6.523908292058e+00 
 1681       9.709891493001e+00       1.151645161846e-07       6.525745320834e+00 
 1682       9.712226285802e+00       1.168406660706e-07       6.527581507505e+00 
 1683       9.714559926795e+00       1.185619770674e-07       6.529416853231e+00 
 1684       9.716892417970e+00       1.203244574703e-07       6.531251359306e+00 
 1685       9.719223761242e+00       1.221240960703e-07       6.533085026980e+00 
 1686       9.721553958451e+00       1.239568621242e-07       6.534917857458e+00 
 1687       9.723883011362e+00       1.258187053264e-07       6.536749851902e+00 
 1688       9.726210921665e+00       1.277055557785e-07       6.538581011430e+00 
 1689       9.728537690977e+00       1.296133239612e-07       6.540411337113e+00 
 1690       9.730863320837e+00       1.315379007044e-07       6.542240829980e+00 
 1691       9.733187812710e+00       1.334751571583e-07       6.544069491016e+00 
 1692       9.735511167984e+00       1.354209447640e-07       6.545897321159e+00 
 1693       9.737833387974e+00       1.373710952247e-07       6.547724321303e+00 
 1694       9.740154473915e+00       1.393214204760e-07       6.549550492297e+00 
 1695       9.742474426969e+00       1.412677126570e-07       6.551375834946e+00 
 1696       9.744793248220e+00       1.432057440810e-07       6.553200350008e+00 
 1697       9.747110938675e+00       1.451312672064e-07       6.555024038196e+00 
 1698       9.749427499265e+00       1.470400146075e-07       6.556846900178e+00 
 1699       9.751742930843e+00       1.489276989451e-07       6.558668936577e+00 
 1700       9.754057234187e+00       1.507900129374e-07       6.560490147969e+00 
 1701       9.756370409994e+00       1.526226293310e-07       6.562310534886e+00 
 1702       9.758682458886e+00       1.544212008715e-07       6.564130097811e+00 
 1703       9.760993381407e+00       1.561813602743e-07       6.565948837185e+00 
 1704       9.763303178021e+00       1.578987201955e-07       6.567766753399e+00 
 1705       9.765611849115e+00       1.595688732025e-07       6.569583846799e+00 
 1706       9.767919395286e+00       1.611877657775e-07       6.571400117856e+00 
 1707       9.770225818205e+00       1.627528238928e-07       6.573215567672e+00 
 1708       9.772531119758e+00       1.642618370306e-07       6.575030197479e+00 
 1709       9.774835301762e+00       1.657125850133e-07       6.576844008466e+00 
 1710       9.777138365962e+00       1.671028379893e-07       6.578657001779e+00 
 1711       9.779440314030e+00       1.684303564195e-07       6.580469178522e+00 
 1712       9.781741147570e+00       1.696928910634e-07       6.582280539759e+00 
 1713       9.784040868112e+00       1.708881829654e-07       6.584091086508e+00 
 1714       9.786339477114e+00       1.720139634411e-07       6.585900819747e+00 
 1715       9.788636975963e+00       1.730679540631e-07       6.587709740410e+00 
 1716       9.790933365972e+00       1.740478666477e-07       6.589517849389e+00 
 1717       9.793228648385e+00       1.749514032408e-07       6.591325147533e+00 
 1718       9.795522824371e+00       1.757762561044e-07       6.593131635648e+00 
 1719       9.797815895024e+00       1.765201077023e-07       6.594937314496e+00 
 1720       9.800107861371e+00       1.771806306871e-07       6.596742184797e+00 
 1721       9.802398724359e+00       1.777554878856e-07       6.598546247226e+00 
 1722       9.804688484867e+00       1.782423322855e-07       6.600349502418e+00 
 1723       9.806977143698e+00       1.786388070216e-07       6.602151950960e+00 
 1724       9.809264701582e+00       1.789425453617e-07       6.603953593397e+00 
 1725       9.811551159174e+00       1.791511706932e-07       6.605754430233e+00 
 1726       9.813836517056e+00       1.792622965091e-07       6.607554461923e+00 
 1727       9.816120775735e+00       1.792735263941e-07       6.609353688883e+00 
 1728       9.818403935645e+00       1.791824540113e-07       6.611152111480e+00 
 1729       9.820685997144e+00       1.789866630876e-07       6.612949730042e+00 
 1730       9.822966960795e+00       1.786840754296e-07       6.614746545011e+00 
 1731       9.825246828208e+00       1.782739982139e-07       6.616542557444e+00 
 1732       9.827525601205e+00       1.777560855269e-07       6.618337768520e+00 
 1733       9.829803281541e+00       1.771299911398e-07       6.620132179376e+00 
 1734       9.832079870903e+00       1.763953685088e-07       6.621925791112e+00 
 1735       9.834355370909e+00       1.755518707757e-07       6.623718604785e+00 
 1736       9.836629783109e+00       1.745991507674e-07       6.625510621413e+00 
 1737       9.838903108987e+00       1.735368609966e-07       6.627301841972e+00 
 1738       9.841175349955e+00       1.723646536615e-07       6.629092267399e+00 
 1739       9.843446507359e+00       1.710821806466e-07       6.630881898590e+00 
 1740       9.845716582475e+00       1.696890935220e-07       6.632670736398e+00 
 1741       9.847985576511e+00       1.681850435444e-07       6.634458781638e+00 
 1742       9.850253490604e+00       1.665696816567e-07       6.636246035081e+00 
 1743       9.852520325823e+00       1.648426584884e-07       6.638032497460e+00 
 1744       9.854786083167e+00       1.630036243557e-07       6.639818169464e+00 
 1745       9.857050763566e+00       1.610522292616e-07       6.641603051741e+00 
 1746       9.859314367879e+00       1.589881228962e-07       6.643387144899e+00 
 1747       9.861576896896e+00       1.568109546369e-07       6.645170449502e+00 
 1748       9.863838351336e+00       1.545203735482e-07       6.646952966075e+00 
 1749       9.866098731849e+00       1.521160283823e-07       6.648734695099e+00 
 1750       9.868358039011e+00       1.495975675790e-07       6.650515637014e+00 
 1751       9.870616273331e+00       1.469646392658e-07       6.652295792218e+00 
 1752       9.872873435245e+00       1.442168912585e-07       6.654075161066e+00 
 1753       9.875129525120e+00       1.413539710607e-07       6.655853743872e+00 
 1754       9.877384543521e+00       1.383762194837e-07       6.657631541063e+00 
 1755       9.879638492038e+00       1.352867578309e-07       6.659408553658e+00 
 1756       9.881891372470e+00       1.320894181257e-07       6.661184782792e+00 
 1757       9.884143186548e+00       1.287880510995e-07       6.662960229564e+00 
 1758       9.886393935941e+00       1.253865262193e-07       6.664734895031e+00 
 1759       9.888643622254e+00       1.218887317146e-07       6.666508780215e+00 
 1760       9.890892247026e+00       1.182985746048e-07       6.668281886099e+00 
 1761       9.893139811730e+00       1.146199807263e-07       6.670054213624e+00 
 1762       9.895386317777e+00       1.108568947598e-07       6.671825763696e+00 
 1763       9.897631766509e+00       1.070132802575e-07       6.673596537180e+00 
 1764       9.899876159205e+00       1.030931196700e-07       6.675366534901e+00 
 1765       9.902119497077e+00       9.910041437394e-08       6.677135757648e+00 
 1766       9.904361781272e+00       9.503918469891e-08       6.678904206168e+00 
 1767       9.906603012872e+00       9.091346995474e-08       6.680671881170e+00 
 1768       9.908843192891e+00       8.672732845871e-08       6.682438783321e+00 
 1769       9.911082322277e+00       8.248483756269e-08       6.684204913253e+00 
 1770       9.913320401913e+00       7.819009368043e-08       6.685970271555e+00 
 1771       9.915557432614e+00       7.384721231467e-08       6.687734858776e+00 
 1772       9.917793415128e+00       6.946032808440e-08       6.689498675427e+00 
 1773       9.920028350137e+00       6.503359475203e-08       6.691261721978e+00 
 1774       9.922262238256e+00       6.057118525060e-08       6.693023998859e+00 
 1775       9.924495080032e+00       5.607729171096e-08       6.694785506460e+00 
 1776       9.926726875944e+00       5.155612548901e-08       6.696546245130e+00 
 1777       9.928957626406e+00       4.701191719287e-08       6.698306215179e+00 
 1778       9.931187332016e+00       4.244911261333e-08       6.700065417028e+00 
 1779       9.933415994326e+00       3.787296222372e-08       6.701823851667e+00 
 1780       9.935643615081e+00       3.328893658579e-08       6.703581520203e+00 
 1781       9.937870195964e+00       2.870253092145e-08       6.705338423705e+00 
 1782       9.940095738597e+00       2.411926514739e-08       6.707094563205e+00 
 1783       9.942320244540e+00       1.954468390972e-08       6.708849939699e+00 
 1784       9.944543715291e+00       1.498435661861e-08       6.710604554146e+00 
 1785       9.946766152287e+00       1.044387748288e-08       6.712358407468e+00 
 1786       9.948987556901e+00       5.928865544692e-09       6.714111500549e+00 
 1787       9.951207930446e+00       1.444964714140e-09       6.715863834237e+00 
 1788       9.953427274172e+00      -3.002156196108e-09       6.717615409342e+00 
 1789       9.955645589264e+00      -7.406803436176e-09       6.719366226637e+00 
 1790       9.957862876847e+00      -1.176325828435e-08       6.721116286857e+00 
 1791       9.960079137982e+00      -1.606577701245e-08       6.722865590699e+00 
 1792       9.962294373668e+00      -2.030859085119e-08       6.724614138824e+00 
 1793       9.964508584838e+00      -2.448590595555e-08       6.726361931854e+00 
 1794       9.966721772366e+00      -2.859190337015e-08       6.728108970373e+00 
 1795       9.968933937057e+00      -3.262073899463e-08       6.729855254927e+00 
 1796       9.971145079658e+00      -3.656654354896e-08       6.731600786025e+00 
 1797       9.973355200848e+00      -4.042342253890e-08       6.733345564137e+00 
 1798       9.975564301244e+00      -4.418545622129e-08       6.735089589695e+00 
 1799       9.977772381398e+00      -4.784669956945e-08       6.736832863092e+00 
 1800       9.979979441798e+00      -5.140118223857e-08       6.738575384684e+00 
 1801       9.982185482868e+00      -5.484290853103e-08       6.740317154786e+00 
 1802       9.984390505199e+00      -5.816702558605e-08       6.742058173821e+00 
 1803       9.986594510253e+00      -6.137333839055e-08       6.743798442752e+00 
 1804       9.988797499663e+00      -6.446282324332e-08       6.745537962647e+00 
 1805       9.990999475005e+00      -6.743646213030e-08       6.747276734544e+00 
 1806       9.993200437796e+00      -7.029524273315e-08       6.749014759441e+00 
 1807       9.995400389494e+00      -7.304015843771e-08       6.750752038305e+00 
 1808       9.997599331495e+00      -7.567220834254e-08       6.752488572064e+00 
 1809       9.999797265139e+00      -7.819239726743e-08       6.754224361614e+00 
 1810       1.000199419170e+01      -8.060173576191e-08       6.755959407813e+00 
 1811       1.000419011241e+01      -8.290124011378e-08       6.757693711484e+00 
 1812       1.000638502842e+01      -8.509193235764e-08       6.759427273415e+00 
 1813       1.000857894083e+01      -8.717484028336e-08       6.761160094359e+00 
 1814       1.001077185067e+01      -8.915099744462e-08       6.762892175030e+00 
 1815       1.001296375894e+01      -9.102144316745e-08       6.764623516108e+00 
 1816       1.001515466654e+01      -9.278722255871e-08       6.766354118239e+00 
 1817       1.001734457433e+01      -9.444938651463e-08       6.768083982029e+00 
 1818       1.001953348312e+01      -9.600899172930e-08       6.769813108051e+00 
 1819       1.002172139364e+01      -9.746710070321e-08       6.771541496839e+00 
 1820       1.002390830656e+01      -9.882478175178e-08       6.773269148892e+00 
 1821       1.002609422249e+01      -1.000831090138e-07       6.774996064674e+00 
 1822       1.002827914200e+01      -1.012431624601e-07       6.776722244610e+00 
 1823       1.003046306557e+01      -1.023060279019e-07       6.778447689090e+00 
 1824       1.003264599363e+01      -1.032727969993e-07       6.780172398465e+00 
 1825       1.003482792654e+01      -1.041445672702e-07       6.781896373052e+00 
 1826       1.003700886485e+01      -1.049229249085e-07       6.783619613264e+00 
