# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:dens[1]-dens[1]        3:dens[1]-dens[2]        4:dens[1]-dens[3]        5:dens[1]-dens[4]        6:dens[1]-dens[5]        7:dens[1]-dens[6]        8:dens[2]-dens[2]        9:dens[2]-dens[3]       10:dens[2]-dens[4]       11:dens[2]-dens[5]       12:dens[2]-dens[6]       13:dens[3]-dens[3]       14:dens[3]-dens[4]       15:dens[3]-dens[5]       16:dens[3]-dens[6]       17:dens[4]-dens[4]       18:dens[4]-dens[5]       19:dens[4]-dens[6]       20:dens[5]-dens[5]       21:dens[5]-dens[6]       22:dens[6]-dens[6]    
   16       2.242115414087e-01       6.688576705519e-02       2.097343306609e-02      -1.833656443868e-09      -1.181545379719e-09      -8.158537413314e-10       2.066580755109e-01       6.305177737345e-02      -2.486686916250e-09      -9.061265410868e-10      -1.227872204110e-09       1.910213393556e-01      -1.710049877299e-09      -1.233536495028e-09      -1.239767958061e-09       2.111383083207e-03      -4.403258183015e-05      -6.338279619500e-06       1.685937711726e-03      -4.230218782175e-05       1.371591679947e-03 
   17       2.459740676919e-01       7.163807763237e-02       2.239659369025e-02       5.290441585899e-09      -2.865163419462e-09       8.151325413010e-10       2.270794059453e-01       6.772724277061e-02       4.713738733939e-09      -8.274239491963e-10       1.070312212523e-09       2.101229214520e-01       3.258506443596e-09       1.443391439999e-09       1.530695097407e-09       2.378048962175e-03      -4.657845469163e-05      -6.353690731359e-06       1.899055755958e-03      -4.506606594037e-05       1.545063258098e-03 
   18       2.678002528397e-01       7.602248240062e-02       2.374696697702e-02       9.120971106658e-09       1.475778479453e-09       2.823211693297e-10       2.477505469578e-01       7.220687851513e-02       5.045330165804e-09       1.129773001452e-09       4.510267483168e-10       2.296026352094e-01       5.158636980773e-09       8.810221631554e-10       1.087099887762e-09       2.660435472818e-03      -4.891143346536e-05      -6.322176753404e-06       2.124828585843e-03      -4.766176040941e-05       1.728887132587e-03 
   19       2.894473209831e-01       7.984544745807e-02       2.487228953070e-02      -3.747460590249e-09       5.576924590418e-09       6.933403572217e-11       2.684489047736e-01       7.632608448485e-02      -3.976519061366e-09       5.134976235762e-09      -2.250137663958e-10       2.492745968166e-01      -4.616431960070e-09       3.702884059311e-09      -3.902290219380e-10       2.958437114510e-03      -5.102605883660e-05      -6.248284533757e-06       2.363189171577e-03      -5.007828977857e-05       1.923021337781e-03 
   20       3.107264679751e-01       8.293994240857e-02       2.561576698026e-02      -9.744504581248e-09      -4.945712491546e-10      -2.542898680881e-10       2.889683284003e-01       7.991848186518e-02      -1.161138377234e-08      -4.758264194293e-10      -3.363562831974e-10       2.689458965173e-01      -7.869028390487e-09      -2.547543248138e-10      -2.116828367662e-10       3.271931827114e-03      -5.291610187412e-05      -6.139347925297e-06       2.614064788044e-03      -5.230728539661e-05       2.127422323439e-03 
   21       3.315350010501e-01       8.519736638058e-02       2.584373251912e-02      -6.489291563672e-11      -4.347195574372e-09       2.745363926803e-10       3.091494479384e-01       8.284243629754e-02       4.211370663193e-10      -5.618026588663e-09      -1.978299510767e-11       2.884404357324e-01       8.149604890531e-10      -6.236104326239e-09       3.804182742851e-11       3.600779041743e-03      -5.458018518887e-05      -5.998251547562e-06       2.877365667715e-03      -5.434102302874e-05       2.342029793915e-03 
   22       3.518738349743e-01       8.659086995749e-02       2.547100350414e-02      -1.301053970254e-09      -2.692844425896e-10      -4.422736712132e-11       3.289044625083e-01       8.500594567305e-02       6.767552676846e-09      -6.023798070171e-10       1.948582861446e-11       3.076227965188e-01       1.174196417340e-08      -8.056074926999e-10       2.849594899514e-10       3.944829212239e-03      -5.602006425236e-05      -5.832755662528e-06       3.152994327750e-03      -5.617875233672e-05       2.566781675257e-03 
   23       3.718460710371e-01       8.718467613244e-02       2.447867102213e-02       8.724269991387e-10       2.121814368125e-09       2.103154105534e-10       3.482308278435e-01       8.638479563494e-02       9.311529805209e-10       3.403107800425e-09      -1.414823107702e-10       3.264175624124e-01       2.190648359316e-09       4.711558805344e-09      -2.208557403899e-11       4.303908032696e-03      -5.723502113222e-05      -5.645708971235e-06       3.440841402875e-03      -5.781383330123e-05       2.801603966727e-03 
   24       3.916372429674e-01       8.712749127295e-02       2.292082597201e-02       1.832248798801e-09       4.654293791315e-10       1.125774348620e-10       3.672107956511e-01       8.703014403158e-02       4.143900376495e-09       7.330247304159e-10      -2.249285775706e-11       3.448201153733e-01      -2.620564131779e-09       1.330609814244e-09       1.573474091152e-10       4.677841850086e-03      -5.823476104108e-05      -5.441778539038e-06       3.740785469156e-03      -5.925210066057e-05       3.046414165537e-03 
   25       4.114820538524e-01       8.663181150120e-02       2.091935962353e-02      -6.930480246828e-10      -7.212206411491e-10      -7.402544736407e-11       3.859970103304e-01       8.706406767379e-02       2.387278746764e-11      -1.249806015826e-09      -2.218346079369e-10       3.628967091808e-01      -8.554560947304e-11      -2.337314682990e-09      -4.309483781539e-11       5.066427943054e-03      -5.901784815655e-05      -5.226742663924e-06       4.052699351419e-03      -6.048897124581e-05       3.301127505975e-03 
   26       4.316248910652e-01       8.594393154982e-02       1.864862962978e-02       7.159482653836e-09      -4.001993386988e-11      -2.906409372677e-10       4.047874096957e-01       8.666420726676e-02      -1.828390537021e-10      -4.199825631494e-10      -2.231676386613e-10       3.807738244407e-01      -5.459095017431e-09      -8.831443552009e-10       2.207002987435e-10       5.469468562060e-03      -5.959951361419e-05      -5.000188718654e-06       4.376442437837e-03      -6.153201466199e-05       3.565642463947e-03 
   27       4.522812695172e-01       8.531052660033e-02       1.631356886845e-02       1.866083987849e-09       4.155351311553e-12      -4.721539182259e-11       4.237945108417e-01       8.604079948561e-02       1.812243307425e-09       4.099087476436e-10      -1.198911970899e-10       3.986190438131e-01      -6.874045930678e-10       6.160701055902e-10      -6.319217254557e-11       5.886740398854e-03      -5.997993939716e-05      -4.771148174055e-06       4.711867408072e-03      -6.238283871557e-05       3.839863165186e-03 
   28       4.736057018702e-01       8.494719709052e-02       1.412525756139e-02      -5.606490511626e-09      -8.812376480130e-11      -1.041734275685e-10       4.432143879455e-01       8.541032022175e-02      -8.131922083730e-09       7.627194771199e-11       3.863036024198e-10       4.166170056930e-01      -1.906357665838e-09       2.320795199037e-10       6.994098245213e-10       6.318021292510e-03      -6.017366352673e-05      -4.535924175936e-06       5.058821190195e-03      -6.304583906458e-05       4.123674356662e-03 
   29       4.956690216576e-01       8.501266331880e-02       1.227741739091e-02      -1.376527101557e-10      -4.455797532574e-11      -2.980730232049e-10       4.631996823247e-01       8.496984105668e-02      -3.476577595689e-09       3.856205905044e-11      -2.828878939006e-10       4.349444015012e-01      -3.896018934527e-09      -1.786051033236e-10      -2.035766286266e-10       6.763075139767e-03      -6.018744793395e-05      -4.302299621098e-06       5.417136427614e-03      -6.353052816826e-05       4.416964822157e-03 
   30       5.184490290360e-01       8.559402401892e-02       1.092962964639e-02      -1.642899761043e-09      -2.462237650355e-11      -3.534637031041e-10       4.838429637235e-01       8.487888064994e-02      -1.343207849771e-09       2.896798685263e-11      -4.536905695971e-10       4.537511996057e-01      -8.094399303719e-10      -1.695918256255e-10      -4.963263269303e-10       7.221657592631e-03      -6.003158531867e-05      -4.069368085134e-06       5.786647644404e-03      -6.383958412937e-05       4.719612435422e-03 
   31       5.418171692103e-01       8.667995489706e-02       1.017310378892e-02      -5.037079035565e-09      -2.873591282766e-11      -3.936706618037e-10       5.051459525411e-01       8.522410492408e-02      -1.084206765815e-09      -4.797004002980e-11      -1.778603704241e-10       4.731237298093e-01       4.566686433665e-09       1.677251055723e-11      -1.377835135415e-10       7.693519188560e-03      -5.971648879444e-05      -3.838868664270e-06       6.167179777975e-03      -6.398014446570e-05       5.031491246120e-03 
   32       5.655724102286e-01       8.819368441453e-02       1.005696128178e-02       1.909681963443e-09      -5.546631450324e-12      -5.906290166674e-10       5.270522936883e-01       8.604785343977e-02       5.406215106530e-09      -5.871518734507e-11      -2.358745549835e-10       4.931118621642e-01       7.246103808877e-09       1.176877980730e-10      -1.676945221878e-10       8.178403952165e-03      -5.925196489935e-05      -3.613735334952e-06       6.558549755982e-03      -6.396150337144e-05       5.352471100983e-03 
   33       5.894492368050e-01       8.997034845768e-02       1.054126533272e-02       8.595681602556e-09       6.799186873869e-11      -7.696884421054e-10       5.494154849107e-01       8.730266489221e-02       8.595708268479e-09      -1.816812620392e-11      -3.731532672441e-10       5.136797235193e-01       3.412693214506e-09       1.179551479446e-10      -3.151522257075e-10       8.676051242986e-03      -5.864870539599e-05      -3.395224241670e-06       6.960571653164e-03      -6.379180711560e-05       5.682416763501e-03 
   34       6.131356961978e-01       9.178387807161e-02       1.152691676655e-02       1.380982978077e-09       1.778438784016e-10      -7.102646120951e-10       5.720278796883e-01       8.888165608177e-02      -2.165536906589e-09       9.761829162069e-12      -1.306549108175e-10       5.347365537286e-01      -7.591048718714e-09       7.425360376757e-11      -4.985505461682e-11       9.186195931230e-03      -5.791744707090e-05      -3.183633664798e-06       7.373055266989e-03      -6.347895498415e-05       6.021188447915e-03 
   35       6.363546615886e-01       9.338954743518e-02       1.285168166991e-02      -7.859725083386e-09       1.756482398341e-10      -5.862787632407e-10       5.946477850446e-01       9.061912810556e-02      -1.179163565396e-08      -3.039195256159e-11       2.135270870889e-10       5.561289826504e-01      -1.231788899409e-08       6.382446722556e-12       2.553103977951e-10       9.708571039779e-03      -5.706912838987e-05      -2.979593944178e-06       7.795806736926e-03      -6.303146401835e-05       6.368643686296e-03 
   36       6.588431357648e-01       9.452304036718e-02       1.430712968202e-02      -3.382040773826e-09      -5.542726484861e-11      -6.316521124595e-10       6.170047387509e-01       9.230520971333e-02      -2.656542624569e-09      -1.527264819341e-10       2.552172524331e-10       5.776580652200e-01       1.549008629063e-09      -6.062603690266e-11       9.196585789701e-11       1.024290722893e-02      -5.611432287276e-05      -2.783472764787e-06       8.228628820721e-03      -6.245791597431e-05       6.724636875531e-03 
   37       6.804610278445e-01       9.498520088406e-02       1.567611080138e-02       5.111468153803e-09      -2.300813224938e-10      -6.903949274872e-10       6.388689910189e-01       9.372588733735e-02       9.702487802037e-09      -1.743780210787e-10       2.297207111973e-10       5.991072036741e-01       1.456434710562e-08      -3.824138137808e-11      -1.685782173204e-10       1.078893411504e-02      -5.506334204232e-05      -2.595957643661e-06       8.671322989692e-03      -6.176687916267e-05       7.089020493329e-03 
   38       7.011362621202e-01       9.460983652876e-02       1.672961076991e-02       3.366606640519e-09      -3.888644823079e-11      -5.349679331732e-10       6.600297261637e-01       9.465785768026e-02       4.796823331077e-09       6.106308979146e-11       4.789040873620e-10       6.202424773094e-01       4.330795105561e-09       1.279164287128e-10      -1.609285285796e-11       1.134638055382e-02      -5.392591427047e-05      -2.417447299413e-06       9.123688900391e-03      -6.096678919596e-05       7.461644601965e-03 
   39       7.209453286642e-01       9.335564242964e-02       1.729829181083e-02      -2.493853356170e-09       2.355452835448e-10      -2.430770736021e-10       6.803840463129e-01       9.494133027625e-02      -5.647204551783e-09       2.334840812565e-10       8.036408654366e-10       6.408745733343e-01      -1.073644069613e-08       2.139469274951e-10       2.581738246529e-10       1.191497626069e-02      -5.271172516513e-05      -2.248123944060e-06       9.585525397689e-03      -6.006653210090e-05       7.842357257997e-03 
   40       7.400468482402e-01       9.124890590464e-02       1.724180138734e-02      -2.311137080216e-09       2.091809399734e-10       3.394646973322e-11       6.998878614731e-01       9.444851684731e-02      -4.100869972884e-09       7.642486047214e-13       9.035823611073e-10       6.608355689486e-01      -5.993803406310e-09       3.164963581853e-12       2.197192842997e-10       1.249445203601e-02      -5.142994189293e-05      -2.087711323296e-06       1.005663037111e-02      -5.907482340376e-05       8.231004605671e-03 
   41       7.586829014851e-01       8.842829433403e-02       1.651821792747e-02       8.563946958008e-10      -9.720394750200e-13       2.816354654803e-10       7.186149710595e-01       9.315500764286e-02       2.611225751387e-09      -2.768342951425e-10       8.702456586042e-10       6.800498517110e-01       5.849926964796e-09      -2.074911059588e-10       4.358257929903e-11       1.308454108520e-02      -5.008995524661e-05      -1.935615485679e-06       1.053680123818e-02      -5.800015832269e-05       8.627431457193e-03 
   42       7.771479886607e-01       8.509835209842e-02       1.513937843815e-02       1.132397462933e-09      -1.494739792241e-10       4.997642422224e-10       7.367080385311e-01       9.109424393571e-02       2.736683251428e-09      -1.467555616254e-10       8.721303953428e-10       6.984932881975e-01       5.065620094485e-09      -6.411661662615e-11       2.672023440324e-11       1.368497963990e-02      -4.870063197329e-05      -1.791167692139e-06       1.102583574338e-02      -5.685065437604e-05       9.031481921039e-03 
   43       7.957349669631e-01       8.152032428418e-02       1.320863296808e-02      -4.001422639136e-10      -1.638721790378e-10       5.704966220685e-10       7.543889395963e-01       8.839742598623e-02      -9.805660490398e-10       1.393318612772e-10       8.398261292816e-10       7.162423498218e-01      -2.525870787467e-09       2.127880073298e-10       9.473883686024e-11       1.429550892819e-02      -4.727068637308e-05      -1.655212762517e-06       1.152353405470e-02      -5.563453957466e-05       9.443001627375e-03 
   44       8.147290690314e-01       7.798077408007e-02       1.087791432015e-02      -1.019027741888e-09      -3.400191686487e-11       3.816130084661e-10       7.719179454623e-01       8.524704395309e-02      -2.444867968051e-09       1.830297672819e-10       6.545598234256e-10       7.334283981928e-01      -5.332774515700e-09       2.893782395284e-10       8.210244994932e-11       1.491587489014e-02      -4.580819522848e-05      -1.528651904328e-06       1.202969809035e-02      -5.435970115249e-05       9.861836610332e-03 
   45       8.342775041699e-01       7.469587126922e-02       8.326657239443e-03      -6.252459439299e-10       1.834488771323e-10       4.464587232682e-11       7.895153369104e-01       8.184935283122e-02      -1.508579222381e-09      -6.154417070522e-12       3.259997377936e-10       7.502317994080e-01      -3.260892073076e-09       1.988354375498e-10      -4.620353246710e-11       1.554582820467e-02      -4.432118875488e-05      -1.411197144469e-06       1.254413152017e-02      -5.303399359658e-05       1.028783295053e-02 
   46       8.544936246726e-01       7.188130934211e-02       5.768603024490e-03       5.619834933033e-11       4.018547000549e-10      -2.413077055583e-10       8.074148887924e-01       7.844535147152e-02       9.535773443166e-11      -2.861345219474e-10      -9.273754596427e-11       7.668756258416e-01       1.190231147642e-10       9.649623808911e-11      -2.875094853193e-10       1.618512540425e-02      -4.281679241365e-05      -1.301878191472e-06       1.306664034021e-02      -5.166466288380e-05       1.072083723798e-02 
   47       8.754547907856e-01       6.973595290762e-02       3.429320230628e-03       3.498019082608e-10       5.360711011747e-10      -2.893093647175e-10       8.258423111419e-01       7.528503539958e-02       7.581256288762e-10      -5.131470122610e-10      -5.283412937374e-10       7.835987478296e-01       1.497259714430e-09       1.184554005169e-10      -6.090868626161e-10       1.683352946087e-02      -4.130127183839e-05      -1.199549261494e-06       1.359703360962e-02      -5.025841553358e-05       1.116069723713e-02 
   48       8.970629498937e-01       6.829708685204e-02       1.460305964115e-03       2.690676296150e-10       5.614224402534e-10      -8.673126144114e-11       8.448735522617e-01       7.252525417664e-02       5.418086339375e-10      -6.307557000523e-10      -8.576432604417e-10       8.005716947890e-01       1.025321530697e-09       2.187395608104e-10      -8.557890191408e-10       1.749080945418e-02      -3.978143428413e-05      -1.103975406223e-06       1.413512462218e-02      -4.882251214853e-05       1.160726314931e-02 
   49       9.191437917692e-01       6.754556823739e-02       3.652943321586e-06       4.709424192875e-11       4.701304807289e-10       3.237272531263e-10       8.645384837983e-01       7.030598810305e-02       4.445952344361e-11      -6.036801959321e-10      -9.276414406006e-10       8.179602297543e-01      -3.171905204449e-11       2.881579464093e-10      -8.155800942759e-10       1.815674220477e-02      -3.826337291767e-05      -1.014998191084e-06       1.468073096729e-02      -4.736377836638e-05       1.206038730656e-02 
   50       9.414859758124e-01       6.742515147061e-02      -8.147683942259e-04      -9.622981046411e-11       2.733409187934e-10       8.650072620337e-10       8.848332722296e-01       6.874600835166e-02      -1.796792688629e-10      -4.140638379074e-10      -6.355777685928e-10       8.359148783405e-01      -5.021469734387e-10       2.293983781781e-10      -3.325792661875e-10       1.883111302860e-02      -3.675242047363e-05      -9.322747425777e-07       1.523367471258e-02      -4.588841775609e-05       1.251992423743e-02 
   51       9.638497326715e-01       6.777624959295e-02      -9.895568018389e-04      -1.419942822479e-10       6.233492569115e-11       1.347007419835e-09       9.056324027622e-01       6.783257921347e-02      -1.305481989796e-10      -1.320901536093e-10      -1.709184718615e-10       8.544557919613e-01      -3.889505695183e-10       5.860446379893e-11       3.979160563106e-10       1.951371534565e-02      -3.525470124384e-05      -8.554742816452e-07       1.579378236365e-02      -4.440273891003e-05       1.298573088296e-02 
   52       9.859565680180e-01       6.838220087704e-02      -5.587602183898e-04      -1.314843595575e-10      -3.597114999948e-11       1.522860124769e-09       9.267515715723e-01       6.750247371567e-02       1.963089385790e-11       1.357457975347e-10       1.628661777438e-10       8.735579106151e-01      -6.072541586937e-11      -1.703063686673e-10       1.047197356078e-09       2.020435234332e-02      -3.377578359984e-05      -7.841050173594e-07       1.636088581546e-02      -4.291244741318e-05       1.345766706351e-02 
   53       1.007526615687e+00       6.900437672320e-02       4.113742657132e-04      -1.063450304080e-10       7.848033604740e-11       1.198616541994e-09       9.479794779921e-01       6.766180369146e-02       1.108213833044e-10       2.879905156297e-10       1.053607745963e-10       8.931668480601e-01       1.397066396849e-10      -3.957422091521e-10       1.320382785560e-09       2.090283679488e-02      -3.232030153575e-05      -7.176288282351e-07       1.693482253562e-02      -4.142256902597e-05       1.393559580586e-02 
   54       1.028417011491e+00       6.944317592921e-02       1.782555725612e-03      -8.446895185959e-11       3.265169359149e-10       5.277379847712e-10       9.691071859479e-01       6.815270570503e-02       1.341841165133e-10       3.017847820023e-10      -2.598273352962e-10       9.131471251072e-01       1.917241897991e-10      -5.548655631739e-10       1.242405222743e-09       2.160898757306e-02      -3.089247767111e-05      -6.560689552056e-07       1.751543443429e-02      -3.993816798887e-05       1.441938346372e-02 
   55       1.048515308581e+00       6.948909794179e-02       3.375507736539e-03      -7.858855965408e-11       5.645339295376e-10      -2.106556816993e-10       9.899029427621e-01       6.877601685687e-02       1.262062125869e-10       1.767585441634e-10      -7.327108960485e-10       9.333190514490e-01       1.711313332667e-10      -5.779749087182e-10       9.410834233456e-10       2.232263360025e-02      -2.949555762163e-05      -5.995336881353e-07       1.810256961922e-02      -3.846365416070e-05       1.490890025395e-02 
   56       1.067742671100e+00       6.894543432748e-02       4.994871228010e-03      -9.787045852865e-11       6.652111129165e-10      -7.635911273707e-10       1.010138721667e+00       6.931720094940e-02       1.194416902137e-10      -6.398344431070e-11      -1.117039845602e-09       9.534824009095e-01       1.492357857035e-10      -4.215437887464e-10       5.529376817974e-10       2.304361472774e-02      -2.813208699098e-05      -5.479872655337e-07       1.869608286019e-02      -3.700285476052e-05       1.540402035669e-02 
   57       1.086194861288e+00       6.776389456975e-02       6.474629881882e-03      -1.303798419386e-10       6.437159580448e-10      -1.134583698945e-09       1.029709800706e+00       6.960556166910e-02       1.095568413238e-10      -3.022622803914e-10      -1.338771850475e-09       9.734508404865e-01       1.361387165621e-10      -1.840562015635e-10       1.773039165295e-10       2.377177903016e-02      -2.680561159415e-05      -5.010852098898e-07       1.929583443590e-02      -3.556018206065e-05       1.590462121049e-02 
   58       1.104035005478e+00       6.593987354078e-02       7.641299882316e-03      -1.564714769464e-10       5.605311036449e-10      -1.405967829325e-09       1.048541697466e+00       6.946669063675e-02       8.074313385738e-11      -3.787521957764e-10      -1.353876308523e-09       9.930231925506e-01       1.246585143010e-10      -1.777258506679e-11      -8.706965467641e-11       2.450698612532e-02      -2.551922806905e-05      -4.582875668625e-07       1.990169189081e-02      -3.413960854908e-05       1.641058467006e-02 
   59       1.121449093426e+00       6.349843382167e-02       8.335664063925e-03      -1.581337552084e-10       4.683264708574e-10      -1.642727072795e-09       1.066590068191e+00       6.874451216551e-02       2.172659699695e-11      -1.684947346126e-10      -1.128795343306e-09       1.012010971960e+00       1.080239156264e-10      -4.629079602325e-11      -1.563372497717e-10       2.524910655361e-02      -2.427528862687e-05      -4.190044517156e-07       2.051352995081e-02      -3.274450262596e-05       1.692179731758e-02 
   60       1.138628587409e+00       6.057460352472e-02       8.529249445994e-03      -1.335155916748e-10       3.550433780343e-10      -1.791787443097e-09       1.083952912592e+00       6.743177233642e-02      -5.245161041613e-11       2.362163740186e-10      -6.880078271207e-10       1.030364375028e+00       8.476556328741e-11      -2.004203000570e-10      -5.316293055707e-11       2.599801500835e-02      -2.307626317565e-05      -3.829441369423e-07       2.113122760999e-02      -3.137839967918e-05       1.743814971755e-02 
