# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:dens[1]-dens[1]        3:dens[1]-dens[2]        4:dens[1]-dens[3]        5:dens[1]-dens[4]        6:dens[1]-dens[5]        7:dens[1]-dens[6]        8:dens[2]-dens[2]        9:dens[2]-dens[3]       10:dens[2]-dens[4]       11:dens[2]-dens[5]       12:dens[2]-dens[6]       13:dens[3]-dens[3]       14:dens[3]-dens[4]       15:dens[3]-dens[5]       16:dens[3]-dens[6]       17:dens[4]-dens[4]       18:dens[4]-dens[5]       19:dens[4]-dens[6]       20:dens[5]-dens[5]       21:dens[5]-dens[6]       22:dens[6]-dens[6]    
   15       2.027710632816e-01       6.195217821271e-02       1.960068344261e-02      -2.301008558478e-09      -1.532831691097e-09      -1.548283031415e-09       1.866965465852e-01       5.832013089986e-02       9.486085108856e-11      -2.572132240207e-09      -1.905914776852e-09       1.724575157475e-01       3.210826832240e-09      -2.034394630619e-09      -1.847004239192e-09       1.860531749305e-03      -4.128768541830e-05      -6.269979003129e-06       1.485525244564e-03      -3.938598446324e-05       1.208501828861e-03 
   16       2.242122044465e-01       6.688576642167e-02       2.097343361011e-02      -1.837815227935e-09      -1.183323096845e-09      -8.158052262719e-10       2.066586752792e-01       6.305177757047e-02      -2.489380317121e-09      -9.043202885945e-10      -1.226524468686e-09       1.910218843098e-01      -1.709646294482e-09      -1.230775716583e-09      -1.237489354849e-09       2.111387549833e-03      -4.403258198103e-05      -6.338280109809e-06       1.685941288185e-03      -4.230218750799e-05       1.371594597258e-03 
   17       2.459748136145e-01       7.163807697799e-02       2.239659421150e-02       5.281552350145e-09      -2.864414856972e-09       8.165339586208e-10       2.270800806237e-01       6.772724304236e-02       4.704812829319e-09      -8.279765153818e-10       1.070273835558e-09       2.101235345320e-01       3.259445464014e-09       1.441854312337e-09       1.529500726494e-09       2.378053987475e-03      -4.657845543375e-05      -6.353690536755e-06       1.899059780051e-03      -4.506606572278e-05       1.545066540036e-03 
   18       2.678010865140e-01       7.602248160685e-02       2.374696766192e-02       9.126930604770e-09       1.479252917005e-09       2.813780699054e-10       2.477513010800e-01       7.220687876529e-02       5.050128000881e-09       1.133036756656e-09       4.512368599872e-10       2.296033204107e-01       5.162846887194e-09       8.820585327755e-10       1.088163758844e-09       2.660441089015e-03      -4.891143381905e-05      -6.322177377905e-06       2.124833082569e-03      -4.766176016580e-05       1.728890800667e-03 
   19       2.894482472932e-01       7.984544664696e-02       2.487229017915e-02      -3.744626253030e-09       5.576116223163e-09       6.994656738107e-11       2.684497426105e-01       7.632608482375e-02      -3.968363036988e-09       5.134053254938e-09      -2.268476238114e-10       2.492753581586e-01      -4.602914556269e-09       3.702427417306e-09      -3.929559021568e-10       2.958443355013e-03      -5.102605955568e-05      -6.248284344546e-06       2.363194168894e-03      -5.007828934310e-05       1.923025413451e-03 
   20       3.107274917800e-01       8.293994143355e-02       2.561576782536e-02      -9.741695301278e-09      -5.014858778474e-10      -2.541994565746e-10       2.889692545100e-01       7.991848217158e-02      -1.161346677660e-08      -4.819872499466e-10      -3.350659029710e-10       2.689467379875e-01      -7.871418517543e-09      -2.596443611890e-10      -2.093905795534e-10       3.271938724185e-03      -5.291610247966e-05      -6.139348529628e-06       2.614070310320e-03      -5.230728522175e-05       2.127426827953e-03 
   21       3.315361272470e-01       8.519736539509e-02       2.584373330940e-02      -7.001733482841e-11      -4.347046153464e-09       2.746805106978e-10       3.091504665705e-01       8.284243671012e-02       4.188419120499e-10      -5.618731793076e-09      -2.197786803593e-11       2.884413613627e-01       8.081225157074e-10      -6.236776440059e-09       3.616247416728e-11       3.600786628980e-03      -5.458018594496e-05      -5.998251548778e-06       2.877371743288e-03      -5.434102240775e-05       2.342034749208e-03 
   22       3.518750684176e-01       8.659086878556e-02       2.547100452194e-02      -1.299091535185e-09      -2.678969970634e-10      -4.305682481313e-11       3.289055782523e-01       8.500594604457e-02       6.764801739011e-09      -5.977853682170e-10       2.072327338866e-11       3.076238102926e-01       1.174153259987e-08      -7.986988457562e-10       2.870593559172e-10       3.944837521274e-03      -5.602006497623e-05      -5.832756111096e-06       3.153000980994e-03      -5.617875209607e-05       2.566787102018e-03 
   23       3.718474166200e-01       8.718467495530e-02       2.447867196695e-02       8.848371526897e-10       2.122054576263e-09       2.096920958169e-10       3.482320449075e-01       8.638479612822e-02       9.369361630626e-10       3.402829022035e-09      -1.440216467693e-10       3.264186683573e-01       2.189726486470e-09       4.712848214083e-09      -2.383632895622e-11       4.303917098399e-03      -5.723502213870e-05      -5.645709222763e-06       3.440848661603e-03      -5.781383268787e-05       2.801609887330e-03 
   24       3.916387055393e-01       8.712748987955e-02       2.292082717919e-02       1.836249430393e-09       4.618706606456e-10       1.149274090450e-10       3.672121186593e-01       8.703014446779e-02       4.145542019018e-09       7.311490385946e-10      -2.163194511243e-11       3.448213174691e-01      -2.617502399655e-09       1.327884817489e-09       1.595640895320e-10       4.677851702176e-03      -5.823476168033e-05      -5.441778901140e-06       3.740793358908e-03      -5.925210012958e-05       3.046420600487e-03 
   25       4.114836383174e-01       8.663181010997e-02       2.091936073267e-02      -6.878810001263e-10      -7.206886873276e-10      -7.411991984162e-11       3.859984434604e-01       8.706406824987e-02       1.216421335866e-11      -1.251172263958e-09      -2.242980359200e-10       3.628980114639e-01      -9.574191288365e-11      -2.337757585128e-09      -4.468815136558e-11       5.066438618579e-03      -5.901784962315e-05      -5.226742961766e-06       4.052707898130e-03      -6.048897075915e-05       3.301134477531e-03 
   26       4.316266022690e-01       8.594392991766e-02       1.864863104127e-02       7.165203307606e-09      -4.242424190147e-11      -2.887924014951e-10       4.047889576101e-01       8.666420777522e-02      -1.848475039780e-10      -4.181303979732e-10      -2.232524510893e-10       3.807752308883e-01      -5.463951837307e-09      -8.816522219959e-10       2.231025696133e-10       5.469480088770e-03      -5.959951408724e-05      -5.000189318228e-06       4.376451669438e-03      -6.153201387584e-05       3.565649992969e-03 
   27       4.522831123693e-01       8.531052498472e-02       1.631357015941e-02       1.854799064277e-09       6.600646386420e-12      -4.824175335524e-11       4.237961776799e-01       8.604080015725e-02       1.802015186946e-09       4.089687110655e-10      -1.239226478425e-10       3.986205584669e-01      -6.815944424607e-10       6.167193373930e-10      -6.483359450881e-11       5.886752815351e-03      -5.997994125731e-05      -4.771148177584e-06       4.711877348107e-03      -6.238283813449e-05       3.839871273548e-03 
