# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:dens[1]-dens[1]        3:dens[1]-dens[2]        4:dens[1]-dens[3]        5:dens[1]-dens[4]        6:dens[1]-dens[5]        7:dens[2]-dens[2]        8:dens[2]-dens[3]        9:dens[2]-dens[4]       10:dens[2]-dens[5]       11:dens[3]-dens[3]       12:dens[3]-dens[4]       13:dens[3]-dens[5]       14:dens[4]-dens[4]       15:dens[4]-dens[5]       16:dens[5]-dens[5]    
 1887       9.892742811663e+00      -1.914439106269e-05      -1.738977385772e-05      -2.090623532204e-06       5.139824240887e-07       9.470836806487e+00      -1.678103024088e-05      -1.746906799849e-06       4.601916391798e-07       6.822621692956e+00       5.842306715170e-07      -1.344770250953e-07       3.285355308805e+00      -1.153227024618e-09       1.459725964269e+00 
 1888       9.894570370027e+00      -2.543223608099e-05      -1.928469173461e-05      -2.386972823750e-06       5.745977986604e-07       9.472662592020e+00      -1.830573659255e-05      -2.025587287880e-06       5.207251231863e-07       6.824231936961e+00       5.022619882522e-07      -1.147323440102e-07       3.286337670937e+00       3.459860164540e-09       1.460237450245e+00 
 1889       9.896396944881e+00      -3.165163816887e-05      -2.110070813578e-05      -2.668235299965e-06       6.317350272402e-07       9.474487396455e+00      -1.977733813250e-05      -2.289495892462e-06       5.770320041922e-07       6.825841461104e+00       4.188275145322e-07      -9.408858497187e-08       3.287319662655e+00       8.224263435277e-09       1.460748765165e+00 
 1890       9.898222535774e+00      -3.780119531740e-05      -2.282139373204e-05      -2.930286109652e-06       6.846156492199e-07       9.476311220464e+00      -2.118705495132e-05      -2.534855680043e-06       6.282177868228e-07       6.827450265166e+00       3.342131681921e-07      -7.260819793785e-08       3.288301284272e+00       1.313607713293e-08       1.461259909161e+00 
 1891       9.900047142200e+00      -4.387950036270e-05      -2.443025047450e-05      -3.168983098252e-06       7.324579448499e-07       9.478134064672e+00      -2.252607053299e-05      -2.757873882954e-06       6.733842329562e-07       6.829058348893e+00       2.487060909087e-07      -5.035390598727e-08       3.289282536087e+00       1.819137761089e-08       1.461770882360e+00 
 1892       9.901870763591e+00      -4.988514097958e-05      -2.591071150405e-05      -3.380166785043e-06       7.744769309466e-07       9.479955929649e+00      -2.378553170674e-05      -2.954741878546e-06       7.116293567944e-07       6.830665711996e+00       1.625946498239e-07      -2.738870568594e-08       3.290263418388e+00       2.338622320617e-08       1.462281684886e+00 
 1893       9.903693399320e+00      -5.581669967498e-05      -2.724614106092e-05      -3.559660340329e-06       8.098843565999e-07       9.481776815916e+00      -2.495654859893e-05      -3.121635168321e-06       7.420474199346e-07       6.832272354151e+00       7.616843916843e-08      -3.775867451251e-09       3.291243931450e+00       2.871665421504e-08       1.462792316858e+00 
 1894       9.905515048700e+00      -6.167275378159e-05      -2.841983439418e-05      -3.703269562636e-06       8.378886988801e-07       9.483596723943e+00      -2.603019458485e-05      -3.254713357071e-06       7.637289264402e-07       6.833878274999e+00      -1.028171811409e-08       2.042106408299e-08       3.292224075538e+00       3.417869286854e-08       1.463302778391e+00 
 1895       9.907335710986e+00      -6.745187545136e-05      -2.941501767124e-05      -3.806782855909e-06       8.576951585454e-07       9.485415654150e+00      -2.699750624063e-05      -3.350120132008e-06       7.757606179125e-07       6.835483474144e+00      -9.646376874378e-08       4.513826970164e-08       3.293203850904e+00       3.976834330812e-08       1.463813069596e+00 
 1896       9.909155385371e+00      -7.315263164909e-05      -3.021484788740e-05      -3.865971206697e-06       8.685056557491e-07       9.487233606905e+00      -2.784948329505e-05      -3.403983241903e-06       7.772254685615e-07       6.837087951157e+00      -1.820844274806e-07       7.031165524336e-08       3.294183257786e+00       4.548159156120e-08       1.464323190579e+00 
 1897       9.910974070988e+00      -7.877358414592e-05      -3.080241277536e-05      -3.876588161359e-06       8.695188257469e-07       9.489050582523e+00      -2.857708858142e-05      -3.412414476218e-06       7.672026802775e-07       6.838691705570e+00      -2.668491755007e-07       9.587685123568e-08       3.295162296413e+00       5.131440551678e-08       1.464833141442e+00 
 1898       9.912791764611e+00      -8.431483683806e-05      -3.116542128923e-05      -3.835757483893e-06       8.601819960347e-07       9.490866580773e+00      -2.917329619526e-05      -3.372775796834e-06       7.450878133527e-07       6.840294736942e+00      -3.504883994436e-07       1.217511415075e-07       3.296140967048e+00       5.726110967986e-08       1.465342922300e+00 
 1899       9.914608453733e+00      -8.978269075954e-05      -3.131031477894e-05      -3.746147873127e-06       8.409492505330e-07       9.492681599377e+00      -2.963925332978e-05      -3.287488448529e-06       7.115558872253e-07       6.841897045040e+00      -4.328360321649e-07       1.477790974189e-07       3.297119270137e+00       6.330949578323e-08       1.465852533331e+00 
 1900       9.916424123435e+00      -9.518502495028e-05      -3.124826444343e-05      -3.611830390337e-06       8.125292021006e-07       9.494495635501e+00      -2.997816585691e-05      -3.160253178062e-06       6.676056961538e-07       6.843498629655e+00      -5.137515151283e-07       1.737865237030e-07       3.298097206165e+00       6.944567442616e-08       1.466361974725e+00 
 1901       9.918238758676e+00      -1.005297524344e-04      -3.099049069935e-05      -3.436893724194e-06       7.756335458276e-07       9.496308686241e+00      -3.019325445465e-05      -2.994786769161e-06       6.142403534439e-07       6.845099490545e+00      -5.930937120293e-07       1.995984904678e-07       3.299074775604e+00       7.565569679459e-08       1.466871246668e+00 
 1902       9.920052344298e+00      -1.058248202652e-04      -3.054826324671e-05      -3.225444214162e-06       7.309770631319e-07       9.498120748633e+00      -3.028775462715e-05      -2.794822063807e-06       5.524672971772e-07       6.846699627433e+00      -6.707209080414e-07       2.250393322294e-07       3.300051978916e+00       8.192555458259e-08       1.467380349344e+00 
 1903       9.921864865023e+00      -1.110782095705e-04      -2.993290113458e-05      -2.981605873890e-06       6.792776258557e-07       9.499931819647e+00      -3.026491672470e-05      -2.564107983527e-06       4.832982959416e-07       6.848299040006e+00      -7.464908090628e-07       2.499326469461e-07       3.301028816551e+00       8.824117991386e-08       1.467889282930e+00 
 1904       9.923676305455e+00      -1.162979355973e-04      -2.915577282673e-05      -2.709520414609e-06       6.212562003623e-07       9.501741896186e+00      -3.012800596384e-05      -2.306409550684e-06       4.077494545610e-07       6.849897727920e+00      -8.202605409631e-07       2.741012950511e-07       3.302005288949e+00       9.458844526318e-08       1.468398047602e+00 
 1905       9.925486650077e+00      -1.214920477572e-04      -2.822829626740e-05      -2.413347268525e-06       5.576368516327e-07       9.503550975092e+00      -2.988030244739e-05      -2.025507909765e-06       3.268412198243e-07       6.851495690793e+00      -8.918866488296e-07       2.973673984865e-07       3.302981396538e+00       1.009531633779e-07       1.468906643531e+00 
 1906       9.927295883252e+00      -1.266686296712e-04      -2.716193894690e-05      -2.097263612212e-06       4.891467473622e-07       9.505359053139e+00      -2.952510118444e-05      -1.725200348668e-06       2.415983862159e-07       6.853092928210e+00      -9.612250962144e-07       3.195523397365e-07       3.303957139736e+00       1.073210871994e-07       1.469415070883e+00 
 1907       9.929103989222e+00      -1.318357992150e-04      -2.596821796732e-05      -1.765464390013e-06       4.165161620570e-07       9.507166127037e+00      -2.906571211048e-05      -1.409300319996e-06       1.530501016450e-07       6.854689439720e+00      -1.028131264380e-06       3.404767608611e-07       3.304932518948e+00       1.136779097846e-07       1.469923329822e+00 
 1908       9.930910952112e+00      -1.370017085637e-04      -2.465870010823e-05      -1.422162337428e-06       3.404784811307e-07       9.508972193431e+00      -2.850546010739e-05      -1.081637462345e-06       6.222987317523e-08       6.856285224839e+00      -1.092459951548e-06       3.599605625290e-07       3.305907534570e+00       1.200092642275e-07       1.470431420506e+00 
 1909       9.932716755922e+00      -1.421745442375e-04      -2.324500189234e-05      -1.071588004510e-06       2.617702050014e-07       9.510777248900e+00      -2.784768502351e-05      -7.460576215909e-07      -2.982442724541e-08       6.857880283046e+00      -1.154065372143e-06       3.778229030520e-07       3.306882186985e+00       1.263007235803e-07       1.470939343091e+00 
 1910       9.934521384535e+00      -1.473625271461e-04      -2.173878965121e-05      -7.179897792635e-07       1.811309531876e-07       9.512581289957e+00      -2.709574169369e-05      -4.064228721827e-07      -1.220705570550e-07       6.859474613785e+00      -1.212801156041e-06       3.938821974175e-07       3.307856476565e+00       1.325378007754e-07       1.471447097728e+00 
 1911       9.936324821712e+00      -1.525739126340e-04      -2.015177959090e-05      -3.656339110352e-07       9.930346840559e-08       9.514384313051e+00      -2.625299995930e-05      -6.661153842912e-08      -2.134618973481e-07       6.861068216467e+00      -1.268520347815e-06       4.079561163226e-07       3.308830403672e+00       1.387059485465e-07       1.471954684564e+00 
 1912       9.938127051091e+00      -1.578169905258e-04      -1.849573785769e-05      -1.880453391062e-08       1.703362066537e-08       9.516186314562e+00      -2.532284468834e-05       2.694817842107e-07      -3.029474471459e-07       6.862661090467e+00      -1.321075405983e-06       4.198615852072e-07       3.309803968656e+00       1.447905593503e-07       1.472462103741e+00 
 1913       9.939928056191e+00      -1.631000851710e-04      -1.678248060371e-05       3.181963098922e-07      -6.492958863219e-08       9.517987290809e+00      -2.430867579540e-05       5.979462078381e-07      -3.894718176664e-07       6.864253235122e+00      -1.370318202253e-06       4.294147832879e-07       3.310777171854e+00       1.507769652877e-07       1.472969355399e+00 
 1914       9.941727820408e+00      -1.684315554890e-04      -1.502387405269e-05       6.410486466272e-07      -1.458340225990e-07       9.519787238039e+00      -2.321390826182e-05       9.148545308252e-07      -4.719752265951e-07       6.865844649737e+00      -1.416100020770e-06       4.364311425909e-07       3.311750013593e+00       1.566504380256e-07       1.473476439674e+00 
 1915       9.943526327018e+00      -1.738197950144e-04      -1.323183456558e-05       9.454145476263e-07      -2.249244047631e-07       9.521586152438e+00      -2.204197215561e-05       1.216263216526e-06      -5.493934923551e-07       6.867435333580e+00      -1.458271557364e-06       4.407253469858e-07       3.312722494190e+00       1.623961887182e-07       1.473983356695e+00 
 1916       9.945323559172e+00      -1.792732319420e-04      -1.141832870630e-05       1.226938105904e-06      -3.014423149718e-07       9.523384030123e+00      -2.079631265160e-05       1.498212371985e-06      -6.206580283773e-07       6.869025285884e+00      -1.496682918794e-06       4.421113312190e-07       3.313694613948e+00       1.679993679283e-07       1.474490106590e+00 
 1917       9.947119499902e+00      -1.848003291717e-04      -9.595373307347e-06       1.481245412764e-06      -3.746261852955e-07       9.525180867144e+00      -1.948039005143e-05       1.756725726653e-06      -6.846958373709e-07       6.870614505847e+00      -1.531183621997e-06       4.404022799472e-07       3.314666373161e+00       1.734450655493e-07       1.474996689482e+00 
 1918       9.948914132116e+00      -1.904095843538e-04      -7.775035535538e-06       1.703944534402e-06      -4.437112959307e-07       9.526976659486e+00      -1.809767980361e-05       1.987810611089e-06      -7.404295055934e-07       6.872202992629e+00      -1.561622593333e-06       4.354106267709e-07       3.315637772109e+00       1.787183107261e-07       1.475503105490e+00 
 1919       9.950707438599e+00      -1.961095299338e-04      -5.969432957667e-06       1.890625488513e-06      -5.079297711034e-07       9.528771403067e+00      -1.665167252359e-05       2.187457935680e-06      -7.867771971214e-07       6.873790745357e+00      -1.587848167835e-06       4.269480532675e-07       3.316608811062e+00       1.838040717770e-07       1.476009354728e+00 
 1920       9.952499402015e+00      -2.019087331979e-04      -4.190733606194e-06       2.036860220899e-06      -5.665105749728e-07       9.530565093737e+00      -1.514587401374e-05       2.351642169345e-06      -8.226526481206e-07       6.875377763121e+00      -1.609708088448e-06       4.148254880254e-07       3.317579490278e+00       1.886872561147e-07       1.476515437308e+00 
 1921       9.954290004902e+00      -2.078157963175e-04      -2.451156044926e-06       2.138202582067e-06      -6.186795075342e-07       9.532357727280e+00      -1.358380528350e-05       2.476321318248e-06      -8.469651611159e-07       6.876964044975e+00      -1.627049505284e-06       3.988531056769e-07       3.318549810004e+00       1.933527101684e-07       1.477021353335e+00 
 1922       9.956079236768e+00      -2.138365834849e-04      -7.618868568473e-07       2.191567141899e-06      -6.638323395795e-07       9.534149300135e+00      -1.196983937132e-05       2.558620021535e-06      -8.589422921768e-07       6.878549590503e+00      -1.639756361154e-06       3.789290592824e-07       3.319519770492e+00       1.977877681146e-07       1.477527102926e+00 
 1923       9.957867115414e+00      -2.199658791465e-04       8.701760358620e-07       2.199377158785e-06      -7.020556670957e-07       9.535939811574e+00      -1.031171873696e-05       2.600388730163e-06      -8.591006102407e-07       6.880134401529e+00      -1.647861860918e-06       3.553064180896e-07       3.320489372050e+00       2.019899194465e-07       1.478032686245e+00 
 1924       9.959653665772e+00      -2.261956663392e-04       2.439191359557e-06       2.165448149335e-06      -7.336100148438e-07       9.537729261540e+00      -8.618057078307e-06       2.604671587662e-06      -8.482823183952e-07       6.881718480418e+00      -1.651436857052e-06       3.283282604947e-07       3.321458614991e+00       2.059591996344e-07       1.478538103465e+00 
 1925       9.961438912825e+00      -2.325178937891e-04       3.939294132002e-06       2.093611939046e-06      -7.587570588769e-07       9.539517649928e+00      -6.897504316764e-06       2.574525790574e-06      -8.273332367649e-07       6.883301829514e+00      -1.650552541567e-06       2.983391271301e-07       3.322427499618e+00       2.096956466203e-07       1.479043354756e+00 
 1926       9.963222881613e+00      -2.389244758664e-04       5.364595631840e-06       1.987716683672e-06      -7.777596280649e-07       9.541304976582e+00      -5.158746644466e-06       2.513021605577e-06      -7.971028072581e-07       6.884884451141e+00      -1.645280446467e-06       2.656850227795e-07       3.323396026222e+00       2.131993008226e-07       1.479548440285e+00 
 1927       9.965005597225e+00      -2.454072925405e-04       6.709183368053e-06       1.851626890602e-06      -7.908817056195e-07       9.543091241297e+00      -3.410506571494e-06       2.423242386609e-06      -7.584440983146e-07       6.886466347596e+00      -1.635692444212e-06       2.307134182921e-07       3.324364195083e+00       2.164702051398e-07       1.480053360214e+00 
 1928       9.966787084809e+00      -2.519581893350e-04       7.967121049431e-06       1.689223440227e-06      -7.983884306185e-07       9.544876443817e+00      -1.661542973088e-06       2.308284591989e-06      -7.122138096526e-07       6.888047521159e+00      -1.621860748177e-06       1.937732524970e-07       3.325332006469e+00       2.195084049550e-07       1.480558114701e+00 
 1929       9.968567369561e+00      -2.585689772826e-04       9.132448554035e-06       1.504403607319e-06      -8.005460995310e-07       9.546660583839e+00       7.934886313646e-08       2.171257801543e-06      -6.592722770166e-07       6.889627974084e+00      -1.603857913111e-06       1.552149341176e-07       3.326299460637e+00       2.223139481402e-07       1.481062703901e+00 
 1930       9.970346476736e+00      -2.652314328805e-04       1.019918189866e-05       1.301081082398e-06      -7.976221677420e-07       9.548443661006e+00       1.803337189973e-06       2.015284733726e-06      -6.004834769242e-07       6.891207708606e+00      -1.581756835602e-06       1.153903436861e-07       3.327266557834e+00       2.248868850602e-07       1.481567127964e+00 
 1931       9.972124431638e+00      -2.719372980451e-04       1.116131320832e-05       1.083185993107e-06      -7.898852510770e-07       9.550225674916e+00       3.501553753409e-06       1.843501262747e-06      -5.367150314137e-07       6.892786726934e+00      -1.555630754533e-06       7.465283545773e-08       3.328233298292e+00       2.272272685772e-07       1.482071387037e+00 
 1932       9.973901259628e+00      -2.786782800669e-04       1.201281068568e-05       8.546649255841e-07      -7.776051273271e-07       9.552006625111e+00       5.165093745410e-06       1.659056435688e-06      -4.688382127913e-07       6.894365031257e+00      -1.525553251542e-06       3.335723932546e-08       3.329199682236e+00       2.293351540549e-07       1.482575481263e+00 
 1933       9.975676986120e+00      -2.854460515661e-04       1.274761858055e-05       6.194809458375e-07      -7.610527377735e-07       9.553786511087e+00       6.785015756705e-06       1.465112489634e-06      -3.977279483786e-07       6.895942623741e+00      -1.491598251488e-06      -8.140137265928e-09       3.330165709876e+00       2.312105993626e-07       1.483079410782e+00 
 1934       9.977451636580e+00      -2.922322504471e-04       1.335965715932e-05       3.816136211155e-07      -7.405001887123e-07       9.555565332288e+00       8.352341729573e-06       1.264844868791e-06      -3.242628252598e-07       6.897519506529e+00      -1.453840022905e-06      -4.948150740520e-08       3.331131381413e+00       2.328536648796e-07       1.483583175728e+00 
 1935       9.979225236530e+00      -2.990284798538e-04       1.384282267447e-05       1.450590412800e-07      -7.162207529795e-07       9.557343088107e+00       9.858056910622e-06       1.061442241611e-06      -2.493250950291e-07       6.899095681741e+00      -1.412353178466e-06      -9.030760280036e-08       3.332096697034e+00       2.342644134993e-07       1.484086776233e+00 
 1936       9.980997811544e+00      -3.058263081246e-04       1.419098733400e-05      -8.617015982028e-08      -6.884888714754e-07       9.559119777887e+00       1.129310980358e-05       8.581065179174e-07      -1.738006785380e-07       6.900671151477e+00      -1.367212675444e-06      -1.302576718642e-07       3.333061656916e+00       2.354429106335e-07       1.484590212424e+00 
 1937       9.982769387252e+00      -3.126172687474e-04       1.439799927090e-05      -3.080447829775e-07      -6.575801546895e-07       9.560895400920e+00       1.264841212208e-05       6.580528660246e-07      -9.857917064251e-08       6.902245917811e+00      -1.318493816170e-06      -1.689694777999e-07       3.334026261225e+00       2.363892242166e-07       1.485093484425e+00 
 1938       9.984539989335e+00      -3.193928603145e-04       1.445768251263e-05      -5.165190422520e-07      -6.237713842256e-07       9.562669956448e+00       1.391483874243e-05       4.645097298647e-07      -2.455384495084e-08       6.903819982796e+00      -1.266272248493e-06      -2.060792966866e-07       3.334990510114e+00       2.371034247098e-07       1.485596592354e+00 
 1939       9.986309643530e+00      -3.261445464780e-04       1.436383695057e-05      -7.075305435993e-07      -5.873405143259e-07       9.564443443661e+00       1.508322765643e-05       2.807188461093e-07       4.737834142968e-08       6.905393348462e+00      -1.210623966245e-06      -2.412219155651e-07       3.335954403724e+00       2.375855851056e-07       1.486099536329e+00 
 1940       9.988078375628e+00      -3.328637559044e-04       1.411023830949e-05      -8.770002634979e-07      -5.485666733964e-07       9.566215861697e+00       1.614437992412e-05       1.099352612935e-07       1.163167431450e-07       6.906966016814e+00      -1.151625309697e-06      -2.740306305232e-07       3.336917942187e+00       2.378357809316e-07       1.486602316459e+00 
 1941       9.989846211473e+00      -3.395418822300e-04       1.369063811703e-05      -1.020832527576e-06      -5.077301655313e-07       9.567987209645e+00       1.708905962658e-05      -4.457265106146e-08       1.813570218472e-07       6.908537989838e+00      -1.089352966020e-06      -3.041372447815e-07       3.337881125620e+00       2.378540902550e-07       1.487104932853e+00 
 1942       9.991613176962e+00      -3.461702840158e-04       1.309876367313e-05      -1.134914989239e-06      -4.651124720379e-07       9.569757486541e+00       1.790799381874e-05      -1.795231733240e-07       2.415911414470e-07       6.910109269494e+00      -1.023883969747e-06      -3.311720667791e-07       3.338843954131e+00       2.376405936866e-07       1.487607385615e+00 
 1943       9.993379298047e+00      -3.527402847022e-04       1.232831801955e-05      -1.215118608298e-06      -4.209962529613e-07       9.571526691371e+00       1.859187248210e-05      -2.916212266293e-07       2.961073633665e-07       6.911679857720e+00      -9.552957032334e-07      -3.547639082589e-07       3.339806427814e+00       2.371953743854e-07       1.488109674843e+00 
 1944       9.995144600735e+00      -3.592431725648e-04       1.137297990927e-05      -1.257297629593e-06      -3.756653486092e-07       9.573294823068e+00       1.913134847759e-05      -3.775583537556e-07       3.439902417918e-07       6.913249756429e+00      -8.836658971157e-07      -3.745400823532e-07       3.340768546752e+00       2.365185180626e-07       1.488611800635e+00 
 1945       9.996909111086e+00      -3.656702006687e-04       1.022640377601e-05      -1.257289561627e-06      -3.294047810767e-07       9.575061880514e+00       1.951703749831e-05      -4.340127020013e-07       3.843206189257e-07       6.914818967515e+00      -8.090726307736e-07      -3.901264016696e-07       3.341730311018e+00       2.356101129856e-07       1.489113763081e+00 
 1946       9.998672848482e+00      -3.720124805633e-04       8.886408835822e-06      -1.212231162896e-06      -2.824915498079e-07       9.576827863987e+00       1.974213648026e-05      -4.586549400396e-07       4.164156554235e-07       6.916387492710e+00      -7.316279195256e-07      -4.012552427454e-07       3.342691720720e+00       2.344725943089e-07       1.489615562284e+00 
 1947       1.000043580538e+01      -3.782606625821e-04       7.367580896003e-06      -1.124517263856e-06      -2.351669395408e-07       9.578592779515e+00       1.981030045788e-05      -4.531743135147e-07       4.405509047622e-07       6.917955333189e+00      -6.515787514481e-07      -4.080906317618e-07       3.343652776157e+00       2.331177963309e-07       1.490117198401e+00 
 1948       1.000219796739e+01      -3.844052530488e-04       5.688765263134e-06      -9.978716765396e-07      -1.876640071293e-07       9.580356634552e+00       1.972782485601e-05      -4.202753141891e-07       4.572436601094e-07       6.919522489963e+00      -5.692068113686e-07      -4.109055999739e-07       3.344613477665e+00       2.315599532850e-07       1.490618671599e+00 
 1949       1.000395932003e+01      -3.904367202714e-04       3.868886317175e-06      -8.360339101207e-07      -1.402167698315e-07       9.582119436540e+00       1.950103244575e-05      -3.626738268041e-07       4.670134150062e-07       6.921088964020e+00      -4.847949646378e-07      -4.099743408092e-07       3.345573825571e+00       2.298133599069e-07       1.491119982045e+00 
 1950       1.000571984870e+01      -3.963454944936e-04       1.926947613614e-06      -6.427591912245e-07      -9.306020654303e-08       9.583881192900e+00       1.913627338015e-05      -2.830971438160e-07       4.703818662231e-07       6.922654756319e+00      -3.986272586540e-07      -4.055722113754e-07       3.346533820190e+00       2.278923715135e-07       1.491621129898e+00 
 1951       1.000747953868e+01      -4.021219678466e-04      -1.179680143886e-07      -4.218184842337e-07      -4.643025902970e-08       9.585641911040e+00       1.863992522998e-05      -1.842839801330e-07       4.678729166145e-07       6.924219867792e+00      -3.109889243875e-07      -3.979757339692e-07       3.347493461827e+00       2.258114040807e-07       1.492122115315e+00 
 1952       1.000923837515e+01      -4.077564943011e-04      -2.246698353863e-06      -1.769985115964e-07      -5.638331611600e-10       9.587401598350e+00       1.801839301940e-05      -6.898448785051e-08       4.600126779741e-07       6.925784299346e+00      -2.221663779042e-07      -3.874625975842e-07       3.348452750777e+00       2.235849343225e-07       1.492622938450e+00 
 1953       1.001099634316e+01      -4.132393896184e-04      -4.440001709882e-06       8.789822586659e-08       4.430119985607e-08       9.589160262203e+00       1.727810926169e-05       6.003972901147e-08       4.473294738894e-07       6.927348051857e+00      -1.324472218903e-07      -3.743116594192e-07       3.349411687321e+00       2.212274997690e-07       1.493123599452e+00 
 1954       1.001275342767e+01      -4.185609313022e-04      -6.678556803420e-06       3.690534286539e-07       8.792600224538e-08       9.590917909956e+00       1.642553399497e-05       2.000155997727e-07       4.303538425972e-07       6.928911126179e+00      -4.212024717641e-08      -3.588029463865e-07       3.350370271734e+00       2.187536988455e-07       1.493624098468e+00 
 1955       1.001450961349e+01      -4.237113585509e-04      -8.942962669212e-06       6.626329782760e-07       1.300707684269e-07       9.592674548951e+00       1.546715481793e-05       3.481585723561e-07       4.096185398381e-07       6.930473523136e+00       4.852456573848e-08      -3.412176566199e-07       3.351328504275e+00       2.161781909500e-07       1.494124435640e+00 
 1956       1.001626488536e+01      -4.286808722083e-04      -1.121373855361e-05       9.647869169475e-07       1.704947237843e-07       9.594430186509e+00       1.440948692549e-05       5.016725985516e-07       3.856585417122e-07       6.932035243524e+00       1.391960451626e-07      -3.218381609835e-07       3.352286385197e+00       2.135156965329e-07       1.494624611105e+00 
 1957       1.001801922787e+01      -4.334596347159e-04      -1.347132381243e-05       1.271649427280e-06       2.089561234315e-07       9.596184829939e+00       1.325907314460e-05       6.577501192794e-07       3.590110475334e-07       6.933596288114e+00       2.296018266874e-07      -3.009480045792e-07       3.353243914740e+00       2.107809971742e-07       1.495124624999e+00 
 1958       1.001977262552e+01      -4.380377700644e-04      -1.569607780885e-05       1.579338811974e-06       2.452122509798e-07       9.597938486529e+00       1.202248396989e-05       8.135720498542e-07       3.302154826848e-07       6.935156657649e+00       3.194483516632e-07      -2.788319082558e-07       3.354201093131e+00       2.079889356632e-07       1.495624477452e+00 
 1959       1.002152506268e+01      -4.424053637456e-04      -1.786827981118e-05       1.883957473512e-06       2.790194173040e-07       9.599691163553e+00       1.070631759940e-05       9.663077652485e-07       2.998135014737e-07       6.936716352844e+00       4.084408656751e-07      -2.557757701163e-07       3.355157920589e+00       2.051544160759e-07       1.496124168593e+00 
 1960       1.002327652363e+01      -4.465524627035e-04      -1.996812889084e-05       2.181591893849e-06       3.101329593101e-07       9.601442868267e+00       9.317199970306e-06       1.113115085356e-06       2.683489899864e-07       6.938275374387e+00       4.962834170185e-07      -2.320666670269e-07       3.356114397321e+00       2.022924038542e-07       1.496623698543e+00 
 1961       1.002502699250e+01      -4.504690752865e-04      -2.197574382011e-05       2.468312614108e-06       3.383072387014e-07       9.603193607909e+00       7.861784794652e-06       1.251140260257e-06       2.363680689436e-07       6.939833722938e+00       5.826788551757e-07      -2.079928561249e-07       3.357070523524e+00       1.994179258843e-07       1.497123067423e+00 
 1962       1.002677645333e+01      -4.541451711989e-04      -2.387116297005e-05       2.740174214270e-06       3.632956407456e-07       9.604943389701e+00       6.346753595027e-06       1.377517955478e-06       2.044190965549e-07       6.941391399130e+00       6.673288292906e-07      -1.838437763271e-07       3.358026299382e+00       1.965460705747e-07       1.497622275348e+00 
 1963       1.002852489003e+01      -4.575706814525e-04      -2.563434420832e-05       2.993215292866e-06       3.848505730416e-07       9.606692220847e+00       4.778815740309e-06       1.489371237262e-06       1.730526713741e-07       6.942948403568e+00       7.499337866455e-07      -1.599100498378e-07       3.358981725069e+00       1.936919879352e-07       1.498121322430e+00 
 1964       1.003027228642e+01      -4.607354983184e-04      -2.724516479708e-05       3.223458446673e-06       4.027234642863e-07       9.608440108536e+00       3.164708481372e-06       1.583811557824e-06       1.428216351543e-07       6.944504736830e+00       8.301929711364e-07      -1.364834836573e-07       3.359936800748e+00       1.908708896551e-07       1.498620208778e+00 
 1965       1.003201862618e+01      -4.636294752785e-04      -2.868342129079e-05       3.426910250402e-06       4.166647630412e-07       9.610187059935e+00       1.511196986802e-06       1.657938740621e-06       1.142810757028e-07       6.946060399466e+00       9.078044217489e-07      -1.138570710899e-07       3.360891526571e+00       1.880980491819e-07       1.499118934495e+00 
 1966       1.003376389287e+01      -4.662424269773e-04      -2.992882943414e-05       3.599561236393e-06       4.264239364996e-07       9.611933082199e+00      -1.749256213854e-07       1.708840965615e-06       8.798832973582e-08       6.947615391997e+00       9.824649710339e-07      -9.232499325260e-08       3.361845902679e+00       1.853888017993e-07       1.499617499682e+00 
 1967       1.003550806997e+01      -4.685641291736e-04      -3.096102405983e-05       3.737385874306e-06       4.317494692530e-07       9.613678182462e+00      -1.886838232029e-06       1.733594754532e-06       6.450298573410e-08       6.949169714919e+00       1.053870243584e-06      -7.218262058268e-08       3.362799929201e+00       1.827585447065e-07       1.500115904436e+00 
 1968       1.003725114081e+01      -4.705843186921e-04      -3.175955898649e-05       3.836342550815e-06       4.323888620583e-07       9.615422367842e+00      -3.617691709108e-06       1.729264956132e-06       4.438688679742e-08       6.950723368696e+00       1.121714654508e-06      -5.372651434648e-08       3.363753606256e+00       1.802227370958e-07       1.500614148849e+00 
 1969       1.003899308861e+01      -4.722926933749e-04      -3.230390691649e-05       3.892373549300e-06       4.280886306040e-07       9.617165645438e+00      -5.360608856023e-06       1.692904731467e-06       2.820413349982e-08       6.952276353767e+00       1.185691407909e-06      -3.725442814742e-08       3.364706933951e+00       1.777969002316e-07       1.501112233010e+00 
 1970       1.004073389920e+01      -4.736833875113e-04      -3.257930481378e-05       3.902626561089e-06       4.187164273820e-07       9.618908021453e+00      -7.108600738536e-06       1.622524728402e-06       1.636953321075e-08       6.953828670400e+00       1.245547921052e-06      -2.298670616199e-08       3.365659912444e+00       1.754941872563e-07       1.501610157014e+00 
 1971       1.004247356919e+01      -4.747684345712e-04      -3.259433771754e-05       3.869129180881e-06       4.046284016281e-07       9.620649498551e+00      -8.854315045674e-06       1.520008506216e-06       8.692711457068e-09       6.955380318264e+00       1.301252550090e-06      -1.082983642893e-08       3.366612542131e+00       1.733180727136e-07       1.502107920992e+00 
