# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:dens[1]-dens[1]        3:dens[1]-dens[2]        4:dens[1]-dens[3]        5:dens[1]-dens[4]        6:dens[1]-dens[5]        7:dens[2]-dens[2]        8:dens[2]-dens[3]        9:dens[2]-dens[4]       10:dens[2]-dens[5]       11:dens[3]-dens[3]       12:dens[3]-dens[4]       13:dens[3]-dens[5]       14:dens[4]-dens[4]       15:dens[4]-dens[5]       16:dens[5]-dens[5]    
  458       5.228656280164e+00       2.469714535247e-05      -3.427341662028e-07       1.846185516561e-07      -5.712147442986e-09       4.912948229884e+00      -1.093160926719e-06      -9.844182258293e-09      -1.201302876725e-08       3.140745739804e+00       1.147373380598e-07       5.873339042096e-12       1.222214999072e+00      -6.904458547134e-09       4.542073141672e-01 
  459       5.234929158511e+00       2.462558206555e-05      -4.338703660902e-07       1.684159905514e-07      -9.989274321040e-09       4.918996379038e+00      -1.163054570423e-06      -1.158476234191e-08      -1.580747799105e-08       3.145300709425e+00       1.087753949132e-07      -1.092773490929e-09       1.224470472108e+00      -7.377421351780e-09       4.551370535916e-01 
  460       5.241192085816e+00       2.452351866714e-05      -5.289651135249e-07       1.492106249038e-07      -1.454743379376e-08       4.925035181472e+00      -1.244676720000e-06      -1.403644973638e-08      -2.031064594900e-08       3.149849426681e+00       1.014943303803e-07      -2.264734224219e-09       1.226729757219e+00      -8.040640154258e-09       4.560631872733e-01 
  461       5.247445107915e+00       2.440231441426e-05      -6.260648172467e-07       1.279720521090e-07      -1.927334716546e-08       4.931064675112e+00      -1.333763750897e-06      -1.701281955999e-08      -2.527594549580e-08       3.154391916510e+00       9.328292717441e-08      -3.484893741078e-09       1.228992871339e+00      -8.855039629952e-09       4.569858961953e-01 
  462       5.253688265243e+00       2.427353072846e-05      -7.231814011421e-07       1.056871888367e-07      -2.405172644372e-08       4.937084892866e+00      -1.425976124332e-06      -2.032409276240e-08      -3.045239371222e-08       3.158928201379e+00       8.453693252978e-08      -4.727689722121e-09       1.231259829982e+00      -9.780834506912e-09       4.579053647879e-01 
  463       5.259921592774e+00       2.414893229867e-05      -8.182921166658e-07       8.336036562423e-08      -2.876526339182e-08       4.943095862577e+00      -1.516897973099e-06      -2.377711776116e-08      -3.558458791146e-08       3.163458301263e+00       7.565909627556e-08      -5.967110208891e-09       1.233530647232e+00      -1.077752566709e-08       4.588217809468e-01 
  464       5.266145119973e+00       2.404048818411e-05      -9.093393552623e-07       6.201342147002e-08      -3.329461858128e-08       4.949097606971e+00      -1.602036687352e-06      -2.717535207826e-08      -4.041268164549e-08       3.167982233615e+00       6.705920890946e-08      -7.176691164437e-09       1.235805335727e+00      -1.180389624759e-08       4.597353360514e-01 
  465       5.272358870731e+00       2.396037291722e-05      -9.942304607881e-07       4.268579842744e-08      -3.751841044431e-08       4.955090143607e+00      -1.676822500406e-06      -3.031884397668e-08      -4.467236071145e-08       3.172500013340e+00       5.915413967162e-08      -8.329514033879e-09       1.238083906644e+00      -1.281800774188e-08       4.606462249829e-01 
  466       5.278562863320e+00       2.392096760650e-05      -1.070837541933e-06       2.643463619839e-08      -4.131320432632e-08       4.961073484825e+00      -1.736608074530e-06      -3.300421409692e-08      -4.809481915791e-08       3.177011652768e+00       5.236787461843e-08      -9.398203304981e-09       1.240366369689e+00      -1.377719610105e-08       4.615546461430e-01 
  467       5.284757118293e+00       2.393183659226e-05      -1.137507340471e-06       1.408441937808e-08      -4.458231531987e-08       4.967047646094e+00      -1.777772588061e-06      -3.507170363585e-08      -5.047025248116e-08       3.181517165960e+00       4.703475232854e-08      -1.036108371235e-08       1.242652686557e+00      -1.464601538539e-08       4.624607984693e-01 
  468       5.290941682586e+00       2.399055158653e-05      -1.194608686317e-06       5.467149365011e-09      -4.734322585740e-08       4.973012671460e+00      -1.801072666741e-06      -3.654796816826e-08      -5.184056137888e-08       3.186016581815e+00       4.310577830384e-08      -1.122086776591e-08       1.244942629753e+00      -1.542034880961e-08       4.633648723435e-01 
  469       5.297116606060e+00       2.409158403304e-05      -1.243032849991e-06       1.587030063742e-10      -4.964286813149e-08       4.978968608788e+00      -1.808394961231e-06      -3.750769326244e-08      -5.231260019168e-08       3.190509931317e+00       4.043324223283e-08      -1.198654521734e-08       1.247235919351e+00      -1.610404066934e-08       4.642670584358e-01 
  470       5.303281933556e+00       2.422930317440e-05      -1.283687934041e-06      -2.272901253437e-09      -5.152906119432e-08       4.984915501392e+00      -1.801661268093e-06      -3.802693726415e-08      -5.199521289503e-08       3.194997243217e+00       3.886667879728e-08      -1.266727694916e-08       1.249532269079e+00      -1.670101711076e-08       4.651675506993e-01 
  471       5.309437704844e+00       2.439797549441e-05      -1.317498965515e-06      -2.267546289390e-09      -5.305051583063e-08       4.990853387987e+00      -1.782828722019e-06      -3.818313877551e-08      -5.099924398013e-08       3.199478544010e+00       3.825285259591e-08      -1.327239591734e-08       1.251831386284e+00      -1.721528659549e-08       4.660665463859e-01 
  472       5.315583954574e+00       2.459176416035e-05      -1.345407988437e-06      -2.730592123684e-10      -5.425683943062e-08       4.996782302639e+00      -1.753889988065e-06      -3.805512413375e-08      -4.943754933500e-08       3.203953857907e+00       3.843574306804e-08      -1.381140809384e-08       1.254132971887e+00      -1.765094036547e-08       4.669642460631e-01 
  473       5.321720712222e+00       2.480472846527e-05      -1.368374156275e-06       3.254745714271e-09      -5.519854086290e-08       5.002702274723e+00      -1.716873453877e-06      -3.772311489008e-08      -4.742500712545e-08       3.208423206813e+00       3.925652941729e-08      -1.429399340920e-08       1.256436720351e+00      -1.801215290794e-08       4.678608536307e-01 
  474       5.327848002043e+00       2.503082327030e-05      -1.387373824416e-06       7.852024158145e-09      -5.592703534746e-08       5.008613328876e+00      -1.673843421923e-06      -3.726873528850e-08      -4.507852867605e-08       3.212886610304e+00       4.055357553521e-08      -1.473000669512e-08       1.258742319634e+00      -1.830318242026e-08       4.687565763375e-01 
  475       5.333965843018e+00       2.526389844697e-05      -1.403400642636e-06       1.304685880128e-08      -5.649464932854e-08       5.014515484947e+00      -1.626900301721e-06      -3.677501974465e-08      -4.251706935112e-08       3.217344085600e+00       4.216241492497e-08      -1.512947862701e-08       1.261049451160e+00      -1.852837127488e-08       4.696516247978e-01 
  476       5.340074248802e+00       2.549769831946e-05      -1.417465647574e-06       1.835921642358e-08      -5.695462534765e-08       5.020408757955e+00      -1.578180802072e-06      -3.632642032459e-08      -3.986163943575e-08       3.221795647541e+00       4.391573562503e-08      -1.550261666661e-08       1.263357789769e+00      -1.869214648420e-08       4.705462130077e-01 
  477       5.346173227676e+00       2.572586110694e-05      -1.430597355202e-06       2.330090498623e-08      -5.736112691645e-08       5.026293158039e+00      -1.529858123290e-06      -3.600881422367e-08      -3.723531501678e-08       3.226241308566e+00       4.564336513281e-08      -1.585980600451e-08       1.265667003685e+00      -1.879902016553e-08       4.714405583625e-01 
  478       5.352262782496e+00       2.594191836584e-05      -1.443841853299e-06       2.737553071517e-08      -5.776924338970e-08       5.032168690414e+00      -1.484142149427e-06      -3.590951124531e-08      -3.476324886380e-08       3.230681078683e+00       4.717225532835e-08      -1.621161050277e-08       1.267976754477e+00      -1.885359000593e-08       4.723348816727e-01 
  479       5.358342921366e+00       2.614041925625e-05      -1.457978205513e-06       3.019466133416e-08      -5.822134081971e-08       5.038035364077e+00      -1.442793497906e-06      -3.609740939576e-08      -3.254311319456e-08       3.235114969545e+00       4.836500062707e-08      -1.656809378492e-08       1.270286697852e+00      -1.886047041999e-08       4.732293958100e-01 
  480       5.364413690123e+00       2.632034202890e-05      -1.472654969174e-06       3.183028322206e-08      -5.870564868961e-08       5.043893218317e+00      -1.405649045353e-06      -3.656278359954e-08      -3.055541854786e-08       3.239543006856e+00       4.923670971314e-08      -1.693675791179e-08       1.272596486163e+00      -1.882408277811e-08       4.741242712323e-01 
  481       5.370475140744e+00       2.648178501106e-05      -1.487227644644e-06       3.247296018398e-08      -5.919642548775e-08       5.049742296918e+00      -1.372052015942e-06      -3.727568372401e-08      -2.875049365911e-08       3.243965218290e+00       4.984165229035e-08      -1.732454398123e-08       1.274905765899e+00      -1.874885972529e-08       4.750196694451e-01 
  482       5.376527320655e+00       2.662485117564e-05      -1.501040937686e-06       3.231661240921e-08      -5.966749680812e-08       5.055582639437e+00      -1.341334015534e-06      -3.820561832152e-08      -2.707780288088e-08       3.248381629410e+00       5.023505166300e-08      -1.773850690891e-08       1.277214176824e+00      -1.863931434015e-08       4.759157542877e-01 
  483       5.382570272693e+00       2.674964817047e-05      -1.513428703350e-06       3.155853420505e-08      -6.009225309698e-08       5.061414281162e+00      -1.312814970186e-06      -3.932155174712e-08      -2.548594163171e-08       3.252792263645e+00       5.047308977088e-08      -1.818581601602e-08       1.279521351933e+00      -1.850004056358e-08       4.768126919445e-01 
  484       5.388604035057e+00       2.685628834775e-05      -1.523713889865e-06       3.039941173069e-08      -6.044364739947e-08       5.067237253071e+00      -1.285803064650e-06      -4.059190127628e-08      -2.392263184487e-08       3.257197142268e+00       5.061291222424e-08      -1.867375561708e-08       1.281826917417e+00      -1.833571362754e-08       4.777106509550e-01 
  485       5.394628641264e+00       2.694488879336e-05      -1.531208482519e-06       2.904334073099e-08      -6.069419310627e-08       5.073051581788e+00      -1.259594680874e-06      -4.198453422264e-08      -2.233471741716e-08       3.261596284374e+00       5.071263333872e-08      -1.920972560761e-08       1.284130492620e+00      -1.815109048376e-08       4.786098022252e-01 
  486       5.400644120106e+00       2.701557135626e-05      -1.535213447555e-06       2.769784427034e-08      -6.081596170016e-08       5.078857289542e+00      -1.233474336508e-06      -4.346676505565e-08      -2.066815965767e-08       3.265989706855e+00       5.083134117031e-08      -1.980124205194e-08       1.286431690004e+00      -1.795101023247e-08       4.795103190379e-01 
  487       5.406650495601e+00       2.706846267783e-05      -1.535018676052e-06       2.657389046650e-08      -6.078058050270e-08       5.084654394126e+00      -1.206714623400e-06      -4.500535251837e-08      -1.886803273659e-08       3.270377424383e+00       5.102910255032e-08      -2.045593777094e-08       1.288730115111e+00      -1.774039455118e-08       4.804123770632e-01 
  488       5.412647786948e+00       2.710369422126e-05      -1.529902927812e-06       2.588591022444e-08      -6.055923042083e-08       5.090442908856e+00      -1.178576146104e-06      -4.656649674515e-08      -1.687851913395e-08       3.274759449383e+00       5.136696812036e-08      -2.118156292972e-08       1.291025366520e+00      -1.752424812333e-08       4.813161543696e-01 
  489       5.418636008487e+00       2.712140230093e-05      -1.519133775255e-06       2.585181497014e-08      -6.012264369351e-08       5.096222842525e+00      -1.148307460381e-06      -4.811583637932e-08      -1.464290508844e-08       3.279135792013e+00       5.190697736724e-08      -2.198598562545e-08       1.293317035814e+00      -1.730765906710e-08       4.822218314345e-01 
  490       5.424615169647e+00       2.712172811172e-05      -1.501967547295e-06       2.669301438448e-08      -5.944110163831e-08       5.101994199365e+00      -1.115145011697e-06      -4.961844569096e-08      -1.210357604619e-08       3.283506460142e+00       5.271216365797e-08      -2.287719247504e-08       1.295604707537e+00      -1.709579936410e-08       4.831295911549e-01 
  491       5.430585283412e+00       2.710537852194e-05      -1.478109054634e-06       2.853396758734e-08      -5.849719797712e-08       5.107756988232e+00      -1.078649550785e-06      -5.105527942234e-08      -9.228944298335e-09       3.287871463010e+00       5.382452105171e-08      -2.385504382801e-08       1.297888001624e+00      -1.689244686371e-08       4.840396032201e-01 
  492       5.436546392069e+00       2.707532666648e-05      -1.449105860518e-06       3.109752736332e-08      -5.732454930621e-08       5.113511250556e+00      -1.039726467938e-06      -5.247304906369e-08      -6.095118623636e-09       3.292230822377e+00       5.519817651583e-08      -2.488626954112e-08       1.300166702158e+00      -1.669550226172e-08       4.849519766996e-01 
  493       5.442498542132e+00       2.703516178946e-05      -1.416995202936e-06       3.400060583346e-08      -5.597022693526e-08       5.119257033134e+00      -9.996355636592e-07      -5.393581842035e-08      -2.806645038918e-09       3.296584561661e+00       5.676424794140e-08      -2.592873364301e-08       1.302440632348e+00      -1.650134016257e-08       4.858668060716e-01 
  494       5.448441775863e+00       2.698853334303e-05      -1.383848119758e-06       3.685379286291e-08      -5.448209907566e-08       5.124994378945e+00      -9.596574100607e-07      -5.550869475823e-08       5.301978245854e-10       3.300932702266e+00       5.845269746363e-08      -2.693960923369e-08       1.304709612396e+00      -1.630627519061e-08       4.867841867373e-01 
  495       5.454376131234e+00       2.693915129530e-05      -1.351769621017e-06       3.926132388836e-08      -5.290883492843e-08       5.130723327106e+00      -9.210934565031e-07      -5.725783409187e-08       3.807389893985e-09       3.305275263557e+00       6.019232554943e-08      -2.787537497645e-08       1.306973459473e+00      -1.610656168447e-08       4.877042150232e-01 
  496       5.460301641884e+00       2.689078643828e-05      -1.322898861192e-06       4.082104774551e-08      -5.129990877205e-08       5.136443912842e+00      -8.852661352444e-07      -5.925044647255e-08       6.915160827486e-09       3.309612262844e+00       6.191076508497e-08      -2.869181158973e-08       1.309231987707e+00      -1.589839339134e-08       4.886269881845e-01 
  497       5.466218337075e+00       2.684727069579e-05      -1.299409311490e-06       4.112439449650e-08      -4.970560405039e-08       5.142156167441e+00      -8.535189670849e-07      -6.155480127632e-08       9.741981187148e-09       3.313943715361e+00       6.353447546323e-08      -2.934399833902e-08       1.311485008161e+00      -1.567790316134e-08       4.895526044080e-01 
  498       5.472126241657e+00       2.681249743141e-05      -1.283508932127e-06       3.975634325739e-08      -4.817701746056e-08       5.147860118224e+00      -8.272166670133e-07      -6.424023249208e-08       1.217455361163e-08       3.318269634242e+00       6.498873667154e-08      -2.978630952871e-08       1.313732328818e+00      -1.544116264184e-08       4.904811628147e-01 
  499       5.478025376023e+00       2.679042175637e-05      -1.277440344611e-06       3.629539002557e-08      -4.676606304078e-08       5.153555788503e+00      -8.077452498527e-07      -6.737714400962e-08       1.409780398895e-08       3.322590030506e+00       6.619764337916e-08      -2.997241099404e-08       1.315973754562e+00      -1.518418197177e-08       4.914127634629e-01 
  500       5.483915756071e+00       2.678506083748e-05      -1.283481004024e-06       3.031351550721e-08      -4.552547625826e-08       5.159243197544e+00      -7.965121359061e-07      -7.103701490772e-08       1.539487262923e-08       3.326904913033e+00       6.708409902480e-08      -2.985525659292e-08       1.318209087161e+00      -1.490290947598e-08       4.923475073511e-01 
  501       5.489797393159e+00       2.680049420510e-05      -1.303943371304e-06       2.137615294473e-08      -4.450881809710e-08       5.164922360532e+00      -7.949462566024e-07      -7.529240474219e-08       1.594710543746e-08       3.331214288542e+00       6.756980990418e-08      -2.938708469785e-08       1.320438125251e+00      -1.459323135958e-08       4.932854964212e-01 
  502       5.495670294066e+00       2.684086406099e-05      -1.341175085525e-06       9.042155944249e-09      -4.377047914616e-08       5.170593288533e+00      -8.044981601425e-07      -8.021695883395e-08       1.563404508625e-08       3.335518161578e+00       6.757527925759e-08      -2.851941468779e-08       1.322660664316e+00      -1.425097140224e-08       4.942268335607e-01 
  503       5.501534470204e+00       2.690874266951e-05      -1.396619857774e-06      -6.955719994547e-09      -4.334269969629e-08       5.176255994482e+00      -8.260864553367e-07      -8.585612554506e-08       1.438259900938e-08       3.339816538679e+00       6.704967512346e-08      -2.722452733875e-08       1.324876547672e+00      -1.387443337762e-08       4.951716062642e-01 
  504       5.507389965610e+00       2.700018197351e-05      -1.467969930550e-06      -2.616356655698e-08      -4.316589075519e-08       5.181910511432e+00      -8.584193203171e-07      -9.213836590411e-08       1.231612530968e-08       3.344109441089e+00       6.606139598300e-08      -2.556059639611e-08       1.327085821070e+00      -1.347210980494e-08       4.961198370893e-01 
  505       5.513236829682e+00       2.710952140680e-05      -1.551931599335e-06      -4.793780896603e-08      -4.315630578456e-08       5.187556874760e+00      -8.996246555336e-07      -9.896138634519e-08       9.609641421468e-09       3.348396892373e+00       6.471011286610e-08      -2.360843386953e-08       1.329288582530e+00      -1.305519555299e-08       4.970715317732e-01 
  506       5.519075107963e+00       2.723100739915e-05      -1.645156771495e-06      -7.162423518684e-08      -4.322883566781e-08       5.193195116156e+00      -9.477991993585e-07      -1.062211859310e-07       6.441051644565e-09       3.352678914243e+00       6.309714067140e-08      -2.145018313322e-08       1.331484931749e+00      -1.263506617320e-08       4.980266954404e-01 
  507       5.524904842106e+00       2.735879291127e-05      -1.744242693957e-06      -9.655794265298e-08      -4.329700191845e-08       5.198825263583e+00      -1.001008371656e-06      -1.138120477773e-07       2.991161594957e-09       3.356955526533e+00       6.132544639456e-08      -1.916932558723e-08       1.333674970114e+00      -1.222327879761e-08       4.989853325981e-01 
  508       5.530726069838e+00       2.748693696980e-05      -1.845731680881e-06      -1.220632849928e-07      -4.327294988849e-08       5.204447341247e+00      -1.057286117353e-06      -1.216265304778e-07      -5.563073446012e-10       3.361226747184e+00       5.949965735654e-08      -1.685068731872e-08       1.335858800702e+00      -1.183157303681e-08       4.999474471312e-01 
  509       5.536538824922e+00       2.760940420227e-05      -1.946110841335e-06      -1.474538187557e-07      -4.306744197687e-08       5.210061369562e+00      -1.114634750009e-06      -1.295554595283e-07      -4.014703573965e-09       3.365492592223e+00       5.772606943198e-08      -1.458044576332e-08       1.338036528291e+00      -1.147187187785e-08       5.009130422975e-01 
  510       5.542343137120e+00       2.772006437211e-05      -2.041811806972e-06      -1.720322501387e-07      -4.258985083780e-08       5.215667365112e+00      -1.171024795382e-06      -1.374879187517e-07      -7.194430824980e-09       3.369753075749e+00       5.611265527745e-08      -1.244613636638e-08       1.340208259365e+00      -1.115628258217e-08       5.018821207230e-01 
  511       5.548139032159e+00       2.781269191364e-05      -2.129210459699e-06      -1.950903817122e-07      -4.174815258921e-08       5.221265340624e+00      -1.224394835005e-06      -1.453112417223e-07      -9.902933710863e-09       3.374008209909e+00       5.476907255979e-08      -1.053665924426e-08       1.342374102120e+00      -1.089709758354e-08       5.028546843971e-01 
  512       5.553926531691e+00       2.788096546701e-05      -2.204626659356e-06      -2.159090591471e-07      -4.044892002113e-08       5.226855304923e+00      -1.272651349751e-06      -1.529110031903e-07      -1.194468327558e-08       3.378258004885e+00       5.380667218440e-08      -8.942285845689e-09       1.344534166472e+00      -1.070679538599e-08       5.038307346673e-01 
  513       5.559705653259e+00       2.791846741321e-05      -2.264323971388e-06      -2.337581179404e-07      -3.859731580407e-08       5.232437262909e+00      -1.313668563404e-06      -1.601710105068e-07      -1.312116254324e-08       3.382502468871e+00       5.333850652359e-08      -7.754665612978e-09       1.346688564063e+00      -1.059804146176e-08       5.048102722353e-01 
  514       5.565476410261e+00       2.791868340906e-05      -2.304509394519e-06      -2.478963301420e-07      -3.609708569744e-08       5.238011215511e+00      -1.345288286231e-06      -1.669732950478e-07      -1.323085206745e-08       3.386741608058e+00       5.347933764482e-08      -7.066832643384e-09       1.348837408269e+00      -1.058368914918e-08       5.057932971513e-01 
  515       5.571238811909e+00       2.787500192217e-05      -2.321333088427e-06      -2.575713510807e-07      -3.285055175792e-08       5.243577159664e+00      -1.365319758547e-06      -1.731981036392e-07      -1.206921548072e-08       3.390975426614e+00       5.434564553909e-08      -6.973212350377e-09       1.350980814202e+00      -1.067678055065e-08       5.067798088095e-01 
  516       5.576992871700e+00       2.778310172976e-05      -2.312104098732e-06      -2.622444529902e-07      -2.880069197775e-08       5.249135098181e+00      -1.372068930757e-06      -1.787295876328e-07      -9.498179499119e-09       3.395203930675e+00       5.600699350318e-08      -7.538238257457e-09       1.353118920866e+00      -1.088573947417e-08       5.077697933884e-01 
  517       5.582738633140e+00       2.764818939036e-05      -2.278975781937e-06      -2.622718025710e-07      -2.405869778816e-08       5.254685069775e+00      -1.365943032969e-06      -1.834730639564e-07      -5.656757704352e-09       3.399427140484e+00       5.833859952469e-08      -8.701215727757e-09       1.355251958279e+00      -1.119979937813e-08       5.087631857899e-01 
  518       5.588476144671e+00       2.747796495026e-05      -2.225363771674e-06      -2.582422902573e-07      -1.878000025720e-08       5.260227119817e+00      -1.347890945431e-06      -1.873382239127e-07      -7.563378113110e-10       3.403645078558e+00       6.116462366777e-08      -1.036878854773e-08       1.357380182253e+00      -1.160316626838e-08       5.097599066175e-01 
  519       5.594205451201e+00       2.728025304649e-05      -2.154739655026e-06      -2.507545286369e-07      -1.312252110449e-08       5.265761290472e+00      -1.318877936040e-06      -1.902334735543e-07       4.988258823987e-09       3.407857765695e+00       6.430642128451e-08      -1.244607870976e-08       1.359503852441e+00      -1.207978822699e-08       5.107598746233e-01 
  520       5.599926594075e+00       2.706300351591e-05      -2.070631247192e-06      -2.404169002917e-07      -7.246684841059e-09       5.271287620665e+00      -1.279885742062e-06      -1.920659276717e-07       1.135876039486e-08       3.412065220954e+00       6.758252936262e-08      -1.483667895360e-08       1.361623232351e+00      -1.261335414740e-08       5.117630066980e-01 
  521       5.605639611036e+00       2.683429200442e-05      -1.976622866140e-06      -2.278476056376e-07      -1.315430909157e-09       5.276806146051e+00      -1.231912651856e-06      -1.927414037807e-07       1.813342783443e-08       3.416267461639e+00       7.080865287308e-08      -1.744264530777e-08       1.363738589366e+00      -1.318729246970e-08       5.127692178602e-01 
  522       5.611344536197e+00       2.660232057605e-05      -1.876355607263e-06      -2.136747107659e-07       4.505774177945e-09       5.282316898987e+00      -1.175973586593e-06      -1.921644161099e-07       2.508703800607e-08       3.420464503287e+00       7.379765111785e-08      -2.016448963105e-08       1.365850194755e+00      -1.378476991577e-08       5.137784212462e-01 
  523       5.617041400008e+00       2.637541832215e-05      -1.773527618041e-06      -1.985361952829e-07       1.004892469613e-08       5.287819908503e+00      -1.113100181983e-06      -1.902381695880e-07       3.199086689388e-08       3.424656359644e+00       7.635952407751e-08      -2.290117215388e-08       1.367958323695e+00      -1.438869022454e-08       5.147905280992e-01 
  524       5.622730229220e+00       2.616204197046e-05      -1.671894372694e-06      -1.830800001509e-07       1.514346357063e-08       5.293315200268e+00      -1.044340869994e-06      -1.868645538316e-07       3.861267279314e-08       3.428843042654e+00       7.830139875893e-08      -2.555009401980e-08       1.370063255286e+00      -1.498169288715e-08       5.158054477590e-01 
  525       5.628411046856e+00       2.597077649435e-05      -1.575268946838e-06      -1.679640755288e-07       1.961627023622e-08       5.298802796563e+00      -9.707609605721e-07      -1.819441371326e-07       4.471667950078e-08       3.433024562441e+00       7.942751554297e-08      -2.800708982687e-08       1.372165272566e+00      -1.554615188218e-08       5.168230876517e-01 
  526       5.634083872175e+00       2.581033572187e-05      -1.487522292147e-06      -1.538564286120e-07       2.329164849737e-08       5.304282716251e+00      -8.934427233692e-07      -1.753761604455e-07       5.006355950585e-08       3.437200927292e+00       7.953921453214e-08      -3.016642016914e-08       1.374264662528e+00      -1.606417441084e-08       5.178433532789e-01 
  527       5.639748720644e+00       2.568956294495e-05      -1.412583511004e-06      -1.414351714734e-07       2.599131438847e-08       5.309754974744e+00      -8.134854694610e-07      -1.670585313753e-07       5.441041717995e-08       3.441372143639e+00       7.843492189825e-08      -3.192076417804e-08       1.376361716138e+00      -1.651759963219e-08       5.188661482074e-01 
  528       5.645405603900e+00       2.561743152853e-05      -1.354440131163e-06      -1.313885689038e-07       2.753438403402e-08       5.315219583978e+00      -7.320056330703e-07      -1.568878181647e-07       5.751077196773e-08       3.445538216045e+00       7.591013623012e-08      -3.316121206388e-08       1.378456728351e+00      -1.688799739834e-08       5.198913740589e-01 
  529       5.651054534980e+00       2.560028616654e-05      -1.316036611687e-06      -1.242367410565e-07       2.779565422433e-08       5.320676558110e+00      -6.499894533082e-07      -1.448185283651e-07       5.918454407863e-08       3.449699150980e+00       7.182453492034e-08      -3.380743045349e-08       1.380549979317e+00      -1.716133057090e-08       5.209189255584e-01 
  530       5.656695544233e+00       2.563348197304e-05      -1.295935987636e-06      -1.197912815168e-07       2.688223152909e-08       5.326125930853e+00      -5.678463977297e-07      -1.310427499837e-07       5.953016245908e-08       3.453854968300e+00       6.630535072605e-08      -3.389908591948e-08       1.382641677387e+00      -1.734208555346e-08       5.219486755526e-01 
  531       5.662328663784e+00       2.570951656650e-05      -1.291566921992e-06      -1.176808665590e-07       2.496173867501e-08       5.331567738563e+00      -4.858436137205e-07      -1.158154407810e-07       5.871825919820e-08       3.458005690051e+00       5.954956359418e-08      -3.350692199179e-08       1.384732014572e+00      -1.743952802485e-08       5.229804895589e-01 
  532       5.667953922276e+00       2.582076804546e-05      -1.300316970092e-06      -1.175282271201e-07       2.220447416920e-08       5.337002014516e+00      -4.042522357115e-07      -9.939560995789e-08       5.692220799982e-08       3.462151336687e+00       5.175730178532e-08      -3.270281932102e-08       1.386821185223e+00      -1.746307525271e-08       5.240142306562e-01 
  533       5.673571344846e+00       2.595949441664e-05      -1.319532382722e-06      -1.189501203083e-07       1.878342510904e-08       5.342428788889e+00      -3.233474038130e-07      -8.204633751692e-08       5.431813733442e-08       3.466291927060e+00       4.313185694919e-08      -3.155980113394e-08       1.388909386031e+00      -1.742229682477e-08       5.250497594726e-01 
  534       5.679180953090e+00       2.611783302305e-05      -1.346517909212e-06      -1.215573009098e-07       1.487427999197e-08       5.347848088727e+00      -2.434082824485e-07      -6.403479362441e-08       5.108494359110e-08       3.470427478400e+00       3.387969920002e-08      -3.015203868910e-08       1.390996816044e+00      -1.732691538002e-08       5.260869341724e-01 
  535       5.684782765035e+00       2.628779997216e-05      -1.378536600528e-06      -1.249544928972e-07       1.065544152531e-08       5.353259937919e+00      -1.647180789891e-07      -4.563225797196e-08       4.740430422951e-08       3.474558006303e+00       2.421049219204e-08      -2.855485673237e-08       1.393083676673e+00      -1.718680734005e-08       5.271256104441e-01 
  536       5.690376795109e+00       2.646128956395e-05      -1.412809612365e-06      -1.287403609370e-07       6.308039436045e-09       5.358664357165e+00      -8.756406238745e-08      -2.711413913815e-08       4.346069093177e-08       3.478683524714e+00       1.433710819490e-08      -2.684473895252e-08       1.395170171700e+00      -1.701200364022e-08       5.281656414871e-01 
  537       5.695963054107e+00       2.663007371910e-05      -1.446516008242e-06      -1.325074818971e-07       2.015943280660e-09       5.364061363956e+00      -1.223758181206e-08      -8.759993950292e-09       3.944138275446e-08       3.482804045915e+00       4.475643169130e-09      -2.509933343677e-08       1.397256507284e+00      -1.681269046092e-08       5.292068779999e-01 
  538       5.701541549163e+00       2.678580140707e-05      -1.476792562594e-06      -1.358423163548e-07      -2.034224745058e-09       5.369450972540e+00       6.096591471877e-08       9.146453153918e-09       3.553647928052e-08       3.486919580506e+00      -5.154568158444e-09      -2.339745812639e-08       1.399342891975e+00      -1.659920995887e-08       5.302491681668e-01 
  539       5.707112283720e+00       2.691999807427e-05      -1.500733563869e-06      -1.383251801043e-07      -5.653076996208e-09       5.374833193897e+00       1.317468617028e-07       2.631729076469e-08       3.193891377120e-08       3.491030137393e+00      -1.433093721924e-08      -2.181910627223e-08       1.401429536718e+00      -1.638206099827e-08       5.312923576458e-01 
  540       5.712675257500e+00       2.702406507210e-05      -1.515390617616e-06      -1.395302156643e-07      -8.648447568969e-09       5.380208035713e+00       1.998015575194e-07       4.246040113844e-08       2.884446631804e-08       3.495135723772e+00      -2.282760652748e-08      -2.044545189032e-08       1.403516654864e+00      -1.617189988213e-08       5.323362895559e-01 
  541       5.718230466469e+00       2.708927908517e-05      -1.517772449584e-06      -1.390253637862e-07      -1.082537949078e-08       5.385575502350e+00       2.648221457962e-07       5.727944083612e-08       2.645177699474e-08       3.499236345116e+00      -3.041543460476e-08      -1.935885521743e-08       1.405604462178e+00      -1.597954108348e-08       5.333808044643e-01 
