# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 5000, i.e. number of multipoles equal to 4999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:dens[1]-dens[1]        3:dens[1]-dens[2]        4:dens[1]-dens[3]        5:dens[1]-dens[4]        6:dens[1]-dens[5]        7:dens[2]-dens[2]        8:dens[2]-dens[3]        9:dens[2]-dens[4]       10:dens[2]-dens[5]       11:dens[3]-dens[3]       12:dens[3]-dens[4]       13:dens[3]-dens[5]       14:dens[4]-dens[4]       15:dens[4]-dens[5]       16:dens[5]-dens[5]    
 2908       1.168532819928e+01       1.499862325761e-06       6.605195804960e-08      -2.698493121042e-09       1.614126465298e-07       6.328336026235e+00      -1.032758841832e-06       3.435681111180e-07      -2.018742443401e-07       4.147305180921e+00       1.155103379313e-07       7.644776610515e-08       2.940073240712e+00      -1.372985894489e-07       2.187472072210e+00 
 2909       1.168660306316e+01       1.193813354348e-06       1.550590450050e-07      -5.687216024165e-08       2.023928895273e-07       6.329310332846e+00      -1.057780992825e-06       3.529189582172e-07      -2.115240156818e-07       4.148025244457e+00       1.198578895472e-07       7.233875429780e-08       2.940623325983e+00      -1.357021958534e-07       2.187903726621e+00 
 2910       1.168787740704e+01       8.566963894037e-07       2.539389257884e-07      -1.169543451629e-07       2.436114233366e-07       6.330284372254e+00      -1.082426199703e-06       3.623052904844e-07      -2.207938205532e-07       4.148745120096e+00       1.244870175662e-07       6.808966529498e-08       2.941173273936e+00      -1.344134962021e-07       2.188335277073e+00 
 2911       1.168915123842e+01       4.941597878149e-07       3.610816243575e-07      -1.818965946813e-07       2.847046334724e-07       6.331258143997e+00      -1.106549967592e-06       3.716386829989e-07      -2.296519787543e-07       4.149464808012e+00       1.293873026581e-07       6.370948610107e-08       2.941723084661e+00      -1.334142107794e-07       2.188766723690e+00 
 2912       1.169042456479e+01       1.118675601008e-07       4.748726985293e-07      -2.506475493389e-07       3.253079053119e-07       6.332231647611e+00      -1.130007406214e-06       3.808304677160e-07      -2.380667246736e-07       4.150184308380e+00       1.345482956783e-07       5.920722899767e-08       2.942272758248e+00      -1.326860083193e-07       2.189198066593e+00 
 2913       1.169169739366e+01      -2.845006161113e-07       5.936932361332e-07      -3.221529409213e-07       3.650556232361e-07       6.333204882620e+00      -1.152653229549e-06       3.897917332584e-07      -2.460062072157e-07       4.150903621369e+00       1.399595176421e-07       5.459193156546e-08       2.942822294784e+00      -1.322105059612e-07       2.189629305904e+00 
 2914       1.169296973255e+01      -6.892493826093e-07       7.159198511653e-07      -3.953555899556e-07       4.035811697711e-07       6.334177848546e+00      -1.174341755498e-06       3.984333247069e-07      -2.534384897278e-07       4.151622747147e+00       1.456104596987e-07       4.987265670606e-08       2.943371694354e+00      -1.319692692045e-07       2.190060441743e+00 
 2915       1.169424158899e+01      -1.096667687121e-06       8.399246799423e-07      -4.691954032079e-07       4.405169247288e-07       6.335150544899e+00      -1.194926905541e-06       4.066658433924e-07      -2.603315499272e-07       4.152341685879e+00       1.514905831051e-07       4.505849266393e-08       2.943920957041e+00      -1.319438118645e-07       2.190491474229e+00 
 2916       1.169551297050e+01      -1.501028769836e-06       9.640753772552e-07      -5.426093711814e-07       4.754942643485e-07       6.336122971186e+00      -1.214262204401e-06       4.143996466866e-07      -2.666532798287e-07       4.153060437726e+00       1.575893192005e-07       4.015855304816e-08       2.944470082928e+00      -1.321155960277e-07       2.190922403479e+00 
 2917       1.169678388462e+01      -1.896590149932e-06       1.086735112523e-06      -6.145315656141e-07       5.081435604379e-07       6.337095126906e+00      -1.232200779703e-06       4.215448477935e-07      -2.723714856710e-07       4.153779002848e+00       1.638960693800e-07       3.518197685441e-08       2.945019072092e+00      -1.324660320071e-07       2.191353229611e+00 
 2918       1.169805433891e+01      -2.277593612098e-06       1.206262565948e-06      -6.838931369768e-07       5.380941795140e-07       6.338067011549e+00      -1.248595361634e-06       4.280113155405e-07      -2.774538878449e-07       4.154497381400e+00       1.704002050690e-07       3.013792848672e-08       2.945567924611e+00      -1.329764782973e-07       2.191783952740e+00 
 2919       1.169932434093e+01      -2.638265193056e-06       1.321011924666e-06      -7.496223119707e-07       5.649744819447e-07       6.339038624600e+00      -1.263298282608e-06       4.337086741698e-07      -2.818681208194e-07       4.155215573535e+00       1.770910676969e-07       2.503559777942e-08       2.946116640562e+00      -1.336282415306e-07       2.192214572979e+00 
 2920       1.170059389823e+01      -2.972815168087e-06       1.429332878906e-06      -8.106443910256e-07       5.884118210895e-07       6.340009965537e+00      -1.276161476924e-06       4.385463031293e-07      -2.855817330695e-07       4.155933579404e+00       1.839579686718e-07       1.988420001896e-08       2.946665220017e+00      -1.344025764315e-07       2.192645090441e+00 
 2921       1.170186301839e+01      -3.275438037555e-06       1.529570618139e-06      -8.658817457972e-07       6.080325424409e-07       6.340981033831e+00      -1.287036480427e-06       4.424333368646e-07      -2.885621870032e-07       4.156651399154e+00       1.909901893536e-07       1.469297596577e-08       2.947213663048e+00      -1.352806857726e-07       2.193075505239e+00 
 2922       1.170313170900e+01      -3.540312513430e-06       1.620065827233e-06      -9.142538166656e-07       6.234619827654e-07       6.341951828945e+00      -1.295774430171e-06       4.452786646092e-07      -2.907768588886e-07       4.157369032929e+00       1.981769810291e-07       9.471191876179e-09       2.947761969724e+00      -1.362437203298e-07       2.193505817482e+00 
 2923       1.170439997764e+01      -3.761601505810e-06       1.699154682608e-06      -9.546771102324e-07       6.343244692450e-07       6.342922350335e+00      -1.302226064077e-06       4.469909301768e-07      -2.921930387810e-07       4.158086480871e+00       2.055075648854e-07       4.228139524202e-09       2.948310140113e+00      -1.372727788378e-07       2.193936027279e+00 
 2924       1.170566783191e+01      -3.933452109448e-06       1.765168848392e-06      -9.860651968192e-07       6.402433186177e-07       6.343892597452e+00      -1.306241720597e-06       4.474785317516e-07      -2.927779304504e-07       4.158803743118e+00       2.129711319841e-07      -1.026863776540e-09       2.948858174280e+00      -1.383489079452e-07       2.194366134739e+00 
 2925       1.170693527942e+01      -4.049995590277e-06       1.816435472569e-06      -1.007328707965e-06       6.408408363192e-07       6.344862569736e+00      -1.307671338375e-06       4.466496216804e-07      -2.924986513080e-07       4.159520819806e+00       2.205568432354e-07      -6.284475150975e-09       2.949406072290e+00      -1.394531021702e-07       2.194796139969e+00 
 2926       1.170820232778e+01      -4.105347371927e-06       1.851277183138e-06      -1.017375333925e-06       6.357383156240e-07       6.345832266625e+00      -1.306364455904e-06       4.444121062631e-07      -2.913222323341e-07       4.160237711068e+00       2.282538293725e-07      -1.153532614071e-08       2.949953834202e+00      -1.405663038556e-07       2.195226043073e+00 
 2927       1.170946898461e+01      -4.093607022256e-06       1.868012084264e-06      -1.015109821166e-06       6.245560367861e-07       6.346801687545e+00      -1.302170211194e-06       4.406736455445e-07      -2.892156180045e-07       4.160954417033e+00       2.360511909250e-07      -1.677002268219e-08       2.950501460078e+00      -1.416694031245e-07       2.195655844157e+00 
 2928       1.171073525755e+01      -4.008858239870e-06       1.864953752434e-06      -9.994339698665e-07       6.069132661806e-07       6.347770831919e+00      -1.294937341424e-06       4.353416531053e-07      -2.861456662184e-07       4.161670937829e+00       2.439379981936e-07      -2.197914508478e-08       2.951048949975e+00      -1.427432378355e-07       2.196085543323e+00 
 2929       1.171200115424e+01      -3.845168840649e-06       1.840411232610e-06      -9.692466314152e-07       5.824282554448e-07       6.348739699159e+00      -1.284514182613e-06       4.283232958532e-07      -2.820791482250e-07       4.162387273579e+00       2.519032912237e-07      -2.715324800897e-08       2.951596303947e+00      -1.437685935381e-07       2.196515140672e+00 
 2930       1.171326667976e+01      -3.598837566832e-06       1.793284477700e-06      -9.238520368255e-07       5.508909993641e-07       6.349708288892e+00      -1.270815681034e-06       4.195576419288e-07      -2.769987544953e-07       4.163103424410e+00       2.599347920906e-07      -3.228332226038e-08       2.952143522058e+00      -1.447278683421e-07       2.196944636287e+00 
 2931       1.171453182899e+01      -3.275146810572e-06       1.724853926236e-06      -8.641870167867e-07       5.127824546415e-07       6.350676601608e+00      -1.254024794097e-06       4.091122803925e-07      -2.709511998877e-07       4.163819390474e+00       2.680150347737e-07      -3.736218273766e-08       2.952690604404e+00      -1.456100767074e-07       2.197374030165e+00 
 2932       1.171579659423e+01      -2.881643618235e-06       1.636999862558e-06      -7.915999111095e-07       4.687579148261e-07       6.351644638011e+00      -1.234392095532e-06       3.970871840921e-07      -2.639993587995e-07       4.164535171922e+00       2.761252158848e-07      -4.238308737890e-08       2.953237551086e+00      -1.464058705775e-07       2.197803322286e+00 
 2933       1.171706096772e+01      -2.425895951526e-06       1.531607790449e-06      -7.074427981729e-07       4.194744888509e-07       6.352612398804e+00      -1.212168855663e-06       3.835826056552e-07      -2.562062812136e-07       4.165250768905e+00       2.842464805566e-07      -4.733927596043e-08       2.953784362204e+00      -1.471058767159e-07       2.198232512626e+00 
 2934       1.171832494170e+01      -1.915492705405e-06       1.410568437609e-06      -6.130714981280e-07       3.655911025873e-07       6.353579884683e+00      -1.187607042007e-06       3.686990777293e-07      -2.476351928488e-07       4.165966181572e+00       2.923599223985e-07      -5.222397008144e-08       2.954331037859e+00      -1.477006966847e-07       2.198661601159e+00 
 2935       1.171958850834e+01      -1.358043726008e-06       1.275777760125e-06      -5.098455761016e-07       3.077685004011e-07       6.354547096342e+00      -1.160959319867e-06       3.525374132226e-07      -2.383494953110e-07       4.166681410067e+00       3.004465834528e-07      -5.703037314855e-08       2.954877578147e+00      -1.481809068232e-07       2.199090587859e+00 
 2936       1.172085165981e+01      -7.611798285632e-07       1.129136946951e-06      -3.991283453998e-07       2.466692467069e-07       6.355514034473e+00      -1.132479052931e-06       3.351987055441e-07      -2.284127662437e-07       4.167396454531e+00       3.084874541508e-07      -6.175167036039e-08       2.955423983162e+00      -1.485370582266e-07       2.199519472698e+00 
 2937       1.172211438823e+01      -1.325528153144e-07       9.725524243768e-07      -2.822868707110e-07       1.829577275237e-07       6.356480699762e+00      -1.102420303875e-06       3.167843288443e-07      -2.178887594792e-07       4.168111315105e+00       3.164634732688e-07      -6.638102869220e-08       2.955970252998e+00      -1.487596767247e-07       2.199948255645e+00 
 2938       1.172337668568e+01       5.201645065630e-07       8.079358605072e-07      -1.606919713103e-07       1.173001520298e-07       6.357447092893e+00      -1.071037834952e-06       2.973959382555e-07      -2.068414051888e-07       4.168825991924e+00       3.243555278842e-07      -7.091159688041e-08       2.956516387747e+00      -1.488392628602e-07       2.200376936671e+00 
 2939       1.172463854421e+01       1.189278307041e-06       6.372041697322e-07      -3.571822426250e-08       5.036455411825e-08       6.358413214544e+00      -1.038587108593e-06       2.771354701326e-07      -1.953348100343e-07       4.169540485121e+00       3.321444533316e-07      -7.533650540724e-08       2.957062387496e+00      -1.487662918677e-07       2.200805515740e+00 
 2940       1.172589995586e+01       1.867073715320e-06       4.622795172031e-07       9.125603237437e-08      -1.717920604843e-08       6.359379065394e+00      -1.005324288007e-06       2.561051422930e-07      -1.834332573184e-07       4.170254794827e+00       3.398110331590e-07      -7.964886648530e-08       2.957608252334e+00      -1.485312136521e-07       2.201233992820e+00 
 2941       1.172716091259e+01       2.545814801910e-06       2.850893233061e-07       2.188486963452e-07      -8.465944048275e-08       6.360344646113e+00      -9.715062377745e-07       2.344074542576e-07      -1.712012071354e-07       4.170968921170e+00       3.473359990835e-07      -8.384177404212e-08       2.958153982347e+00      -1.481244527675e-07       2.201662367873e+00 
 2942       1.172842140637e+01       3.217744560712e-06       1.075662681366e-07       3.456738979944e-07      -1.514026318173e-07       6.361309957372e+00      -9.373905244469e-07       2.121451874909e-07      -1.587032965225e-07       4.171682864274e+00       3.547000309479e-07      -8.790830370483e-08       2.958699577618e+00      -1.475364083954e-07       2.202090640862e+00 
 2943       1.172968142911e+01       3.875084891097e-06      -6.835170402629e-08       4.703419970624e-07      -2.167334317494e-07       6.362274999834e+00      -9.032354171431e-07       1.894214056417e-07      -1.460043396099e-07       4.172396624261e+00       3.618837566761e-07      -9.184151278466e-08       2.959245038228e+00      -1.467574543237e-07       2.202518811748e+00 
 2944       1.173094097269e+01       4.510036579986e-06      -2.407213802464e-07       5.914595794819e-07      -2.799746594862e-07       6.363239774163e+00      -8.692998881476e-07       1.663394547833e-07      -1.331693277724e-07       4.173110201250e+00       3.688677522301e-07      -9.563444026160e-08       2.959790364258e+00      -1.457779389252e-07       2.202946880489e+00 
 2945       1.173220002897e+01       5.114779283935e-06      -4.075942744554e-07       7.076294541748e-07      -3.404473001895e-07       6.364204281016e+00      -8.358436135075e-07       1.430029636543e-07      -1.202634297795e-07       4.173823595357e+00       3.756325415650e-07      -9.928010676893e-08       2.960335555786e+00      -1.445881851362e-07       2.203374847044e+00 
 2946       1.173345858976e+01       5.681471511212e-06      -5.670166229794e-07       8.174506498479e-07      -3.974705034203e-07       6.365168521048e+00      -8.031269736297e-07       1.195158438987e-07      -1.073519919468e-07       4.174536806694e+00       3.821585965859e-07      -1.027715145778e-07       2.960880612887e+00      -1.431784904353e-07       2.203802711368e+00 
 2947       1.173471664683e+01       6.202250603878e-06      -7.170293800642e-07       9.195184117899e-07      -4.503615815839e-07       6.366132494909e+00      -7.714110538791e-07       9.598229030661e-08      -9.450053828617e-08       4.175249835373e+00       3.884263371038e-07      -1.061016475820e-07       2.961425535636e+00      -1.415391268217e-07       2.204230473414e+00 
 2948       1.173597419194e+01       6.669232719869e-06      -8.556682134015e-07       1.012424198668e-06      -4.984360083749e-07       6.367096203247e+00      -7.409576451751e-07       7.250678105471e-08      -8.177477065719e-08       4.175962681500e+00       3.944161307914e-07      -1.092634712823e-07       2.961970324105e+00      -1.396603407942e-07       2.204658133137e+00 
 2949       1.173723121680e+01       7.074512815076e-06      -9.809634996545e-07       1.094755679323e-06      -5.410074172218e-07       6.368059646705e+00      -7.120292445896e-07       4.919407794652e-08      -6.924056891756e-08       4.176675345180e+00       4.001082931392e-07      -1.122499327711e-07       2.962514978364e+00      -1.375323533295e-07       2.205085690487e+00 
 2950       1.173848771309e+01       7.410164625427e-06      -1.090940319984e-06       1.165096729569e-06      -5.773875997318e-07       6.369022825923e+00      -6.848890559443e-07       2.614922665300e-08      -5.696399107404e-08       4.177387826514e+00       4.054830874121e-07      -1.150539607171e-07       2.963059498482e+00      -1.351453598611e-07       2.205513145413e+00 
 2951       1.173974367245e+01       7.668240648966e-06      -1.183618455574e-06       1.222027428985e-06      -6.068865041360e-07       6.369985741537e+00      -6.598009904079e-07       3.477556953007e-09      -4.501127343322e-08       4.178100125600e+00       4.105207246048e-07      -1.176684653498e-07       2.963603884525e+00      -1.324895302577e-07       2.205940497863e+00 
 2952       1.174099908649e+01       7.840772127933e-06      -1.257012383157e-06       1.264124057715e-06      -6.288122337338e-07       6.370948394180e+00      -6.370296670937e-07      -1.871531702629e-08      -3.344883075234e-08       4.178812242534e+00       4.152013633983e-07      -1.200863384443e-07       2.964148136557e+00      -1.295550088022e-07       2.206367747783e+00 
 2953       1.174225394678e+01       7.919769030848e-06      -1.309131270541e-06       1.289959093265e-06      -6.424710453382e-07       6.371910784480e+00      -6.168404136570e-07      -4.032349656890e-08      -2.234325639011e-08       4.179524177409e+00       4.195051101158e-07      -1.223004533057e-07       2.964692254642e+00      -1.263319141698e-07       2.206794895119e+00 
 2954       1.174350824602e+01       7.899852468099e-06      -1.338617814138e-06       1.298550855267e-06      -6.473920360547e-07       6.372872912944e+00      -5.994216874094e-07      -6.125647344088e-08      -1.174875499682e-08       4.180235930313e+00       4.234175278351e-07      -1.243062278552e-07       2.965236238846e+00      -1.228163098632e-07       2.207221939853e+00 
 2955       1.174476198149e+01       7.786166232821e-06      -1.346668220709e-06       1.290714881658e-06      -6.440024237284e-07       6.373834779601e+00      -5.846519172658e-07      -8.148624048708e-08      -1.669372212886e-09       4.180947501329e+00       4.269461936533e-07      -1.261093278030e-07       2.965780089261e+00      -1.190281478976e-07       2.207648882132e+00 
 2956       1.174601515160e+01       7.586504450713e-06      -1.335121736215e-06       1.267719246413e-06      -6.329556115222e-07       6.374796384355e+00      -5.723315069613e-07      -1.010004141351e-07       7.903421998876e-09       4.181658890534e+00       4.301042234276e-07      -1.277180016384e-07       2.966323805983e+00      -1.149934140401e-07       2.208075722141e+00 
 2957       1.174726775475e+01       7.308682727554e-06      -1.305822672727e-06       1.230835523104e-06      -6.149068052116e-07       6.375757727107e+00      -5.622603090687e-07      -1.197865802741e-07       1.697818292344e-08       4.182370098003e+00       4.329047701068e-07      -1.291405210164e-07       2.966867389105e+00      -1.107381654946e-07       2.208502460065e+00 
 2958       1.174851978933e+01       6.960538167476e-06      -1.260620412743e-06       1.181338787879e-06      -5.905130147182e-07       6.376718807748e+00      -5.542376245293e-07      -1.378322942299e-07       2.556349111553e-08       4.183081123809e+00       4.353610237634e-07      -1.303851807779e-07       2.967410838721e+00      -1.062885309627e-07       2.208929096088e+00 
 2959       1.174977125370e+01       6.549929391229e-06      -1.201369413491e-06       1.120507622443e-06      -5.604330556433e-07       6.377679626168e+00      -5.480622021837e-07      -1.551250807400e-07       3.366795242160e-08       4.183791968021e+00       4.374862116249e-07      -1.314602989693e-07       2.967954154920e+00      -1.016707107041e-07       2.209355630392e+00 
 2960       1.175102214622e+01       6.084736554455e-06      -1.129929211239e-06       1.049624117032e-06      -5.253275508018e-07       6.378640182248e+00      -5.435322383029e-07      -1.716524339285e-07       4.130019800175e-08       4.184502630705e+00       4.392935981063e-07      -1.323742168626e-07       2.968497337791e+00      -9.691097659756e-08       2.209782063160e+00 
 2961       1.175227246521e+01       5.572861365953e-06      -1.048164425603e-06       9.699738733945e-07      -4.858589317558e-07       6.379600475864e+00      -5.404453761190e-07      -1.874018172813e-07       4.846888435174e-08       4.185213111923e+00       4.407964848412e-07      -1.331352989747e-07       2.969040387422e+00      -9.203567220165e-08       2.210208394572e+00 
 2962       1.175352220901e+01       5.022227105948e-06      -9.579447638531e-07       8.828460077655e-07      -4.426914403480e-07       6.380560506888e+00      -5.385987053566e-07      -2.023606636210e-07       5.518269332491e-08       4.185923411737e+00       4.420082107144e-07      -1.337519330879e-07       2.969583303896e+00      -8.707121281522e-08       2.210634624809e+00 
 2963       1.175477137591e+01       4.440778644366e-06      -8.611450252257e-07       7.895331538467e-07      -3.964911302358e-07       6.381520275186e+00      -5.377887617630e-07      -2.165163750821e-07       6.145033215418e-08       4.186633530204e+00       4.429421518928e-07      -1.342325302693e-07       2.970126087296e+00      -8.204408553826e-08       2.211060754048e+00 
 2964       1.175601996420e+01       3.836482459096e-06      -7.596451052277e-07       6.913314657840e-07      -3.479258684248e-07       6.382479780615e+00      -5.378115266397e-07      -2.298563230856e-07       6.728053347395e-08       4.187343467377e+00       4.436117218580e-07      -1.345855248907e-07       2.970668737705e+00      -7.698084933260e-08       2.211486782468e+00 
 2965       1.175726797215e+01       3.217326654264e-06      -6.553299999461e-07       5.895406211449e-07      -2.976653368025e-07       6.383439023030e+00      -5.384624263730e-07      -2.423678483147e-07       7.268205534214e-08       4.188053223308e+00       4.440303714377e-07      -1.348193746483e-07       2.971211255201e+00      -7.190813508257e-08       2.211912710246e+00 
 2966       1.175851539803e+01       2.591320978501e-06      -5.500898103565e-07       4.854638238967e-07      -2.463810336719e-07       6.384398002280e+00      -5.395363319650e-07      -2.540382606892e-07       7.766368126207e-08       4.188762798045e+00       4.442115888375e-07      -1.349425605829e-07       2.971753639863e+00      -6.685264565578e-08       2.212338537559e+00 
 2967       1.175976224007e+01       1.966496843212e-06      -4.458197466304e-07       3.804078073843e-07      -1.947462752852e-07       6.385356718206e+00      -5.408275585646e-07      -2.648548393411e-07       8.223422020449e-08       4.189472191633e+00       4.441688996730e-07      -1.349635870994e-07       2.972295891764e+00      -6.184115596373e-08       2.212764264580e+00 
 2968       1.176100849649e+01       1.350907340845e-06      -3.444201324438e-07       2.756828373076e-07      -1.434361973776e-07       6.386315170646e+00      -5.421298649984e-07      -2.748048325890e-07       8.640250662949e-08       4.190181404114e+00       4.439158670013e-07      -1.348909819865e-07       2.972838010980e+00      -5.690051302260e-08       2.213189891484e+00 
 2969       1.176225416550e+01       7.526272631591e-07      -2.477964092851e-07       1.726027147001e-07      -9.312775670107e-08       6.387273359429e+00      -5.432364533014e-07      -2.838754579137e-07       9.017740050850e-08       4.190890435527e+00       4.434660913530e-07      -1.347332964371e-07       2.973379997582e+00      -5.205763601392e-08       2.213615418444e+00 
 2970       1.176349924530e+01       1.797531194980e-07      -1.578591407633e-07       7.248477890588e-08      -4.449973255753e-08       6.388231284382e+00      -5.439399682481e-07      -2.920539019328e-07       9.356778734621e-08       4.191599285909e+00       4.428332107638e-07      -1.344991050676e-07       2.973921851640e+00      -4.733951634529e-08       2.214040845632e+00 
 2971       1.176474373406e+01      -3.595968449456e-07      -7.652401691609e-08      -2.335008944182e-08       1.767271666891e-09       6.389188945323e+00      -5.440324968835e-07      -2.993273203763e-07       9.658257820258e-08       4.192307955291e+00       4.420309008066e-07      -1.341970059377e-07       2.974463573223e+00      -4.277321771108e-08       2.214466173219e+00 
 2972       1.176598762995e+01      -8.572826308582e-07      -5.711858517741e-09      -1.135774654432e-07       4.499082696849e-08       6.390146342066e+00      -5.433055680537e-07      -3.056828380607e-07       9.923070971475e-08       4.193016443706e+00       4.410728746233e-07      -1.338356205706e-07       2.975005162395e+00      -3.838587615312e-08       2.214891401376e+00 
 2973       1.176723093109e+01      -1.305142466537e-06       5.265137861253e-08      -1.968693769540e-07       8.448667719222e-08       6.391103474420e+00      -5.415501519373e-07      -3.111075488651e-07       1.015211441190e-07       4.193724751178e+00       4.399728829560e-07      -1.334235939727e-07       2.975546619223e+00      -3.420470012145e-08       2.215316530270e+00 
 2974       1.176847363563e+01      -1.694992789620e-06       9.663459930260e-08      -2.718943016076e-07       1.195687374980e-07       6.392060342186e+00      -5.385566595757e-07      -3.155885157054e-07       1.034628692729e-07       4.194432877732e+00       4.387447141799e-07      -1.329695946533e-07       2.976087943769e+00      -3.025697053500e-08       2.215741560072e+00 
 2975       1.176971574167e+01      -2.018628228818e-06       1.243015647193e-07      -3.373171638372e-07       1.495490928271e-07       6.393016945161e+00      -5.341149424046e-07      -3.191127705098e-07       1.050648986768e-07       4.195140823389e+00       4.374021943341e-07      -1.324823146443e-07       2.976629136092e+00      -2.657004084229e-08       2.216166490946e+00 
 2976       1.177095724731e+01      -2.267821585644e-06       1.337108880604e-07      -3.917993318979e-07       1.737379963684e-07       6.393973283136e+00      -5.280142917845e-07      -3.216673141937e-07       1.063362714963e-07       4.195848588167e+00       4.359591871538e-07      -1.319704695203e-07       2.977170196252e+00      -2.317133708216e-08       2.216591323061e+00 
 2977       1.177219815063e+01      -2.434323816145e-06       1.229160302463e-07      -4.339986148891e-07       1.914438680247e-07       6.394929355894e+00      -5.200434385319e-07      -3.232391166345e-07       1.072860525841e-07       4.196556172080e+00       4.344295941023e-07      -1.314427984186e-07       2.977711124306e+00      -2.008835794445e-08       2.217016056580e+00 
 2978       1.177343845204e+01      -2.512333908488e-06       9.063881580669e-08      -4.629612771822e-07       2.021820278834e-07       6.395885163304e+00      -5.100353599737e-07      -3.238319829514e-07       1.079278305828e-07       4.197263575163e+00       4.328277004861e-07      -1.309078681711e-07       2.978251920313e+00      -1.734253217948e-08       2.217440691632e+00 
 2979       1.177467816137e+01      -2.505921822348e-06       3.829360780041e-08      -4.793001938650e-07       2.063020211729e-07       6.396840705585e+00      -4.980019427880e-07      -3.235172430111e-07       1.082932363578e-07       4.197970797539e+00       4.311692155966e-07      -1.303734846112e-07       2.978792584356e+00      -1.493075770209e-08       2.217865228206e+00 
 2980       1.177591729082e+01      -2.421642020770e-06      -3.202692034894e-08      -4.840224837918e-07       2.043633755727e-07       6.397795983039e+00      -4.839999815298e-07      -3.223833111745e-07       1.084184910952e-07       4.198677839352e+00       4.294702377474e-07      -1.298472784114e-07       2.979333116518e+00      -1.284377181386e-08       2.218289666250e+00 
 2981       1.177715585261e+01      -2.266066905305e-06      -1.182243960395e-07      -4.781380207884e-07       1.969271477270e-07       6.398750995966e+00      -4.680864313990e-07      -3.205188428387e-07       1.083399143419e-07       4.199384700742e+00       4.277469086922e-07      -1.293369007249e-07       2.979873516882e+00      -1.107228558537e-08       2.218714005714e+00 
 2982       1.177839385897e+01      -2.045786831145e-06      -2.181947426890e-07      -4.626594359768e-07       1.845559245342e-07       6.399705744659e+00      -4.503184083770e-07      -3.180127346403e-07       1.080939240889e-07       4.200091381848e+00       4.260154136611e-07      -1.288500232027e-07       2.980413785529e+00      -9.606983833903e-09       2.219138246545e+00 
 2983       1.177963132217e+01      -1.767410122271e-06      -3.298281749322e-07      -4.386021201000e-07       1.678138244371e-07       6.400660229409e+00      -4.307531893640e-07      -3.149541246581e-07       1.077170368535e-07       4.200797882804e+00       4.242919813972e-07      -1.283943380109e-07       2.980953922537e+00      -8.438525100974e-09       2.219562388688e+00 
 2984       1.178086825450e+01      -1.437563086586e-06      -4.510091938189e-07      -4.069842258472e-07       1.472664987122e-07       6.401614450501e+00      -4.094482123158e-07      -3.114323926171e-07       1.072458677626e-07       4.201504203744e+00       4.225928841929e-07      -1.279775578477e-07       2.981493927986e+00      -7.557541630017e-09       2.219986432088e+00 
 2985       1.178210466826e+01      -1.062890031059e-06      -5.796165820117e-07      -3.688266701780e-07       1.234811327600e-07       6.402568408215e+00      -3.864610763810e-07      -3.075371600908e-07       1.067171306354e-07       4.202210344797e+00       4.209344379268e-07      -1.276074159607e-07       2.982033801948e+00      -6.954639343972e-09       2.220410376687e+00 
 2986       1.178334057577e+01      -6.500532768620e-07      -7.135233989832e-07      -3.251531366478e-07       9.702644739444e-08       6.403522102829e+00      -3.618495420378e-07      -3.033582907050e-07       1.061676380659e-07       4.202916306090e+00       4.193330020996e-07      -1.272916661641e-07       2.982573544499e+00      -6.620397822911e-09       2.220834222425e+00 
 2987       1.178457598940e+01      -2.057331745118e-07      -8.505969762144e-07      -2.769900777319e-07       6.847270013268e-08       6.404475534615e+00      -3.356715312313e-07      -2.989858903407e-07       1.056343015060e-07       4.203622087749e+00       4.178049798711e-07      -1.270380828558e-07       2.983113155710e+00      -6.545370281659e-09       2.221257969242e+00 
 2988       1.178581092150e+01       2.633718809906e-07      -9.886989123920e-07      -2.253667171511e-07       3.839168648503e-08       6.405428703840e+00      -3.079851275102e-07      -2.945103073372e-07       1.051541313485e-07       4.204327689893e+00       4.163668180965e-07      -1.268544610344e-07       2.983652635651e+00      -6.720083547406e-09       2.221681617076e+00 
 2989       1.178704538447e+01       7.505454350206e-07      -1.125685068606e-06      -1.713150521957e-07       7.356741244609e-09       6.406381610767e+00      -2.788485761638e-07      -2.900221326955e-07       1.047642370092e-07       4.205033112643e+00       4.150350073629e-07      -1.267486163169e-07       2.984191984390e+00      -7.135038037333e-09       2.222105165862e+00 
 2990       1.178827939073e+01       1.249052958190e-06      -1.259405563548e-06      -1.158698560509e-07      -2.405726022281e-08       6.407334255656e+00      -2.483202843594e-07      -2.856122002814e-07       1.045018270105e-07       4.205738356115e+00       4.138260820257e-07      -1.267283849553e-07       2.984731201993e+00      -7.780707736225e-09       2.222528615536e+00 
 2991       1.178951295271e+01       1.752141831206e-06      -1.387704768708e-06      -6.006868012130e-08      -5.527390068906e-08       6.408286638761e+00      -2.164588212787e-07      -2.813715870285e-07       1.044042090635e-07       4.206443420422e+00       4.127566202452e-07      -1.268016238540e-07       2.985270288525e+00      -8.647540174094e-09       2.222951966030e+00 
