# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 5000, i.e. number of multipoles equal to 4999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:dens[1]-dens[1]        3:dens[1]-dens[2]        4:dens[1]-dens[3]        5:dens[1]-dens[4]        6:dens[1]-dens[5]        7:dens[2]-dens[2]        8:dens[2]-dens[3]        9:dens[2]-dens[4]       10:dens[2]-dens[5]       11:dens[3]-dens[3]       12:dens[3]-dens[4]       13:dens[3]-dens[5]       14:dens[4]-dens[4]       15:dens[4]-dens[5]       16:dens[5]-dens[5]    
  639       6.246726934017e+00       1.196660166921e-07      -1.775820453661e-08       7.333172227276e-09       3.558001369791e-10       2.743244847318e+00      -4.213126426021e-08       1.381206120082e-08      -1.330626249410e-08       1.605027486630e+00      -7.690640286323e-09      -6.139876061972e-08       1.049701127770e+00      -5.017224035483e-08       7.338795891757e-01 
  640       6.251669252388e+00       1.286221854483e-07      -2.361746322648e-08       1.003392047340e-08      -1.243826479539e-09       2.746142105720e+00      -4.213007874547e-08       1.365039208054e-08      -1.314967058613e-08       1.606972412712e+00      -9.144210271749e-09      -5.772817570538e-08       1.051132633928e+00      -5.288634236306e-08       7.349717572195e-01 
  641       6.256605744185e+00       1.382193176332e-07      -2.974827373946e-08       1.286633772699e-08      -2.898898582705e-09       2.749036579008e+00      -4.208362713745e-08       1.349283732337e-08      -1.298383191750e-08       1.608916831300e+00      -1.041886863473e-08      -5.251751496371e-08       1.052563413644e+00      -5.437311761151e-08       7.360636748123e-01 
  642       6.261536418000e+00       1.483335874244e-07      -3.607216734564e-08       1.578893965270e-08      -4.598013712997e-09       2.751928264531e+00      -4.199586496346e-08       1.334899899245e-08      -1.281607862331e-08       1.610860731166e+00      -1.147342400183e-08      -4.556525998499e-08       1.053993320023e+00      -5.445370919178e-08       7.371552083329e-01 
  643       6.266461280392e+00       1.588395731060e-07      -4.250967587933e-08       1.875971443720e-08      -6.329623057113e-09       2.754817158951e+00      -4.187080097024e-08       1.322859837410e-08      -1.265383494721e-08       1.612804100549e+00      -1.226618788706e-08      -3.666751457103e-08       1.055422204178e+00      -5.294713976912e-08       7.382462223914e-01 
  644       6.271380335865e+00       1.696102507975e-07      -4.898032782646e-08       2.173612072531e-08      -8.082030873788e-09       2.757703258234e+00      -4.171249733601e-08       1.314147644075e-08      -1.250461760038e-08       1.614746927157e+00      -1.275497278031e-08      -2.561799566211e-08       1.056849915220e+00      -4.967030347924e-08       7.393365798225e-01 
  645       6.276293591478e+00       1.805172175829e-07      -5.540684803417e-08       2.467807760573e-08      -9.842508785999e-09       2.760586560062e+00      -4.152357003140e-08       1.309425461287e-08      -1.237452244222e-08       1.616689189552e+00      -1.290895786815e-08      -1.231331913239e-08       1.058276310829e+00      -4.451037117513e-08       7.404261489396e-01 
  646       6.281201070786e+00       1.914313791311e-07      -6.172786894030e-08       2.755701291746e-08      -1.159461784913e-08       2.763467071122e+00      -4.130065227287e-08       1.308023327358e-08      -1.226364625570e-08       1.618630831123e+00      -1.274458440977e-08       2.928512712398e-09       1.059701289260e+00      -3.764381867434e-08       7.415148254940e-01 
  647       6.286102800182e+00       2.022222652115e-07      -6.788549882236e-08       3.034701531219e-08      -1.332082483854e-08       2.766344799973e+00      -4.103882898348e-08       1.308926592252e-08      -1.217056223527e-08       1.620571785518e+00      -1.229046765097e-08       1.967942022682e-08       1.061124758043e+00      -2.932233151528e-08       7.426025111977e-01 
  648       6.290998804299e+00       2.127577955071e-07      -7.382114148214e-08       3.302185951484e-08      -1.500338107761e-08       2.769219754640e+00      -4.073312714410e-08       1.311107771475e-08      -1.209382422288e-08       1.622511985199e+00      -1.157560412516e-08       3.750586856720e-08       1.062546623465e+00      -1.980085239097e-08       7.436891065012e-01 
  649       6.295889105993e+00       2.229042734098e-07      -7.947549354380e-08       3.555500512130e-08      -1.662432160864e-08       2.772091942610e+00      -4.037851557344e-08       1.313526496188e-08      -1.203196663117e-08       1.624451361425e+00      -1.062937315972e-08       5.596884643993e-08       1.063966790562e+00      -9.337593900594e-09       7.447745105883e-01 
  650       6.300773726337e+00       2.325263798147e-07      -8.478854175205e-08       3.791959539635e-08      -1.816546436379e-08       2.774961370829e+00      -3.996990470808e-08       1.315129463314e-08      -1.198350436650e-08       1.626389844256e+00      -9.481538382383e-09       7.462384484981e-08       1.065385163119e+00       1.805948698846e-09       7.458586213710e-01 
  651       6.305652684601e+00       2.414871669147e-07      -8.969956027025e-08       4.008845607142e-08      -1.960840933596e-08       2.777828045697e+00      -3.950214638250e-08       1.314850385656e-08      -1.194693275209e-08       1.628327362542e+00      -8.162249227581e-09       9.302083584834e-08       1.066801643659e+00       1.336498474097e-08       7.469413354841e-01 
  652       6.310525998244e+00       2.496480519954e-07      -9.414710797856e-08       4.203409414245e-08      -2.093453774968e-08       2.780691973066e+00      -3.897003360909e-08       1.311609942000e-08      -1.192072745109e-08       1.630263843919e+00      -6.702042442822e-09       1.107042512821e-07       1.068216133438e+00       2.507141539843e-08       7.480225482805e-01 
  653       6.315393682901e+00       2.568688112297e-07      -9.806902577210e-08       4.372869666773e-08      -2.212501123205e-08       2.783553158230e+00      -3.836830035820e-08       1.304315727233e-08      -1.190334438972e-08       1.632199214802e+00      -5.131843595053e-09       1.272129615409e-07       1.069628532446e+00       3.665382093129e-08       7.491021538252e-01 
  654       6.320255752366e+00       2.630075734724e-07      -1.014024338591e-07       4.514412956568e-08      -2.316077098362e-08       2.786411605929e+00      -3.769162133814e-08       1.291862202453e-08      -1.189321968033e-08       1.634133400380e+00      -3.482968577027e-09       1.420802543064e-07       1.071038739392e+00       4.783744793542e-08       7.501800448908e-01 
  655       6.325112218584e+00       2.679208140549e-07      -1.040837290588e-07       4.625193641276e-08      -2.402253694928e-08       2.789267320337e+00      -3.693461177522e-08       1.273130645075e-08      -1.188876954451e-08       1.636066324611e+00      -1.787125113666e-09       1.548338133000e-07       1.072446651707e+00       5.834419659097e-08       7.512561129519e-01 
  656       6.329963091636e+00       2.714633485800e-07      -1.060485821001e-07       4.702333724122e-08      -2.469080698921e-08       2.792120305065e+00      -3.609182719379e-08       1.246989098949e-08      -1.188839023621e-08       1.637997910215e+00      -7.641426842966e-11       1.649956970318e-07       1.073852165534e+00       6.789260791069e-08       7.523302481801e-01 
  657       6.334808379725e+00       2.734883267163e-07      -1.072319349193e-07       4.742922733698e-08      -2.514585604975e-08       2.794970563149e+00      -3.515776319623e-08       1.212292324469e-08      -1.189045796481e-08       1.639928078667e+00       1.616668050318e-09       1.720823175480e-07       1.075255175725e+00       7.619785098838e-08       7.534023394387e-01 
  658       6.339648089168e+00       2.738472259931e-07      -1.075679979581e-07       4.744017603742e-08      -2.536773533432e-08       2.797818097054e+00      -3.412685524301e-08       1.167881748681e-08      -1.189332881823e-08       1.641856750196e+00       3.259229582946e-09       1.756044191803e-07       1.076655575834e+00       8.297171024728e-08       7.544722742775e-01 
  659       6.344482224377e+00       2.723898455951e-07      -1.069902474622e-07       4.702642552925e-08      -2.533627147429e-08       2.800662908664e+00      -3.299347843271e-08       1.112585415400e-08      -1.189533868605e-08       1.643783843774e+00       4.817980212188e-09       1.750670572931e-07       1.078053258112e+00       8.792257268849e-08       7.555399389277e-01 
  660       6.349310787848e+00       2.689643001569e-07      -1.054314227792e-07       4.615788964633e-08      -2.503106569993e-08       2.803504999280e+00      -3.175194728201e-08       1.045217935317e-08      -1.189480318257e-08       1.645709277113e+00       6.259230456776e-09       1.699695770329e-07       1.079448113501e+00       9.075541513935e-08       7.566052182965e-01 
  661       6.354133784850e+00       2.634866519706e-07      -1.028564536947e-07       4.481936186961e-08      -2.444082819685e-08       2.806344371397e+00      -3.040070185332e-08       9.650820766350e-09      -1.189029830599e-08       1.647632975132e+00       7.555314253391e-09       1.599783582959e-07       1.080840050445e+00       9.125522918295e-08       7.576680101356e-01 
  662       6.358951237607e+00       2.561515056693e-07      -9.936204494213e-08       4.305650988155e-08      -2.359160879859e-08       2.809181034089e+00      -2.895496791105e-08       8.734857793402e-09      -1.188150936495e-08       1.649554895580e+00       8.704015819939e-09       1.454492750727e-07       1.082229051776e+00       8.953934112136e-08       7.587282679000e-01 
  663       6.363763171403e+00       2.472260452642e-07      -9.507928236743e-08       4.093089289713e-08      -2.251918719203e-08       2.812014997736e+00      -2.743437550958e-08       7.722584951665e-09      -1.186840062023e-08       1.651475003968e+00       9.709568210287e-09       1.269167152442e-07       1.083615119066e+00       8.581063090261e-08       7.597859588239e-01 
  664       6.368569609897e+00       2.369808290808e-07      -9.014090804267e-08       3.850484725940e-08      -2.125979582607e-08       2.814846272248e+00      -2.585879884982e-08       6.632526635175e-09      -1.185093624381e-08       1.653393265142e+00       1.057626806943e-08       1.049218836031e-07       1.084998253935e+00       8.027460834335e-08       7.608410498316e-01 
  665       6.373370575113e+00       2.256898026513e-07      -8.468132659449e-08       3.584148940821e-08      -1.985012164253e-08       2.817674867060e+00      -2.424835720728e-08       5.483437991451e-09      -1.182908031896e-08       1.655309643279e+00       1.130847588888e-08       8.001282798084e-08       1.086378458045e+00       7.313942325870e-08       7.618935075358e-01 
  666       6.378166087429e+00       2.136303116064e-07      -7.883661153279e-08       3.300471884893e-08      -1.832730780712e-08       2.820500791131e+00      -2.262341586010e-08       4.294305798271e-09      -1.180279684032e-08       1.657224101883e+00       1.191061626208e-08       5.274446537402e-08       1.087755733101e+00       6.461587559215e-08       7.629432982369e-01 
  667       6.382956165566e+00       2.010831145671e-07      -7.274451157949e-08       3.005922112115e-08      -1.672895544033e-08       2.823324052939e+00      -2.100458701716e-08       3.084349340463e-09      -1.177204971399e-08       1.659136603785e+00       1.238717813978e-08       2.367860807142e-08       1.089130080853e+00       5.491742554541e-08       7.639903879213e-01 
  668       6.387740826573e+00       1.883323960366e-07      -6.654445699713e-08       2.707047076739e-08      -1.509312534842e-08       2.826144660476e+00      -1.941273074611e-08       1.873021286683e-09      -1.173680275764e-08       1.661047111133e+00       1.274271508541e-08      -6.616010219339e-09       1.090501503092e+00       4.426020370833e-08       7.650347422599e-01 
  669       6.392520085821e+00       1.756657792924e-07      -6.037756591760e-08       2.410473430183e-08      -1.345833975431e-08       2.828962621247e+00      -1.786895590147e-08       6.800085661987e-10      -1.169701970054e-08       1.662955585395e+00       1.298184553055e-08      -3.756370824507e-08       1.091870001652e+00       3.286302118873e-08       7.660763266072e-01 
  670       6.397293956985e+00       1.633743392780e-07      -5.438665067080e-08       2.122907317901e-08      -1.186358402850e-08       2.831777942263e+00      -1.639462105267e-08      -4.747667543262e-10      -1.165266418371e-08       1.664861987355e+00       1.310925303024e-08      -6.858183108026e-08       1.093235578412e+00       2.094737974233e-08       7.671151059999e-01 
  671       6.402062452039e+00       1.517526154950e-07      -4.871622411337e-08       1.851134676256e-08      -1.034830842007e-08       2.834590630042e+00      -1.501133541213e-08      -1.571146594051e-09      -1.160369975996e-08       1.666766277104e+00       1.312968651841e-08      -9.908072400032e-08       1.094598235292e+00       8.737481902581e-09       7.681510451552e-01 
  672       6.406825581239e+00       1.410986248948e-07      -4.351250595730e-08       1.602021529391e-08      -8.952429787524e-09       2.837400690601e+00      -1.374095976331e-08      -2.588735981173e-09      -1.155008989402e-08       1.668668414042e+00       1.304796056329e-08      -1.284637063549e-07       1.095957974255e+00      -3.539758889401e-09       7.691841084700e-01 
  673       6.411583353117e+00       1.317138747708e-07      -3.892342909869e-08       1.382514286099e-08      -7.716333329802e-09       2.840208129453e+00      -1.260560738881e-08      -3.506902176146e-09      -1.149179796257e-08       1.670568356873e+00       1.286895562278e-08      -1.561270454409e-07       1.097314797304e+00      -1.565470815500e-08       7.702142600193e-01 
  674       6.416335774462e+00       1.239033756500e-07      -3.509864594638e-08       1.199640036698e-08      -6.680874317158e-09       2.843012951606e+00      -1.162764499839e-08      -4.304773794898e-09      -1.142878725440e-08       1.672466063600e+00       1.259761829985e-08      -1.814599303762e-07       1.098668706486e+00      -2.737500024822e-08       7.712414635549e-01 
  675       6.421082850317e+00       1.179756541852e-07      -3.218953475064e-08       1.060506849896e-08      -5.887379822118e-09       2.845815161556e+00      -1.082969365707e-08      -4.961239932046e-09      -1.136102097044e-08       1.674361491525e+00       1.223896159794e-08      -2.038444459725e-07       1.100019703890e+00      -3.846552822575e-08       7.722656825043e-01 
  676       6.425824583961e+00       1.142427660467e-07      -3.034920593188e-08       9.723040696707e-09      -5.377650450407e-09       2.848614763284e+00      -1.023462971319e-08      -5.454949284114e-09      -1.128846222384e-08       1.676254597240e+00       1.179806517635e-08      -2.226555466086e-07       1.101367791645e+00      -4.868843371716e-08       7.732868799689e-01 
  677       6.430560976900e+00       1.130203088144e-07      -2.973250840933e-08       9.423026121342e-09      -5.193962071880e-09       2.851411760257e+00      -9.865585726486e-09      -5.764309272753e-09      -1.121107404012e-08       1.678145336630e+00       1.128007560563e-08      -2.372610301039e-07       1.102712971923e+00      -5.780309679499e-08       7.743050187232e-01 
  678       6.435292033052e+00       1.145246367859e-07      -3.044656048132e-08       9.755192459477e-09      -5.365896533623e-09       2.854206156613e+00      -9.738141375108e-09      -5.874188568897e-09      -1.112886706673e-08       1.680033677552e+00       1.069148017336e-08      -2.471887163499e-07       1.104055259622e+00      -6.561600580973e-08       7.753200745654e-01 
  679       6.440017771420e+00       1.185620537042e-07      -3.240116224675e-08       1.067653712578e-08      -5.870519516890e-09       2.856997960789e+00      -9.836710013443e-09      -5.796184611179e-09      -1.104204382759e-08       1.681919638188e+00       1.004395784496e-08      -2.526319812939e-07       1.105394720720e+00      -7.213156426306e-08       7.763320766883e-01 
  680       6.444738213670e+00       1.248329624941e-07      -3.545517924151e-08       1.212000325884e-08      -6.671349840763e-09       2.859787181964e+00      -1.013764620932e-08      -5.548790149225e-09      -1.095085757057e-08       1.683803249513e+00       9.350611612306e-09      -2.539550413609e-07       1.106731434750e+00      -7.740450657362e-08       7.773410681734e-01 
  681       6.449453379946e+00       1.330340443027e-07      -3.946572007337e-08       1.401769925165e-08      -7.731451244246e-09       2.862573828874e+00      -1.061700868227e-08      -5.150730173985e-09      -1.085556485126e-08       1.685684542679e+00       8.624703027744e-09      -2.515267504325e-07       1.108065482185e+00      -8.149031461114e-08       7.783470927204e-01 
  682       6.454163288861e+00       1.428582445959e-07      -4.428812985411e-08       1.630089563122e-08      -9.013430683976e-09       2.865357909801e+00      -1.125055919577e-08      -4.620962788286e-09      -1.075642554554e-08       1.687563549017e+00       7.879652791423e-09      -2.457206173046e-07       1.109396944446e+00      -8.444522056851e-08       7.793501946488e-01 
  683       6.458867957488e+00       1.539947592544e-07      -4.977598363177e-08       1.890002193808e-08      -1.047943663194e-08       2.868139432574e+00      -1.201376144957e-08      -3.978680077395e-09      -1.065370286210e-08       1.689440300037e+00       7.129041338671e-09      -2.369148231447e-07       1.110725903903e+00      -8.632620983384e-08       7.803504189003e-01 
  684       6.463567401345e+00       1.661290206698e-07      -5.578107982280e-08       2.174466360585e-08      -1.209115737321e-08       2.870918404564e+00      -1.288177997189e-08      -3.243308979565e-09      -1.054766335494e-08       1.691314827428e+00       6.386609427355e-09      -2.254922389497e-07       1.112052443878e+00      -8.719102386249e-08       7.813478110409e-01 
  685       6.468261634390e+00       1.789426838409e-07      -6.215343364429e-08       2.476355884078e-08      -1.380981930362e-08       2.873694832683e+00      -1.382947901175e-08      -2.434512156595e-09      -1.043857693592e-08       1.693187163055e+00       5.666258725244e-09      -2.118404430035e-07       1.113376648651e+00      -8.709816304915e-08       7.823424172629e-01 
  686       6.472950669007e+00       1.921136124695e-07      -6.874127054614e-08       2.788459550133e-08      -1.559618522753e-08       2.876468723375e+00      -1.483142143123e-08      -1.572188864387e-09      -1.032671688727e-08       1.695057338964e+00       4.982052397375e-09      -1.963517383344e-07       1.114698603458e+00      -8.610688959986e-08       7.833342843875e-01 
  687       6.477634515996e+00       2.053158650568e-07      -7.539101964327e-08       3.103480797767e-08      -1.741055265551e-08       2.879240082619e+00      -1.586186759772e-08      -6.764758234954e-10      -1.021235987411e-08       1.696925387378e+00       4.348215693415e-09      -1.794231701729e-07       1.116018394498e+00      -8.427723040409e-08       7.843234598664e-01 
  688       6.482313184565e+00       2.182196809991e-07      -8.194730714779e-08       3.414037407127e-08      -1.921275210205e-08       2.882008915922e+00      -1.689477427622e-08       2.322519103108e-10      -1.009578595698e-08       1.698791340697e+00       3.779136535025e-09      -1.614565434092e-07       1.117336108937e+00      -8.166997990680e-08       7.853099917844e-01 
  689       6.486986682317e+00       2.304914666845e-07      -8.825294980122e-08       3.712661187445e-08      -2.096214538333e-08       2.884775228318e+00      -1.790379352157e-08       1.133380075498e-09      -9.977278604369e-09       1.700655231498e+00       3.289366103224e-09      -1.428584400507e-07       1.118651834907e+00      -7.834670298045e-08       7.862939288615e-01 
  690       6.491655015239e+00       2.417937815885e-07      -9.414894830668e-08       3.991797664991e-08      -2.261762391486e-08       2.887539024360e+00      -1.886227157077e-08       2.006054334211e-09      -9.857124705223e-09       1.702517092539e+00       2.893619425753e-09      -1.240402366798e-07       1.119965661511e+00      -7.436973779710e-08       7.872753204547e-01 
  691       6.496318187695e+00       2.517853243704e-07      -9.947448076105e-08       4.243805771028e-08      -2.413760700927e-08       2.890300308123e+00      -1.974324773524e-08       2.829179401716e-09      -9.735614581474e-09       1.704376956752e+00       2.606775964438e-09      -1.054181219113e-07       1.121277678828e+00      -6.980219870044e-08       7.882542165606e-01 
  692       6.500976202413e+00       2.601209189692e-07      -1.040668960872e-07       4.460957529769e-08      -2.548004017397e-08       2.893059083195e+00      -2.051945329306e-08       3.581418175848e-09      -9.613042000570e-09       1.706234857249e+00       2.443880202551e-09      -8.741311384995e-08       1.122587977915e+00      -6.470797907785e-08       7.892306678177e-01 
  693       6.505629060474e+00       2.664515007000e-07      -1.077617074663e-07       4.635437746333e-08      -2.660239340890e-08       2.895815352677e+00      -2.116331038127e-08       4.241190866454e-09      -9.489704187989e-09       1.708090827315e+00       2.420142232181e-09      -7.045107754839e-08       1.123896650806e+00      -5.915175423244e-08       7.902047255077e-01 
  694       6.510276761303e+00       2.704241023497e-07      -1.103925857696e-07       4.759343694695e-08      -2.746165950422e-08       2.898569119179e+00      -2.164693088814e-08       4.786674124839e-09      -9.365901839770e-09       1.709944900417e+00       2.550938341591e-09      -5.496274246432e-08       1.125203790523e+00      -5.319898425513e-08       7.911764415587e-01 
  695       6.514919307092e+00       2.717673468883e-07      -1.118317666280e-07       4.826609677796e-08      -2.802471590537e-08       2.901320386070e+00      -2.194916517847e-08       5.200933316037e-09      -9.241930339177e-09       1.711797112085e+00       2.846066199736e-09      -4.129281380749e-08       1.126509488776e+00      -4.691691440814e-08       7.921458735658e-01 
  696       6.519556716196e+00       2.705499219060e-07      -1.121122151602e-07       4.838825645552e-08      -2.829965229830e-08       2.904069161264e+00      -2.207691278334e-08       5.487439249815e-09      -9.118053179180e-09       1.713647505627e+00       3.292376966822e-09      -2.942517886223e-08       1.127813829019e+00      -4.037759349569e-08       7.931130999662e-01 
  697       6.524189009994e+00       2.669275002823e-07      -1.113080111814e-07       4.799540030045e-08      -2.830509688735e-08       2.906815453509e+00      -2.204425660227e-08       5.654875257547e-09      -8.994528007180e-09       1.715496126540e+00       3.870779979355e-09      -1.925197022476e-08       1.129116893257e+00      -3.365492450062e-08       7.940782051869e-01 
  698       6.528816208477e+00       2.610577319428e-07      -1.094941711197e-07       4.712346093374e-08      -2.805991321445e-08       2.909559271134e+00      -2.186545419852e-08       5.712033931842e-09      -8.871615380693e-09       1.717343020624e+00       4.561954319245e-09      -1.066394474680e-08       1.130418764331e+00      -2.682367592104e-08       7.950412746579e-01 
  699       6.533438330235e+00       2.531002511682e-07      -1.067466514738e-07       4.580882093120e-08      -2.758320102786e-08       2.912300622047e+00      -2.155493844022e-08       5.667817529407e-09      -8.749578777686e-09       1.719188233992e+00       5.346347975862e-09      -3.550478441369e-09       1.131719525923e+00      -1.995948488995e-08       7.960023948155e-01 
  700       6.538055392451e+00       2.432166839022e-07      -1.031423522709e-07       4.408831447825e-08      -2.689429715080e-08       2.915039513732e+00      -2.112731814160e-08       5.531238373909e-09      -8.628684606920e-09       1.721031813060e+00       6.204177008099e-09       2.200438611337e-09       1.133019262555e+00      -1.313886029468e-08       7.969616531060e-01 
  701       6.542667410886e+00       2.315706550602e-07      -9.875912052495e-08       4.199922902462e-08      -2.601277635019e-08       2.917775953246e+00      -2.059737870412e-08       5.311419258836e-09      -8.509202218291e-09       1.722873804555e+00       7.115424706430e-09       6.702207358129e-09       1.134318059594e+00      -6.439185896426e-09       7.979191379887e-01 
  702       6.547274399877e+00       2.183277958373e-07      -9.367575369410e-08       3.957930693907e-08      -2.495845220529e-08       2.920509947217e+00      -1.998008275768e-08       5.017593850356e-09      -8.391403913174e-09       1.724714255515e+00       8.059840754968e-09       1.006962486698e-08       1.135616003254e+00       6.127655021647e-11       7.988749389397e-01 
  703       6.551876372323e+00       2.036557510173e-07      -8.797200313890e-08       3.686674716412e-08      -2.375137797640e-08       2.923241501838e+00      -1.929057080176e-08       4.659107090183e-09      -8.275564954758e-09       1.726553213283e+00       9.016940393526e-09       1.241888942118e-08       1.136913180597e+00       6.283384177771e-09       7.998291464551e-01 
  704       6.556473339675e+00       1.877241862801e-07      -8.172857758007e-08       3.390020687074e-08      -2.241184747356e-08       2.925970622867e+00      -1.854416184664e-08       4.245415598435e-09      -8.161963578394e-09       1.728390725513e+00       9.966003579672e-09       1.386760561353e-08       1.138209679540e+00       1.214710988635e-08       8.007818520543e-01 
  705       6.561065311930e+00       1.707047955112e-07      -7.502714655649e-08       3.071880311315e-08      -2.096039592519e-08       2.928697315622e+00      -1.775635405453e-08       3.786088076496e-09      -8.050881001930e-09       1.730226840171e+00       1.088607415079e-08       1.453478944045e-08       1.139505588851e+00       1.757153922415e-08       8.017331482837e-01 
  706       6.565652297621e+00       1.527713081092e-07      -6.795034388301e-08       2.736211448345e-08      -1.941780084681e-08       2.931421584978e+00      -1.694282538079e-08       3.290805709878e-09      -7.942601436057e-09       1.732061605530e+00       1.175595898616e-08       1.454087339620e-08       1.140800998159e+00       2.247486726792e-08       8.026831287199e-01 
  707       6.570234303803e+00       1.340994962944e-07      -6.058177110845e-08       2.387018276643e-08      -1.780508290973e-08       2.934143435367e+00      -1.611943421506e-08       2.769362571084e-09      -7.837412094648e-09       1.733895070176e+00       1.255422716895e-08       1.400771156700e-08       1.142095997948e+00       2.677439550347e-08       8.036318879734e-01 
  708       6.574811336052e+00       1.148671824175e-07      -5.300600097343e-08       2.028351459421e-08      -1.614350680970e-08       2.936862870771e+00      -1.530222002248e-08       2.231666022466e-09      -7.735603205098e-09       1.735727283002e+00       1.325920914838e-08       1.305858472521e-08       1.143390679568e+00       3.038652870615e-08       8.045795216913e-01 
  709       6.579383398447e+00       9.525424626737e-08      -4.530858086831e-08       1.664308310104e-08      -1.445458213560e-08       2.939579894718e+00      -1.450740398483e-08       1.687737119089e-09      -7.637468018667e-09       1.737558293217e+00       1.384899590167e-08       1.181820542349e-08       1.144685135233e+00       3.322677182135e-08       8.055261265617e-01 
  710       6.583950493567e+00       7.544263238010e-08      -3.757603629109e-08       1.299032957797e-08      -1.276006423816e-08       2.942294510286e+00      -1.375138964172e-08       1.147711011591e-09      -7.543302820821e-09       1.739388150339e+00       1.430143809620e-08       1.041272308897e-08       1.145979458022e+00       3.520972684494e-08       8.064718003164e-01 
  711       6.588512622479e+00       5.561635734683e-08      -2.989587430530e-08       9.367165127597e-09      -1.108195509859e-08       2.945006720091e+00      -1.305076353179e-08       6.218373490461e-10      -7.453406941573e-09       1.741216904196e+00       1.459414525149e-08       8.969729117393e-09       1.147273741886e+00       3.624908970381e-08       8.074166417343e-01 
  712       6.593069784728e+00       3.596151712236e-08      -2.235658699793e-08       5.815972318786e-09      -9.442504197314e-09       2.947716526292e+00      -1.242229583384e-08       1.204806818248e-10      -7.368082765823e-09       1.743044604931e+00       1.470448490129e-08       7.618261967293e-09       1.148568081647e+00       3.625764713634e-08       8.083607506455e-01 
  713       6.597621982645e+00       1.663199859567e-08      -1.503031151586e-08       2.370669244104e-09      -7.860244235667e-09       2.950423931660e+00      -1.187849157987e-08      -3.481971502174e-10      -7.287356773047e-09       1.744871295546e+00       1.461708844000e-08       6.464480079867e-09       1.149862560510e+00       3.518156635045e-08       8.093042228087e-01 
  714       6.602169234383e+00      -2.354169924867e-09      -7.920414066271e-09      -9.703021804822e-10      -6.338007584282e-09       2.953128942843e+00      -1.141414316482e-08      -7.852426760571e-10      -7.210136375473e-09       1.746696989379e+00       1.434653879067e-08       5.518124426726e-09       1.151157212306e+00       3.310403978026e-08       8.102471344252e-01 
  715       6.606711561127e+00      -2.101327464483e-08      -1.012840711139e-09      -4.217513702674e-09      -4.874666457987e-09       2.955831567167e+00      -1.101950406822e-08      -1.194047622531e-09      -7.135035855415e-09       1.748521692168e+00       1.391514510296e-08       4.764562004721e-09       1.152452058479e+00       3.014375397231e-08       8.111895573152e-01 
  716       6.611248982796e+00      -3.936181331999e-08       5.706636935510e-09      -7.381663624052e-09      -3.469075798650e-09       2.958531811555e+00      -1.068471296538e-08      -1.578044020169e-09      -7.060653718743e-09       1.750345409460e+00       1.334547902507e-08       4.188981149739e-09       1.153747120513e+00       2.642079375355e-08       8.121315640166e-01 
  717       6.615781518035e+00      -5.741649603203e-08       1.225242233784e-08      -1.047357725211e-08      -2.120073209201e-09       2.961229682528e+00      -1.039979331978e-08      -1.940704346736e-09      -6.985572639471e-09       1.752168146612e+00       1.266037563527e-08       3.776390895331e-09       1.155042419925e+00       2.205664719531e-08       8.130732277871e-01 
  718       6.620309184206e+00      -7.519424596435e-08       1.863909466847e-08      -1.350420735228e-08      -8.264788876605e-10       2.963925186203e+00      -1.015465297543e-08      -2.285541670762e-09      -6.908359404332e-09       1.753989908784e+00       1.188293437346e-08       3.511620331327e-09       1.156337978273e+00       1.717421057721e-08       8.140146226066e-01 
  719       6.624831997378e+00      -9.271220017785e-08       2.488140943873e-08      -1.648463459998e-08       4.129044388349e-10       2.966618328285e+00      -9.939083749248e-09      -2.616109795086e-09      -6.827564857365e-09       1.755810700943e+00       1.103651997261e-08       3.379317962458e-09       1.157633817148e+00       1.189779335107e-08       8.149558231791e-01 
  720       6.629349972322e+00      -1.099877103866e-07       3.099429912893e-08      -1.942606803264e-08       1.599291580009e-09       2.969309114072e+00      -9.742761023391e-09      -2.936003400390e-09      -6.741723844500e-09       1.757630527860e+00       1.014476339036e-08       3.363951066980e-09       1.158929958178e+00       6.353123104872e-09       8.158969049350e-01 
  721       6.633863122502e+00      -1.270383437339e-07       3.699287381861e-08      -2.233984550172e-08       2.733914948420e-09       2.971997548446e+00      -9.555243337646e-09      -3.248858188737e-09      -6.649355158134e-09       1.759449394105e+00       9.231562740503e-09       3.449805055291e-09       1.160226423027e+00       6.673505266345e-10       8.168379440337e-01 
  722       6.638371460064e+00      -1.438818835675e-07       4.289242181680e-08      -2.523743412477e-08       3.818024625435e-09       2.974683635870e+00      -9.365971981783e-09      -3.558351027107e-09      -6.548961481719e-09       1.761267304051e+00       8.321084224523e-09       3.620982828554e-09       1.161523233391e+00      -5.030945631615e-09       8.177790173650e-01 
  723       6.642874995830e+00      -1.605363302159e-07       4.870841029228e-08      -2.813043073745e-08       4.852888427203e-09       2.977367380390e+00      -9.164270587922e-09      -3.868200090938e-09      -6.439029334342e-09       1.763084261871e+00       7.437763063109e-09       3.861404137318e-09       1.162820411005e+00      -1.061175358994e-08       8.187202025522e-01 
