# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:dens[1]-dens[1]        3:dens[1]-dens[2]        4:dens[1]-dens[3]        5:dens[1]-dens[4]        6:dens[1]-dens[5]        7:dens[1]-dens[6]        8:dens[2]-dens[2]        9:dens[2]-dens[3]       10:dens[2]-dens[4]       11:dens[2]-dens[5]       12:dens[2]-dens[6]       13:dens[3]-dens[3]       14:dens[3]-dens[4]       15:dens[3]-dens[5]       16:dens[3]-dens[6]       17:dens[4]-dens[4]       18:dens[4]-dens[5]       19:dens[4]-dens[6]       20:dens[5]-dens[5]       21:dens[5]-dens[6]       22:dens[6]-dens[6]    
   14       1.818875708518e-01       5.698895673969e-02       1.835528716326e-02       6.404080984131e-10       1.175297029947e-09       7.307431923023e-10       1.673668885378e-01       5.363085910788e-02      -7.218055155209e-10       2.183928652715e-09       5.601410275638e-10       1.545501829781e-01      -3.201650100072e-09       3.468617542226e-09       4.841759374127e-10       1.625557097762e-03      -3.835675383903e-05      -6.144001197905e-06       1.297854467990e-03      -3.633415733878e-05       1.055810977751e-03 
   15       2.027713348726e-01       6.195217789555e-02       1.960068354703e-02      -2.301364281112e-09      -1.532863710215e-09      -1.548288969714e-09       1.866967922709e-01       5.832013051168e-02       9.478349473655e-11      -2.571715959171e-09      -1.905985024327e-09       1.724577389836e-01       3.210844485832e-09      -2.034112758408e-09      -1.847308402170e-09       1.860533590339e-03      -4.128768520827e-05      -6.269978881255e-06       1.485526719673e-03      -3.938598444656e-05       1.208503032894e-03 
   16       2.242125122707e-01       6.688576605661e-02       2.097343370605e-02      -1.838813023730e-09      -1.183296667510e-09      -8.156636944340e-10       2.066589537067e-01       6.305177714230e-02      -2.489507899538e-09      -9.039364292037e-10      -1.226118892945e-09       1.910221373270e-01      -1.709233905527e-09      -1.230716495022e-09      -1.237420400738e-09       2.111389636261e-03      -4.403258169438e-05      -6.338280027282e-06       1.685942959940e-03      -4.230218746064e-05       1.371595961824e-03 
   17       2.459751598914e-01       7.163807657214e-02       2.239659434285e-02       5.280112766272e-09      -2.864673574121e-09       8.166175271308e-10       2.270803938717e-01       6.772724254604e-02       4.704588972481e-09      -8.277405667757e-10       1.070288252861e-09       2.101238191567e-01       3.259925687642e-09       1.441878845217e-09       1.529397306257e-09       2.378056334783e-03      -4.657845515600e-05      -6.353690380737e-06       1.899061660827e-03      -4.506606568633e-05       1.545068075172e-03 
   18       2.678014735566e-01       7.602248114679e-02       2.374696778166e-02       9.126769785557e-09       1.479760523692e-09       2.814587295557e-10       2.477516511608e-01       7.220687822600e-02       5.050877066310e-09       1.133563461266e-09       4.515664949511e-10       2.296036385417e-01       5.163837871021e-09       8.819336652014e-10       1.088037224421e-09       2.660443712400e-03      -4.891143347397e-05      -6.322177275121e-06       2.124835184543e-03      -4.766176012321e-05       1.728892516409e-03 
   19       2.894486773089e-01       7.984544614257e-02       2.487229034239e-02      -3.744967089357e-09       5.575682149600e-09       6.989035284906e-11       2.684501316098e-01       7.632608420699e-02      -3.966776742133e-09       5.134433074399e-09      -2.269866159161e-10       2.492757116130e-01      -4.601206818692e-09       3.702621794043e-09      -3.931196737595e-10       2.958446269955e-03      -5.102605919529e-05      -6.248284153834e-06       2.363196504499e-03      -5.007828928174e-05       1.923027319829e-03 
   20       3.107279670963e-01       8.293994086869e-02       2.561576797200e-02      -9.742190054245e-09      -5.019483923928e-10      -2.540734629234e-10       2.889696844345e-01       7.991848150943e-02      -1.161320478373e-08      -4.822548655361e-10      -3.345990104663e-10       2.689471286753e-01      -7.870955857972e-09      -2.602892997954e-10      -2.094119047241e-10       3.271941945894e-03      -5.291610206684e-05      -6.139348391984e-06       2.614072891697e-03      -5.230728518076e-05       2.127428934997e-03 
   21       3.315366500558e-01       8.519736478253e-02       2.584373350797e-02      -7.133362598981e-11      -4.347377349138e-09       2.746329165553e-10       3.091509395119e-01       8.284243596088e-02       4.194868614816e-10      -5.618213411007e-09      -2.206295690086e-11       2.884417910890e-01       8.078899906290e-10      -6.236633348295e-09       3.615471641518e-11       3.600790172942e-03      -5.458018550336e-05      -5.998251338086e-06       2.877374582878e-03      -5.434102232545e-05       2.342037066973e-03 
   22       3.518756410602e-01       8.659086810514e-02       2.547100469971e-02      -1.299766592628e-09      -2.673951524584e-10      -4.277832878100e-11       3.289060962087e-01       8.500594524690e-02       6.764968411090e-09      -5.968314433125e-10       2.136124440315e-11       3.076242809782e-01       1.174216784711e-08      -7.982550377758e-10       2.870745218802e-10       3.944841402638e-03      -5.602006446840e-05      -5.832755914365e-06       3.153004090958e-03      -5.617875204123e-05       2.566789640494e-03 
   23       3.718480412747e-01       8.718467422395e-02       2.447867220413e-02       8.849288983923e-10       2.121605397569e-09       2.096068386026e-10       3.482326099804e-01       8.638479523350e-02       9.385546755035e-10       3.403428470502e-09      -1.441686767372e-10       3.264191817965e-01       2.190251443045e-09       4.713152798899e-09      -2.386357269212e-11       4.303921332784e-03      -5.723502162587e-05      -5.645709000273e-06       3.440852054321e-03      -5.781383260197e-05       2.801612656607e-03 
   24       3.916393845627e-01       8.712748907286e-02       2.292082738997e-02       1.835408530027e-09       4.619749003356e-10       1.155456970548e-10       3.672127328373e-01       8.703014352214e-02       4.146012611796e-09       7.314574928529e-10      -2.090129570887e-11       3.448218755947e-01      -2.616355886858e-09       1.327176582043e-09       1.594703151667e-10       4.677856304538e-03      -5.823476105952e-05      -5.441778640415e-06       3.740797046668e-03      -5.925210004291e-05       3.046423610545e-03 
   25       4.114843738707e-01       8.663180924969e-02       2.091936101402e-02      -6.886315781718e-10      -7.212566625536e-10      -7.427610731857e-11       3.859991088540e-01       8.706406719689e-02       1.236359868623e-11      -1.250534520282e-09      -2.244798695851e-10       3.628986160572e-01      -9.594297873460e-11      -2.337526001253e-09      -4.468743522728e-11       5.066443604759e-03      -5.901784903268e-05      -5.226742703413e-06       4.052711893116e-03      -6.048897067306e-05       3.301137738444e-03 
   26       4.316273967261e-01       8.594392897456e-02       1.864863128582e-02       7.164275669711e-09      -4.243951735099e-11      -2.883623922156e-10       4.047896761981e-01       8.666420666979e-02      -1.845207057237e-10      -4.175128161750e-10      -2.227737767729e-10       3.807758838950e-01      -5.463133448916e-09      -8.819368243487e-10       2.228041672779e-10       5.469485473499e-03      -5.959951333848e-05      -5.000189046326e-06       4.376455984164e-03      -6.153201375639e-05       3.565653514742e-03 
   27       4.522839678754e-01       8.531052398200e-02       1.631357048596e-02       1.852257187134e-09       6.178713659957e-12      -4.852656920673e-11       4.237969515848e-01       8.604079893039e-02       1.802551135244e-09       4.097562183246e-10      -1.241869093422e-10       3.986212616562e-01      -6.801993492394e-10       6.171403581721e-10      -6.476221023054e-11       5.886758614693e-03      -5.997994059914e-05      -4.771147807527e-06       4.711881994561e-03      -6.238283804627e-05       3.839875066248e-03 
   28       4.736086001543e-01       8.494719411444e-02       1.412525948086e-02      -5.604874480042e-09      -9.213932597583e-11      -1.010715275065e-10       4.432170095964e-01       8.541031953375e-02      -8.138875060654e-09       7.861951656836e-11       3.871807118562e-10       4.166193878515e-01      -1.906813540333e-09       2.306773413817e-10       7.017835284574e-10       6.318040854038e-03      -6.017366318908e-05      -4.535925031857e-06       5.058836859292e-03      -6.304583818611e-05       4.123687138877e-03 
   29       4.956721269101e-01       8.501266031120e-02       1.227741925410e-02      -1.358248793887e-10      -4.399653975019e-11      -3.008856473946e-10       4.632024911154e-01       8.496984042284e-02      -3.463766848456e-09       3.675898471124e-11      -2.863714919519e-10       4.349469537806e-01      -3.883719890163e-09      -1.788932548691e-10      -2.015748911225e-10       6.763096101757e-03      -6.018744895437e-05      -4.302298732327e-06       5.417153213826e-03      -6.353052695858e-05       4.416978518250e-03 
   30       5.184523484218e-01       8.559402087576e-02       1.092963156547e-02      -1.631102985252e-09      -2.296832343108e-11      -3.564425521369e-10       4.838459661747e-01       8.487888001374e-02      -1.327323970661e-09       2.631059598773e-11      -4.573372167988e-10       4.537539278890e-01      -8.022544157155e-10      -1.688245220899e-10      -4.937007664553e-10       7.221680001014e-03      -6.003158657434e-05      -4.069366491060e-06       5.786665587739e-03      -6.383958265970e-05       4.719627076664e-03 
   31       5.418207099092e-01       8.667995147106e-02       1.017310591965e-02      -5.017812337461e-09      -3.071007180991e-11      -3.924008583452e-10       5.051491552048e-01       8.522410420447e-02      -1.082235016502e-09      -4.779016338353e-11      -1.779103213831e-10       4.731266399902e-01       4.556783251296e-09       1.740168021894e-11      -1.333745843394e-10       7.693543088468e-03      -5.971648890993e-05      -3.838867688228e-06       6.167198918866e-03      -6.398014287293e-05       5.031506863531e-03 
   32       5.655761793686e-01       8.819368074622e-02       1.005696357153e-02       1.908770090553e-09      -9.481781952972e-12      -5.899041972861e-10       5.270557029916e-01       8.604785266181e-02       5.391314604452e-09      -5.667393378202e-11      -2.361034249353e-10       4.931149601048e-01       7.232443425632e-09       1.176126186846e-10      -1.634834837825e-10       8.178429392784e-03      -5.925196443146e-05      -3.613734626071e-06       6.558570132358e-03      -6.396150185970e-05       5.352487725994e-03 
   33       5.894532415098e-01       8.997034458257e-02       1.054126773959e-02       8.574729074951e-09       6.434079719847e-11      -7.714719996319e-10       5.494191072798e-01       8.730266407818e-02       8.576917820813e-09      -1.538860453135e-11      -3.745065108287e-10       5.136830150771e-01       3.409391802380e-09       1.169601126868e-10      -3.111834970420e-10       8.676078273464e-03      -5.864870490018e-05      -3.395223423622e-06       6.960593302863e-03      -6.379180582066e-05       5.682434427373e-03 
   34       6.131399436015e-01       9.178387396903e-02       1.152691931585e-02       1.374878623710e-09       1.754540552561e-10      -7.110681692236e-10       5.720317215822e-01       8.888165522236e-02      -2.164801933678e-09       1.310613985996e-11      -1.292022029008e-10       5.347400447662e-01      -7.578559011120e-09       7.242564115153e-11      -4.353351043369e-11       9.186224599629e-03      -5.791744659937e-05      -3.183632786553e-06       7.373078228459e-03      -6.347895392217e-05       6.021207181649e-03 
   35       6.363591588338e-01       9.338954308533e-02       1.285168437992e-02      -7.842706362227e-09       1.742441035695e-10      -5.846522486817e-10       5.946518529296e-01       9.061912719231e-02      -1.177299695431e-08      -2.736302787893e-11       2.190259823663e-10       5.561326790376e-01      -1.229902233272e-08       4.082208991438e-12       2.638923356773e-10       9.708601394414e-03      -5.706912809514e-05      -2.979593091094e-06       7.795831048843e-03      -6.303146310203e-05       6.368663521163e-03 
   36       6.588478899994e-01       9.452303576617e-02       1.430713254593e-02      -3.370797380905e-09      -5.695941984122e-11      -6.297900093971e-10       6.170090390910e-01       9.230520874706e-02      -2.649723891277e-09      -1.516728730716e-10       2.618502937977e-10       5.776619728324e-01       1.553424370864e-09      -6.273350153503e-11       9.926732650922e-11       1.024293931863e-02      -5.611432310569e-05      -2.783471973422e-06       8.228654521890e-03      -6.245791502765e-05       6.724657843209e-03 
   37       6.804660462072e-01       9.498519602901e-02       1.567611381735e-02       5.105697821534e-09      -2.312246524676e-10      -6.894704123047e-10       6.388735302691e-01       9.372588631882e-02       9.689558629147e-09      -1.753985970871e-10       2.361638733967e-10       5.991113283791e-01       1.455332198239e-08      -3.912817994897e-11      -1.639506954586e-10       1.078896798830e-02      -5.506334288827e-05      -2.595957060737e-06       8.671350119003e-03      -6.176687801217e-05       7.089042625602e-03 
   38       7.011415517385e-01       9.460983141293e-02       1.672961394847e-02       3.361218121347e-09      -3.744269541204e-11      -5.341403283786e-10       6.600345107706e-01       9.465785660737e-02       4.786517609185e-09       5.967666987581e-11       4.866017403375e-10       6.202468249646e-01       4.326616222779e-09       1.293338135818e-10      -1.236563927353e-11       1.134641625854e-02      -5.392591546036e-05      -2.417447156964e-06       9.123717496769e-03      -6.096678772158e-05       7.461667930591e-03 
   39       7.209508966736e-01       9.335563704168e-02       1.729829516309e-02      -2.490117335807e-09       2.394565566342e-10      -2.421780822549e-10       6.803890827326e-01       9.494132914451e-02      -5.645423916042e-09       2.322961507127e-10       8.131575453358e-10       6.408791498044e-01      -1.072646400934e-08       2.172456482299e-10       2.615084545278e-10       1.191501384465e-02      -5.271172646422e-05      -2.248124181313e-06       9.585555499925e-03      -6.006653032299e-05       7.842381814495e-03 
   40       7.400527017869e-01       9.124890023251e-02       1.724180491864e-02      -2.306317158291e-09       2.125637389437e-10       3.376211842167e-11       6.998931561723e-01       9.444851565254e-02      -4.099164387548e-09      -1.183744475130e-12       9.137434680147e-10       6.608403801074e-01      -5.984300809539e-09       6.316812738555e-12       2.208885083182e-10       1.249449154692e-02      -5.142994316963e-05      -2.087711568865e-06       1.005666201773e-02      -5.907482149760e-05       8.231030421315e-03 
   41       7.586890477089e-01       8.842828838548e-02       1.651822162580e-02       8.572434809410e-10       1.038423570837e-13       2.790277449512e-10       7.186205304905e-01       9.315500639282e-02       2.606410000725e-09      -2.790816926767e-10       8.797874843399e-10       6.800549034275e-01       5.851530450280e-09      -2.057355394433e-10       4.076059415770e-11       1.308458257068e-02      -5.008995621400e-05      -1.935615630243e-06       1.053683446721e-02      -5.800015649894e-05       8.627458563415e-03 
   42       7.771544346950e-01       8.509834588986e-02       1.513938228790e-02       1.131963222315e-09      -1.505146711020e-10       4.938184392314e-10       7.367138691369e-01       9.109424264330e-02       2.730616319027e-09      -1.470242191830e-10       8.805065938563e-10       6.984985863353e-01       5.065395689051e-09      -6.365634804354e-11       1.924466483873e-11       1.368502314768e-02      -4.870063228773e-05      -1.791167936070e-06       1.102587059247e-02      -5.685065277592e-05       9.031510349510e-03 
   43       7.957417199606e-01       8.152031775602e-02       1.320863703290e-02      -3.987785825214e-10      -1.677198805644e-10       5.618893039345e-10       7.543950478719e-01       8.839742461882e-02      -9.842774947898e-10       1.423098720755e-10       8.484981513879e-10       7.162479002601e-01      -2.523606710980e-09       2.122903056083e-10       8.538479630898e-11       1.429555450714e-02      -4.727068647028e-05      -1.655212930792e-06       1.152357056230e-02      -5.563453796602e-05       9.443031409739e-03 
   44       8.147361361637e-01       7.798076709952e-02       1.087791873800e-02      -1.014565526999e-09      -4.247866794510e-11       3.725589342959e-10       7.719243379523e-01       8.524704243414e-02      -2.447508684559e-09       1.887544485600e-10       6.667578652663e-10       7.334342068260e-01      -5.329156887760e-09       2.882126992602e-10       7.666128596262e-11       1.491592259028e-02      -4.580819632088e-05      -1.528651397876e-06       1.202973629584e-02      -5.435969893038e-05       9.861867778113e-03 
   45       8.342848925853e-01       7.469586378483e-02       8.326662059792e-03      -6.179232756885e-10       1.704271515388e-10       3.647959462943e-11       7.895220200998e-01       8.184935113249e-02      -1.511786571283e-09       9.753212494997e-13       3.431796169093e-10       7.502378721104e-01      -3.257457655301e-09       1.974037752883e-10      -4.511080552357e-11       1.554587807541e-02      -4.432119139962e-05      -1.411195789009e-06       1.254417146254e-02      -5.303399033721e-05       1.028786553508e-02 
   46       8.545013414789e-01       7.188130144404e-02       5.768608144523e-03       6.447288535677e-11       3.874912051802e-10      -2.490314985327e-10       8.074218690633e-01       7.844534964901e-02       9.099294412276e-11      -2.795883599483e-10      -7.226991348542e-11       7.668819684542e-01       1.218870510243e-10       9.537102317919e-11      -2.828463135290e-10       1.618517749374e-02      -4.281679596541e-05      -1.301876564698e-06       1.306668205767e-02      -5.166465854889e-05       1.072087127045e-02 
   47       8.754628430599e-01       6.973594479624e-02       3.429325429397e-03       3.559444230037e-10       5.258876022790e-10      -2.985418403841e-10       8.258495947971e-01       7.528503357481e-02       7.530164200193e-10      -5.094931852802e-10      -5.090045840070e-10       7.836053661678e-01       1.500198559227e-09       1.183345484994e-10      -6.084777437761e-10       1.683358381608e-02      -4.130127465503e-05      -1.199548509340e-06       1.359707713974e-02      -5.025841047118e-05       1.116073274858e-02 
   48       8.970713447456e-01       6.829707861863e-02       1.460311139958e-03       2.718992832188e-10       5.580215687251e-10      -9.864603249337e-11       8.448811456866e-01       7.252525240599e-02       5.364909763980e-10      -6.309197618475e-10      -8.428624164199e-10       8.005785946967e-01       1.028757285361e-09       2.201762276544e-10      -8.641842670019e-10       1.749086612205e-02      -3.978143533514e-05      -1.103976007881e-06       1.413517000306e-02      -4.882250685417e-05       1.160730017124e-02 
   49       9.191525363658e-01       6.754555978104e-02       3.658203969112e-06       4.855394871301e-11       4.711684319937e-10       3.095546378211e-10       8.645463935227e-01       7.030598632829e-02       3.932891740412e-11      -6.064890192772e-10      -9.185283914494e-10       8.179674171246e-01      -2.801039732516e-11       2.914522317565e-10      -8.325829432795e-10       1.815680123255e-02      -3.826337237293e-05      -1.014999485298e-06       1.468077823811e-02      -4.736377342194e-05       1.206042587119e-02 
   50       9.414950773661e-01       6.742514253721e-02      -8.147627740448e-04      -9.176524914428e-11       2.724144263009e-10       8.507079910477e-10       8.848415048982e-01       6.874600642339e-02      -1.843931984713e-10      -4.166040372255e-10      -6.308593348501e-10       8.359223591059e-01      -4.989181289408e-10       2.345276933691e-10      -3.529219862555e-10       1.883117446406e-02      -3.675241958123e-05      -9.322751819213e-07       1.523372391336e-02      -4.588841373471e-05       1.251996437748e-02 
   51       9.638591983609e-01       6.777624005058e-02      -9.895506802217e-04      -1.323637635806e-10       5.557050235213e-11       1.335980938670e-09       9.056409649286e-01       6.783257705626e-02      -1.347880077249e-10      -1.324143469074e-10      -1.680255781553e-10       8.544635720231e-01      -3.866102511727e-10       6.508245135420e-11       3.792259339849e-10       1.951377923747e-02      -3.525470111245e-05      -8.554731611080e-07       1.579383353406e-02      -4.440273594577e-05       1.298577263052e-02 
   52       9.859664049583e-01       6.838219081626e-02      -5.587536954054e-04      -1.184551614116e-10      -4.755629262328e-11       1.519758765886e-09       9.267604696239e-01       6.750247138829e-02       1.572725184930e-11       1.376541709918e-10       1.675938588975e-10       8.735659958178e-01      -5.902585502513e-11      -1.635232906537e-10       1.033216986364e-09       2.020441874130e-02      -3.377578479777e-05      -7.841031119756e-07       1.636093899435e-02      -4.291244501526e-05       1.345771044959e-02 
   53       1.007536830942e+00       6.900436641341e-02       4.113808953665e-04      -9.485142640708e-11       6.722858896955e-11       1.208262162049e-09       9.479887181819e-01       6.766180136032e-02       1.069498965401e-10       2.904535028017e-10       1.158945531852e-10       8.931752442025e-01       1.415820968365e-10      -3.901019026734e-10       1.312119553218e-09       2.090290574955e-02      -3.232030404010e-05      -7.176281112657e-07       1.693487776106e-02      -4.142256620002e-05       1.393564086057e-02 
   54       1.028427612155e+00       6.944316551433e-02       1.782562303138e-03      -7.728170083176e-11       3.190323084538e-10       5.499830273664e-10       9.691167746203e-01       6.815270345973e-02       1.301000249839e-10       3.034981231152e-10      -2.429844352714e-10       9.131558380181e-01       1.944388936061e-10      -5.513086851283e-10       1.239519736151e-09       2.160905913334e-02      -3.089248096887e-05      -6.560706157744e-07       1.751549174405e-02      -3.993816407524e-05       1.441943021758e-02 
   55       1.048526301811e+00       6.948908733261e-02       3.375514355954e-03      -7.443123871569e-11       5.605310733550e-10      -1.830435997658e-10       9.899128864323e-01       6.877601464486e-02       1.218012334821e-10       1.774717527377e-10      -7.140660126462e-10       9.333280870140e-01       1.749534104635e-10      -5.765930813240e-10       9.419530968894e-10       2.232270781253e-02      -2.949556068934e-05      -5.995374318174e-07       1.810262905088e-02      -3.846364913206e-05       1.490894873835e-02 
   56       1.067754064103e+00       6.894542323953e-02       4.994878194939e-03      -9.207175425362e-11       6.611451997500e-10      -7.432513816112e-10       1.010149026994e+00       6.931719859914e-02       1.147380812687e-10      -6.352163363276e-11      -1.104873918816e-09       9.534917650620e-01       1.540412752338e-10      -4.216586432308e-10       5.550962463902e-10       2.304369163637e-02      -2.813208847379e-05      -5.479915191734e-07       1.869614445130e-02      -3.700284915192e-05       1.540407060379e-02 
   57       1.086206661252e+00       6.776388280146e-02       6.474637411677e-03      -1.196817641141e-10       6.366387153370e-10      -1.129062887203e-09       1.029720474287e+00       6.960555905982e-02       1.046078002736e-10      -3.010864880208e-10      -1.337470506272e-09       9.734605391401e-01       1.416370038623e-10      -1.849926178149e-10       1.799048166964e-10       2.377185868069e-02      -2.680561079121e-05      -5.010887428578e-07       1.929589822480e-02      -3.556017634640e-05       1.590467325231e-02 
   58       1.104047219545e+00       6.593986106722e-02       7.641307998256e-03      -1.406473382332e-10       5.493333825405e-10      -1.413966588119e-09       1.048552745771e+00       6.946668775567e-02       7.560585712499e-11      -3.758990881762e-10      -1.361179459784e-09       9.930332315767e-01       1.304444333347e-10      -1.909653610989e-11      -8.233312079179e-11       2.450706856561e-02      -2.551922530451e-05      -4.582900235492e-07       1.990175791693e-02      -3.413960294567e-05       1.641063853822e-02 
   59       1.121461728699e+00       6.349842077615e-02       8.335672617246e-03      -1.396693515163e-10       4.536209086412e-10      -1.655281117982e-09       1.066601497573e+00       6.874450909659e-02       1.645063469688e-11      -1.631036202710e-10      -1.136717582142e-09       1.012021357192e+00       1.136233591787e-10      -4.780644602190e-11      -1.457664519112e-10       2.524919183365e-02      -2.427528511357e-05      -4.190062867647e-07       2.051359825445e-02      -3.274449711607e-05       1.692185304334e-02 
   60       1.138641650992e+00       6.057459003470e-02       8.529258294207e-03      -1.147859874042e-10       3.377409146274e-10      -1.801502630982e-09       1.083964729410e+00       6.743176916019e-02      -5.787368062949e-11       2.445090304961e-10      -6.898713259695e-10       1.030375112300e+00       8.986964438686e-11      -2.020240630396e-10      -3.449982549464e-11       2.599810317839e-02      -2.307625995500e-05      -3.829459051431e-07       2.113129823096e-02      -3.137839424642e-05       1.743820733208e-02 
