# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:dens[1]-dens[1]        3:dens[1]-dens[2]        4:dens[1]-dens[3]        5:dens[1]-dens[4]        6:dens[1]-dens[5]        7:dens[1]-dens[6]        8:dens[1]-dens[7]        9:dens[1]-dens[8]       10:dens[1]-dens[9]       11:dens[1]-dens[10]      12:dens[2]-dens[2]       13:dens[2]-dens[3]       14:dens[2]-dens[4]       15:dens[2]-dens[5]       16:dens[2]-dens[6]       17:dens[2]-dens[7]       18:dens[2]-dens[8]       19:dens[2]-dens[9]       20:dens[2]-dens[10]      21:dens[3]-dens[3]       22:dens[3]-dens[4]       23:dens[3]-dens[5]       24:dens[3]-dens[6]       25:dens[3]-dens[7]       26:dens[3]-dens[8]       27:dens[3]-dens[9]       28:dens[3]-dens[10]      29:dens[4]-dens[4]       30:dens[4]-dens[5]       31:dens[4]-dens[6]       32:dens[4]-dens[7]       33:dens[4]-dens[8]       34:dens[4]-dens[9]       35:dens[4]-dens[10]      36:dens[5]-dens[5]       37:dens[5]-dens[6]       38:dens[5]-dens[7]       39:dens[5]-dens[8]       40:dens[5]-dens[9]       41:dens[5]-dens[10]      42:dens[6]-dens[6]       43:dens[6]-dens[7]       44:dens[6]-dens[8]       45:dens[6]-dens[9]       46:dens[6]-dens[10]      47:dens[7]-dens[7]       48:dens[7]-dens[8]       49:dens[7]-dens[9]       50:dens[7]-dens[10]      51:dens[8]-dens[8]       52:dens[8]-dens[9]       53:dens[8]-dens[10]      54:dens[9]-dens[9]       55:dens[9]-dens[10]      56:dens[10]-dens[10]  
 1736       1.337711409670e+01       1.126098901522e-07       3.359749415000e-08       1.085589225794e-08       4.678083743932e-09       4.700860648457e-09      -3.708351656044e-09       5.674512915470e-09      -2.138740564660e-09       2.215562353212e-10       9.843597067010e+00       1.209807003281e-08      -7.623772762096e-09       1.067491351871e-08      -6.906881216686e-07      -8.395565908758e-11       9.960840993835e-09       4.635389410645e-09      -7.563395314891e-09       7.915355549679e+00       4.973878419959e-08       6.289447031552e-07       1.561381143963e-06       8.682623670932e-10       1.148768894448e-08       8.626969056740e-08      -6.409077127075e-08       6.627161187921e+00       2.319867219914e-06      -1.501971231322e-06      -7.595497884365e-09       6.323153498226e-09      -6.405875854375e-09      -3.361348137926e-09       5.682518714601e+00      -2.047915189337e-07      -6.934637190465e-07      -1.869947358382e-07       5.068829915046e-08       9.801766344824e-08       4.951529441203e+00      -3.674260464008e-07       1.766871145096e-06       1.588681495771e-06       6.271173420887e-07       4.365693786191e+00       1.263330661639e-06       1.469962144771e-06       1.216101032191e-06       3.884470167729e+00      -2.053289307671e-07      -4.463511856280e-09       3.481904870853e+00      -6.495410669998e-08       3.140295229936e+00 
 1737       1.337977731420e+01       1.150448666097e-07       3.469800512559e-08       1.081888953621e-08       5.215715816509e-09       4.876483458058e-09      -3.882450246835e-09       4.625080348939e-09      -2.299875067095e-09       5.615934102666e-11       9.845878412819e+00       1.187423086414e-08      -7.605382724592e-09       1.069432198204e-08      -6.705929432409e-07      -6.538849056780e-11       1.063758916459e-08       3.603733597447e-09      -7.698226611509e-09       7.917362424205e+00       5.699300916296e-08       7.948181731996e-07       1.137374902981e-06       5.065386420262e-10       1.065517147414e-08       8.630196726874e-08      -6.271865483586e-08       6.628954311043e+00       2.252237864436e-06      -1.616653412096e-06      -7.880930139005e-09       5.583088127130e-09      -6.475162978230e-09      -3.546627404670e-09       5.684137169069e+00      -2.943026426597e-07      -7.164613381360e-07      -2.082173809557e-07       5.537115415698e-08       9.557224794868e-08       4.953000483222e+00      -3.667568766869e-07       1.771535255281e-06       1.567996760748e-06       6.587122012901e-07       4.367038222699e+00       1.136925994727e-06       1.393588496883e-06       1.229740781754e-06       3.885704370234e+00      -2.038229824838e-07      -7.210061823346e-09       3.483042078100e+00      -5.659703251213e-08       3.141346261234e+00 
 1738       1.338243918073e+01       1.174869508833e-07       3.580075181248e-08       1.078173441991e-08       5.749208250364e-09       5.052193246245e-09      -4.056175823328e-09       3.525891953472e-09      -2.459528236795e-09      -1.149510647499e-10       9.848158678583e+00       1.164173332331e-08      -7.580237783312e-09       1.071441312974e-08      -6.455613273752e-07      -4.472775172534e-11       1.126645493181e-08       2.503965944065e-09      -7.824116286525e-09       7.919368384806e+00       6.386379414059e-08       9.573420654552e-07       7.029793078971e-07       1.196267150121e-10       9.701301303044e-09       8.609555630415e-08      -6.119349436608e-08       6.630746640138e+00       2.180470087432e-06      -1.717265628477e-06      -8.169607464734e-09       4.797709424318e-09      -6.529829944293e-09      -3.721693031962e-09       5.685754957201e+00      -3.807226500272e-07      -7.374990185021e-07      -2.284202053823e-07       5.990015139128e-08       9.252991739647e-08       4.954470902937e+00      -3.659932657968e-07       1.772166478011e-06       1.534303876514e-06       6.868663486027e-07       4.368382101481e+00       1.010756528935e-06       1.314924810430e-06       1.242592247927e-06       3.886938070299e+00      -2.013713432895e-07      -1.000516541397e-08       3.484178828208e+00      -4.780945638208e-08       3.142396877104e+00 
 1739       1.338509969811e+01       1.199345503260e-07       3.690460561666e-08       1.074593988666e-08       6.278029403512e-09       5.227916850398e-09      -4.229383949810e-09       2.393009544217e-09      -2.617508503546e-09      -2.901816255842e-10       9.850437865669e+00       1.140100800336e-08      -7.549043002734e-09       1.073374198414e-08      -6.159568873957e-07      -2.224220574145e-11       1.184370305927e-08       1.349867446460e-09      -7.942088268331e-09       7.921373432556e+00       7.028742495671e-08       1.115561098033e-06       2.617100727950e-07      -2.859177625278e-10       8.637419778760e-09       8.565567712640e-08      -5.952193500665e-08       6.632538176099e+00       2.104774453673e-06      -1.803496228242e-06      -8.455290779378e-09       3.981666293704e-09      -6.569797442398e-09      -3.884850828675e-09       5.687372076826e+00      -4.636045030719e-07      -7.565707142408e-07      -2.474768953554e-07       6.426735713276e-08       8.893581339544e-08       4.955940701001e+00      -3.651338562904e-07       1.768858091834e-06       1.488393706935e-06       7.114619689684e-07       4.369725423142e+00       8.850114134013e-07       1.234158026798e-06       1.254662344716e-06       3.888171268403e+00      -1.980632179125e-07      -1.282018331446e-08       3.485315121526e+00      -3.865336198288e-08       3.143447078044e+00 
 1740       1.338775886803e+01       1.223860649226e-07       3.800843274522e-08       1.071302587528e-08       6.801645247308e-09       5.403580773440e-09      -4.401929533689e-09       1.242569399594e-09      -2.773623436405e-09      -4.679315900353e-10       9.852715975376e+00       1.115248757713e-08      -7.512506770896e-09       1.075085691223e-08      -5.821449677955e-07       1.798123203080e-12       1.236558170997e-08       1.552832902941e-10      -8.053171304616e-09       7.923377568477e+00       7.619989902758e-08       1.268515637339e-06      -1.829007987668e-07      -7.035086875196e-10       7.474921853023e-09       8.498757604206e-08      -5.771065426977e-08       6.634328919782e+00       2.025362544627e-06      -1.875032295126e-06      -8.731712265298e-09       3.149675555331e-09      -6.594985972852e-09      -4.034398934817e-09       5.688988525722e+00      -5.424991457536e-07      -7.736703753915e-07      -2.652605685587e-07       6.846480308055e-08       8.483529228032e-08       4.957409878039e+00      -3.641772855903e-07       1.761703852512e-06       1.431060908663e-06       7.323807468920e-07       4.371068188267e+00       7.598806622888e-07       1.151475973227e-06       1.265958027557e-06       3.889403965004e+00      -1.939882326876e-07      -1.562634393223e-08       3.486450958384e+00      -2.919102310795e-08       3.144496864539e+00 
 1741       1.339041669211e+01       1.248398872789e-07       3.911109419895e-08       1.068451929582e-08       7.319519363048e-09       5.579111183354e-09      -4.573666824558e-09       9.078236855678e-11      -2.927679742479e-09      -6.465928009909e-10       9.854993008933e+00       1.089660680023e-08      -7.471340804213e-09       1.076429961613e-08      -5.444926467516e-07       2.712194810443e-11       1.282832242253e-08      -1.065877056471e-09      -8.158398969340e-09       7.925380793541e+00       8.153692494937e-08       1.415241691845e-06      -6.273049902995e-07      -1.126529461346e-09       6.225256159455e-09       8.409652625141e-08      -5.576636208195e-08       6.636118872000e+00       1.942446959943e-06      -1.931559647086e-06      -8.992575328091e-09       2.316522043201e-09      -6.605315846243e-09      -4.168627810576e-09       5.690604301622e+00      -6.169555010753e-07      -7.887919479423e-07      -2.816437733108e-07       7.248448630476e-08       8.027392542860e-08       4.958878434647e+00      -3.631221859755e-07       1.750797993727e-06       1.363103936668e-06       7.495038657411e-07       4.372410397414e+00       6.355551560203e-07       1.067067364099e-06       1.276486293378e-06       3.890636160540e+00      -1.892364361672e-07      -1.839474320551e-08       3.487586339093e+00      -1.948500409027e-08       3.145546237059e+00 
 1742       1.339307317184e+01       1.272944026111e-07       4.021144576481e-08       1.066195403954e-08       7.831112938575e-09       5.754433912706e-09      -4.744449413256e-09      -1.046066022150e-09      -3.079483265693e-09      -8.245496850113e-10       9.857268967501e+00       1.063380251408e-08      -7.426260152288e-09       1.077260512352e-08      -5.033687386401e-07       5.345671731230e-11       1.322814008762e-08      -2.299639750972e-09      -8.258809669712e-09       7.927383108666e+00       8.623392208604e-08       1.554770905856e-06      -1.067937848925e-06      -1.548332945953e-09       4.899925091262e-09       8.298782788838e-08      -5.369580083138e-08       6.637908033524e+00       1.856241318930e-06      -1.972762834572e-06      -9.231554555286e-09       1.497058703103e-09      -6.600707183256e-09      -4.285820225359e-09       5.692219402210e+00      -6.865204682026e-07      -8.019293738359e-07      -2.964984877548e-07       7.631836919776e-08       7.529749957245e-08       4.960346371393e+00      -3.619671845747e-07       1.736235227789e-06       1.285325049751e-06       7.627120070481e-07       4.373752051121e+00       5.122266425206e-07       9.811218022226e-07       1.286254180667e-06       3.891867855428e+00      -1.838982997326e-07      -2.109634441306e-08       3.488721263947e+00      -9.598160221556e-09       3.146595196059e+00 
 1743       1.339572830863e+01       1.297479887355e-07       4.130833800849e-08       1.064687098892e-08       8.335884764874e-09       5.929474458166e-09      -4.914130230926e-09      -2.151615460737e-09      -3.228838985570e-09      -1.000179241674e-09       9.859543852172e+00       1.036451364898e-08      -7.377983202725e-09       1.077430177807e-08      -4.591437965516e-07       8.052861270642e-11       1.356123292444e-08      -3.531966482839e-09      -8.355446653166e-09       7.929384514720e+00       9.022602015731e-08       1.686130553278e-06      -1.501218361919e-06      -1.962241419962e-09       3.510484878930e-09       8.166680806053e-08      -5.150574541526e-08       6.639696405086e+00       1.766960262049e-06      -1.998325138789e-06      -9.442295675046e-09       7.062066904435e-10      -6.581079914482e-09      -4.384251246836e-09       5.693833825123e+00      -7.507389195825e-07      -8.130765909752e-07      -3.096961190473e-07       7.995837942539e-08       6.995201711060e-08       4.961813688819e+00      -3.607109033587e-07       1.718110746347e-06       1.198530316075e-06       7.718853498107e-07       4.375093149899e+00       3.900877384553e-07       8.938297801146e-07       1.295268769533e-06       3.893099050064e+00      -1.780647182050e-07      -2.370197798385e-08       3.489855733222e+00       4.063618285320e-10       3.147643741979e+00 
 1744       1.339838210378e+01       1.321990160574e-07       4.240061626694e-08       1.064081802768e-08       8.833291232679e-09       6.104157980030e-09      -5.082561548077e-09      -3.209430743106e-09      -3.375551016002e-09      -1.171851032919e-09       9.861817663967e+00       1.008918122712e-08      -7.327231685945e-09       1.076791122987e-08      -4.121901148062e-07       1.080625478731e-10       1.382378245708e-08      -4.748754381599e-09      -8.449358014339e-09       7.931385012516e+00       9.344805882650e-08       1.808343531392e-06      -1.923549133251e-06      -2.361546534777e-09       2.068545667926e-09       8.013882088899e-08      -4.920300328720e-08       6.641483987375e+00       1.674819452388e-06      -2.007928569962e-06      -9.618415514864e-09      -4.104453192305e-11      -6.546353780231e-09      -4.462188229982e-09       5.695447567951e+00      -8.091536980634e-07      -8.222275332291e-07      -3.211075025476e-07       8.339640987826e-08       6.428369642021e-08       4.963280387436e+00      -3.593519591345e-07       1.696520221096e-06       1.103529618685e-06       7.769035697929e-07       4.376433694237e+00       2.693319304714e-07       8.053826812881e-07       1.303537181771e-06       3.894329744825e+00      -1.718270104567e-07      -2.618234130678e-08       3.490989747177e+00       1.046512359323e-08       3.148691875243e+00 
 1745       1.340103455846e+01       1.346458475610e-07       4.348712064088e-08       1.064535005074e-08       9.322786329073e-09       6.278409301737e-09      -5.249594973645e-09      -4.203001665600e-09      -3.519422604023e-09      -1.337927172392e-09       9.864090403839e+00       9.808248365610e-09      -7.274730679998e-09       1.075194842586e-08      -3.628817314687e-07       1.357821662816e-10       1.401195349099e-08      -5.935835924070e-09      -8.541596702046e-09       7.933384602818e+00       9.583458728845e-08       1.920428354614e-06      -2.331316360126e-06      -2.739509270691e-09       5.857715963974e-10       7.840924754835e-08      -4.679441450454e-08       6.643270781040e+00       1.580035577150e-06      -2.001253865604e-06      -9.753501960261e-09      -7.296370958674e-10      -6.496448330344e-09      -4.517890806118e-09       5.697060628234e+00      -8.613056140139e-07      -8.293761304377e-07      -3.306029010073e-07       8.662431862296e-08       5.833897216882e-08       4.964746467728e+00      -3.578889635376e-07       1.671559804487e-06       1.001136661032e-06       7.776458388263e-07       4.377773684601e+00       1.501535764364e-07       7.159727815364e-07       1.311066580929e-06       3.895559940066e+00      -1.652769200221e-07      -2.850799854037e-08       3.492123306049e+00       2.051439438947e-08       3.149739596261e+00 
 1746       1.340368567377e+01       1.370868387983e-07       4.456668598739e-08       1.066202897426e-08       9.803821634088e-09       6.452152909398e-09      -5.415081454054e-09      -5.115742917741e-09      -3.660256128583e-09      -1.496762314790e-09       9.866362072671e+00       9.522160279521e-09      -7.221208615374e-09       1.072492160028e-08      -3.115944308640e-07       1.634098394609e-10       1.412189408941e-08      -7.078978841763e-09      -8.633220526262e-09       7.935383286335e+00       9.731986385744e-08       2.021399148273e-06      -2.720889809532e-06      -3.089359892997e-09      -9.261191271335e-10       7.648349630667e-08      -4.428685177574e-08       6.645056786687e+00       1.482826349136e-06      -1.977980488779e-06      -9.841113913486e-09      -1.344444630155e-09      -6.431282924005e-09      -4.549610871957e-09       5.698673003467e+00      -9.067334424422e-07      -8.345163084185e-07      -3.380520037589e-07       8.963392885338e-08       5.216449562619e-08       4.966211930152e+00      -3.563205230256e-07       1.643326130436e-06       8.921689724959e-07       7.739908241110e-07       4.379113121432e+00       3.274790667892e-08       6.257932502170e-07       1.317864172366e-06       3.896789636122e+00      -1.585066157089e-07      -3.064938042247e-08       3.493256410060e+00       3.049015089869e-08       3.150786905428e+00 
