# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 1000, i.e. number of multipoles equal to 999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:dens[1]-dens[1]        3:dens[1]-dens[2]        4:dens[1]-dens[3]        5:dens[1]-dens[4]        6:dens[1]-dens[5]        7:dens[1]-dens[6]        8:dens[1]-dens[7]        9:dens[1]-dens[8]       10:dens[1]-dens[9]       11:dens[1]-dens[10]      12:dens[1]-dens[11]      13:dens[2]-dens[2]       14:dens[2]-dens[3]       15:dens[2]-dens[4]       16:dens[2]-dens[5]       17:dens[2]-dens[6]       18:dens[2]-dens[7]       19:dens[2]-dens[8]       20:dens[2]-dens[9]       21:dens[2]-dens[10]      22:dens[2]-dens[11]      23:dens[3]-dens[3]       24:dens[3]-dens[4]       25:dens[3]-dens[5]       26:dens[3]-dens[6]       27:dens[3]-dens[7]       28:dens[3]-dens[8]       29:dens[3]-dens[9]       30:dens[3]-dens[10]      31:dens[3]-dens[11]      32:dens[4]-dens[4]       33:dens[4]-dens[5]       34:dens[4]-dens[6]       35:dens[4]-dens[7]       36:dens[4]-dens[8]       37:dens[4]-dens[9]       38:dens[4]-dens[10]      39:dens[4]-dens[11]      40:dens[5]-dens[5]       41:dens[5]-dens[6]       42:dens[5]-dens[7]       43:dens[5]-dens[8]       44:dens[5]-dens[9]       45:dens[5]-dens[10]      46:dens[5]-dens[11]      47:dens[6]-dens[6]       48:dens[6]-dens[7]       49:dens[6]-dens[8]       50:dens[6]-dens[9]       51:dens[6]-dens[10]      52:dens[6]-dens[11]      53:dens[7]-dens[7]       54:dens[7]-dens[8]       55:dens[7]-dens[9]       56:dens[7]-dens[10]      57:dens[7]-dens[11]      58:dens[8]-dens[8]       59:dens[8]-dens[9]       60:dens[8]-dens[10]      61:dens[8]-dens[11]      62:dens[9]-dens[9]       63:dens[9]-dens[10]      64:dens[9]-dens[11]      65:dens[10]-dens[10]     66:dens[10]-dens[11]     67:dens[11]-dens[11]  
   12       2.369130707347e+00       2.681822043401e-04      -1.675447633576e-04       9.718872796103e-09       7.201314985102e-09       4.469642813184e-09       7.354818342352e-08      -7.389990359188e-09      -8.873245980015e-10       5.229250644738e-09      -1.943916983560e-09       1.252872915918e+00       4.293667112639e-03      -3.131213948289e-06      -4.655341244662e-06       8.782788851904e-09      -4.679614022990e-10      -1.265868536335e-08       3.991979247819e-10      -6.286737883805e-09       2.064819967179e-09       5.605880590565e-01       5.748979418956e-03       2.636588230642e-04       1.207466943896e-05       2.196587087288e-07      -5.864860864607e-09      -3.170042770929e-10      -4.421914265041e-10      -1.146168382367e-09       3.264186273515e-01       1.651871092951e-03       6.138125553571e-04      -1.534577411601e-05      -2.803383414760e-08      -7.533558495389e-08      -1.063090296065e-08      -2.571133948671e-09       2.080702411989e-01       2.138109141279e-04       7.824267411275e-04      -1.757022313574e-05      -1.866072825591e-06      -3.803592858002e-07      -6.913252582753e-08       1.424753284934e-01       1.530612428484e-03       7.783319157127e-04      -1.969054856291e-05      -5.672154357834e-06      -1.126557069528e-06       1.040567414633e-01       2.507595042620e-03       7.124520932603e-04      -3.146321940777e-05      -1.118550765706e-05       7.933800898527e-02       2.872740190383e-03       6.244185688646e-04      -4.946161419709e-05       6.231015435112e-02       2.859934368905e-03       5.345908576460e-04       5.003635596522e-02       2.668148607089e-03       4.090316089313e-02 
   13       2.520583996232e+00       1.466350593525e-04      -3.012422670303e-05       4.556154230340e-08      -8.491920286662e-10      -7.384353037883e-09      -2.908013823116e-08       7.466948878669e-09       1.539022776298e-08      -1.296622929297e-09       1.329418075686e-09       1.354427322597e+00       3.463520922594e-03      -8.162864002893e-06      -2.002263023255e-06       8.917202873660e-10      -2.732938418579e-09       1.089473946088e-08       2.628446465151e-09      -9.989849348815e-09      -3.875434345895e-09       6.229788793663e-01       3.409260030002e-03       2.039731828768e-04       1.526682812372e-05       1.731369262498e-07      -1.765159308839e-09       2.863662408659e-10      -1.850312849171e-10      -5.559926118881e-10       3.616505204883e-01       3.214893912011e-03       5.286871369522e-04      -9.260778522940e-06       2.388272215706e-07      -3.643223887355e-08      -4.195286078481e-09      -1.482489251968e-09       2.354041112097e-01       1.202275621754e-04       7.772857647568e-04      -1.806887623622e-05      -8.070172862703e-07      -2.140900540792e-07      -3.436638968082e-08       1.617480671428e-01       9.958888291637e-04       8.264447855172e-04      -1.778657059476e-05      -3.518300199168e-06      -7.034507206191e-07       1.182401959140e-01       2.137233398017e-03       7.922180397633e-04      -2.438063357782e-05      -7.886391439027e-06       9.034889891877e-02       2.742063779194e-03       7.231439719805e-04      -3.831333929776e-05       7.117275503379e-02       2.908519615533e-03       6.421624650181e-04       5.733518331389e-02       2.826265246769e-03       4.700858706994e-02 
   14       2.666313379920e+00       8.036100534951e-05       3.572886147359e-05      -1.185752565288e-08      -5.146875311550e-10      -1.449785619864e-09      -6.947426708465e-08       9.741292713019e-09      -9.159772846774e-09      -7.483071182731e-09       3.067048182996e-09       1.451114200653e+00       1.134760192057e-04      -2.167111294960e-06       5.093673569230e-07       1.595255649731e-10       2.887502590378e-09      -2.507205088420e-09      -9.480430312063e-10      -1.046686236565e-08       2.108366121256e-09       6.828511033569e-01       4.430658158649e-06       1.344465110830e-04       1.286405997049e-05       1.304256994713e-07      -3.048686124566e-10       6.921813820230e-10      -4.417167796001e-10      -1.992097283172e-10       3.959217634334e-01       4.788939139141e-03       4.412051708849e-04      -1.100932094520e-06       3.402120692522e-07      -1.726320209804e-08      -1.540155699657e-09      -9.538345865586e-10       2.631050712980e-01       4.383862704682e-04       7.455570210960e-04      -1.715410046768e-05      -1.492773646391e-07      -1.198020508121e-07      -1.719907229751e-08       1.818879011906e-01       5.535495285183e-04       8.535273409319e-04      -1.759327870103e-05      -1.979245525495e-06      -4.359923365758e-07       1.330640787230e-01       1.701600037222e-03       8.546859975559e-04      -2.027782211431e-05      -5.327917175897e-06       1.018109395319e-01       2.507036119872e-03       8.086135635231e-04      -2.997307716692e-05       8.038575970636e-02       2.861102589250e-03       7.411742997158e-04       6.493211904229e-02       2.909991197372e-03       5.338068077533e-02 
   15       2.806759761549e+00       4.418281548619e-05       4.062486276187e-05      -8.140700227678e-09       9.124149509376e-10       9.143590537571e-09       6.183744487844e-08      -6.115005458407e-09      -4.141197721106e-08      -1.284329732698e-09      -9.444514930043e-10       1.546494873241e+00      -2.577807626730e-03      -1.269643816882e-06       1.440534702248e-06       3.134537940061e-09      -2.135180392647e-09      -2.398264821898e-10      -9.951780957089e-10      -9.539686137889e-09      -8.705191835755e-11       7.374559179507e-01      -3.306628698201e-03       6.565022520360e-05       6.745002064811e-06       6.814674439650e-08       7.968727721639e-10       1.269060025766e-09      -1.227581701779e-09       3.817931962103e-10       4.301530923810e-01       5.951919987890e-03       3.652877431424e-04       7.146603202785e-06       3.507513045707e-07      -7.909974541772e-09       8.693016234328e-11      -7.167985496651e-10       2.906720422047e-01       1.166261354248e-03       6.909850579909e-04      -1.405886177772e-05       2.336038450087e-07      -6.589187793012e-08      -8.583092295374e-09       2.027717128048e-01       2.861203352994e-04       8.598090102729e-04      -1.780241008329e-05      -9.084340830975e-07      -2.686868217984e-07       1.485293636503e-01       1.254726146237e-03       9.000011299812e-04      -1.837815091002e-05      -3.380790701709e-06       1.137293502887e-01       2.192197850805e-03       8.799270196981e-04      -2.425518085918e-05       8.994069714793e-02       2.724226778719e-03       8.296915700565e-04       7.280958092253e-02       2.916758143507e-03       5.999863473021e-02 
   16       2.942318511737e+00       2.465935579273e-05       2.142687953611e-05       6.054515771964e-09      -8.283488813235e-10       3.217280514135e-11       5.772081839656e-08      -6.074771192738e-09       1.789148590379e-08       4.124814297695e-09      -2.049884885165e-09       1.640544393688e+00      -2.678409368426e-03      -3.618301799163e-06       1.060694475027e-06      -6.922781177626e-09       3.053932816907e-09       1.415972357251e-08      -7.387015256105e-10      -6.964289409705e-09       9.210003889414e-10       7.876993655307e-01      -5.363266966269e-03       1.991274813182e-05      -1.649596039448e-07       5.848953966273e-08       7.116823953177e-11       1.902136108075e-09      -5.602041730824e-10       6.536887830908e-10       4.654323320587e-01       6.372103235388e-03       3.056451611841e-04       1.349053983838e-05       3.118413177650e-07      -2.974041368578e-09       1.176628413829e-10      -6.265948447575e-10       3.177014534466e-01       2.220660905775e-03       6.203674624473e-04      -8.816331945076e-06       4.310612639887e-07      -3.588503680340e-08      -4.532329949306e-09       2.242129409710e-01       2.567438690564e-04       8.457152692482e-04      -1.735041879603e-05      -1.884614080578e-07      -1.650040145602e-07       1.646166373162e-01       8.525318756568e-04       9.284272369432e-04      -1.778829803217e-05      -1.927133634415e-06       1.261112981373e-01       1.828628665487e-03       9.368250895544e-04      -2.073932092873e-05       9.983688097852e-02       2.510691898593e-03       9.065566890450e-04       8.095740333865e-02       2.848739365732e-03       6.684714633542e-02 
   17       3.073349401610e+00       1.300628385827e-05       4.011921006314e-06       6.990005042590e-10      -1.155871891320e-09      -5.250216286537e-09      -7.972892807193e-08       2.657482418158e-09       5.084927931409e-08       1.372035253841e-09       2.448668711173e-10       1.731443727627e+00      -7.572032480759e-04      -2.450277651994e-06       3.028672763661e-07       5.215468837873e-09       3.739720601878e-09      -1.302773291080e-08      -6.222620574183e-09       1.233157797558e-09       1.812061468156e-09       8.373442524609e-01      -5.513588903571e-03       6.752673422872e-06      -5.355922663408e-06       5.548141403834e-09      -7.845180941593e-10       1.730787523697e-09      -1.227475138732e-09       2.042531123179e-09       5.025712130292e-01       5.880626309822e-03       2.572233531745e-04       1.655808560424e-05       2.544290036855e-07      -1.881650030892e-09      -1.840960785652e-10      -1.680963333453e-09       3.439907722701e-01       3.448722075525e-03       5.426310803042e-04      -2.114226084186e-06       5.084507255146e-07      -1.983621220378e-08      -2.754157770379e-09       2.459756435259e-01       5.004842475464e-04       8.124780379756e-04      -1.554773350774e-05       2.723891104603e-07      -1.001554973935e-07       1.812786793759e-01       5.478755611156e-04       9.401932658450e-04      -1.763422090943e-05      -8.666895216426e-07       1.389597490544e-01       1.451375539281e-03       9.793736483032e-04      -1.885958448171e-05       1.100781330398e-01       2.238409217696e-03       9.711953828981e-04       8.937150598781e-02       2.712488984794e-03       7.391609912665e-02 
   18       3.200179032787e+00       6.614529380280e-06      -3.728825077990e-06      -5.259861537673e-09      -2.473627447279e-10      -5.740492129846e-11      -2.897145705821e-08       2.481865161547e-09      -2.461335836954e-08      -1.285103355063e-09       7.977784930927e-10       1.819948833902e+00       1.212071569894e-03      -1.245529177344e-07      -2.003254469948e-07      -2.135297766463e-09      -1.070896113679e-09       1.875631745457e-08      -6.800766352297e-10       8.573263568093e-09       1.460523518790e-09       8.901105283441e-01      -3.827714556445e-03       1.312593234633e-05      -7.542391981582e-06       2.986464660162e-08       1.369581135761e-09       4.279944054066e-10      -9.932302611459e-10       3.308399813036e-09       5.417674165619e-01       4.493331436500e-03       2.107190560154e-04       1.594797735177e-05       1.928943424262e-07      -7.782749431892e-11       2.415081922307e-10      -9.889298425935e-10       3.695897467271e-01       4.654999881747e-03       4.667092308878e-04       4.961140386144e-06       5.105432835080e-07      -1.045227090818e-08      -2.183951646471e-09       2.678020150285e-01       1.018190046611e-03       7.626600616119e-04      -1.213814512076e-05       5.447707318422e-07      -6.069867244937e-08       1.984370290283e-01       3.859224964673e-04       9.355760964390e-04      -1.717024337642e-05      -1.155182157691e-07       1.522681826562e-01       1.096869734091e-03       1.007750175907e-03      -1.798600079331e-05       1.206694142132e-01       1.929069081296e-03       1.023413577289e-03       9.805221189472e-02       2.518375628577e-03       8.119991704103e-02 
   19       3.323099392672e+00       4.057235745571e-06      -4.290813489730e-06       1.633222016633e-10       1.312637166447e-09       1.737808690237e-09       8.597628555085e-08      -8.159442469441e-10      -4.656982888499e-08      -6.081257350234e-10       5.493000127906e-11       1.906987296536e+00       1.759115788327e-03       1.704931794699e-08      -3.042580820190e-07      -1.689781219820e-09       8.355515322360e-09      -7.666313190996e-09      -5.183698100417e-09       2.080545650257e-08       7.979179996960e-10       9.469075000873e-01      -9.703267128697e-04       1.679511281462e-05      -6.844645664438e-06      -1.596825477498e-08      -1.386831060441e-09       3.484368690224e-09      -2.202511571784e-09       5.729606506793e-09       5.824634450802e-01       2.398704186165e-03       1.594522964458e-04       1.220053368818e-05       1.376961307346e-07       5.790754868156e-10       4.962477808083e-10      -5.703117745686e-10       3.947805537993e-01       5.637486934237e-03       3.991631325285e-04       1.122389164842e-05       4.677273419100e-07      -5.636425088464e-09      -1.757426293962e-09       2.894492783155e-01       1.774220689224e-03       7.003109564680e-04      -7.276802748182e-06       6.823867691497e-07      -3.649364179704e-08       2.159830904859e-01       3.999782228304e-04       9.151489603917e-04      -1.585695016153e-05       3.955008884848e-07       1.660165474247e-01       8.004340557190e-04       1.022145946226e-03      -1.750588615353e-05       1.316136198986e-01       1.606724725654e-03       1.063233721296e-03       1.070023994414e-01       2.279868236465e-03       8.869668308431e-02 
   20       3.442367779507e+00       2.375800764304e-06      -2.268273972023e-06       4.899057611942e-09       1.878992301579e-09      -4.208793338840e-11      -1.123046018236e-08      -7.990944951088e-10       3.004870979357e-08       2.411671393055e-10      -2.408824943737e-10       1.992059540034e+00       8.915523253606e-04      -5.749774353526e-07      -1.758787784014e-07       8.321277361794e-09      -1.661166804409e-09      -7.557216457981e-09      -2.309494718314e-09       2.953850361805e-08      -4.864988535716e-10       1.005335830948e+00       2.084763845113e-03       6.478107751664e-06      -4.311190020943e-06       1.939387892941e-08       1.650172853852e-09       2.655071063490e-09      -2.666829015016e-09       6.384717902483e-09       6.234773308206e-01      -7.317427014950e-05       1.043511373493e-04       6.544495825460e-06       9.230157684108e-08       6.744308030395e-10       2.921474085208e-10      -7.734672965412e-10       4.199973579228e-01       6.223157646458e-03       3.425661600157e-04       1.566756549605e-05       4.038890796738e-07      -2.820880603974e-09      -1.407120383421e-09       3.107286315230e-01       2.699047222184e-03       6.306203473912e-04      -1.444772704913e-06       7.285387230285e-07      -2.172045318627e-08       2.337840255878e-01       6.080143256413e-04       8.800622082445e-04      -1.340337954064e-05       7.211037359281e-07       1.801686979596e-01       5.939285025533e-04       1.022786203459e-03      -1.688393466044e-05       1.429087585129e-01       1.296381076903e-03       1.090774088915e-03       1.162256127236e-01       2.012737457396e-03       9.640710409792e-02 
   21       3.558211020823e+00       7.849621896053e-07      -4.848041904283e-07       6.649903427247e-10      -6.095645406644e-10      -4.366042374190e-10      -7.843125874604e-08       1.860976154018e-10       3.698857212625e-08       1.621147948213e-10      -7.449900806453e-11       2.074973256675e+00      -3.460875221872e-04      -3.077060920229e-07      -3.334205931797e-08      -1.001432239817e-08      -3.754686839638e-09       1.051256272878e-08       8.092919158122e-09       2.768271268764e-08      -5.433628010025e-10       1.061631068962e+00       4.365619749223e-03      -1.106270189784e-05      -1.285710377223e-06      -1.347464888173e-08      -1.247708526130e-09       2.810507131651e-09      -1.873207774705e-09       8.129934748166e-09       6.634049541467e-01      -2.501814324597e-03       5.312011777317e-05       4.541732604482e-07       5.782806857325e-08       1.193386285526e-09       2.165702841909e-10      -7.045503656798e-10       4.457130473928e-01       6.294530079888e-03       2.953664827612e-04       1.765963364706e-05       3.311802668443e-07      -7.288035781610e-10      -1.345141561655e-09       3.315373815246e-01       3.696887279899e-03       5.591314615558e-04       4.669397016030e-06       7.123788143120e-07      -1.255360431980e-08       2.516931779258e-01       1.010234429388e-03       8.322427698824e-04      -9.773989255755e-06       9.076091736419e-07       1.946715271752e-01       5.035884194236e-04       1.010031328156e-03      -1.570766010430e-05       1.545456581451e-01       1.022623636926e-03       1.106187055440e-03       1.257242673940e-01       1.734231556907e-03       1.043333961550e-01 
   22       3.670833441235e+00       2.856231958125e-07       2.999183786862e-07      -3.090842820013e-09      -2.196251624543e-09       1.478743615966e-10       5.094980752655e-08       2.081296077070e-10      -3.390238713997e-08      -5.128797966444e-11       4.533404727365e-11       2.156182922708e+00      -9.589183094830e-04       1.296559797042e-07       4.382358752129e-08       5.269783031440e-09       2.100798040780e-09      -2.142339959611e-08       7.916170115327e-10       2.231748835990e-08      -3.646699050983e-09       1.113363639669e+00       5.203234251157e-03      -2.148898627995e-05       1.131504401126e-06       1.382687951520e-09       3.663198509499e-09       2.198196104209e-09      -8.086016148051e-10       8.691608723117e-09       7.011483406782e-01      -4.453524664906e-03       1.548178122248e-05      -4.719528864901e-06       3.196390813973e-08       1.796687601751e-10      -4.462364604750e-10       1.439827307957e-10       4.723258946105e-01       5.803282833774e-03       2.532738764248e-04       1.703497966895e-05       2.595057826893e-07      -1.131289203818e-09      -1.711919234340e-09       3.518764442169e-01       4.657398679238e-03       4.907632873576e-04       1.031172501733e-05       6.568897275767e-07      -8.004488437994e-09       2.695640598967e-01       1.588083149310e-03       7.744296821953e-04      -5.159435668870e-06       9.912347682426e-07       2.094559483367e-01       5.481092187852e-04       9.845194705464e-04      -1.372085338380e-05       1.665063093334e-01       8.083172764161e-04       1.109662330340e-03       1.354980393267e-01       1.462240501499e-03       1.124781655854e-01 
   23       3.780424514666e+00       4.999665635975e-07       3.769536165447e-07      -9.308225512507e-10      -1.297184349811e-10       2.666739102424e-10       5.404016110186e-08      -5.883707529271e-11      -2.658974997193e-08      -2.679486996503e-11       4.420749035220e-11       2.235814659199e+00      -7.117845595295e-04       8.042231696157e-08       5.170659425046e-08       7.035964252370e-09      -1.330623084444e-08      -1.969446565016e-09       1.002871777034e-08       1.491438101763e-09      -1.793170998622e-09       1.160949802417e+00       4.447540233409e-03      -1.773497686639e-05       2.427599100686e-06       8.345793557235e-09       2.661053818471e-09       1.005309541940e-10      -1.507065507585e-09       8.522913199752e-09       7.363292599945e-01      -5.575843544678e-03      -2.909507689705e-06      -8.078362210169e-06       1.547688605326e-08      -5.695592479150e-12      -5.118619879471e-10       3.794386885365e-10       5.000688810835e-01       4.771778786877e-03       2.115505461006e-04       1.408989632234e-05       1.942083050133e-07      -3.533596826984e-10      -1.906112159114e-09       3.718489198780e-01       5.469471491007e-03       4.289149480182e-04       1.479483018091e-05       5.799542052516e-07      -4.684466720665e-09       2.872660938606e-01       2.305024808459e-03       7.099982389351e-04       7.099872401614e-08       1.000655361111e-06       2.244397742697e-01       7.370802138405e-04       9.472960850834e-04      -1.082724450436e-05       1.787629409153e-01       6.733941534382e-04       1.101471438713e-03       1.455425080536e-01       1.214492061791e-03       1.208433442033e-01 
   24       3.887162166382e+00       3.693689386629e-07       2.057751820392e-07       1.296728030220e-09       1.352243404532e-09       5.097913361278e-12      -7.938368353119e-08      -5.988364942129e-11       3.583597478596e-08      -8.207555166585e-12       4.513162027371e-12       2.313747179614e+00      -5.529036483685e-05      -7.789320296814e-08       2.070180900465e-08      -1.569475691006e-08      -6.099277227663e-09       1.406094179940e-08       1.003400816016e-08      -2.636021801775e-08       1.535744450190e-09       1.207087324142e+00       2.483073271536e-03      -5.345282783532e-06       2.570461172120e-06      -1.793738715354e-08      -1.311251378139e-10      -8.570259287310e-10      -1.227740191472e-09       9.487470027985e-09       7.694025531011e-01      -5.680815954897e-03      -3.946673317215e-06      -9.280995076376e-06       8.457155507999e-09      -6.084336935948e-10      -9.644722815757e-10       3.004765543052e-10       5.289534776261e-01       3.286494502850e-03       1.672764691788e-04       9.473994161983e-06       1.392145887523e-07       2.600467256681e-10      -1.217317095146e-09       3.916403398881e-01       6.034637192081e-03       3.749512917626e-04       1.760062944900e-05       4.929260424591e-07      -3.224097714743e-09       3.046997813578e-01       3.109209167743e-03       6.426104520948e-04       5.438029385052e-06       9.580601123039e-07       2.395323975066e-01       1.069904738540e-03       8.998941293250e-04      -7.087909121175e-06       1.912778864022e-01       6.337540506353e-04       1.082038117820e-03       1.558480998022e-01       1.007785117548e-03       1.294292139934e-01 
   25       3.991211400608e+00       2.007834140974e-08       5.146712785313e-08       4.919972597481e-10       4.640871600877e-10      -2.482402854799e-10      -1.547302604896e-08       1.228380412979e-11       1.678497210107e-08      -1.259281149844e-12      -2.860292264862e-11       2.390073220984e+00       4.205425936620e-04      -3.810999193487e-08       1.075400457841e-09       8.026322731048e-09       8.042652945660e-09      -1.053886724316e-08      -1.508931949580e-08      -4.159106922240e-08       3.134139184387e-10       1.254715010162e+00       3.112108268577e-05       4.398443196904e-06       1.937741543846e-06       2.653732903918e-08       4.116210620895e-09      -3.148786870228e-09       1.514052338691e-09       7.094826990145e-09       8.014508601097e-01      -4.784699133882e-03       4.268697122065e-06      -8.511063121496e-06       1.420986226729e-09       6.683921919025e-10      -2.048486047259e-09       7.034236896138e-10       5.587545537466e-01       1.487077731288e-03       1.206665299658e-04       4.042633314813e-06       9.497556202297e-08       2.359129079269e-10      -9.770758582481e-10       4.114854100743e-01       6.277937836997e-03       3.282076998016e-04       1.845270008169e-05       4.052876354481e-07      -2.128960579140e-09       3.218087769791e-01       3.937859956816e-03       5.757586618446e-04       1.042985198159e-05       8.826981297723e-07       2.546409706573e-01       1.535355436953e-03       8.443225189267e-04      -2.697751341478e-06       2.040042965053e-01       7.003015541766e-04       1.052015978228e-03       1.663993804190e-01       8.572677237173e-04       1.382335680836e-01 
   26       4.092721342289e+00      -3.785529597126e-08      -1.842788782099e-08      -2.883095115181e-10      -6.918936215616e-10      -9.439842341545e-11       8.864450254735e-08       2.416163983859e-11      -3.595842945605e-08      -4.720377857228e-12       2.363293657045e-11       2.464947561416e+00       4.497690630975e-04       3.494348876644e-08      -4.147242623159e-09       6.497731978376e-09      -2.593744017792e-09       1.331956182447e-08      -6.673890210660e-09      -4.788819311914e-08       3.930222455988e-09       1.305049051700e+00      -2.137477877121e-03       5.040017630740e-06       9.863411375055e-07      -3.337816446541e-08      -3.097316086474e-09      -4.341061177099e-10      -7.867330175988e-11       5.184931889630e-09       8.337843671284e-01      -3.090925300879e-03       1.136289922386e-05      -6.333041224891e-06      -6.511075780802e-10       7.993456746670e-10       2.525200271909e-11      -2.028809393756e-10       5.890390832895e-01      -4.474222520006e-04       7.499732271191e-05      -1.321135181475e-06       6.053048340560e-08      -2.118720273553e-10      -2.321683142105e-09       4.316285166685e-01       6.154836842909e-03       2.865218817338e-04       1.734012322723e-05       3.220722978585e-07      -8.621970288691e-10       3.385867693269e-01       4.722905686798e-03       5.123086220987e-04       1.456656555691e-05       7.872914402860e-07       2.696775315542e-01       2.111874359585e-03       7.829656086842e-04       2.050095613593e-06       2.168877040787e-01       8.781846628381e-04       1.012352673901e-03       1.771747330187e-01       7.757659810710e-04       1.472510354985e-01 
   27       4.191824445548e+00       3.983077910722e-08      -2.851291214069e-08      -1.848183569013e-10      -2.137244624045e-10       1.356235246075e-10      -2.882170209327e-08      -9.036600761733e-12      -7.947847212506e-09      -1.623602269330e-11      -2.202797788324e-11       2.538399042007e+00       1.660246044675e-04       1.211981043748e-08      -7.252831412992e-09      -1.817924681255e-08       8.729144846492e-09       2.107248730900e-08      -2.801095524836e-09      -3.208482265909e-08       3.633783356307e-09       1.357013267477e+00      -3.440654737969e-03      -1.093243358546e-06       1.034070151442e-07       2.784840505302e-08       4.248630827702e-09      -3.620144313577e-09       1.117589657245e-09      -4.959634377934e-10       8.675066407827e-01      -9.292897736268e-04       1.057663499507e-05      -3.463344925866e-06      -2.897089466331e-09       5.348983814294e-11      -9.516481710831e-10       1.178407836381e-09       6.192415908552e-01      -2.315741646224e-03       3.522518792898e-05      -5.850037388207e-06       3.457830191370e-08      -1.051047848366e-09      -2.288450103687e-09       4.522851726512e-01       5.653922942242e-03       2.471169287686e-04       1.449687684802e-05       2.477017108904e-07      -1.064294716552e-09       3.550779470151e-01       5.397140838565e-03       4.541441329299e-04       1.746114600110e-05       6.818722447483e-07       2.845663316742e-01       2.768687058568e-03       7.184042883326e-04       6.804702731026e-06       2.298684039921e-01       1.166273010892e-03       9.643077335864e-04       1.881464272019e-01       7.731917078058e-04       1.564725718461e-01 
   28       4.288639399913e+00       1.138148218649e-08      -1.647585113257e-08       1.082864402356e-11       1.035662242904e-10       1.395642965318e-10      -7.528412094756e-08      -2.237120403887e-11       3.452926451491e-08       4.129342501743e-12       6.701908692226e-12       2.610447528193e+00      -1.291276399029e-04      -2.221090823893e-08      -1.703767689768e-09       9.894653407030e-09       2.531811278193e-08      -2.255538724679e-08      -2.140352640525e-08       9.911792172686e-09      -5.828879459006e-09       1.408245612754e+00      -3.618747188298e-03      -6.824563709006e-06      -4.555572387311e-07      -1.811331586637e-08      -1.044624536577e-09      -4.579111118535e-09       3.029444555543e-09      -5.950395013221e-09       9.031730232136e-01       1.319727124153e-03       8.001029031514e-07      -6.262207594770e-07      -2.029658269607e-09      -1.257597931800e-09      -2.040083895189e-09       1.670453562277e-09       6.487745467385e-01      -3.916129954486e-03       5.989797338632e-06      -9.011085093669e-06       1.767835036023e-08      -1.083726881326e-09      -1.595403439992e-09       4.736098957738e-01       4.796042635621e-03       2.075811480721e-04       1.035319046405e-05       1.822880501484e-07      -8.232261226341e-10       3.713709775931e-01       5.900159429139e-03       4.019923892288e-04       1.886485857033e-05       5.747066645158e-07       2.992505156235e-01       3.467701214292e-03       6.531745140605e-04       1.119629264729e-05       2.428845215050e-01       1.556949923431e-03       9.094422622940e-04       1.992811272864e-01       8.560296502331e-04       1.658851562773e-01 
   29       4.383276164831e+00      -1.591688428845e-08      -4.486406557124e-09       1.506136950614e-10      -7.087779765183e-12      -2.291647597545e-11       6.736337453721e-08       2.003558134197e-12       1.704623391898e-10      -1.348298077532e-12      -2.546816728250e-12       2.681169552766e+00      -2.331519002629e-04      -1.806366199669e-09       2.930655341230e-09       1.869487641719e-08      -6.813972394138e-09      -2.347184915581e-08       2.093681185822e-08       3.518994462909e-08      -5.471521768468e-09       1.456791593327e+00      -2.765453453827e-03      -7.198733060938e-06      -6.874846704158e-07       5.251484881548e-09      -3.225805909635e-09      -3.527540783087e-09       4.212066017967e-09      -1.121459546202e-08       9.406246625582e-01       3.291883886030e-03      -1.306003610317e-05       1.666142459635e-06      -2.595152318119e-09       7.332123070317e-10      -3.169595181674e-09       2.806750291447e-09       6.771545053913e-01      -5.071532859605e-03      -1.025883038397e-05      -1.054885840795e-05       5.874430620961e-09      -1.549210455866e-09      -2.049912706378e-09       4.956735189669e-01       3.631003188188e-03       1.666744912361e-04       5.464886939557e-06       1.280913843559e-07      -9.105243465691e-10       3.875875652836e-01       6.183317179454e-03       3.554791307529e-04       1.868528960324e-05       4.715711102635e-07       3.136973048739e-01       4.166031905855e-03       5.895246486546e-04       1.488104380329e-05       2.558755724689e-01       2.036270454414e-03       8.495493499469e-04       2.105408121249e-01       1.026935349565e-03       1.754716960437e-01 
