# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 1000, i.e. number of multipoles equal to 999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:dens[1]-dens[1]        3:dens[1]-dens[2]        4:dens[1]-dens[3]        5:dens[1]-dens[4]        6:dens[1]-dens[5]        7:dens[1]-dens[6]        8:dens[1]-dens[7]        9:dens[1]-dens[8]       10:dens[1]-dens[9]       11:dens[1]-dens[10]      12:dens[1]-dens[11]      13:dens[2]-dens[2]       14:dens[2]-dens[3]       15:dens[2]-dens[4]       16:dens[2]-dens[5]       17:dens[2]-dens[6]       18:dens[2]-dens[7]       19:dens[2]-dens[8]       20:dens[2]-dens[9]       21:dens[2]-dens[10]      22:dens[2]-dens[11]      23:dens[3]-dens[3]       24:dens[3]-dens[4]       25:dens[3]-dens[5]       26:dens[3]-dens[6]       27:dens[3]-dens[7]       28:dens[3]-dens[8]       29:dens[3]-dens[9]       30:dens[3]-dens[10]      31:dens[3]-dens[11]      32:dens[4]-dens[4]       33:dens[4]-dens[5]       34:dens[4]-dens[6]       35:dens[4]-dens[7]       36:dens[4]-dens[8]       37:dens[4]-dens[9]       38:dens[4]-dens[10]      39:dens[4]-dens[11]      40:dens[5]-dens[5]       41:dens[5]-dens[6]       42:dens[5]-dens[7]       43:dens[5]-dens[8]       44:dens[5]-dens[9]       45:dens[5]-dens[10]      46:dens[5]-dens[11]      47:dens[6]-dens[6]       48:dens[6]-dens[7]       49:dens[6]-dens[8]       50:dens[6]-dens[9]       51:dens[6]-dens[10]      52:dens[6]-dens[11]      53:dens[7]-dens[7]       54:dens[7]-dens[8]       55:dens[7]-dens[9]       56:dens[7]-dens[10]      57:dens[7]-dens[11]      58:dens[8]-dens[8]       59:dens[8]-dens[9]       60:dens[8]-dens[10]      61:dens[8]-dens[11]      62:dens[9]-dens[9]       63:dens[9]-dens[10]      64:dens[9]-dens[11]      65:dens[10]-dens[10]     66:dens[10]-dens[11]     67:dens[11]-dens[11]  
  326       1.360963262300e+01       4.826522620997e-08      -6.671722768868e-09       5.442751077469e-09       4.188147779770e-10      -7.256530763417e-10      -4.444490440946e-08      -9.474141180308e-10       7.463424563532e-10       7.403017660539e-11       4.719166652656e-10       1.035725355893e+01      -7.373522013961e-09       1.484377699833e-09       2.956775569654e-10      -5.339121042975e-10       2.230110397573e-10      -2.134645032706e-10       2.149892040120e-10       3.619660281034e-11      -2.049802539658e-11       7.469716708328e+00       2.229441391000e-09       3.974101460688e-10       8.807833950996e-11       7.014256438345e-10      -9.280734297029e-09      -1.250944073246e-08      -1.275232219426e-08       1.404017330421e-09       5.972033251758e+00       5.655089910523e-10      -2.789664826830e-10       1.270232580223e-08       5.650821964822e-09      -3.069141718664e-08       1.748541958195e-09       4.765642843351e-09       5.002329413674e+00      -1.430714371554e-08       1.223369995578e-08      -3.067280405810e-08       3.478950240441e-09       4.241105592141e-08       3.338771334641e-08       4.306198295374e+00      -5.516293752767e-08       4.648328600582e-08       2.242220135866e-08       7.605967812184e-08       1.626687675874e-08       3.775254178887e+00       8.366119361512e-09      -5.192138597210e-08      -5.504485439861e-08       1.066250424449e-07       3.353755106646e+00      -1.813247878096e-08       2.271612737772e-08      -2.083799624669e-08       3.009443503353e+00      -8.990638832721e-07       1.406657518849e-07       2.722100455984e+00      -3.379354245447e-06       2.478343567786e+00 
  327       1.362429199772e+01       4.956541584178e-08      -6.695014710300e-09       5.601387281249e-09       3.855580135598e-10      -7.230129654723e-10      -4.744242496759e-08      -9.829307467260e-10       7.692180550247e-10       6.447668822941e-11       4.852680828365e-10       1.037025133154e+01      -6.834974917745e-09       1.567867522490e-09       3.148088719999e-10      -4.731767636195e-10       2.705371711037e-10      -1.893832402611e-10       1.755069851986e-10       4.447368439213e-11      -1.280582096061e-11       7.480723493098e+00       2.108100394956e-09       3.953881988415e-10       7.509416062524e-11       7.374088839696e-10      -1.007546070750e-08      -1.219850946845e-08      -1.299855126531e-08       1.490999982728e-09       5.981759535913e+00       7.725862297806e-10      -2.456329091329e-10       1.157298949231e-08       4.083122699022e-09      -3.146761155273e-08       4.976830635497e-09       7.298104555228e-09       5.011103205441e+00      -1.379325798344e-08       1.336471385736e-08      -3.193570085391e-08       4.623436133844e-09       4.021581122413e-08       3.528180382363e-08       4.314211601258e+00      -5.626716668926e-08       4.425891504578e-08       1.959397286482e-08       7.995545480320e-08       1.917947272754e-08       3.782636426405e+00      -4.628364391218e-09      -4.595018506101e-08      -5.493503247002e-08       1.030056045283e-07       3.360597273431e+00      -6.135589186846e-08       2.226177958187e-08      -2.605558730177e-08       3.015815450552e+00      -1.332614494174e-06       1.427179313790e-07       2.728053300370e+00      -3.358223531277e-06       2.483935901560e+00 
  328       1.363890956489e+01       5.067186305743e-08      -6.713071952722e-09       5.737333984094e-09       3.568236595794e-10      -7.208057246405e-10      -4.951578071977e-08      -1.012971168510e-09       7.881261900122e-10       5.592986595105e-11       4.964344815513e-10       1.038321482767e+01      -6.368530895711e-09       1.637046707188e-09       3.334275489250e-10      -4.207011226402e-10       3.111489620576e-10      -1.691901086951e-10       1.412328080963e-10       5.136999581269e-11      -4.455600465172e-12       7.491703507946e+00       2.003634195780e-09       3.923034312085e-10       6.103972355912e-11       7.680669678424e-10      -1.075394848726e-08      -1.198684538980e-08      -1.307291416605e-08       1.546184103947e-09       5.991463498532e+00       9.789489152110e-10      -2.069785437974e-10       1.039504719865e-08       2.762138967525e-09      -3.200979758438e-08       7.984927738275e-09       9.618841814104e-09       5.019857796797e+00      -1.315784530914e-08       1.436317153326e-08      -3.266780771485e-08       5.246714880604e-09       3.808206759526e-08       3.714535227621e-08       4.322208131112e+00      -5.659932738633e-08       4.242026382036e-08       1.667148839574e-08       8.307027239397e-08       2.203696629183e-08       3.790003768789e+00      -1.554853285952e-08      -3.972047019445e-08      -5.380706754193e-08       9.844934411660e-08       3.367426106534e+00      -9.703570230044e-08       2.221560359889e-08      -3.148096964413e-08       3.022175634394e+00      -1.695830792038e-06       1.443311350002e-07       2.733996170027e+00      -3.298429212287e-06       2.489517552696e+00 
  329       1.365348598090e+01       5.158688326991e-08      -6.726041167112e-09       5.850870526665e-09       3.325612979916e-10      -7.190241717361e-10      -5.068380102784e-08      -1.037616108094e-09       8.031370493558e-10       4.838694637663e-11       5.054484337746e-10       1.039614452360e+01      -5.973281657608e-09       1.692203335008e-09       3.514721688764e-10      -3.763556654469e-10       3.449296984671e-10      -1.528245040491e-10       1.121333476883e-10       5.690999842284e-11       4.656242269374e-12       7.502657075441e+00       1.916204328727e-09       3.881017829647e-10       4.602508209660e-11       7.934687403164e-10      -1.131577815955e-08      -1.187081684599e-08      -1.298054690244e-08       1.570357459368e-09       6.001145382176e+00       1.183492823853e-09      -1.633134386819e-10       9.174095079560e-09       1.683050167191e-09      -3.232455181905e-08       1.076610690504e-08       1.172611201912e-08       5.028593378658e+00      -1.240785783537e-08       1.522958468689e-08      -3.288465933493e-08       5.359816444333e-09       3.602070046088e-08       3.896279367652e-08       4.330188041579e+00      -5.618838513345e-08       4.095827604645e-08       1.365931572877e-08       8.542150337205e-08       2.483367122534e-08       3.797356335894e+00      -2.440013123266e-08      -3.327938724734e-08      -5.169619271306e-08       9.301590684728e-08       3.374241719513e+00      -1.252240420623e-07       2.256770170522e-08      -3.708372291728e-08       3.028524152587e+00      -1.989154085520e-06       1.454886937552e-07       2.739929151528e+00      -3.202253163926e-06       2.495088621042e+00 
  330       1.366802213198e+01       5.231840778226e-08      -6.734157795699e-09       5.942918825932e-09       3.125665789427e-10      -7.176334637038e-10      -5.099531709635e-08      -1.057102799340e-09       8.144319627895e-10       4.180863220948e-11       5.124033150843e-10       1.040904105082e+01      -5.645718110044e-09       1.734127004641e-09       3.689338975324e-10      -3.397220771770e-10       3.721888243788e-10      -1.400809394611e-10       8.795895047076e-11       6.116650978060e-11       1.459364742036e-11       7.513584614599e+00       1.845191938208e-09       3.826661914124e-10       3.021080470938e-11       8.138783005345e-10      -1.176474914976e-08      -1.184267483255e-08      -1.273098315516e-08       1.565413046534e-09       6.010805497208e+00       1.385263050315e-09      -1.151380270539e-10       7.915538881924e-09       8.310236014909e-10      -3.242581996519e-08       1.332318360044e-08       1.362749960696e-08       5.037310193992e+00      -1.155410003355e-08       1.597074836119e-08      -3.261782846692e-08       4.992467546688e-09       3.403651431595e-08       4.072049105346e-08       4.338151529678e+00      -5.508405396587e-08       3.984492963317e-08       1.056674472081e-08       8.705232308975e-08       2.756155118927e-08       3.804694291680e+00      -3.128550095993e-08      -2.667420529293e-08      -4.866983846962e-08       8.678942873157e-08       3.381044253255e+00      -1.463297376753e-07       2.329004633879e-08      -4.281944028066e-08       3.034861114282e+00      -2.216142691404e-06       1.461910845413e-07       2.745852311765e+00      -3.072361091691e-06       2.500649253250e+00 
  331       1.368251883849e+01       5.287462611752e-08      -6.737664655193e-09       6.014430887964e-09       2.966286343700e-10      -7.165977582562e-10      -5.050064921122e-08      -1.071676087140e-09       8.221979912370e-10       3.615431690888e-11       5.173955035262e-10       1.042190499544e+01      -5.382221155824e-09       1.763631276550e-09       3.858039237019e-10      -3.103690598284e-10       3.932456572700e-10      -1.307476210370e-10       6.845210067914e-11       6.421458058023e-11       2.542187533127e-11       7.524486515875e+00       1.789957213765e-09       3.758771139188e-10       1.376163216408e-11       8.295679679973e-10      -1.210479339765e-08      -1.189445008293e-08      -1.233404307587e-08       1.533300169888e-09       6.020444133357e+00       1.583282691415e-09      -6.296642863871e-11       6.624926367607e-09       1.907831818667e-10      -3.232796235900e-08       1.565912484297e-08       1.533084984257e-08       5.046008469921e+00      -1.060767443769e-08       1.659366866513e-08      -3.189982575822e-08       4.175286355955e-09       3.213439996262e-08       4.240449679124e-08       4.346098779817e+00      -5.333749982371e-08       3.905139285819e-08       7.403312096145e-09       8.800721434010e-08       3.021240268654e-08       3.812017789860e+00      -3.631017978966e-08      -1.995339213995e-08      -4.479739228593e-08       7.985636295456e-08       3.387833840220e+00      -1.607741062066e-07       2.435379806651e-08      -4.864259390822e-08       3.041186621217e+00      -2.380465329478e-06       1.464389497794e-07       2.751765710439e+00      -2.911495192016e-06       2.506199592487e+00 
  332       1.369697685398e+01       5.326398813778e-08      -6.736811996604e-09       6.066389055020e-09       2.845300247270e-10      -7.158802059154e-10      -4.925161876120e-08      -1.081588489665e-09       8.266279735083e-10       3.138207387339e-11       5.205244041783e-10       1.043473689746e+01      -5.179060798598e-09       1.781553866282e-09       4.020734601528e-10      -2.878522268561e-10       4.084294687253e-10      -1.246063968050e-10       5.334735622858e-11       6.613151271924e-11       3.720751593261e-11       7.535363140728e+00       1.749839216424e-09       3.676125100681e-10      -3.153490309865e-12       8.408183493160e-10      -1.233997646209e-08      -1.201795132227e-08      -1.179983559025e-08       1.476024892435e-09       6.030061559392e+00       1.776552683609e-09      -7.326556769145e-12       5.307948409464e-09      -2.533941367222e-10      -3.204575728990e-08       1.777705056943e-08       1.684427099070e-08       5.054688417476e+00      -9.579983984128e-09       1.710556448756e-08      -3.076410727072e-08       2.939789652051e-09       3.031933507808e-08       4.400055033884e-08       4.354029963586e+00      -5.100135213912e-08       3.854801791746e-08       4.178803355264e-09       8.833197789727e-08       3.277785387827e-08       3.819326973736e+00      -3.958292774822e-08      -1.316662349739e-08      -4.015021421174e-08       7.230549805754e-08       3.394610604308e+00      -1.689910562231e-07       2.572929911839e-08      -5.450652642774e-08       3.047500767586e+00      -2.485902018379e-06       1.462330990539e-07       2.757669399946e+00      -2.722474759604e-06       2.511739778359e+00 
  333       1.371139686424e+01       5.349520616326e-08      -6.731857565057e-09       6.099806252638e-09       2.760466857078e-10      -7.154429420538e-10      -4.730156025943e-08      -1.087100260614e-09       8.279205729972e-10       2.744864562425e-11       5.218924737162e-10       1.044753725020e+01      -5.032395247517e-09       1.788756837787e-09       4.177337444413e-10      -2.717139977687e-10       4.180795651120e-10      -1.214327056694e-10       4.237128465419e-11       6.699687736535e-11       5.001849816277e-11       7.546214821196e+00       1.724155705032e-09       3.577478238131e-10      -2.036138085249e-11       8.479184049651e-10      -1.247449862571e-08      -1.220476352128e-08      -1.113876070096e-08       1.395650487400e-09       6.039658022814e+00       1.964051640434e-09       5.123977446436e-11       3.970440087329e-09      -5.176819202558e-10      -3.159440432612e-08       1.968023499943e-08       1.817613648732e-08       5.063350231341e+00      -8.482734351345e-09       1.751386921119e-08      -2.924508200072e-08       1.318399991536e-09       2.859638478241e-08       4.549407591965e-08       4.361945239558e+00      -4.812971542339e-08       3.830433447495e-08       9.032546835751e-10       8.807374305689e-08       3.524936340012e-08       3.826621976033e+00      -4.121575311911e-08      -6.364792139264e-09      -3.480165245965e-08       6.422797612044e-08       3.401374660715e+00      -1.714271887451e-07       2.738606692155e-08      -6.036344236010e-08       3.053803639922e+00      -2.536344971430e-06       1.455745107538e-07       2.763563425266e+00      -2.508196794761e-06       2.517269946831e+00 
  334       1.372577948635e+01       5.357725709131e-08      -6.723066659612e-09       6.115726236725e-09       2.709478749727e-10      -7.152470789357e-10      -4.470533336492e-08      -1.088479451462e-09       8.262803243777e-10       2.430943298873e-11       5.216052449784e-10       1.046030649952e+01      -4.938270021889e-09       1.786126796736e-09       4.327760397400e-10      -2.614834927253e-10       4.225453682570e-10      -1.209955263653e-10       3.524239905148e-11       6.689253302344e-11       6.392409938880e-11       7.557041859460e+00       1.712202962613e-09       3.461559656274e-10      -3.768458880545e-11       8.511655160358e-10      -1.251269599962e-08      -1.244624615002e-08      -1.036151179074e-08       1.294297889886e-09       6.049233749529e+00       2.144735689939e-09       1.121767430637e-10       2.618381784010e-09      -6.187078201088e-10      -3.098952764024e-08       2.137210799986e-08       1.933508711117e-08       5.071994089610e+00      -7.327936299675e-09       1.782623242650e-08      -2.737811939884e-08      -6.555471273858e-10       2.697070220644e-08       4.687018024098e-08       4.369844753089e+00      -4.477818085416e-08       3.828904321236e-08      -2.413045139809e-09       8.728097817640e-08       3.761821917875e-08       3.833902918729e+00      -4.132393842199e-08       3.999829306131e-10      -2.882705899246e-08       5.571731094417e-08       3.408126115795e+00      -1.685418982001e-07       2.929278763430e-08      -6.616439955859e-08       3.060095316972e+00      -2.535799492484e-06       1.444643337123e-07       2.769447823846e+00      -2.271636610728e-06       2.522790230151e+00 
  335       1.374012526770e+01       5.351938451552e-08      -6.710712193079e-09       6.115223840644e-09       2.689961188730e-10      -7.152526977587e-10      -4.151933490407e-08      -1.086001973713e-09       8.219176803015e-10       2.191848428347e-11       5.197713515314e-10       1.047304504324e+01      -4.892617055831e-09       1.774575083836e-09       4.471916356673e-10      -2.566764271317e-10       4.221864961225e-10      -1.230573264124e-10       3.167109401671e-11       6.590264360252e-11       7.899495482734e-11       7.567844527415e+00       1.713255622708e-09       3.327072946570e-10      -5.494136254428e-11       8.508655509885e-10      -1.245904162807e-08      -1.273353143177e-08      -9.479077925341e-09       1.174146148534e-09       6.058788943535e+00       2.317538312129e-09       1.749144119731e-10       1.257900281278e-09      -5.735571375062e-10      -3.024717933471e-08       2.285625644944e-08       2.033003315523e-08       5.080620153537e+00      -6.127908011093e-09       1.805052164567e-08      -2.519955688988e-08      -2.947796099854e-09       2.544752905956e-08       4.811365020360e-08       4.377728636115e+00      -4.100383786249e-08       3.847000937889e-08      -5.759552833316e-09       8.600350121540e-08       3.987553724827e-08       3.841169912888e+00      -4.002606639165e-08       7.074347313842e-09      -2.230380511048e-08       4.686940623306e-08       3.414865066918e+00      -1.608074733763e-07       3.141730968018e-08      -7.185930064816e-08       3.066375869577e+00      -2.488384871768e-06       1.429038888473e-07       2.775322625492e+00      -2.015848441008e-06       2.528300756778e+00 
  336       1.375443468510e+01       5.333110084476e-08      -6.695074751834e-09       6.099405222310e-09       2.699471591762e-10      -7.154188406949e-10      -3.780151089213e-08      -1.079951661144e-09       8.150490580945e-10       2.022848449793e-11       5.165025522345e-10       1.048575323045e+01      -4.891253802923e-09       1.755037968152e-09       4.609718491157e-10      -2.567950062375e-10       4.173728434823e-10      -1.273740110692e-10       3.135958158728e-11       6.411369648274e-11       9.530306696542e-11       7.578623066236e+00       1.726566495725e-09       3.172696008722e-10      -7.194561731054e-11       8.473329324062e-10      -1.231814659316e-08      -1.305752259683e-08      -8.502746156596e-09       1.037432877180e-09       6.068323786603e+00       2.481370176395e-09       2.388686219291e-10      -1.047301441367e-10      -3.997763879795e-10      -2.938384276740e-08       2.413642560312e-08       2.117015659821e-08       5.089228567287e+00      -4.895277428969e-09       1.819482401648e-08      -2.274670739273e-08      -5.523164049349e-09       2.403219619760e-08       4.920895061135e-08       4.385597006948e+00      -3.686528572008e-08       3.881425634096e-08      -9.125468704150e-09       8.429249027601e-08       4.201226056657e-08       3.848423058499e+00      -3.744404595712e-08       1.360370205266e-08      -1.531129703896e-08       3.778257377719e-08       3.421591602330e+00      -1.487091983769e-07       3.372663728204e-08      -7.739688446476e-08       3.072645360544e+00      -2.398335281719e-06       1.408946708022e-07       2.781187852253e+00      -1.743966046707e-06       2.533801651300e+00 
  337       1.376870814377e+01       5.302218942222e-08      -6.676442655640e-09       6.069408111269e-09       2.735498997909e-10      -7.157035029325e-10      -3.361136855478e-08      -1.070620332057e-09       8.058968864540e-10       1.919074447765e-11       5.119137558052e-10       1.049843136082e+01      -4.929882340864e-09       1.728476840417e-09       4.741080250808e-10      -2.613278197323e-10       4.084846625977e-10      -1.336948722872e-10       3.400182718210e-11       6.161452058231e-11       1.129218149813e-10       7.589377685953e+00       1.751366395287e-09       2.997080872196e-10      -8.850690304409e-11       8.408907037468e-10      -1.209476111951e-08      -1.340889213633e-08      -7.444103825408e-09       8.864547065170e-10       6.077838437957e+00       2.635118978954e-09       3.034408843106e-10      -1.463086624553e-09      -1.153768658219e-10      -2.841643587713e-08       2.521652045664e-08       2.186491327602e-08       5.097819457685e+00      -3.642984597834e-09       1.826744803627e-08      -2.005786684029e-08      -8.345533662683e-09       2.273012419068e-08       5.014022188064e-08       4.393449970080e+00      -3.242264512635e-08       3.928795913193e-08      -1.249973473953e-08       8.220049414321e-08       4.401915783181e-08       3.855662444303e+00      -3.370313822068e-08       1.993219446519e-08      -7.930991515420e-09       2.855755163481e-08       3.428305801017e+00      -1.327454535731e-07       3.618692399604e-08      -8.272471749460e-08       3.078903844534e+00      -2.270000672834e-06       1.384383495852e-07       2.787043518307e+00      -1.459203323859e-06       2.539293034359e+00 
  338       1.378294597640e+01       5.260270664447e-08      -6.655112017462e-09       6.026402055799e-09       2.795463534920e-10      -7.160636247165e-10      -2.900998834958e-08      -1.058307851530e-09       7.946896521456e-10       1.875519010771e-11       5.061230453843e-10       1.051107968394e+01      -5.004088476126e-09       1.695878406356e-09       4.865915374901e-10      -2.697497363426e-10       3.959126438940e-10      -1.417625376650e-10       3.928348554198e-11       5.849630442447e-11       1.319259641654e-10       7.600108565011e+00       1.786863964574e-09       2.798853517740e-10      -1.044303722152e-10       8.318705960970e-10      -1.179377567894e-08      -1.377808005613e-08      -6.315040864773e-09       7.235677357489e-10       6.087333033959e+00       2.777649280283e-09       3.680182739886e-10      -2.810596605347e-09       2.611617914559e-10      -2.736231450924e-08       2.610060711098e-08       2.242403505331e-08       5.106392933971e+00      -2.384284003141e-09       1.827692526585e-08      -1.717232169930e-08      -1.137784602499e-08       2.154682389101e-08       5.089127775004e-08       4.401287615977e+00      -2.773756979564e-08       3.985643800185e-08      -1.587103269793e-08       7.978144282520e-08       4.588682229882e-08       3.862888147629e+00      -2.893198243686e-08       2.600270898063e-08      -2.464113770266e-10       1.929752231474e-08       3.435007732559e+00      -1.134278165585e-07       3.876346624577e-08      -8.778918531343e-08       3.085151367927e+00      -2.107847669503e-06       1.355367722107e-07       2.792889629853e+00      -1.164854910759e-06       2.544775022575e+00 
  339       1.379714844225e+01       5.208298408054e-08      -6.631386803283e-09       5.971588669991e-09       2.876715886457e-10      -7.164550833907e-10      -2.406003598749e-08      -1.043322193662e-09       7.816619467002e-10       1.887035149605e-11       4.992517031012e-10       1.052369839869e+01      -5.109340848606e-09       1.658254880001e-09       4.984137900317e-10      -2.815217984282e-10       3.800579966364e-10      -1.513129194026e-10       4.688183667001e-11       5.485261420449e-11       1.523916753410e-10       7.610815849848e+00       1.832245502673e-09       2.576613698901e-10      -1.195167476569e-10       8.206130949243e-10      -1.142022209518e-08      -1.415529213057e-08      -5.127752102795e-09       5.511879842533e-10       6.096807687791e+00       2.907802342559e-09       4.319733221765e-10      -4.140536748954e-09       7.108880386696e-10      -2.623927574108e-08       2.679291413688e-08       2.285753199491e-08       5.114949087551e+00      -1.132746911027e-09       1.823201204344e-08      -1.413035649029e-08      -1.458209345474e-08       2.048789700079e-08       5.144560298984e-08       4.409110020880e+00      -2.287325804432e-08       4.048415196718e-08      -1.922778220031e-08       7.709065809374e-08       4.760567059549e-08       3.870100234229e+00      -2.326262199152e-08       3.175685797448e-08       7.656838852060e-09       1.010813095869e-08       3.441697456995e+00      -9.128116310228e-08       4.142069685626e-08      -9.253548402586e-08       3.091387968710e+00      -1.916460465859e-06       1.321919643388e-07       2.798726184992e+00      -8.642967952977e-07       2.550247728469e+00 
  340       1.381131572614e+01       5.147363059094e-08      -6.605578891923e-09       5.906201880843e-09       2.976536759343e-10      -7.168326854389e-10      -1.882577445440e-08      -1.025979503827e-09       7.670545131109e-10       1.948335215684e-11       4.914242346386e-10       1.053628765252e+01      -5.240990036281e-09       1.616644177005e-09       5.095662169830e-10      -2.960911165789e-10       3.613325296061e-10      -1.620751632554e-10       5.646572177190e-11       5.077941185662e-11       1.743965142852e-10       7.621499654455e+00       1.886674790924e-09       2.328934763546e-10      -1.335622903970e-10       8.074675068305e-10      -1.097927464857e-08      -1.453049815632e-08      -3.894739565697e-09       3.717918432386e-10       6.106262489133e+00       3.024395967093e-09       4.946639092798e-10      -5.446031838885e-09       1.214374858506e-09      -2.506556120760e-08       2.729783393931e-08       2.317569453736e-08       5.123487991745e+00       9.773629192342e-11       1.814169119854e-08      -1.097326130747e-08      -1.791931233868e-08       1.955903664003e-08       5.178635111155e-08       4.416917246602e+00      -1.789446437797e-08       4.113469236056e-08      -2.255813882137e-08       7.418486402451e-08       4.916594153922e-08       3.877298758107e+00      -1.683053038086e-08       3.713497260381e-08       1.569105737331e-08       1.097503523750e-09       3.448375024681e+00      -6.684376810350e-08       4.412217858804e-08      -9.690761170461e-08       3.097613676350e+00      -1.700541721614e-06       1.284061319162e-07       2.804553173617e+00      -5.609869222932e-07       2.555711260386e+00 
  341       1.382544793750e+01       5.078553444672e-08      -6.578008134857e-09       5.831508175348e-09       3.092136350817e-10      -7.171501585258e-10      -1.337307603258e-08      -1.006604160916e-09       7.511142925299e-10       2.053989819387e-11       4.827683937979e-10       1.054884754081e+01      -5.394267659865e-09       1.572110107965e-09       5.200402840397e-10      -3.128907642113e-10       3.401587317764e-10      -1.737715974885e-10       6.769547919643e-11       4.637507312107e-11       1.980194611498e-10       7.632160059954e+00       1.949292919269e-09       2.054363475379e-10      -1.463587674905e-10       7.927920263046e-10      -1.047625118069e-08      -1.489343020625e-08      -2.628814780843e-09       1.879165274028e-10       6.115697503849e+00       3.126224331770e-09       5.554331577465e-10      -6.720053683722e-09       1.751716197068e-09      -2.385986042687e-08       2.761992412196e-08       2.338909566035e-08       5.132009701541e+00       1.292953758918e-09       1.801517376596e-08      -7.743339338597e-09      -2.134957596690e-08       1.876602791440e-08       5.189634207752e-08       4.424709340328e+00      -1.286751107849e-08       4.177077638048e-08      -2.584999218076e-08       7.112219753744e-08       5.055769495333e-08       3.884483761356e+00      -9.774637190477e-09       4.207609364243e-08       2.376642952646e-08      -7.623735035328e-09       3.455040476148e+00      -4.066740654436e-08       4.683059767121e-08      -1.008483598298e-07       3.103828511671e+00      -1.464913457903e-06       1.241816628160e-07       2.810370577302e+00      -2.584658008208e-07       2.561165722419e+00 
  342       1.383954510949e+01       5.002986544856e-08      -6.549002416028e-09       5.748806847583e-09       3.220653815781e-10      -7.173601435387e-10      -7.769434322264e-09      -9.855288395965e-10       7.340944709656e-10       2.198426748389e-11       4.734152070645e-10       1.056137810622e+01      -5.564285487459e-09       1.525742571733e-09       5.298274891442e-10      -3.313396721651e-10       3.169698529892e-10      -1.861176818307e-10       8.022288037574e-11       4.174040561094e-11       2.233409198819e-10       7.642797114157e+00       2.019218112592e-09       1.751419835460e-10      -1.576934198516e-10       7.769538024754e-10      -9.916614199096e-09      -1.523358088320e-08      -1.343101079744e-09       2.160526592542e-12       6.125112773668e+00       3.212057828480e-09       6.136093249164e-10      -7.955420021136e-09       2.302523399417e-09      -2.264131412559e-08       2.776390885172e-08       2.350859305828e-08       5.140514253346e+00       2.438369843193e-09       1.786190069963e-08      -4.483914384880e-09      -2.483198736777e-08       1.811474848308e-08       5.175806001048e-08       4.432486334412e+00      -7.860299791274e-09       4.235424064108e-08      -2.909096403435e-08       6.796221893710e-08       5.177081048345e-08       3.891655273990e+00      -2.237354074367e-09       4.651796231613e-08       3.179101220216e-08      -1.594244258367e-08       3.461693841967e+00      -1.331745444416e-08       4.950775733948e-08      -1.042993047284e-07       3.110032486733e+00      -1.214517953127e-06       1.195211284783e-07       2.816178369184e+00       3.964288845308e-08       2.566611214331e+00 
  343       1.385360719795e+01       4.921807704579e-08      -6.518897711670e-09       5.659430245801e-09       3.359156734053e-10      -7.174141866289e-10      -2.083976263079e-09      -9.630945725517e-10       7.162545259794e-10       2.375929885999e-11       4.634989981725e-10       1.057387933799e+01      -5.746034539208e-09       1.478657748739e-09       5.389193633148e-10      -3.508425232999e-10       2.922099846306e-10      -1.988219564289e-10       9.369106576580e-11       3.697866687925e-11       2.504427276453e-10       7.653410831142e+00       2.095545557074e-09       1.418596903725e-10      -1.673489300860e-10       7.603290058650e-10      -9.305971981999e-09      -1.554020157382e-08      -5.103590107967e-11      -1.828159425385e-10       6.134508315866e+00       3.280642900559e-09       6.685056958718e-10      -9.144793421886e-09       2.845921645119e-09      -2.142951756470e-08       2.773468022320e-08       2.354533131169e-08       5.149001664737e+00       3.519122758251e-09       1.769154458661e-08      -1.239338380885e-09      -2.832467214294e-08       1.761116912659e-08       5.135365090305e-08       4.440248246177e+00      -2.942323112341e-09       4.284603472185e-08      -3.226840636545e-08       6.476592245302e-08       5.279498641398e-08       3.898813313777e+00       5.635399266019e-09       5.039701113793e-08       3.967071825461e-08      -2.374294162393e-08       3.468335142604e+00       1.462701018699e-08       5.211457136424e-08      -1.072007990132e-07       3.116225604710e+00      -9.544186387930e-07       1.144272855505e-07       2.821976513857e+00       3.296316859394e-07       2.572047831481e+00 
