# k[h/Mpc]   P_Zel   P_A    P_W    P_d    P_dd     P_d^2    P_d^2d^2  P_dd^2    P_s^2    P_ds^2    P_d^2s^2   P_s^2s^2   P_D2d     P_dD2d
# 
1.0000e-03 2.5815e+03 3.1717e-02 -1.8969e-02 5.1636e+03 1.8950e+03 -2.2536e-02 7.7374e+02 1.6092e-01 1.4002e-01 1.0670e-01 2.0627e+03 1.3747e+03 0.0000e+00 0.0000e+00
1.0842e-03 2.7800e+03 4.0863e-02 -2.4037e-02 5.5643e+03 2.1609e+03 -2.6389e-02 7.7374e+02 1.8923e-01 1.6459e-01 1.2522e-01 2.0625e+03 1.3745e+03 0.0000e+00 0.0000e+00
1.1756e-03 2.9930e+03 5.2504e-02 -3.0440e-02 5.9937e+03 2.4397e+03 -3.0881e-02 7.7373e+02 2.2251e-01 1.9346e-01 1.4693e-01 2.0624e+03 1.3744e+03 0.0000e+00 0.0000e+00
1.2746e-03 3.2215e+03 6.7294e-02 -3.8526e-02 6.4533e+03 2.7319e+03 -3.6109e-02 7.7372e+02 2.6167e-01 2.2737e-01 1.7236e-01 2.0622e+03 1.3741e+03 0.0000e+00 0.0000e+00
1.3819e-03 3.4663e+03 8.6052e-02 -4.8724e-02 6.9450e+03 3.0379e+03 -4.2183e-02 7.7371e+02 3.0773e-01 2.6719e-01 2.0212e-01 2.0620e+03 1.3739e+03 0.0000e+00 0.0000e+00
1.4983e-03 3.7283e+03 1.0980e-01 -6.1575e-02 7.4702e+03 3.3581e+03 -4.9228e-02 7.7370e+02 3.6192e-01 3.1394e-01 2.3692e-01 2.0617e+03 1.3736e+03 0.0000e+00 0.0000e+00
1.6246e-03 4.0083e+03 1.3982e-01 -7.7749e-02 8.0305e+03 3.6932e+03 -5.7379e-02 7.7369e+02 4.2568e-01 3.6879e-01 2.7760e-01 2.0615e+03 1.3732e+03 0.0000e+00 0.0000e+00
1.7614e-03 4.3071e+03 1.7770e-01 -9.8079e-02 8.6276e+03 4.0434e+03 -6.6782e-02 7.7368e+02 5.0071e-01 4.3311e-01 3.2510e-01 2.0611e+03 1.3728e+03 0.0000e+00 0.0000e+00
1.9098e-03 4.6255e+03 2.2541e-01 -1.2360e-01 9.2627e+03 4.4093e+03 -7.7594e-02 7.7366e+02 5.8903e-01 5.0849e-01 3.8050e-01 2.0607e+03 1.3723e+03 0.0000e+00 0.0000e+00
2.0706e-03 4.9639e+03 2.8541e-01 -1.5558e-01 9.9372e+03 4.7910e+03 -8.9977e-02 7.7364e+02 6.9299e-01 5.9674e-01 4.4507e-01 2.0603e+03 1.3717e+03 0.0000e+00 0.0000e+00
2.2450e-03 5.3228e+03 3.6072e-01 -1.9561e-01 1.0652e+04 5.1890e+03 -1.0409e-01 7.7362e+02 8.1539e-01 6.9996e-01 5.2019e-01 2.0597e+03 1.3711e+03 0.0000e+00 0.0000e+00
2.4341e-03 5.7025e+03 4.5509e-01 -2.4559e-01 1.1408e+04 5.6034e+03 -1.2008e-01 7.7359e+02 9.5953e-01 8.2052e-01 6.0748e-01 2.0591e+03 1.3703e+03 0.0000e+00 0.0000e+00
2.6392e-03 6.1031e+03 5.7311e-01 -3.0789e-01 1.2206e+04 6.0343e+03 -1.3808e-01 7.7356e+02 1.1293e+00 9.6112e-01 7.0873e-01 2.0583e+03 1.3694e+03 0.0000e+00 0.0000e+00
2.8615e-03 6.5243e+03 7.2041e-01 -3.8536e-01 1.3047e+04 6.4817e+03 -1.5815e-01 7.7353e+02 1.3294e+00 1.1248e+00 8.2594e-01 2.0574e+03 1.3683e+03 0.0000e+00 0.0000e+00
3.1025e-03 6.9659e+03 9.0388e-01 -4.8148e-01 1.3929e+04 6.9454e+03 -1.8028e-01 7.7348e+02 1.5651e+00 1.3148e+00 9.6133e-01 2.0564e+03 1.3671e+03 0.0000e+00 0.0000e+00
3.3638e-03 7.4272e+03 1.1319e+00 -6.0042e-01 1.4851e+04 7.4251e+03 -2.0435e-01 7.7343e+02 1.8430e+00 1.5348e+00 1.1173e+00 2.0552e+03 1.3656e+03 0.0000e+00 0.0000e+00
3.6472e-03 7.9077e+03 1.4145e+00 -7.4715e-01 1.5813e+04 7.9201e+03 -2.3004e-01 7.7337e+02 2.1707e+00 1.7887e+00 1.2965e+00 2.0538e+03 1.3639e+03 0.0000e+00 0.0000e+00
3.9544e-03 8.4061e+03 1.7640e+00 -9.2762e-01 1.6813e+04 8.4297e+03 -2.5677e-01 7.7330e+02 2.5573e+00 2.0806e+00 1.5016e+00 2.0521e+03 1.3620e+03 0.0000e+00 0.0000e+00
4.2875e-03 8.9215e+03 2.1949e+00 -1.1488e+00 1.7847e+04 8.9528e+03 -2.8356e-01 7.7322e+02 3.0135e+00 2.4144e+00 1.7356e+00 2.0502e+03 1.3597e+03 0.0000e+00 0.0000e+00
4.6486e-03 9.4521e+03 2.7247e+00 -1.4188e+00 1.8911e+04 9.4877e+03 -3.0895e-01 7.7313e+02 3.5519e+00 2.7941e+00 2.0013e+00 2.0479e+03 1.3571e+03 0.0000e+00 0.0000e+00
5.0402e-03 9.9957e+03 3.3740e+00 -1.7472e+00 2.0000e+04 1.0033e+04 -3.3071e-01 7.7301e+02 4.1877e+00 3.2229e+00 2.3014e+00 2.0453e+03 1.3541e+03 0.0000e+00 0.0000e+00
5.4648e-03 1.0549e+04 4.1670e+00 -2.1444e+00 2.1108e+04 1.0585e+04 -3.4566e-01 7.7288e+02 4.9387e+00 3.7034e+00 2.6386e+00 2.0422e+03 1.3506e+03 0.0000e+00 0.0000e+00
5.9251e-03 1.1109e+04 5.1320e+00 -2.6226e+00 2.2229e+04 1.1142e+04 -3.4933e-01 7.7273e+02 5.8260e+00 4.2368e+00 3.0147e+00 2.0386e+03 1.3466e+03 0.0000e+00 0.0000e+00
6.4242e-03 1.1670e+04 6.3019e+00 -3.1950e+00 2.3353e+04 1.1700e+04 -3.3551e-01 7.7255e+02 6.8747e+00 4.8224e+00 3.4311e+00 2.0345e+03 1.3419e+03 0.0000e+00 0.0000e+00
6.9653e-03 1.2227e+04 7.7140e+00 -3.8759e+00 2.4470e+04 1.2255e+04 -2.9580e-01 7.7234e+02 8.1141e+00 5.4569e+00 3.8880e+00 2.0296e+03 1.3367e+03 0.0000e+00 0.0000e+00
7.5520e-03 1.2775e+04 9.4101e+00 -4.6802e+00 2.5570e+04 1.2801e+04 -2.1890e-01 7.7209e+02 9.5792e+00 6.1340e+00 4.3838e+00 2.0240e+03 1.3307e+03 0.0000e+00 0.0000e+00
8.1881e-03 1.3307e+04 1.1436e+01 -5.6233e+00 2.6638e+04 1.3332e+04 -8.9936e-02 7.7181e+02 1.1311e+01 6.8435e+00 4.9151e+00 2.0175e+03 1.3238e+03 0.0000e+00 0.0000e+00
8.8778e-03 1.3816e+04 1.3843e+01 -6.7196e+00 2.7661e+04 1.3842e+04 1.1052e-01 7.7147e+02 1.3357e+01 7.5712e+00 5.4760e+00 2.0101e+03 1.3161e+03 0.0000e+00 0.0000e+00
9.6256e-03 1.4293e+04 1.6682e+01 -7.9817e+00 2.8622e+04 1.4321e+04 4.0741e-01 7.7108e+02 1.5774e+01 8.2981e+00 6.0570e+00 2.0015e+03 1.3074e+03 0.0000e+00 0.0000e+00
1.0436e-02 1.4729e+04 2.0005e+01 -9.4192e+00 2.9503e+04 1.4763e+04 8.3242e-01 7.7062e+02 1.8625e+01 9.0003e+00 6.6451e+00 1.9916e+03 1.2976e+03 0.0000e+00 0.0000e+00
1.1315e-02 1.5115e+04 2.3864e+01 -1.1037e+01 3.0283e+04 1.5155e+04 1.4252e+00 7.7009e+02 2.1987e+01 9.6484e+00 7.2228e+00 1.9803e+03 1.2866e+03 0.0000e+00 0.0000e+00
1.2269e-02 1.5438e+04 2.8303e+01 -1.2831e+01 3.0940e+04 1.5488e+04 2.2344e+00 7.6947e+02 2.5942e+01 1.0207e+01 7.7678e+00 1.9674e+03 1.2744e+03 0.0000e+00 0.0000e+00
1.3302e-02 1.5688e+04 3.3356e+01 -1.4790e+01 3.1453e+04 1.5749e+04 3.3194e+00 7.6874e+02 3.0588e+01 1.0631e+01 8.2529e+00 1.9528e+03 1.2609e+03 0.0000e+00 0.0000e+00
1.4422e-02 1.5854e+04 3.9042e+01 -1.6889e+01 3.1798e+04 1.5928e+04 4.7504e+00 7.6790e+02 3.6030e+01 1.0868e+01 8.6460e+00 1.9362e+03 1.2460e+03 0.0000e+00 0.0000e+00
1.5637e-02 1.5923e+04 4.5356e+01 -1.9086e+01 3.1953e+04 1.6012e+04 6.6088e+00 7.6693e+02 4.2382e+01 1.0851e+01 8.9110e+00 1.9175e+03 1.2296e+03 0.0000e+00 0.0000e+00
1.6955e-02 1.5886e+04 5.2265e+01 -2.1326e+01 3.1897e+04 1.5991e+04 8.9866e+00 7.6579e+02 4.9768e+01 1.0502e+01 9.0088e+00 1.8966e+03 1.2117e+03 0.0000e+00 0.0000e+00
1.8383e-02 1.5732e+04 5.9695e+01 -2.3534e+01 3.1611e+04 1.5855e+04 1.1984e+01 7.6448e+02 5.8313e+01 9.7391e+00 8.8994e+00 1.8733e+03 1.1923e+03 0.0000e+00 0.0000e+00
1.9931e-02 1.5456e+04 6.7536e+01 -2.5615e+01 3.1081e+04 1.5598e+04 1.5707e+01 7.6296e+02 6.8140e+01 8.4868e+00 8.5447e+00 1.8474e+03 1.1714e+03 0.0000e+00 0.0000e+00
2.1610e-02 1.5055e+04 7.5635e+01 -2.7466e+01 3.0304e+04 1.5217e+04 2.0261e+01 7.6120e+02 7.9365e+01 6.6923e+00 7.9114e+00 1.8188e+03 1.1488e+03 0.0000e+00 0.0000e+00
2.3430e-02 1.4531e+04 8.3803e+01 -2.8972e+01 2.9281e+04 1.4714e+04 2.5742e+01 7.5917e+02 9.2087e+01 4.3295e+00 6.9744e+00 1.7874e+03 1.1247e+03 0.0000e+00 0.0000e+00
2.5404e-02 1.3893e+04 9.1823e+01 -3.0026e+01 2.8031e+04 1.4098e+04 3.2231e+01 7.5682e+02 1.0638e+02 1.3880e+00 5.7195e+00 1.7532e+03 1.0989e+03 0.0000e+00 0.0000e+00
2.7544e-02 1.3156e+04 9.9485e+01 -3.0535e+01 2.6585e+04 1.3384e+04 3.9782e+01 7.5412e+02 1.2228e+02 -2.1442e+00 4.1450e+00 1.7160e+03 1.0716e+03 0.0000e+00 0.0000e+00
2.9864e-02 1.2343e+04 1.0662e+02 -3.0445e+01 2.4988e+04 1.2595e+04 4.8420e+01 7.5100e+02 1.3978e+02 -6.2712e+00 2.2599e+00 1.6759e+03 1.0426e+03 0.0000e+00 0.0000e+00
3.2379e-02 1.1485e+04 1.1312e+02 -2.9749e+01 2.3300e+04 1.1762e+04 5.8130e+01 7.4743e+02 1.5884e+02 -1.0957e+01 7.9688e-02 1.6328e+03 1.0121e+03 0.0000e+00 0.0000e+00
3.5106e-02 1.0618e+04 1.1902e+02 -2.8499e+01 2.1593e+04 1.0918e+04 6.8875e+01 7.4332e+02 1.7939e+02 -1.6133e+01 -2.3826e+00 1.5866e+03 9.7999e+02 0.0000e+00 0.0000e+00
3.8064e-02 9.7785e+03 1.2449e+02 -2.6807e+01 1.9942e+04 1.0103e+04 8.0605e+01 7.3863e+02 2.0135e+02 -2.1788e+01 -5.1271e+00 1.5374e+03 9.4650e+02 0.0000e+00 0.0000e+00
4.1270e-02 9.0012e+03 1.2985e+02 -2.4819e+01 1.8416e+04 9.3506e+03 9.3298e+01 7.3327e+02 2.2464e+02 -2.7990e+01 -8.1783e+00 1.4851e+03 9.1175e+02 0.0000e+00 0.0000e+00
4.4746e-02 8.3130e+03 1.3551e+02 -2.2685e+01 1.7071e+04 8.6896e+03 1.0700e+02 7.2718e+02 2.4926e+02 -3.4802e+01 -1.1591e+01 1.4298e+03 8.7595e+02 0.0000e+00 0.0000e+00
4.8515e-02 7.7268e+03 1.4186e+02 -2.0494e+01 1.5932e+04 8.1336e+03 1.2184e+02 7.2027e+02 2.7528e+02 -4.2331e+01 -1.5444e+01 1.3714e+03 8.3940e+02 0.0000e+00 0.0000e+00
5.2602e-02 7.2368e+03 1.4911e+02 -1.8211e+01 1.4991e+04 7.6776e+03 1.3810e+02 7.1246e+02 3.0285e+02 -5.0765e+01 -1.9821e+01 1.3103e+03 8.0243e+02 0.0000e+00 0.0000e+00
5.7032e-02 6.8151e+03 1.5698e+02 -1.5616e+01 1.4190e+04 7.2937e+03 1.5610e+02 7.0366e+02 3.3215e+02 -6.0150e+01 -2.4762e+01 1.2469e+03 7.6536e+02 0.0000e+00 0.0000e+00
6.1836e-02 6.4141e+03 1.6457e+02 -1.2314e+01 1.3433e+04 6.9328e+03 1.7608e+02 6.9381e+02 3.6320e+02 -7.0416e+01 -3.0213e+01 1.1817e+03 7.2849e+02 0.0000e+00 0.0000e+00
6.7045e-02 5.9765e+03 1.7030e+02 -7.8322e+00 1.2601e+04 6.5335e+03 1.9800e+02 6.8281e+02 3.9566e+02 -8.1222e+01 -3.5971e+01 1.1156e+03 6.9197e+02 0.0000e+00 0.0000e+00
7.2692e-02 5.4568e+03 1.7231e+02 -1.8634e+00 1.1596e+04 6.0458e+03 2.2120e+02 6.7061e+02 4.2860e+02 -9.1937e+01 -4.1680e+01 1.0495e+03 6.5585e+02 0.0000e+00 0.0000e+00
7.8815e-02 4.8503e+03 1.6950e+02 5.4042e+00 1.0405e+04 5.4596e+03 2.4436e+02 6.5716e+02 4.6045e+02 -1.0177e+02 -4.6901e+01 9.8418e+02 6.2008e+02 0.0000e+00 0.0000e+00
8.5454e-02 4.2040e+03 1.6242e+02 1.3155e+01 9.1189e+03 4.8218e+03 2.6572e+02 6.4244e+02 4.8930e+02 -1.1007e+02 -5.1274e+01 9.2011e+02 5.8463e+02 0.0000e+00 0.0000e+00
9.2652e-02 3.6048e+03 1.5359e+02 2.0156e+01 7.9182e+03 4.2234e+03 2.8378e+02 6.2649e+02 5.1371e+02 -1.1661e+02 -5.4703e+01 8.5730e+02 5.4960e+02 0.0000e+00 0.0000e+00
1.0046e-01 3.1315e+03 1.4626e+02 2.5444e+01 6.9694e+03 3.7519e+03 2.9826e+02 6.0934e+02 5.3350e+02 -1.2182e+02 -5.7428e+01 7.9552e+02 5.1530e+02 0.0000e+00 0.0000e+00
1.0892e-01 2.8052e+03 1.4222e+02 2.8982e+01 6.3231e+03 3.4354e+03 3.1043e+02 5.9108e+02 5.5006e+02 -1.2648e+02 -5.9865e+01 7.3469e+02 4.8215e+02 0.0000e+00 0.0000e+00
1.1809e-01 2.5715e+03 1.4008e+02 3.1744e+01 5.8687e+03 3.2183e+03 3.2228e+02 5.7176e+02 5.6529e+02 -1.3108e+02 -6.2266e+01 6.7528e+02 4.5041e+02 0.0000e+00 0.0000e+00
1.2804e-01 2.3328e+03 1.3584e+02 3.4944e+01 5.3994e+03 2.9918e+03 3.3455e+02 5.5143e+02 5.7966e+02 -1.3535e+02 -6.4449e+01 6.1826e+02 4.2009e+02 0.0000e+00 0.0000e+00
1.3883e-01 2.0324e+03 1.2662e+02 3.8764e+01 4.7881e+03 2.6868e+03 3.4531e+02 5.3015e+02 5.9101e+02 -1.3833e+02 -6.5876e+01 5.6454e+02 3.9094e+02 0.0000e+00 0.0000e+00
1.5052e-01 1.7165e+03 1.1448e+02 4.1948e+01 4.1297e+03 2.3515e+03 3.5144e+02 5.0806e+02 5.9624e+02 -1.3929e+02 -6.6177e+01 5.1424e+02 3.6283e+02 0.0000e+00 0.0000e+00
1.6320e-01 1.4707e+03 1.0396e+02 4.3347e+01 3.6112e+03 2.0872e+03 3.5230e+02 4.8533e+02 5.9499e+02 -1.3863e+02 -6.5589e+01 4.6684e+02 3.3596e+02 0.0000e+00 0.0000e+00
1.7694e-01 1.3054e+03 9.5988e+01 4.3349e+01 3.2620e+03 1.9122e+03 3.5058e+02 4.6216e+02 5.9018e+02 -1.3733e+02 -6.4649e+01 4.2207e+02 3.1060e+02 0.0000e+00 0.0000e+00
