# k[h/Mpc]   P_Zel   P_A    P_W    P_d    P_dd     P_d^2    P_d^2d^2  P_dd^2    P_s^2    P_ds^2    P_d^2s^2   P_s^2s^2   P_D2d     P_dD2d
# 
7.5520e-03 2.8380e+03 5.4216e-01 -2.3078e-01 5.6772e+03 2.8409e+03 -1.0782e-02 3.8043e+01 4.7217e-01 3.0253e-01 2.1617e-01 9.9751e+01 6.5581e+01 0.0000e+00 0.0000e+00
8.1881e-03 2.9567e+03 6.5972e-01 -2.7733e-01 5.9148e+03 2.9588e+03 -4.4195e-03 3.8030e+01 5.5758e-01 3.3760e-01 2.4241e-01 9.9439e+01 6.5249e+01 0.0000e+00 0.0000e+00
8.8778e-03 3.0704e+03 7.9964e-01 -3.3146e-01 6.1423e+03 3.0718e+03 5.4731e-03 3.8015e+01 6.5852e-01 3.7359e-01 2.7013e-01 9.9078e+01 6.4873e+01 0.0000e+00 0.0000e+00
9.6256e-03 3.1771e+03 9.6510e-01 -3.9380e-01 6.3561e+03 3.1782e+03 2.0130e-02 3.7997e+01 7.7777e-01 4.0959e-01 2.9886e-01 9.8664e+01 6.4449e+01 0.0000e+00 0.0000e+00
1.0436e-02 3.2749e+03 1.1594e+00 -4.6483e-01 6.5522e+03 3.2759e+03 4.1120e-02 3.7977e+01 9.1854e-01 4.4441e-01 3.2796e-01 9.8188e+01 6.3973e+01 0.0000e+00 0.0000e+00
1.1315e-02 3.3615e+03 1.3857e+00 -5.4481e-01 6.7260e+03 3.3628e+03 7.0407e-02 3.7953e+01 1.0845e+00 4.7663e-01 3.5659e-01 9.7643e+01 6.3440e+01 0.0000e+00 0.0000e+00
1.2269e-02 3.4346e+03 1.6470e+00 -6.3360e-01 6.8728e+03 3.4365e+03 1.1041e-01 3.7925e+01 1.2799e+00 5.0449e-01 3.8365e-01 9.7022e+01 6.2848e+01 0.0000e+00 0.0000e+00
1.3302e-02 3.4917e+03 1.9457e+00 -7.3061e-01 6.9876e+03 3.4942e+03 1.6409e-01 3.7892e+01 1.5096e+00 5.2584e-01 4.0780e-01 9.6317e+01 6.2191e+01 0.0000e+00 0.0000e+00
1.4422e-02 3.5301e+03 2.2835e+00 -8.3462e-01 7.0652e+03 3.5335e+03 2.3493e-01 3.7855e+01 1.7787e+00 5.3803e-01 4.2746e-01 9.5519e+01 6.1468e+01 0.0000e+00 0.0000e+00
1.5637e-02 3.5474e+03 2.6608e+00 -9.4369e-01 7.1007e+03 3.5518e+03 3.2701e-01 3.7811e+01 2.0931e+00 5.3778e-01 4.4084e-01 9.4621e+01 6.0674e+01 0.0000e+00 0.0000e+00
1.6955e-02 3.5411e+03 3.0763e+00 -1.0550e+00 7.0893e+03 3.5465e+03 4.4495e-01 3.7760e+01 2.4589e+00 5.2127e-01 4.4603e-01 9.3614e+01 5.9809e+01 0.0000e+00 0.0000e+00
1.8383e-02 3.5094e+03 3.5268e+00 -1.1649e+00 7.0269e+03 3.5156e+03 5.9382e-01 3.7701e+01 2.8825e+00 4.8441e-01 4.4103e-01 9.2490e+01 5.8869e+01 0.0000e+00 0.0000e+00
1.9931e-02 3.4506e+03 4.0064e+00 -1.2687e+00 6.9105e+03 3.4577e+03 7.7899e-01 3.7633e+01 3.3704e+00 4.2348e-01 4.2394e-01 9.1244e+01 5.7854e+01 0.0000e+00 0.0000e+00
2.1610e-02 3.3641e+03 4.5072e+00 -1.3613e+00 6.7389e+03 3.3721e+03 1.0059e+00 3.7554e+01 3.9284e+00 3.3581e-01 3.9310e-01 8.9869e+01 5.6763e+01 0.0000e+00 0.0000e+00
2.3430e-02 3.2503e+03 5.0187e+00 -1.4369e+00 6.5128e+03 3.2593e+03 1.2795e+00 3.7463e+01 4.5618e+00 2.2008e-01 3.4721e-01 8.8360e+01 5.5594e+01 0.0000e+00 0.0000e+00
2.5404e-02 3.1110e+03 5.5291e+00 -1.4900e+00 6.2358e+03 3.1212e+03 1.6042e+00 3.7358e+01 5.2747e+00 7.5677e-02 2.8553e-01 8.6714e+01 5.4348e+01 0.0000e+00 0.0000e+00
2.7544e-02 2.9497e+03 6.0262e+00 -1.5160e+00 5.9147e+03 2.9610e+03 1.9833e+00 3.7237e+01 6.0695e+00 -9.8053e-02 2.0790e-01 8.4928e+01 5.3024e+01 0.0000e+00 0.0000e+00
2.9864e-02 2.7714e+03 6.5002e+00 -1.5117e+00 5.5597e+03 2.7840e+03 2.4183e+00 3.7098e+01 6.9469e+00 -3.0144e-01 1.1469e-01 8.2999e+01 5.1623e+01 0.0000e+00 0.0000e+00
3.2379e-02 2.5828e+03 6.9454e+00 -1.4766e+00 5.1841e+03 2.5966e+03 2.9093e+00 3.6938e+01 7.9056e+00 -5.3280e-01 6.5643e-03 8.0927e+01 5.0145e+01 0.0000e+00 0.0000e+00
3.5106e-02 2.3918e+03 7.3640e+00 -1.4129e+00 4.8036e+03 2.4068e+03 3.4553e+00 3.6754e+01 8.9427e+00 -7.8889e-01 -1.1593e-01 7.8708e+01 4.8594e+01 0.0000e+00 0.0000e+00
3.8064e-02 2.2067e+03 7.7673e+00 -1.3258e+00 4.4350e+03 2.2229e+03 4.0546e+00 3.6544e+01 1.0055e+01 -1.0692e+00 -2.5295e-01 7.6342e+01 4.6973e+01 0.0000e+00 0.0000e+00
4.1270e-02 2.0353e+03 8.1765e+00 -1.2222e+00 4.0940e+03 2.0528e+03 4.7074e+00 3.6304e+01 1.1241e+01 -1.3775e+00 -4.0591e-01 7.3826e+01 4.5290e+01 0.0000e+00 0.0000e+00
4.4746e-02 1.8839e+03 8.6207e+00 -1.1094e+00 3.7930e+03 1.9029e+03 5.4170e+00 3.6031e+01 1.2502e+01 -1.7172e+00 -5.7781e-01 7.1159e+01 4.3555e+01 0.0000e+00 0.0000e+00
4.8515e-02 1.7556e+03 9.1299e+00 -9.9121e-01 3.5384e+03 1.7762e+03 6.1925e+00 3.5721e+01 1.3843e+01 -2.0941e+00 -7.7308e-01 6.8345e+01 4.1783e+01 0.0000e+00 0.0000e+00
5.2602e-02 1.6494e+03 9.7233e+00 -8.6531e-01 3.3283e+03 1.6717e+03 7.0495e+00 3.5371e+01 1.5274e+01 -2.5189e+00 -9.9646e-01 6.5392e+01 3.9988e+01 0.0000e+00 0.0000e+00
5.7032e-02 1.5589e+03 1.0392e+01 -7.1934e-01 3.1501e+03 1.5833e+03 8.0078e+00 3.4975e+01 1.6808e+01 -2.9948e+00 -1.2509e+00 6.2318e+01 3.8188e+01 0.0000e+00 0.0000e+00
6.1836e-02 1.4734e+03 1.1080e+01 -5.3096e-01 2.9819e+03 1.4999e+03 9.0843e+00 3.4531e+01 1.8451e+01 -3.5200e+00 -1.5345e+00 5.9151e+01 3.6396e+01 0.0000e+00 0.0000e+00
6.7045e-02 1.3791e+03 1.1679e+01 -2.7245e-01 2.7961e+03 1.4077e+03 1.0281e+01 3.4035e+01 2.0189e+01 -4.0783e+00 -1.8380e+00 5.5933e+01 3.4621e+01 0.0000e+00 0.0000e+00
7.2692e-02 1.2646e+03 1.2049e+01 7.6200e-02 2.5694e+03 1.2950e+03 1.1570e+01 3.3482e+01 2.1981e+01 -4.6382e+00 -2.1434e+00 5.2708e+01 3.2864e+01 0.0000e+00 0.0000e+00
7.8815e-02 1.1277e+03 1.2085e+01 5.0866e-01 2.2972e+03 1.1593e+03 1.2885e+01 3.2871e+01 2.3746e+01 -5.1579e+00 -2.4279e+00 4.9516e+01 3.1121e+01 0.0000e+00 0.0000e+00
8.5454e-02 9.7884e+02 1.1798e+01 9.8247e-01 2.0002e+03 1.0111e+03 1.4133e+01 3.2200e+01 2.5384e+01 -5.6009e+00 -2.6714e+00 4.6379e+01 2.9389e+01 0.0000e+00 0.0000e+00
9.2652e-02 8.3913e+02 1.1364e+01 1.4279e+00 1.7209e+03 8.7158e+02 1.5231e+01 3.1470e+01 2.6813e+01 -5.9529e+00 -2.8675e+00 4.3298e+01 2.7671e+01 0.0000e+00 0.0000e+00
1.0046e-01 7.2913e+02 1.1057e+01 1.7862e+00 1.5011e+03 7.6186e+02 1.6157e+01 3.0682e+01 2.8018e+01 -6.2353e+00 -3.0286e+00 4.0255e+01 2.5984e+01 0.0000e+00 0.0000e+00
1.0892e-01 6.5603e+02 1.1073e+01 2.0520e+00 1.3559e+03 6.8954e+02 1.6982e+01 2.9841e+01 2.9075e+01 -6.4918e+00 -3.1783e+00 3.7240e+01 2.4350e+01 0.0000e+00 0.0000e+00
1.1809e-01 6.0723e+02 1.1343e+01 2.2863e+00 1.2600e+03 6.4201e+02 1.7827e+01 2.8947e+01 3.0101e+01 -6.7547e+00 -3.3333e+00 3.4274e+01 2.2784e+01 0.0000e+00 0.0000e+00
1.2804e-01 5.5641e+02 1.1484e+01 2.5733e+00 1.1598e+03 5.9227e+02 1.8748e+01 2.8002e+01 3.1138e+01 -7.0116e+00 -3.4847e+00 3.1412e+01 2.1288e+01 0.0000e+00 0.0000e+00
1.3883e-01 4.8562e+02 1.1105e+01 2.9300e+00 1.0183e+03 5.2159e+02 1.9636e+01 2.7007e+01 3.2059e+01 -7.2030e+00 -3.5991e+00 2.8709e+01 1.9845e+01 0.0000e+00 0.0000e+00
1.5052e-01 4.0646e+02 1.0327e+01 3.2614e+00 8.5862e+02 4.4154e+02 2.0278e+01 2.5966e+01 3.2654e+01 -7.2755e+00 -3.6484e+00 2.6176e+01 1.8446e+01 0.0000e+00 0.0000e+00
1.6320e-01 3.4599e+02 9.7241e+00 3.4682e+00 7.3648e+02 3.8024e+02 2.0605e+01 2.4889e+01 3.2868e+01 -7.2465e+00 -3.6440e+00 2.3778e+01 1.7101e+01 0.0000e+00 0.0000e+00
1.7694e-01 3.1061e+02 9.5615e+00 3.5821e+00 6.6561e+02 3.4481e+02 2.0797e+01 2.3785e+01 3.2898e+01 -7.1856e+00 -3.6232e+00 2.1491e+01 1.5832e+01 0.0000e+00 0.0000e+00
1.9185e-01 2.7872e+02 9.3704e+00 3.7112e+00 6.0168e+02 3.1283e+02 2.1019e+01 2.2659e+01 3.2901e+01 -7.1212e+00 -3.5990e+00 1.9345e+01 1.4637e+01 0.0000e+00 0.0000e+00
2.0801e-01 2.3641e+02 8.7287e+00 3.8518e+00 5.1554e+02 2.6943e+02 2.1129e+01 2.1515e+01 3.2728e+01 -7.0034e+00 -3.5436e+00 1.7374e+01 1.3499e+01 0.0000e+00 0.0000e+00
2.2553e-01 1.9956e+02 8.0802e+00 3.9093e+00 4.4000e+02 2.3125e+02 2.0958e+01 2.0361e+01 3.2222e+01 -6.8019e+00 -3.4428e+00 1.5562e+01 1.2418e+01 0.0000e+00 0.0000e+00
2.4453e-01 1.7609e+02 7.7407e+00 3.9038e+00 3.9197e+02 2.0698e+02 2.0661e+01 1.9210e+01 3.1552e+01 -6.5701e+00 -3.3255e+00 1.3882e+01 1.1408e+01 0.0000e+00 0.0000e+00
2.6512e-01 1.5224e+02 7.2708e+00 3.8971e+00 3.4279e+02 1.8204e+02 2.0334e+01 1.8064e+01 3.0816e+01 -6.3343e+00 -3.2042e+00 1.2345e+01 1.0460e+01 0.0000e+00 0.0000e+00
2.8746e-01 1.2872e+02 6.6892e+00 3.8502e+00 2.9375e+02 1.5704e+02 1.9841e+01 1.6932e+01 2.9879e+01 -6.0567e+00 -3.0592e+00 1.0955e+01 9.5694e+00 0.0000e+00 0.0000e+00
3.1167e-01 1.1169e+02 6.2673e+00 3.7643e+00 2.5805e+02 1.3879e+02 1.9243e+01 1.5822e+01 2.8815e+01 -5.7571e+00 -2.9022e+00 9.6913e+00 8.7403e+00 0.0000e+00 0.0000e+00
3.3792e-01 9.5346e+01 5.7811e+00 3.6638e+00 2.2349e+02 1.2105e+02 1.8592e+01 1.4737e+01 2.7681e+01 -5.4570e+00 -2.7436e+00 8.5520e+00 7.9676e+00 0.0000e+00 0.0000e+00
3.6639e-01 8.1527e+01 5.3254e+00 3.5365e+00 1.9396e+02 1.0581e+02 1.7846e+01 1.3686e+01 2.6439e+01 -5.1399e+00 -2.5755e+00 7.5298e+00 7.2495e+00 0.0000e+00 0.0000e+00
3.9725e-01 6.9757e+01 4.8950e+00 3.3942e+00 1.6855e+02 9.2636e+01 1.7060e+01 1.2671e+01 2.5152e+01 -4.8260e+00 -2.4085e+00 6.6141e+00 6.5847e+00 0.0000e+00 0.0000e+00
4.3071e-01 5.9498e+01 4.4768e+00 3.2368e+00 1.4615e+02 8.0953e+01 1.6224e+01 1.1697e+01 2.3815e+01 -4.5110e+00 -2.2405e+00 5.7985e+00 5.9700e+00 0.0000e+00 0.0000e+00
4.6699e-01 5.0756e+01 4.0837e+00 3.0691e+00 1.2682e+02 7.0817e+01 1.5364e+01 1.0768e+01 2.2459e+01 -4.2029e+00 -2.0761e+00 5.0735e+00 5.4034e+00 0.0000e+00 0.0000e+00
5.0632e-01 4.3261e+01 3.7127e+00 2.8937e+00 1.1003e+02 6.1955e+01 1.4486e+01 9.8852e+00 2.1094e+01 -3.9022e+00 -1.9156e+00 4.4315e+00 4.8823e+00 0.0000e+00 0.0000e+00
5.4897e-01 3.6836e+01 3.3638e+00 2.7139e+00 9.5425e+01 5.4201e+01 1.3604e+01 9.0507e+00 1.9737e+01 -3.6126e+00 -1.7610e+00 3.8645e+00 4.4041e+00 0.0000e+00 0.0000e+00
5.9521e-01 3.1356e+01 3.0384e+00 2.5324e+00 8.2780e+01 4.7439e+01 1.2726e+01 8.2654e+00 1.8401e+01 -3.3353e+00 -1.6131e+00 3.3652e+00 3.9664e+00 0.0000e+00 0.0000e+00
6.4535e-01 2.6676e+01 2.7355e+00 2.3517e+00 7.1808e+01 4.1529e+01 1.1861e+01 7.5297e+00 1.7096e+01 -3.0716e+00 -1.4728e+00 2.9265e+00 3.5666e+00 0.0000e+00 0.0000e+00
6.9971e-01 2.2686e+01 2.4547e+00 2.1735e+00 6.2291e+01 3.6365e+01 1.1016e+01 6.8433e+00 1.5831e+01 -2.8225e+00 -1.3405e+00 2.5420e+00 3.2022e+00 0.0000e+00 0.0000e+00
7.5865e-01 1.9286e+01 2.1953e+00 1.9994e+00 5.4035e+01 3.1852e+01 1.0196e+01 6.2053e+00 1.4615e+01 -2.5885e+00 -1.2166e+00 2.2057e+00 2.8709e+00 0.0000e+00 0.0000e+00
8.2255e-01 1.6390e+01 1.9564e+00 1.8302e+00 4.6872e+01 2.7905e+01 9.4071e+00 5.6146e+00 1.3451e+01 -2.3696e+00 -1.1011e+00 1.9120e+00 2.5701e+00 0.0000e+00 0.0000e+00
8.9184e-01 1.3924e+01 1.7370e+00 1.6670e+00 4.0653e+01 2.4450e+01 8.6511e+00 5.0695e+00 1.2345e+01 -2.1658e+00 -9.9405e-01 1.6561e+00 2.2977e+00 0.0000e+00 0.0000e+00
9.6696e-01 1.1827e+01 1.5360e+00 1.5104e+00 3.5252e+01 2.1425e+01 7.9310e+00 4.5683e+00 1.1299e+01 -1.9767e+00 -8.9522e-01 1.4333e+00 2.0515e+00 0.0000e+00 0.0000e+00
1.0484e+00 1.0041e+01 1.3523e+00 1.3609e+00 3.0558e+01 1.8774e+01 7.2484e+00 4.1087e+00 1.0314e+01 -1.8018e+00 -8.0433e-01 1.2397e+00 1.8293e+00 0.0000e+00 0.0000e+00
1.1367e+00 8.5223e+00 1.1849e+00 1.2189e+00 2.6476e+01 1.6449e+01 6.6039e+00 3.6887e+00 9.3900e+00 -1.6405e+00 -7.2104e-01 1.0717e+00 1.6291e+00 0.0000e+00 0.0000e+00
1.2325e+00 7.2297e+00 1.0326e+00 1.0847e+00 2.2922e+01 1.4407e+01 5.9978e+00 3.3057e+00 8.5274e+00 -1.4921e+00 -6.4494e-01 9.2589e-01 1.4490e+00 0.0000e+00 0.0000e+00
1.3363e+00 6.1296e+00 8.9441e-01 9.5841e-01 1.9827e+01 1.2613e+01 5.4297e+00 2.9576e+00 7.7245e+00 -1.3557e+00 -5.7562e-01 7.9955e-01 1.2873e+00 0.0000e+00 0.0000e+00
1.4488e+00 5.1931e+00 7.6931e-01 8.4002e-01 1.7128e+01 1.1035e+01 4.8989e+00 2.6417e+00 6.9797e+00 -1.2306e+00 -5.1262e-01 6.9014e-01 1.1423e+00 0.0000e+00 0.0000e+00
1.5709e+00 4.3956e+00 6.5636e-01 7.2957e-01 1.4774e+01 9.6447e+00 4.4045e+00 2.3558e+00 6.2906e+00 -1.1159e+00 -4.5550e-01 5.9543e-01 1.0125e+00 0.0000e+00 0.0000e+00
1.7032e+00 3.7163e+00 5.5473e-01 6.2706e-01 1.2718e+01 8.4196e+00 3.9451e+00 2.0975e+00 5.6548e+00 -1.0109e+00 -4.0380e-01 5.1347e-01 8.9635e-01 0.0000e+00 0.0000e+00
1.8467e+00 3.1376e+00 4.6362e-01 5.3249e-01 1.0923e+01 7.3388e+00 3.5196e+00 1.8647e+00 5.0696e+00 -9.1465e-01 -3.5710e-01 4.4258e-01 7.9258e-01 0.0000e+00 0.0000e+00
2.0022e+00 2.6444e+00 3.8232e-01 4.4583e-01 9.3546e+00 6.3847e+00 3.1264e+00 1.6551e+00 4.5323e+00 -8.2653e-01 -3.1498e-01 3.8126e-01 6.9997e-01 0.0000e+00 0.0000e+00
2.1709e+00 2.2242e+00 3.1020e-01 3.6710e-01 7.9848e+00 5.5421e+00 2.7643e+00 1.4668e+00 4.0399e+00 -7.4580e-01 -2.7706e-01 3.2822e-01 6.1740e-01 0.0000e+00 0.0000e+00
2.3537e+00 1.8663e+00 2.4666e-01 2.9628e-01 6.7891e+00 4.7979e+00 2.4318e+00 1.2978e+00 3.5897e+00 -6.7182e-01 -2.4297e-01 2.8236e-01 5.4385e-01 0.0000e+00 0.0000e+00
2.5520e+00 1.5615e+00 1.9117e-01 2.3331e-01 5.7468e+00 4.1408e+00 2.1278e+00 1.1464e+00 3.1791e+00 -6.0396e-01 -2.1239e-01 2.4269e-01 4.7838e-01 0.0000e+00 0.0000e+00
2.7669e+00 1.3022e+00 1.4323e-01 1.7813e-01 4.8400e+00 3.5610e+00 1.8509e+00 1.0110e+00 2.8055e+00 -5.4167e-01 -1.8501e-01 2.0838e-01 4.2018e-01 0.0000e+00 0.0000e+00
3.0000e+00 1.0820e+00 1.0236e-01 1.3057e-01 4.0532e+00 3.0503e+00 1.5999e+00 8.8991e-01 2.4664e+00 -4.8448e-01 -1.6055e-01 1.7872e-01 3.6846e-01 0.0000e+00 0.0000e+00
