# k[h/Mpc]   P_Zel   P_A    P_W    P_d    P_dd     P_d^2    P_d^2d^2  P_dd^2    P_s^2    P_ds^2    P_d^2s^2   P_s^2s^2   P_D2d     P_dD2d
# 
1.0000e-03 1.4889e+03 1.1698e-02 -6.2815e-03 2.9781e+03 1.0929e+03 nan 2.5737e+02 5.3528e-02 4.6585e-02 3.5490e-02 6.8610e+02 4.5727e+02 0.0000e+00 0.0000e+00
1.0842e-03 1.6033e+03 1.5010e-02 -7.9683e-03 3.2092e+03 1.2463e+03 nan 2.5737e+02 6.2942e-02 5.4760e-02 4.1654e-02 6.8606e+02 4.5722e+02 0.0000e+00 0.0000e+00
1.1756e-03 1.7262e+03 1.9222e-02 -1.0101e-02 3.4568e+03 1.4071e+03 nan 2.5737e+02 7.4014e-02 6.4365e-02 4.8875e-02 6.8601e+02 4.5715e+02 0.0000e+00 0.0000e+00
1.2746e-03 1.8580e+03 2.4570e-02 -1.2794e-02 3.7219e+03 1.5756e+03 nan 2.5736e+02 8.7038e-02 7.5648e-02 5.7333e-02 6.8595e+02 4.5708e+02 0.0000e+00 0.0000e+00
1.3819e-03 1.9992e+03 3.1348e-02 -1.6192e-02 4.0055e+03 1.7521e+03 nan 2.5736e+02 1.0236e-01 8.8897e-02 6.7231e-02 6.8588e+02 4.5699e+02 0.0000e+00 0.0000e+00
1.4983e-03 2.1503e+03 3.9927e-02 -2.0473e-02 4.3084e+03 1.9368e+03 nan 2.5736e+02 1.2039e-01 1.0445e-01 7.8809e-02 6.8580e+02 4.5689e+02 0.0000e+00 0.0000e+00
1.6246e-03 2.3118e+03 5.0769e-02 -2.5861e-02 4.6316e+03 2.1301e+03 nan 2.5735e+02 1.4160e-01 1.2270e-01 9.2340e-02 6.8571e+02 4.5678e+02 0.0000e+00 0.0000e+00
1.7614e-03 2.4842e+03 6.4450e-02 -3.2632e-02 4.9759e+03 2.3321e+03 nan 2.5735e+02 1.6655e-01 1.4410e-01 1.0814e-01 6.8560e+02 4.5664e+02 0.0000e+00 0.0000e+00
1.9098e-03 2.6678e+03 8.1684e-02 -4.1129e-02 5.3422e+03 2.5431e+03 nan 2.5734e+02 1.9593e-01 1.6918e-01 1.2657e-01 6.8547e+02 4.5648e+02 0.0000e+00 0.0000e+00
2.0706e-03 2.8630e+03 1.0336e-01 -5.1775e-02 5.7313e+03 2.7633e+03 nan 2.5734e+02 2.3051e-01 1.9854e-01 1.4805e-01 6.8531e+02 4.5629e+02 0.0000e+00 0.0000e+00
