# k[h/Mpc]   P_Zel   P_A    P_W    P_d    P_dd     P_d^2    P_d^2d^2  P_dd^2    P_s^2    P_ds^2    P_d^2s^2   P_s^2s^2   P_D2d     P_dD2d
# 
1.0000e-03 8.7893e+02 4.2294e-03 -2.1989e-03 1.7581e+03 6.4519e+02 -2.6124e-03 8.9693e+01 1.8655e-02 1.6231e-02 1.2368e-02 2.3911e+02 1.5936e+02 0.0000e+00 0.0000e+00
1.0842e-03 9.4652e+02 5.4366e-03 -2.7864e-03 1.8945e+03 7.3574e+02 -3.0591e-03 8.9693e+01 2.1935e-02 1.9080e-02 1.4516e-02 2.3909e+02 1.5934e+02 0.0000e+00 0.0000e+00
1.1756e-03 1.0191e+03 6.9720e-03 -3.5288e-03 2.0407e+03 8.3066e+02 -3.5798e-03 8.9692e+01 2.5794e-02 2.2426e-02 1.7033e-02 2.3908e+02 1.5932e+02 0.0000e+00 0.0000e+00
1.2746e-03 1.0968e+03 8.9214e-03 -4.4660e-03 2.1972e+03 9.3013e+02 -4.1858e-03 8.9691e+01 3.0333e-02 2.6358e-02 1.9981e-02 2.3905e+02 1.5929e+02 0.0000e+00 0.0000e+00
1.3819e-03 1.1802e+03 1.1393e-02 -5.6483e-03 2.3646e+03 1.0343e+03 -4.8901e-03 8.9690e+01 3.5673e-02 3.0974e-02 2.3430e-02 2.3903e+02 1.5926e+02 0.0000e+00 0.0000e+00
1.4983e-03 1.2694e+03 1.4521e-02 -7.1380e-03 2.5434e+03 1.1434e+03 -5.7067e-03 8.9689e+01 4.1955e-02 3.6393e-02 2.7465e-02 2.3900e+02 1.5923e+02 0.0000e+00 0.0000e+00
1.6246e-03 1.3648e+03 1.8473e-02 -9.0130e-03 2.7342e+03 1.2574e+03 -6.6516e-03 8.9688e+01 4.9346e-02 4.2752e-02 3.2181e-02 2.3897e+02 1.5919e+02 0.0000e+00 0.0000e+00
1.7614e-03 1.4665e+03 2.3460e-02 -1.1370e-02 2.9375e+03 1.3767e+03 -7.7417e-03 8.9686e+01 5.8045e-02 5.0209e-02 3.7687e-02 2.3893e+02 1.5914e+02 0.0000e+00 0.0000e+00
1.9098e-03 1.5749e+03 2.9742e-02 -1.4329e-02 3.1537e+03 1.5012e+03 -8.9952e-03 8.9685e+01 6.8283e-02 5.8948e-02 4.4111e-02 2.3889e+02 1.5908e+02 0.0000e+00 0.0000e+00
2.0706e-03 1.6902e+03 3.7643e-02 -1.8037e-02 3.3834e+03 1.6312e+03 -1.0431e-02 8.9683e+01 8.0335e-02 6.9180e-02 5.1596e-02 2.3883e+02 1.5902e+02 0.0000e+00 0.0000e+00
2.2450e-03 1.8124e+03 4.7561e-02 -2.2676e-02 3.6268e+03 1.7667e+03 -1.2067e-02 8.9680e+01 9.4525e-02 8.1147e-02 6.0306e-02 2.3877e+02 1.5894e+02 0.0000e+00 0.0000e+00
2.4341e-03 1.9417e+03 5.9992e-02 -2.8471e-02 3.8844e+03 1.9078e+03 -1.3921e-02 8.9677e+01 1.1124e-01 9.5125e-02 7.0426e-02 2.3870e+02 1.5885e+02 0.0000e+00 0.0000e+00
2.6392e-03 2.0781e+03 7.5541e-02 -3.5694e-02 4.1561e+03 2.0545e+03 -1.6007e-02 8.9674e+01 1.3092e-01 1.1143e-01 8.2165e-02 2.3861e+02 1.5875e+02 0.0000e+00 0.0000e+00
2.8615e-03 2.2216e+03 9.4955e-02 -4.4677e-02 4.4422e+03 2.2068e+03 -1.8334e-02 8.9670e+01 1.5411e-01 1.3040e-01 9.5756e-02 2.3851e+02 1.5862e+02 0.0000e+00 0.0000e+00
3.1025e-03 2.3720e+03 1.1914e-01 -5.5822e-02 4.7425e+03 2.3647e+03 -2.0901e-02 8.9665e+01 1.8144e-01 1.5244e-01 1.1145e-01 2.3840e+02 1.5848e+02 0.0000e+00 0.0000e+00
3.3638e-03 2.5292e+03 1.4922e-01 -6.9612e-02 5.0568e+03 2.5280e+03 -2.3692e-02 8.9660e+01 2.1366e-01 1.7795e-01 1.2954e-01 2.3826e+02 1.5831e+02 0.0000e+00 0.0000e+00
3.6472e-03 2.6928e+03 1.8651e-01 -8.6627e-02 5.3844e+03 2.6965e+03 -2.6670e-02 8.9653e+01 2.5166e-01 2.0740e-01 1.5032e-01 2.3810e+02 1.5812e+02 0.0000e+00 0.0000e+00
3.9544e-03 2.8627e+03 2.3266e-01 -1.0755e-01 5.7248e+03 2.8701e+03 -2.9769e-02 8.9646e+01 2.9648e-01 2.4125e-01 1.7411e-01 2.3791e+02 1.5790e+02 0.0000e+00 0.0000e+00
4.2875e-03 3.0383e+03 2.8960e-01 -1.3321e-01 6.0769e+03 3.0481e+03 -3.2877e-02 8.9637e+01 3.4938e-01 2.7997e-01 2.0124e-01 2.3769e+02 1.5764e+02 0.0000e+00 0.0000e+00
4.6486e-03 3.2192e+03 3.5966e-01 -1.6452e-01 6.4393e+03 3.2302e+03 -3.5821e-02 8.9627e+01 4.1181e-01 3.2401e-01 2.3206e-01 2.3743e+02 1.5734e+02 0.0000e+00 0.0000e+00
5.0402e-03 3.4045e+03 4.4559e-01 -2.0260e-01 6.8103e+03 3.4158e+03 -3.8345e-02 8.9615e+01 4.8555e-01 3.7376e-01 2.6688e-01 2.3713e+02 1.5699e+02 0.0000e+00 0.0000e+00
5.4648e-03 3.5932e+03 5.5065e-01 -2.4869e-01 7.1879e+03 3.6038e+03 -4.0079e-02 8.9601e+01 5.7264e-01 4.2952e-01 3.0600e-01 2.3678e+02 1.5659e+02 0.0000e+00 0.0000e+00
5.9251e-03 3.7841e+03 6.7865e-01 -3.0417e-01 7.5697e+03 3.7935e+03 -4.0505e-02 8.9584e+01 6.7555e-01 4.9143e-01 3.4965e-01 2.3637e+02 1.5613e+02 0.0000e+00 0.0000e+00
6.4242e-03 3.9755e+03 8.3400e-01 -3.7058e-01 7.9527e+03 3.9834e+03 -3.8903e-02 8.9565e+01 7.9719e-01 5.5941e-01 3.9798e-01 2.3590e+02 1.5560e+02 0.0000e+00 0.0000e+00
6.9653e-03 4.1657e+03 1.0217e+00 -4.4960e-01 8.3335e+03 4.1722e+03 -3.4295e-02 8.9542e+01 9.4097e-01 6.3309e-01 4.5101e-01 2.3535e+02 1.5500e+02 0.0000e+00 0.0000e+00
7.5520e-03 4.3528e+03 1.2476e+00 -5.4297e-01 8.7083e+03 4.3580e+03 -2.5372e-02 8.9516e+01 1.1110e+00 7.1175e-01 5.0859e-01 2.3471e+02 1.5431e+02 0.0000e+00 0.0000e+00
