# k[h/Mpc]   P_Zel   P_A    P_W    P_d    P_dd     P_d^2    P_d^2d^2  P_dd^2    P_s^2    P_ds^2    P_d^2s^2   P_s^2s^2   P_D2d     P_dD2d
# 
1.0000e-03 4.4157e+02 1.1033e-03 -5.5500e-04 8.8324e+02 3.2414e+02 -6.5937e-04 2.2638e+01 4.7084e-03 4.0967e-03 3.1217e-03 6.0350e+01 4.0221e+01 0.0000e+00 0.0000e+00
1.0842e-03 4.7552e+02 1.4175e-03 -7.0328e-04 9.5177e+02 3.6963e+02 -7.7211e-04 2.2638e+01 5.5364e-03 4.8157e-03 3.6639e-03 6.0346e+01 4.0217e+01 0.0000e+00 0.0000e+00
1.1756e-03 5.1197e+02 1.8171e-03 -8.9065e-04 1.0252e+03 4.1732e+02 -9.0352e-04 2.2638e+01 6.5103e-03 5.6604e-03 4.2991e-03 6.0342e+01 4.0211e+01 0.0000e+00 0.0000e+00
1.2746e-03 5.5105e+02 2.3244e-03 -1.1272e-03 1.1039e+03 4.6729e+02 -1.0565e-03 2.2638e+01 7.6560e-03 6.6526e-03 5.0431e-03 6.0337e+01 4.0205e+01 0.0000e+00 0.0000e+00
1.3819e-03 5.9293e+02 2.9674e-03 -1.4256e-03 1.1879e+03 5.1963e+02 -1.2342e-03 2.2637e+01 9.0036e-03 7.8178e-03 5.9137e-03 6.0331e+01 4.0197e+01 0.0000e+00 0.0000e+00
1.4983e-03 6.3774e+02 3.7812e-03 -1.8016e-03 1.2778e+03 5.7441e+02 -1.4404e-03 2.2637e+01 1.0589e-02 9.1856e-03 6.9321e-03 6.0324e+01 4.0189e+01 0.0000e+00 0.0000e+00
1.6246e-03 6.8565e+02 4.8095e-03 -2.2749e-03 1.3736e+03 6.3172e+02 -1.6789e-03 2.2637e+01 1.2455e-02 1.0791e-02 8.1224e-03 6.0315e+01 4.0178e+01 0.0000e+00 0.0000e+00
1.7614e-03 7.3677e+02 6.1068e-03 -2.8698e-03 1.4758e+03 6.9163e+02 -1.9540e-03 2.2637e+01 1.4650e-02 1.2673e-02 9.5122e-03 6.0306e+01 4.0166e+01 0.0000e+00 0.0000e+00
1.9098e-03 7.9123e+02 7.7411e-03 -3.6165e-03 1.5844e+03 7.5421e+02 -2.2704e-03 2.2636e+01 1.7234e-02 1.4878e-02 1.1134e-02 6.0294e+01 4.0152e+01 0.0000e+00 0.0000e+00
2.0706e-03 8.4913e+02 9.7964e-03 -4.5524e-03 1.6998e+03 8.1951e+02 -2.6327e-03 2.2636e+01 2.0276e-02 1.7461e-02 1.3023e-02 6.0281e+01 4.0136e+01 0.0000e+00 0.0000e+00
