# k[h/Mpc]   P_Zel   P_A    P_W    P_d    P_dd     P_d^2    P_d^2d^2  P_dd^2    P_s^2    P_ds^2    P_d^2s^2   P_s^2s^2   P_D2d     P_dD2d
# 
1.0000e-03 1.0101e+03 5.5294e-03 -2.9041e-03 2.0204e+03 7.4146e+02 -3.4502e-03 1.1846e+02 2.4637e-02 2.1437e-02 1.6335e-02 3.1579e+02 2.1046e+02 0.0000e+00 0.0000e+00
1.0842e-03 1.0877e+03 7.1089e-03 -3.6800e-03 2.1772e+03 8.4552e+02 -4.0401e-03 1.1846e+02 2.8970e-02 2.5198e-02 1.9172e-02 3.1577e+02 2.1044e+02 0.0000e+00 0.0000e+00
1.1756e-03 1.1711e+03 9.1177e-03 -4.6604e-03 2.3452e+03 9.5461e+02 -4.7278e-03 1.1846e+02 3.4066e-02 2.9618e-02 2.2496e-02 3.1574e+02 2.1041e+02 0.0000e+00 0.0000e+00
1.2746e-03 1.2605e+03 1.1668e-02 -5.8983e-03 2.5250e+03 1.0689e+03 -5.5282e-03 1.1845e+02 4.0061e-02 3.4810e-02 2.6388e-02 3.1572e+02 2.1038e+02 0.0000e+00 0.0000e+00
1.3819e-03 1.3563e+03 1.4902e-02 -7.4597e-03 2.7174e+03 1.1886e+03 -6.4582e-03 1.1845e+02 4.7112e-02 4.0907e-02 3.0944e-02 3.1569e+02 2.1034e+02 0.0000e+00 0.0000e+00
1.4983e-03 1.4588e+03 1.8995e-02 -9.4272e-03 2.9229e+03 1.3140e+03 -7.5369e-03 1.1845e+02 5.5409e-02 4.8064e-02 3.6273e-02 3.1565e+02 2.1029e+02 0.0000e+00 0.0000e+00
1.6246e-03 1.5684e+03 2.4167e-02 -1.1903e-02 3.1422e+03 1.4451e+03 -8.7847e-03 1.1845e+02 6.5171e-02 5.6462e-02 4.2501e-02 3.1561e+02 2.1024e+02 0.0000e+00 0.0000e+00
1.7614e-03 1.6853e+03 3.0693e-02 -1.5016e-02 3.3758e+03 1.5821e+03 -1.0224e-02 1.1845e+02 7.6659e-02 6.6311e-02 4.9773e-02 3.1556e+02 2.1017e+02 0.0000e+00 0.0000e+00
1.9098e-03 1.8099e+03 3.8913e-02 -1.8924e-02 3.6243e+03 1.7252e+03 -1.1880e-02 1.1845e+02 9.0180e-02 7.7852e-02 5.8257e-02 3.1550e+02 2.1010e+02 0.0000e+00 0.0000e+00
2.0706e-03 1.9423e+03 4.9251e-02 -2.3821e-02 3.8882e+03 1.8746e+03 -1.3776e-02 1.1844e+02 1.0610e-01 9.1365e-02 6.8142e-02 3.1543e+02 2.1001e+02 0.0000e+00 0.0000e+00
2.2450e-03 2.0828e+03 6.2229e-02 -2.9948e-02 4.1680e+03 2.0303e+03 -1.5937e-02 1.1844e+02 1.2484e-01 1.0717e-01 7.9645e-02 3.1534e+02 2.0991e+02 0.0000e+00 0.0000e+00
