# k[h/Mpc]   P_Zel   P_A    P_W    P_d    P_dd     P_d^2    P_d^2d^2  P_dd^2    P_s^2    P_ds^2    P_d^2s^2   P_s^2s^2   P_D2d     P_dD2d
# 
1.0000e-03 7.2415e+02 2.9050e-03 -1.4926e-03 1.4485e+03 5.3157e+02 -1.7733e-03 6.0883e+01 1.2663e-02 1.1018e-02 8.3956e-03 1.6230e+02 1.0817e+02 0.0000e+00 0.0000e+00
1.0842e-03 7.7982e+02 3.7335e-03 -1.8914e-03 1.5609e+03 6.0617e+02 -2.0765e-03 6.0883e+01 1.4890e-02 1.2951e-02 9.8537e-03 1.6229e+02 1.0816e+02 0.0000e+00 0.0000e+00
1.1756e-03 8.3959e+02 4.7872e-03 -2.3953e-03 1.6813e+03 6.8437e+02 -2.4299e-03 6.0882e+01 1.7509e-02 1.5223e-02 1.1562e-02 1.6228e+02 1.0814e+02 0.0000e+00 0.0000e+00
1.2746e-03 9.0369e+02 6.1250e-03 -3.0315e-03 1.8102e+03 7.6632e+02 -2.8413e-03 6.0882e+01 2.0590e-02 1.7891e-02 1.3563e-02 1.6227e+02 1.0813e+02 0.0000e+00 0.0000e+00
1.3819e-03 9.7236e+02 7.8208e-03 -3.8341e-03 1.9482e+03 8.5216e+02 -3.3193e-03 6.0881e+01 2.4214e-02 2.1025e-02 1.5904e-02 1.6225e+02 1.0811e+02 0.0000e+00 0.0000e+00
1.4983e-03 1.0459e+03 9.9671e-03 -4.8453e-03 2.0955e+03 9.4200e+02 -3.8737e-03 6.0881e+01 2.8479e-02 2.4704e-02 1.8643e-02 1.6223e+02 1.0808e+02 0.0000e+00 0.0000e+00
1.6246e-03 1.1244e+03 1.2679e-02 -6.1180e-03 2.2527e+03 1.0360e+03 -4.5151e-03 6.0880e+01 3.3496e-02 2.9020e-02 2.1844e-02 1.6221e+02 1.0806e+02 0.0000e+00 0.0000e+00
1.7614e-03 1.2083e+03 1.6101e-02 -7.7179e-03 2.4202e+03 1.1342e+03 -5.2551e-03 6.0879e+01 3.9401e-02 3.4082e-02 2.5582e-02 1.6219e+02 1.0802e+02 0.0000e+00 0.0000e+00
1.9098e-03 1.2976e+03 2.0412e-02 -9.7262e-03 2.5983e+03 1.2369e+03 -6.1059e-03 6.0877e+01 4.6350e-02 4.0014e-02 2.9942e-02 1.6216e+02 1.0798e+02 0.0000e+00 0.0000e+00
2.0706e-03 1.3925e+03 2.5833e-02 -1.2243e-02 2.7876e+03 1.3439e+03 -7.0803e-03 6.0876e+01 5.4531e-02 4.6959e-02 3.5023e-02 1.6212e+02 1.0794e+02 0.0000e+00 0.0000e+00
2.2450e-03 1.4932e+03 3.2639e-02 -1.5393e-02 2.9881e+03 1.4556e+03 -8.1910e-03 6.0874e+01 6.4163e-02 5.5082e-02 4.0935e-02 1.6208e+02 1.0789e+02 0.0000e+00 0.0000e+00
2.4341e-03 1.5998e+03 4.1169e-02 -1.9326e-02 3.2003e+03 1.5718e+03 -9.4496e-03 6.0873e+01 7.5506e-02 6.4571e-02 4.7805e-02 1.6203e+02 1.0783e+02 0.0000e+00 0.0000e+00
2.6392e-03 1.7122e+03 5.1839e-02 -2.4229e-02 3.4242e+03 1.6927e+03 -1.0866e-02 6.0870e+01 8.8868e-02 7.5637e-02 5.5774e-02 1.6197e+02 1.0776e+02 0.0000e+00 0.0000e+00
2.8615e-03 1.8304e+03 6.5162e-02 -3.0327e-02 3.6599e+03 1.8182e+03 -1.2445e-02 6.0868e+01 1.0461e-01 8.8517e-02 6.4999e-02 1.6190e+02 1.0767e+02 0.0000e+00 0.0000e+00
3.1025e-03 1.9543e+03 8.1761e-02 -3.7892e-02 3.9073e+03 1.9482e+03 -1.4187e-02 6.0865e+01 1.2316e-01 1.0347e-01 7.5655e-02 1.6182e+02 1.0758e+02 0.0000e+00 0.0000e+00
3.3638e-03 2.0838e+03 1.0240e-01 -4.7253e-02 4.1662e+03 2.0828e+03 -1.6082e-02 6.0861e+01 1.4504e-01 1.2080e-01 8.7933e-02 1.6173e+02 1.0746e+02 0.0000e+00 0.0000e+00
3.6472e-03 2.2186e+03 1.2800e-01 -5.8803e-02 4.4362e+03 2.2217e+03 -1.8104e-02 6.0857e+01 1.7083e-01 1.4078e-01 1.0204e-01 1.6162e+02 1.0733e+02 0.0000e+00 0.0000e+00
3.9544e-03 2.3586e+03 1.5967e-01 -7.3009e-02 4.7167e+03 2.3646e+03 -2.0208e-02 6.0852e+01 2.0125e-01 1.6376e-01 1.1819e-01 1.6149e+02 1.0718e+02 0.0000e+00 0.0000e+00
4.2875e-03 2.5033e+03 1.9875e-01 -9.0421e-02 5.0067e+03 2.5113e+03 -2.2317e-02 6.0846e+01 2.3716e-01 1.9005e-01 1.3661e-01 1.6134e+02 1.0700e+02 0.0000e+00 0.0000e+00
4.6486e-03 2.6523e+03 2.4684e-01 -1.1168e-01 5.3053e+03 2.6614e+03 -2.4315e-02 6.0839e+01 2.7954e-01 2.1994e-01 1.5753e-01 1.6117e+02 1.0680e+02 0.0000e+00 0.0000e+00
5.0402e-03 2.8050e+03 3.0583e-01 -1.3753e-01 5.6110e+03 2.8142e+03 -2.6029e-02 6.0831e+01 3.2959e-01 2.5372e-01 1.8116e-01 1.6096e+02 1.0657e+02 0.0000e+00 0.0000e+00
5.4648e-03 2.9605e+03 3.7796e-01 -1.6881e-01 5.9221e+03 2.9692e+03 -2.7206e-02 6.0821e+01 3.8871e-01 2.9157e-01 2.0772e-01 1.6073e+02 1.0629e+02 0.0000e+00 0.0000e+00
5.9251e-03 3.1178e+03 4.6584e-01 -2.0648e-01 6.2367e+03 3.1254e+03 -2.7495e-02 6.0810e+01 4.5857e-01 3.3360e-01 2.3735e-01 1.6045e+02 1.0598e+02 0.0000e+00 0.0000e+00
6.4242e-03 3.2755e+03 5.7250e-01 -2.5156e-01 6.5522e+03 3.2819e+03 -2.6408e-02 6.0797e+01 5.4114e-01 3.7975e-01 2.7016e-01 1.6013e+02 1.0562e+02 0.0000e+00 0.0000e+00
6.9653e-03 3.4323e+03 7.0142e-01 -3.0520e-01 6.8660e+03 3.4374e+03 -2.3280e-02 6.0782e+01 6.3875e-01 4.2977e-01 3.0616e-01 1.5976e+02 1.0521e+02 0.0000e+00 0.0000e+00
7.5520e-03 3.5865e+03 8.5652e-01 -3.6859e-01 7.1748e+03 3.5905e+03 -1.7222e-02 6.0764e+01 7.5414e-01 4.8318e-01 3.4525e-01 1.5932e+02 1.0475e+02 0.0000e+00 0.0000e+00
8.1881e-03 3.7364e+03 1.0422e+00 -4.4293e-01 7.4751e+03 3.7394e+03 -7.0604e-03 6.0743e+01 8.9055e-01 5.3918e-01 3.8716e-01 1.5882e+02 1.0422e+02 0.0000e+00 0.0000e+00
8.8778e-03 3.8801e+03 1.2631e+00 -5.2937e-01 7.7626e+03 3.8822e+03 8.7385e-03 6.0719e+01 1.0518e+00 5.9665e-01 4.3142e-01 1.5825e+02 1.0361e+02 0.0000e+00 0.0000e+00
9.6256e-03 4.0149e+03 1.5243e+00 -6.2892e-01 8.0328e+03 4.0167e+03 3.2146e-02 6.0690e+01 1.2422e+00 6.5412e-01 4.7729e-01 1.5758e+02 1.0294e+02 0.0000e+00 0.0000e+00
1.0436e-02 4.1384e+03 1.8309e+00 -7.4236e-01 8.2805e+03 4.1403e+03 6.5666e-02 6.0657e+01 1.4670e+00 7.0972e-01 5.2377e-01 1.5682e+02 1.0218e+02 0.0000e+00 0.0000e+00
1.1315e-02 4.2477e+03 2.1880e+00 -8.7007e-01 8.5002e+03 4.2501e+03 1.1243e-01 6.0618e+01 1.7321e+00 7.6114e-01 5.6948e-01 1.5595e+02 1.0132e+02 0.0000e+00 0.0000e+00
1.2269e-02 4.3400e+03 2.6002e+00 -1.0118e+00 8.6856e+03 4.3432e+03 1.7632e-01 6.0574e+01 2.0442e+00 8.0560e-01 6.1267e-01 1.5496e+02 1.0038e+02 0.0000e+00 0.0000e+00
1.3302e-02 4.4120e+03 3.0713e+00 -1.1667e+00 8.8306e+03 4.4162e+03 2.6202e-01 6.0521e+01 2.4108e+00 8.3965e-01 6.5121e-01 1.5383e+02 9.9326e+01 0.0000e+00 0.0000e+00
1.4422e-02 4.4603e+03 3.6039e+00 -1.3328e+00 8.9286e+03 4.4660e+03 3.7513e-01 6.0461e+01 2.8406e+00 8.5905e-01 6.8258e-01 1.5255e+02 9.8169e+01 0.0000e+00 0.0000e+00
1.5637e-02 4.4820e+03 4.1986e+00 -1.5069e+00 8.9734e+03 4.4890e+03 5.2215e-01 6.0390e+01 3.3426e+00 8.5859e-01 7.0392e-01 1.5112e+02 9.6901e+01 0.0000e+00 0.0000e+00
1.6955e-02 4.4739e+03 4.8532e+00 -1.6846e+00 8.9589e+03 4.4824e+03 7.1043e-01 6.0308e+01 3.9266e+00 8.3214e-01 7.1215e-01 1.4950e+02 9.5516e+01 0.0000e+00 0.0000e+00
1.8383e-02 4.4336e+03 5.5624e+00 -1.8600e+00 8.8800e+03 4.4435e+03 9.4807e-01 6.0214e+01 4.6030e+00 7.7318e-01 7.0412e-01 1.4771e+02 9.4014e+01 0.0000e+00 0.0000e+00
1.9931e-02 4.3590e+03 6.3172e+00 -2.0257e+00 8.7329e+03 4.3704e+03 1.2436e+00 6.0104e+01 5.3817e+00 6.7576e-01 6.7679e-01 1.4571e+02 9.2391e+01 0.0000e+00 0.0000e+00
2.1610e-02 4.2495e+03 7.1047e+00 -2.1733e+00 8.5159e+03 4.2623e+03 1.6057e+00 5.9977e+01 6.2724e+00 5.3564e-01 6.2748e-01 1.4351e+02 9.0645e+01 0.0000e+00 0.0000e+00
2.3430e-02 4.1054e+03 7.9085e+00 -2.2939e+00 8.2301e+03 4.1199e+03 2.0423e+00 5.9831e+01 7.2833e+00 3.5070e-01 5.5415e-01 1.4110e+02 8.8776e+01 0.0000e+00 0.0000e+00
2.5404e-02 3.9292e+03 8.7095e+00 -2.3786e+00 7.8801e+03 3.9454e+03 2.5604e+00 5.9662e+01 8.4209e+00 1.1999e-01 4.5562e-01 1.3846e+02 8.6783e+01 0.0000e+00 0.0000e+00
2.7544e-02 3.7251e+03 9.4889e+00 -2.4200e+00 7.4743e+03 3.7432e+03 3.1650e+00 5.9467e+01 9.6891e+00 -1.5753e-01 3.3163e-01 1.3560e+02 8.4665e+01 0.0000e+00 0.0000e+00
2.9864e-02 3.4996e+03 1.0231e+01 -2.4132e+00 7.0258e+03 3.5196e+03 3.8586e+00 5.9243e+01 1.1089e+01 -4.8239e-01 1.8278e-01 1.3252e+02 8.2424e+01 0.0000e+00 0.0000e+00
3.2379e-02 3.2610e+03 1.0927e+01 -2.3572e+00 6.5512e+03 3.2831e+03 4.6414e+00 5.8985e+01 1.2618e+01 -8.5187e-01 1.0165e-02 1.2920e+02 8.0060e+01 0.0000e+00 0.0000e+00
3.5106e-02 3.0195e+03 1.1579e+01 -2.2558e+00 6.0706e+03 3.0434e+03 5.5114e+00 5.8690e+01 1.4271e+01 -1.2608e+00 -1.8535e-01 1.2565e+02 7.7579e+01 0.0000e+00 0.0000e+00
3.8064e-02 2.7854e+03 1.2207e+01 -2.1170e+00 5.6050e+03 2.8113e+03 6.4661e+00 5.8352e+01 1.6045e+01 -1.7084e+00 -4.0399e-01 1.2186e+02 7.4987e+01 0.0000e+00 0.0000e+00
