# k[h/Mpc]   P_Zel   P_A    P_W    P_d    P_dd     P_d^2    P_d^2d^2  P_dd^2    P_s^2    P_ds^2    P_d^2s^2   P_s^2s^2   P_D2d     P_dD2d
# 
1.0000e-03 7.7100e+02 3.2814e-03 -1.6921e-03 1.5422e+03 5.6597e+02 -2.0103e-03 6.9019e+01 1.4355e-02 1.2490e-02 9.5175e-03 1.8399e+02 1.2263e+02 0.0000e+00 0.0000e+00
1.0842e-03 8.3029e+02 4.2176e-03 -2.1441e-03 1.6619e+03 6.4540e+02 -2.3540e-03 6.9018e+01 1.6879e-02 1.4682e-02 1.1170e-02 1.8398e+02 1.2261e+02 0.0000e+00 0.0000e+00
1.1756e-03 8.9392e+02 5.4081e-03 -2.7154e-03 1.7901e+03 7.2866e+02 -2.7546e-03 6.9018e+01 1.9848e-02 1.7257e-02 1.3107e-02 1.8397e+02 1.2259e+02 0.0000e+00 0.0000e+00
1.2746e-03 9.6217e+02 6.9197e-03 -3.4366e-03 1.9274e+03 8.1592e+02 -3.2210e-03 6.9017e+01 2.3341e-02 2.0282e-02 1.5375e-02 1.8395e+02 1.2258e+02 0.0000e+00 0.0000e+00
1.3819e-03 1.0353e+03 8.8358e-03 -4.3464e-03 2.0742e+03 9.0730e+02 -3.7629e-03 6.9016e+01 2.7450e-02 2.3835e-02 1.8030e-02 1.8393e+02 1.2255e+02 0.0000e+00 0.0000e+00
1.4983e-03 1.1135e+03 1.1261e-02 -5.4927e-03 2.2311e+03 1.0030e+03 -4.3913e-03 6.9015e+01 3.2284e-02 2.8005e-02 2.1134e-02 1.8391e+02 1.2253e+02 0.0000e+00 0.0000e+00
1.6246e-03 1.1972e+03 1.4326e-02 -6.9355e-03 2.3985e+03 1.1030e+03 -5.1184e-03 6.9014e+01 3.7972e-02 3.2898e-02 2.4763e-02 1.8389e+02 1.2249e+02 0.0000e+00 0.0000e+00
1.7614e-03 1.2864e+03 1.8192e-02 -8.7492e-03 2.5768e+03 1.2076e+03 -5.9572e-03 6.9013e+01 4.4665e-02 3.8636e-02 2.9000e-02 1.8386e+02 1.2246e+02 0.0000e+00 0.0000e+00
1.9098e-03 1.3815e+03 2.3063e-02 -1.1026e-02 2.7665e+03 1.3169e+03 -6.9218e-03 6.9012e+01 5.2543e-02 4.5360e-02 3.3943e-02 1.8382e+02 1.2241e+02 0.0000e+00 0.0000e+00
2.0706e-03 1.4826e+03 2.9188e-02 -1.3879e-02 2.9680e+03 1.4309e+03 -8.0264e-03 6.9010e+01 6.1817e-02 5.3234e-02 3.9703e-02 1.8378e+02 1.2236e+02 0.0000e+00 0.0000e+00
2.2450e-03 1.5899e+03 3.6878e-02 -1.7450e-02 3.1815e+03 1.5498e+03 -9.2855e-03 6.9009e+01 7.2737e-02 6.2442e-02 4.6405e-02 1.8373e+02 1.2230e+02 0.0000e+00 0.0000e+00
2.4341e-03 1.7033e+03 4.6516e-02 -2.1909e-02 3.4074e+03 1.6735e+03 -1.0712e-02 6.9006e+01 8.5596e-02 7.3199e-02 5.4193e-02 1.8368e+02 1.2224e+02 0.0000e+00 0.0000e+00
2.6392e-03 1.8230e+03 5.8573e-02 -2.7467e-02 3.6458e+03 1.8022e+03 -1.2318e-02 6.9004e+01 1.0074e-01 8.5743e-02 6.3226e-02 1.8361e+02 1.2215e+02 0.0000e+00 0.0000e+00
2.8615e-03 1.9488e+03 7.3626e-02 -3.4379e-02 3.8968e+03 1.9358e+03 -1.4108e-02 6.9001e+01 1.1859e-01 1.0034e-01 7.3684e-02 1.8354e+02 1.2206e+02 0.0000e+00 0.0000e+00
3.1025e-03 2.0808e+03 9.2382e-02 -4.2955e-02 4.1602e+03 2.0743e+03 -1.6083e-02 6.8997e+01 1.3962e-01 1.1730e-01 8.5764e-02 1.8344e+02 1.2195e+02 0.0000e+00 0.0000e+00
3.3638e-03 2.2186e+03 1.1570e-01 -5.3567e-02 4.4359e+03 2.2176e+03 -1.8231e-02 6.8993e+01 1.6441e-01 1.3694e-01 9.9682e-02 1.8334e+02 1.2182e+02 0.0000e+00 0.0000e+00
3.6472e-03 2.3622e+03 1.4462e-01 -6.6660e-02 4.7233e+03 2.3654e+03 -2.0523e-02 6.8988e+01 1.9365e-01 1.5960e-01 1.1567e-01 1.8321e+02 1.2167e+02 0.0000e+00 0.0000e+00
3.9544e-03 2.5112e+03 1.8040e-01 -8.2764e-02 5.0219e+03 2.5176e+03 -2.2908e-02 6.8982e+01 2.2814e-01 1.8564e-01 1.3398e-01 1.8307e+02 1.2150e+02 0.0000e+00 0.0000e+00
4.2875e-03 2.6653e+03 2.2456e-01 -1.0250e-01 5.3307e+03 2.6738e+03 -2.5299e-02 6.8976e+01 2.6885e-01 2.1544e-01 1.5486e-01 1.8290e+02 1.2130e+02 0.0000e+00 0.0000e+00
4.6486e-03 2.8239e+03 2.7889e-01 -1.2660e-01 5.6486e+03 2.8336e+03 -2.7564e-02 6.8968e+01 3.1689e-01 2.4933e-01 1.7857e-01 1.8270e+02 1.2107e+02 0.0000e+00 0.0000e+00
5.0402e-03 2.9865e+03 3.4554e-01 -1.5591e-01 5.9741e+03 2.9963e+03 -2.9506e-02 6.8959e+01 3.7363e-01 2.8762e-01 2.0537e-01 1.8247e+02 1.2080e+02 0.0000e+00 0.0000e+00
5.4648e-03 3.1521e+03 4.2703e-01 -1.9137e-01 6.3054e+03 3.1613e+03 -3.0841e-02 6.8948e+01 4.4065e-01 3.3053e-01 2.3547e-01 1.8220e+02 1.2050e+02 0.0000e+00 0.0000e+00
5.9251e-03 3.3195e+03 5.2631e-01 -2.3406e-01 6.6403e+03 3.3277e+03 -3.1169e-02 6.8935e+01 5.1985e-01 3.7817e-01 2.6906e-01 1.8189e+02 1.2014e+02 0.0000e+00 0.0000e+00
6.4242e-03 3.4875e+03 6.4681e-01 -2.8517e-01 6.9762e+03 3.4943e+03 -2.9936e-02 6.8920e+01 6.1345e-01 4.3048e-01 3.0625e-01 1.8152e+02 1.1974e+02 0.0000e+00 0.0000e+00
6.9653e-03 3.6543e+03 7.9244e-01 -3.4598e-01 7.3103e+03 3.6598e+03 -2.6390e-02 6.8903e+01 7.2409e-01 4.8719e-01 3.4707e-01 1.8110e+02 1.1927e+02 0.0000e+00 0.0000e+00
7.5520e-03 3.8185e+03 9.6765e-01 -4.1783e-01 7.6391e+03 3.8228e+03 -1.9524e-02 6.8883e+01 8.5490e-01 5.4773e-01 3.9138e-01 1.8061e+02 1.1874e+02 0.0000e+00 0.0000e+00
8.1881e-03 3.9781e+03 1.1773e+00 -5.0210e-01 7.9588e+03 3.9814e+03 -8.0043e-03 6.8859e+01 1.0095e+00 6.1120e-01 4.3888e-01 1.8004e+02 1.1814e+02 0.0000e+00 0.0000e+00
8.8778e-03 4.1310e+03 1.4269e+00 -6.0009e-01 8.2649e+03 4.1335e+03 9.9050e-03 6.8831e+01 1.1923e+00 6.7635e-01 4.8905e-01 1.7939e+02 1.1746e+02 0.0000e+00 0.0000e+00
9.6256e-03 4.2746e+03 1.7219e+00 -7.1294e-01 8.5526e+03 4.2767e+03 3.6439e-02 6.8799e+01 1.4082e+00 7.4149e-01 5.4105e-01 1.7864e+02 1.1669e+02 0.0000e+00 0.0000e+00
1.0436e-02 4.4060e+03 2.0682e+00 -8.4152e-01 8.8163e+03 4.4082e+03 7.4435e-02 6.8762e+01 1.6630e+00 8.0451e-01 5.9373e-01 1.7777e+02 1.1583e+02 0.0000e+00 0.0000e+00
1.1315e-02 4.5224e+03 2.4715e+00 -9.8628e-01 9.0501e+03 4.5252e+03 1.2745e-01 6.8718e+01 1.9635e+00 8.6279e-01 6.4554e-01 1.7679e+02 1.1486e+02 0.0000e+00 0.0000e+00
1.2269e-02 4.6206e+03 2.9369e+00 -1.1470e+00 9.2476e+03 4.6243e+03 1.9987e-01 6.8667e+01 2.3172e+00 9.1317e-01 6.9450e-01 1.7566e+02 1.1379e+02 0.0000e+00 0.0000e+00
1.3302e-02 4.6972e+03 3.4689e+00 -1.3225e+00 9.4019e+03 4.7021e+03 2.9701e-01 6.8607e+01 2.7329e+00 9.5175e-01 7.3818e-01 1.7438e+02 1.1260e+02 0.0000e+00 0.0000e+00
1.4422e-02 4.7486e+03 4.0702e+00 -1.5108e+00 9.5063e+03 4.7550e+03 4.2522e-01 6.8538e+01 3.2200e+00 9.7373e-01 7.7372e-01 1.7293e+02 1.1128e+02 0.0000e+00 0.0000e+00
1.5637e-02 4.7717e+03 4.7415e+00 -1.7081e+00 9.5539e+03 4.7796e+03 5.9186e-01 6.8458e+01 3.7890e+00 9.7318e-01 7.9790e-01 1.7130e+02 1.0984e+02 0.0000e+00 0.0000e+00
1.6955e-02 4.7630e+03 5.4804e+00 -1.9095e+00 9.5385e+03 4.7726e+03 8.0527e-01 6.8365e+01 4.4510e+00 9.4317e-01 8.0722e-01 1.6947e+02 1.0827e+02 0.0000e+00 0.0000e+00
1.8383e-02 4.7200e+03 6.2808e+00 -2.1083e+00 9.4544e+03 4.7311e+03 1.0746e+00 6.8258e+01 5.2176e+00 8.7630e-01 7.9810e-01 1.6743e+02 1.0657e+02 0.0000e+00 0.0000e+00
1.9931e-02 4.6405e+03 7.1324e+00 -2.2960e+00 9.2978e+03 4.6533e+03 1.4096e+00 6.8133e+01 6.1002e+00 7.6582e-01 7.6709e-01 1.6517e+02 1.0473e+02 0.0000e+00 0.0000e+00
2.1610e-02 4.5238e+03 8.0208e+00 -2.4634e+00 9.0667e+03 4.5383e+03 1.8199e+00 6.7989e+01 7.1097e+00 6.0695e-01 7.1118e-01 1.6268e+02 1.0275e+02 0.0000e+00 0.0000e+00
2.3430e-02 4.3703e+03 8.9273e+00 -2.6000e+00 8.7624e+03 4.3867e+03 2.3147e+00 6.7822e+01 8.2554e+00 3.9727e-01 6.2804e-01 1.5994e+02 1.0063e+02 0.0000e+00 0.0000e+00
2.5404e-02 4.1826e+03 9.8305e+00 -2.6960e+00 8.3897e+03 4.2010e+03 2.9018e+00 6.7630e+01 9.5447e+00 1.3572e-01 5.1634e-01 1.5695e+02 9.8370e+01 0.0000e+00 0.0000e+00
2.7544e-02 3.9652e+03 1.0709e+01 -2.7428e+00 7.9577e+03 3.9857e+03 3.5869e+00 6.7409e+01 1.0982e+01 -1.7891e-01 3.7578e-01 1.5371e+02 9.5968e+01 0.0000e+00 0.0000e+00
2.9864e-02 3.7250e+03 1.1545e+01 -2.7351e+00 7.4802e+03 3.7478e+03 4.3728e+00 6.7154e+01 1.2568e+01 -5.4717e-01 2.0706e-01 1.5021e+02 9.3426e+01 0.0000e+00 0.0000e+00
3.2379e-02 3.4710e+03 1.2328e+01 -2.6717e+00 6.9750e+03 3.4960e+03 5.2597e+00 6.6862e+01 1.4300e+01 -9.6599e-01 1.1411e-02 1.4645e+02 9.0746e+01 0.0000e+00 0.0000e+00
3.5106e-02 3.2138e+03 1.3063e+01 -2.5568e+00 6.4633e+03 3.2409e+03 6.2452e+00 6.6526e+01 1.6174e+01 -1.4295e+00 -2.1018e-01 1.4242e+02 8.7932e+01 0.0000e+00 0.0000e+00
3.8064e-02 2.9645e+03 1.3768e+01 -2.3997e+00 5.9676e+03 2.9938e+03 7.3266e+00 6.6142e+01 1.8183e+01 -1.9368e+00 -4.5796e-01 1.3812e+02 8.4992e+01 0.0000e+00 0.0000e+00
4.1270e-02 2.7338e+03 1.4482e+01 -2.2132e+00 5.5092e+03 2.7654e+03 8.5036e+00 6.5704e+01 2.0323e+01 -2.4945e+00 -7.3444e-01 1.3356e+02 8.1939e+01 0.0000e+00 0.0000e+00
4.4746e-02 2.5299e+03 1.5256e+01 -2.0103e+00 5.1047e+03 2.5641e+03 9.7821e+00 6.5204e+01 2.2597e+01 -3.1088e+00 -1.0450e+00 1.2872e+02 7.8793e+01 0.0000e+00 0.0000e+00
4.8515e-02 2.3570e+03 1.6141e+01 -1.7982e+00 4.7625e+03 2.3941e+03 1.1178e+01 6.4638e+01 2.5014e+01 -3.7903e+00 -1.3976e+00 1.2361e+02 7.5578e+01 0.0000e+00 0.0000e+00
5.2602e-02 2.2136e+03 1.7172e+01 -1.5728e+00 4.4801e+03 2.2539e+03 1.2720e+01 6.3997e+01 2.7593e+01 -4.5577e+00 -1.8007e+00 1.1825e+02 7.2324e+01 0.0000e+00 0.0000e+00
5.7032e-02 2.0915e+03 1.8329e+01 -1.3118e+00 4.2405e+03 2.1354e+03 1.4442e+01 6.3274e+01 3.0354e+01 -5.4171e+00 -2.2593e+00 1.1268e+02 6.9060e+01 0.0000e+00 0.0000e+00
6.1836e-02 1.9759e+03 1.9516e+01 -9.7558e-01 4.0145e+03 2.0237e+03 1.6374e+01 6.2462e+01 3.3307e+01 -6.3645e+00 -2.7701e+00 1.0694e+02 6.5811e+01 0.0000e+00 0.0000e+00
6.7045e-02 1.8486e+03 2.0541e+01 -5.1462e-01 3.7648e+03 1.9002e+03 1.8519e+01 6.1555e+01 3.6430e+01 -7.3708e+00 -3.3160e+00 1.0110e+02 6.2593e+01 0.0000e+00 0.0000e+00
7.2692e-02 1.6944e+03 2.1158e+01 1.0633e-01 3.4605e+03 1.7493e+03 2.0826e+01 6.0546e+01 3.9642e+01 -8.3787e+00 -3.8646e+00 9.5257e+01 5.9407e+01 0.0000e+00 0.0000e+00
