#       q          E0lin        Elin         E2lin      E0loop220    E0loop130    E0loop22     E0loop13     E2loop22     E2loop13      E1loop       E3loop         Xi          Zeta          Chi        U10lin         U3           U11          U20          V10          V12          X10          Y10          X20          Y20     
2.194493e-03 1.075461e+02 1.075460e+02 7.960313e-05 3.755308e+00 1.947944e+01 3.754154e+00 1.947589e+01 5.685208e-04 1.896000e-03 -2.666043e-05 -5.768349e-06 1.619255e+02 4.987832e+03 1.129671e+03 -1.397403e-01 -1.844207e+00 -7.768804e+00 -6.679647e+00 1.769953e+00 1.842915e+00 7.524024e-03 1.233488e-02 3.782651e-03 -7.761690e-04
2.201072e-03 1.075461e+02 1.075460e+02 7.995617e-05 3.755308e+00 1.947944e+01 3.754146e+00 1.947587e+01 5.709342e-04 1.903216e-03 -2.678170e-05 -5.804426e-06 1.617029e+02 4.974157e+03 1.126677e+03 -1.399676e-01 -1.845514e+00 -7.773594e+00 -6.687052e+00 1.771778e+00 1.843451e+00 7.539175e-03 1.238370e-02 3.794995e-03 -7.787692e-04
2.207671e-03 1.075461e+02 1.075460e+02 8.031078e-05 3.755308e+00 1.947944e+01 3.754139e+00 1.947584e+01 5.733568e-04 1.910457e-03 -2.689162e-05 -5.840728e-06 1.614805e+02 4.960519e+03 1.123691e+03 -1.401952e-01 -1.846819e+00 -7.778376e+00 -6.694449e+00 1.773599e+00 1.843988e+00 7.554391e-03 1.243270e-02 3.807379e-03 -7.813782e-04
2.214290e-03 1.075461e+02 1.075460e+02 8.066696e-05 3.755308e+00 1.947944e+01 3.754131e+00 1.947582e+01 5.757885e-04 1.917723e-03 -2.701598e-05 -5.877258e-06 1.612585e+02 4.946918e+03 1.120713e+03 -1.404232e-01 -1.848123e+00 -7.783151e+00 -6.701836e+00 1.775417e+00 1.844524e+00 7.569673e-03 1.248187e-02 3.819803e-03 -7.839959e-04
2.220929e-03 1.075461e+02 1.075460e+02 8.102471e-05 3.755308e+00 1.947944e+01 3.754124e+00 1.947579e+01 5.782294e-04 1.925015e-03 -2.713860e-05 -5.914016e-06 1.610367e+02 4.933353e+03 1.117743e+03 -1.406516e-01 -1.849426e+00 -7.787918e+00 -6.709214e+00 1.777231e+00 1.845061e+00 7.585021e-03 1.253122e-02 3.832267e-03 -7.866224e-04
2.227588e-03 1.075461e+02 1.075460e+02 8.138406e-05 3.755308e+00 1.947944e+01 3.754116e+00 1.947577e+01 5.806794e-04 1.932332e-03 -2.728025e-05 -5.951004e-06 1.608153e+02 4.919825e+03 1.114781e+03 -1.408804e-01 -1.850727e+00 -7.792679e+00 -6.716583e+00 1.779041e+00 1.845597e+00 7.600435e-03 1.258074e-02 3.844771e-03 -7.892576e-04
2.234266e-03 1.075461e+02 1.075460e+02 8.174500e-05 3.755308e+00 1.947944e+01 3.754108e+00 1.947574e+01 5.831387e-04 1.939674e-03 -2.738893e-05 -5.988223e-06 1.605941e+02 4.906333e+03 1.111827e+03 -1.411095e-01 -1.852026e+00 -7.797432e+00 -6.723943e+00 1.780848e+00 1.846134e+00 7.615915e-03 1.263043e-02 3.857316e-03 -7.919018e-04
2.240965e-03 1.075461e+02 1.075460e+02 8.210754e-05 3.755308e+00 1.947944e+01 3.754100e+00 1.947572e+01 5.856073e-04 1.947041e-03 -2.752802e-05 -6.025675e-06 1.603732e+02 4.892878e+03 1.108880e+03 -1.413389e-01 -1.853324e+00 -7.802178e+00 -6.731293e+00 1.782651e+00 1.846670e+00 7.631462e-03 1.268031e-02 3.869901e-03 -7.945547e-04
2.247684e-03 1.075461e+02 1.075460e+02 8.247169e-05 3.755308e+00 1.947944e+01 3.754093e+00 1.947569e+01 5.880851e-04 1.954435e-03 -2.765324e-05 -6.063361e-06 1.601526e+02 4.879459e+03 1.105941e+03 -1.415688e-01 -1.854621e+00 -7.806917e+00 -6.738633e+00 1.784450e+00 1.847207e+00 7.647076e-03 1.273036e-02 3.882527e-03 -7.972167e-04
2.254422e-03 1.075461e+02 1.075460e+02 8.283745e-05 3.755308e+00 1.947944e+01 3.754085e+00 1.947567e+01 5.905722e-04 1.961853e-03 -2.777641e-05 -6.101283e-06 1.599323e+02 4.866076e+03 1.103010e+03 -1.417990e-01 -1.855916e+00 -7.811648e+00 -6.745964e+00 1.786246e+00 1.847743e+00 7.662757e-03 1.278058e-02 3.895194e-03 -7.998874e-04
2.261182e-03 1.075461e+02 1.075460e+02 8.320483e-05 3.755308e+00 1.947944e+01 3.754077e+00 1.947564e+01 5.930687e-04 1.969298e-03 -2.790784e-05 -6.139442e-06 1.597123e+02 4.852729e+03 1.100087e+03 -1.420295e-01 -1.857209e+00 -7.816372e+00 -6.753284e+00 1.788038e+00 1.848280e+00 7.678506e-03 1.283099e-02 3.907901e-03 -8.025672e-04
2.267961e-03 1.075461e+02 1.075460e+02 8.357385e-05 3.755308e+00 1.947944e+01 3.754069e+00 1.947562e+01 5.955745e-04 1.976768e-03 -2.803898e-05 -6.177840e-06 1.594926e+02 4.839419e+03 1.097172e+03 -1.422605e-01 -1.858501e+00 -7.821088e+00 -6.760594e+00 1.789826e+00 1.848817e+00 7.694322e-03 1.288157e-02 3.920650e-03 -8.052560e-04
2.274761e-03 1.075461e+02 1.075460e+02 8.394450e-05 3.755308e+00 1.947944e+01 3.754061e+00 1.947559e+01 5.980896e-04 1.984265e-03 -2.816702e-05 -6.216478e-06 1.592732e+02 4.826144e+03 1.094264e+03 -1.424918e-01 -1.859792e+00 -7.825798e+00 -6.767895e+00 1.791610e+00 1.849353e+00 7.710206e-03 1.293234e-02 3.933440e-03 -8.079538e-04
2.281581e-03 1.075461e+02 1.075460e+02 8.431679e-05 3.755308e+00 1.947944e+01 3.754054e+00 1.947557e+01 6.006141e-04 1.991787e-03 -2.829384e-05 -6.255358e-06 1.590541e+02 4.812905e+03 1.091364e+03 -1.427234e-01 -1.861081e+00 -7.830500e+00 -6.775184e+00 1.793390e+00 1.849890e+00 7.726158e-03 1.298328e-02 3.946271e-03 -8.106606e-04
2.288421e-03 1.075461e+02 1.075460e+02 8.469074e-05 3.755308e+00 1.947944e+01 3.754046e+00 1.947554e+01 6.031481e-04 1.999335e-03 -2.842039e-05 -6.294481e-06 1.588352e+02 4.799701e+03 1.088472e+03 -1.429555e-01 -1.862368e+00 -7.835194e+00 -6.782464e+00 1.795166e+00 1.850427e+00 7.742179e-03 1.303440e-02 3.959143e-03 -8.133765e-04
2.295282e-03 1.075461e+02 1.075460e+02 8.506634e-05 3.755308e+00 1.947944e+01 3.754038e+00 1.947552e+01 6.056915e-04 2.006909e-03 -2.855371e-05 -6.333848e-06 1.586167e+02 4.786534e+03 1.085587e+03 -1.431879e-01 -1.863654e+00 -7.839882e+00 -6.789733e+00 1.796938e+00 1.850964e+00 7.758269e-03 1.308570e-02 3.972058e-03 -8.161014e-04
2.302164e-03 1.075461e+02 1.075460e+02 8.544361e-05 3.755308e+00 1.947944e+01 3.754030e+00 1.947549e+01 6.082443e-04 2.014510e-03 -2.869131e-05 -6.373462e-06 1.583984e+02 4.773401e+03 1.082710e+03 -1.434207e-01 -1.864939e+00 -7.844562e+00 -6.796991e+00 1.798706e+00 1.851500e+00 7.774427e-03 1.313719e-02 3.985013e-03 -8.188356e-04
2.309066e-03 1.075461e+02 1.075460e+02 8.582255e-05 3.755308e+00 1.947944e+01 3.754022e+00 1.947547e+01 6.108067e-04 2.022136e-03 -2.882996e-05 -6.413323e-06 1.581804e+02 4.760305e+03 1.079841e+03 -1.436538e-01 -1.866222e+00 -7.849234e+00 -6.804238e+00 1.800470e+00 1.852037e+00 7.790655e-03 1.318885e-02 3.998011e-03 -8.215789e-04
2.315989e-03 1.075461e+02 1.075460e+02 8.620318e-05 3.755308e+00 1.947944e+01 3.754013e+00 1.947544e+01 6.133785e-04 2.029790e-03 -2.895654e-05 -6.453434e-06 1.579628e+02 4.747243e+03 1.076979e+03 -1.438873e-01 -1.867503e+00 -7.853899e+00 -6.811475e+00 1.802230e+00 1.852574e+00 7.806952e-03 1.324070e-02 4.011051e-03 -8.243314e-04
2.322933e-03 1.075461e+02 1.075460e+02 8.658549e-05 3.755308e+00 1.947944e+01 3.754005e+00 1.947541e+01 6.159599e-04 2.037469e-03 -2.908594e-05 -6.493796e-06 1.577454e+02 4.734217e+03 1.074125e+03 -1.441212e-01 -1.868783e+00 -7.858557e+00 -6.818700e+00 1.803986e+00 1.853111e+00 7.823318e-03 1.329272e-02 4.024132e-03 -8.270931e-04
2.329897e-03 1.075461e+02 1.075460e+02 8.696950e-05 3.755308e+00 1.947944e+01 3.753997e+00 1.947539e+01 6.185508e-04 2.045176e-03 -2.922224e-05 -6.534410e-06 1.575283e+02 4.721226e+03 1.071278e+03 -1.443555e-01 -1.870061e+00 -7.863207e+00 -6.825914e+00 1.805737e+00 1.853648e+00 7.839755e-03 1.334493e-02 4.037256e-03 -8.298641e-04
2.336882e-03 1.075461e+02 1.075460e+02 8.735521e-05 3.755308e+00 1.947944e+01 3.753989e+00 1.947536e+01 6.211513e-04 2.052908e-03 -2.937179e-05 -6.575278e-06 1.573114e+02 4.708270e+03 1.068439e+03 -1.445901e-01 -1.871338e+00 -7.867850e+00 -6.833117e+00 1.807485e+00 1.854185e+00 7.856262e-03 1.339733e-02 4.050423e-03 -8.326444e-04
2.343889e-03 1.075461e+02 1.075459e+02 8.774263e-05 3.755308e+00 1.947944e+01 3.753981e+00 1.947534e+01 6.237614e-04 2.060667e-03 -2.950199e-05 -6.616401e-06 1.570949e+02 4.695348e+03 1.065608e+03 -1.448251e-01 -1.872613e+00 -7.872486e+00 -6.840308e+00 1.809228e+00 1.854722e+00 7.872840e-03 1.344991e-02 4.063632e-03 -8.354340e-04
2.350916e-03 1.075461e+02 1.075459e+02 8.813177e-05 3.755308e+00 1.947944e+01 3.753973e+00 1.947531e+01 6.263812e-04 2.068453e-03 -2.964647e-05 -6.657782e-06 1.568787e+02 4.682462e+03 1.062784e+03 -1.450605e-01 -1.873887e+00 -7.877114e+00 -6.847488e+00 1.810967e+00 1.855259e+00 7.889488e-03 1.350267e-02 4.076883e-03 -8.382330e-04
2.357964e-03 1.075461e+02 1.075459e+02 8.852263e-05 3.755308e+00 1.947944e+01 3.753964e+00 1.947528e+01 6.290105e-04 2.076266e-03 -2.977762e-05 -6.699422e-06 1.566627e+02 4.669611e+03 1.059967e+03 -1.452962e-01 -1.875159e+00 -7.881734e+00 -6.854656e+00 1.812701e+00 1.855796e+00 7.906208e-03 1.355561e-02 4.090177e-03 -8.410413e-04
2.365034e-03 1.075461e+02 1.075459e+02 8.891523e-05 3.755308e+00 1.947944e+01 3.753956e+00 1.947526e+01 6.316496e-04 2.084106e-03 -2.992352e-05 -6.741322e-06 1.564471e+02 4.656794e+03 1.057158e+03 -1.455323e-01 -1.876430e+00 -7.886348e+00 -6.861813e+00 1.814431e+00 1.856333e+00 7.922998e-03 1.360875e-02 4.103515e-03 -8.438591e-04
2.372125e-03 1.075461e+02 1.075459e+02 8.930957e-05 3.755308e+00 1.947944e+01 3.753948e+00 1.947523e+01 6.342984e-04 2.091973e-03 -3.006322e-05 -6.783484e-06 1.562317e+02 4.644011e+03 1.054357e+03 -1.457688e-01 -1.877699e+00 -7.890953e+00 -6.868957e+00 1.816156e+00 1.856870e+00 7.939860e-03 1.366206e-02 4.116895e-03 -8.466863e-04
2.379237e-03 1.075461e+02 1.075459e+02 8.970566e-05 3.755308e+00 1.947944e+01 3.753939e+00 1.947520e+01 6.369568e-04 2.099867e-03 -3.019407e-05 -6.825910e-06 1.560166e+02 4.631264e+03 1.051562e+03 -1.460057e-01 -1.878966e+00 -7.895552e+00 -6.876089e+00 1.817877e+00 1.857407e+00 7.956794e-03 1.371557e-02 4.130318e-03 -8.495230e-04
2.386370e-03 1.075461e+02 1.075459e+02 9.010350e-05 3.755308e+00 1.947944e+01 3.753931e+00 1.947518e+01 6.396250e-04 2.107788e-03 -3.035077e-05 -6.868601e-06 1.558018e+02 4.618550e+03 1.048776e+03 -1.462430e-01 -1.880232e+00 -7.900142e+00 -6.883209e+00 1.819594e+00 1.857944e+00 7.973800e-03 1.376925e-02 4.143785e-03 -8.523692e-04
2.393525e-03 1.075461e+02 1.075459e+02 9.050311e-05 3.755308e+00 1.947944e+01 3.753923e+00 1.947515e+01 6.423030e-04 2.115736e-03 -3.048986e-05 -6.911559e-06 1.555872e+02 4.605871e+03 1.045996e+03 -1.464806e-01 -1.881496e+00 -7.904726e+00 -6.890316e+00 1.821306e+00 1.858481e+00 7.990879e-03 1.382313e-02 4.157295e-03 -8.552249e-04
2.400701e-03 1.075461e+02 1.075459e+02 9.090450e-05 3.755308e+00 1.947944e+01 3.753914e+00 1.947512e+01 6.449908e-04 2.123712e-03 -3.062450e-05 -6.954786e-06 1.553730e+02 4.593226e+03 1.043224e+03 -1.467186e-01 -1.882759e+00 -7.909301e+00 -6.897411e+00 1.823013e+00 1.859018e+00 8.008030e-03 1.387720e-02 4.170849e-03 -8.580903e-04
2.407898e-03 1.075461e+02 1.075459e+02 9.130766e-05 3.755308e+00 1.947944e+01 3.753906e+00 1.947510e+01 6.476884e-04 2.131715e-03 -3.077332e-05 -6.998283e-06 1.551590e+02 4.580615e+03 1.040459e+03 -1.469570e-01 -1.884020e+00 -7.913870e+00 -6.904494e+00 1.824716e+00 1.859556e+00 8.025254e-03 1.393145e-02 4.184446e-03 -8.609652e-04
2.415118e-03 1.075461e+02 1.075459e+02 9.171261e-05 3.755308e+00 1.947944e+01 3.753897e+00 1.947507e+01 6.503958e-04 2.139746e-03 -3.092411e-05 -7.042053e-06 1.549454e+02 4.568039e+03 1.037702e+03 -1.471958e-01 -1.885279e+00 -7.918431e+00 -6.911563e+00 1.826414e+00 1.860093e+00 8.042551e-03 1.398589e-02 4.198088e-03 -8.638498e-04
2.422359e-03 1.075461e+02 1.075459e+02 9.211935e-05 3.755308e+00 1.947944e+01 3.753888e+00 1.947504e+01 6.531130e-04 2.147804e-03 -3.105925e-05 -7.086096e-06 1.547320e+02 4.555496e+03 1.034952e+03 -1.474349e-01 -1.886537e+00 -7.922984e+00 -6.918620e+00 1.828108e+00 1.860630e+00 8.059922e-03 1.404052e-02 4.211773e-03 -8.667440e-04
2.429621e-03 1.075461e+02 1.075459e+02 9.252790e-05 3.755308e+00 1.947944e+01 3.753880e+00 1.947501e+01 6.558402e-04 2.155889e-03 -3.121541e-05 -7.130414e-06 1.545189e+02 4.542987e+03 1.032209e+03 -1.476744e-01 -1.887794e+00 -7.927530e+00 -6.925664e+00 1.829796e+00 1.861167e+00 8.077366e-03 1.409534e-02 4.225503e-03 -8.696480e-04
2.436905e-03 1.075461e+02 1.075459e+02 9.293827e-05 3.755308e+00 1.947944e+01 3.753871e+00 1.947499e+01 6.585772e-04 2.164003e-03 -3.136521e-05 -7.175010e-06 1.543060e+02 4.530512e+03 1.029474e+03 -1.479143e-01 -1.889048e+00 -7.932068e+00 -6.932694e+00 1.831480e+00 1.861705e+00 8.094884e-03 1.415035e-02 4.239277e-03 -8.725616e-04
2.444212e-03 1.075461e+02 1.075459e+02 9.335045e-05 3.755308e+00 1.947944e+01 3.753863e+00 1.947496e+01 6.613242e-04 2.172144e-03 -3.150475e-05 -7.219884e-06 1.540935e+02 4.518070e+03 1.026745e+03 -1.481546e-01 -1.890301e+00 -7.936599e+00 -6.939712e+00 1.833159e+00 1.862242e+00 8.112477e-03 1.420555e-02 4.253095e-03 -8.754851e-04
2.451540e-03 1.075461e+02 1.075459e+02 9.376446e-05 3.755308e+00 1.947944e+01 3.753854e+00 1.947493e+01 6.640811e-04 2.180313e-03 -3.165376e-05 -7.265040e-06 1.538812e+02 4.505662e+03 1.024024e+03 -1.483953e-01 -1.891553e+00 -7.941122e+00 -6.946716e+00 1.834833e+00 1.862779e+00 8.130144e-03 1.426094e-02 4.266958e-03 -8.784184e-04
2.458890e-03 1.075461e+02 1.075459e+02 9.418030e-05 3.755308e+00 1.947944e+01 3.753845e+00 1.947490e+01 6.668480e-04 2.188510e-03 -3.181776e-05 -7.310477e-06 1.536693e+02 4.493287e+03 1.021311e+03 -1.486363e-01 -1.892803e+00 -7.945637e+00 -6.953706e+00 1.836503e+00 1.863317e+00 8.147886e-03 1.431652e-02 4.280866e-03 -8.813615e-04
2.466262e-03 1.075461e+02 1.075459e+02 9.459799e-05 3.755308e+00 1.947944e+01 3.753836e+00 1.947487e+01 6.696249e-04 2.196736e-03 -3.196470e-05 -7.356199e-06 1.534576e+02 4.480946e+03 1.018604e+03 -1.488778e-01 -1.894051e+00 -7.950145e+00 -6.960682e+00 1.838167e+00 1.863854e+00 8.165702e-03 1.437229e-02 4.294818e-03 -8.843144e-04
2.473656e-03 1.075461e+02 1.075459e+02 9.501754e-05 3.755308e+00 1.947944e+01 3.753828e+00 1.947485e+01 6.724118e-04 2.204989e-03 -3.211336e-05 -7.402207e-06 1.532461e+02 4.468638e+03 1.015904e+03 -1.491196e-01 -1.895298e+00 -7.954646e+00 -6.967645e+00 1.839826e+00 1.864392e+00 8.183594e-03 1.442826e-02 4.308816e-03 -8.872773e-04
2.481073e-03 1.075461e+02 1.075459e+02 9.543894e-05 3.755308e+00 1.947944e+01 3.753819e+00 1.947482e+01 6.752087e-04 2.213271e-03 -3.226760e-05 -7.448502e-06 1.530350e+02 4.456364e+03 1.013212e+03 -1.493618e-01 -1.896543e+00 -7.959139e+00 -6.974594e+00 1.841480e+00 1.864929e+00 8.201562e-03 1.448442e-02 4.322858e-03 -8.902501e-04
2.488511e-03 1.075461e+02 1.075459e+02 9.586221e-05 3.755308e+00 1.947944e+01 3.753810e+00 1.947479e+01 6.780157e-04 2.221581e-03 -3.241927e-05 -7.495087e-06 1.528241e+02 4.444122e+03 1.010527e+03 -1.496044e-01 -1.897786e+00 -7.963624e+00 -6.981529e+00 1.843129e+00 1.865466e+00 8.219606e-03 1.454077e-02 4.336946e-03 -8.932329e-04
2.495972e-03 1.075461e+02 1.075459e+02 9.628736e-05 3.755308e+00 1.947944e+01 3.753801e+00 1.947476e+01 6.808327e-04 2.229919e-03 -3.256760e-05 -7.541964e-06 1.526136e+02 4.431914e+03 1.007849e+03 -1.498473e-01 -1.899028e+00 -7.968102e+00 -6.988449e+00 1.844773e+00 1.866004e+00 8.237726e-03 1.459732e-02 4.351080e-03 -8.962257e-04
2.503455e-03 1.075461e+02 1.075459e+02 9.671440e-05 3.755308e+00 1.947944e+01 3.753792e+00 1.947473e+01 6.836599e-04 2.238286e-03 -3.271735e-05 -7.589133e-06 1.524033e+02 4.419738e+03 1.005178e+03 -1.500907e-01 -1.900268e+00 -7.972572e+00 -6.995355e+00 1.846412e+00 1.866541e+00 8.255922e-03 1.465406e-02 4.365259e-03 -8.992285e-04
2.510961e-03 1.075461e+02 1.075459e+02 9.714333e-05 3.755308e+00 1.947944e+01 3.753783e+00 1.947471e+01 6.864972e-04 2.246681e-03 -3.288297e-05 -7.636598e-06 1.521932e+02 4.407596e+03 1.002514e+03 -1.503344e-01 -1.901506e+00 -7.977035e+00 -7.002247e+00 1.848046e+00 1.867079e+00 8.274195e-03 1.471099e-02 4.379483e-03 -9.022413e-04
2.518489e-03 1.075461e+02 1.075459e+02 9.757416e-05 3.755308e+00 1.947944e+01 3.753774e+00 1.947468e+01 6.893446e-04 2.255105e-03 -3.303599e-05 -7.684359e-06 1.519835e+02 4.395486e+03 9.998572e+02 -1.505785e-01 -1.902743e+00 -7.981490e+00 -7.009124e+00 1.849674e+00 1.867617e+00 8.292545e-03 1.476812e-02 4.393754e-03 -9.052643e-04
2.526040e-03 1.075461e+02 1.075459e+02 9.800690e-05 3.755308e+00 1.947944e+01 3.753765e+00 1.947465e+01 6.922022e-04 2.263558e-03 -3.319761e-05 -7.732420e-06 1.517740e+02 4.383409e+03 9.972075e+02 -1.508230e-01 -1.903978e+00 -7.985938e+00 -7.015986e+00 1.851297e+00 1.868154e+00 8.310972e-03 1.482545e-02 4.408070e-03 -9.082975e-04
2.533614e-03 1.075461e+02 1.075459e+02 9.844156e-05 3.755308e+00 1.947944e+01 3.753756e+00 1.947462e+01 6.950700e-04 2.272040e-03 -3.335431e-05 -7.780780e-06 1.515649e+02 4.371364e+03 9.945647e+02 -1.510679e-01 -1.905212e+00 -7.990378e+00 -7.022834e+00 1.852915e+00 1.868692e+00 8.329476e-03 1.488297e-02 4.422433e-03 -9.113407e-04
2.541210e-03 1.075461e+02 1.075459e+02 9.887815e-05 3.755308e+00 1.947944e+01 3.753747e+00 1.947459e+01 6.979480e-04 2.280550e-03 -3.350813e-05 -7.829443e-06 1.513560e+02 4.359352e+03 9.919289e+02 -1.513132e-01 -1.906444e+00 -7.994810e+00 -7.029666e+00 1.854528e+00 1.869229e+00 8.348059e-03 1.494069e-02 4.436842e-03 -9.143943e-04
2.548829e-03 1.075461e+02 1.075459e+02 9.931667e-05 3.755308e+00 1.947944e+01 3.753737e+00 1.947456e+01 7.008362e-04 2.289090e-03 -3.368026e-05 -7.878411e-06 1.511473e+02 4.347372e+03 9.893002e+02 -1.515589e-01 -1.907674e+00 -7.999235e+00 -7.036483e+00 1.856135e+00 1.869767e+00 8.366719e-03 1.499861e-02 4.451298e-03 -9.174580e-04
2.556470e-03 1.075461e+02 1.075459e+02 9.975714e-05 3.755308e+00 1.947944e+01 3.753728e+00 1.947453e+01 7.037347e-04 2.297658e-03 -3.384076e-05 -7.927685e-06 1.509390e+02 4.335425e+03 9.866784e+02 -1.518050e-01 -1.908903e+00 -8.003652e+00 -7.043285e+00 1.857736e+00 1.870305e+00 8.385458e-03 1.505672e-02 4.465800e-03 -9.205320e-04
2.564135e-03 1.075461e+02 1.075459e+02 1.001996e-04 3.755308e+00 1.947944e+01 3.753719e+00 1.947450e+01 7.066435e-04 2.306256e-03 -3.400400e-05 -7.977267e-06 1.507309e+02 4.323510e+03 9.840635e+02 -1.520514e-01 -1.910129e+00 -8.008061e+00 -7.050071e+00 1.859332e+00 1.870842e+00 8.404275e-03 1.511504e-02 4.480348e-03 -9.236163e-04
2.571823e-03 1.075461e+02 1.075459e+02 1.006440e-04 3.755308e+00 1.947944e+01 3.753710e+00 1.947447e+01 7.095625e-04 2.314883e-03 -3.415806e-05 -8.027159e-06 1.505231e+02 4.311627e+03 9.814556e+02 -1.522983e-01 -1.911355e+00 -8.012463e+00 -7.056842e+00 1.860923e+00 1.871380e+00 8.423172e-03 1.517355e-02 4.494944e-03 -9.267110e-04
2.579533e-03 1.075461e+02 1.075459e+02 1.010903e-04 3.755308e+00 1.947944e+01 3.753700e+00 1.947444e+01 7.124919e-04 2.323540e-03 -3.432236e-05 -8.077363e-06 1.503156e+02 4.299776e+03 9.788546e+02 -1.525455e-01 -1.912578e+00 -8.016857e+00 -7.063597e+00 1.862508e+00 1.871918e+00 8.442147e-03 1.523226e-02 4.509587e-03 -9.298161e-04
2.587267e-03 1.075461e+02 1.075459e+02 1.015386e-04 3.755308e+00 1.947944e+01 3.753691e+00 1.947441e+01 7.154316e-04 2.332225e-03 -3.449194e-05 -8.127881e-06 1.501083e+02 4.287957e+03 9.762605e+02 -1.527931e-01 -1.913800e+00 -8.021244e+00 -7.070336e+00 1.864087e+00 1.872455e+00 8.461203e-03 1.529117e-02 4.524277e-03 -9.329315e-04
2.595024e-03 1.075461e+02 1.075459e+02 1.019890e-04 3.755308e+00 1.947944e+01 3.753682e+00 1.947438e+01 7.183817e-04 2.340941e-03 -3.464875e-05 -8.178715e-06 1.499013e+02 4.276170e+03 9.736732e+02 -1.530412e-01 -1.915020e+00 -8.025623e+00 -7.077059e+00 1.865661e+00 1.872993e+00 8.480337e-03 1.535028e-02 4.539014e-03 -9.360574e-04
2.602804e-03 1.075461e+02 1.075459e+02 1.024413e-04 3.755308e+00 1.947944e+01 3.753672e+00 1.947435e+01 7.213421e-04 2.349686e-03 -3.481823e-05 -8.229867e-06 1.496946e+02 4.264415e+03 9.710928e+02 -1.532896e-01 -1.916239e+00 -8.029994e+00 -7.083766e+00 1.867229e+00 1.873531e+00 8.499552e-03 1.540959e-02 4.553799e-03 -9.391938e-04
2.610608e-03 1.075461e+02 1.075459e+02 1.028956e-04 3.755308e+00 1.947944e+01 3.753663e+00 1.947432e+01 7.243130e-04 2.358461e-03 -3.498578e-05 -8.281339e-06 1.494882e+02 4.252692e+03 9.685193e+02 -1.535384e-01 -1.917456e+00 -8.034358e+00 -7.090457e+00 1.868791e+00 1.874068e+00 8.518847e-03 1.546910e-02 4.568632e-03 -9.423407e-04
2.618435e-03 1.075461e+02 1.075459e+02 1.033520e-04 3.755308e+00 1.947944e+01 3.753653e+00 1.947429e+01 7.272942e-04 2.367265e-03 -3.515705e-05 -8.333133e-06 1.492820e+02 4.241000e+03 9.659526e+02 -1.537876e-01 -1.918671e+00 -8.038714e+00 -7.097132e+00 1.870348e+00 1.874606e+00 8.538223e-03 1.552881e-02 4.583512e-03 -9.454981e-04
2.626285e-03 1.075461e+02 1.075459e+02 1.038103e-04 3.755308e+00 1.947944e+01 3.753644e+00 1.947426e+01 7.302860e-04 2.376100e-03 -3.532565e-05 -8.385251e-06 1.490762e+02 4.229340e+03 9.633926e+02 -1.540372e-01 -1.919885e+00 -8.043063e+00 -7.103789e+00 1.871898e+00 1.875144e+00 8.557680e-03 1.558873e-02 4.598440e-03 -9.486662e-04
2.634159e-03 1.075461e+02 1.075459e+02 1.042707e-04 3.755308e+00 1.947944e+01 3.753634e+00 1.947423e+01 7.332881e-04 2.384964e-03 -3.550642e-05 -8.437695e-06 1.488706e+02 4.217711e+03 9.608395e+02 -1.542872e-01 -1.921096e+00 -8.047404e+00 -7.110431e+00 1.873443e+00 1.875682e+00 8.577218e-03 1.564885e-02 4.613416e-03 -9.518448e-04
2.642057e-03 1.075461e+02 1.075459e+02 1.047332e-04 3.755308e+00 1.947944e+01 3.753625e+00 1.947420e+01 7.363008e-04 2.393858e-03 -3.565900e-05 -8.490466e-06 1.486652e+02 4.206114e+03 9.582931e+02 -1.545376e-01 -1.922307e+00 -8.051737e+00 -7.117055e+00 1.874982e+00 1.876220e+00 8.596837e-03 1.570917e-02 4.628441e-03 -9.550342e-04
2.649978e-03 1.075461e+02 1.075459e+02 1.051977e-04 3.755308e+00 1.947944e+01 3.753615e+00 1.947417e+01 7.393240e-04 2.402783e-03 -3.584460e-05 -8.543568e-06 1.484602e+02 4.194548e+03 9.557535e+02 -1.547884e-01 -1.923515e+00 -8.056062e+00 -7.123662e+00 1.876515e+00 1.876758e+00 8.616538e-03 1.576969e-02 4.643514e-03 -9.582342e-04
2.657923e-03 1.075461e+02 1.075459e+02 1.056642e-04 3.755308e+00 1.947944e+01 3.753605e+00 1.947414e+01 7.423576e-04 2.411738e-03 -3.600430e-05 -8.597002e-06 1.482554e+02 4.183013e+03 9.532206e+02 -1.550396e-01 -1.924722e+00 -8.060380e+00 -7.130253e+00 1.878042e+00 1.877295e+00 8.636321e-03 1.583042e-02 4.658636e-03 -9.614450e-04
2.665892e-03 1.075461e+02 1.075459e+02 1.061328e-04 3.755308e+00 1.947944e+01 3.753595e+00 1.947411e+01 7.454019e-04 2.420723e-03 -3.618655e-05 -8.650770e-06 1.480508e+02 4.171510e+03 9.506944e+02 -1.552911e-01 -1.925927e+00 -8.064691e+00 -7.136826e+00 1.879563e+00 1.877833e+00 8.656187e-03 1.589136e-02 4.673806e-03 -9.646665e-04
2.673885e-03 1.075461e+02 1.075459e+02 1.066035e-04 3.755308e+00 1.947944e+01 3.753586e+00 1.947408e+01 7.484567e-04 2.429738e-03 -3.636284e-05 -8.704875e-06 1.478466e+02 4.160037e+03 9.481749e+02 -1.555431e-01 -1.927130e+00 -8.068993e+00 -7.143381e+00 1.881078e+00 1.878371e+00 8.676134e-03 1.595249e-02 4.689025e-03 -9.678988e-04
