#       q          E0lin        Elin         E2lin      E0loop220    E0loop130    E0loop22     E0loop13     E2loop22     E2loop13      E1loop       E3loop         Xi          Zeta          Chi        U10lin         U3           U11          U20          V10          V12          X10          Y10          X20          Y20     
1.965755e+02 1.075461e+02 5.382945e+00 5.269310e+00 3.755308e+00 1.947944e+01 -1.835781e-04 -3.542403e-03 5.279307e-04 2.348815e-02 -4.117751e+00 -2.469307e+00 -1.736699e-04 2.153906e-06 1.172432e-06 -5.006468e-02 1.820496e-05 6.678028e-05 -1.108947e-05 -4.558185e-05 -3.794890e-05 1.167154e+01 4.757033e-02 2.874146e-03 -1.645828e-03
1.971648e+02 1.075461e+02 5.353557e+00 5.251455e+00 3.755308e+00 1.947944e+01 -1.816422e-04 -3.520999e-03 5.212833e-04 2.325684e-02 -4.087546e+00 -2.455227e+00 -1.720117e-04 2.121034e-06 1.147473e-06 -4.966426e-02 1.811124e-05 6.621130e-05 -1.085210e-05 -4.512624e-05 -3.740471e-05 1.167170e+01 4.707398e-02 2.837659e-03 -1.618361e-03
1.977560e+02 1.075461e+02 5.324316e+00 5.233612e+00 3.755308e+00 1.947944e+01 -1.796872e-04 -3.499649e-03 5.146764e-04 2.302765e-02 -4.057515e+00 -2.441183e+00 -1.703722e-04 2.088575e-06 1.123048e-06 -4.926690e-02 1.800418e-05 6.560272e-05 -1.050430e-05 -4.513835e-05 -3.686721e-05 1.167186e+01 4.658251e-02 2.801585e-03 -1.591315e-03
1.983489e+02 1.075461e+02 5.295223e+00 5.215782e+00 3.755308e+00 1.947944e+01 -1.776944e-04 -3.478368e-03 5.080909e-04 2.280058e-02 -4.027656e+00 -2.427176e+00 -1.687564e-04 2.056518e-06 1.099158e-06 -4.887257e-02 1.788613e-05 6.496299e-05 -1.017237e-05 -4.508727e-05 -3.633658e-05 1.167202e+01 4.609585e-02 2.765919e-03 -1.564684e-03
1.989436e+02 1.075461e+02 5.266276e+00 5.197966e+00 3.755308e+00 1.947944e+01 -1.756921e-04 -3.457170e-03 5.015548e-04 2.257562e-02 -3.997977e+00 -2.413211e+00 -1.671727e-04 2.024851e-06 1.075812e-06 -4.848125e-02 1.775803e-05 6.429495e-05 -9.975742e-06 -4.448496e-05 -3.581310e-05 1.167217e+01 4.561407e-02 2.730657e-03 -1.538461e-03
1.995400e+02 1.075461e+02 5.237475e+00 5.180165e+00 3.755308e+00 1.947944e+01 -1.737307e-04 -3.436068e-03 4.951179e-04 2.235277e-02 -3.968486e+00 -2.399295e+00 -1.656252e-04 1.993566e-06 1.053007e-06 -4.809289e-02 1.762067e-05 6.360078e-05 -9.913579e-06 -4.333749e-05 -3.529689e-05 1.167233e+01 4.513733e-02 2.695797e-03 -1.512641e-03
2.001383e+02 1.075461e+02 5.208819e+00 5.162378e+00 3.755308e+00 1.947944e+01 -1.718386e-04 -3.415070e-03 4.888077e-04 2.213202e-02 -3.939188e+00 -2.385433e+00 -1.641116e-04 1.962665e-06 1.030725e-06 -4.770747e-02 1.747645e-05 6.288896e-05 -9.869980e-06 -4.213140e-05 -3.478782e-05 1.167248e+01 4.466568e-02 2.661333e-03 -1.487216e-03
2.007383e+02 1.075461e+02 5.180307e+00 5.144606e+00 3.755308e+00 1.947944e+01 -1.699975e-04 -3.394185e-03 4.826045e-04 2.191335e-02 -3.910082e+00 -2.371624e+00 -1.626288e-04 1.932148e-06 1.008950e-06 -4.732495e-02 1.732942e-05 6.217421e-05 -9.718786e-06 -4.139780e-05 -3.428572e-05 1.167263e+01 4.419903e-02 2.627264e-03 -1.462181e-03
2.013402e+02 1.075461e+02 5.151939e+00 5.126850e+00 3.755308e+00 1.947944e+01 -1.681602e-04 -3.373414e-03 4.764605e-04 2.169675e-02 -3.881158e+00 -2.357864e+00 -1.611741e-04 1.902017e-06 9.876624e-07 -4.694530e-02 1.718304e-05 6.146922e-05 -9.442261e-06 -4.123154e-05 -3.379042e-05 1.167278e+01 4.373717e-02 2.593584e-03 -1.437529e-03
2.019438e+02 1.075461e+02 5.123715e+00 5.109110e+00 3.755308e+00 1.947944e+01 -1.662929e-04 -3.352757e-03 4.703416e-04 2.148220e-02 -3.852405e+00 -2.344145e+00 -1.597425e-04 1.872276e-06 9.668412e-07 -4.656849e-02 1.703797e-05 6.077590e-05 -9.131120e-06 -4.125443e-05 -3.330169e-05 1.167293e+01 4.327994e-02 2.560292e-03 -1.413254e-03
2.025493e+02 1.075461e+02 5.095633e+00 5.091386e+00 3.755308e+00 1.947944e+01 -1.644023e-04 -3.332214e-03 4.642543e-04 2.126968e-02 -3.823815e+00 -2.330464e+00 -1.583285e-04 1.842928e-06 9.464646e-07 -4.619450e-02 1.689197e-05 6.008514e-05 -8.900581e-06 -4.096840e-05 -3.281927e-05 1.167308e+01 4.282733e-02 2.527381e-03 -1.389352e-03
2.031565e+02 1.075461e+02 5.067693e+00 5.073680e+00 3.755308e+00 1.947944e+01 -1.625257e-04 -3.311788e-03 4.582353e-04 2.105918e-02 -3.795393e+00 -2.316824e+00 -1.569361e-04 1.813964e-06 9.265323e-07 -4.582331e-02 1.674227e-05 5.938576e-05 -8.781616e-06 -4.020217e-05 -3.234326e-05 1.167322e+01 4.237941e-02 2.494851e-03 -1.365817e-03
2.037656e+02 1.075461e+02 5.039895e+00 5.055991e+00 3.755308e+00 1.947944e+01 -1.606963e-04 -3.291487e-03 4.523172e-04 2.085068e-02 -3.767153e+00 -2.303236e+00 -1.555787e-04 1.785367e-06 9.070639e-07 -4.545488e-02 1.658827e-05 5.867491e-05 -8.716894e-06 -3.918560e-05 -3.187413e-05 1.167337e+01 4.193626e-02 2.462696e-03 -1.342642e-03
2.043765e+02 1.075461e+02 5.012238e+00 5.038320e+00 3.755308e+00 1.947944e+01 -1.589185e-04 -3.271314e-03 4.465033e-04 2.064418e-02 -3.739105e+00 -2.289708e+00 -1.542636e-04 1.757123e-06 8.880653e-07 -4.508919e-02 1.643242e-05 5.796142e-05 -8.617526e-06 -3.831194e-05 -3.141212e-05 1.167351e+01 4.149785e-02 2.430913e-03 -1.319822e-03
2.049893e+02 1.075461e+02 4.984721e+00 5.020667e+00 3.755308e+00 1.947944e+01 -1.571699e-04 -3.251270e-03 4.407704e-04 2.043965e-02 -3.711249e+00 -2.276239e+00 -1.529820e-04 1.729243e-06 8.695067e-07 -4.472618e-02 1.627898e-05 5.726092e-05 -8.447793e-06 -3.778654e-05 -3.095682e-05 1.167365e+01 4.106406e-02 2.399499e-03 -1.297351e-03
2.056039e+02 1.075461e+02 4.957344e+00 5.003033e+00 3.755308e+00 1.947944e+01 -1.554231e-04 -3.231352e-03 4.350906e-04 2.023707e-02 -3.683568e+00 -2.262821e+00 -1.517180e-04 1.701742e-06 8.513445e-07 -4.436584e-02 1.613192e-05 5.658796e-05 -8.229587e-06 -3.753955e-05 -3.050758e-05 1.167379e+01 4.063474e-02 2.368450e-03 -1.275223e-03
2.062203e+02 1.075461e+02 4.930106e+00 4.985418e+00 3.755308e+00 1.947944e+01 -1.536649e-04 -3.211550e-03 4.294503e-04 2.003642e-02 -3.656044e+00 -2.249443e+00 -1.504658e-04 1.674624e-06 8.335589e-07 -4.400814e-02 1.599349e-05 5.595054e-05 -8.012746e-06 -3.733954e-05 -3.006413e-05 1.167393e+01 4.020980e-02 2.337762e-03 -1.253434e-03
2.068386e+02 1.075461e+02 4.903006e+00 4.967823e+00 3.755308e+00 1.947944e+01 -1.519009e-04 -3.191854e-03 4.238546e-04 1.983768e-02 -3.628674e+00 -2.236101e+00 -1.492333e-04 1.647875e-06 8.161582e-07 -4.365307e-02 1.586389e-05 5.534895e-05 -7.827721e-06 -3.699724e-05 -2.962670e-05 1.167407e+01 3.978918e-02 2.307433e-03 -1.231978e-03
2.074587e+02 1.075461e+02 4.876045e+00 4.950247e+00 3.755308e+00 1.947944e+01 -1.501470e-04 -3.172255e-03 4.183189e-04 1.964080e-02 -3.601468e+00 -2.222806e+00 -1.480274e-04 1.621485e-06 7.991489e-07 -4.330059e-02 1.574176e-05 5.477765e-05 -7.684981e-06 -3.643491e-05 -2.919552e-05 1.167421e+01 3.937286e-02 2.277458e-03 -1.210850e-03
2.080807e+02 1.075461e+02 4.849221e+00 4.932691e+00 3.755308e+00 1.947944e+01 -1.484208e-04 -3.152745e-03 4.128604e-04 1.944578e-02 -3.574445e+00 -2.209569e+00 -1.468440e-04 1.595453e-06 7.825144e-07 -4.295068e-02 1.562513e-05 5.422883e-05 -7.578839e-06 -3.569229e-05 -2.877037e-05 1.167434e+01 3.896083e-02 2.247834e-03 -1.190046e-03
2.087046e+02 1.075461e+02 4.822535e+00 4.915156e+00 3.755308e+00 1.947944e+01 -1.467335e-04 -3.133320e-03 4.074894e-04 1.925258e-02 -3.547613e+00 -2.196398e+00 -1.456753e-04 1.569788e-06 7.662306e-07 -4.260332e-02 1.551261e-05 5.369685e-05 -7.493408e-06 -3.489347e-05 -2.835091e-05 1.167447e+01 3.855306e-02 2.218558e-03 -1.169560e-03
2.093303e+02 1.075461e+02 4.795985e+00 4.897642e+00 3.755308e+00 1.947944e+01 -1.450836e-04 -3.113975e-03 4.022036e-04 1.906119e-02 -3.520962e+00 -2.183285e+00 -1.445218e-04 1.544483e-06 7.502916e-07 -4.225848e-02 1.540428e-05 5.318173e-05 -7.394312e-06 -3.422623e-05 -2.793710e-05 1.167461e+01 3.814950e-02 2.189626e-03 -1.149388e-03
2.099579e+02 1.075461e+02 4.769571e+00 4.880149e+00 3.755308e+00 1.947944e+01 -1.434533e-04 -3.094705e-03 3.969847e-04 1.887158e-02 -3.494472e+00 -2.170219e+00 -1.433907e-04 1.519526e-06 7.347046e-07 -4.191615e-02 1.530192e-05 5.268993e-05 -7.243264e-06 -3.384467e-05 -2.752916e-05 1.167474e+01 3.775004e-02 2.161034e-03 -1.129525e-03
2.105874e+02 1.075461e+02 4.743293e+00 4.862677e+00 3.755308e+00 1.947944e+01 -1.418179e-04 -3.075500e-03 3.918072e-04 1.868373e-02 -3.468132e+00 -2.157193e+00 -1.422823e-04 1.494915e-06 7.194626e-07 -4.157629e-02 1.520837e-05 5.223199e-05 -7.034240e-06 -3.372810e-05 -2.712705e-05 1.167487e+01 3.735456e-02 2.132780e-03 -1.109966e-03
2.112188e+02 1.075461e+02 4.717149e+00 4.845227e+00 3.755308e+00 1.947944e+01 -1.401632e-04 -3.056349e-03 3.866568e-04 1.849762e-02 -3.441945e+00 -2.144209e+00 -1.411862e-04 1.470658e-06 7.045382e-07 -4.123888e-02 1.512647e-05 5.181842e-05 -6.815014e-06 -3.362733e-05 -2.673032e-05 1.167500e+01 3.696292e-02 2.104861e-03 -1.090707e-03
2.118520e+02 1.075461e+02 4.691140e+00 4.827799e+00 3.755308e+00 1.947944e+01 -1.385018e-04 -3.037236e-03 3.815459e-04 1.831321e-02 -3.415924e+00 -2.131278e+00 -1.400935e-04 1.446760e-06 6.899080e-07 -4.090391e-02 1.505796e-05 5.145570e-05 -6.660363e-06 -3.322160e-05 -2.633860e-05 1.167512e+01 3.657508e-02 2.077271e-03 -1.071743e-03
2.124872e+02 1.075461e+02 4.665265e+00 4.810394e+00 3.755308e+00 1.947944e+01 -1.368677e-04 -3.018144e-03 3.765078e-04 1.813047e-02 -3.390083e+00 -2.118408e+00 -1.390046e-04 1.423216e-06 6.755674e-07 -4.057137e-02 1.500264e-05 5.114308e-05 -6.600887e-06 -3.240956e-05 -2.595186e-05 1.167525e+01 3.619107e-02 2.050009e-03 -1.053071e-03
2.131242e+02 1.075461e+02 4.639524e+00 4.793011e+00 3.755308e+00 1.947944e+01 -1.352888e-04 -2.999058e-03 3.715698e-04 1.794937e-02 -3.364420e+00 -2.105600e+00 -1.379219e-04 1.400019e-06 6.615152e-07 -4.024124e-02 1.495795e-05 5.087090e-05 -6.586276e-06 -3.144760e-05 -2.557013e-05 1.167537e+01 3.581089e-02 2.023071e-03 -1.034687e-03
2.137632e+02 1.075461e+02 4.613916e+00 4.775652e+00 3.755308e+00 1.947944e+01 -1.337605e-04 -2.979967e-03 3.667262e-04 1.776988e-02 -3.338926e+00 -2.092847e+00 -1.368411e-04 1.377170e-06 6.477376e-07 -3.991350e-02 1.491956e-05 5.062282e-05 -6.517388e-06 -3.077164e-05 -2.519319e-05 1.167550e+01 3.543448e-02 1.996454e-03 -1.016587e-03
2.144041e+02 1.075461e+02 4.588440e+00 4.758316e+00 3.755308e+00 1.947944e+01 -1.322454e-04 -2.960867e-03 3.619391e-04 1.759199e-02 -3.313590e+00 -2.080144e+00 -1.357575e-04 1.354669e-06 6.342214e-07 -3.958814e-02 1.488334e-05 5.038324e-05 -6.340086e-06 -3.060296e-05 -2.482085e-05 1.167562e+01 3.506166e-02 1.970154e-03 -9.987672e-04
2.150469e+02 1.075461e+02 4.563096e+00 4.741003e+00 3.755308e+00 1.947944e+01 -1.307051e-04 -2.941755e-03 3.571696e-04 1.741568e-02 -3.288404e+00 -2.067484e+00 -1.346757e-04 1.332507e-06 6.209698e-07 -3.926517e-02 1.484781e-05 5.014661e-05 -6.097892e-06 -3.072438e-05 -2.445320e-05 1.167574e+01 3.469229e-02 1.944169e-03 -9.812248e-04
2.156917e+02 1.075461e+02 4.537884e+00 4.723714e+00 3.755308e+00 1.947944e+01 -1.291345e-04 -2.922631e-03 3.524127e-04 1.724093e-02 -3.263371e+00 -2.054872e+00 -1.336032e-04 1.310670e-06 6.079914e-07 -3.894455e-02 1.481517e-05 4.992139e-05 -5.899211e-06 -3.065005e-05 -2.409047e-05 1.167586e+01 3.432629e-02 1.918494e-03 -9.639559e-04
2.163384e+02 1.075461e+02 4.512802e+00 4.706449e+00 3.755308e+00 1.947944e+01 -1.275684e-04 -2.903487e-03 3.477027e-04 1.706773e-02 -3.238498e+00 -2.042310e+00 -1.325387e-04 1.289156e-06 5.952785e-07 -3.862628e-02 1.478956e-05 4.972357e-05 -5.815565e-06 -3.006486e-05 -2.373257e-05 1.167598e+01 3.396374e-02 1.893127e-03 -9.469565e-04
2.169870e+02 1.075461e+02 4.487851e+00 4.689209e+00 3.755308e+00 1.947944e+01 -1.260498e-04 -2.884313e-03 3.430823e-04 1.689604e-02 -3.213792e+00 -2.029807e+00 -1.314732e-04 1.267972e-06 5.828099e-07 -3.831033e-02 1.477369e-05 4.956356e-05 -5.816562e-06 -2.911151e-05 -2.337912e-05 1.167610e+01 3.360471e-02 1.868065e-03 -9.302230e-04
2.176375e+02 1.075461e+02 4.463030e+00 4.671994e+00 3.755308e+00 1.947944e+01 -1.245928e-04 -2.865096e-03 3.385644e-04 1.672585e-02 -3.189258e+00 -2.017363e+00 -1.304005e-04 1.247118e-06 5.705704e-07 -3.799672e-02 1.476623e-05 4.943655e-05 -5.799121e-06 -2.825729e-05 -2.302986e-05 1.167622e+01 3.324916e-02 1.843304e-03 -9.137524e-04
2.182900e+02 1.075461e+02 4.438339e+00 4.654803e+00 3.755308e+00 1.947944e+01 -1.231699e-04 -2.845829e-03 3.341209e-04 1.655712e-02 -3.164893e+00 -2.004979e+00 -1.293204e-04 1.226589e-06 5.585560e-07 -3.768542e-02 1.476246e-05 4.932470e-05 -5.683402e-06 -2.786769e-05 -2.268474e-05 1.167633e+01 3.289697e-02 1.818841e-03 -8.975416e-04
2.189445e+02 1.075461e+02 4.413777e+00 4.637638e+00 3.755308e+00 1.947944e+01 -1.217390e-04 -2.826509e-03 3.297091e-04 1.638985e-02 -3.140686e+00 -1.992646e+00 -1.282342e-04 1.206381e-06 5.467647e-07 -3.737643e-02 1.475731e-05 4.920900e-05 -5.484312e-06 -2.788785e-05 -2.234376e-05 1.167645e+01 3.254795e-02 1.794674e-03 -8.815878e-04
2.196009e+02 1.075461e+02 4.389342e+00 4.620499e+00 3.755308e+00 1.947944e+01 -1.202795e-04 -2.807140e-03 3.253082e-04 1.622403e-02 -3.116626e+00 -1.980360e+00 -1.271442e-04 1.186486e-06 5.351966e-07 -3.706974e-02 1.474857e-05 4.908118e-05 -5.286018e-06 -2.793200e-05 -2.200694e-05 1.167656e+01 3.220203e-02 1.770799e-03 -8.658878e-04
2.202593e+02 1.075461e+02 4.365036e+00 4.603385e+00 3.755308e+00 1.947944e+01 -1.188078e-04 -2.787726e-03 3.209345e-04 1.605965e-02 -3.092709e+00 -1.968116e+00 -1.260568e-04 1.166892e-06 5.238581e-07 -3.676535e-02 1.473746e-05 4.894621e-05 -5.165012e-06 -2.763890e-05 -2.167448e-05 1.167668e+01 3.185925e-02 1.747214e-03 -8.504385e-04
2.209197e+02 1.075461e+02 4.340857e+00 4.586298e+00 3.755308e+00 1.947944e+01 -1.173587e-04 -2.768269e-03 3.166226e-04 1.589670e-02 -3.068943e+00 -1.955920e+00 -1.249770e-04 1.147591e-06 5.127535e-07 -3.646325e-02 1.472680e-05 4.881499e-05 -5.121279e-06 -2.697859e-05 -2.134649e-05 1.167679e+01 3.151969e-02 1.723914e-03 -8.352365e-04
2.215820e+02 1.075461e+02 4.316806e+00 4.569237e+00 3.755308e+00 1.947944e+01 -1.159554e-04 -2.748766e-03 3.123948e-04 1.573515e-02 -3.045342e+00 -1.943783e+00 -1.239005e-04 1.128584e-06 5.018708e-07 -3.616341e-02 1.471847e-05 4.869475e-05 -5.098216e-06 -2.621094e-05 -2.102278e-05 1.167690e+01 3.118338e-02 1.700898e-03 -8.202782e-04
2.222464e+02 1.075461e+02 4.292880e+00 4.552203e+00 3.755308e+00 1.947944e+01 -1.145931e-04 -2.729215e-03 3.082455e-04 1.557500e-02 -3.021915e+00 -1.931710e+00 -1.228166e-04 1.109877e-06 4.911887e-07 -3.586582e-02 1.471234e-05 4.858506e-05 -5.033585e-06 -2.563654e-05 -2.070294e-05 1.167701e+01 3.085024e-02 1.678162e-03 -8.055608e-04
2.229127e+02 1.075461e+02 4.269080e+00 4.535196e+00 3.755308e+00 1.947944e+01 -1.132487e-04 -2.709612e-03 3.041512e-04 1.541624e-02 -2.998656e+00 -1.919699e+00 -1.217216e-04 1.091469e-06 4.806977e-07 -3.557050e-02 1.470712e-05 4.848114e-05 -4.917173e-06 -2.534705e-05 -2.038680e-05 1.167712e+01 3.052019e-02 1.655703e-03 -7.910815e-04
2.235810e+02 1.075461e+02 4.245406e+00 4.518216e+00 3.755308e+00 1.947944e+01 -1.119010e-04 -2.689957e-03 3.000902e-04 1.525884e-02 -2.975547e+00 -1.907737e+00 -1.206241e-04 1.073347e-06 4.704084e-07 -3.527742e-02 1.470162e-05 4.837865e-05 -4.773970e-06 -2.523121e-05 -2.007461e-05 1.167723e+01 3.019311e-02 1.633519e-03 -7.768377e-04
2.242514e+02 1.075461e+02 4.221856e+00 4.501264e+00 3.755308e+00 1.947944e+01 -1.105437e-04 -2.670251e-03 2.960559e-04 1.510279e-02 -2.952575e+00 -1.895816e+00 -1.195327e-04 1.055499e-06 4.603304e-07 -3.498659e-02 1.469503e-05 4.827474e-05 -4.641487e-06 -2.509800e-05 -1.976661e-05 1.167734e+01 2.986898e-02 1.611606e-03 -7.628262e-04
2.249237e+02 1.075461e+02 4.198430e+00 4.484340e+00 3.755308e+00 1.947944e+01 -1.091849e-04 -2.650497e-03 2.920562e-04 1.494810e-02 -2.929739e+00 -1.883936e+00 -1.184433e-04 1.037925e-06 4.504531e-07 -3.469797e-02 1.468615e-05 4.816515e-05 -4.534508e-06 -2.482722e-05 -1.946263e-05 1.167744e+01 2.954780e-02 1.589962e-03 -7.490438e-04
2.255980e+02 1.075461e+02 4.175128e+00 4.467444e+00 3.755308e+00 1.947944e+01 -1.078391e-04 -2.630698e-03 2.881053e-04 1.479474e-02 -2.907056e+00 -1.872107e+00 -1.173443e-04 1.020632e-06 4.407552e-07 -3.441158e-02 1.467312e-05 4.804292e-05 -4.458867e-06 -2.438185e-05 -1.916223e-05 1.167755e+01 2.922959e-02 1.568583e-03 -7.354877e-04
2.262744e+02 1.075461e+02 4.151949e+00 4.450577e+00 3.755308e+00 1.947944e+01 -1.065205e-04 -2.610861e-03 2.842168e-04 1.464271e-02 -2.884540e+00 -1.860341e+00 -1.162343e-04 1.003618e-06 4.312317e-07 -3.412741e-02 1.465433e-05 4.790210e-05 -4.407075e-06 -2.381210e-05 -1.886533e-05 1.167765e+01 2.891436e-02 1.547468e-03 -7.221555e-04
2.269528e+02 1.075461e+02 4.128893e+00 4.433738e+00 3.755308e+00 1.947944e+01 -1.052365e-04 -2.590994e-03 2.803974e-04 1.449202e-02 -2.862195e+00 -1.848640e+00 -1.151259e-04 9.868666e-07 4.218982e-07 -3.384544e-02 1.462993e-05 4.774332e-05 -4.366602e-06 -2.322784e-05 -1.857230e-05 1.167776e+01 2.860214e-02 1.526613e-03 -7.090445e-04
2.276333e+02 1.075461e+02 4.105959e+00 4.416929e+00 3.755308e+00 1.947944e+01 -1.039823e-04 -2.571103e-03 2.766418e-04 1.434265e-02 -2.840008e+00 -1.836996e+00 -1.140292e-04 9.703640e-07 4.127662e-07 -3.356568e-02 1.460203e-05 4.757470e-05 -4.306658e-06 -2.278969e-05 -1.828344e-05 1.167786e+01 2.829290e-02 1.506015e-03 -6.961516e-04
2.283157e+02 1.075461e+02 4.083146e+00 4.400149e+00 3.755308e+00 1.947944e+01 -1.027395e-04 -2.551192e-03 2.729312e-04 1.419459e-02 -2.817961e+00 -1.825396e+00 -1.129397e-04 9.541116e-07 4.038251e-07 -3.328809e-02 1.457304e-05 4.740544e-05 -4.202507e-06 -2.259972e-05 -1.799856e-05 1.167796e+01 2.798656e-02 1.485672e-03 -6.834734e-04
2.290003e+02 1.075461e+02 4.060454e+00 4.383398e+00 3.755308e+00 1.947944e+01 -1.014869e-04 -2.531261e-03 2.692440e-04 1.404784e-02 -2.796046e+00 -1.813837e+00 -1.118448e-04 9.381182e-07 3.950526e-07 -3.301267e-02 1.454341e-05 4.723746e-05 -4.058378e-06 -2.259324e-05 -1.771718e-05 1.167807e+01 2.768305e-02 1.465581e-03 -6.710070e-04
2.296868e+02 1.075461e+02 4.037882e+00 4.366678e+00 3.755308e+00 1.947944e+01 -1.002172e-04 -2.511312e-03 2.655727e-04 1.390238e-02 -2.774271e+00 -1.802323e+00 -1.107387e-04 9.223848e-07 3.864375e-07 -3.273942e-02 1.451103e-05 4.706274e-05 -3.922035e-06 -2.252468e-05 -1.743910e-05 1.167817e+01 2.738231e-02 1.445740e-03 -6.587501e-04
2.303755e+02 1.075461e+02 4.015430e+00 4.349988e+00 3.755308e+00 1.947944e+01 -9.894824e-05 -2.491352e-03 2.619350e-04 1.375821e-02 -2.752650e+00 -1.790864e+00 -1.096291e-04 9.069003e-07 3.779884e-07 -3.246834e-02 1.447262e-05 4.686890e-05 -3.846715e-06 -2.215278e-05 -1.716452e-05 1.167826e+01 2.708438e-02 1.426145e-03 -6.467004e-04
2.310662e+02 1.075461e+02 3.993097e+00 4.333328e+00 3.755308e+00 1.947944e+01 -9.771157e-05 -2.471391e-03 2.583620e-04 1.361533e-02 -2.731191e+00 -1.779467e+00 -1.085296e-04 8.916489e-07 3.697208e-07 -3.219941e-02 1.442599e-05 4.664767e-05 -3.840154e-06 -2.147204e-05 -1.689384e-05 1.167836e+01 2.678934e-02 1.406794e-03 -6.348549e-04
2.317589e+02 1.075461e+02 3.970883e+00 4.316700e+00 3.755308e+00 1.947944e+01 -9.652573e-05 -2.451440e-03 2.548716e-04 1.347374e-02 -2.709891e+00 -1.768130e+00 -1.074460e-04 8.766223e-07 3.616396e-07 -3.193261e-02 1.437128e-05 4.639962e-05 -3.847390e-06 -2.076470e-05 -1.662721e-05 1.167846e+01 2.649725e-02 1.387684e-03 -6.232104e-04
2.324538e+02 1.075461e+02 3.948787e+00 4.300102e+00 3.755308e+00 1.947944e+01 -9.537693e-05 -2.431510e-03 2.514492e-04 1.333343e-02 -2.688741e+00 -1.756845e+00 -1.063710e-04 8.618247e-07 3.537304e-07 -3.166793e-02 1.431057e-05 4.613258e-05 -3.794078e-06 -2.037698e-05 -1.636434e-05 1.167856e+01 2.620809e-02 1.368813e-03 -6.117635e-04
2.331507e+02 1.075461e+02 3.926808e+00 4.283536e+00 3.755308e+00 1.947944e+01 -9.422830e-05 -2.411608e-03 2.480575e-04 1.319441e-02 -2.667729e+00 -1.745607e+00 -1.052921e-04 8.472640e-07 3.459729e-07 -3.140535e-02 1.424654e-05 4.585664e-05 -3.658923e-06 -2.039483e-05 -1.610480e-05 1.167865e+01 2.592172e-02 1.350179e-03 -6.005117e-04
2.338497e+02 1.075461e+02 3.904946e+00 4.267002e+00 3.755308e+00 1.947944e+01 -9.305172e-05 -2.391736e-03 2.446684e-04 1.305666e-02 -2.646851e+00 -1.734414e+00 -1.042094e-04 8.329366e-07 3.383645e-07 -3.114488e-02 1.418127e-05 4.557950e-05 -3.495126e-06 -2.054649e-05 -1.584855e-05 1.167875e+01 2.563805e-02 1.331778e-03 -5.894526e-04
2.345509e+02 1.075461e+02 3.883201e+00 4.250499e+00 3.755308e+00 1.947944e+01 -9.185396e-05 -2.371897e-03 2.412884e-04 1.292017e-02 -2.626111e+00 -1.723267e+00 -1.031370e-04 8.188266e-07 3.309212e-07 -3.088649e-02 1.411545e-05 4.530378e-05 -3.387147e-06 -2.042962e-05 -1.559600e-05 1.167884e+01 2.535706e-02 1.313608e-03 -5.785834e-04
2.352541e+02 1.075461e+02 3.861571e+00 4.234029e+00 3.755308e+00 1.947944e+01 -9.067149e-05 -2.352091e-03 2.379540e-04 1.278494e-02 -2.605517e+00 -1.712173e+00 -1.020833e-04 8.049241e-07 3.236507e-07 -3.063018e-02 1.404827e-05 4.502628e-05 -3.367955e-06 -1.988530e-05 -1.534738e-05 1.167894e+01 2.507883e-02 1.295667e-03 -5.679010e-04
2.359594e+02 1.075461e+02 3.840057e+00 4.217592e+00 3.755308e+00 1.947944e+01 -8.953769e-05 -2.332323e-03 2.346978e-04 1.265095e-02 -2.585076e+00 -1.701136e+00 -1.010383e-04 7.912354e-07 3.165361e-07 -3.037591e-02 1.397783e-05 4.473981e-05 -3.393250e-06 -1.913458e-05 -1.510232e-05 1.167903e+01 2.480346e-02 1.277952e-03 -5.574022e-04
2.366668e+02 1.075461e+02 3.818657e+00 4.201187e+00 3.755308e+00 1.947944e+01 -8.845355e-05 -2.312599e-03 2.315202e-04 1.251820e-02 -2.564788e+00 -1.690158e+00 -9.998766e-05 7.777700e-07 3.095558e-07 -3.012369e-02 1.390232e-05 4.443747e-05 -3.379659e-06 -1.857980e-05 -1.486034e-05 1.167912e+01 2.453092e-02 1.260461e-03 -5.470846e-04
2.373764e+02 1.075461e+02 3.797371e+00 4.184816e+00 3.755308e+00 1.947944e+01 -8.738769e-05 -2.292927e-03 2.283891e-04 1.238670e-02 -2.544650e+00 -1.679236e+00 -9.893340e-05 7.645224e-07 3.027102e-07 -2.987351e-02 1.382125e-05 4.411732e-05 -3.286764e-06 -1.843054e-05 -1.462147e-05 1.167921e+01 2.426112e-02 1.243190e-03 -5.369460e-04
2.380881e+02 1.075461e+02 3.776199e+00 4.168478e+00 3.755308e+00 1.947944e+01 -8.630588e-05 -2.273314e-03 2.252702e-04 1.225643e-02 -2.524650e+00 -1.668364e+00 -9.789067e-05 7.514767e-07 2.960157e-07 -2.962535e-02 1.373578e-05 4.378374e-05 -3.145869e-06 -1.854054e-05 -1.438613e-05 1.167930e+01 2.399394e-02 1.226139e-03 -5.269838e-04
2.388019e+02 1.075461e+02 3.755140e+00 4.152173e+00 3.755308e+00 1.947944e+01 -8.519970e-05 -2.253767e-03 2.221548e-04 1.212739e-02 -2.504779e+00 -1.657535e+00 -9.686662e-05 7.386244e-07 2.894781e-07 -2.937920e-02 1.364786e-05 4.344409e-05 -3.027794e-06 -1.856281e-05 -1.415451e-05 1.167939e+01 2.372937e-02 1.209303e-03 -5.171949e-04
