# k[h/Mpc]   P_Zel   P_A    P_W    P_d    P_dd     P_d^2    P_d^2d^2  P_dd^2    P_s^2    P_ds^2    P_d^2s^2   P_s^2s^2   P_D2d     P_dD2d
# 
1.0000e-03 6.4210e+02 2.2982e-03 -1.1735e-03 1.2843e+03 4.7134e+02 -1.3942e-03 4.7868e+01 9.9558e-03 8.6625e-03 6.6009e-03 1.2761e+02 8.5048e+01 0.0000e+00 0.0000e+00
1.0842e-03 6.9146e+02 2.9534e-03 -1.4871e-03 1.3840e+03 5.3749e+02 -1.6326e-03 4.7868e+01 1.1707e-02 1.0183e-02 7.7473e-03 1.2760e+02 8.5038e+01 0.0000e+00 0.0000e+00
1.1756e-03 7.4446e+02 3.7866e-03 -1.8833e-03 1.4908e+03 6.0683e+02 -1.9105e-03 4.7868e+01 1.3766e-02 1.1969e-02 9.0905e-03 1.2759e+02 8.5026e+01 0.0000e+00 0.0000e+00
1.2746e-03 8.0129e+02 4.8445e-03 -2.3835e-03 1.6051e+03 6.7950e+02 -2.2339e-03 4.7867e+01 1.6188e-02 1.4067e-02 1.0663e-02 1.2758e+02 8.5013e+01 0.0000e+00 0.0000e+00
1.3819e-03 8.6219e+02 6.1854e-03 -3.0145e-03 1.7274e+03 7.5560e+02 -2.6098e-03 4.7867e+01 1.9038e-02 1.6531e-02 1.2505e-02 1.2757e+02 8.4997e+01 0.0000e+00 0.0000e+00
1.4983e-03 9.2736e+02 7.8826e-03 -3.8095e-03 1.8581e+03 8.3527e+02 -3.0456e-03 4.7866e+01 2.2391e-02 1.9423e-02 1.4658e-02 1.2755e+02 8.4978e+01 0.0000e+00 0.0000e+00
1.6246e-03 9.9702e+02 1.0027e-02 -4.8102e-03 1.9974e+03 9.1861e+02 -3.5499e-03 4.7865e+01 2.6336e-02 2.2817e-02 1.7175e-02 1.2754e+02 8.4957e+01 0.0000e+00 0.0000e+00
1.7614e-03 1.0714e+03 1.2733e-02 -6.0681e-03 2.1460e+03 1.0057e+03 -4.1317e-03 4.7865e+01 3.0978e-02 2.6796e-02 2.0113e-02 1.2752e+02 8.4931e+01 0.0000e+00 0.0000e+00
1.9098e-03 1.1505e+03 1.6141e-02 -7.6470e-03 2.3039e+03 1.0967e+03 -4.8006e-03 4.7864e+01 3.6442e-02 3.1460e-02 2.3542e-02 1.2749e+02 8.4901e+01 0.0000e+00 0.0000e+00
2.0706e-03 1.2347e+03 2.0428e-02 -9.6260e-03 2.4717e+03 1.1917e+03 -5.5668e-03 4.7863e+01 4.2874e-02 3.6921e-02 2.7536e-02 1.2746e+02 8.4866e+01 0.0000e+00 0.0000e+00
