# k[h/Mpc]   P_Zel   P_A    P_W    P_d    P_dd     P_d^2    P_d^2d^2  P_dd^2    P_s^2    P_ds^2    P_d^2s^2   P_s^2s^2   P_D2d     P_dD2d
# 
1.0000e-03 9.4123e+02 4.8270e-03 -2.5217e-03 1.8827e+03 6.9093e+02 -2.9959e-03 1.0286e+02 2.1393e-02 1.8614e-02 1.4184e-02 2.7421e+02 1.8275e+02 0.0000e+00 0.0000e+00
1.0842e-03 1.0136e+03 6.2053e-03 -3.1954e-03 2.0288e+03 7.8789e+02 -3.5081e-03 1.0286e+02 2.5155e-02 2.1880e-02 1.6647e-02 2.7419e+02 1.8273e+02 0.0000e+00 0.0000e+00
1.1756e-03 1.0913e+03 7.9582e-03 -4.0467e-03 2.1853e+03 8.8954e+02 -4.1052e-03 1.0286e+02 2.9580e-02 2.5718e-02 1.9533e-02 2.7417e+02 1.8270e+02 0.0000e+00 0.0000e+00
1.2746e-03 1.1746e+03 1.0184e-02 -5.1216e-03 2.3529e+03 9.9606e+02 -4.8002e-03 1.0286e+02 3.4786e-02 3.0227e-02 2.2914e-02 2.7415e+02 1.8268e+02 0.0000e+00 0.0000e+00
1.3819e-03 1.2639e+03 1.3006e-02 -6.4774e-03 2.5322e+03 1.1076e+03 -5.6079e-03 1.0286e+02 4.0909e-02 3.5521e-02 2.6870e-02 2.7412e+02 1.8264e+02 0.0000e+00 0.0000e+00
1.4983e-03 1.3594e+03 1.6577e-02 -8.1858e-03 2.7237e+03 1.2244e+03 -6.5444e-03 1.0285e+02 4.8113e-02 4.1736e-02 3.1497e-02 2.7409e+02 1.8260e+02 0.0000e+00 0.0000e+00
1.6246e-03 1.4615e+03 2.1090e-02 -1.0336e-02 2.9280e+03 1.3466e+03 -7.6280e-03 1.0285e+02 5.6590e-02 4.9028e-02 3.6904e-02 2.7405e+02 1.8255e+02 0.0000e+00 0.0000e+00
1.7614e-03 1.5705e+03 2.6784e-02 -1.3039e-02 3.1457e+03 1.4743e+03 -8.8781e-03 1.0285e+02 6.6565e-02 5.7579e-02 4.3219e-02 2.7400e+02 1.8250e+02 0.0000e+00 0.0000e+00
1.9098e-03 1.6865e+03 3.3957e-02 -1.6432e-02 3.3773e+03 1.6076e+03 -1.0316e-02 1.0285e+02 7.8306e-02 6.7601e-02 5.0586e-02 2.7395e+02 1.8243e+02 0.0000e+00 0.0000e+00
2.0706e-03 1.8100e+03 4.2977e-02 -2.0684e-02 3.6232e+03 1.7468e+03 -1.1962e-02 1.0285e+02 9.2127e-02 7.9334e-02 5.9169e-02 2.7389e+02 1.8236e+02 0.0000e+00 0.0000e+00
2.2450e-03 1.9409e+03 5.4301e-02 -2.6005e-02 3.8839e+03 1.8919e+03 -1.3838e-02 1.0284e+02 1.0840e-01 9.3058e-02 6.9158e-02 2.7382e+02 1.8227e+02 0.0000e+00 0.0000e+00
2.4341e-03 2.0793e+03 6.8494e-02 -3.2650e-02 4.1597e+03 2.0430e+03 -1.5965e-02 1.0284e+02 1.2756e-01 1.0909e-01 8.0764e-02 2.7374e+02 1.8217e+02 0.0000e+00 0.0000e+00
2.6392e-03 2.2254e+03 8.6248e-02 -4.0933e-02 4.4507e+03 2.2001e+03 -1.8357e-02 1.0284e+02 1.5014e-01 1.2778e-01 9.4226e-02 2.7364e+02 1.8205e+02 0.0000e+00 0.0000e+00
2.8615e-03 2.3791e+03 1.0841e-01 -5.1235e-02 4.7571e+03 2.3632e+03 -2.1025e-02 1.0283e+02 1.7673e-01 1.4954e-01 1.0981e-01 2.7352e+02 1.8191e+02 0.0000e+00 0.0000e+00
3.1025e-03 2.5401e+03 1.3603e-01 -6.4015e-02 5.0787e+03 2.5323e+03 -2.3969e-02 1.0283e+02 2.0808e-01 1.7481e-01 1.2781e-01 2.7339e+02 1.8174e+02 0.0000e+00 0.0000e+00
3.3638e-03 2.7084e+03 1.7036e-01 -7.9830e-02 5.4152e+03 2.7072e+03 -2.7169e-02 1.0282e+02 2.4503e-01 2.0407e-01 1.4856e-01 2.7323e+02 1.8155e+02 0.0000e+00 0.0000e+00
3.6472e-03 2.8837e+03 2.1295e-01 -9.9342e-02 5.7661e+03 2.8877e+03 -3.0585e-02 1.0281e+02 2.8860e-01 2.3784e-01 1.7238e-01 2.7305e+02 1.8133e+02 0.0000e+00 0.0000e+00
3.9544e-03 3.0656e+03 2.6563e-01 -1.2334e-01 6.1306e+03 3.0735e+03 -3.4139e-02 1.0280e+02 3.4000e-01 2.7666e-01 1.9967e-01 2.7283e+02 1.8107e+02 0.0000e+00 0.0000e+00
4.2875e-03 3.2536e+03 3.3063e-01 -1.5276e-01 6.5076e+03 3.2642e+03 -3.7703e-02 1.0279e+02 4.0066e-01 3.2106e-01 2.3078e-01 2.7258e+02 1.8078e+02 0.0000e+00 0.0000e+00
4.6486e-03 3.4473e+03 4.1061e-01 -1.8867e-01 6.8957e+03 3.4592e+03 -4.1079e-02 1.0278e+02 4.7226e-01 3.7156e-01 2.6612e-01 2.7228e+02 1.8043e+02 0.0000e+00 0.0000e+00
5.0402e-03 3.6457e+03 5.0871e-01 -2.3234e-01 7.2930e+03 3.6579e+03 -4.3973e-02 1.0277e+02 5.5681e-01 4.2862e-01 3.0605e-01 2.7194e+02 1.8003e+02 0.0000e+00 0.0000e+00
5.4648e-03 3.8479e+03 6.2865e-01 -2.8519e-01 7.6974e+03 3.8593e+03 -4.5962e-02 1.0275e+02 6.5669e-01 4.9256e-01 3.5091e-01 2.7153e+02 1.7957e+02 0.0000e+00 0.0000e+00
5.9251e-03 4.0523e+03 7.7476e-01 -3.4881e-01 8.1062e+03 4.0624e+03 -4.6450e-02 1.0273e+02 7.7471e-01 5.6356e-01 4.0096e-01 2.7106e+02 1.7905e+02 0.0000e+00 0.0000e+00
6.4242e-03 4.2572e+03 9.5207e-01 -4.2497e-01 8.5163e+03 4.2658e+03 -4.4613e-02 1.0271e+02 9.1419e-01 6.4151e-01 4.5639e-01 2.7052e+02 1.7844e+02 0.0000e+00 0.0000e+00
6.9653e-03 4.4608e+03 1.1664e+00 -5.1558e-01 8.9241e+03 4.4679e+03 -3.9329e-02 1.0269e+02 1.0791e+00 7.2600e-01 5.1720e-01 2.6989e+02 1.7775e+02 0.0000e+00 0.0000e+00
7.5520e-03 4.6612e+03 1.4241e+00 -6.2265e-01 9.3255e+03 4.6669e+03 -2.9097e-02 1.0266e+02 1.2740e+00 8.1620e-01 5.8323e-01 2.6916e+02 1.7696e+02 0.0000e+00 0.0000e+00
8.1881e-03 4.8560e+03 1.7326e+00 -7.4822e-01 9.7157e+03 4.8605e+03 -1.1931e-02 1.0262e+02 1.5044e+00 9.1078e-01 6.5401e-01 2.6831e+02 1.7606e+02 0.0000e+00 0.0000e+00
8.8778e-03 5.0426e+03 2.0995e+00 -8.9422e-01 1.0089e+04 5.0462e+03 1.4755e-02 1.0258e+02 1.7768e+00 1.0078e+00 7.2875e-01 2.6733e+02 1.7504e+02 0.0000e+00 0.0000e+00
9.6256e-03 5.2177e+03 2.5333e+00 -1.0624e+00 1.0440e+04 5.2210e+03 5.4292e-02 1.0253e+02 2.0985e+00 1.1049e+00 8.0623e-01 2.6621e+02 1.7389e+02 0.0000e+00 0.0000e+00
1.0436e-02 5.3780e+03 3.0424e+00 -1.2539e+00 1.0762e+04 5.3816e+03 1.1091e-01 1.0247e+02 2.4782e+00 1.1987e+00 8.8471e-01 2.6492e+02 1.7261e+02 0.0000e+00 0.0000e+00
1.1315e-02 5.5199e+03 3.6351e+00 -1.4696e+00 1.1048e+04 5.5244e+03 1.8989e-01 1.0241e+02 2.9259e+00 1.2855e+00 9.6188e-01 2.6345e+02 1.7116e+02 0.0000e+00 0.0000e+00
1.2269e-02 5.6397e+03 4.3191e+00 -1.7090e+00 1.1289e+04 5.6454e+03 2.9779e-01 1.0233e+02 3.4530e+00 1.3605e+00 1.0348e+00 2.6176e+02 1.6956e+02 0.0000e+00 0.0000e+00
1.3302e-02 5.7329e+03 5.1004e+00 -1.9706e+00 1.1477e+04 5.7404e+03 4.4251e-01 1.0224e+02 4.0722e+00 1.4179e+00 1.0998e+00 2.5985e+02 1.6778e+02 0.0000e+00 0.0000e+00
1.4422e-02 5.7955e+03 5.9833e+00 -2.2509e+00 1.1604e+04 5.8051e+03 6.3350e-01 1.0214e+02 4.7979e+00 1.4506e+00 1.1527e+00 2.5769e+02 1.6583e+02 0.0000e+00 0.0000e+00
1.5637e-02 5.8234e+03 6.9686e+00 -2.5448e+00 1.1662e+04 5.8352e+03 8.8172e-01 1.0202e+02 5.6456e+00 1.4496e+00 1.1887e+00 2.5526e+02 1.6368e+02 0.0000e+00 0.0000e+00
1.6955e-02 5.8125e+03 8.0524e+00 -2.8447e+00 1.1643e+04 5.8267e+03 1.1996e+00 1.0188e+02 6.6318e+00 1.4047e+00 1.2025e+00 2.5253e+02 1.6134e+02 0.0000e+00 0.0000e+00
1.8383e-02 5.7596e+03 9.2258e+00 -3.1407e+00 1.1541e+04 5.7762e+03 1.6007e+00 1.0172e+02 7.7736e+00 1.3049e+00 1.1888e+00 2.4948e+02 1.5879e+02 0.0000e+00 0.0000e+00
1.9931e-02 5.6623e+03 1.0474e+01 -3.4203e+00 1.1349e+04 5.6813e+03 2.0995e+00 1.0153e+02 9.0882e+00 1.1401e+00 1.1425e+00 2.4610e+02 1.5605e+02 0.0000e+00 0.0000e+00
2.1610e-02 5.5194e+03 1.1774e+01 -3.6693e+00 1.1067e+04 5.5410e+03 2.7104e+00 1.0131e+02 1.0591e+01 9.0314e-01 1.0591e+00 2.4238e+02 1.5309e+02 0.0000e+00 0.0000e+00
2.3430e-02 5.3317e+03 1.3100e+01 -3.8726e+00 1.0696e+04 5.3561e+03 3.4470e+00 1.0106e+02 1.2297e+01 5.9050e-01 9.3515e-01 2.3829e+02 1.4993e+02 0.0000e+00 0.0000e+00
2.5404e-02 5.1022e+03 1.4419e+01 -4.0154e+00 1.0241e+04 5.1296e+03 4.3208e+00 1.0077e+02 1.4217e+01 2.0058e-01 7.6864e-01 2.3383e+02 1.4655e+02 0.0000e+00 0.0000e+00
2.7544e-02 4.8365e+03 1.5700e+01 -4.0850e+00 9.7133e+03 4.8671e+03 5.3402e+00 1.0044e+02 1.6356e+01 -2.6837e-01 5.5918e-01 2.2898e+02 1.4297e+02 0.0000e+00 0.0000e+00
2.9864e-02 4.5430e+03 1.6918e+01 -4.0735e+00 9.1304e+03 4.5769e+03 6.5093e+00 1.0006e+02 1.8716e+01 -8.1718e-01 3.0782e-01 2.2376e+02 1.3917e+02 0.0000e+00 0.0000e+00
3.2379e-02 4.2327e+03 1.8056e+01 -3.9791e+00 8.5139e+03 4.2698e+03 7.8280e+00 9.9618e+01 2.1293e+01 -1.4412e+00 1.6398e-02 2.1814e+02 1.3517e+02 0.0000e+00 0.0000e+00
3.5106e-02 3.9184e+03 1.9120e+01 -3.8084e+00 7.8895e+03 3.9588e+03 9.2929e+00 9.9114e+01 2.4080e+01 -2.1318e+00 -3.1357e-01 2.1212e+02 1.3097e+02 0.0000e+00 0.0000e+00
3.8064e-02 3.6139e+03 2.0141e+01 -3.5752e+00 7.2848e+03 3.6576e+03 1.0900e+01 9.8537e+01 2.7066e+01 -2.8874e+00 -6.8241e-01 2.0571e+02 1.2659e+02 0.0000e+00 0.0000e+00
4.1270e-02 3.3321e+03 2.1171e+01 -3.2986e+00 6.7256e+03 3.3792e+03 1.2647e+01 9.7877e+01 3.0248e+01 -3.7179e+00 -1.0938e+00 1.9889e+02 1.2203e+02 0.0000e+00 0.0000e+00
4.4746e-02 3.0830e+03 2.2285e+01 -2.9979e+00 6.2322e+03 3.1339e+03 1.4545e+01 9.7127e+01 3.3626e+01 -4.6325e+00 -1.5558e+00 1.9166e+02 1.1733e+02 0.0000e+00 0.0000e+00
4.8515e-02 2.8716e+03 2.3558e+01 -2.6843e+00 5.8149e+03 2.9268e+03 1.6615e+01 9.6276e+01 3.7214e+01 -5.6468e+00 -2.0801e+00 1.8404e+02 1.1254e+02 0.0000e+00 0.0000e+00
5.2602e-02 2.6963e+03 2.5038e+01 -2.3515e+00 5.4703e+03 2.7562e+03 1.8900e+01 9.5312e+01 4.1041e+01 -6.7884e+00 -2.6789e+00 1.7604e+02 1.0768e+02 0.0000e+00 0.0000e+00
5.7032e-02 2.5468e+03 2.6696e+01 -1.9669e+00 5.1782e+03 2.6120e+03 2.1449e+01 9.4226e+01 4.5134e+01 -8.0659e+00 -3.3599e+00 1.6772e+02 1.0281e+02 0.0000e+00 0.0000e+00
6.1836e-02 2.4052e+03 2.8389e+01 -1.4719e+00 4.9024e+03 2.4762e+03 2.4307e+01 9.3007e+01 4.9509e+01 -9.4734e+00 -4.1177e+00 1.5915e+02 9.7962e+01 0.0000e+00 0.0000e+00
6.7045e-02 2.2494e+03 2.9840e+01 -7.9394e-01 4.5980e+03 2.3259e+03 2.7477e+01 9.1645e+01 5.4130e+01 -1.0967e+01 -4.9265e+00 1.5045e+02 9.3160e+01 0.0000e+00 0.0000e+00
7.2692e-02 2.0610e+03 3.0694e+01 1.1836e-01 4.2273e+03 2.1424e+03 3.0880e+01 9.0129e+01 5.8878e+01 -1.2462e+01 -5.7385e+00 1.4173e+02 8.8407e+01 0.0000e+00 0.0000e+00
7.8815e-02 1.8368e+03 3.0698e+01 1.2462e+00 3.7829e+03 1.9214e+03 3.4339e+01 8.8454e+01 6.3541e+01 -1.3846e+01 -6.4921e+00 1.3310e+02 8.3694e+01 0.0000e+00 0.0000e+00
8.5454e-02 1.5940e+03 2.9890e+01 2.4760e+00 3.2990e+03 1.6802e+03 3.7605e+01 8.6617e+01 6.7851e+01 -1.5025e+01 -7.1347e+00 1.2463e+02 7.9013e+01 0.0000e+00 0.0000e+00
9.2652e-02 1.3667e+03 2.8720e+01 3.6242e+00 2.8445e+03 1.4532e+03 4.0460e+01 8.4618e+01 7.1591e+01 -1.5960e+01 -7.6500e+00 1.1631e+02 7.4375e+01 0.0000e+00 0.0000e+00
1.0046e-01 1.1876e+03 2.7864e+01 4.5382e+00 2.4867e+03 1.2748e+03 4.2849e+01 8.2464e+01 7.4725e+01 -1.6710e+01 -8.0708e+00 1.0810e+02 6.9822e+01 0.0000e+00 0.0000e+00
1.0892e-01 1.0677e+03 2.7792e+01 5.2056e+00 2.2493e+03 1.1569e+03 4.4956e+01 8.0163e+01 7.7452e+01 -1.7389e+01 -8.4596e+00 9.9975e+01 6.5413e+01 0.0000e+00 0.0000e+00
1.1809e-01 9.8654e+02 2.8311e+01 5.7839e+00 2.0909e+03 1.0789e+03 4.7098e+01 7.7722e+01 8.0077e+01 -1.8080e+01 -8.8586e+00 9.1994e+01 6.1191e+01 0.0000e+00 0.0000e+00
1.2804e-01 9.0232e+02 2.8491e+01 6.4861e+00 1.9258e+03 9.9736e+02 4.9415e+01 7.5143e+01 8.2703e+01 -1.8751e+01 -9.2442e+00 8.4301e+01 5.7155e+01 0.0000e+00 0.0000e+00
1.3883e-01 7.8743e+02 2.7429e+01 7.3533e+00 1.6958e+03 8.8256e+02 5.1619e+01 7.2431e+01 8.4999e+01 -1.9245e+01 -9.5294e+00 7.7040e+01 5.3267e+01 0.0000e+00 0.0000e+00
1.5052e-01 6.6051e+02 2.5448e+01 8.1475e+00 1.4385e+03 7.5323e+02 5.3169e+01 6.9599e+01 8.6427e+01 -1.9430e+01 -9.6443e+00 7.0237e+01 4.9501e+01 0.0000e+00 0.0000e+00
1.6320e-01 5.6327e+02 2.3888e+01 8.6270e+00 1.2407e+03 6.5374e+02 5.3899e+01 6.6673e+01 8.6863e+01 -1.9354e+01 -9.6201e+00 6.3803e+01 4.5887e+01 0.0000e+00 0.0000e+00
1.7694e-01 5.0467e+02 2.3309e+01 8.8704e+00 1.1227e+03 5.9476e+02 5.4272e+01 6.3677e+01 8.6808e+01 -1.9193e+01 -9.5512e+00 5.7681e+01 4.2475e+01 0.0000e+00 0.0000e+00
1.9185e-01 4.5169e+02 2.2643e+01 9.1332e+00 1.0159e+03 5.4127e+02 5.4687e+01 6.0624e+01 8.6648e+01 -1.9016e+01 -9.4687e+00 5.1944e+01 3.9263e+01 0.0000e+00 0.0000e+00
2.0801e-01 3.8419e+02 2.1013e+01 9.4096e+00 8.7679e+02 4.7081e+02 5.4796e+01 5.7527e+01 8.6013e+01 -1.8700e+01 -9.3051e+00 4.6676e+01 3.6208e+01 0.0000e+00 0.0000e+00
2.2553e-01 3.2559e+02 1.9389e+01 9.4908e+00 7.5476e+02 4.0867e+02 5.4208e+01 5.4412e+01 8.4545e+01 -1.8177e+01 -9.0289e+00 4.1834e+01 3.3311e+01 0.0000e+00 0.0000e+00
2.4453e-01 2.8666e+02 1.8389e+01 9.4193e+00 6.7363e+02 3.6742e+02 5.3293e+01 5.1305e+01 8.2651e+01 -1.7577e+01 -8.7104e+00 3.7354e+01 3.0602e+01 0.0000e+00 0.0000e+00
2.6512e-01 2.4799e+02 1.7135e+01 9.3253e+00 5.9217e+02 3.2572e+02 5.2276e+01 4.8221e+01 8.0557e+01 -1.6960e+01 -8.3779e+00 3.3261e+01 2.8064e+01 0.0000e+00 0.0000e+00
2.8746e-01 2.1072e+02 1.5694e+01 9.1401e+00 5.1242e+02 2.8457e+02 5.0857e+01 4.5178e+01 7.7973e+01 -1.6243e+01 -7.9895e+00 2.9556e+01 2.5680e+01 0.0000e+00 0.0000e+00
3.1167e-01 1.8269e+02 1.4545e+01 8.8653e+00 4.5185e+02 2.5320e+02 4.9179e+01 4.2199e+01 7.5074e+01 -1.5473e+01 -7.5724e+00 2.6191e+01 2.3461e+01 0.0000e+00 0.0000e+00
3.3792e-01 1.5645e+02 1.3307e+01 8.5464e+00 3.9439e+02 2.2322e+02 4.7358e+01 3.9295e+01 7.1986e+01 -1.4697e+01 -7.1495e+00 2.3157e+01 2.1395e+01 0.0000e+00 0.0000e+00
3.6639e-01 1.3411e+02 1.2139e+01 8.1714e+00 3.4469e+02 1.9711e+02 4.5321e+01 3.6482e+01 6.8652e+01 -1.3884e+01 -6.7072e+00 2.0435e+01 1.9477e+01 0.0000e+00 0.0000e+00
3.9725e-01 1.1500e+02 1.1031e+01 7.7575e+00 3.0152e+02 1.7426e+02 4.3178e+01 3.3773e+01 6.5201e+01 -1.3077e+01 -6.2670e+00 1.7996e+01 1.7701e+01 0.0000e+00 0.0000e+00
4.3071e-01 9.8383e+01 9.9673e+00 7.3119e+00 2.6333e+02 1.5389e+02 4.0928e+01 3.1178e+01 6.1642e+01 -1.2269e+01 -5.8272e+00 1.5821e+01 1.6059e+01 0.0000e+00 0.0000e+00
4.6699e-01 8.4158e+01 8.9657e+00 6.8428e+00 2.3004e+02 1.3598e+02 3.8621e+01 2.8703e+01 5.8041e+01 -1.1477e+01 -5.3967e+00 1.3886e+01 1.4546e+01 0.0000e+00 0.0000e+00
5.0632e-01 7.1931e+01 8.0225e+00 6.3587e+00 2.0086e+02 1.2015e+02 3.6279e+01 2.6355e+01 5.4429e+01 -1.0704e+01 -4.9776e+00 1.2170e+01 1.3155e+01 0.0000e+00 0.0000e+00
5.4897e-01 6.1428e+01 7.1382e+00 5.8663e+00 1.7527e+02 1.0614e+02 3.3931e+01 2.4138e+01 5.0847e+01 -9.9578e+00 -4.5742e+00 1.0651e+01 1.1878e+01 0.0000e+00 0.0000e+00
5.9521e-01 5.2427e+01 6.3132e+00 5.3725e+00 1.5287e+02 9.3759e+01 3.1599e+01 2.2052e+01 4.7325e+01 -9.2408e+00 -4.1884e+00 9.3103e+00 1.0708e+01 0.0000e+00 0.0000e+00
6.4535e-01 4.4711e+01 5.5462e+00 4.8823e+00 1.3321e+02 8.2796e+01 2.9304e+01 2.0099e+01 4.3888e+01 -8.5565e+00 -3.8221e+00 8.1291e+00 9.6391e+00 0.0000e+00 0.0000e+00
6.9971e-01 3.8099e+01 4.8358e+00 4.4004e+00 1.1597e+02 7.3082e+01 2.7061e+01 1.8277e+01 4.0559e+01 -7.9066e+00 -3.4765e+00 7.0901e+00 8.6638e+00 0.0000e+00 0.0000e+00
7.5865e-01 3.2436e+01 4.1802e+00 3.9302e+00 1.0084e+02 6.4466e+01 2.4884e+01 1.6583e+01 3.7354e+01 -7.2919e+00 -3.1521e+00 6.1778e+00 7.7758e+00 0.0000e+00 0.0000e+00
8.2255e-01 2.7586e+01 3.5774e+00 3.4750e+00 8.7538e+01 5.6817e+01 2.2783e+01 1.5014e+01 3.4285e+01 -6.7126e+00 -2.8489e+00 5.3777e+00 6.9686e+00 0.0000e+00 0.0000e+00
8.9184e-01 2.3432e+01 3.0255e+00 3.0378e+00 7.5847e+01 5.0019e+01 2.0767e+01 1.3564e+01 3.1362e+01 -6.1681e+00 -2.5669e+00 4.6768e+00 6.2361e+00 0.0000e+00 0.0000e+00
9.6696e-01 1.9875e+01 2.5224e+00 2.6211e+00 6.5562e+01 4.3972e+01 1.8841e+01 1.2229e+01 2.8590e+01 -5.6574e+00 -2.3055e+00 4.0634e+00 5.5724e+00 0.0000e+00 0.0000e+00
1.0484e+00 1.6828e+01 2.0662e+00 2.2273e+00 5.6511e+01 3.8587e+01 1.7011e+01 1.1003e+01 2.5973e+01 -5.1793e+00 -2.0640e+00 3.5270e+00 4.9718e+00 0.0000e+00 0.0000e+00
1.1367e+00 1.4219e+01 1.6552e+00 1.8585e+00 4.8544e+01 3.3788e+01 1.5278e+01 9.8801e+00 2.3511e+01 -4.7321e+00 -1.8416e+00 3.0582e+00 4.4292e+00 0.0000e+00 0.0000e+00
1.2325e+00 1.1985e+01 1.2877e+00 1.5169e+00 4.1535e+01 2.9510e+01 1.3646e+01 8.8536e+00 2.1203e+01 -4.3141e+00 -1.6373e+00 2.6487e+00 3.9396e+00 0.0000e+00 0.0000e+00
1.3363e+00 1.0072e+01 9.6214e-01 1.2041e+00 3.5372e+01 2.5696e+01 1.2116e+01 7.9174e+00 1.9048e+01 -3.9235e+00 -1.4503e+00 2.2911e+00 3.4982e+00 0.0000e+00 0.0000e+00
1.4488e+00 8.4371e+00 6.7720e-01 9.2204e-01 2.9963e+01 2.2296e+01 1.0688e+01 7.0653e+00 1.7042e+01 -3.5586e+00 -1.2795e+00 1.9790e+00 3.1009e+00 0.0000e+00 0.0000e+00
