# k[h/Mpc]   P_Zel   P_A    P_W    P_d    P_dd     P_d^2    P_d^2d^2  P_dd^2    P_s^2    P_ds^2    P_d^2s^2   P_s^2s^2   P_D2d     P_dD2d
# 
1.0000e-03 5.1426e+02 1.4884e-03 -7.5279e-04 1.0287e+03 3.7750e+02 -8.9436e-04 3.0706e+01 6.3864e-03 5.5567e-03 4.2343e-03 8.1857e+01 5.4556e+01 0.0000e+00 0.0000e+00
1.0842e-03 5.5381e+02 1.9125e-03 -9.5391e-04 1.1085e+03 4.3048e+02 -1.0473e-03 3.0706e+01 7.5095e-03 6.5319e-03 4.9696e-03 8.1852e+01 5.4549e+01 0.0000e+00 0.0000e+00
1.1756e-03 5.9625e+02 2.4518e-03 -1.2081e-03 1.1940e+03 4.8602e+02 -1.2255e-03 3.0706e+01 8.8305e-03 7.6776e-03 5.8313e-03 8.1846e+01 5.4542e+01 0.0000e+00 0.0000e+00
1.2746e-03 6.4177e+02 3.1364e-03 -1.5289e-03 1.2856e+03 5.4422e+02 -1.4330e-03 3.0705e+01 1.0384e-02 9.0235e-03 6.8403e-03 8.1840e+01 5.4533e+01 0.0000e+00 0.0000e+00
1.3819e-03 6.9055e+02 4.0042e-03 -1.9337e-03 1.3835e+03 6.0518e+02 -1.6741e-03 3.0705e+01 1.2212e-02 1.0604e-02 8.0213e-03 8.1831e+01 5.4523e+01 0.0000e+00 0.0000e+00
1.4983e-03 7.4274e+02 5.1025e-03 -2.4437e-03 1.4882e+03 6.6898e+02 -1.9537e-03 3.0705e+01 1.4363e-02 1.2459e-02 9.4026e-03 8.1822e+01 5.4511e+01 0.0000e+00 0.0000e+00
1.6246e-03 7.9853e+02 6.4903e-03 -3.0856e-03 1.5998e+03 7.3573e+02 -2.2772e-03 3.0704e+01 1.6894e-02 1.4636e-02 1.1017e-02 8.1811e+01 5.4497e+01 0.0000e+00 0.0000e+00
1.7614e-03 8.5807e+02 8.2414e-03 -3.8925e-03 1.7187e+03 8.0550e+02 -2.6504e-03 3.0704e+01 1.9871e-02 1.7189e-02 1.2902e-02 8.1798e+01 5.4481e+01 0.0000e+00 0.0000e+00
1.9098e-03 9.2150e+02 1.0447e-02 -4.9054e-03 1.8453e+03 8.7838e+02 -3.0795e-03 3.0703e+01 2.3376e-02 2.0181e-02 1.5101e-02 8.1782e+01 5.4462e+01 0.0000e+00 0.0000e+00
2.0706e-03 9.8893e+02 1.3221e-02 -6.1748e-03 1.9796e+03 9.5443e+02 -3.5709e-03 3.0702e+01 2.7502e-02 2.3684e-02 1.7664e-02 8.1764e+01 5.4439e+01 0.0000e+00 0.0000e+00
2.2450e-03 1.0605e+03 1.6704e-02 -7.7633e-03 2.1221e+03 1.0337e+03 -4.1311e-03 3.0702e+01 3.2360e-02 2.7781e-02 2.0646e-02 8.1743e+01 5.4413e+01 0.0000e+00 0.0000e+00
2.4341e-03 1.1361e+03 2.1069e-02 -9.7472e-03 2.2728e+03 1.1163e+03 -4.7659e-03 3.0701e+01 3.8081e-02 3.2566e-02 2.4110e-02 8.1718e+01 5.4382e+01 0.0000e+00 0.0000e+00
2.6392e-03 1.2159e+03 2.6529e-02 -1.2220e-02 2.4318e+03 1.2021e+03 -5.4801e-03 3.0700e+01 4.4820e-02 3.8147e-02 2.8129e-02 8.1689e+01 5.4346e+01 0.0000e+00 0.0000e+00
2.8615e-03 1.2999e+03 3.3347e-02 -1.5295e-02 2.5992e+03 1.2912e+03 -6.2767e-03 3.0698e+01 5.2760e-02 4.4644e-02 3.2782e-02 8.1655e+01 5.4305e+01 0.0000e+00 0.0000e+00
3.1025e-03 1.3879e+03 4.1842e-02 -1.9111e-02 2.7749e+03 1.3836e+03 -7.1554e-03 3.0697e+01 6.2117e-02 5.2188e-02 3.8157e-02 8.1614e+01 5.4256e+01 0.0000e+00 0.0000e+00
3.3638e-03 1.4799e+03 5.2404e-02 -2.3832e-02 2.9588e+03 1.4791e+03 -8.1109e-03 3.0695e+01 7.3148e-02 6.0924e-02 4.4349e-02 8.1567e+01 5.4199e+01 0.0000e+00 0.0000e+00
3.6472e-03 1.5756e+03 6.5505e-02 -2.9658e-02 3.1505e+03 1.5778e+03 -9.1308e-03 3.0693e+01 8.6157e-02 7.1006e-02 5.1463e-02 8.1512e+01 5.4133e+01 0.0000e+00 0.0000e+00
3.9544e-03 1.6750e+03 8.1716e-02 -3.6823e-02 3.3497e+03 1.6793e+03 -1.0192e-02 3.0690e+01 1.0150e-01 8.2595e-02 5.9608e-02 8.1448e+01 5.4057e+01 0.0000e+00 0.0000e+00
4.2875e-03 1.7778e+03 1.0172e-01 -4.5605e-02 3.5557e+03 1.7835e+03 -1.1256e-02 3.0687e+01 1.1961e-01 9.5852e-02 6.8899e-02 8.1373e+01 5.3968e+01 0.0000e+00 0.0000e+00
4.6486e-03 1.8837e+03 1.2634e-01 -5.6328e-02 3.7677e+03 1.8900e+03 -1.2264e-02 3.0684e+01 1.4099e-01 1.1093e-01 7.9450e-02 8.1285e+01 5.3865e+01 0.0000e+00 0.0000e+00
5.0402e-03 1.9921e+03 1.5654e-01 -6.9366e-02 3.9848e+03 1.9986e+03 -1.3128e-02 3.0680e+01 1.6623e-01 1.2797e-01 9.1372e-02 8.1183e+01 5.3747e+01 0.0000e+00 0.0000e+00
5.4648e-03 2.1026e+03 1.9347e-01 -8.5145e-02 4.2058e+03 2.1086e+03 -1.3722e-02 3.0675e+01 1.9605e-01 1.4706e-01 1.0477e-01 8.1063e+01 5.3610e+01 0.0000e+00 0.0000e+00
5.9251e-03 2.2143e+03 2.3848e-01 -1.0414e-01 4.4292e+03 2.2195e+03 -1.3867e-02 3.0669e+01 2.3129e-01 1.6826e-01 1.1971e-01 8.0924e+01 5.3452e+01 0.0000e+00 0.0000e+00
6.4242e-03 2.3264e+03 2.9311e-01 -1.2688e-01 4.6533e+03 2.3307e+03 -1.3319e-02 3.0663e+01 2.7293e-01 1.9154e-01 1.3626e-01 8.0762e+01 5.3272e+01 0.0000e+00 0.0000e+00
6.9653e-03 2.4377e+03 3.5914e-01 -1.5394e-01 4.8762e+03 2.4411e+03 -1.1741e-02 3.0655e+01 3.2217e-01 2.1678e-01 1.5442e-01 8.0575e+01 5.3066e+01 0.0000e+00 0.0000e+00
7.5520e-03 2.5472e+03 4.3860e-01 -1.8591e-01 5.0955e+03 2.5498e+03 -8.6859e-03 3.0646e+01 3.8037e-01 2.4372e-01 1.7414e-01 8.0357e+01 5.2830e+01 0.0000e+00 0.0000e+00
8.1881e-03 2.6538e+03 5.3372e-01 -2.2341e-01 5.3087e+03 2.6556e+03 -3.5599e-03 3.0636e+01 4.4918e-01 2.7197e-01 1.9529e-01 8.0106e+01 5.2563e+01 0.0000e+00 0.0000e+00
8.8778e-03 2.7559e+03 6.4694e-01 -2.6702e-01 5.5130e+03 2.7570e+03 4.4096e-03 3.0624e+01 5.3050e-01 3.0097e-01 2.1761e-01 7.9816e+01 5.2260e+01 0.0000e+00 0.0000e+00
9.6256e-03 2.8517e+03 7.8083e-01 -3.1724e-01 5.7049e+03 2.8525e+03 1.6218e-02 3.0610e+01 6.2656e-01 3.2997e-01 2.4076e-01 7.9482e+01 5.1919e+01 0.0000e+00 0.0000e+00
1.0436e-02 2.9395e+03 9.3806e-01 -3.7447e-01 5.8809e+03 2.9402e+03 3.3127e-02 3.0593e+01 7.3997e-01 3.5803e-01 2.6421e-01 7.9099e+01 5.1536e+01 0.0000e+00 0.0000e+00
1.1315e-02 3.0172e+03 1.1212e+00 -4.3891e-01 6.0369e+03 3.0182e+03 5.6722e-02 3.0574e+01 8.7369e-01 3.8399e-01 2.8728e-01 7.8660e+01 5.1107e+01 0.0000e+00 0.0000e+00
1.2269e-02 3.0829e+03 1.3327e+00 -5.1044e-01 6.1687e+03 3.0843e+03 8.8954e-02 3.0551e+01 1.0311e+00 4.0644e-01 3.0908e-01 7.8160e+01 5.0629e+01 0.0000e+00 0.0000e+00
1.3302e-02 3.1341e+03 1.5745e+00 -5.8860e-01 6.2717e+03 3.1362e+03 1.3220e-01 3.0525e+01 1.2161e+00 4.2365e-01 3.2854e-01 7.7593e+01 5.0101e+01 0.0000e+00 0.0000e+00
1.4422e-02 3.1687e+03 1.8480e+00 -6.7241e-01 6.3414e+03 3.1714e+03 1.8927e-01 3.0495e+01 1.4329e+00 4.3348e-01 3.4438e-01 7.6950e+01 4.9518e+01 0.0000e+00 0.0000e+00
1.5637e-02 3.1843e+03 2.1535e+00 -7.6029e-01 6.3732e+03 3.1878e+03 2.6346e-01 3.0460e+01 1.6862e+00 4.3329e-01 3.5517e-01 7.6227e+01 4.8880e+01 0.0000e+00 0.0000e+00
1.6955e-02 3.1787e+03 2.4901e+00 -8.4998e-01 6.3630e+03 3.1830e+03 3.5849e-01 3.0419e+01 1.9810e+00 4.2001e-01 3.5936e-01 7.5416e+01 4.8183e+01 0.0000e+00 0.0000e+00
1.8383e-02 3.1503e+03 2.8549e+00 -9.3852e-01 6.3071e+03 3.1553e+03 4.7844e-01 3.0372e+01 2.3223e+00 3.9034e-01 3.5534e-01 7.4512e+01 4.7426e+01 0.0000e+00 0.0000e+00
1.9931e-02 3.0975e+03 3.2435e+00 -1.0222e+00 6.2026e+03 3.1033e+03 6.2765e-01 3.0317e+01 2.7154e+00 3.4127e-01 3.4159e-01 7.3509e+01 4.6609e+01 0.0000e+00 0.0000e+00
2.1610e-02 3.0200e+03 3.6494e+00 -1.0968e+00 6.0486e+03 3.0265e+03 8.1046e-01 3.0254e+01 3.1650e+00 2.7066e-01 3.1675e-01 7.2402e+01 4.5730e+01 0.0000e+00 0.0000e+00
2.3430e-02 2.9179e+03 4.0641e+00 -1.1577e+00 5.8457e+03 2.9252e+03 1.0310e+00 3.0180e+01 3.6754e+00 1.7745e-01 2.7979e-01 7.1187e+01 4.4789e+01 0.0000e+00 0.0000e+00
2.5404e-02 2.7930e+03 4.4779e+00 -1.2005e+00 5.5970e+03 2.8011e+03 1.2927e+00 3.0096e+01 4.2499e+00 6.1136e-02 2.3011e-01 6.9862e+01 4.3786e+01 0.0000e+00 0.0000e+00
2.7544e-02 2.6483e+03 4.8813e+00 -1.2215e+00 5.3088e+03 2.6574e+03 1.5982e+00 2.9999e+01 4.8905e+00 -7.8808e-02 1.6757e-01 6.8424e+01 4.2720e+01 0.0000e+00 0.0000e+00
2.9864e-02 2.4883e+03 5.2660e+00 -1.2181e+00 4.9902e+03 2.4984e+03 1.9489e+00 2.9887e+01 5.5976e+00 -2.4265e-01 9.2470e-02 6.6872e+01 4.1592e+01 0.0000e+00 0.0000e+00
3.2379e-02 2.3191e+03 5.6277e+00 -1.1898e+00 4.6530e+03 2.3302e+03 2.3447e+00 2.9759e+01 6.3704e+00 -4.2904e-01 5.3507e-03 6.5203e+01 4.0402e+01 0.0000e+00 0.0000e+00
3.5106e-02 2.1476e+03 5.9681e+00 -1.1384e+00 4.3114e+03 2.1597e+03 2.7849e+00 2.9611e+01 7.2065e+00 -6.3536e-01 -9.3357e-02 6.3418e+01 3.9153e+01 0.0000e+00 0.0000e+00
3.8064e-02 1.9815e+03 6.2962e+00 -1.0681e+00 3.9805e+03 1.9946e+03 3.2683e+00 2.9443e+01 8.1035e+00 -8.6124e-01 -2.0378e-01 6.1513e+01 3.7848e+01 0.0000e+00 0.0000e+00
4.1270e-02 1.8278e+03 6.6294e+00 -9.8458e-01 3.6744e+03 1.8419e+03 3.7948e+00 2.9250e+01 9.0599e+00 -1.1096e+00 -3.2706e-01 5.9487e+01 3.6493e+01 0.0000e+00 0.0000e+00
4.4746e-02 1.6919e+03 6.9913e+00 -8.9346e-01 3.4042e+03 1.7072e+03 4.3672e+00 2.9031e+01 1.0077e+01 -1.3834e+00 -4.6563e-01 5.7341e+01 3.5096e+01 0.0000e+00 0.0000e+00
4.8515e-02 1.5768e+03 7.4063e+00 -7.9802e-01 3.1756e+03 1.5934e+03 4.9931e+00 2.8782e+01 1.1158e+01 -1.6872e+00 -6.2306e-01 5.5075e+01 3.3669e+01 0.0000e+00 0.0000e+00
5.2602e-02 1.4815e+03 7.8903e+00 -6.9628e-01 2.9869e+03 1.4995e+03 5.6848e+00 2.8500e+01 1.2313e+01 -2.0295e+00 -8.0319e-01 5.2698e+01 3.2224e+01 0.0000e+00 0.0000e+00
5.7032e-02 1.4004e+03 8.4356e+00 -5.7824e-01 2.8269e+03 1.4200e+03 6.4585e+00 2.8182e+01 1.3551e+01 -2.4133e+00 -1.0084e+00 5.0222e+01 3.0775e+01 0.0000e+00 0.0000e+00
6.1836e-02 1.3237e+03 8.9980e+00 -4.2584e-01 2.6759e+03 1.3451e+03 7.3279e+00 2.7826e+01 1.4877e+01 -2.8368e+00 -1.2372e+00 4.7673e+01 2.9332e+01 0.0000e+00 0.0000e+00
6.7045e-02 1.2392e+03 9.4890e+00 -2.1665e-01 2.5090e+03 1.2622e+03 8.2947e+00 2.7427e+01 1.6281e+01 -3.2872e+00 -1.4822e+00 4.5081e+01 2.7902e+01 0.0000e+00 0.0000e+00
7.2692e-02 1.1364e+03 9.7939e+00 6.5591e-02 2.3055e+03 1.1610e+03 9.3365e+00 2.6983e+01 1.7728e+01 -3.7390e+00 -1.7288e+00 4.2484e+01 2.6487e+01 0.0000e+00 0.0000e+00
7.8815e-02 1.0135e+03 9.8276e+00 4.1586e-01 2.0609e+03 1.0390e+03 1.0400e+01 2.6492e+01 1.9154e+01 -4.1585e+00 -1.9586e+00 3.9913e+01 2.5083e+01 0.0000e+00 0.0000e+00
8.5454e-02 8.7976e+02 9.5979e+00 7.9990e-01 1.7940e+03 9.0580e+02 1.1411e+01 2.5953e+01 2.0479e+01 -4.5162e+00 -2.1555e+00 3.7387e+01 2.3688e+01 0.0000e+00 0.0000e+00
9.2652e-02 7.5418e+02 9.2482e+00 1.1614e+00 1.5429e+03 7.8036e+02 1.2300e+01 2.5366e+01 2.1636e+01 -4.8004e+00 -2.3142e+00 3.4905e+01 2.2305e+01 0.0000e+00 0.0000e+00
1.0046e-01 6.5530e+02 9.0020e+00 1.4525e+00 1.3454e+03 6.8172e+02 1.3052e+01 2.4733e+01 2.2613e+01 -5.0285e+00 -2.4446e+00 3.2453e+01 2.0946e+01 0.0000e+00 0.0000e+00
1.0892e-01 5.8968e+02 9.0207e+00 1.6691e+00 1.2149e+03 6.1673e+02 1.3722e+01 2.4056e+01 2.3470e+01 -5.2357e+00 -2.5660e+00 3.0024e+01 1.9629e+01 0.0000e+00 0.0000e+00
1.1809e-01 5.4596e+02 9.2484e+00 1.8605e+00 1.1289e+03 5.7406e+02 1.4409e+01 2.3337e+01 2.4303e+01 -5.4483e+00 -2.6917e+00 2.7634e+01 1.8368e+01 0.0000e+00 0.0000e+00
1.2804e-01 5.0041e+02 9.3716e+00 2.0952e+00 1.0389e+03 5.2938e+02 1.5159e+01 2.2577e+01 2.5147e+01 -5.6564e+00 -2.8149e+00 2.5326e+01 1.7162e+01 0.0000e+00 0.0000e+00
1.3883e-01 4.3676e+02 9.0686e+00 2.3873e+00 9.1168e+02 4.6582e+02 1.5884e+01 2.1777e+01 2.5899e+01 -5.8117e+00 -2.9081e+00 2.3147e+01 1.6000e+01 0.0000e+00 0.0000e+00
1.5052e-01 3.6542e+02 8.4351e+00 2.6592e+00 7.6794e+02 3.9378e+02 1.6410e+01 2.0940e+01 2.6386e+01 -5.8705e+00 -2.9487e+00 2.1105e+01 1.4872e+01 0.0000e+00 0.0000e+00
1.6320e-01 3.1096e+02 7.9461e+00 2.8297e+00 6.5805e+02 3.3864e+02 1.6681e+01 2.0073e+01 2.6565e+01 -5.8470e+00 -2.9458e+00 1.9171e+01 1.3788e+01 0.0000e+00 0.0000e+00
1.7694e-01 2.7925e+02 7.8221e+00 2.9246e+00 5.9457e+02 3.0691e+02 1.6843e+01 1.9185e+01 2.6596e+01 -5.7977e+00 -2.9296e+00 1.7327e+01 1.2765e+01 0.0000e+00 0.0000e+00
1.9185e-01 2.5068e+02 7.6757e+00 3.0327e+00 5.3733e+02 2.7828e+02 1.7030e+01 1.8278e+01 2.6606e+01 -5.7459e+00 -2.9109e+00 1.5595e+01 1.1802e+01 0.0000e+00 0.0000e+00
2.0801e-01 2.1252e+02 7.1532e+00 3.1512e+00 4.5978e+02 2.3924e+02 1.7128e+01 1.7357e+01 2.6475e+01 -5.6509e+00 -2.8670e+00 1.4005e+01 1.0884e+01 0.0000e+00 0.0000e+00
2.2553e-01 1.7927e+02 6.6236e+00 3.2011e+00 3.9179e+02 2.0491e+02 1.6997e+01 1.6428e+01 2.6073e+01 -5.4874e+00 -2.7859e+00 1.2543e+01 1.0013e+01 0.0000e+00 0.0000e+00
2.4453e-01 1.5824e+02 6.3545e+00 3.1994e+00 3.4887e+02 1.8324e+02 1.6762e+01 1.5500e+01 2.5537e+01 -5.2992e+00 -2.6915e+00 1.1186e+01 9.1977e+00 0.0000e+00 0.0000e+00
2.6512e-01 1.3679e+02 5.9750e+00 3.1977e+00 3.0478e+02 1.6092e+02 1.6506e+01 1.4577e+01 2.4949e+01 -5.1082e+00 -2.5940e+00 9.9462e+00 8.4338e+00 0.0000e+00 0.0000e+00
2.8746e-01 1.1554e+02 5.4989e+00 3.1627e+00 2.6067e+02 1.3848e+02 1.6112e+01 1.3664e+01 2.4196e+01 -4.8828e+00 -2.4770e+00 8.8239e+00 7.7148e+00 0.0000e+00 0.0000e+00
3.1167e-01 1.0026e+02 5.1596e+00 3.0953e+00 2.2879e+02 1.2222e+02 1.5633e+01 1.2768e+01 2.3340e+01 -4.6393e+00 -2.3501e+00 7.8035e+00 7.0459e+00 0.0000e+00 0.0000e+00
3.3792e-01 8.5535e+01 4.7633e+00 3.0166e+00 1.9782e+02 1.0636e+02 1.5111e+01 1.1894e+01 2.2426e+01 -4.3957e+00 -2.2220e+00 6.8834e+00 6.4224e+00 0.0000e+00 0.0000e+00
3.6639e-01 7.3097e+01 4.3925e+00 2.9152e+00 1.7141e+02 9.2771e+01 1.4510e+01 1.1045e+01 2.1424e+01 -4.1378e+00 -2.0859e+00 6.0581e+00 5.8429e+00 0.0000e+00 0.0000e+00
3.9725e-01 6.2512e+01 4.0425e+00 2.8016e+00 1.4873e+02 8.1053e+01 1.3876e+01 1.0226e+01 2.0385e+01 -3.8827e+00 -1.9507e+00 5.3187e+00 5.3064e+00 0.0000e+00 0.0000e+00
4.3071e-01 5.3279e+01 3.7014e+00 2.6754e+00 1.2873e+02 7.0667e+01 1.3201e+01 9.4399e+00 1.9305e+01 -3.6264e+00 -1.8146e+00 4.6603e+00 4.8102e+00 0.0000e+00 0.0000e+00
4.6699e-01 4.5419e+01 3.3811e+00 2.5406e+00 1.1152e+02 6.1679e+01 1.2507e+01 8.6893e+00 1.8208e+01 -3.3759e+00 -1.6814e+00 4.0750e+00 4.3529e+00 0.0000e+00 0.0000e+00
5.0632e-01 3.8682e+01 3.0785e+00 2.3992e+00 9.6583e+01 5.3835e+01 1.1796e+01 7.9763e+00 1.7103e+01 -3.1313e+00 -1.5511e+00 3.5569e+00 3.9322e+00 0.0000e+00 0.0000e+00
5.4897e-01 3.2909e+01 2.7938e+00 2.2540e+00 8.3615e+01 4.6984e+01 1.1082e+01 7.3020e+00 1.6004e+01 -2.8959e+00 -1.4257e+00 3.0995e+00 3.5462e+00 0.0000e+00 0.0000e+00
5.9521e-01 2.7990e+01 2.5282e+00 2.1073e+00 7.2408e+01 4.1026e+01 1.0371e+01 6.6675e+00 1.4922e+01 -2.6705e+00 -1.3058e+00 2.6968e+00 3.1929e+00 0.0000e+00 0.0000e+00
6.4535e-01 2.3792e+01 2.2810e+00 1.9611e+00 6.2701e+01 3.5830e+01 9.6697e+00 6.0729e+00 1.3864e+01 -2.4562e+00 -1.1919e+00 2.3431e+00 2.8702e+00 0.0000e+00 0.0000e+00
