# k[h/Mpc]   P_Zel   P_A    P_W    P_d    P_dd     P_d^2    P_d^2d^2  P_dd^2    P_s^2    P_ds^2    P_d^2s^2   P_s^2s^2   P_D2d     P_dD2d
# 
1.0000e-03 2.1270e+03 2.2396e-02 -1.2878e-02 4.2546e+03 1.5614e+03 -1.5300e-02 5.2529e+02 1.0925e-01 9.5059e-02 7.2436e-02 1.4003e+03 9.3329e+02 0.0000e+00 0.0000e+00
1.0842e-03 2.2906e+03 2.8836e-02 -1.6319e-02 4.5847e+03 1.7805e+03 -1.7916e-02 5.2529e+02 1.2847e-01 1.1174e-01 8.5015e-02 1.4003e+03 9.3318e+02 0.0000e+00 0.0000e+00
1.1756e-03 2.4661e+03 3.7029e-02 -2.0666e-02 4.9385e+03 2.0102e+03 -2.0965e-02 5.2529e+02 1.5106e-01 1.3134e-01 9.9755e-02 1.4002e+03 9.3305e+02 0.0000e+00 0.0000e+00
1.2746e-03 2.6544e+03 4.7438e-02 -2.6155e-02 5.3173e+03 2.2509e+03 -2.4514e-02 5.2528e+02 1.7765e-01 1.5436e-01 1.1702e-01 1.4000e+03 9.3290e+02 0.0000e+00 0.0000e+00
1.3819e-03 2.8561e+03 6.0637e-02 -3.3079e-02 5.7224e+03 2.5031e+03 -2.8638e-02 5.2527e+02 2.0892e-01 1.8140e-01 1.3722e-01 1.3999e+03 9.3273e+02 0.0000e+00 0.0000e+00
1.4983e-03 3.0720e+03 7.7346e-02 -4.1803e-02 6.1551e+03 2.7670e+03 -3.3421e-02 5.2527e+02 2.4571e-01 2.1313e-01 1.6085e-01 1.3997e+03 9.3252e+02 0.0000e+00 0.0000e+00
1.6246e-03 3.3027e+03 9.8465e-02 -5.2784e-02 6.6168e+03 3.0430e+03 -3.8955e-02 5.2526e+02 2.8900e-01 2.5037e-01 1.8846e-01 1.3995e+03 9.3228e+02 0.0000e+00 0.0000e+00
1.7614e-03 3.5489e+03 1.2511e-01 -6.6587e-02 7.1087e+03 3.3316e+03 -4.5339e-02 5.2525e+02 3.3994e-01 2.9404e-01 2.2071e-01 1.3993e+03 9.3200e+02 0.0000e+00 0.0000e+00
1.9098e-03 3.8112e+03 1.5868e-01 -8.3913e-02 7.6321e+03 3.6330e+03 -5.2679e-02 5.2524e+02 3.9989e-01 3.4522e-01 2.5833e-01 1.3990e+03 9.3166e+02 0.0000e+00 0.0000e+00
2.0706e-03 4.0901e+03 2.0089e-01 -1.0563e-01 8.1878e+03 3.9476e+03 -6.1086e-02 5.2523e+02 4.7047e-01 4.0513e-01 3.0216e-01 1.3987e+03 9.3128e+02 0.0000e+00 0.0000e+00
2.2450e-03 4.3858e+03 2.5388e-01 -1.3280e-01 8.7769e+03 4.2755e+03 -7.0668e-02 5.2521e+02 5.5357e-01 4.7521e-01 3.5317e-01 1.3984e+03 9.3082e+02 0.0000e+00 0.0000e+00
2.4341e-03 4.6987e+03 3.2027e-01 -1.6673e-01 9.4001e+03 4.6169e+03 -8.1526e-02 5.2519e+02 6.5144e-01 5.5707e-01 4.1243e-01 1.3979e+03 9.3029e+02 0.0000e+00 0.0000e+00
2.6392e-03 5.0288e+03 4.0332e-01 -2.0903e-01 1.0058e+04 4.9720e+03 -9.3743e-02 5.2517e+02 7.6671e-01 6.5252e-01 4.8117e-01 1.3974e+03 9.2968e+02 0.0000e+00 0.0000e+00
2.8615e-03 5.3759e+03 5.0698e-01 -2.6163e-01 1.0750e+04 5.3406e+03 -1.0737e-01 5.2515e+02 9.0252e-01 7.6363e-01 5.6075e-01 1.3968e+03 9.2895e+02 0.0000e+00 0.0000e+00
3.1025e-03 5.7398e+03 6.3610e-01 -3.2689e-01 1.1477e+04 5.7227e+03 -1.2240e-01 5.2512e+02 1.0626e+00 8.9265e-01 6.5267e-01 1.3961e+03 9.2811e+02 0.0000e+00 0.0000e+00
