# k[h/Mpc]   P_Zel   P_A    P_W    P_d    P_dd     P_d^2    P_d^2d^2  P_dd^2    P_s^2    P_ds^2    P_d^2s^2   P_s^2s^2   P_D2d     P_dD2d
# 
1.0000e-03 1.7701e+03 1.5981e-02 -8.9189e-03 3.5407e+03 1.2994e+03 -1.0596e-02 3.6380e+02 7.5664e-02 6.5835e-02 5.0167e-02 9.6983e+02 6.4637e+02 0.0000e+00 0.0000e+00
1.0842e-03 1.9062e+03 2.0566e-02 -1.1302e-02 3.8154e+03 1.4817e+03 -1.2408e-02 3.6380e+02 8.8971e-02 7.7388e-02 5.8879e-02 9.6977e+02 6.4629e+02 0.0000e+00 0.0000e+00
1.1756e-03 2.0523e+03 2.6398e-02 -1.4313e-02 4.1099e+03 1.6729e+03 -1.4520e-02 3.6380e+02 1.0462e-01 9.0962e-02 6.9087e-02 9.6970e+02 6.4620e+02 0.0000e+00 0.0000e+00
1.2746e-03 2.2090e+03 3.3807e-02 -1.8114e-02 4.4251e+03 1.8732e+03 -1.6978e-02 3.6379e+02 1.2303e-01 1.0691e-01 8.1042e-02 9.6962e+02 6.4610e+02 0.0000e+00 0.0000e+00
1.3819e-03 2.3769e+03 4.3200e-02 -2.2910e-02 4.7622e+03 2.0831e+03 -1.9834e-02 3.6379e+02 1.4469e-01 1.2563e-01 9.5033e-02 9.6952e+02 6.4598e+02 0.0000e+00 0.0000e+00
1.4983e-03 2.5565e+03 5.5091e-02 -2.8952e-02 5.1223e+03 2.3027e+03 -2.3147e-02 3.6378e+02 1.7017e-01 1.4761e-01 1.1140e-01 9.6941e+02 6.4583e+02 0.0000e+00 0.0000e+00
1.6246e-03 2.7485e+03 7.0119e-02 -3.6557e-02 5.5066e+03 2.5324e+03 -2.6979e-02 3.6378e+02 2.0015e-01 1.7340e-01 1.3052e-01 9.6927e+02 6.4567e+02 0.0000e+00 0.0000e+00
1.7614e-03 2.9535e+03 8.9081e-02 -4.6116e-02 5.9160e+03 2.7726e+03 -3.1400e-02 3.6377e+02 2.3543e-01 2.0365e-01 1.5286e-01 9.6911e+02 6.4547e+02 0.0000e+00 0.0000e+00
1.9098e-03 3.1717e+03 1.1297e-01 -5.8116e-02 6.3515e+03 3.0234e+03 -3.6484e-02 3.6376e+02 2.7696e-01 2.3909e-01 1.7891e-01 9.6893e+02 6.4524e+02 0.0000e+00 0.0000e+00
2.0706e-03 3.4038e+03 1.4300e-01 -7.3155e-02 6.8140e+03 3.2852e+03 -4.2307e-02 3.6376e+02 3.2584e-01 2.8059e-01 2.0927e-01 9.6871e+02 6.4498e+02 0.0000e+00 0.0000e+00
