# k[h/Mpc]   P_Zel   P_A    P_W    P_d    P_dd     P_d^2    P_d^2d^2  P_dd^2    P_s^2    P_ds^2    P_d^2s^2   P_s^2s^2   P_D2d     P_dD2d
# 
1.0000e-03 4.8818e+02 1.3439e-03 -6.7838e-04 9.7649e+02 3.5836e+02 -8.0595e-04 2.7671e+01 5.7550e-03 5.0074e-03 3.8157e-03 7.3765e+01 4.9163e+01 0.0000e+00 0.0000e+00
1.0842e-03 5.2573e+02 1.7267e-03 -8.5961e-04 1.0523e+03 4.0865e+02 -9.4374e-04 2.7670e+01 6.7671e-03 5.8862e-03 4.4784e-03 7.3761e+01 4.9157e+01 0.0000e+00 0.0000e+00
1.1756e-03 5.6602e+02 2.2136e-03 -1.0886e-03 1.1335e+03 4.6137e+02 -1.1044e-03 2.7670e+01 7.9576e-03 6.9186e-03 5.2548e-03 7.3756e+01 4.9150e+01 0.0000e+00 0.0000e+00
1.2746e-03 6.0923e+02 2.8316e-03 -1.3778e-03 1.2204e+03 5.1662e+02 -1.2913e-03 2.7670e+01 9.3579e-03 8.1314e-03 6.1641e-03 7.3749e+01 4.9142e+01 0.0000e+00 0.0000e+00
1.3819e-03 6.5552e+02 3.6151e-03 -1.7425e-03 1.3134e+03 5.7449e+02 -1.5086e-03 2.7670e+01 1.1005e-02 9.5557e-03 7.2283e-03 7.3742e+01 4.9133e+01 0.0000e+00 0.0000e+00
1.4983e-03 7.0507e+02 4.6066e-03 -2.2021e-03 1.4127e+03 6.3506e+02 -1.7606e-03 2.7669e+01 1.2943e-02 1.1228e-02 8.4731e-03 7.3733e+01 4.9122e+01 0.0000e+00 0.0000e+00
1.6246e-03 7.5803e+02 5.8594e-03 -2.7806e-03 1.5187e+03 6.9842e+02 -2.0521e-03 2.7669e+01 1.5224e-02 1.3189e-02 9.9279e-03 7.3723e+01 4.9110e+01 0.0000e+00 0.0000e+00
1.7614e-03 8.1456e+02 7.4402e-03 -3.5077e-03 1.6316e+03 7.6465e+02 -2.3884e-03 2.7669e+01 1.7907e-02 1.5490e-02 1.1627e-02 7.3712e+01 4.9095e+01 0.0000e+00 0.0000e+00
1.9098e-03 8.7477e+02 9.4314e-03 -4.4204e-03 1.7517e+03 8.3383e+02 -2.7751e-03 2.7668e+01 2.1066e-02 1.8186e-02 1.3608e-02 7.3698e+01 4.9078e+01 0.0000e+00 0.0000e+00
2.0706e-03 9.3878e+02 1.1936e-02 -5.5644e-03 1.8792e+03 9.0603e+02 -3.2179e-03 2.7667e+01 2.4784e-02 2.1342e-02 1.5918e-02 7.3681e+01 4.9058e+01 0.0000e+00 0.0000e+00
2.2450e-03 1.0067e+03 1.5080e-02 -6.9959e-03 2.0145e+03 9.8129e+02 -3.7227e-03 2.7667e+01 2.9161e-02 2.5034e-02 1.8605e-02 7.3662e+01 4.9034e+01 0.0000e+00 0.0000e+00
2.4341e-03 1.0785e+03 1.9020e-02 -8.7836e-03 2.1575e+03 1.0596e+03 -4.2948e-03 2.7666e+01 3.4317e-02 2.9347e-02 2.1727e-02 7.3640e+01 4.9006e+01 0.0000e+00 0.0000e+00
2.6392e-03 1.1543e+03 2.3950e-02 -1.1012e-02 2.3085e+03 1.1411e+03 -4.9384e-03 2.7665e+01 4.0389e-02 3.4376e-02 2.5349e-02 7.3614e+01 4.8974e+01 0.0000e+00 0.0000e+00
2.8615e-03 1.2340e+03 3.0104e-02 -1.3783e-02 2.4674e+03 1.2257e+03 -5.6563e-03 2.7664e+01 4.7544e-02 4.0231e-02 2.9542e-02 7.3583e+01 4.8936e+01 0.0000e+00 0.0000e+00
3.1025e-03 1.3175e+03 3.7774e-02 -1.7222e-02 2.6342e+03 1.3134e+03 -6.4481e-03 2.7662e+01 5.5977e-02 4.7029e-02 3.4385e-02 7.3547e+01 4.8892e+01 0.0000e+00 0.0000e+00
3.3638e-03 1.4048e+03 4.7309e-02 -2.1476e-02 2.8087e+03 1.4041e+03 -7.3091e-03 2.7661e+01 6.5917e-02 5.4901e-02 3.9965e-02 7.3504e+01 4.8841e+01 0.0000e+00 0.0000e+00
3.6472e-03 1.4957e+03 5.9136e-02 -2.6726e-02 2.9907e+03 1.4977e+03 -8.2282e-03 2.7659e+01 7.7640e-02 6.3987e-02 4.6376e-02 7.3455e+01 4.8782e+01 0.0000e+00 0.0000e+00
3.9544e-03 1.5901e+03 7.3771e-02 -3.3183e-02 3.1798e+03 1.5941e+03 -9.1843e-03 2.7656e+01 9.1469e-02 7.4430e-02 5.3716e-02 7.3397e+01 4.8713e+01 0.0000e+00 0.0000e+00
4.2875e-03 1.6877e+03 9.1832e-02 -4.1097e-02 3.3753e+03 1.6930e+03 -1.0143e-02 2.7654e+01 1.0779e-01 8.6377e-02 6.2088e-02 7.3329e+01 4.8633e+01 0.0000e+00 0.0000e+00
4.6486e-03 1.7881e+03 1.1406e-01 -5.0760e-02 3.5766e+03 1.7942e+03 -1.1051e-02 2.7651e+01 1.2705e-01 9.9965e-02 7.1596e-02 7.3250e+01 4.8540e+01 0.0000e+00 0.0000e+00
5.0402e-03 1.8911e+03 1.4132e-01 -6.2509e-02 3.7827e+03 1.8972e+03 -1.1830e-02 2.7647e+01 1.4980e-01 1.1532e-01 8.2340e-02 7.3157e+01 4.8434e+01 0.0000e+00 0.0000e+00
5.4648e-03 1.9960e+03 1.7467e-01 -7.6728e-02 3.9925e+03 2.0017e+03 -1.2365e-02 2.7643e+01 1.7667e-01 1.3252e-01 9.4410e-02 7.3050e+01 4.8310e+01 0.0000e+00 0.0000e+00
5.9251e-03 2.1020e+03 2.1530e-01 -9.3847e-02 4.2046e+03 2.1070e+03 -1.2497e-02 2.7638e+01 2.0842e-01 1.5163e-01 1.0788e-01 7.2924e+01 4.8169e+01 0.0000e+00 0.0000e+00
6.4242e-03 2.2084e+03 2.6462e-01 -1.1434e-01 4.4173e+03 2.2125e+03 -1.2002e-02 2.7632e+01 2.4595e-01 1.7261e-01 1.2279e-01 7.2779e+01 4.8006e+01 0.0000e+00 0.0000e+00
6.9653e-03 2.3141e+03 3.2424e-01 -1.3872e-01 4.6289e+03 2.3173e+03 -1.0581e-02 2.7625e+01 2.9032e-01 1.9535e-01 1.3916e-01 7.2610e+01 4.7820e+01 0.0000e+00 0.0000e+00
7.5520e-03 2.4181e+03 3.9599e-01 -1.6754e-01 4.8371e+03 2.4205e+03 -7.8272e-03 2.7617e+01 3.4277e-01 2.1963e-01 1.5693e-01 7.2414e+01 4.7608e+01 0.0000e+00 0.0000e+00
8.1881e-03 2.5192e+03 4.8187e-01 -2.0133e-01 5.0395e+03 2.5209e+03 -3.2079e-03 2.7608e+01 4.0478e-01 2.4509e-01 1.7598e-01 7.2187e+01 4.7367e+01 0.0000e+00 0.0000e+00
8.8778e-03 2.6162e+03 5.8409e-01 -2.4063e-01 5.2334e+03 2.6172e+03 3.9740e-03 2.7597e+01 4.7806e-01 2.7122e-01 1.9610e-01 7.1926e+01 4.7095e+01 0.0000e+00 0.0000e+00
9.6256e-03 2.7071e+03 7.0500e-01 -2.8589e-01 5.4156e+03 2.7078e+03 1.4615e-02 2.7584e+01 5.6463e-01 2.9736e-01 2.1696e-01 7.1625e+01 4.6787e+01 0.0000e+00 0.0000e+00
1.0436e-02 2.7905e+03 8.4697e-01 -3.3746e-01 5.5827e+03 2.7911e+03 2.9854e-02 2.7569e+01 6.6683e-01 3.2264e-01 2.3810e-01 7.1280e+01 4.6441e+01 0.0000e+00 0.0000e+00
1.1315e-02 2.8643e+03 1.0124e+00 -3.9553e-01 5.7308e+03 2.8652e+03 5.1117e-02 2.7552e+01 7.8733e-01 3.4604e-01 2.5889e-01 7.0885e+01 4.6055e+01 0.0000e+00 0.0000e+00
1.2269e-02 2.9267e+03 1.2033e+00 -4.6000e-01 5.8559e+03 2.9279e+03 8.0164e-02 2.7531e+01 9.2921e-01 3.6628e-01 2.7854e-01 7.0435e+01 4.5625e+01 0.0000e+00 0.0000e+00
1.3302e-02 2.9753e+03 1.4217e+00 -5.3043e-01 5.9537e+03 2.9771e+03 1.1913e-01 2.7508e+01 1.0959e+00 3.8179e-01 2.9607e-01 6.9923e+01 4.5149e+01 0.0000e+00 0.0000e+00
1.4422e-02 3.0081e+03 1.6687e+00 -6.0596e-01 6.0199e+03 3.0106e+03 1.7057e-01 2.7481e+01 1.2913e+00 3.9065e-01 3.1035e-01 6.9345e+01 4.4624e+01 0.0000e+00 0.0000e+00
1.5637e-02 3.0229e+03 1.9447e+00 -6.8516e-01 6.0501e+03 3.0261e+03 2.3743e-01 2.7449e+01 1.5196e+00 3.9049e-01 3.2008e-01 6.8693e+01 4.4049e+01 0.0000e+00 0.0000e+00
1.6955e-02 3.0177e+03 2.2487e+00 -7.6600e-01 6.0404e+03 3.0216e+03 3.2307e-01 2.7412e+01 1.7852e+00 3.7853e-01 3.2385e-01 6.7963e+01 4.3421e+01 0.0000e+00 0.0000e+00
1.8383e-02 2.9907e+03 2.5782e+00 -8.4580e-01 5.9873e+03 2.9952e+03 4.3118e-01 2.7370e+01 2.0928e+00 3.5179e-01 3.2024e-01 6.7148e+01 4.2739e+01 0.0000e+00 0.0000e+00
1.9931e-02 2.9407e+03 2.9293e+00 -9.2122e-01 5.8882e+03 2.9459e+03 5.6565e-01 2.7320e+01 2.4471e+00 3.0758e-01 3.0785e-01 6.6244e+01 4.2003e+01 0.0000e+00 0.0000e+00
2.1610e-02 2.8671e+03 3.2960e+00 -9.8845e-01 5.7419e+03 2.8729e+03 7.3042e-01 2.7263e+01 2.8523e+00 2.4396e-01 2.8547e-01 6.5247e+01 4.1211e+01 0.0000e+00 0.0000e+00
2.3430e-02 2.7702e+03 3.6708e+00 -1.0434e+00 5.5493e+03 2.7768e+03 9.2917e-01 2.7198e+01 3.3123e+00 1.5997e-01 2.5217e-01 6.4153e+01 4.0363e+01 0.0000e+00 0.0000e+00
2.5404e-02 2.6517e+03 4.0448e+00 -1.0820e+00 5.3133e+03 2.6590e+03 1.1651e+00 2.7122e+01 3.8301e+00 5.5162e-02 2.0739e-01 6.2959e+01 3.9459e+01 0.0000e+00 0.0000e+00
2.7544e-02 2.5143e+03 4.4095e+00 -1.1008e+00 5.0397e+03 2.5225e+03 1.4404e+00 2.7034e+01 4.4075e+00 -7.0945e-02 1.5104e-01 6.1664e+01 3.8499e+01 0.0000e+00 0.0000e+00
2.9864e-02 2.3625e+03 4.7574e+00 -1.0978e+00 4.7372e+03 2.3716e+03 1.7565e+00 2.6934e+01 5.0449e+00 -2.1859e-01 8.3360e-02 6.0265e+01 3.7483e+01 0.0000e+00 0.0000e+00
3.2379e-02 2.2018e+03 5.0845e+00 -1.0723e+00 4.4171e+03 2.2119e+03 2.1134e+00 2.6818e+01 5.7414e+00 -3.8656e-01 4.8469e-03 5.8762e+01 3.6411e+01 0.0000e+00 0.0000e+00
3.5106e-02 2.0391e+03 5.3925e+00 -1.0260e+00 4.0928e+03 2.0500e+03 2.5102e+00 2.6685e+01 6.4951e+00 -5.7250e-01 -8.4115e-02 5.7154e+01 3.5286e+01 0.0000e+00 0.0000e+00
3.8064e-02 1.8815e+03 5.6895e+00 -9.6260e-01 3.7787e+03 1.8932e+03 2.9460e+00 2.6533e+01 7.3037e+00 -7.7606e-01 -1.8364e-01 5.5438e+01 3.4110e+01 0.0000e+00 0.0000e+00
4.1270e-02 1.7355e+03 5.9912e+00 -8.8725e-01 3.4880e+03 1.7482e+03 3.4207e+00 2.6360e+01 8.1659e+00 -9.9992e-01 -2.9476e-01 5.3613e+01 3.2889e+01 0.0000e+00 0.0000e+00
4.4746e-02 1.6066e+03 6.3189e+00 -8.0506e-01 3.2315e+03 1.6203e+03 3.9369e+00 2.6163e+01 9.0825e+00 -1.2466e+00 -4.1966e-01 5.1679e+01 3.1631e+01 0.0000e+00 0.0000e+00
4.8515e-02 1.4973e+03 6.6949e+00 -7.1895e-01 3.0145e+03 1.5122e+03 4.5013e+00 2.5939e+01 1.0058e+01 -1.5205e+00 -5.6159e-01 4.9638e+01 3.0345e+01 0.0000e+00 0.0000e+00
5.2602e-02 1.4069e+03 7.1333e+00 -6.2713e-01 2.8353e+03 1.4231e+03 5.1252e+00 2.5685e+01 1.1099e+01 -1.8291e+00 -7.2399e-01 4.7496e+01 2.9043e+01 0.0000e+00 0.0000e+00
5.7032e-02 1.3299e+03 7.6275e+00 -5.2058e-01 2.6834e+03 1.3476e+03 5.8231e+00 2.5399e+01 1.2216e+01 -2.1750e+00 -9.0902e-01 4.5266e+01 2.7737e+01 0.0000e+00 0.0000e+00
6.1836e-02 1.2572e+03 8.1375e+00 -3.8299e-01 2.5400e+03 1.2764e+03 6.6075e+00 2.5078e+01 1.3411e+01 -2.5568e+00 -1.1154e+00 4.2969e+01 2.6437e+01 0.0000e+00 0.0000e+00
6.7045e-02 1.1769e+03 8.5832e+00 -1.9410e-01 2.3816e+03 1.1977e+03 7.4799e+00 2.4719e+01 1.4678e+01 -2.9630e+00 -1.3363e+00 4.0634e+01 2.5149e+01 0.0000e+00 0.0000e+00
7.2692e-02 1.0794e+03 8.8608e+00 6.0795e-02 2.1882e+03 1.1015e+03 8.4201e+00 2.4320e+01 1.5984e+01 -3.3704e+00 -1.5588e+00 3.8294e+01 2.3874e+01 0.0000e+00 0.0000e+00
7.8815e-02 9.6269e+02 8.8930e+00 3.7720e-01 1.9560e+03 9.8569e+02 9.3804e+00 2.3878e+01 1.7271e+01 -3.7488e+00 -1.7662e+00 3.5977e+01 2.2609e+01 0.0000e+00 0.0000e+00
8.5454e-02 8.3566e+02 8.6866e+00 7.2423e-01 1.7024e+03 8.5914e+02 1.0293e+01 2.3392e+01 1.8467e+01 -4.0715e+00 -1.9438e+00 3.3701e+01 2.1352e+01 0.0000e+00 0.0000e+00
9.2652e-02 7.1636e+02 8.3715e+00 1.0510e+00 1.4639e+03 7.3998e+02 1.1097e+01 2.2864e+01 1.9512e+01 -4.3279e+00 -2.0871e+00 3.1464e+01 2.0106e+01 0.0000e+00 0.0000e+00
1.0046e-01 6.2244e+02 8.1501e+00 1.3144e+00 1.2763e+03 6.4627e+02 1.1776e+01 2.2294e+01 2.0395e+01 -4.5337e+00 -2.2049e+00 2.9255e+01 1.8881e+01 0.0000e+00 0.0000e+00
1.0892e-01 5.6014e+02 8.1693e+00 1.5106e+00 1.1524e+03 5.8454e+02 1.2382e+01 2.1685e+01 2.1170e+01 -4.7206e+00 -2.3146e+00 2.7066e+01 1.7694e+01 0.0000e+00 0.0000e+00
1.1809e-01 5.1868e+02 8.3785e+00 1.6841e+00 1.0707e+03 5.4402e+02 1.3004e+01 2.1038e+01 2.1923e+01 -4.9125e+00 -2.4283e+00 2.4911e+01 1.6558e+01 0.0000e+00 0.0000e+00
1.2804e-01 4.7546e+02 8.4935e+00 1.8971e+00 9.8539e+02 5.0161e+02 1.3684e+01 2.0353e+01 2.2686e+01 -5.1005e+00 -2.5397e+00 2.2832e+01 1.5471e+01 0.0000e+00 0.0000e+00
1.3883e-01 4.1499e+02 8.2213e+00 2.1622e+00 8.6448e+02 4.4121e+02 1.4340e+01 1.9633e+01 2.3367e+01 -5.2408e+00 -2.6242e+00 2.0867e+01 1.4423e+01 0.0000e+00 0.0000e+00
1.5052e-01 3.4715e+02 7.6479e+00 2.4092e+00 7.2784e+02 3.7274e+02 1.4818e+01 1.8879e+01 2.3810e+01 -5.2940e+00 -2.6611e+00 1.9026e+01 1.3407e+01 0.0000e+00 0.0000e+00
1.6320e-01 2.9536e+02 7.2057e+00 2.5643e+00 6.2340e+02 3.2035e+02 1.5065e+01 1.8098e+01 2.3975e+01 -5.2728e+00 -2.6587e+00 1.7283e+01 1.2430e+01 0.0000e+00 0.0000e+00
