# k[h/Mpc]   P_Zel   P_A    P_W    P_d    P_dd     P_d^2    P_d^2d^2  P_dd^2    P_s^2    P_ds^2    P_d^2s^2   P_s^2s^2   P_D2d     P_dD2d
# 
1.0000e-03 1.1711e+03 7.3401e-03 -3.9038e-03 2.3425e+03 8.5966e+02 -4.6379e-03 1.5923e+02 3.3118e-02 2.8816e-02 2.1958e-02 4.2449e+02 2.8291e+02 0.0000e+00 0.0000e+00
1.0842e-03 1.2611e+03 9.4385e-03 -4.9467e-03 2.5242e+03 9.8031e+02 -5.4309e-03 1.5923e+02 3.8942e-02 3.3873e-02 2.5771e-02 4.2447e+02 2.8288e+02 0.0000e+00 0.0000e+00
1.1756e-03 1.3578e+03 1.2108e-02 -6.2647e-03 2.7190e+03 1.1068e+03 -6.3552e-03 1.5923e+02 4.5793e-02 3.9814e-02 3.0239e-02 4.2444e+02 2.8284e+02 0.0000e+00 0.0000e+00
1.2746e-03 1.4615e+03 1.5497e-02 -7.9286e-03 2.9276e+03 1.2393e+03 -7.4311e-03 1.5923e+02 5.3851e-02 4.6793e-02 3.5472e-02 4.2440e+02 2.8280e+02 0.0000e+00 0.0000e+00
1.3819e-03 1.5725e+03 1.9794e-02 -1.0028e-02 3.1506e+03 1.3781e+03 -8.6814e-03 1.5923e+02 6.3330e-02 5.4989e-02 4.1596e-02 4.2436e+02 2.8274e+02 0.0000e+00 0.0000e+00
1.4983e-03 1.6914e+03 2.5233e-02 -1.2672e-02 3.3889e+03 1.5234e+03 -1.0131e-02 1.5923e+02 7.4483e-02 6.4610e-02 4.8759e-02 4.2431e+02 2.8268e+02 0.0000e+00 0.0000e+00
1.6246e-03 1.8184e+03 3.2106e-02 -1.6001e-02 3.6431e+03 1.6754e+03 -1.1809e-02 1.5922e+02 8.7605e-02 7.5899e-02 5.7131e-02 4.2425e+02 2.8261e+02 0.0000e+00 0.0000e+00
1.7614e-03 1.9540e+03 4.0778e-02 -2.0185e-02 3.9139e+03 1.8343e+03 -1.3744e-02 1.5922e+02 1.0305e-01 8.9137e-02 6.6907e-02 4.2418e+02 2.8252e+02 0.0000e+00 0.0000e+00
1.9098e-03 2.0984e+03 5.1702e-02 -2.5438e-02 4.2021e+03 2.0003e+03 -1.5969e-02 1.5922e+02 1.2122e-01 1.0465e-01 7.8310e-02 4.2410e+02 2.8242e+02 0.0000e+00 0.0000e+00
2.0706e-03 2.2520e+03 6.5439e-02 -3.2021e-02 4.5081e+03 2.1735e+03 -1.8518e-02 1.5922e+02 1.4262e-01 1.2281e-01 9.1598e-02 4.2401e+02 2.8231e+02 0.0000e+00 0.0000e+00
2.2450e-03 2.4148e+03 8.2686e-02 -4.0258e-02 4.8324e+03 2.3540e+03 -2.1423e-02 1.5921e+02 1.6781e-01 1.4406e-01 1.0706e-01 4.2389e+02 2.8217e+02 0.0000e+00 0.0000e+00
2.4341e-03 2.5871e+03 1.0430e-01 -5.0545e-02 5.1755e+03 2.5420e+03 -2.4714e-02 1.5921e+02 1.9748e-01 1.6887e-01 1.2503e-01 4.2376e+02 2.8201e+02 0.0000e+00 0.0000e+00
2.6392e-03 2.7689e+03 1.3134e-01 -6.3368e-02 5.5376e+03 2.7374e+03 -2.8418e-02 1.5920e+02 2.3242e-01 1.9781e-01 1.4587e-01 4.2361e+02 2.8182e+02 0.0000e+00 0.0000e+00
2.8615e-03 2.9600e+03 1.6509e-01 -7.9314e-02 5.9188e+03 2.9404e+03 -3.2549e-02 1.5919e+02 2.7359e-01 2.3150e-01 1.6999e-01 4.2343e+02 2.8161e+02 0.0000e+00 0.0000e+00
3.1025e-03 3.1604e+03 2.0714e-01 -9.9099e-02 6.3189e+03 3.1508e+03 -3.7105e-02 1.5918e+02 3.2212e-01 2.7062e-01 1.9786e-01 4.2322e+02 2.8135e+02 0.0000e+00 0.0000e+00
3.3638e-03 3.3698e+03 2.5942e-01 -1.2358e-01 6.7376e+03 3.3683e+03 -4.2059e-02 1.5917e+02 3.7932e-01 3.1591e-01 2.2997e-01 4.2298e+02 2.8106e+02 0.0000e+00 0.0000e+00
3.6472e-03 3.5879e+03 3.2425e-01 -1.5379e-01 7.1742e+03 3.5929e+03 -4.7348e-02 1.5916e+02 4.4677e-01 3.6819e-01 2.6686e-01 4.2269e+02 2.8071e+02 0.0000e+00 0.0000e+00
3.9544e-03 3.8141e+03 4.0446e-01 -1.9094e-01 7.6277e+03 3.8241e+03 -5.2849e-02 1.5915e+02 5.2634e-01 4.2827e-01 3.0909e-01 4.2236e+02 2.8031e+02 0.0000e+00 0.0000e+00
4.2875e-03 4.0481e+03 5.0342e-01 -2.3647e-01 8.0968e+03 4.0614e+03 -5.8366e-02 1.5913e+02 6.2024e-01 4.9701e-01 3.5726e-01 4.2196e+02 2.7985e+02 0.0000e+00 0.0000e+00
4.6486e-03 4.2890e+03 6.2516e-01 -2.9207e-01 8.5796e+03 4.3040e+03 -6.3591e-02 1.5912e+02 7.3108e-01 5.7518e-01 4.1196e-01 4.2150e+02 2.7932e+02 0.0000e+00 0.0000e+00
5.0402e-03 4.5359e+03 7.7446e-01 -3.5967e-01 9.0740e+03 4.5512e+03 -6.8071e-02 1.5909e+02 8.6197e-01 6.6350e-01 4.7377e-01 4.2097e+02 2.7870e+02 0.0000e+00 0.0000e+00
5.4648e-03 4.7873e+03 9.5698e-01 -4.4147e-01 9.5771e+03 4.8018e+03 -7.1151e-02 1.5907e+02 1.0166e+00 7.6247e-01 5.4320e-01 4.2034e+02 2.7799e+02 0.0000e+00 0.0000e+00
5.9251e-03 5.0416e+03 1.1793e+00 -5.3995e-01 1.0086e+04 5.0545e+03 -7.1906e-02 1.5904e+02 1.1993e+00 8.7236e-01 6.2068e-01 4.1962e+02 2.7717e+02 0.0000e+00 0.0000e+00
6.4242e-03 5.2965e+03 1.4491e+00 -6.5784e-01 1.0596e+04 5.3076e+03 -6.9062e-02 1.5900e+02 1.4152e+00 9.9301e-01 7.0647e-01 4.1877e+02 2.7623e+02 0.0000e+00 0.0000e+00
6.9653e-03 5.5498e+03 1.7750e+00 -7.9809e-01 1.1103e+04 5.5591e+03 -6.0883e-02 1.5896e+02 1.6704e+00 1.1238e+00 8.0060e-01 4.1779e+02 2.7515e+02 0.0000e+00 0.0000e+00
7.5520e-03 5.7989e+03 2.1671e+00 -9.6381e-01 1.1603e+04 5.8067e+03 -4.5045e-02 1.5892e+02 1.9721e+00 1.2634e+00 9.0278e-01 4.1666e+02 2.7393e+02 0.0000e+00 0.0000e+00
8.1881e-03 6.0412e+03 2.6361e+00 -1.1582e+00 1.2088e+04 6.0476e+03 -1.8476e-02 1.5886e+02 2.3288e+00 1.4097e+00 1.0123e+00 4.1534e+02 2.7254e+02 0.0000e+00 0.0000e+00
8.8778e-03 6.2732e+03 3.1939e+00 -1.3841e+00 1.2553e+04 6.2786e+03 2.2828e-02 1.5879e+02 2.7503e+00 1.5599e+00 1.1280e+00 4.1383e+02 2.7096e+02 0.0000e+00 0.0000e+00
9.6256e-03 6.4909e+03 3.8532e+00 -1.6443e+00 1.2990e+04 6.4961e+03 8.4019e-02 1.5872e+02 3.2482e+00 1.7101e+00 1.2479e+00 4.1209e+02 2.6918e+02 0.0000e+00 0.0000e+00
1.0436e-02 6.6901e+03 4.6268e+00 -1.9408e+00 1.3390e+04 6.6960e+03 1.7164e-01 1.5863e+02 3.8359e+00 1.8552e+00 1.3693e+00 4.1008e+02 2.6718e+02 0.0000e+00 0.0000e+00
1.1315e-02 6.8664e+03 5.5270e+00 -2.2746e+00 1.3745e+04 6.8738e+03 2.9388e-01 1.5853e+02 4.5288e+00 1.9895e+00 1.4887e+00 4.0779e+02 2.6495e+02 0.0000e+00 0.0000e+00
1.2269e-02 7.0151e+03 6.5653e+00 -2.6450e+00 1.4044e+04 7.0244e+03 4.6083e-01 1.5841e+02 5.3445e+00 2.1054e+00 1.6015e+00 4.0518e+02 2.6246e+02 0.0000e+00 0.0000e+00
1.3302e-02 7.1308e+03 7.7511e+00 -3.0496e+00 1.4279e+04 7.1427e+03 6.8477e-01 1.5827e+02 6.3028e+00 2.1941e+00 1.7020e+00 4.0222e+02 2.5971e+02 0.0000e+00 0.0000e+00
1.4422e-02 7.2082e+03 9.0902e+00 -3.4834e+00 1.4437e+04 7.2232e+03 9.8028e-01 1.5811e+02 7.4258e+00 2.2443e+00 1.7838e+00 3.9886e+02 2.5667e+02 0.0000e+00 0.0000e+00
1.5637e-02 7.2425e+03 1.0584e+01 -3.9380e+00 1.4509e+04 7.2608e+03 1.3643e+00 1.5792e+02 8.7373e+00 2.2426e+00 1.8393e+00 3.9508e+02 2.5334e+02 0.0000e+00 0.0000e+00
1.6955e-02 7.2284e+03 1.2225e+01 -4.4018e+00 1.4485e+04 7.2503e+03 1.8560e+00 1.5770e+02 1.0263e+01 2.1728e+00 1.8605e+00 3.9085e+02 2.4971e+02 0.0000e+00 0.0000e+00
1.8383e-02 7.1621e+03 1.4001e+01 -4.8594e+00 1.4357e+04 7.1877e+03 2.4764e+00 1.5745e+02 1.2029e+01 2.0179e+00 1.8391e+00 3.8612e+02 2.4576e+02 0.0000e+00 0.0000e+00
1.9931e-02 7.0404e+03 1.5888e+01 -5.2916e+00 1.4119e+04 7.0698e+03 3.2477e+00 1.5715e+02 1.4063e+01 1.7624e+00 1.7673e+00 3.8088e+02 2.4150e+02 0.0000e+00 0.0000e+00
2.1610e-02 6.8621e+03 1.7852e+01 -5.6765e+00 1.3767e+04 6.8955e+03 4.1923e+00 1.5681e+02 1.6388e+01 1.3952e+00 1.6380e+00 3.7509e+02 2.3692e+02 0.0000e+00 0.0000e+00
2.3430e-02 6.6280e+03 1.9852e+01 -5.9905e+00 1.3305e+04 6.6657e+03 5.3309e+00 1.5642e+02 1.9025e+01 9.1088e-01 1.4459e+00 3.6874e+02 2.3201e+02 0.0000e+00 0.0000e+00
2.5404e-02 6.3419e+03 2.1839e+01 -6.2109e+00 1.2739e+04 6.3842e+03 6.6811e+00 1.5597e+02 2.1992e+01 3.0701e-01 1.1881e+00 3.6181e+02 2.2678e+02 0.0000e+00 0.0000e+00
