# k[h/Mpc]   P_Zel   P_A    P_W    P_d    P_dd     P_d^2    P_d^2d^2  P_dd^2    P_s^2    P_ds^2    P_d^2s^2   P_s^2s^2   P_D2d     P_dD2d
# 
2.4341e-03 8.0891e+02 1.0790e-02 -4.9412e-03 1.6182e+03 7.9476e+02 -2.4160e-03 1.5563e+01 1.9305e-02 1.6509e-02 1.2222e-02 4.1425e+01 2.7568e+01 0.0000e+00 0.0000e+00
2.6392e-03 8.6575e+02 1.3586e-02 -6.1947e-03 1.7314e+03 8.5588e+02 -2.7781e-03 1.5563e+01 2.2721e-02 1.9338e-02 1.4260e-02 4.1411e+01 2.7550e+01 0.0000e+00 0.0000e+00
2.8615e-03 9.2552e+02 1.7077e-02 -7.7537e-03 1.8506e+03 9.1933e+02 -3.1819e-03 1.5562e+01 2.6746e-02 2.2631e-02 1.6618e-02 4.1393e+01 2.7529e+01 0.0000e+00 0.0000e+00
3.1025e-03 9.8819e+02 2.1428e-02 -9.6880e-03 1.9757e+03 9.8510e+02 -3.6273e-03 1.5561e+01 3.1489e-02 2.6456e-02 1.9343e-02 4.1373e+01 2.7504e+01 0.0000e+00 0.0000e+00
3.3638e-03 1.0537e+03 2.6837e-02 -1.2081e-02 2.1066e+03 1.0531e+03 -4.1117e-03 1.5560e+01 3.7081e-02 3.0884e-02 2.2482e-02 4.1349e+01 2.7475e+01 0.0000e+00 0.0000e+00
3.6472e-03 1.1219e+03 3.3547e-02 -1.5035e-02 2.2431e+03 1.1233e+03 -4.6287e-03 1.5559e+01 4.3676e-02 3.5996e-02 2.6089e-02 4.1321e+01 2.7442e+01 0.0000e+00 0.0000e+00
3.9544e-03 1.1926e+03 4.1850e-02 -1.8667e-02 2.3849e+03 1.1956e+03 -5.1666e-03 1.5558e+01 5.1455e-02 4.1871e-02 3.0218e-02 4.1289e+01 2.7403e+01 0.0000e+00 0.0000e+00
4.2875e-03 1.2658e+03 5.2097e-02 -2.3119e-02 2.5316e+03 1.2698e+03 -5.7059e-03 1.5556e+01 6.0635e-02 4.8591e-02 3.4928e-02 4.1251e+01 2.7358e+01 0.0000e+00 0.0000e+00
4.6486e-03 1.3412e+03 6.4707e-02 -2.8555e-02 2.6826e+03 1.3457e+03 -6.2169e-03 1.5555e+01 7.1472e-02 5.6236e-02 4.0277e-02 4.1206e+01 2.7306e+01 0.0000e+00 0.0000e+00
5.0402e-03 1.4184e+03 8.0179e-02 -3.5165e-02 2.8372e+03 1.4229e+03 -6.6550e-03 1.5553e+01 8.4269e-02 6.4873e-02 4.6321e-02 4.1154e+01 2.7246e+01 0.0000e+00 0.0000e+00
5.4648e-03 1.4971e+03 9.9099e-02 -4.3164e-02 2.9945e+03 1.5013e+03 -6.9561e-03 1.5550e+01 9.9386e-02 7.4553e-02 5.3111e-02 4.1094e+01 2.7177e+01 0.0000e+00 0.0000e+00
5.9251e-03 1.5766e+03 1.2216e-01 -5.2794e-02 3.1536e+03 1.5803e+03 -7.0300e-03 1.5547e+01 1.1725e-01 8.5301e-02 6.0688e-02 4.1023e+01 2.7097e+01 0.0000e+00 0.0000e+00
6.4242e-03 1.6564e+03 1.5015e-01 -6.4324e-02 3.3131e+03 1.6594e+03 -6.7519e-03 1.5544e+01 1.3836e-01 9.7103e-02 6.9079e-02 4.0942e+01 2.7006e+01 0.0000e+00 0.0000e+00
6.9653e-03 1.7357e+03 1.8399e-01 -7.8042e-02 3.4718e+03 1.7380e+03 -5.9521e-03 1.5540e+01 1.6332e-01 1.0990e-01 7.8287e-02 4.0847e+01 2.6901e+01 0.0000e+00 0.0000e+00
7.5520e-03 1.8137e+03 2.2471e-01 -9.4252e-02 3.6280e+03 1.8154e+03 -4.4031e-03 1.5536e+01 1.9283e-01 1.2356e-01 8.8285e-02 4.0737e+01 2.6782e+01 0.0000e+00 0.0000e+00
8.1881e-03 1.8896e+03 2.7346e-01 -1.1326e-01 3.7799e+03 1.8907e+03 -1.8043e-03 1.5531e+01 2.2771e-01 1.3788e-01 9.9004e-02 4.0609e+01 2.6647e+01 0.0000e+00 0.0000e+00
8.8778e-03 1.9623e+03 3.3150e-01 -1.3537e-01 3.9253e+03 1.9629e+03 2.2362e-03 1.5524e+01 2.6894e-01 1.5259e-01 1.1032e-01 4.0463e+01 2.6493e+01 0.0000e+00 0.0000e+00
9.6256e-03 2.0306e+03 4.0015e-01 -1.6084e-01 4.0620e+03 2.0309e+03 8.2230e-03 1.5517e+01 3.1765e-01 1.6729e-01 1.2206e-01 4.0294e+01 2.6321e+01 0.0000e+00 0.0000e+00
1.0436e-02 2.0931e+03 4.8077e-01 -1.8986e-01 4.1873e+03 2.0934e+03 1.6797e-02 1.5509e+01 3.7514e-01 1.8153e-01 1.3395e-01 4.0100e+01 2.6126e+01 0.0000e+00 0.0000e+00
1.1315e-02 2.1486e+03 5.7471e-01 -2.2253e-01 4.2984e+03 2.1489e+03 2.8760e-02 1.5499e+01 4.4294e-01 1.9469e-01 1.4565e-01 3.9878e+01 2.5909e+01 0.0000e+00 0.0000e+00
1.2269e-02 2.1954e+03 6.8321e-01 -2.5880e-01 4.3922e+03 2.1959e+03 4.5104e-02 1.5488e+01 5.2276e-01 2.0609e-01 1.5671e-01 3.9625e+01 2.5668e+01 0.0000e+00 0.0000e+00
1.3302e-02 2.2319e+03 8.0731e-01 -2.9844e-01 4.4656e+03 2.2328e+03 6.7031e-02 1.5475e+01 6.1657e-01 2.1482e-01 1.6658e-01 3.9338e+01 2.5400e+01 0.0000e+00 0.0000e+00
1.4422e-02 2.2566e+03 9.4770e-01 -3.4094e-01 4.5153e+03 2.2579e+03 9.5974e-02 1.5460e+01 7.2651e-01 2.1982e-01 1.7462e-01 3.9013e+01 2.5105e+01 0.0000e+00 0.0000e+00
1.5637e-02 2.2678e+03 1.1046e+00 -3.8552e-01 4.5380e+03 2.2696e+03 1.3360e-01 1.5442e+01 8.5496e-01 2.1975e-01 1.8010e-01 3.8646e+01 2.4782e+01 0.0000e+00 0.0000e+00
1.6955e-02 2.2639e+03 1.2775e+00 -4.3101e-01 4.5307e+03 2.2661e+03 1.8180e-01 1.5421e+01 1.0044e+00 2.1303e-01 1.8224e-01 3.8236e+01 2.4429e+01 0.0000e+00 0.0000e+00
1.8383e-02 2.2438e+03 1.4650e+00 -4.7593e-01 4.4909e+03 2.2464e+03 2.4264e-01 1.5397e+01 1.1775e+00 1.9801e-01 1.8021e-01 3.7778e+01 2.4046e+01 0.0000e+00 0.0000e+00
1.9931e-02 2.2064e+03 1.6648e+00 -5.1839e-01 4.4166e+03 2.2093e+03 3.1833e-01 1.5370e+01 1.3769e+00 1.7316e-01 1.7325e-01 3.7271e+01 2.3632e+01 0.0000e+00 0.0000e+00
2.1610e-02 2.1513e+03 1.8737e+00 -5.5625e-01 4.3069e+03 2.1546e+03 4.1108e-01 1.5338e+01 1.6050e+00 1.3739e-01 1.6067e-01 3.6711e+01 2.3187e+01 0.0000e+00 0.0000e+00
2.3430e-02 2.0787e+03 2.0872e+00 -5.8717e-01 4.1624e+03 2.0824e+03 5.2298e-01 1.5301e+01 1.8639e+00 9.0158e-02 1.4194e-01 3.6096e+01 2.2711e+01 0.0000e+00 0.0000e+00
2.5404e-02 1.9899e+03 2.3006e+00 -6.0892e-01 3.9854e+03 1.9940e+03 6.5581e-01 1.5259e+01 2.1554e+00 3.1213e-02 1.1676e-01 3.5426e+01 2.2203e+01 0.0000e+00 0.0000e+00
2.7544e-02 1.8869e+03 2.5087e+00 -6.1956e-01 3.7802e+03 1.8916e+03 8.1089e-01 1.5210e+01 2.4805e+00 -3.9720e-02 8.5057e-02 3.4698e+01 2.1663e+01 0.0000e+00 0.0000e+00
2.9864e-02 1.7731e+03 2.7076e+00 -6.1783e-01 3.5532e+03 1.7783e+03 9.8893e-01 1.5154e+01 2.8395e+00 -1.2278e-01 4.6978e-02 3.3913e+01 2.1092e+01 0.0000e+00 0.0000e+00
3.2379e-02 1.6527e+03 2.8948e+00 -6.0346e-01 3.3131e+03 1.6584e+03 1.1900e+00 1.5089e+01 3.2318e+00 -2.1728e-01 2.7927e-03 3.3068e+01 2.0490e+01 0.0000e+00 0.0000e+00
3.5106e-02 1.5308e+03 3.0713e+00 -5.7737e-01 3.0698e+03 1.5369e+03 1.4136e+00 1.5015e+01 3.6564e+00 -3.2190e-01 -4.7282e-02 3.2165e+01 1.9857e+01 0.0000e+00 0.0000e+00
3.8064e-02 1.4126e+03 3.2418e+00 -5.4162e-01 2.8340e+03 1.4192e+03 1.6593e+00 1.4930e+01 4.1120e+00 -4.3646e-01 -1.0331e-01 3.1201e+01 1.9197e+01 0.0000e+00 0.0000e+00
4.1270e-02 1.3031e+03 3.4153e+00 -4.9909e-01 2.6159e+03 1.3103e+03 1.9271e+00 1.4833e+01 4.5980e+00 -5.6245e-01 -1.6589e-01 3.0176e+01 1.8511e+01 0.0000e+00 0.0000e+00
4.4746e-02 1.2065e+03 3.6040e+00 -4.5265e-01 2.4234e+03 1.2142e+03 2.2183e+00 1.4723e+01 5.1149e+00 -7.0133e-01 -2.3625e-01 2.9090e+01 1.7804e+01 0.0000e+00 0.0000e+00
4.8515e-02 1.1246e+03 3.8206e+00 -4.0395e-01 2.2605e+03 1.1330e+03 2.5370e+00 1.4598e+01 5.6650e+00 -8.5553e-01 -3.1622e-01 2.7943e+01 1.7081e+01 0.0000e+00 0.0000e+00
5.2602e-02 1.0569e+03 4.0735e+00 -3.5195e-01 2.1260e+03 1.0660e+03 2.8893e+00 1.4456e+01 6.2527e+00 -1.0294e+00 -4.0777e-01 2.6739e+01 1.6349e+01 0.0000e+00 0.0000e+00
5.7032e-02 9.9931e+02 4.3589e+00 -2.9153e-01 2.0120e+03 1.0093e+03 3.2838e+00 1.4296e+01 6.8830e+00 -1.2243e+00 -5.1214e-01 2.5486e+01 1.5615e+01 0.0000e+00 0.0000e+00
6.1836e-02 9.4488e+02 4.6542e+00 -2.1345e-01 1.9043e+03 9.5575e+02 3.7274e+00 1.4116e+01 7.5586e+00 -1.4396e+00 -6.2861e-01 2.4195e+01 1.4885e+01 0.0000e+00 0.0000e+00
6.7045e-02 8.8480e+02 4.9135e+00 -1.0619e-01 1.7854e+03 8.9653e+02 4.2212e+00 1.3916e+01 8.2746e+00 -1.6687e+00 -7.5340e-01 2.2883e+01 1.4161e+01 0.0000e+00 0.0000e+00
7.2692e-02 8.1169e+02 5.0771e+00 3.8663e-02 1.6401e+03 8.2419e+02 4.7539e+00 1.3692e+01 9.0135e+00 -1.8987e+00 -8.7920e-01 2.1567e+01 1.3444e+01 0.0000e+00 0.0000e+00
7.8815e-02 7.2407e+02 5.1000e+00 2.1866e-01 1.4655e+03 7.3705e+02 5.2987e+00 1.3445e+01 9.7428e+00 -2.1125e+00 -9.9655e-01 2.0264e+01 1.2733e+01 0.0000e+00 0.0000e+00
8.5454e-02 6.2857e+02 4.9856e+00 4.1640e-01 1.2748e+03 6.4183e+02 5.8171e+00 1.3173e+01 1.0421e+01 -2.2949e+00 -1.0972e+00 1.8984e+01 1.2026e+01 0.0000e+00 0.0000e+00
9.2652e-02 5.3881e+02 4.8083e+00 6.0300e-01 1.0954e+03 5.5214e+02 6.2748e+00 1.2877e+01 1.1015e+01 -2.4398e+00 -1.1785e+00 1.7726e+01 1.1325e+01 0.0000e+00 0.0000e+00
1.0046e-01 4.6816e+02 4.6850e+00 7.5393e-01 9.5418e+02 4.8161e+02 6.6628e+00 1.2558e+01 1.1517e+01 -2.5562e+00 -1.2455e+00 1.6484e+01 1.0636e+01 0.0000e+00 0.0000e+00
1.0892e-01 4.2139e+02 4.7018e+00 8.6687e-01 8.6109e+02 4.3518e+02 7.0099e+00 1.2217e+01 1.1960e+01 -2.6620e+00 -1.3080e+00 1.5251e+01 9.9685e+00 0.0000e+00 0.0000e+00
1.1809e-01 3.9043e+02 4.8306e+00 9.6733e-01 7.9990e+02 4.0477e+02 7.3667e+00 1.1854e+01 1.2391e+01 -2.7709e+00 -1.3729e+00 1.4038e+01 9.3290e+00 0.0000e+00 0.0000e+00
1.2804e-01 3.5812e+02 4.9058e+00 1.0909e+00 7.3591e+02 3.7291e+02 7.7577e+00 1.1471e+01 1.2829e+01 -2.8778e+00 -1.4368e+00 1.2867e+01 8.7176e+00 0.0000e+00 0.0000e+00
1.3883e-01 3.1257e+02 4.7547e+00 1.2451e+00 6.4486e+02 3.2742e+02 8.1370e+00 1.1067e+01 1.3222e+01 -2.9578e+00 -1.4855e+00 1.1760e+01 8.1279e+00 0.0000e+00 0.0000e+00
1.5052e-01 2.6127e+02 4.4253e+00 1.3894e+00 5.4170e+02 2.7576e+02 8.4154e+00 1.0644e+01 1.3480e+01 -2.9882e+00 -1.5072e+00 1.0722e+01 7.5555e+00 0.0000e+00 0.0000e+00
1.6320e-01 2.2213e+02 4.1724e+00 1.4808e+00 4.6295e+02 2.3629e+02 8.5618e+00 1.0206e+01 1.3580e+01 -2.9760e+00 -1.5065e+00 9.7399e+00 7.0052e+00 0.0000e+00 0.0000e+00
1.7694e-01 1.9965e+02 4.1187e+00 1.5330e+00 4.1796e+02 2.1380e+02 8.6530e+00 9.7565e+00 1.3604e+01 -2.9507e+00 -1.4991e+00 8.8017e+00 6.4855e+00 0.0000e+00 0.0000e+00
1.9185e-01 1.7940e+02 4.0545e+00 1.5933e+00 3.7747e+02 1.9355e+02 8.7595e+00 9.2976e+00 1.3619e+01 -2.9245e+00 -1.4906e+00 7.9201e+00 5.9964e+00 0.0000e+00 0.0000e+00
2.0801e-01 1.5189e+02 3.7820e+00 1.6601e+00 3.2181e+02 1.6558e+02 8.8208e+00 8.8308e+00 1.3563e+01 -2.8761e+00 -1.4692e+00 7.1106e+00 5.5303e+00 0.0000e+00 0.0000e+00
2.2553e-01 1.2788e+02 3.5037e+00 1.6901e+00 2.7302e+02 1.4102e+02 8.7620e+00 8.3601e+00 1.3365e+01 -2.7916e+00 -1.4283e+00 6.3662e+00 5.0871e+00 0.0000e+00 0.0000e+00
2.4453e-01 1.1298e+02 3.3731e+00 1.6926e+00 2.4280e+02 1.2581e+02 8.6495e+00 7.8894e+00 1.3098e+01 -2.6943e+00 -1.3805e+00 5.6750e+00 4.6726e+00 0.0000e+00 0.0000e+00
2.6512e-01 9.7616e+01 3.1791e+00 1.6966e+00 2.1149e+02 1.1001e+02 8.5277e+00 7.4208e+00 1.2806e+01 -2.5960e+00 -1.3313e+00 5.0427e+00 4.2841e+00 0.0000e+00 0.0000e+00
2.8746e-01 8.2237e+01 2.9271e+00 1.6823e+00 1.7989e+02 9.4015e+01 8.3329e+00 6.9571e+00 1.2427e+01 -2.4793e+00 -1.2717e+00 4.4706e+00 3.9182e+00 0.0000e+00 0.0000e+00
3.1167e-01 7.1373e+01 2.7557e+00 1.6503e+00 1.5750e+02 8.2660e+01 8.0923e+00 6.5017e+00 1.1994e+01 -2.3529e+00 -1.2068e+00 3.9501e+00 3.5777e+00 0.0000e+00 0.0000e+00
3.3792e-01 6.0775e+01 2.5482e+00 1.6131e+00 1.3552e+02 7.1479e+01 7.8304e+00 6.0566e+00 1.1531e+01 -2.2268e+00 -1.1413e+00 3.4808e+00 3.2602e+00 0.0000e+00 0.0000e+00
3.6639e-01 5.1851e+01 2.3547e+00 1.5629e+00 1.1689e+02 6.1967e+01 7.5252e+00 5.6245e+00 1.1020e+01 -2.0926e+00 -1.0714e+00 3.0599e+00 2.9650e+00 0.0000e+00 0.0000e+00
3.9725e-01 4.4275e+01 2.1725e+00 1.5064e+00 1.0096e+02 5.3811e+01 7.2028e+00 5.2070e+00 1.0489e+01 -1.9602e+00 -1.0019e+00 2.6827e+00 2.6916e+00 0.0000e+00 0.0000e+00
4.3071e-01 3.7653e+01 1.9935e+00 1.4426e+00 8.6924e+01 4.6595e+01 6.8576e+00 4.8061e+00 9.9358e+00 -1.8268e+00 -9.3176e-01 2.3470e+00 2.4388e+00 0.0000e+00 0.0000e+00
4.6699e-01 3.2029e+01 1.8256e+00 1.3742e+00 7.4904e+01 4.0391e+01 6.5011e+00 4.4229e+00 9.3731e+00 -1.6966e+00 -8.6305e-01 2.0486e+00 2.2056e+00 0.0000e+00 0.0000e+00
5.0632e-01 2.7215e+01 1.6668e+00 1.3018e+00 6.4518e+01 3.5006e+01 6.1356e+00 4.0587e+00 8.8049e+00 -1.5693e+00 -7.9576e-01 1.7846e+00 1.9912e+00 0.0000e+00 0.0000e+00
5.4897e-01 2.3091e+01 1.5168e+00 1.2270e+00 5.5532e+01 3.0325e+01 5.7673e+00 3.7141e+00 8.2391e+00 -1.4469e+00 -7.3094e-01 1.5518e+00 1.7944e+00 0.0000e+00 0.0000e+00
5.9521e-01 1.9586e+01 1.3771e+00 1.1512e+00 4.7811e+01 2.6283e+01 5.3999e+00 3.3897e+00 7.6809e+00 -1.3297e+00 -6.6888e-01 1.3469e+00 1.6142e+00 0.0000e+00 0.0000e+00
6.4535e-01 1.6599e+01 1.2469e+00 1.0755e+00 4.1157e+01 2.2781e+01 5.0372e+00 3.0855e+00 7.1350e+00 -1.2185e+00 -6.0995e-01 1.1673e+00 1.4497e+00 0.0000e+00 0.0000e+00
6.9971e-01 1.4060e+01 1.1261e+00 1.0009e+00 3.5429e+01 1.9750e+01 4.6825e+00 2.8016e+00 6.6056e+00 -1.1136e+00 -5.5441e-01 1.0101e+00 1.2998e+00 0.0000e+00 0.0000e+00
7.5865e-01 1.1904e+01 1.0146e+00 9.2796e-01 3.0502e+01 1.7128e+01 4.3384e+00 2.5377e+00 6.0959e+00 -1.0153e+00 -5.0241e-01 8.7294e-01 1.1635e+00 0.0000e+00 0.0000e+00
8.2255e-01 1.0075e+01 9.1190e-01 8.5720e-01 2.6265e+01 1.4859e+01 4.0070e+00 2.2934e+00 5.6085e+00 -9.2360e-01 -4.5399e-01 7.5350e-01 1.0400e+00 0.0000e+00 0.0000e+00
8.9184e-01 8.5239e+00 8.1773e-01 7.8897e-01 2.2620e+01 1.2895e+01 3.6899e+00 2.0679e+00 5.1452e+00 -8.3857e-01 -4.0917e-01 6.4971e-01 9.2813e-01 0.0000e+00 0.0000e+00
9.6696e-01 7.2103e+00 7.3159e-01 7.2357e-01 1.9486e+01 1.1195e+01 3.3884e+00 1.8607e+00 4.7073e+00 -7.6005e-01 -3.6787e-01 5.5968e-01 8.2713e-01 0.0000e+00 0.0000e+00
1.0484e+00 6.0982e+00 6.5301e-01 6.6127e-01 1.6791e+01 9.7235e+00 3.1031e+00 1.6709e+00 4.2956e+00 -6.8781e-01 -3.2998e-01 4.8173e-01 7.3610e-01 0.0000e+00 0.0000e+00
1.1367e+00 5.1571e+00 5.8151e-01 6.0226e-01 1.4471e+01 8.4486e+00 2.8346e+00 1.4976e+00 3.9104e+00 -6.2159e-01 -2.9537e-01 4.1434e-01 6.5423e-01 0.0000e+00 0.0000e+00
1.2325e+00 4.3610e+00 5.1659e-01 5.4664e-01 1.2475e+01 7.3438e+00 2.5829e+00 1.3397e+00 3.5514e+00 -5.6107e-01 -2.6386e-01 3.5616e-01 5.8072e-01 0.0000e+00 0.0000e+00
1.3363e+00 3.6876e+00 4.5778e-01 4.9443e-01 1.0756e+01 6.3857e+00 2.3479e+00 1.1965e+00 3.2182e+00 -5.0592e-01 -2.3528e-01 3.0600e-01 5.1485e-01 0.0000e+00 0.0000e+00
1.4488e+00 3.1181e+00 4.0459e-01 4.4559e-01 9.2752e+00 5.5543e+00 2.1294e+00 1.0667e+00 2.9101e+00 -4.5580e-01 -2.0942e-01 2.6279e-01 4.5592e-01 0.0000e+00 0.0000e+00
1.5709e+00 2.6365e+00 3.5657e-01 4.0003e-01 7.9986e+00 4.8324e+00 1.9267e+00 9.4957e-01 2.6261e+00 -4.1032e-01 -1.8609e-01 2.2562e-01 4.0329e-01 0.0000e+00 0.0000e+00
1.7032e+00 2.2292e+00 3.1329e-01 3.5766e-01 6.8973e+00 4.2050e+00 1.7394e+00 8.4401e-01 2.3652e+00 -3.6914e-01 -1.6510e-01 1.9366e-01 3.5636e-01 0.0000e+00 0.0000e+00
1.8467e+00 1.8846e+00 2.7433e-01 3.1836e-01 5.9465e+00 3.6594e+00 1.5666e+00 7.4911e-01 2.1262e+00 -3.3191e-01 -1.4625e-01 1.6620e-01 3.1457e-01 0.0000e+00 0.0000e+00
2.0022e+00 1.5930e+00 2.3932e-01 2.8200e-01 5.1250e+00 3.1843e+00 1.4077e+00 6.6398e-01 1.9077e+00 -2.9828e-01 -1.2935e-01 1.4262e-01 2.7742e-01 0.0000e+00 0.0000e+00
2.1709e+00 1.3461e+00 2.0791e-01 2.4845e-01 4.4146e+00 2.7704e+00 1.2618e+00 5.8776e-01 1.7085e+00 -2.6796e-01 -1.1423e-01 1.2239e-01 2.4442e-01 0.0000e+00 0.0000e+00
2.3537e+00 1.1371e+00 1.7977e-01 2.1758e-01 3.7998e+00 2.4094e+00 1.1281e+00 5.1963e-01 1.5272e+00 -2.4063e-01 -1.0073e-01 1.0503e-01 2.1515e-01 0.0000e+00 0.0000e+00
2.5520e+00 9.6002e-01 1.5460e-01 1.8928e-01 3.2673e+00 2.0941e+00 1.0059e+00 4.5884e-01 1.3625e+00 -2.1603e-01 -8.8676e-02 9.0132e-02 1.8921e-01 0.0000e+00 0.0000e+00
2.7669e+00 8.0994e-01 1.3215e-01 1.6340e-01 2.8057e+00 1.8187e+00 8.9436e-01 4.0468e-01 1.2133e+00 -1.9386e-01 -7.7937e-02 7.7355e-02 1.6625e-01 0.0000e+00 0.0000e+00
3.0000e+00 6.8267e-01 1.1215e-01 1.3982e-01 2.4053e+00 1.5778e+00 7.9269e-01 3.5650e-01 1.0781e+00 -1.7388e-01 -6.8378e-02 6.6393e-02 1.4595e-01 0.0000e+00 0.0000e+00
