# k[h/Mpc]   P_Zel   P_A    P_W    P_d    P_dd     P_d^2    P_d^2d^2  P_dd^2    P_s^2    P_ds^2    P_d^2s^2   P_s^2s^2   P_D2d     P_dD2d
# 
1.0000e-03 4.2070e+02 1.0030e-03 -5.0377e-04 8.4149e+02 3.0882e+02 -5.9850e-04 2.0548e+01 4.2737e-03 3.7185e-03 2.8336e-03 5.4779e+01 3.6508e+01 0.0000e+00 0.0000e+00
1.0842e-03 4.5304e+02 1.2886e-03 -6.3835e-04 9.0678e+02 3.5215e+02 -7.0083e-04 2.0548e+01 5.0253e-03 4.3711e-03 3.3257e-03 5.4775e+01 3.6504e+01 0.0000e+00 0.0000e+00
1.1756e-03 4.8776e+02 1.6519e-03 -8.0843e-04 9.7675e+02 3.9759e+02 -8.2011e-04 2.0548e+01 5.9093e-03 5.1378e-03 3.9023e-03 5.4771e+01 3.6499e+01 0.0000e+00 0.0000e+00
1.2746e-03 5.2500e+02 2.1130e-03 -1.0232e-03 1.0517e+03 4.4520e+02 -9.5896e-04 2.0548e+01 6.9492e-03 6.0385e-03 4.5775e-03 5.4767e+01 3.6493e+01 0.0000e+00 0.0000e+00
1.3819e-03 5.6489e+02 2.6974e-03 -1.2940e-03 1.1318e+03 4.9506e+02 -1.1203e-03 2.0548e+01 8.1725e-03 7.0961e-03 5.3678e-03 5.4761e+01 3.6487e+01 0.0000e+00 0.0000e+00
1.4983e-03 6.0760e+02 3.4371e-03 -1.6353e-03 1.2174e+03 5.4726e+02 -1.3074e-03 2.0547e+01 9.6117e-03 8.3377e-03 6.2922e-03 5.4755e+01 3.6479e+01 0.0000e+00 0.0000e+00
1.6246e-03 6.5324e+02 4.3718e-03 -2.0649e-03 1.3087e+03 6.0186e+02 -1.5239e-03 2.0547e+01 1.1305e-02 9.7945e-03 7.3725e-03 5.4747e+01 3.6469e+01 0.0000e+00 0.0000e+00
1.7614e-03 7.0194e+02 5.5511e-03 -2.6048e-03 1.4060e+03 6.5894e+02 -1.7736e-03 2.0547e+01 1.3298e-02 1.1503e-02 8.6341e-03 5.4739e+01 3.6458e+01 0.0000e+00 0.0000e+00
1.9098e-03 7.5383e+02 7.0366e-03 -3.2827e-03 1.5095e+03 7.1855e+02 -2.0608e-03 2.0546e+01 1.5643e-02 1.3505e-02 1.0106e-02 5.4728e+01 3.6446e+01 0.0000e+00 0.0000e+00
2.0706e-03 8.0899e+02 8.9048e-03 -4.1322e-03 1.6194e+03 7.8076e+02 -2.3897e-03 2.0546e+01 1.8405e-02 1.5849e-02 1.1821e-02 5.4716e+01 3.6430e+01 0.0000e+00 0.0000e+00
2.2450e-03 8.6750e+02 1.1250e-02 -5.1952e-03 1.7360e+03 8.4562e+02 -2.7645e-03 2.0545e+01 2.1655e-02 1.8591e-02 1.3816e-02 5.4702e+01 3.6413e+01 0.0000e+00 0.0000e+00
2.4341e-03 9.2940e+02 1.4190e-02 -6.5228e-03 1.8592e+03 9.1315e+02 -3.1893e-03 2.0545e+01 2.5484e-02 2.1793e-02 1.6135e-02 5.4685e+01 3.6392e+01 0.0000e+00 0.0000e+00
2.6392e-03 9.9470e+02 1.7868e-02 -8.1776e-03 1.9893e+03 9.8337e+02 -3.6673e-03 2.0544e+01 2.9994e-02 2.5528e-02 1.8824e-02 5.4666e+01 3.6368e+01 0.0000e+00 0.0000e+00
