# k[h/Mpc]   P_Zel   P_A    P_W    P_d    P_dd     P_d^2    P_d^2d^2  P_dd^2    P_s^2    P_ds^2    P_d^2s^2   P_s^2s^2   P_D2d     P_dD2d
# 
1.1315e-02 6.3701e+03 4.7880e+00 -1.9575e+00 1.2751e+04 6.3763e+03 2.5292e-01 1.3642e+02 3.8974e+00 1.7122e+00 1.2812e+00 3.5093e+02 2.2800e+02 0.0000e+00 0.0000e+00
1.2269e-02 6.5081e+03 5.6879e+00 -2.2763e+00 1.3029e+04 6.5160e+03 3.9661e-01 1.3632e+02 4.5994e+00 1.8120e+00 1.3782e+00 3.4868e+02 2.2586e+02 0.0000e+00 0.0000e+00
1.3302e-02 6.6156e+03 6.7159e+00 -2.6246e+00 1.3246e+04 6.6257e+03 5.8935e-01 1.3620e+02 5.4241e+00 1.8884e+00 1.4648e+00 3.4613e+02 2.2349e+02 0.0000e+00 0.0000e+00
1.4422e-02 6.6876e+03 7.8770e+00 -2.9979e+00 1.3393e+04 6.7004e+03 8.4369e-01 1.3606e+02 6.3906e+00 1.9317e+00 1.5352e+00 3.4325e+02 2.2088e+02 0.0000e+00 0.0000e+00
1.5637e-02 6.7195e+03 9.1722e+00 -3.3892e+00 1.3460e+04 6.7352e+03 1.1742e+00 1.3590e+02 7.5194e+00 1.9303e+00 1.5830e+00 3.4000e+02 2.1802e+02 0.0000e+00 0.0000e+00
1.6955e-02 6.7066e+03 1.0597e+01 -3.7885e+00 1.3438e+04 6.7255e+03 1.5975e+00 1.3571e+02 8.8327e+00 1.8703e+00 1.6013e+00 3.3636e+02 2.1490e+02 0.0000e+00 0.0000e+00
1.8383e-02 6.6453e+03 1.2138e+01 -4.1824e+00 1.3319e+04 6.6673e+03 2.1315e+00 1.3549e+02 1.0353e+01 1.7371e+00 1.5830e+00 3.3229e+02 2.1150e+02 0.0000e+00 0.0000e+00
1.9931e-02 6.5326e+03 1.3775e+01 -4.5545e+00 1.3098e+04 6.5579e+03 2.7955e+00 1.3524e+02 1.2103e+01 1.5174e+00 1.5212e+00 3.2779e+02 2.0784e+02 0.0000e+00 0.0000e+00
2.1610e-02 6.3674e+03 1.5481e+01 -4.8860e+00 1.2772e+04 6.3961e+03 3.6087e+00 1.3495e+02 1.4105e+01 1.2015e+00 1.4100e+00 3.2281e+02 2.0390e+02 0.0000e+00 0.0000e+00
2.3430e-02 6.1504e+03 1.7219e+01 -5.1564e+00 1.2343e+04 6.1829e+03 4.5890e+00 1.3461e+02 1.6375e+01 7.8487e-01 1.2448e+00 3.1736e+02 1.9968e+02 0.0000e+00 0.0000e+00
2.5404e-02 5.8852e+03 1.8946e+01 -5.3463e+00 1.1818e+04 5.9216e+03 5.7517e+00 1.3423e+02 1.8930e+01 2.6530e-01 1.0230e+00 3.1140e+02 1.9518e+02 0.0000e+00 0.0000e+00
2.7544e-02 5.5782e+03 2.0621e+01 -5.4388e+00 1.1209e+04 5.6189e+03 7.1078e+00 1.3378e+02 2.1777e+01 -3.5949e-01 7.4395e-01 3.0494e+02 1.9040e+02 0.0000e+00 0.0000e+00
2.9864e-02 5.2391e+03 2.2211e+01 -5.4234e+00 1.0537e+04 5.2842e+03 8.6628e+00 1.3327e+02 2.4917e+01 -1.0906e+00 4.0918e-01 2.9796e+02 1.8533e+02 0.0000e+00 0.0000e+00
3.2379e-02 4.8807e+03 2.3694e+01 -5.2980e+00 9.8255e+03 4.9301e+03 1.0416e+01 1.3268e+02 2.8345e+01 -1.9218e+00 2.1155e-02 2.9046e+02 1.8000e+02 0.0000e+00 0.0000e+00
3.5106e-02 4.5178e+03 2.5078e+01 -5.0711e+00 9.1051e+03 4.5715e+03 1.2363e+01 1.3200e+02 3.2050e+01 -2.8414e+00 -4.1810e-01 2.8244e+02 1.7439e+02 0.0000e+00 0.0000e+00
3.8064e-02 4.1662e+03 2.6402e+01 -4.7613e+00 8.4075e+03 4.2242e+03 1.4498e+01 1.3123e+02 3.6021e+01 -3.8476e+00 -9.0899e-01 2.7388e+02 1.6854e+02 0.0000e+00 0.0000e+00
4.1270e-02 3.8407e+03 2.7736e+01 -4.3944e+00 7.7624e+03 3.9034e+03 1.6819e+01 1.3034e+02 4.0249e+01 -4.9532e+00 -1.4564e+00 2.6478e+02 1.6246e+02 0.0000e+00 0.0000e+00
4.4746e-02 3.5530e+03 2.9176e+01 -3.9959e+00 7.1933e+03 3.6207e+03 1.9338e+01 1.2933e+02 4.4736e+01 -6.1706e+00 -2.0708e+00 2.5514e+02 1.5620e+02 0.0000e+00 0.0000e+00
4.8515e-02 3.3088e+03 3.0820e+01 -3.5809e+00 6.7120e+03 3.3822e+03 2.2084e+01 1.2819e+02 4.9502e+01 -7.5201e+00 -2.7678e+00 2.4496e+02 1.4980e+02 0.0000e+00 0.0000e+00
5.2602e-02 3.1061e+03 3.2728e+01 -3.1410e+00 6.3147e+03 3.1857e+03 2.5113e+01 1.2690e+02 5.4580e+01 -9.0385e+00 -3.5635e+00 2.3430e+02 1.4333e+02 0.0000e+00 0.0000e+00
5.7032e-02 2.9331e+03 3.4861e+01 -2.6336e+00 5.9777e+03 3.0198e+03 2.8490e+01 1.2544e+02 6.0009e+01 -1.0737e+01 -4.4678e+00 2.2320e+02 1.3683e+02 0.0000e+00 0.0000e+00
6.1836e-02 2.7692e+03 3.7033e+01 -1.9811e+00 5.6595e+03 2.8635e+03 3.2273e+01 1.2381e+02 6.5808e+01 -1.2607e+01 -5.4733e+00 2.1177e+02 1.3037e+02 0.0000e+00 0.0000e+00
6.7045e-02 2.5889e+03 3.8879e+01 -1.0880e+00 5.3085e+03 2.6906e+03 3.6464e+01 1.2198e+02 7.1926e+01 -1.4590e+01 -6.5456e+00 2.0017e+02 1.2397e+02 0.0000e+00 0.0000e+00
7.2692e-02 2.3714e+03 3.9944e+01 1.1255e-01 4.8813e+03 2.4794e+03 4.0959e+01 1.1995e+02 7.8207e+01 -1.6573e+01 -7.6208e+00 1.8854e+02 1.1763e+02 0.0000e+00 0.0000e+00
7.8815e-02 2.1130e+03 3.9901e+01 1.5948e+00 4.3696e+03 2.2252e+03 4.5521e+01 1.1771e+02 8.4367e+01 -1.8408e+01 -8.6175e+00 1.7705e+02 1.1134e+02 0.0000e+00 0.0000e+00
8.5454e-02 1.8335e+03 3.8807e+01 3.2081e+00 3.8128e+03 1.9477e+03 4.9820e+01 1.1524e+02 9.0050e+01 -1.9969e+01 -9.4661e+00 1.6575e+02 1.0510e+02 0.0000e+00 0.0000e+00
9.2652e-02 1.5720e+03 3.7249e+01 4.7102e+00 3.2901e+03 1.6868e+03 5.3566e+01 1.1256e+02 9.4972e+01 -2.1206e+01 -1.0145e+01 1.5467e+02 9.8924e+01 0.0000e+00 0.0000e+00
1.0046e-01 1.3660e+03 3.6095e+01 5.9007e+00 2.8786e+03 1.4816e+03 5.6691e+01 1.0968e+02 9.9086e+01 -2.2199e+01 -1.0699e+01 1.4373e+02 9.2859e+01 0.0000e+00 0.0000e+00
1.0892e-01 1.2278e+03 3.5939e+01 6.7644e+00 2.6050e+03 1.3459e+03 5.9438e+01 1.0660e+02 1.0265e+02 -2.3096e+01 -1.1209e+01 1.3291e+02 8.6985e+01 0.0000e+00 0.0000e+00
1.1809e-01 1.1337e+03 3.6524e+01 7.5073e+00 2.4217e+03 1.2559e+03 6.2220e+01 1.0333e+02 1.0608e+02 -2.4009e+01 -1.1730e+01 1.2229e+02 8.1362e+01 0.0000e+00 0.0000e+00
1.2804e-01 1.0361e+03 3.6663e+01 8.4063e+00 2.2307e+03 1.1618e+03 6.5220e+01 9.9883e+01 1.0949e+02 -2.4889e+01 -1.2232e+01 1.1206e+02 7.5987e+01 0.0000e+00 0.0000e+00
1.3883e-01 9.0413e+02 3.5228e+01 9.5134e+00 1.9663e+03 1.0299e+03 6.8058e+01 9.6256e+01 1.1245e+02 -2.5537e+01 -1.2600e+01 1.0240e+02 7.0810e+01 0.0000e+00 0.0000e+00
1.5052e-01 7.5901e+02 3.2646e+01 1.0521e+01 1.6714e+03 8.8152e+02 7.0029e+01 9.2471e+01 1.1426e+02 -2.5777e+01 -1.2744e+01 9.3354e+01 6.5797e+01 0.0000e+00 0.0000e+00
1.6320e-01 6.4768e+02 3.0597e+01 1.1121e+01 1.4444e+03 7.6716e+02 7.0923e+01 8.8562e+01 1.1477e+02 -2.5677e+01 -1.2705e+01 8.4801e+01 6.0989e+01 0.0000e+00 0.0000e+00
1.7694e-01 5.7983e+02 2.9757e+01 1.1412e+01 1.3074e+03 6.9870e+02 7.1345e+01 8.4561e+01 1.1462e+02 -2.5463e+01 -1.2606e+01 7.6670e+01 5.6450e+01 0.0000e+00 0.0000e+00
1.9185e-01 5.1844e+02 2.8797e+01 1.1720e+01 1.1832e+03 6.3650e+02 7.1804e+01 8.0486e+01 1.1432e+02 -2.5224e+01 -1.2488e+01 6.9055e+01 5.2178e+01 0.0000e+00 0.0000e+00
2.0801e-01 4.4137e+02 2.6669e+01 1.2037e+01 1.0236e+03 5.5547e+02 7.1854e+01 7.6356e+01 1.1339e+02 -2.4803e+01 -1.2262e+01 6.2062e+01 4.8116e+01 0.0000e+00 0.0000e+00
2.2553e-01 3.7454e+02 2.4561e+01 1.2108e+01 8.8354e+02 4.8395e+02 7.1002e+01 7.2204e+01 1.1138e+02 -2.4116e+01 -1.1892e+01 5.5635e+01 4.4265e+01 0.0000e+00 0.0000e+00
2.4453e-01 3.2946e+02 2.3188e+01 1.1983e+01 7.8888e+02 4.3569e+02 6.9723e+01 6.8065e+01 1.0881e+02 -2.3328e+01 -1.1466e+01 4.9692e+01 4.0664e+01 0.0000e+00 0.0000e+00
2.6512e-01 2.8505e+02 2.1523e+01 1.1820e+01 6.9447e+02 3.8719e+02 6.8297e+01 6.3959e+01 1.0596e+02 -2.2513e+01 -1.1020e+01 4.4264e+01 3.7291e+01 0.0000e+00 0.0000e+00
2.8746e-01 2.4256e+02 1.9654e+01 1.1543e+01 6.0265e+02 3.3958e+02 6.6355e+01 5.9911e+01 1.0248e+02 -2.1571e+01 -1.0503e+01 3.9350e+01 3.4125e+01 0.0000e+00 0.0000e+00
3.1167e-01 2.1021e+02 1.8119e+01 1.1153e+01 5.3187e+02 3.0274e+02 6.4080e+01 5.5948e+01 9.8597e+01 -2.0562e+01 -9.9499e+00 3.4888e+01 3.1178e+01 0.0000e+00 0.0000e+00
3.3792e-01 1.8016e+02 1.6498e+01 1.0703e+01 4.6514e+02 2.6772e+02 6.1615e+01 5.2089e+01 9.4462e+01 -1.9542e+01 -9.3882e+00 3.0866e+01 2.8435e+01 0.0000e+00 0.0000e+00
3.6639e-01 1.5452e+02 1.4964e+01 1.0184e+01 4.0720e+02 2.3706e+02 5.8877e+01 4.8354e+01 9.0016e+01 -1.8477e+01 -8.8032e+00 2.7256e+01 2.5887e+01 0.0000e+00 0.0000e+00
3.9725e-01 1.3254e+02 1.3509e+01 9.6151e+00 3.5668e+02 2.1012e+02 5.6001e+01 4.4757e+01 8.5418e+01 -1.7417e+01 -8.2207e+00 2.4021e+01 2.3529e+01 0.0000e+00 0.0000e+00
4.3071e-01 1.1346e+02 1.2117e+01 9.0073e+00 3.1194e+02 1.8605e+02 5.2991e+01 4.1312e+01 8.0687e+01 -1.6358e+01 -7.6398e+00 2.1135e+01 2.1349e+01 0.0000e+00 0.0000e+00
4.6699e-01 9.7089e+01 1.0806e+01 8.3703e+00 2.7278e+02 1.6479e+02 4.9909e+01 3.8029e+01 7.5903e+01 -1.5318e+01 -7.0713e+00 1.8566e+01 1.9340e+01 0.0000e+00 0.0000e+00
5.0632e-01 8.3005e+01 9.5719e+00 7.7157e+00 2.3835e+02 1.4592e+02 4.6783e+01 3.4916e+01 7.1109e+01 -1.4302e+01 -6.5181e+00 1.6286e+01 1.7492e+01 0.0000e+00 0.0000e+00
5.4897e-01 7.0895e+01 8.4165e+00 7.0522e+00 2.0808e+02 1.2916e+02 4.3653e+01 3.1975e+01 6.6358e+01 -1.3320e+01 -5.9855e+00 1.4267e+01 1.5796e+01 0.0000e+00 0.0000e+00
5.9521e-01 6.0502e+01 7.3396e+00 6.3886e+00 1.8146e+02 1.1428e+02 4.0546e+01 2.9211e+01 6.1687e+01 -1.2375e+01 -5.4762e+00 1.2482e+01 1.4241e+01 0.0000e+00 0.0000e+00
6.4535e-01 5.1579e+01 6.3399e+00 5.7318e+00 1.5803e+02 1.0104e+02 3.7488e+01 2.6621e+01 5.7130e+01 -1.1470e+01 -4.9925e+00 1.0909e+01 1.2820e+01 0.0000e+00 0.0000e+00
6.9971e-01 4.3921e+01 5.4157e+00 5.0880e+00 1.3740e+02 8.9259e+01 3.4499e+01 2.4205e+01 5.2715e+01 -1.0609e+01 -4.5356e+00 9.5224e+00 1.1523e+01 0.0000e+00 0.0000e+00
7.5865e-01 3.7352e+01 4.5652e+00 4.4624e+00 1.1922e+02 7.8757e+01 3.1598e+01 2.1958e+01 4.8462e+01 -9.7917e+00 -4.1064e+00 8.3034e+00 1.0342e+01 0.0000e+00 0.0000e+00
8.2255e-01 3.1715e+01 3.7865e+00 3.8599e+00 1.0320e+02 6.9389e+01 2.8799e+01 1.9876e+01 4.4389e+01 -9.0185e+00 -3.7050e+00 7.2325e+00 9.2669e+00 0.0000e+00 0.0000e+00
8.9184e-01 2.6880e+01 3.0775e+00 3.2852e+00 8.9061e+01 6.1025e+01 2.6112e+01 1.7951e+01 4.0506e+01 -8.2886e+00 -3.3311e+00 6.2926e+00 8.2906e+00 0.0000e+00 0.0000e+00
9.6696e-01 2.2733e+01 2.4364e+00 2.7425e+00 7.6591e+01 5.3551e+01 2.3546e+01 1.6178e+01 3.6822e+01 -7.6008e+00 -2.9840e+00 5.4685e+00 7.4052e+00 0.0000e+00 0.0000e+00
1.0484e+00 1.9177e+01 1.8615e+00 2.2357e+00 6.5595e+01 4.6868e+01 2.1109e+01 1.4548e+01 3.3341e+01 -6.9533e+00 -2.6631e+00 4.7462e+00 6.6033e+00 0.0000e+00 0.0000e+00
1.1367e+00 1.6129e+01 1.3511e+00 1.7687e+00 5.5906e+01 4.0892e+01 1.8807e+01 1.3054e+01 3.0065e+01 -6.3444e+00 -2.3672e+00 4.1137e+00 5.8780e+00 0.0000e+00 0.0000e+00
1.2325e+00 1.3519e+01 9.0370e-01 1.3447e+00 4.7382e+01 3.5550e+01 1.6644e+01 1.1687e+01 2.6994e+01 -5.7719e+00 -2.0954e+00 3.5600e+00 5.2228e+00 0.0000e+00 0.0000e+00
1.3363e+00 1.1287e+01 5.1771e-01 9.6681e-01 3.9901e+01 3.0777e+01 1.4625e+01 1.0439e+01 2.4127e+01 -5.2341e+00 -1.8464e+00 3.0755e+00 4.6316e+00 0.0000e+00 0.0000e+00
1.4488e+00 9.3803e+00 1.9140e-01 6.3723e-01 3.3359e+01 2.6521e+01 1.2751e+01 9.3027e+00 2.1462e+01 -4.7290e+00 -1.6192e+00 2.6518e+00 4.0989e+00 0.0000e+00 0.0000e+00
1.5709e+00 7.7567e+00 -7.7350e-02 3.5737e-01 2.7664e+01 2.2735e+01 1.1026e+01 8.2694e+00 1.8994e+01 -4.2551e+00 -1.4127e+00 2.2816e+00 3.6195e+00 0.0000e+00 0.0000e+00
1.7032e+00 6.3784e+00 -2.9115e-01 1.2748e-01 2.2737e+01 1.9378e+01 9.4509e+00 7.3320e+00 1.6720e+01 -3.8113e+00 -1.2257e+00 1.9583e+00 3.1887e+00 0.0000e+00 0.0000e+00
1.8467e+00 5.2133e+00 -4.5334e-01 -5.3529e-02 1.8506e+01 1.6415e+01 8.0263e+00 6.4834e+00 1.4636e+01 -3.3964e+00 -1.0573e+00 1.6765e+00 2.8022e+00 0.0000e+00 0.0000e+00
2.0022e+00 4.2334e+00 -5.6803e-01 -1.8822e-01 1.4904e+01 1.3814e+01 6.7511e+00 5.7168e+00 1.2737e+01 -3.0099e+00 -9.0649e-01 1.4310e+00 2.4560e+00 0.0000e+00 0.0000e+00
2.1709e+00 3.4141e+00 -6.4016e-01 -2.8062e-01 1.1869e+01 1.1545e+01 5.6223e+00 5.0260e+00 1.1017e+01 -2.6514e+00 -7.7222e-01 1.2178e+00 2.1466e+00 0.0000e+00 0.0000e+00
2.3537e+00 2.7339e+00 -6.7538e-01 -3.3600e-01 9.3412e+00 9.5813e+00 4.6351e+00 4.4052e+00 9.4696e+00 -2.3207e+00 -6.5352e-01 1.0329e+00 1.8707e+00 0.0000e+00 0.0000e+00
2.5520e+00 2.1735e+00 -6.7985e-01 -3.6055e-01 7.2618e+00 7.8949e+00 3.7827e+00 3.8488e+00 8.0882e+00 -2.0176e+00 -5.4937e-01 8.7307e-01 1.6253e+00 0.0000e+00 0.0000e+00
2.7669e+00 1.7156e+00 -6.5998e-01 -3.6087e-01 5.5740e+00 6.4596e+00 3.0563e+00 3.3517e+00 6.8642e+00 -1.7418e+00 -4.5870e-01 7.3538e-01 1.4076e+00 0.0000e+00 0.0000e+00
3.0000e+00 1.3446e+00 -6.2205e-01 -3.4353e-01 4.2233e+00 5.2490e+00 2.4454e+00 2.9090e+00 5.7885e+00 -1.4931e+00 -3.8045e-01 6.1719e-01 1.2152e+00 0.0000e+00 0.0000e+00
