# k[h/Mpc]   P_Zel   P_A    P_W    P_d    P_dd     P_d^2    P_d^2d^2  P_dd^2    P_s^2    P_ds^2    P_d^2s^2   P_s^2s^2   P_D2d     P_dD2d
# 
1.0000e-03 8.2241e+02 3.7190e-03 -1.9252e-03 1.6450e+03 6.0370e+02 -2.2872e-03 7.8528e+01 1.6333e-02 1.4211e-02 1.0829e-02 2.0934e+02 1.3952e+02 0.0000e+00 0.0000e+00
1.0842e-03 8.8564e+02 4.7802e-03 -2.4396e-03 1.7727e+03 6.8843e+02 -2.6783e-03 7.8528e+01 1.9205e-02 1.6705e-02 1.2709e-02 2.0933e+02 1.3951e+02 0.0000e+00 0.0000e+00
1.1756e-03 9.5352e+02 6.1299e-03 -3.0895e-03 1.9095e+03 7.7725e+02 -3.1342e-03 7.8527e+01 2.2583e-02 1.9635e-02 1.4913e-02 2.0932e+02 1.3949e+02 0.0000e+00 0.0000e+00
1.2746e-03 1.0263e+03 7.8435e-03 -3.9101e-03 2.0559e+03 8.7032e+02 -3.6648e-03 7.8527e+01 2.6557e-02 2.3077e-02 1.7493e-02 2.0930e+02 1.3946e+02 0.0000e+00 0.0000e+00
1.3819e-03 1.1043e+03 1.0016e-02 -4.9452e-03 2.2125e+03 9.6780e+02 -4.2814e-03 7.8526e+01 3.1232e-02 2.7119e-02 2.0514e-02 2.0928e+02 1.3944e+02 0.0000e+00 0.0000e+00
1.4983e-03 1.1878e+03 1.2765e-02 -6.2495e-03 2.3799e+03 1.0698e+03 -4.9964e-03 7.8525e+01 3.6732e-02 3.1863e-02 2.4046e-02 2.0925e+02 1.3941e+02 0.0000e+00 0.0000e+00
1.6246e-03 1.2770e+03 1.6240e-02 -7.8911e-03 2.5584e+03 1.1766e+03 -5.8237e-03 7.8524e+01 4.3204e-02 3.7431e-02 2.8175e-02 2.0922e+02 1.3937e+02 0.0000e+00 0.0000e+00
1.7614e-03 1.3722e+03 2.0623e-02 -9.9547e-03 2.7486e+03 1.2882e+03 -6.7781e-03 7.8523e+01 5.0820e-02 4.3959e-02 3.2996e-02 2.0919e+02 1.3933e+02 0.0000e+00 0.0000e+00
1.9098e-03 1.4736e+03 2.6145e-02 -1.2545e-02 2.9509e+03 1.4047e+03 -7.8755e-03 7.8521e+01 5.9783e-02 5.1610e-02 3.8620e-02 2.0915e+02 1.3928e+02 0.0000e+00 0.0000e+00
2.0706e-03 1.5815e+03 3.3089e-02 -1.5792e-02 3.1658e+03 1.5263e+03 -9.1324e-03 7.8519e+01 7.0335e-02 6.0569e-02 4.5173e-02 2.0910e+02 1.3922e+02 0.0000e+00 0.0000e+00
2.2450e-03 1.6958e+03 4.1808e-02 -1.9854e-02 3.3936e+03 1.6531e+03 -1.0565e-02 7.8517e+01 8.2759e-02 7.1046e-02 5.2799e-02 2.0905e+02 1.3916e+02 0.0000e+00 0.0000e+00
2.4341e-03 1.8168e+03 5.2734e-02 -2.4927e-02 3.6346e+03 1.7851e+03 -1.2188e-02 7.8515e+01 9.7389e-02 8.3284e-02 6.1660e-02 2.0899e+02 1.3908e+02 0.0000e+00 0.0000e+00
2.6392e-03 1.9445e+03 6.6403e-02 -3.1251e-02 3.8889e+03 1.9224e+03 -1.4015e-02 7.8512e+01 1.1462e-01 9.7557e-02 7.1938e-02 2.0891e+02 1.3899e+02 0.0000e+00 0.0000e+00
2.8615e-03 2.0787e+03 8.3468e-02 -3.9116e-02 4.1566e+03 2.0649e+03 -1.6052e-02 7.8508e+01 1.3493e-01 1.1417e-01 8.3837e-02 2.0882e+02 1.3888e+02 0.0000e+00 0.0000e+00
3.1025e-03 2.2195e+03 1.0473e-01 -4.8873e-02 4.4376e+03 2.2126e+03 -1.8299e-02 7.8504e+01 1.5886e-01 1.3346e-01 9.7581e-02 2.0872e+02 1.3875e+02 0.0000e+00 0.0000e+00
3.3638e-03 2.3665e+03 1.3117e-01 -6.0947e-02 4.7316e+03 2.3654e+03 -2.0743e-02 7.8499e+01 1.8707e-01 1.5580e-01 1.1342e-01 2.0860e+02 1.3861e+02 0.0000e+00 0.0000e+00
3.6472e-03 2.5197e+03 1.6395e-01 -7.5845e-02 5.0382e+03 2.5231e+03 -2.3351e-02 7.8494e+01 2.2034e-01 1.8158e-01 1.3161e-01 2.0846e+02 1.3844e+02 0.0000e+00 0.0000e+00
3.9544e-03 2.6786e+03 2.0452e-01 -9.4167e-02 5.3567e+03 2.6855e+03 -2.6064e-02 7.8487e+01 2.5958e-01 2.1122e-01 1.5244e-01 2.0829e+02 1.3824e+02 0.0000e+00 0.0000e+00
4.2875e-03 2.8429e+03 2.5457e-01 -1.1663e-01 5.6861e+03 2.8521e+03 -2.8785e-02 7.8480e+01 3.0589e-01 2.4512e-01 1.7620e-01 2.0810e+02 1.3802e+02 0.0000e+00 0.0000e+00
4.6486e-03 3.0122e+03 3.1616e-01 -1.4405e-01 6.0252e+03 3.0225e+03 -3.1362e-02 7.8471e+01 3.6056e-01 2.8368e-01 2.0318e-01 2.0788e+02 1.3775e+02 0.0000e+00 0.0000e+00
5.0402e-03 3.1856e+03 3.9171e-01 -1.7739e-01 6.3724e+03 3.1961e+03 -3.3572e-02 7.8460e+01 4.2511e-01 3.2724e-01 2.3366e-01 2.0761e+02 1.3745e+02 0.0000e+00 0.0000e+00
5.4648e-03 3.3622e+03 4.8408e-01 -2.1773e-01 6.7257e+03 3.3721e+03 -3.5091e-02 7.8448e+01 5.0136e-01 3.7606e-01 2.6791e-01 2.0731e+02 1.3710e+02 0.0000e+00 0.0000e+00
5.9251e-03 3.5408e+03 5.9661e-01 -2.6631e-01 7.0830e+03 3.5495e+03 -3.5463e-02 7.8433e+01 5.9147e-01 4.3027e-01 3.0613e-01 2.0695e+02 1.3670e+02 0.0000e+00 0.0000e+00
6.4242e-03 3.7199e+03 7.3319e-01 -3.2446e-01 7.4413e+03 3.7272e+03 -3.4061e-02 7.8417e+01 6.9796e-01 4.8979e-01 3.4845e-01 2.0653e+02 1.3623e+02 0.0000e+00 0.0000e+00
6.9653e-03 3.8979e+03 8.9826e-01 -3.9364e-01 7.7977e+03 3.9038e+03 -3.0026e-02 7.8397e+01 8.2385e-01 5.5430e-01 3.9488e-01 2.0605e+02 1.3570e+02 0.0000e+00 0.0000e+00
7.5520e-03 4.0730e+03 1.0968e+00 -4.7539e-01 8.1484e+03 4.0777e+03 -2.2214e-02 7.8374e+01 9.7268e-01 6.2318e-01 4.4529e-01 2.0549e+02 1.3510e+02 0.0000e+00 0.0000e+00
8.1881e-03 4.2432e+03 1.3345e+00 -5.7127e-01 8.4893e+03 4.2469e+03 -9.1078e-03 7.8347e+01 1.1486e+00 6.9539e-01 4.9934e-01 2.0485e+02 1.3442e+02 0.0000e+00 0.0000e+00
8.8778e-03 4.4063e+03 1.6173e+00 -6.8275e-01 8.8159e+03 4.4091e+03 1.1268e-02 7.8315e+01 1.3565e+00 7.6951e-01 5.5641e-01 2.0411e+02 1.3364e+02 0.0000e+00 0.0000e+00
9.6256e-03 4.5594e+03 1.9516e+00 -8.1114e-01 9.1227e+03 4.5618e+03 4.1457e-02 7.8278e+01 1.6022e+00 8.4362e-01 6.1558e-01 2.0325e+02 1.3277e+02 0.0000e+00 0.0000e+00
1.0436e-02 4.6995e+03 2.3440e+00 -9.5743e-01 9.4040e+03 4.7022e+03 8.4686e-02 7.8235e+01 1.8921e+00 9.1530e-01 6.7551e-01 2.0227e+02 1.3178e+02 0.0000e+00 0.0000e+00
1.1315e-02 4.8237e+03 2.8009e+00 -1.1221e+00 9.6534e+03 4.8269e+03 1.4500e-01 7.8185e+01 2.2340e+00 9.8160e-01 7.3445e-01 2.0114e+02 1.3068e+02 0.0000e+00 0.0000e+00
1.2269e-02 4.9284e+03 3.3282e+00 -1.3050e+00 9.8640e+03 4.9326e+03 2.2739e-01 7.8127e+01 2.6364e+00 1.0389e+00 7.9014e-01 1.9986e+02 1.2946e+02 0.0000e+00 0.0000e+00
1.3302e-02 5.0100e+03 3.9309e+00 -1.5047e+00 1.0029e+04 5.0156e+03 3.3791e-01 7.8059e+01 3.1093e+00 1.0828e+00 8.3982e-01 1.9840e+02 1.2811e+02 0.0000e+00 0.0000e+00
1.4422e-02 5.0648e+03 4.6120e+00 -1.7188e+00 1.0140e+04 5.0721e+03 4.8376e-01 7.7981e+01 3.6634e+00 1.1078e+00 8.8025e-01 1.9675e+02 1.2661e+02 0.0000e+00 0.0000e+00
1.5637e-02 5.0893e+03 5.3723e+00 -1.9433e+00 1.0191e+04 5.0984e+03 6.7333e-01 7.7889e+01 4.3108e+00 1.1071e+00 9.0774e-01 1.9490e+02 1.2497e+02 0.0000e+00 0.0000e+00
1.6955e-02 5.0800e+03 6.2090e+00 -2.1724e+00 1.0174e+04 5.0909e+03 9.1610e-01 7.7783e+01 5.0639e+00 1.0729e+00 9.1833e-01 1.9281e+02 1.2319e+02 0.0000e+00 0.0000e+00
1.8383e-02 5.0340e+03 7.1152e+00 -2.3984e+00 1.0084e+04 5.0467e+03 1.2225e+00 7.7661e+01 5.9360e+00 9.9679e-01 9.0793e-01 1.9049e+02 1.2125e+02 0.0000e+00 0.0000e+00
1.9931e-02 4.9492e+03 8.0792e+00 -2.6120e+00 9.9173e+03 4.9637e+03 1.6035e+00 7.7518e+01 6.9401e+00 8.7106e-01 8.7263e-01 1.8792e+02 1.1915e+02 0.0000e+00 0.0000e+00
