# k[h/Mpc]   P_Zel   P_A    P_W    P_d    P_dd     P_d^2    P_d^2d^2  P_dd^2    P_s^2    P_ds^2    P_d^2s^2   P_s^2s^2   P_D2d     P_dD2d
# 
1.0000e-03 4.6402e+02 1.2163e-03 -6.1286e-04 9.2814e+02 3.4061e+02 -7.2811e-04 2.4998e+01 5.1992e-03 4.5238e-03 3.4472e-03 6.6641e+01 4.4414e+01 0.0000e+00 0.0000e+00
1.0842e-03 4.9969e+02 1.5627e-03 -7.7659e-04 1.0002e+03 3.8842e+02 -8.5259e-04 2.4998e+01 6.1136e-03 5.3177e-03 4.0458e-03 6.6637e+01 4.4409e+01 0.0000e+00 0.0000e+00
1.1756e-03 5.3799e+02 2.0033e-03 -9.8349e-04 1.0773e+03 4.3853e+02 -9.9771e-04 2.4998e+01 7.1890e-03 6.2504e-03 4.7473e-03 6.6632e+01 4.4403e+01 0.0000e+00 0.0000e+00
1.2746e-03 5.7906e+02 2.5626e-03 -1.2447e-03 1.1600e+03 4.9104e+02 -1.1666e-03 2.4998e+01 8.4541e-03 7.3461e-03 5.5688e-03 6.6626e+01 4.4396e+01 0.0000e+00 0.0000e+00
1.3819e-03 6.2306e+02 3.2715e-03 -1.5742e-03 1.2483e+03 5.4604e+02 -1.3629e-03 2.4997e+01 9.9422e-03 8.6328e-03 6.5302e-03 6.6620e+01 4.4388e+01 0.0000e+00 0.0000e+00
1.4983e-03 6.7016e+02 4.1687e-03 -1.9894e-03 1.3427e+03 6.0361e+02 -1.5905e-03 2.4997e+01 1.1693e-02 1.0143e-02 7.6548e-03 6.6612e+01 4.4378e+01 0.0000e+00 0.0000e+00
1.6246e-03 7.2050e+02 5.3025e-03 -2.5120e-03 1.4435e+03 6.6383e+02 -1.8539e-03 2.4997e+01 1.3753e-02 1.1915e-02 8.9691e-03 6.6603e+01 4.4367e+01 0.0000e+00 0.0000e+00
1.7614e-03 7.7422e+02 6.7329e-03 -3.1689e-03 1.5508e+03 7.2679e+02 -2.1577e-03 2.4996e+01 1.6178e-02 1.3994e-02 1.0504e-02 6.6592e+01 4.4353e+01 0.0000e+00 0.0000e+00
1.9098e-03 8.3145e+02 8.5348e-03 -3.9935e-03 1.6649e+03 7.9254e+02 -2.5070e-03 2.4996e+01 1.9031e-02 1.6429e-02 1.2294e-02 6.6580e+01 4.4338e+01 0.0000e+00 0.0000e+00
2.0706e-03 8.9230e+02 1.0801e-02 -5.0270e-03 1.7862e+03 8.6116e+02 -2.9071e-03 2.4995e+01 2.2390e-02 1.9281e-02 1.4380e-02 6.6565e+01 4.4320e+01 0.0000e+00 0.0000e+00
2.2450e-03 9.5683e+02 1.3646e-02 -6.3202e-03 1.9147e+03 9.3270e+02 -3.3632e-03 2.4995e+01 2.6345e-02 2.2617e-02 1.6808e-02 6.6548e+01 4.4298e+01 0.0000e+00 0.0000e+00
2.4341e-03 1.0251e+03 1.7212e-02 -7.9353e-03 2.0507e+03 1.0072e+03 -3.8800e-03 2.4994e+01 3.1002e-02 2.6513e-02 1.9629e-02 6.6528e+01 4.4273e+01 0.0000e+00 0.0000e+00
2.6392e-03 1.0971e+03 2.1672e-02 -9.9484e-03 2.1941e+03 1.0846e+03 -4.4614e-03 2.4993e+01 3.6489e-02 3.1056e-02 2.2901e-02 6.6504e+01 4.4244e+01 0.0000e+00 0.0000e+00
2.8615e-03 1.1729e+03 2.7242e-02 -1.2452e-02 2.3452e+03 1.1650e+03 -5.1100e-03 2.4992e+01 4.2952e-02 3.6345e-02 2.6689e-02 6.6476e+01 4.4210e+01 0.0000e+00 0.0000e+00
3.1025e-03 1.2523e+03 3.4182e-02 -1.5558e-02 2.5037e+03 1.2484e+03 -5.8253e-03 2.4991e+01 5.0570e-02 4.2487e-02 3.1064e-02 6.6443e+01 4.4170e+01 0.0000e+00 0.0000e+00
3.3638e-03 1.3353e+03 4.2811e-02 -1.9402e-02 2.6696e+03 1.3346e+03 -6.6032e-03 2.4989e+01 5.9551e-02 4.9599e-02 3.6105e-02 6.6405e+01 4.4124e+01 0.0000e+00 0.0000e+00
3.6472e-03 1.4217e+03 5.3514e-02 -2.4145e-02 2.8426e+03 1.4236e+03 -7.4335e-03 2.4987e+01 7.0141e-02 5.7807e-02 4.1897e-02 6.6360e+01 4.4071e+01 0.0000e+00 0.0000e+00
