# k[h/Mpc]   P_Zel   P_A    P_W    P_d    P_dd     P_d^2    P_d^2d^2  P_dd^2    P_s^2    P_ds^2    P_d^2s^2   P_s^2s^2   P_D2d     P_dD2d
# 
1.0000e-03 6.8131e+02 2.5799e-03 -1.3213e-03 1.3628e+03 5.0013e+02 -1.5698e-03 5.3895e+01 1.1209e-02 9.7531e-03 7.4320e-03 1.4368e+02 9.5756e+01 0.0000e+00 0.0000e+00
1.0842e-03 7.3371e+02 3.3156e-03 -1.6743e-03 1.4685e+03 5.7032e+02 -1.8382e-03 5.3895e+01 1.3181e-02 1.1465e-02 8.7227e-03 1.4367e+02 9.5745e+01 0.0000e+00 0.0000e+00
1.1756e-03 7.8994e+02 4.2511e-03 -2.1204e-03 1.5819e+03 6.4390e+02 -2.1510e-03 5.3894e+01 1.5499e-02 1.3476e-02 1.0235e-02 1.4366e+02 9.5732e+01 0.0000e+00 0.0000e+00
1.2746e-03 8.5024e+02 5.4389e-03 -2.6836e-03 1.7032e+03 7.2101e+02 -2.5152e-03 5.3894e+01 1.8227e-02 1.5838e-02 1.2006e-02 1.4364e+02 9.5716e+01 0.0000e+00 0.0000e+00
1.3819e-03 9.1486e+02 6.9446e-03 -3.3940e-03 1.8329e+03 8.0176e+02 -2.9384e-03 5.3893e+01 2.1435e-02 1.8612e-02 1.4079e-02 1.4363e+02 9.5698e+01 0.0000e+00 0.0000e+00
1.4983e-03 9.8401e+02 8.8502e-03 -4.2891e-03 1.9716e+03 8.8629e+02 -3.4291e-03 5.3893e+01 2.5210e-02 2.1868e-02 1.6503e-02 1.4361e+02 9.5677e+01 0.0000e+00 0.0000e+00
1.6246e-03 1.0579e+03 1.1258e-02 -5.4158e-03 2.1195e+03 9.7472e+02 -3.9969e-03 5.3892e+01 2.9651e-02 2.5689e-02 1.9337e-02 1.4359e+02 9.5653e+01 0.0000e+00 0.0000e+00
1.7614e-03 1.1368e+03 1.4296e-02 -6.8320e-03 2.2770e+03 1.0672e+03 -4.6519e-03 5.3891e+01 3.4878e-02 3.0170e-02 2.2646e-02 1.4357e+02 9.5624e+01 0.0000e+00 0.0000e+00
1.9098e-03 1.2208e+03 1.8124e-02 -8.6098e-03 2.4447e+03 1.1637e+03 -5.4051e-03 5.3890e+01 4.1030e-02 3.5421e-02 2.6506e-02 1.4354e+02 9.5590e+01 0.0000e+00 0.0000e+00
2.0706e-03 1.3102e+03 2.2937e-02 -1.0838e-02 2.6227e+03 1.2645e+03 -6.2677e-03 5.3889e+01 4.8272e-02 4.1569e-02 3.1003e-02 1.4351e+02 9.5551e+01 0.0000e+00 0.0000e+00
2.2450e-03 1.4049e+03 2.8979e-02 -1.3626e-02 2.8114e+03 1.3695e+03 -7.2509e-03 5.3887e+01 5.6799e-02 4.8760e-02 3.6237e-02 1.4347e+02 9.5505e+01 0.0000e+00 0.0000e+00
2.4341e-03 1.5052e+03 3.6553e-02 -1.7108e-02 3.0110e+03 1.4789e+03 -8.3650e-03 5.3886e+01 6.6840e-02 5.7160e-02 4.2318e-02 1.4343e+02 9.5451e+01 0.0000e+00 0.0000e+00
2.6392e-03 1.6109e+03 4.6027e-02 -2.1448e-02 3.2217e+03 1.5926e+03 -9.6186e-03 5.3884e+01 7.8668e-02 6.6955e-02 4.9372e-02 1.4338e+02 9.5388e+01 0.0000e+00 0.0000e+00
2.8615e-03 1.7221e+03 5.7855e-02 -2.6846e-02 3.4435e+03 1.7107e+03 -1.1017e-02 5.3881e+01 9.2603e-02 7.8357e-02 5.7539e-02 1.4332e+02 9.5315e+01 0.0000e+00 0.0000e+00
3.1025e-03 1.8387e+03 7.2594e-02 -3.3543e-02 3.6763e+03 1.8330e+03 -1.2559e-02 5.3878e+01 1.0903e-01 9.1598e-02 6.6972e-02 1.4325e+02 9.5229e+01 0.0000e+00 0.0000e+00
3.3638e-03 1.9606e+03 9.0917e-02 -4.1829e-02 3.9199e+03 1.9596e+03 -1.4236e-02 5.3875e+01 1.2839e-01 1.0693e-01 7.7840e-02 1.4317e+02 9.5129e+01 0.0000e+00 0.0000e+00
