# k[h/Mpc]   P_Zel   P_A    P_W    P_d    P_dd     P_d^2    P_d^2d^2  P_dd^2    P_s^2    P_ds^2    P_d^2s^2   P_s^2s^2   P_D2d     P_dD2d
# 
1.0000e-03 3.8770e+03 6.3358e-02 -4.2787e-02 7.7552e+03 2.8461e+03 -5.0834e-02 1.7453e+03 3.6299e-01 3.1583e-01 2.4067e-01 4.6527e+03 3.1009e+03 0.0000e+00 0.0000e+00
1.0842e-03 4.1751e+03 8.1812e-02 -5.4218e-02 8.3569e+03 3.2455e+03 -5.9525e-02 1.7453e+03 4.2683e-01 3.7126e-01 2.8246e-01 4.6524e+03 3.1005e+03 0.0000e+00 0.0000e+00
1.1756e-03 4.4951e+03 1.0532e-01 -6.8663e-02 9.0018e+03 3.6642e+03 -6.9656e-02 1.7453e+03 5.0191e-01 4.3637e-01 3.3143e-01 4.6520e+03 3.1001e+03 0.0000e+00 0.0000e+00
1.2746e-03 4.8382e+03 1.3520e-01 -8.6900e-02 9.6922e+03 4.1030e+03 -8.1448e-02 1.7453e+03 5.9023e-01 5.1286e-01 3.8878e-01 4.6516e+03 3.0996e+03 0.0000e+00 0.0000e+00
1.3819e-03 5.2059e+03 1.7312e-01 -1.0990e-01 1.0431e+04 4.5625e+03 -9.5151e-02 1.7452e+03 6.9412e-01 6.0268e-01 4.5590e-01 4.6512e+03 3.0990e+03 0.0000e+00 0.0000e+00
1.4983e-03 5.5993e+03 2.2114e-01 -1.3889e-01 1.1219e+04 5.0436e+03 -1.1104e-01 1.7452e+03 8.1636e-01 7.0812e-01 5.3441e-01 4.6506e+03 3.0983e+03 0.0000e+00 0.0000e+00
1.6246e-03 6.0198e+03 2.8185e-01 -1.7537e-01 1.2061e+04 5.5468e+03 -1.2943e-01 1.7452e+03 9.6018e-01 8.3184e-01 6.2616e-01 4.6499e+03 3.0975e+03 0.0000e+00 0.0000e+00
1.7614e-03 6.4686e+03 3.5846e-01 -2.2123e-01 1.2957e+04 6.0728e+03 -1.5064e-01 1.7452e+03 1.1294e+00 9.7692e-01 7.3329e-01 4.6492e+03 3.0965e+03 0.0000e+00 0.0000e+00
1.9098e-03 6.9467e+03 4.5496e-01 -2.7879e-01 1.3911e+04 6.6223e+03 -1.7502e-01 1.7451e+03 1.3286e+00 1.1469e+00 8.5826e-01 4.6483e+03 3.0954e+03 0.0000e+00 0.0000e+00
2.0706e-03 7.4549e+03 5.7630e-01 -3.5093e-01 1.4924e+04 7.1956e+03 -2.0295e-01 1.7451e+03 1.5631e+00 1.3460e+00 1.0039e+00 4.6472e+03 3.0941e+03 0.0000e+00 0.0000e+00
2.2450e-03 7.9938e+03 7.2860e-01 -4.4120e-01 1.5998e+04 7.7934e+03 -2.3479e-01 1.7450e+03 1.8392e+00 1.5788e+00 1.1733e+00 4.6459e+03 3.0926e+03 0.0000e+00 0.0000e+00
2.4341e-03 8.5640e+03 9.1940e-01 -5.5393e-01 1.7134e+04 8.4157e+03 -2.7086e-01 1.7450e+03 2.1643e+00 1.8507e+00 1.3702e+00 4.6445e+03 3.0908e+03 0.0000e+00 0.0000e+00
2.6392e-03 9.1655e+03 1.1579e+00 -6.9444e-01 1.8332e+04 9.0629e+03 -3.1144e-01 1.7449e+03 2.5473e+00 2.1678e+00 1.5986e+00 4.6428e+03 3.0888e+03 0.0000e+00 0.0000e+00
2.8615e-03 9.7979e+03 1.4556e+00 -8.6918e-01 1.9594e+04 9.7348e+03 -3.5671e-01 1.7448e+03 2.9985e+00 2.5368e+00 1.8629e+00 4.6407e+03 3.0863e+03 0.0000e+00 0.0000e+00
3.1025e-03 1.0461e+04 1.8262e+00 -1.0860e+00 2.0918e+04 1.0431e+04 -4.0663e-01 1.7447e+03 3.5302e+00 2.9654e+00 2.1682e+00 4.6384e+03 3.0835e+03 0.0000e+00 0.0000e+00
3.3638e-03 1.1154e+04 2.2865e+00 -1.3542e+00 2.2304e+04 1.1152e+04 -4.6092e-01 1.7446e+03 4.1570e+00 3.4616e+00 2.5200e+00 4.6356e+03 3.0802e+03 0.0000e+00 0.0000e+00
3.6472e-03 1.1875e+04 2.8570e+00 -1.6851e+00 2.3748e+04 1.1895e+04 -5.1885e-01 1.7444e+03 4.8961e+00 4.0342e+00 2.9240e+00 4.6324e+03 3.0764e+03 0.0000e+00 0.0000e+00
3.9544e-03 1.2623e+04 3.5619e+00 -2.0921e+00 2.5249e+04 1.2661e+04 -5.7912e-01 1.7443e+03 5.7679e+00 4.6922e+00 3.3866e+00 4.6286e+03 3.0720e+03 0.0000e+00 0.0000e+00
4.2875e-03 1.3397e+04 4.4305e+00 -2.5908e+00 2.6801e+04 1.3446e+04 -6.3955e-01 1.7441e+03 6.7967e+00 5.4449e+00 3.9142e+00 4.6242e+03 3.0668e+03 0.0000e+00 0.0000e+00
4.6486e-03 1.4193e+04 5.4977e+00 -3.1997e+00 2.8398e+04 1.4250e+04 -6.9678e-01 1.7438e+03 8.0109e+00 6.3008e+00 4.5132e+00 4.6190e+03 3.0608e+03 0.0000e+00 0.0000e+00
5.0402e-03 1.5009e+04 6.8044e+00 -3.9399e+00 3.0034e+04 1.5068e+04 -7.4584e-01 1.7436e+03 9.4447e+00 7.2674e+00 5.1898e+00 4.6130e+03 3.0540e+03 0.0000e+00 0.0000e+00
5.4648e-03 1.5839e+04 8.3988e+00 -4.8356e+00 3.1697e+04 1.5898e+04 -7.7955e-01 1.7433e+03 1.1138e+01 8.3505e+00 5.9498e+00 4.6059e+03 3.0460e+03 0.0000e+00 0.0000e+00
5.9251e-03 1.6678e+04 1.0337e+01 -5.9136e+00 3.3379e+04 1.6735e+04 -7.8782e-01 1.7429e+03 1.3139e+01 9.5526e+00 6.7976e+00 4.5977e+03 3.0369e+03 0.0000e+00 0.0000e+00
6.4242e-03 1.7519e+04 1.2685e+01 -7.2037e+00 3.5066e+04 1.7573e+04 -7.5667e-01 1.7425e+03 1.5503e+01 1.0872e+01 7.7361e+00 4.5882e+03 3.0264e+03 0.0000e+00 0.0000e+00
6.9653e-03 1.8354e+04 1.5514e+01 -8.7382e+00 3.6742e+04 1.8406e+04 -6.6714e-01 1.7420e+03 1.8297e+01 1.2301e+01 8.7654e+00 4.5772e+03 3.0144e+03 0.0000e+00 0.0000e+00
7.5520e-03 1.9175e+04 1.8908e+01 -1.0551e+01 3.8392e+04 1.9226e+04 -4.9383e-01 1.7414e+03 2.1600e+01 1.3826e+01 9.8823e+00 4.5644e+03 3.0008e+03 0.0000e+00 0.0000e+00
8.1881e-03 1.9971e+04 2.2957e+01 -1.2675e+01 3.9994e+04 2.0025e+04 -2.0319e-01 1.7407e+03 2.5503e+01 1.5423e+01 1.1079e+01 4.5495e+03 2.9852e+03 0.0000e+00 0.0000e+00
8.8778e-03 2.0733e+04 2.7756e+01 -1.5145e+01 4.1528e+04 2.0790e+04 2.4845e-01 1.7399e+03 3.0114e+01 1.7060e+01 1.2341e+01 4.5325e+03 2.9676e+03 0.0000e+00 0.0000e+00
9.6256e-03 2.1447e+04 3.3406e+01 -1.7987e+01 4.2968e+04 2.1512e+04 9.1724e-01 1.7390e+03 3.5559e+01 1.8695e+01 1.3649e+01 4.5128e+03 2.9477e+03 0.0000e+00 0.0000e+00
1.0436e-02 2.2097e+04 4.0006e+01 -2.1223e+01 4.4286e+04 2.2175e+04 1.8744e+00 1.7379e+03 4.1983e+01 2.0272e+01 1.4971e+01 4.4902e+03 2.9254e+03 0.0000e+00 0.0000e+00
1.1315e-02 2.2671e+04 4.7647e+01 -2.4863e+01 4.5453e+04 2.2765e+04 3.2088e+00 1.7366e+03 4.9554e+01 2.1725e+01 1.6269e+01 4.4643e+03 2.9005e+03 0.0000e+00 0.0000e+00
1.2269e-02 2.3151e+04 5.6408e+01 -2.8899e+01 4.6435e+04 2.3266e+04 5.0302e+00 1.7351e+03 5.8461e+01 2.2974e+01 1.7493e+01 4.4349e+03 2.8727e+03 0.0000e+00 0.0000e+00
1.3302e-02 2.3521e+04 6.6346e+01 -3.3303e+01 4.7200e+04 2.3660e+04 7.4711e+00 1.7334e+03 6.8918e+01 2.3919e+01 1.8580e+01 4.4014e+03 2.8419e+03 0.0000e+00 0.0000e+00
1.4422e-02 2.3762e+04 7.7483e+01 -3.8018e+01 4.7712e+04 2.3930e+04 1.0689e+01 1.7314e+03 8.1162e+01 2.4438e+01 1.9458e+01 4.3635e+03 2.8079e+03 0.0000e+00 0.0000e+00
1.5637e-02 2.3858e+04 8.9791e+01 -4.2952e+01 4.7937e+04 2.4058e+04 1.4865e+01 1.7291e+03 9.5449e+01 2.4382e+01 2.0046e+01 4.3207e+03 2.7706e+03 0.0000e+00 0.0000e+00
1.6955e-02 2.3792e+04 1.0318e+02 -4.7976e+01 4.7845e+04 2.4028e+04 2.0205e+01 1.7264e+03 1.1205e+02 2.3575e+01 2.0256e+01 4.2728e+03 2.7299e+03 0.0000e+00 0.0000e+00
1.8383e-02 2.3552e+04 1.1749e+02 -5.2921e+01 4.7407e+04 2.3827e+04 2.6932e+01 1.7232e+03 1.3124e+02 2.1832e+01 1.9997e+01 4.2194e+03 2.6857e+03 0.0000e+00 0.0000e+00
1.9931e-02 2.3127e+04 1.3246e+02 -5.7579e+01 4.6604e+04 2.3444e+04 3.5278e+01 1.7196e+03 1.5330e+02 1.8985e+01 1.9186e+01 4.1601e+03 2.6379e+03 0.0000e+00 0.0000e+00
2.1610e-02 2.2514e+04 1.4779e+02 -6.1713e+01 4.5428e+04 2.2876e+04 4.5475e+01 1.7154e+03 1.7848e+02 1.4916e+01 1.7747e+01 4.0946e+03 2.5865e+03 0.0000e+00 0.0000e+00
2.3430e-02 2.1716e+04 1.6306e+02 -6.5070e+01 4.3885e+04 2.2126e+04 5.7732e+01 1.7106e+03 2.0698e+02 9.5675e+00 1.5626e+01 4.0228e+03 2.5314e+03 0.0000e+00 0.0000e+00
2.5404e-02 2.0746e+04 1.7784e+02 -6.7410e+01 4.2002e+04 2.1207e+04 7.2221e+01 1.7050e+03 2.3895e+02 2.9177e+00 1.2791e+01 3.9444e+03 2.4727e+03 0.0000e+00 0.0000e+00
2.7544e-02 1.9629e+04 1.9171e+02 -6.8535e+01 3.9824e+04 2.0142e+04 8.9051e+01 1.6985e+03 2.7447e+02 -5.0571e+00 9.2414e+00 3.8593e+03 2.4102e+03 0.0000e+00 0.0000e+00
2.9864e-02 1.8400e+04 2.0431e+02 -6.8326e+01 3.7423e+04 1.8966e+04 1.0826e+02 1.6911e+03 3.1351e+02 -1.4363e+01 4.9997e+00 3.7674e+03 2.3441e+03 0.0000e+00 0.0000e+00
3.2379e-02 1.7105e+04 2.1545e+02 -6.6777e+01 3.4889e+04 1.7723e+04 1.2979e+02 1.6825e+03 3.5595e+02 -2.4915e+01 1.0304e-01 3.6686e+03 2.2744e+03 0.0000e+00 0.0000e+00
3.5106e-02 1.5796e+04 2.2518e+02 -6.4018e+01 3.2327e+04 1.6467e+04 1.5355e+02 1.6727e+03 4.0159e+02 -3.6559e+01 -5.4158e+00 3.5629e+03 2.2013e+03 0.0000e+00 0.0000e+00
3.8064e-02 1.4530e+04 2.3380e+02 -6.0305e+01 2.9851e+04 1.5254e+04 1.7939e+02 1.6615e+03 4.5021e+02 -4.9261e+01 -1.1553e+01 3.4502e+03 2.1249e+03 0.0000e+00 0.0000e+00
4.1270e-02 1.3358e+04 2.4187e+02 -5.5979e+01 2.7564e+04 1.4137e+04 2.0723e+02 1.6487e+03 5.0163e+02 -6.3168e+01 -1.8359e+01 3.3305e+03 2.0457e+03 0.0000e+00 0.0000e+00
4.4746e-02 1.2318e+04 2.5009e+02 -5.1383e+01 2.5547e+04 1.3157e+04 2.3713e+02 1.6342e+03 5.5578e+02 -7.8411e+01 -2.5947e+01 3.2039e+03 1.9641e+03 0.0000e+00 0.0000e+00
4.8515e-02 1.1431e+04 2.5907e+02 -4.6723e+01 2.3837e+04 1.2334e+04 2.6937e+02 1.6177e+03 6.1277e+02 -9.5211e+01 -3.4482e+01 3.0707e+03 1.8808e+03 0.0000e+00 0.0000e+00
5.2602e-02 1.0684e+04 2.6900e+02 -4.1938e+01 2.2419e+04 1.1661e+04 3.0445e+02 1.5991e+03 6.7288e+02 -1.1396e+02 -4.4131e+01 2.9312e+03 1.7966e+03 0.0000e+00 0.0000e+00
5.7032e-02 1.0038e+04 2.7924e+02 -3.6575e+01 2.1208e+04 1.1096e+04 3.4303e+02 1.5782e+03 7.3637e+02 -1.3474e+02 -5.4962e+01 2.7866e+03 1.7123e+03 0.0000e+00 0.0000e+00
6.1836e-02 9.4217e+03 2.8806e+02 -2.9818e+01 2.0059e+04 1.0565e+04 3.8553e+02 1.5547e+03 8.0320e+02 -1.5733e+02 -6.6829e+01 2.6382e+03 1.6284e+03 0.0000e+00 0.0000e+00
6.7045e-02 8.7531e+03 2.9273e+02 -2.0712e+01 1.8801e+04 9.9764e+03 4.3171e+02 1.5286e+03 8.7250e+02 -1.8095e+02 -7.9262e+01 2.4880e+03 1.5453e+03 0.0000e+00 0.0000e+00
7.2692e-02 7.9696e+03 2.9041e+02 -8.6875e+00 1.7295e+04 9.2581e+03 4.8003e+02 1.4997e+03 9.4210e+02 -2.0420e+02 -9.1466e+01 2.3380e+03 1.4632e+03 0.0000e+00 0.0000e+00
7.8815e-02 7.0682e+03 2.7978e+02 5.7714e+00 1.5527e+04 8.3964e+03 5.2754e+02 1.4679e+03 1.0085e+03 -2.2538e+02 -1.0249e+02 2.1899e+03 1.3820e+03 0.0000e+00 0.0000e+00
8.5454e-02 6.1191e+03 2.6233e+02 2.0904e+01 1.3635e+04 7.4611e+03 5.7044e+02 1.4332e+03 1.0676e+03 -2.4311e+02 -1.1159e+02 2.0447e+03 1.3015e+03 0.0000e+00 0.0000e+00
9.2652e-02 5.2454e+03 2.4233e+02 3.4180e+01 1.1875e+04 6.5847e+03 6.0565e+02 1.3956e+03 1.1165e+03 -2.5700e+02 -1.1858e+02 1.9026e+03 1.2222e+03 0.0000e+00 0.0000e+00
1.0046e-01 4.5533e+03 2.2435e+02 4.3712e+01 1.0477e+04 5.8917e+03 6.3269e+02 1.3553e+03 1.1549e+03 -2.6799e+02 -1.2400e+02 1.7631e+03 1.1447e+03 0.0000e+00 0.0000e+00
1.0892e-01 4.0654e+03 2.1010e+02 4.9505e+01 9.4991e+03 5.4180e+03 6.5425e+02 1.3125e+03 1.1857e+03 -2.7766e+02 -1.2870e+02 1.6263e+03 1.0698e+03 0.0000e+00 0.0000e+00
1.1809e-01 3.7031e+03 1.9695e+02 5.3442e+01 8.7802e+03 5.0817e+03 6.7426e+02 1.2673e+03 1.2126e+03 -2.8695e+02 -1.3314e+02 1.4931e+03 9.9819e+02 0.0000e+00 0.0000e+00
1.2804e-01 3.3375e+03 1.8011e+02 5.7736e+01 8.0430e+03 4.7310e+03 6.9393e+02 1.2198e+03 1.2364e+03 -2.9522e+02 -1.3693e+02 1.3656e+03 9.2973e+02 0.0000e+00 0.0000e+00
1.3883e-01 2.9008e+03 1.5774e+02 6.2682e+01 7.1330e+03 4.2757e+03 7.0935e+02 1.1703e+03 1.2527e+03 -3.0061e+02 -1.3903e+02 1.2456e+03 8.6399e+02 0.0000e+00 0.0000e+00
1.5052e-01 2.4563e+03 1.3331e+02 6.6178e+01 6.1811e+03 3.7847e+03 7.1486e+02 1.1191e+03 1.2557e+03 -3.0188e+02 -1.3882e+02 1.1333e+03 8.0076e+02 0.0000e+00 0.0000e+00
1.6320e-01 2.1055e+03 1.1061e+02 6.6446e+01 5.4140e+03 3.3885e+03 7.0973e+02 1.0666e+03 1.2455e+03 -2.9989e+02 -1.3681e+02 1.0276e+03 7.4042e+02 0.0000e+00 0.0000e+00
1.7694e-01 1.8539e+03 8.8990e+01 6.4098e+01 4.8527e+03 3.1050e+03 6.9893e+02 1.0131e+03 1.2274e+03 -2.9640e+02 -1.3399e+02 9.2816e+02 6.8343e+02 0.0000e+00 0.0000e+00
1.9185e-01 1.6255e+03 6.6711e+01 6.0682e+01 4.3326e+03 2.8391e+03 6.8559e+02 9.5910e+02 1.2044e+03 -2.9187e+02 -1.3056e+02 8.3567e+02 6.2969e+02 0.0000e+00 0.0000e+00
2.0801e-01 1.3894e+03 4.4909e+01 5.6522e+01 3.7824e+03 2.5455e+03 6.6697e+02 9.0483e+02 1.1738e+03 -2.8539e+02 -1.2607e+02 7.5059e+02 5.7884e+02 0.0000e+00 0.0000e+00
2.2553e-01 1.1855e+03 2.4237e+01 5.1148e+01 3.2918e+03 2.2793e+03 6.4127e+02 8.5069e+02 1.1340e+03 -2.7678e+02 -1.2047e+02 6.7238e+02 5.3087e+02 0.0000e+00 0.0000e+00
2.4453e-01 1.0219e+03 3.8347e+00 4.4589e+01 2.8829e+03 2.0573e+03 6.1132e+02 7.9707e+02 1.0884e+03 -2.6697e+02 -1.1431e+02 6.0052e+02 4.8590e+02 0.0000e+00 0.0000e+00
2.6512e-01 8.7371e+02 -1.5142e+01 3.7266e+01 2.5024e+03 1.8454e+03 5.7838e+02 7.4426e+02 1.0383e+03 -2.5627e+02 -1.0775e+02 5.3491e+02 4.4376e+02 0.0000e+00 0.0000e+00
2.8746e-01 7.4191e+02 -3.2306e+01 2.9604e+01 2.1534e+03 1.6461e+03 5.4188e+02 6.9255e+02 9.8337e+02 -2.4451e+02 -1.0077e+02 4.7524e+02 4.0431e+02 0.0000e+00 0.0000e+00
