# k[h/Mpc]   P_Zel   P_A    P_W    P_d    P_dd     P_d^2    P_d^2d^2  P_dd^2    P_s^2    P_ds^2    P_d^2s^2   P_s^2s^2   P_D2d     P_dD2d
# 
1.0000e-03 1.6212e+03 1.3724e-02 -7.4483e-03 3.2429e+03 1.1901e+03 nan 3.0518e+02 6.3472e-02 5.5239e-02 4.2083e-02 8.1355e+02 5.4221e+02 0.0000e+00 0.0000e+00
1.0842e-03 1.7459e+03 1.7614e-02 -9.4485e-03 3.4945e+03 1.3572e+03 nan 3.0518e+02 7.4634e-02 6.4932e-02 4.9391e-02 8.1350e+02 5.4215e+02 0.0000e+00 0.0000e+00
1.1756e-03 1.8797e+03 2.2559e-02 -1.1977e-02 3.7642e+03 1.5323e+03 nan 3.0517e+02 8.7763e-02 7.6322e-02 5.7954e-02 8.1344e+02 5.4207e+02 0.0000e+00 0.0000e+00
1.2746e-03 2.0232e+03 2.8837e-02 -1.5171e-02 4.0529e+03 1.7157e+03 nan 3.0517e+02 1.0321e-01 8.9700e-02 6.7983e-02 8.1337e+02 5.4199e+02 0.0000e+00 0.0000e+00
1.3819e-03 2.1769e+03 3.6796e-02 -1.9199e-02 4.3617e+03 1.9079e+03 nan 3.0517e+02 1.2137e-01 1.0541e-01 7.9720e-02 8.1329e+02 5.4188e+02 0.0000e+00 0.0000e+00
1.4983e-03 2.3415e+03 4.6870e-02 -2.4276e-02 4.6915e+03 2.1091e+03 nan 3.0516e+02 1.4275e-01 1.2385e-01 9.3448e-02 8.1320e+02 5.4176e+02 0.0000e+00 0.0000e+00
1.6246e-03 2.5174e+03 5.9601e-02 -3.0664e-02 5.0434e+03 2.3195e+03 nan 3.0516e+02 1.6790e-01 1.4549e-01 1.0949e-01 8.1308e+02 5.4162e+02 0.0000e+00 0.0000e+00
1.7614e-03 2.7051e+03 7.5665e-02 -3.8693e-02 5.4184e+03 2.5395e+03 nan 3.0515e+02 1.9749e-01 1.7087e-01 1.2823e-01 8.1295e+02 5.4146e+02 0.0000e+00 0.0000e+00
1.9098e-03 2.9050e+03 9.5902e-02 -4.8768e-02 5.8173e+03 2.7692e+03 nan 3.0515e+02 2.3233e-01 2.0060e-01 1.5008e-01 8.1280e+02 5.4127e+02 0.0000e+00 0.0000e+00
2.0706e-03 3.1175e+03 1.2135e-01 -6.1392e-02 6.2409e+03 3.0090e+03 nan 3.0514e+02 2.7333e-01 2.3542e-01 1.7555e-01 8.1261e+02 5.4104e+02 0.0000e+00 0.0000e+00
2.2450e-03 3.3430e+03 1.5331e-01 -7.7182e-02 6.6899e+03 3.2589e+03 nan 3.0513e+02 3.2161e-01 2.7614e-01 2.0518e-01 8.1240e+02 5.4078e+02 0.0000e+00 0.0000e+00
2.4341e-03 3.5815e+03 1.9337e-01 -9.6897e-02 7.1649e+03 3.5192e+03 nan 3.0512e+02 3.7847e-01 3.2371e-01 2.3961e-01 8.1215e+02 5.4047e+02 0.0000e+00 0.0000e+00
2.6392e-03 3.8331e+03 2.4348e-01 -1.2146e-01 7.6662e+03 3.7898e+03 nan 3.0511e+02 4.4544e-01 3.7918e-01 2.7955e-01 8.1186e+02 5.4012e+02 0.0000e+00 0.0000e+00
